Orthogroup	Prbi	Prak
OG0000556	Prbi.g_00547	Prak.g_00503
OG0000557	Prbi.g_00548	Prak.g_00504
OG0000558	Prbi.g_00550	Prak.g_00507
OG0000559	Prbi.g_00554	Prak.g_00511
OG0000560	Prbi.g_00557	Prak.g_00514
OG0000561	Prbi.g_00558	Prak.g_00515
OG0000562	Prbi.g_00559	Prak.g_00516
OG0000563	Prbi.g_00560	Prak.g_00517
OG0000564	Prbi.g_00561	Prak.g_00518
OG0000565	Prbi.g_00564	Prak.g_00520
OG0000566	Prbi.g_00566	Prak.g_00524
OG0000567	Prbi.g_00570	Prak.g_00528
OG0000568	Prbi.g_00571	Prak.g_00529
OG0000569	Prbi.g_00572	Prak.g_00530
OG0000570	Prbi.g_00573	Prak.g_00531
OG0000571	Prbi.g_00575	Prak.g_00533
OG0000572	Prbi.g_00588	Prak.g_00547
OG0000573	Prbi.g_00594	Prak.g_00553
OG0000574	Prbi.g_00595	Prak.g_00554
OG0000575	Prbi.g_00599	Prak.g_00558
OG0000576	Prbi.g_00601	Prak.g_00560
OG0000577	Prbi.g_00602	Prak.g_00561
OG0000578	Prbi.g_00603	Prak.g_00562
OG0000579	Prbi.g_00604	Prak.g_00563
OG0000580	Prbi.g_00605	Prak.g_00564
OG0000581	Prbi.g_00607	Prak.g_00567
OG0000582	Prbi.g_00610	Prak.g_00570
OG0000583	Prbi.g_00611	Prak.g_00571
OG0000584	Prbi.g_00612	Prak.g_00572
OG0000585	Prbi.g_00614	Prak.g_00574
OG0000586	Prbi.g_00615	Prak.g_00575
OG0000587	Prbi.g_00616	Prak.g_00576
OG0000588	Prbi.g_00620	Prak.g_00580
OG0000589	Prbi.g_00623	Prak.g_00582
OG0000590	Prbi.g_00624	Prak.g_00583
OG0000591	Prbi.g_00627	Prak.g_00587
OG0000592	Prbi.g_00628	Prak.g_00588
OG0000593	Prbi.g_00635	Prak.g_01111
OG0000594	Prbi.g_00636	Prak.g_01110
OG0000595	Prbi.g_00637	Prak.g_01109
OG0000596	Prbi.g_00641	Prak.g_01105
OG0000597	Prbi.g_00643	Prak.g_01102
OG0000598	Prbi.g_00644	Prak.g_01101
OG0000599	Prbi.g_00647	Prak.g_01098
OG0000600	Prbi.g_00648	Prak.g_01097
OG0000601	Prbi.g_00649	Prak.g_01096
OG0000602	Prbi.g_00651	Prak.g_01094
OG0000603	Prbi.g_00652	Prak.g_01093
OG0000604	Prbi.g_00653	Prak.g_01092
OG0000605	Prbi.g_00654	Prak.g_01091
OG0000606	Prbi.g_00657	Prak.g_01088
OG0000607	Prbi.g_00660	Prak.g_01085
OG0000608	Prbi.g_00661	Prak.g_01084
OG0000609	Prbi.g_00662	Prak.g_01083
OG0000610	Prbi.g_00667	Prak.g_01077
OG0000611	Prbi.g_00670	Prak.g_01074
OG0000612	Prbi.g_00671	Prak.g_01073
OG0000613	Prbi.g_00676	Prak.g_00800
OG0000614	Prbi.g_00695	Prak.g_00821
OG0000615	Prbi.g_00704	Prak.g_00832
OG0000616	Prbi.g_00708	Prak.g_01934
OG0000617	Prbi.g_00751	Prak.g_01057
OG0000618	Prbi.g_00752	Prak.g_01056
OG0000619	Prbi.g_00753	Prak.g_01055
OG0000620	Prbi.g_00756	Prak.g_01052
OG0000621	Prbi.g_00757	Prak.g_01051
OG0000622	Prbi.g_00758	Prak.g_01050
OG0000623	Prbi.g_00759	Prak.g_01049
OG0000624	Prbi.g_00760	Prak.g_01047
OG0000625	Prbi.g_00761	Prak.g_01046
OG0000626	Prbi.g_00762	Prak.g_01045
OG0000627	Prbi.g_00763	Prak.g_01044
OG0000628	Prbi.g_00764	Prak.g_01043
OG0000629	Prbi.g_00765	Prak.g_01042
OG0000630	Prbi.g_00768	Prak.g_01039
OG0000631	Prbi.g_00838	Prak.g_00946
OG0000632	Prbi.g_00839	Prak.g_00947
OG0000633	Prbi.g_00840	Prak.g_00948
OG0000634	Prbi.g_00843	Prak.g_00841
OG0000635	Prbi.g_00844	Prak.g_00842
OG0000636	Prbi.g_00846	Prak.g_00844
OG0000637	Prbi.g_00848	Prak.g_00846
OG0000638	Prbi.g_00849	Prak.g_00847
OG0000639	Prbi.g_00850	Prak.g_00848
OG0000640	Prbi.g_00851	Prak.g_00849
OG0000641	Prbi.g_00855	Prak.g_00853
OG0000642	Prbi.g_00856	Prak.g_00854
OG0000643	Prbi.g_00857	Prak.g_00855
OG0000644	Prbi.g_00858	Prak.g_00856
OG0000645	Prbi.g_00859	Prak.g_00857
OG0000646	Prbi.g_00861	Prak.g_00859
OG0000647	Prbi.g_00862	Prak.g_00861
OG0000648	Prbi.g_00864	Prak.g_00863
OG0000649	Prbi.g_00865	Prak.g_00864
OG0000650	Prbi.g_00866	Prak.g_00865
OG0000651	Prbi.g_00867	Prak.g_00866
OG0000652	Prbi.g_00868	Prak.g_00867
OG0000653	Prbi.g_00870	Prak.g_00869
OG0000654	Prbi.g_00871	Prak.g_00870
OG0000655	Prbi.g_00872	Prak.g_00871
OG0000656	Prbi.g_00875	Prak.g_00874
OG0000657	Prbi.g_00883	Prak.g_00882
OG0000658	Prbi.g_00884	Prak.g_00884
OG0000659	Prbi.g_00885	Prak.g_00885
OG0000660	Prbi.g_00889	Prak.g_00889
OG0000661	Prbi.g_00891	Prak.g_00891
OG0000662	Prbi.g_00893	Prak.g_00893
OG0000663	Prbi.g_00895	Prak.g_00895
OG0000664	Prbi.g_00896	Prak.g_00896
OG0000665	Prbi.g_00900	Prak.g_00902
OG0000666	Prbi.g_00901	Prak.g_00903
OG0000667	Prbi.g_00905	Prak.g_00907
OG0000668	Prbi.g_00934	Prak.g_00748
OG0000669	Prbi.g_00942	Prak.g_00759
OG0000670	Prbi.g_00944	Prak.g_00762
OG0000671	Prbi.g_00946	Prak.g_00765
OG0000672	Prbi.g_00949	Prak.g_00768
OG0000673	Prbi.g_00952	Prak.g_00771
OG0000674	Prbi.g_00954	Prak.g_00773
OG0000675	Prbi.g_00955	Prak.g_00774
OG0000676	Prbi.g_00957	Prak.g_00776
OG0000677	Prbi.g_00958	Prak.g_00777
OG0000678	Prbi.g_00960	Prak.g_00779
OG0000679	Prbi.g_00964	Prak.g_00783
OG0000680	Prbi.g_00965	Prak.g_00784
OG0000681	Prbi.g_00968	Prak.g_00787
OG0000682	Prbi.g_00969	Prak.g_00788
OG0000683	Prbi.g_00970	Prak.g_00789
OG0000684	Prbi.g_00971	Prak.g_00791
OG0000685	Prbi.g_00973	Prak.g_00793
OG0000686	Prbi.g_00974	Prak.g_00794
OG0000687	Prbi.g_00975	Prak.g_00795
OG0000688	Prbi.g_00978	Prak.g_01069
OG0000689	Prbi.g_00979	Prak.g_01068
OG0000690	Prbi.g_00980	Prak.g_01067
OG0000691	Prbi.g_00981	Prak.g_01066
OG0000692	Prbi.g_00983	Prak.g_01064
OG0000693	Prbi.g_00984	Prak.g_01063
OG0000694	Prbi.g_00985	Prak.g_01062
OG0000695	Prbi.g_00987	Prak.g_00950
OG0000696	Prbi.g_00988	Prak.g_00951
OG0000697	Prbi.g_00989	Prak.g_00952
OG0000698	Prbi.g_00992	Prak.g_00955
OG0000699	Prbi.g_00993	Prak.g_00956
OG0000700	Prbi.g_00994	Prak.g_00957
OG0000701	Prbi.g_00995	Prak.g_00958
OG0000702	Prbi.g_00997	Prak.g_00960
OG0000703	Prbi.g_00998	Prak.g_00961
OG0000704	Prbi.g_00999	Prak.g_00963
OG0000705	Prbi.g_01003	Prak.g_00966
OG0000706	Prbi.g_01004	Prak.g_00967
OG0000707	Prbi.g_01005	Prak.g_00968
OG0000708	Prbi.g_01006	Prak.g_00970
OG0000709	Prbi.g_01010	Prak.g_00974
OG0000710	Prbi.g_01013	Prak.g_00977
OG0000711	Prbi.g_01030	Prak.g_00995
OG0000712	Prbi.g_01032	Prak.g_00996
OG0000713	Prbi.g_01033	Prak.g_00997
OG0000714	Prbi.g_01034	Prak.g_00998
OG0000715	Prbi.g_01036	Prak.g_01000
OG0000716	Prbi.g_01038	Prak.g_01002
OG0000717	Prbi.g_01039	Prak.g_01003
OG0000718	Prbi.g_01055	Prak.g_01007
OG0000719	Prbi.g_01057	Prak.g_01009
OG0000720	Prbi.g_01066	Prak.g_01021
OG0000721	Prbi.g_01068	Prak.g_01025
OG0000722	Prbi.g_01069	Prak.g_01026
OG0000723	Prbi.g_01072	Prak.g_01030
OG0000724	Prbi.g_01081	Prak.g_00925
OG0000725	Prbi.g_01087	Prak.g_00919
OG0000726	Prbi.g_01088	Prak.g_00918
OG0000727	Prbi.g_01089	Prak.g_00917
OG0000728	Prbi.g_01091	Prak.g_00915
OG0000729	Prbi.g_01138	Prak.g_01255
OG0000730	Prbi.g_01142	Prak.g_01214
OG0000731	Prbi.g_01146	Prak.g_00362
OG0000732	Prbi.g_01155	Prak.g_01885
OG0000733	Prbi.g_01175	Prak.g_01551
OG0000734	Prbi.g_01192	Prak.g_01188
OG0000735	Prbi.g_01194	Prak.g_01186
OG0000736	Prbi.g_01195	Prak.g_01185
OG0000737	Prbi.g_01196	Prak.g_01184
OG0000738	Prbi.g_01200	Prak.g_01180
OG0000739	Prbi.g_01201	Prak.g_01179
OG0000740	Prbi.g_01202	Prak.g_01178
OG0000741	Prbi.g_01203	Prak.g_01176
OG0000742	Prbi.g_01206	Prak.g_01173
OG0000743	Prbi.g_01208	Prak.g_01171
OG0000744	Prbi.g_01209	Prak.g_01170
OG0000745	Prbi.g_01210	Prak.g_01169
OG0000746	Prbi.g_01212	Prak.g_01167
OG0000747	Prbi.g_01213	Prak.g_01166
OG0000748	Prbi.g_01216	Prak.g_01162
OG0000749	Prbi.g_01217	Prak.g_01161
OG0000750	Prbi.g_01218	Prak.g_01160
OG0000751	Prbi.g_01220	Prak.g_01157
OG0000752	Prbi.g_01222	Prak.g_01155
OG0000753	Prbi.g_01225	Prak.g_01153
OG0000754	Prbi.g_01228	Prak.g_01150
OG0000755	Prbi.g_01231	Prak.g_01144
OG0000756	Prbi.g_01232	Prak.g_01143
OG0000757	Prbi.g_01238	Prak.g_01136
OG0000758	Prbi.g_01239	Prak.g_01135
OG0000759	Prbi.g_01240	Prak.g_01134
OG0000760	Prbi.g_01241	Prak.g_01133
OG0000761	Prbi.g_01242	Prak.g_01132
OG0000762	Prbi.g_01243	Prak.g_01131
OG0000763	Prbi.g_01245	Prak.g_01129
OG0000764	Prbi.g_01246	Prak.g_01128
OG0000765	Prbi.g_01255	Prak.g_01120
OG0000766	Prbi.g_01256	Prak.g_01119
OG0000767	Prbi.g_01258	Prak.g_01117
OG0000768	Prbi.g_01259	Prak.g_01116
OG0000769	Prbi.g_01261	Prak.g_01114
OG0000770	Prbi.g_01263	Prak.g_00593
OG0000771	Prbi.g_01277	Prak.g_01487
OG0000772	Prbi.g_01363	Prak.g_01571
OG0000773	Prbi.g_01382	Prak.g_01268
OG0000774	Prbi.g_01384	Prak.g_01270
OG0000775	Prbi.g_01386	Prak.g_01272
OG0000776	Prbi.g_01387	Prak.g_01273
OG0000777	Prbi.g_01388	Prak.g_01274
OG0000778	Prbi.g_01389	Prak.g_01275
OG0000779	Prbi.g_01393	Prak.g_01279
OG0000780	Prbi.g_01394	Prak.g_01280
OG0000781	Prbi.g_01397	Prak.g_01284
OG0000782	Prbi.g_01398	Prak.g_01285
OG0000783	Prbi.g_01399	Prak.g_01286
OG0000784	Prbi.g_01400	Prak.g_01287
OG0000785	Prbi.g_01402	Prak.g_01289
OG0000786	Prbi.g_01404	Prak.g_01292
OG0000787	Prbi.g_01405	Prak.g_01293
OG0000788	Prbi.g_01426	Prak.g_00460
OG0000789	Prbi.g_01429	Prak.g_01490
OG0000790	Prbi.g_01444	Prak.g_01334
OG0000791	Prbi.g_01446	Prak.g_01336
OG0000792	Prbi.g_01447	Prak.g_01337
OG0000793	Prbi.g_01450	Prak.g_01340
OG0000794	Prbi.g_01451	Prak.g_01341
OG0000795	Prbi.g_01452	Prak.g_01342
OG0000796	Prbi.g_01456	Prak.g_01346
OG0000797	Prbi.g_01457	Prak.g_01347
OG0000799	Prbi.g_01571	Prak.g_01374
OG0000800	Prbi.g_01572	Prak.g_01375
OG0000801	Prbi.g_01573	Prak.g_01376
OG0000802	Prbi.g_01575	Prak.g_01378
OG0000803	Prbi.g_01577	Prak.g_01380
OG0000804	Prbi.g_01578	Prak.g_01381
OG0000805	Prbi.g_01580	Prak.g_01383
OG0000806	Prbi.g_01582	Prak.g_01385
OG0000807	Prbi.g_01583	Prak.g_01386
OG0000808	Prbi.g_01584	Prak.g_01387
OG0000809	Prbi.g_01587	Prak.g_01389
OG0000810	Prbi.g_01588	Prak.g_01390
OG0000811	Prbi.g_01594	Prak.g_01394
OG0000812	Prbi.g_01596	Prak.g_01396
OG0000813	Prbi.g_01597	Prak.g_01397
OG0000814	Prbi.g_01599	Prak.g_01399
OG0000815	Prbi.g_01600	Prak.g_01400
OG0000816	Prbi.g_01602	Prak.g_01402
OG0000817	Prbi.g_01603	Prak.g_01403
OG0000818	Prbi.g_01608	Prak.g_01408
OG0000819	Prbi.g_01609	Prak.g_01409
OG0000820	Prbi.g_01610	Prak.g_01410
OG0000821	Prbi.g_01613	Prak.g_01414
OG0000822	Prbi.g_01614	Prak.g_01415
OG0000823	Prbi.g_01615	Prak.g_01416
OG0000824	Prbi.g_01618	Prak.g_01419
OG0000825	Prbi.g_01619	Prak.g_01420
OG0000826	Prbi.g_01620	Prak.g_01421
OG0000827	Prbi.g_01621	Prak.g_01422
OG0000828	Prbi.g_01624	Prak.g_01425
OG0000829	Prbi.g_01625	Prak.g_01426
OG0000830	Prbi.g_01626	Prak.g_01427
OG0000831	Prbi.g_01628	Prak.g_01429
OG0000832	Prbi.g_01634	Prak.g_01439
OG0000833	Prbi.g_01642	Prak.g_01448
OG0000834	Prbi.g_01643	Prak.g_01449
OG0000835	Prbi.g_01644	Prak.g_01450
OG0000836	Prbi.g_01645	Prak.g_01451
OG0000837	Prbi.g_01646	Prak.g_01452
OG0000838	Prbi.g_01648	Prak.g_01454
OG0000839	Prbi.g_01649	Prak.g_01455
OG0000840	Prbi.g_01650	Prak.g_01456
OG0000841	Prbi.g_01651	Prak.g_01457
OG0000842	Prbi.g_01652	Prak.g_01458
OG0000843	Prbi.g_01653	Prak.g_01459
OG0000844	Prbi.g_01654	Prak.g_01460
OG0000845	Prbi.g_01655	Prak.g_01461
OG0000846	Prbi.g_01656	Prak.g_01462
OG0000847	Prbi.g_01657	Prak.g_01463
OG0000848	Prbi.g_01658	Prak.g_01464
OG0000849	Prbi.g_01659	Prak.g_01465
OG0000850	Prbi.g_01661	Prak.g_01467
OG0000851	Prbi.g_01662	Prak.g_01468
OG0000852	Prbi.g_01663	Prak.g_01469
OG0000853	Prbi.g_01667	Prak.g_01475
OG0000854	Prbi.g_01669	Prak.g_01477
OG0000855	Prbi.g_01670	Prak.g_01478
OG0000856	Prbi.g_01685	Prak.g_00590
OG0000857	Prbi.g_01711	Prak.g_00860
OG0000858	Prbi.g_01781	Prak.g_01638
OG0000859	Prbi.g_01782	Prak.g_01639
OG0000860	Prbi.g_01789	Prak.g_01647
OG0000861	Prbi.g_01790	Prak.g_01648
OG0000862	Prbi.g_01791	Prak.g_01649
OG0000863	Prbi.g_01793	Prak.g_01651
OG0000864	Prbi.g_01794	Prak.g_01652
OG0000865	Prbi.g_01795	Prak.g_01653
OG0000866	Prbi.g_01796	Prak.g_01654
OG0000867	Prbi.g_01797	Prak.g_01655
OG0000868	Prbi.g_01798	Prak.g_01657
OG0000869	Prbi.g_01802	Prak.g_01660
OG0000870	Prbi.g_01807	Prak.g_01665
OG0000871	Prbi.g_01808	Prak.g_01666
OG0000872	Prbi.g_01809	Prak.g_01667
OG0000873	Prbi.g_01812	Prak.g_01670
OG0000874	Prbi.g_01815	Prak.g_01673
OG0000875	Prbi.g_01816	Prak.g_01674
OG0000876	Prbi.g_01817	Prak.g_01675
OG0000877	Prbi.g_01819	Prak.g_01677
OG0000878	Prbi.g_01820	Prak.g_01678
OG0000879	Prbi.g_01821	Prak.g_01679
OG0000880	Prbi.g_01822	Prak.g_01680
OG0000881	Prbi.g_01826	Prak.g_01684
OG0000882	Prbi.g_01831	Prak.g_01689
OG0000883	Prbi.g_01832	Prak.g_01691
OG0000884	Prbi.g_01834	Prak.g_01693
OG0000885	Prbi.g_01835	Prak.g_01694
OG0000886	Prbi.g_01836	Prak.g_01695
OG0000887	Prbi.g_01837	Prak.g_01696
OG0000888	Prbi.g_01839	Prak.g_01698
OG0000889	Prbi.g_01841	Prak.g_01700
OG0000890	Prbi.g_01842	Prak.g_01701
OG0000891	Prbi.g_01843	Prak.g_01702
OG0000892	Prbi.g_01845	Prak.g_01704
OG0000893	Prbi.g_01848	Prak.g_01708
OG0000894	Prbi.g_01850	Prak.g_01711
OG0000895	Prbi.g_01853	Prak.g_01715
OG0000896	Prbi.g_01854	Prak.g_01716
OG0000897	Prbi.g_01856	Prak.g_01718
OG0000898	Prbi.g_01857	Prak.g_01719
OG0000899	Prbi.g_01858	Prak.g_01720
OG0000900	Prbi.g_01859	Prak.g_01721
OG0000901	Prbi.g_01863	Prak.g_01724
OG0000902	Prbi.g_01865	Prak.g_01726
OG0000903	Prbi.g_01868	Prak.g_01730
OG0000904	Prbi.g_01870	Prak.g_01734
OG0000905	Prbi.g_01875	Prak.g_01728
OG0000906	Prbi.g_01876	Prak.g_01727
OG0000907	Prbi.g_01896	Prak.g_01737
OG0000908	Prbi.g_01899	Prak.g_01740
OG0000909	Prbi.g_01900	Prak.g_01741
OG0000910	Prbi.g_01901	Prak.g_01742
OG0000911	Prbi.g_01903	Prak.g_01744
OG0000912	Prbi.g_01904	Prak.g_01745
OG0000913	Prbi.g_01905	Prak.g_01746
OG0000914	Prbi.g_01906	Prak.g_01747
OG0000915	Prbi.g_01907	Prak.g_01748
OG0000916	Prbi.g_01908	Prak.g_01749
OG0000917	Prbi.g_01909	Prak.g_01750
OG0000918	Prbi.g_01910	Prak.g_01751
OG0000919	Prbi.g_01911	Prak.g_01752
OG0000920	Prbi.g_01912	Prak.g_01753
OG0000921	Prbi.g_01913	Prak.g_01754
OG0000922	Prbi.g_01914	Prak.g_01755
OG0000923	Prbi.g_01918	Prak.g_01759
OG0000924	Prbi.g_01919	Prak.g_01760
OG0000925	Prbi.g_01920	Prak.g_01761
OG0000926	Prbi.g_01921	Prak.g_01762
OG0000927	Prbi.g_01923	Prak.g_01764
OG0000928	Prbi.g_01924	Prak.g_01765
OG0000929	Prbi.g_01925	Prak.g_01766
OG0000930	Prbi.g_01926	Prak.g_01767
OG0000931	Prbi.g_01927	Prak.g_01768
OG0000932	Prbi.g_01928	Prak.g_01769
OG0000933	Prbi.g_01932	Prak.g_01773
OG0000934	Prbi.g_01934	Prak.g_01775
OG0000935	Prbi.g_01935	Prak.g_01776
OG0000936	Prbi.g_01936	Prak.g_01777
OG0000937	Prbi.g_01937	Prak.g_01778
OG0000938	Prbi.g_01939	Prak.g_01781
OG0000939	Prbi.g_01940	Prak.g_01782
OG0000940	Prbi.g_01947	Prak.g_01789
OG0000941	Prbi.g_01949	Prak.g_01791
OG0000942	Prbi.g_01951	Prak.g_01793
OG0000943	Prbi.g_01952	Prak.g_01794
OG0000944	Prbi.g_01953	Prak.g_01796
OG0000945	Prbi.g_01954	Prak.g_01797
OG0000946	Prbi.g_01958	Prak.g_01802
OG0000947	Prbi.g_01960	Prak.g_01804
OG0000948	Prbi.g_01961	Prak.g_01805
OG0000949	Prbi.g_01964	Prak.g_01808
OG0000950	Prbi.g_01969	Prak.g_01815
OG0000951	Prbi.g_01973	Prak.g_01819
OG0000952	Prbi.g_01977	Prak.g_01823
OG0000953	Prbi.g_01980	Prak.g_01827
OG0000954	Prbi.g_01984	Prak.g_01831
OG0000955	Prbi.g_01985	Prak.g_01832
OG0000956	Prbi.g_01987	Prak.g_01834
OG0000957	Prbi.g_01992	Prak.g_01840
OG0000958	Prbi.g_01993	Prak.g_01841
OG0000959	Prbi.g_01997	Prak.g_01845
OG0000960	Prbi.g_01998	Prak.g_01846
OG0000961	Prbi.g_02000	Prak.g_01849
OG0000962	Prbi.g_02002	Prak.g_01851
OG0000963	Prbi.g_02006	Prak.g_01855
OG0000964	Prbi.g_02007	Prak.g_01856
OG0000965	Prbi.g_02008	Prak.g_01857
OG0000966	Prbi.g_02027	Prak.g_01863
OG0000967	Prbi.g_02032	Prak.g_01867
OG0000968	Prbi.g_02034	Prak.g_01869
OG0000969	Prbi.g_02035	Prak.g_01870
OG0000970	Prbi.g_02036	Prak.g_01871
OG0000971	Prbi.g_02037	Prak.g_01872
OG0000972	Prbi.g_02038	Prak.g_01873
OG0000973	Prbi.g_02039	Prak.g_01874
OG0000974	Prbi.g_02040	Prak.g_01875
OG0000975	Prbi.g_02041	Prak.g_01876
OG0000976	Prbi.g_02042	Prak.g_01877
OG0000977	Prbi.g_02043	Prak.g_01878
OG0000978	Prbi.g_02044	Prak.g_01879
OG0000979	Prbi.g_02047	Prak.g_01882
OG0000980	Prbi.g_02049	Prak.g_01884
OG0000981	Prbi.g_02051	Prak.g_01887
OG0000982	Prbi.g_02053	Prak.g_01889
OG0000983	Prbi.g_02054	Prak.g_01890
OG0000984	Prbi.g_02055	Prak.g_01891
OG0000985	Prbi.g_02058	Prak.g_01894
OG0000986	Prbi.g_02060	Prak.g_01896
OG0000987	Prbi.g_02061	Prak.g_01897
OG0000988	Prbi.g_02064	Prak.g_01900
OG0000989	Prbi.g_02068	Prak.g_01904
OG0000990	Prbi.g_02071	Prak.g_01908
OG0000991	Prbi.g_02072	Prak.g_01909
OG0000992	Prbi.g_02074	Prak.g_01912
OG0000993	Prbi.g_02075	Prak.g_01913
OG0000994	Prbi.g_02076	Prak.g_01914
OG0000995	Prbi.g_02080	Prak.g_01918
OG0000996	Prbi.g_02081	Prak.g_01919
OG0000997	Prbi.g_02082	Prak.g_01922
OG0000998	Prbi.g_02084	Prak.g_01924
OG0000999	Prbi.g_02085	Prak.g_01925
OG0001000	Prbi.g_02088	Prak.g_01928
OG0001001	Prbi.g_02090	Prak.g_01931
OG0001002	Prbi.g_02094	Prak.g_01936
OG0001003	Prbi.g_02095	Prak.g_01937
OG0001004	Prbi.g_02096	Prak.g_01938
OG0001005	Prbi.g_02097	Prak.g_01939
OG0001006	Prbi.g_02101	Prak.g_01943
OG0001007	Prbi.g_02103	Prak.g_01945
OG0001008	Prbi.g_00438	Prak.g_00399
OG0001009	Prbi.g_00027	Prak.g_00027
OG0001010	Prbi.g_00028	Prak.g_00028
OG0001011	Prbi.g_00029	Prak.g_00030
OG0001012	Prbi.g_00052	Prak.g_00044
OG0001013	Prbi.g_00059	Prak.g_00051
OG0001014	Prbi.g_00062	Prak.g_00054
OG0001015	Prbi.g_00063	Prak.g_00056
OG0001016	Prbi.g_00080	Prak.g_00078
OG0001017	Prbi.g_00084	Prak.g_00082
OG0001018	Prbi.g_00087	Prak.g_00084
OG0001019	Prbi.g_00096	Prak.g_00093
OG0001020	Prbi.g_00097	Prak.g_00094
OG0001021	Prbi.g_00098	Prak.g_00095
OG0001022	Prbi.g_00101	Prak.g_00098
OG0001023	Prbi.g_00102	Prak.g_00099
OG0001024	Prbi.g_00105	Prak.g_00103
OG0001025	Prbi.g_00111	Prak.g_00110
OG0001026	Prbi.g_00118	Prak.g_00119
OG0001027	Prbi.g_00119	Prak.g_00120
OG0001028	Prbi.g_00121	Prak.g_00122
OG0001029	Prbi.g_00123	Prak.g_00123
OG0001030	Prbi.g_00138	Prak.g_00139
OG0001031	Prbi.g_00210	Prak.g_00199
OG0001032	Prbi.g_00211	Prak.g_00200
OG0001033	Prbi.g_00232	Prak.g_00221
OG0001034	Prbi.g_00260	Prak.g_00252
OG0001035	Prbi.g_00278	Prak.g_00272
OG0001036	Prbi.g_00283	Prak.g_00276
OG0001037	Prbi.g_00284	Prak.g_00277
OG0001038	Prbi.g_00302	Prak.g_00296
OG0001039	Prbi.g_00305	Prak.g_00299
OG0001040	Prbi.g_00307	Prak.g_00301
OG0001041	Prbi.g_00311	Prak.g_00306
OG0001042	Prbi.g_00328	Prak.g_00323
OG0001043	Prbi.g_00329	Prak.g_00324
OG0001044	Prbi.g_00357	Prak.g_00355
OG0001045	Prbi.g_00366	Prak.g_00364
OG0001046	Prbi.g_00403	Prak.g_01597
OG0001047	Prbi.g_00440	Prak.g_00401
OG0001048	Prbi.g_00441	Prak.g_00402
OG0001049	Prbi.g_00443	Prak.g_00404
OG0001050	Prbi.g_00444	Prak.g_00405
OG0001051	Prbi.g_00445	Prak.g_00406
OG0001052	Prbi.g_00474	Prak.g_00432
OG0001053	Prbi.g_00486	Prak.g_00444
OG0001054	Prbi.g_00501	Prak.g_00459
OG0001055	Prbi.g_00520	Prak.g_00478
OG0001056	Prbi.g_00539	Prak.g_00495
OG0001057	Prbi.g_00544	Prak.g_00500
OG0001058	Prbi.g_00552	Prak.g_00509
OG0001059	Prbi.g_00556	Prak.g_00513
OG0001060	Prbi.g_00563	Prak.g_00519
OG0001061	Prbi.g_00576	Prak.g_00534
OG0001062	Prbi.g_00578	Prak.g_00536
OG0001063	Prbi.g_00580	Prak.g_00538
OG0001064	Prbi.g_00581	Prak.g_00539
OG0001065	Prbi.g_00582	Prak.g_00540
OG0001066	Prbi.g_00583	Prak.g_00541
OG0001067	Prbi.g_00584	Prak.g_00542
OG0001068	Prbi.g_00585	Prak.g_00543
OG0001069	Prbi.g_00586	Prak.g_00544
OG0001070	Prbi.g_00589	Prak.g_00548
OG0001071	Prbi.g_00590	Prak.g_00549
OG0001072	Prbi.g_00592	Prak.g_00551
OG0001073	Prbi.g_00606	Prak.g_00565
OG0001074	Prbi.g_00617	Prak.g_00577
OG0001075	Prbi.g_00618	Prak.g_00578
OG0001076	Prbi.g_00626	Prak.g_00585
OG0001077	Prbi.g_00630	Prak.g_00591
OG0001078	Prbi.g_00639	Prak.g_01107
OG0001079	Prbi.g_00650	Prak.g_01095
OG0001080	Prbi.g_00656	Prak.g_01089
OG0001081	Prbi.g_00658	Prak.g_01087
OG0001082	Prbi.g_00659	Prak.g_01086
OG0001083	Prbi.g_00664	Prak.g_01081
OG0001084	Prbi.g_00665	Prak.g_01080
OG0001085	Prbi.g_00673	Prak.g_00797
OG0001086	Prbi.g_00674	Prak.g_00798
OG0001087	Prbi.g_00691	Prak.g_00816
OG0001088	Prbi.g_00692	Prak.g_00817
OG0001089	Prbi.g_00700	Prak.g_00828
OG0001090	Prbi.g_00746	Prak.g_00838
OG0001091	Prbi.g_00748	Prak.g_01060
OG0001092	Prbi.g_00749	Prak.g_01059
OG0001093	Prbi.g_00754	Prak.g_01054
OG0001094	Prbi.g_00841	Prak.g_01061
OG0001095	Prbi.g_00860	Prak.g_00858
OG0001096	Prbi.g_00873	Prak.g_00872
OG0001097	Prbi.g_00892	Prak.g_00892
OG0001098	Prbi.g_00907	Prak.g_00911
OG0001099	Prbi.g_00939	Prak.g_00753
OG0001100	Prbi.g_00943	Prak.g_00761
OG0001101	Prbi.g_00945	Prak.g_00764
OG0001102	Prbi.g_00948	Prak.g_00767
OG0001103	Prbi.g_00950	Prak.g_00769
OG0001104	Prbi.g_00972	Prak.g_00792
OG0001105	Prbi.g_00976	Prak.g_00796
OG0001106	Prbi.g_01000	Prak.g_00964
OG0001107	Prbi.g_01007	Prak.g_00971
OG0001108	Prbi.g_01011	Prak.g_00975
OG0001109	Prbi.g_01012	Prak.g_00976
OG0001110	Prbi.g_01014	Prak.g_00978
OG0001111	Prbi.g_01015	Prak.g_00979
OG0001112	Prbi.g_01016	Prak.g_00980
OG0001113	Prbi.g_01017	Prak.g_00981
OG0001114	Prbi.g_01018	Prak.g_00982
OG0001115	Prbi.g_01020	Prak.g_00984
