Orthogroup	Prbg	Prbc
OG0000524	Prbg.g_00316	Prbc.g_01673
OG0000525	Prbg.g_00318	Prbc.g_01675
OG0000526	Prbg.g_00319	Prbc.g_01676
OG0000527	Prbg.g_00320	Prbc.g_01677
OG0000528	Prbg.g_00321	Prbc.g_01678
OG0000529	Prbg.g_00322	Prbc.g_01679
OG0000530	Prbg.g_00323	Prbc.g_01680
OG0000531	Prbg.g_00325	Prbc.g_01682
OG0000532	Prbg.g_00326	Prbc.g_01683
OG0000533	Prbg.g_00327	Prbc.g_01684
OG0000534	Prbg.g_00328	Prbc.g_01685
OG0000535	Prbg.g_00329	Prbc.g_01686
OG0000536	Prbg.g_00330	Prbc.g_01687
OG0000537	Prbg.g_00331	Prbc.g_01688
OG0000538	Prbg.g_00332	Prbc.g_01689
OG0000539	Prbg.g_00333	Prbc.g_01690
OG0000540	Prbg.g_00334	Prbc.g_01691
OG0000541	Prbg.g_00335	Prbc.g_01692
OG0000542	Prbg.g_00336	Prbc.g_01693
OG0000543	Prbg.g_00337	Prbc.g_01694
OG0000544	Prbg.g_00338	Prbc.g_01695
OG0000545	Prbg.g_00340	Prbc.g_01698
OG0000546	Prbg.g_00341	Prbc.g_01699
OG0000547	Prbg.g_00343	Prbc.g_01700
OG0000548	Prbg.g_00345	Prbc.g_01702
OG0000549	Prbg.g_00346	Prbc.g_01703
OG0000550	Prbg.g_00347	Prbc.g_01704
OG0000551	Prbg.g_00349	Prbc.g_01705
OG0000552	Prbg.g_00350	Prbc.g_01706
OG0000553	Prbg.g_01427	Prbc.g_01707
OG0000554	Prbg.g_01426	Prbc.g_01708
OG0000555	Prbg.g_01425	Prbc.g_01709
OG0000556	Prbg.g_01424	Prbc.g_01710
OG0000557	Prbg.g_01423	Prbc.g_01711
OG0000558	Prbg.g_01422	Prbc.g_01712
OG0000559	Prbg.g_01421	Prbc.g_01713
OG0000560	Prbg.g_01419	Prbc.g_01715
OG0000561	Prbg.g_01418	Prbc.g_01716
OG0000562	Prbg.g_01416	Prbc.g_01717
OG0000563	Prbg.g_01415	Prbc.g_01718
OG0000564	Prbg.g_01414	Prbc.g_01719
OG0000565	Prbg.g_01413	Prbc.g_01720
OG0000566	Prbg.g_01412	Prbc.g_01721
OG0000567	Prbg.g_01411	Prbc.g_01722
OG0000568	Prbg.g_01410	Prbc.g_01723
OG0000569	Prbg.g_01409	Prbc.g_01724
OG0000570	Prbg.g_01408	Prbc.g_01725
OG0000571	Prbg.g_01407	Prbc.g_01726
OG0000572	Prbg.g_01406	Prbc.g_01727
OG0000573	Prbg.g_01403	Prbc.g_01730
OG0000574	Prbg.g_01402	Prbc.g_01731
OG0000575	Prbg.g_01401	Prbc.g_01732
OG0000576	Prbg.g_01400	Prbc.g_01733
OG0000577	Prbg.g_01399	Prbc.g_01734
OG0000578	Prbg.g_01398	Prbc.g_01735
OG0000579	Prbg.g_01397	Prbc.g_01736
OG0000580	Prbg.g_01396	Prbc.g_01737
OG0000581	Prbg.g_01395	Prbc.g_01738
OG0000582	Prbg.g_01394	Prbc.g_01739
OG0000583	Prbg.g_01393	Prbc.g_01740
OG0000584	Prbg.g_01391	Prbc.g_01742
OG0000585	Prbg.g_01390	Prbc.g_01743
OG0000586	Prbg.g_01388	Prbc.g_01745
OG0000587	Prbg.g_01387	Prbc.g_01746
OG0000588	Prbg.g_01111	Prbc.g_01749
OG0000589	Prbg.g_01112	Prbc.g_01750
OG0000590	Prbg.g_01114	Prbc.g_01752
OG0000591	Prbg.g_01120	Prbc.g_01760
OG0000592	Prbg.g_01121	Prbc.g_01761
OG0000593	Prbg.g_01122	Prbc.g_01762
OG0000594	Prbg.g_01125	Prbc.g_01765
OG0000595	Prbg.g_01126	Prbc.g_01766
OG0000596	Prbg.g_01127	Prbc.g_01767
OG0000597	Prbg.g_01129	Prbc.g_01769
OG0000598	Prbg.g_01130	Prbc.g_01770
OG0000599	Prbg.g_01131	Prbc.g_01771
OG0000600	Prbg.g_01132	Prbc.g_01772
OG0000601	Prbg.g_01135	Prbc.g_01775
OG0000602	Prbg.g_01136	Prbc.g_01776
OG0000603	Prbg.g_01137	Prbc.g_01777
OG0000604	Prbg.g_01140	Prbc.g_01381
OG0000605	Prbg.g_01141	Prbc.g_01778
OG0000606	Prbg.g_01142	Prbc.g_01779
OG0000607	Prbg.g_01144	Prbc.g_01781
OG0000608	Prbg.g_01146	Prbc.g_01782
OG0000609	Prbg.g_01939	Prbc.g_01055
OG0000610	Prbg.g_01070	Prbc.g_01290
OG0000611	Prbg.g_01152	Prbc.g_01788
OG0000612	Prbg.g_01153	Prbc.g_01789
OG0000613	Prbg.g_01374	Prbc.g_01790
OG0000614	Prbg.g_01373	Prbc.g_01791
OG0000615	Prbg.g_01371	Prbc.g_01793
OG0000616	Prbg.g_01370	Prbc.g_01794
OG0000617	Prbg.g_01369	Prbc.g_01795
OG0000618	Prbg.g_01368	Prbc.g_01796
OG0000619	Prbg.g_01367	Prbc.g_01797
OG0000620	Prbg.g_01366	Prbc.g_01798
OG0000621	Prbg.g_01365	Prbc.g_01799
OG0000622	Prbg.g_01364	Prbc.g_01800
OG0000623	Prbg.g_01363	Prbc.g_01801
OG0000624	Prbg.g_01361	Prbc.g_01803
OG0000625	Prbg.g_01360	Prbc.g_01804
OG0000626	Prbg.g_01359	Prbc.g_01805
OG0000627	Prbg.g_01358	Prbc.g_01807
OG0000628	Prbg.g_01357	Prbc.g_01808
OG0000629	Prbg.g_01356	Prbc.g_01809
OG0000630	Prbg.g_01355	Prbc.g_01810
OG0000631	Prbg.g_01353	Prbc.g_01812
OG0000632	Prbg.g_01352	Prbc.g_00598
OG0000633	Prbg.g_00006	Prbc.g_00521
OG0000634	Prbg.g_00461	Prbc.g_02142
OG0000635	Prbg.g_00366	Prbc.g_02028
OG0000636	Prbg.g_00365	Prbc.g_02027
OG0000637	Prbg.g_00364	Prbc.g_02026
OG0000638	Prbg.g_00114	Prbc.g_01230
OG0000639	Prbg.g_01254	Prbc.g_02003
OG0000640	Prbg.g_01258	Prbc.g_02005
OG0000641	Prbg.g_01260	Prbc.g_02007
OG0000642	Prbg.g_01261	Prbc.g_02008
OG0000643	Prbg.g_01262	Prbc.g_02009
OG0000644	Prbg.g_01375	Prbc.g_01852
OG0000645	Prbg.g_01154	Prbc.g_01853
OG0000646	Prbg.g_01155	Prbc.g_01854
OG0000647	Prbg.g_01156	Prbc.g_01855
OG0000648	Prbg.g_01158	Prbc.g_01857
OG0000649	Prbg.g_01159	Prbc.g_01858
OG0000650	Prbg.g_01160	Prbc.g_01859
OG0000651	Prbg.g_01161	Prbc.g_01860
OG0000652	Prbg.g_01162	Prbc.g_01861
OG0000653	Prbg.g_01163	Prbc.g_01862
OG0000654	Prbg.g_01165	Prbc.g_01864
OG0000655	Prbg.g_01167	Prbc.g_01866
OG0000656	Prbg.g_01168	Prbc.g_01867
OG0000657	Prbg.g_01169	Prbc.g_01868
OG0000658	Prbg.g_01170	Prbc.g_01869
OG0000659	Prbg.g_01171	Prbc.g_01870
OG0000660	Prbg.g_01172	Prbc.g_01871
OG0000661	Prbg.g_01173	Prbc.g_01873
OG0000662	Prbg.g_01175	Prbc.g_01875
OG0000663	Prbg.g_01176	Prbc.g_01876
OG0000664	Prbg.g_01177	Prbc.g_01877
OG0000665	Prbg.g_01178	Prbc.g_01878
OG0000666	Prbg.g_01179	Prbc.g_01879
OG0000667	Prbg.g_01180	Prbc.g_01880
OG0000668	Prbg.g_01181	Prbc.g_01881
OG0000669	Prbg.g_01183	Prbc.g_01883
OG0000670	Prbg.g_01184	Prbc.g_01884
OG0000671	Prbg.g_01185	Prbc.g_01885
OG0000672	Prbg.g_01186	Prbc.g_01886
OG0000673	Prbg.g_01187	Prbc.g_01887
OG0000674	Prbg.g_01188	Prbc.g_01888
OG0000675	Prbg.g_01190	Prbc.g_01890
OG0000676	Prbg.g_01191	Prbc.g_01891
OG0000677	Prbg.g_01194	Prbc.g_01893
OG0000678	Prbg.g_01196	Prbc.g_01895
OG0000679	Prbg.g_01198	Prbc.g_01897
OG0000680	Prbg.g_01199	Prbc.g_01898
OG0000681	Prbg.g_01200	Prbc.g_01899
OG0000682	Prbg.g_01201	Prbc.g_01900
OG0000683	Prbg.g_01203	Prbc.g_01903
OG0000684	Prbg.g_01204	Prbc.g_01904
OG0000685	Prbg.g_01205	Prbc.g_01905
OG0000686	Prbg.g_01206	Prbc.g_01906
OG0000687	Prbg.g_01207	Prbc.g_01907
OG0000688	Prbg.g_01208	Prbc.g_01908
OG0000689	Prbg.g_01209	Prbc.g_01909
OG0000690	Prbg.g_01210	Prbc.g_01910
OG0000691	Prbg.g_01211	Prbc.g_01911
OG0000692	Prbg.g_01215	Prbc.g_01913
OG0000693	Prbg.g_01216	Prbc.g_01914
OG0000694	Prbg.g_01217	Prbc.g_01915
OG0000695	Prbg.g_01218	Prbc.g_01916
OG0000696	Prbg.g_01219	Prbc.g_01917
OG0000697	Prbg.g_01221	Prbc.g_01919
OG0000698	Prbg.g_01225	Prbc.g_01923
OG0000699	Prbg.g_01226	Prbc.g_01924
OG0000700	Prbg.g_01062	Prbc.g_01959
OG0000701	Prbg.g_01067	Prbc.g_01962
OG0000702	Prbg.g_01073	Prbc.g_01967
OG0000703	Prbg.g_01075	Prbc.g_01969
OG0000704	Prbg.g_01076	Prbc.g_01970
OG0000705	Prbg.g_01078	Prbc.g_01971
OG0000706	Prbg.g_01079	Prbc.g_01972
OG0000707	Prbg.g_01081	Prbc.g_01974
OG0000708	Prbg.g_01082	Prbc.g_01975
OG0000709	Prbg.g_01084	Prbc.g_01977
OG0000710	Prbg.g_01085	Prbc.g_01978
OG0000711	Prbg.g_01086	Prbc.g_01979
OG0000712	Prbg.g_01087	Prbc.g_01980
OG0000713	Prbg.g_01088	Prbc.g_01981
OG0000714	Prbg.g_01090	Prbc.g_01983
OG0000715	Prbg.g_01091	Prbc.g_01984
OG0000716	Prbg.g_01093	Prbc.g_01987
OG0000717	Prbg.g_01094	Prbc.g_01988
OG0000718	Prbg.g_01095	Prbc.g_01989
OG0000719	Prbg.g_01097	Prbc.g_01991
OG0000720	Prbg.g_01098	Prbc.g_01992
OG0000721	Prbg.g_01101	Prbc.g_01995
OG0000722	Prbg.g_01102	Prbc.g_01996
OG0000723	Prbg.g_01103	Prbc.g_01997
OG0000724	Prbg.g_01105	Prbc.g_01837
OG0000725	Prbg.g_01106	Prbc.g_01838
OG0000726	Prbg.g_01107	Prbc.g_01839
OG0000727	Prbg.g_01108	Prbc.g_01840
OG0000728	Prbg.g_01109	Prbc.g_01841
OG0000729	Prbg.g_01110	Prbc.g_01842
OG0000730	Prbg.g_01385	Prbc.g_01843
OG0000731	Prbg.g_01383	Prbc.g_01844
OG0000732	Prbg.g_01382	Prbc.g_01845
OG0000733	Prbg.g_01381	Prbc.g_01846
OG0000734	Prbg.g_01380	Prbc.g_01847
OG0000735	Prbg.g_01378	Prbc.g_01849
OG0000736	Prbg.g_01377	Prbc.g_01850
OG0000737	Prbg.g_01376	Prbc.g_01851
OG0000738	Prbg.g_01263	Prbc.g_02010
OG0000739	Prbg.g_01264	Prbc.g_02011
OG0000740	Prbg.g_01265	Prbc.g_02012
OG0000741	Prbg.g_01266	Prbc.g_02013
OG0000742	Prbg.g_01268	Prbc.g_02015
OG0000743	Prbg.g_01269	Prbc.g_02016
OG0000744	Prbg.g_01270	Prbc.g_02017
OG0000745	Prbg.g_01271	Prbc.g_02018
OG0000746	Prbg.g_01272	Prbc.g_02019
OG0000747	Prbg.g_01273	Prbc.g_02020
OG0000748	Prbg.g_01274	Prbc.g_02021
OG0000749	Prbg.g_01275	Prbc.g_02022
OG0000750	Prbg.g_01277	Prbc.g_02023
OG0000751	Prbg.g_01278	Prbc.g_02024
OG0000752	Prbg.g_01337	Prbc.g_01936
OG0000753	Prbg.g_01280	Prbc.g_02029
OG0000754	Prbg.g_01281	Prbc.g_02030
OG0000755	Prbg.g_01282	Prbc.g_02031
OG0000756	Prbg.g_01284	Prbc.g_02033
OG0000757	Prbg.g_01285	Prbc.g_02034
OG0000758	Prbg.g_01286	Prbc.g_02035
OG0000759	Prbg.g_01288	Prbc.g_02037
OG0000760	Prbg.g_01289	Prbc.g_02038
OG0000761	Prbg.g_01290	Prbc.g_02039
OG0000762	Prbg.g_01292	Prbc.g_02041
OG0000763	Prbg.g_01293	Prbc.g_02042
OG0000764	Prbg.g_01294	Prbc.g_02043
OG0000765	Prbg.g_01295	Prbc.g_02044
OG0000766	Prbg.g_01296	Prbc.g_02045
OG0000767	Prbg.g_01298	Prbc.g_02047
OG0000768	Prbg.g_01299	Prbc.g_02048
OG0000769	Prbg.g_01300	Prbc.g_02049
OG0000770	Prbg.g_01301	Prbc.g_02050
OG0000771	Prbg.g_01302	Prbc.g_02051
OG0000772	Prbg.g_01552	Prbc.g_02190
OG0000773	Prbg.g_01304	Prbc.g_02052
OG0000774	Prbg.g_01305	Prbc.g_02053
OG0000775	Prbg.g_01306	Prbc.g_02054
OG0000776	Prbg.g_01309	Prbc.g_02055
OG0000777	Prbg.g_01310	Prbc.g_02057
OG0000778	Prbg.g_01311	Prbc.g_02058
OG0000779	Prbg.g_01312	Prbc.g_02059
OG0000780	Prbg.g_01314	Prbc.g_02061
OG0000781	Prbg.g_01316	Prbc.g_02062
OG0000782	Prbg.g_01317	Prbc.g_02063
OG0000783	Prbg.g_01321	Prbc.g_02079
OG0000784	Prbg.g_01323	Prbc.g_02080
OG0000785	Prbg.g_01324	Prbc.g_02081
OG0000786	Prbg.g_01325	Prbc.g_02082
OG0000787	Prbg.g_01326	Prbc.g_02083
OG0000788	Prbg.g_01332	Prbc.g_02088
OG0000789	Prbg.g_01335	Prbc.g_02091
OG0000790	Prbg.g_01336	Prbc.g_01935
OG0000791	Prbg.g_01339	Prbc.g_02092
OG0000792	Prbg.g_01340	Prbc.g_02093
OG0000793	Prbg.g_01341	Prbc.g_02094
OG0000794	Prbg.g_01344	Prbc.g_02097
OG0000795	Prbg.g_01245	Prbc.g_02101
OG0000796	Prbg.g_01244	Prbc.g_02102
OG0000797	Prbg.g_01242	Prbc.g_02105
OG0000798	Prbg.g_01241	Prbc.g_02106
OG0000799	Prbg.g_01240	Prbc.g_02107
OG0000800	Prbg.g_01239	Prbc.g_02108
OG0000801	Prbg.g_01236	Prbc.g_02111
OG0000802	Prbg.g_01235	Prbc.g_02112
OG0000803	Prbg.g_01233	Prbc.g_01934
OG0000804	Prbg.g_01232	Prbc.g_01933
OG0000805	Prbg.g_01231	Prbc.g_01932
OG0000806	Prbg.g_01229	Prbc.g_01930
OG0000807	Prbg.g_00141	Prbc.g_01941
OG0000808	Prbg.g_00022	Prbc.g_02152
OG0000809	Prbg.g_01534	Prbc.g_02133
OG0000810	Prbg.g_00361	Prbc.g_00804
OG0000811	Prbg.g_00455	Prbc.g_00201
OG0000812	Prbg.g_01528	Prbc.g_01244
OG0000813	Prbg.g_00123	Prbc.g_01252
OG0000814	Prbg.g_01555	Prbc.g_00801
OG0000815	Prbg.g_00528	Prbc.g_02128
OG0000816	Prbg.g_00750	Prbc.g_00897
OG0000817	Prbg.g_00751	Prbc.g_00898
OG0000818	Prbg.g_00011	Prbc.g_02170
OG0000819	Prbg.g_01508	Prbc.g_01468
OG0000820	Prbg.g_01502	Prbc.g_01462
OG0000821	Prbg.g_01500	Prbc.g_01460
OG0000822	Prbg.g_01499	Prbc.g_01459
OG0000823	Prbg.g_01498	Prbc.g_01458
OG0000824	Prbg.g_01497	Prbc.g_01457
OG0000825	Prbg.g_01496	Prbc.g_01456
OG0000826	Prbg.g_01495	Prbc.g_01455
OG0000827	Prbg.g_01494	Prbc.g_01454
OG0000828	Prbg.g_01493	Prbc.g_01453
OG0000829	Prbg.g_01492	Prbc.g_01452
OG0000830	Prbg.g_01490	Prbc.g_01450
OG0000831	Prbg.g_01487	Prbc.g_01447
OG0000832	Prbg.g_01485	Prbc.g_01445
OG0000833	Prbg.g_01484	Prbc.g_01444
OG0000834	Prbg.g_01483	Prbc.g_01442
OG0000835	Prbg.g_01482	Prbc.g_01441
OG0000836	Prbg.g_01481	Prbc.g_01440
OG0000837	Prbg.g_01478	Prbc.g_01437
OG0000838	Prbg.g_01477	Prbc.g_01436
OG0000839	Prbg.g_01476	Prbc.g_01435
OG0000840	Prbg.g_01475	Prbc.g_01434
OG0000841	Prbg.g_01474	Prbc.g_01433
OG0000842	Prbg.g_01472	Prbc.g_01431
OG0000843	Prbg.g_01471	Prbc.g_01430
OG0000844	Prbg.g_01470	Prbc.g_01429
OG0000845	Prbg.g_01469	Prbc.g_01428
OG0000846	Prbg.g_01467	Prbc.g_01426
OG0000847	Prbg.g_01465	Prbc.g_01424
OG0000848	Prbg.g_01464	Prbc.g_01422
OG0000849	Prbg.g_01461	Prbc.g_01421
OG0000850	Prbg.g_01460	Prbc.g_01420
OG0000851	Prbg.g_01458	Prbc.g_01418
OG0000852	Prbg.g_01456	Prbc.g_01416
OG0000853	Prbg.g_01454	Prbc.g_01414
OG0000854	Prbg.g_01452	Prbc.g_01412
OG0000855	Prbg.g_01451	Prbc.g_01411
OG0000856	Prbg.g_01450	Prbc.g_01410
OG0000857	Prbg.g_01449	Prbc.g_01409
OG0000858	Prbg.g_01448	Prbc.g_01408
OG0000859	Prbg.g_01447	Prbc.g_01407
OG0000860	Prbg.g_01446	Prbc.g_01406
OG0000861	Prbg.g_01445	Prbc.g_01405
OG0000862	Prbg.g_01444	Prbc.g_01404
OG0000863	Prbg.g_01443	Prbc.g_01403
OG0000864	Prbg.g_01442	Prbc.g_01402
OG0000865	Prbg.g_01441	Prbc.g_01401
OG0000866	Prbg.g_01440	Prbc.g_01400
OG0000867	Prbg.g_01439	Prbc.g_01399
OG0000868	Prbg.g_01438	Prbc.g_01398
OG0000869	Prbg.g_01436	Prbc.g_01396
OG0000870	Prbg.g_01435	Prbc.g_01395
OG0000871	Prbg.g_01434	Prbc.g_01394
OG0000872	Prbg.g_01433	Prbc.g_01393
OG0000873	Prbg.g_01431	Prbc.g_01392
OG0000874	Prbg.g_01430	Prbc.g_01391
OG0000875	Prbg.g_01429	Prbc.g_01390
OG0000876	Prbg.g_01428	Prbc.g_01389
OG0000877	Prbg.g_00351	Prbc.g_01388
OG0000878	Prbg.g_01576	Prbc.g_01320
OG0000879	Prbg.g_00466	Prbc.g_00555
OG0000880	Prbg.g_00467	Prbc.g_00556
OG0000881	Prbg.g_00468	Prbc.g_00557
OG0000882	Prbg.g_00469	Prbc.g_00558
OG0000883	Prbg.g_00470	Prbc.g_00560
OG0000884	Prbg.g_00472	Prbc.g_00561
OG0000885	Prbg.g_00473	Prbc.g_00562
OG0000886	Prbg.g_00474	Prbc.g_00563
OG0000887	Prbg.g_00475	Prbc.g_00564
OG0000888	Prbg.g_00476	Prbc.g_00565
OG0000889	Prbg.g_00479	Prbc.g_00568
OG0000890	Prbg.g_00480	Prbc.g_00569
OG0000891	Prbg.g_00481	Prbc.g_00570
OG0000892	Prbg.g_00484	Prbc.g_00571
OG0000893	Prbg.g_00485	Prbc.g_00572
OG0000894	Prbg.g_00486	Prbc.g_00573
OG0000895	Prbg.g_00487	Prbc.g_00574
OG0000896	Prbg.g_00488	Prbc.g_00575
OG0000897	Prbg.g_00489	Prbc.g_00576
OG0000898	Prbg.g_00492	Prbc.g_00579
OG0000899	Prbg.g_00493	Prbc.g_00580
OG0000900	Prbg.g_00505	Prbc.g_00585
OG0000901	Prbg.g_00501	Prbc.g_00589
OG0000902	Prbg.g_00218	Prbc.g_01820
OG0000903	Prbg.g_01551	Prbc.g_01470
OG0000904	Prbg.g_00690	Prbc.g_02100
OG0000905	Prbg.g_01529	Prbc.g_00810
OG0000906	Prbg.g_01511	Prbc.g_00655
OG0000907	Prbg.g_01223	Prbc.g_01921
OG0000908	Prbg.g_01548	Prbc.g_00138
OG0000909	Prbg.g_00531	Prbc.g_00659
OG0000910	Prbg.g_00532	Prbc.g_00660
OG0000911	Prbg.g_00533	Prbc.g_00661
OG0000912	Prbg.g_00534	Prbc.g_00662
OG0000913	Prbg.g_00535	Prbc.g_00663
OG0000914	Prbg.g_00536	Prbc.g_00664
OG0000915	Prbg.g_00537	Prbc.g_00665
OG0000916	Prbg.g_00538	Prbc.g_00666
OG0000917	Prbg.g_00539	Prbc.g_00667
OG0000918	Prbg.g_00540	Prbc.g_00668
OG0000919	Prbg.g_00541	Prbc.g_00669
OG0000920	Prbg.g_00542	Prbc.g_00670
OG0000921	Prbg.g_00543	Prbc.g_00671
OG0000922	Prbg.g_00544	Prbc.g_00672
OG0000923	Prbg.g_00545	Prbc.g_00673
OG0000924	Prbg.g_00546	Prbc.g_00674
OG0000925	Prbg.g_00547	Prbc.g_00675
OG0000926	Prbg.g_01829	Prbc.g_00228
OG0000927	Prbg.g_00574	Prbc.g_00690
OG0000928	Prbg.g_00575	Prbc.g_00691
OG0000929	Prbg.g_00576	Prbc.g_00692
OG0000930	Prbg.g_00577	Prbc.g_00693
OG0000931	Prbg.g_00578	Prbc.g_00694
OG0000932	Prbg.g_00580	Prbc.g_00696
OG0000933	Prbg.g_00581	Prbc.g_00697
OG0000934	Prbg.g_00582	Prbc.g_00698
OG0000935	Prbg.g_00583	Prbc.g_00699
OG0000936	Prbg.g_00584	Prbc.g_00700
OG0000937	Prbg.g_00585	Prbc.g_00701
OG0000938	Prbg.g_00586	Prbc.g_00702
OG0000939	Prbg.g_00587	Prbc.g_00703
OG0000940	Prbg.g_00588	Prbc.g_00705
OG0000941	Prbg.g_00589	Prbc.g_00707
OG0000942	Prbg.g_00590	Prbc.g_00708
OG0000943	Prbg.g_00593	Prbc.g_00711
OG0000944	Prbg.g_00594	Prbc.g_00712
OG0000945	Prbg.g_00595	Prbc.g_00713
OG0000946	Prbg.g_00596	Prbc.g_00714
OG0000947	Prbg.g_00597	Prbc.g_00715
OG0000948	Prbg.g_00598	Prbc.g_00716
OG0000949	Prbg.g_00599	Prbc.g_00717
OG0000950	Prbg.g_00600	Prbc.g_00718
OG0000951	Prbg.g_00601	Prbc.g_00719
OG0000952	Prbg.g_00602	Prbc.g_00720
OG0000953	Prbg.g_00603	Prbc.g_00721
OG0000954	Prbg.g_00604	Prbc.g_00722
OG0000955	Prbg.g_00605	Prbc.g_00723
OG0000956	Prbg.g_00606	Prbc.g_00724
OG0000957	Prbg.g_00607	Prbc.g_01521
OG0000958	Prbg.g_00608	Prbc.g_00725
OG0000959	Prbg.g_00609	Prbc.g_00726
OG0000960	Prbg.g_00610	Prbc.g_00727
OG0000961	Prbg.g_00614	Prbc.g_00730
OG0000962	Prbg.g_00615	Prbc.g_00731
OG0000963	Prbg.g_00616	Prbc.g_00732
OG0000964	Prbg.g_00618	Prbc.g_00734
OG0000965	Prbg.g_00619	Prbc.g_00735
OG0000966	Prbg.g_00620	Prbc.g_00736
OG0000967	Prbg.g_00621	Prbc.g_00737
OG0000968	Prbg.g_00622	Prbc.g_00738
OG0000969	Prbg.g_00623	Prbc.g_00739
OG0000970	Prbg.g_00624	Prbc.g_00740
OG0000971	Prbg.g_00625	Prbc.g_00741
OG0000972	Prbg.g_00626	Prbc.g_00742
OG0000973	Prbg.g_00627	Prbc.g_00743
OG0000974	Prbg.g_00629	Prbc.g_00745
OG0000975	Prbg.g_00635	Prbc.g_00751
OG0000976	Prbg.g_00637	Prbc.g_00754
OG0000977	Prbg.g_00639	Prbc.g_00755
OG0000978	Prbg.g_00641	Prbc.g_00756
OG0000979	Prbg.g_00643	Prbc.g_00758
OG0000980	Prbg.g_00644	Prbc.g_00759
OG0000981	Prbg.g_00645	Prbc.g_00760
OG0000982	Prbg.g_00646	Prbc.g_00761
OG0000983	Prbg.g_00648	Prbc.g_00763
OG0000984	Prbg.g_00649	Prbc.g_00764
OG0000985	Prbg.g_00650	Prbc.g_00765
OG0000986	Prbg.g_00651	Prbc.g_00766
OG0000987	Prbg.g_00652	Prbc.g_00767
OG0000988	Prbg.g_00653	Prbc.g_00768
OG0000989	Prbg.g_00654	Prbc.g_00769
OG0000990	Prbg.g_00655	Prbc.g_00770
OG0000991	Prbg.g_00656	Prbc.g_00771
OG0000992	Prbg.g_00657	Prbc.g_00772
OG0000993	Prbg.g_00658	Prbc.g_00773
OG0000994	Prbg.g_00659	Prbc.g_00774
OG0000995	Prbg.g_00660	Prbc.g_00775
OG0000996	Prbg.g_00661	Prbc.g_00776
OG0000997	Prbg.g_00662	Prbc.g_00777
OG0000998	Prbg.g_00663	Prbc.g_00778
OG0000999	Prbg.g_00664	Prbc.g_00779
OG0001000	Prbg.g_00665	Prbc.g_00780
OG0001001	Prbg.g_00667	Prbc.g_00782
OG0001002	Prbg.g_00668	Prbc.g_00783
OG0001003	Prbg.g_00669	Prbc.g_00784
OG0001004	Prbg.g_00670	Prbc.g_00785
OG0001005	Prbg.g_00673	Prbc.g_00787
OG0001006	Prbg.g_00674	Prbc.g_00788
OG0001007	Prbg.g_00675	Prbc.g_00789
OG0001008	Prbg.g_00677	Prbc.g_00791
OG0001009	Prbg.g_00678	Prbc.g_00792
OG0001010	Prbg.g_01593	Prbc.g_01485
OG0001011	Prbg.g_00348	Prbc.g_00677
OG0001012	Prbg.g_01174	Prbc.g_01874
OG0001013	Prbg.g_01643	Prbc.g_00827
OG0001014	Prbg.g_01644	Prbc.g_00828
OG0001015	Prbg.g_01651	Prbc.g_00833
OG0001016	Prbg.g_01652	Prbc.g_00834
OG0001017	Prbg.g_01653	Prbc.g_00835
OG0001018	Prbg.g_01654	Prbc.g_00836
OG0001019	Prbg.g_01656	Prbc.g_00837
OG0001020	Prbg.g_01657	Prbc.g_00838
OG0001021	Prbg.g_01658	Prbc.g_00839
OG0001022	Prbg.g_01659	Prbc.g_00840
OG0001023	Prbg.g_01660	Prbc.g_00841
OG0001024	Prbg.g_01662	Prbc.g_00842
OG0001025	Prbg.g_01663	Prbc.g_00843
OG0001026	Prbg.g_01664	Prbc.g_00844
OG0001027	Prbg.g_01665	Prbc.g_00845
OG0001028	Prbg.g_01666	Prbc.g_00846
OG0001029	Prbg.g_01667	Prbc.g_00847
OG0001030	Prbg.g_01668	Prbc.g_00848
OG0001031	Prbg.g_01669	Prbc.g_00849
OG0001032	Prbg.g_01670	Prbc.g_00850
OG0001033	Prbg.g_01671	Prbc.g_00851
OG0001034	Prbg.g_01672	Prbc.g_00852
OG0001035	Prbg.g_01674	Prbc.g_00854
OG0001036	Prbg.g_01675	Prbc.g_00855
OG0001037	Prbg.g_01676	Prbc.g_00856
OG0001038	Prbg.g_01677	Prbc.g_00857
OG0001039	Prbg.g_01678	Prbc.g_00858
OG0001040	Prbg.g_01679	Prbc.g_00860
OG0001041	Prbg.g_01680	Prbc.g_00861
OG0001042	Prbg.g_01681	Prbc.g_00862
OG0001043	Prbg.g_01682	Prbc.g_00863
OG0001044	Prbg.g_01683	Prbc.g_00864
OG0001045	Prbg.g_01684	Prbc.g_00865
OG0001046	Prbg.g_01685	Prbc.g_00866
OG0001047	Prbg.g_01688	Prbc.g_00868
OG0001048	Prbg.g_01690	Prbc.g_00870
OG0001049	Prbg.g_01691	Prbc.g_00871
OG0001050	Prbg.g_01692	Prbc.g_00872
OG0001051	Prbg.g_01693	Prbc.g_00873
OG0001052	Prbg.g_01694	Prbc.g_00874
OG0001053	Prbg.g_01696	Prbc.g_00876
OG0001054	Prbg.g_01698	Prbc.g_00878
OG0001055	Prbg.g_01699	Prbc.g_00879
OG0001056	Prbg.g_01700	Prbc.g_00880
OG0001057	Prbg.g_01701	Prbc.g_00881
OG0001058	Prbg.g_01702	Prbc.g_00882
OG0001059	Prbg.g_01703	Prbc.g_00883
OG0001060	Prbg.g_01704	Prbc.g_00884
