Orthogroup	Prbc	Prav
OG0000547	Prbc.g_01595	Prav.g_01113
OG0000548	Prbc.g_01596	Prav.g_01114
OG0000549	Prbc.g_01599	Prav.g_01116
OG0000550	Prbc.g_01603	Prav.g_01121
OG0000551	Prbc.g_01606	Prav.g_01125
OG0000552	Prbc.g_01607	Prav.g_01126
OG0000553	Prbc.g_01608	Prav.g_01127
OG0000554	Prbc.g_01613	Prav.g_01132
OG0000555	Prbc.g_01621	Prav.g_01140
OG0000556	Prbc.g_01623	Prav.g_01142
OG0000557	Prbc.g_01624	Prav.g_01143
OG0000558	Prbc.g_01627	Prav.g_01145
OG0000559	Prbc.g_01631	Prav.g_01149
OG0000560	Prbc.g_01634	Prav.g_01152
OG0000561	Prbc.g_01635	Prav.g_01153
OG0000562	Prbc.g_01636	Prav.g_01154
OG0000563	Prbc.g_01637	Prav.g_01155
OG0000564	Prbc.g_01638	Prav.g_01156
OG0000565	Prbc.g_01641	Prav.g_01159
OG0000566	Prbc.g_01643	Prav.g_01161
OG0000567	Prbc.g_01647	Prav.g_01165
OG0000568	Prbc.g_01648	Prav.g_01166
OG0000569	Prbc.g_01649	Prav.g_01167
OG0000570	Prbc.g_01650	Prav.g_01168
OG0000571	Prbc.g_01652	Prav.g_01170
OG0000572	Prbc.g_01663	Prav.g_01183
OG0000573	Prbc.g_01668	Prav.g_01188
OG0000574	Prbc.g_01670	Prav.g_01189
OG0000575	Prbc.g_01673	Prav.g_01193
OG0000576	Prbc.g_01675	Prav.g_01195
OG0000577	Prbc.g_01676	Prav.g_01196
OG0000578	Prbc.g_01677	Prav.g_01197
OG0000579	Prbc.g_01678	Prav.g_01198
OG0000580	Prbc.g_01679	Prav.g_01199
OG0000581	Prbc.g_01682	Prav.g_01201
OG0000582	Prbc.g_01685	Prav.g_01204
OG0000583	Prbc.g_01686	Prav.g_01205
OG0000584	Prbc.g_01687	Prav.g_01206
OG0000585	Prbc.g_01689	Prav.g_01208
OG0000586	Prbc.g_01690	Prav.g_01209
OG0000587	Prbc.g_01691	Prav.g_01210
OG0000588	Prbc.g_01695	Prav.g_01214
OG0000589	Prbc.g_01698	Prav.g_01219
OG0000590	Prbc.g_01699	Prav.g_01220
OG0000591	Prbc.g_01702	Prav.g_01223
OG0000592	Prbc.g_01703	Prav.g_01224
OG0000593	Prbc.g_01709	Prav.g_01230
OG0000594	Prbc.g_01710	Prav.g_01231
OG0000595	Prbc.g_01711	Prav.g_01232
OG0000596	Prbc.g_01715	Prav.g_01236
OG0000597	Prbc.g_01717	Prav.g_01238
OG0000598	Prbc.g_01718	Prav.g_01239
OG0000599	Prbc.g_01721	Prav.g_01242
OG0000600	Prbc.g_01722	Prav.g_01243
OG0000601	Prbc.g_01723	Prav.g_01244
OG0000602	Prbc.g_01725	Prav.g_01246
OG0000603	Prbc.g_01726	Prav.g_01247
OG0000604	Prbc.g_01727	Prav.g_01248
OG0000605	Prbc.g_01728	Prav.g_01249
OG0000606	Prbc.g_01731	Prav.g_01252
OG0000607	Prbc.g_01734	Prav.g_01255
OG0000608	Prbc.g_01735	Prav.g_01256
OG0000609	Prbc.g_01736	Prav.g_01257
OG0000610	Prbc.g_01742	Prav.g_01262
OG0000611	Prbc.g_01745	Prav.g_01265
OG0000612	Prbc.g_01746	Prav.g_01266
OG0000613	Prbc.g_01752	Prav.g_01271
OG0000614	Prbc.g_01775	Prav.g_01290
OG0000615	Prbc.g_01782	Prav.g_01298
OG0000616	Prbc.g_01055	Prav.g_01312
OG0000617	Prbc.g_01793	Prav.g_00312
OG0000618	Prbc.g_01794	Prav.g_00313
OG0000619	Prbc.g_01795	Prav.g_00314
OG0000620	Prbc.g_01798	Prav.g_00317
OG0000621	Prbc.g_01799	Prav.g_00318
OG0000622	Prbc.g_01800	Prav.g_00319
OG0000623	Prbc.g_01801	Prav.g_00320
OG0000624	Prbc.g_01803	Prav.g_00321
OG0000625	Prbc.g_01804	Prav.g_00322
OG0000626	Prbc.g_01805	Prav.g_00323
OG0000627	Prbc.g_01807	Prav.g_00324
OG0000628	Prbc.g_01808	Prav.g_00325
OG0000629	Prbc.g_01809	Prav.g_00326
OG0000630	Prbc.g_01812	Prav.g_00329
OG0000631	Prbc.g_02007	Prav.g_00388
OG0000632	Prbc.g_02008	Prav.g_00389
OG0000633	Prbc.g_02009	Prav.g_00390
OG0000634	Prbc.g_01854	Prav.g_00393
OG0000635	Prbc.g_01855	Prav.g_00394
OG0000636	Prbc.g_01857	Prav.g_00396
OG0000637	Prbc.g_01859	Prav.g_00398
OG0000638	Prbc.g_01860	Prav.g_00399
OG0000639	Prbc.g_01861	Prav.g_00400
OG0000640	Prbc.g_01862	Prav.g_00401
OG0000641	Prbc.g_01866	Prav.g_00405
OG0000642	Prbc.g_01867	Prav.g_00406
OG0000643	Prbc.g_01868	Prav.g_00407
OG0000644	Prbc.g_01869	Prav.g_00408
OG0000645	Prbc.g_01870	Prav.g_00409
OG0000646	Prbc.g_01873	Prav.g_00411
OG0000647	Prbc.g_01875	Prav.g_00412
OG0000648	Prbc.g_01877	Prav.g_00414
OG0000649	Prbc.g_01878	Prav.g_00415
OG0000650	Prbc.g_01879	Prav.g_00416
OG0000651	Prbc.g_01880	Prav.g_00417
OG0000652	Prbc.g_01881	Prav.g_00418
OG0000653	Prbc.g_01883	Prav.g_00420
OG0000654	Prbc.g_01884	Prav.g_00421
OG0000655	Prbc.g_01885	Prav.g_00422
OG0000656	Prbc.g_01888	Prav.g_00425
OG0000657	Prbc.g_01895	Prav.g_00432
OG0000658	Prbc.g_01897	Prav.g_00433
OG0000659	Prbc.g_01898	Prav.g_00434
OG0000660	Prbc.g_01903	Prav.g_00438
OG0000661	Prbc.g_01905	Prav.g_00440
OG0000662	Prbc.g_01907	Prav.g_00442
OG0000663	Prbc.g_01909	Prav.g_00444
OG0000664	Prbc.g_01910	Prav.g_00445
OG0000665	Prbc.g_01914	Prav.g_00449
OG0000666	Prbc.g_01915	Prav.g_00450
OG0000667	Prbc.g_01919	Prav.g_00454
OG0000668	Prbc.g_01959	Prav.g_00483
OG0000669	Prbc.g_01967	Prav.g_00490
OG0000670	Prbc.g_01970	Prav.g_00492
OG0000671	Prbc.g_01972	Prav.g_00494
OG0000672	Prbc.g_01975	Prav.g_00497
OG0000673	Prbc.g_01978	Prav.g_00500
OG0000674	Prbc.g_01980	Prav.g_00502
OG0000675	Prbc.g_01981	Prav.g_00503
OG0000676	Prbc.g_01983	Prav.g_00505
OG0000677	Prbc.g_01984	Prav.g_00506
OG0000678	Prbc.g_01987	Prav.g_00508
OG0000679	Prbc.g_01991	Prav.g_00512
OG0000680	Prbc.g_01992	Prav.g_00513
OG0000681	Prbc.g_01995	Prav.g_00515
OG0000682	Prbc.g_01996	Prav.g_00516
OG0000683	Prbc.g_01997	Prav.g_00517
OG0000684	Prbc.g_01837	Prav.g_00519
OG0000685	Prbc.g_01839	Prav.g_00521
OG0000686	Prbc.g_01840	Prav.g_00522
OG0000687	Prbc.g_01841	Prav.g_00523
OG0000688	Prbc.g_01844	Prav.g_00526
OG0000689	Prbc.g_01845	Prav.g_00527
OG0000690	Prbc.g_01846	Prav.g_00528
OG0000691	Prbc.g_01847	Prav.g_00529
OG0000692	Prbc.g_01849	Prav.g_00530
OG0000693	Prbc.g_01850	Prav.g_00531
OG0000694	Prbc.g_01851	Prav.g_00532
OG0000695	Prbc.g_02011	Prav.g_00534
OG0000696	Prbc.g_02012	Prav.g_00535
OG0000697	Prbc.g_02013	Prav.g_00536
OG0000698	Prbc.g_02016	Prav.g_00539
OG0000699	Prbc.g_02017	Prav.g_00540
OG0000700	Prbc.g_02018	Prav.g_00541
OG0000701	Prbc.g_02019	Prav.g_00542
OG0000702	Prbc.g_02021	Prav.g_00544
OG0000703	Prbc.g_02022	Prav.g_00545
OG0000704	Prbc.g_02023	Prav.g_00546
OG0000705	Prbc.g_02029	Prav.g_00550
OG0000706	Prbc.g_02030	Prav.g_00551
OG0000707	Prbc.g_02031	Prav.g_00552
OG0000708	Prbc.g_02033	Prav.g_00553
OG0000709	Prbc.g_02037	Prav.g_00557
OG0000710	Prbc.g_02040	Prav.g_00560
OG0000711	Prbc.g_02055	Prav.g_00577
OG0000712	Prbc.g_02057	Prav.g_00579
OG0000713	Prbc.g_02058	Prav.g_00580
OG0000714	Prbc.g_02059	Prav.g_00581
OG0000715	Prbc.g_02061	Prav.g_00583
OG0000716	Prbc.g_02062	Prav.g_00585
OG0000717	Prbc.g_02063	Prav.g_00586
OG0000718	Prbc.g_02079	Prav.g_00902
OG0000719	Prbc.g_02080	Prav.g_00904
OG0000720	Prbc.g_02091	Prav.g_00913
OG0000721	Prbc.g_02092	Prav.g_00915
OG0000722	Prbc.g_02093	Prav.g_00916
OG0000723	Prbc.g_02097	Prav.g_00919
OG0000724	Prbc.g_02108	Prav.g_00928
OG0000725	Prbc.g_01934	Prav.g_00934
OG0000726	Prbc.g_01933	Prav.g_00935
OG0000727	Prbc.g_01932	Prav.g_00936
OG0000728	Prbc.g_01930	Prav.g_00938
OG0000729	Prbc.g_00201	Prav.g_00263
OG0000730	Prbc.g_01244	Prav.g_00004
OG0000731	Prbc.g_01252	Prav.g_00008
OG0000732	Prbc.g_00987	Prav.g_00016
OG0000733	Prbc.g_00897	Prav.g_00034
OG0000734	Prbc.g_01462	Prav.g_00050
OG0000735	Prbc.g_01460	Prav.g_00052
OG0000736	Prbc.g_01459	Prav.g_00053
OG0000737	Prbc.g_01458	Prav.g_00054
OG0000738	Prbc.g_01454	Prav.g_00058
OG0000739	Prbc.g_01453	Prav.g_00059
OG0000740	Prbc.g_01452	Prav.g_00060
OG0000741	Prbc.g_01450	Prav.g_00061
OG0000742	Prbc.g_01447	Prav.g_00064
OG0000743	Prbc.g_01445	Prav.g_00066
OG0000744	Prbc.g_01444	Prav.g_00067
OG0000745	Prbc.g_01442	Prav.g_00068
OG0000746	Prbc.g_01440	Prav.g_00070
OG0000747	Prbc.g_01439	Prav.g_00071
OG0000748	Prbc.g_01435	Prav.g_00074
OG0000749	Prbc.g_01434	Prav.g_00075
OG0000750	Prbc.g_01433	Prav.g_00076
OG0000751	Prbc.g_01430	Prav.g_01868
OG0000752	Prbc.g_01428	Prav.g_01866
OG0000753	Prbc.g_01426	Prav.g_01863
OG0000754	Prbc.g_01422	Prav.g_01860
OG0000755	Prbc.g_01418	Prav.g_01857
OG0000756	Prbc.g_01417	Prav.g_01856
OG0000757	Prbc.g_01410	Prav.g_01850
OG0000758	Prbc.g_01409	Prav.g_01849
OG0000759	Prbc.g_01408	Prav.g_01848
OG0000760	Prbc.g_01407	Prav.g_01847
OG0000761	Prbc.g_01406	Prav.g_01846
OG0000762	Prbc.g_01405	Prav.g_01845
OG0000763	Prbc.g_01403	Prav.g_01843
OG0000764	Prbc.g_01402	Prav.g_01842
OG0000765	Prbc.g_01394	Prav.g_01833
OG0000766	Prbc.g_01393	Prav.g_01832
OG0000767	Prbc.g_01392	Prav.g_01830
OG0000768	Prbc.g_01391	Prav.g_01829
OG0000769	Prbc.g_01389	Prav.g_01827
OG0000770	Prbc.g_01388	Prav.g_01825
OG0000771	Prbc.g_02103	Prav.g_02003
OG0000772	Prbc.g_01320	Prav.g_01409
OG0000773	Prbc.g_00557	Prav.g_01429
OG0000774	Prbc.g_00560	Prav.g_01431
OG0000775	Prbc.g_00561	Prav.g_01433
OG0000776	Prbc.g_00562	Prav.g_01434
OG0000777	Prbc.g_00563	Prav.g_01435
OG0000778	Prbc.g_00564	Prav.g_01436
OG0000779	Prbc.g_00568	Prav.g_01440
OG0000780	Prbc.g_00569	Prav.g_01441
OG0000781	Prbc.g_00571	Prav.g_01444
OG0000782	Prbc.g_00572	Prav.g_01445
OG0000783	Prbc.g_00573	Prav.g_01446
OG0000784	Prbc.g_00574	Prav.g_01447
OG0000785	Prbc.g_00576	Prav.g_01449
OG0000786	Prbc.g_00579	Prav.g_01451
OG0000787	Prbc.g_00580	Prav.g_01452
OG0000788	Prbc.g_01820	Prav.g_01460
OG0000789	Prbc.g_02100	Prav.g_01463
OG0000790	Prbc.g_00662	Prav.g_01478
OG0000791	Prbc.g_00664	Prav.g_01480
OG0000792	Prbc.g_00665	Prav.g_01481
OG0000793	Prbc.g_00668	Prav.g_01484
OG0000794	Prbc.g_00669	Prav.g_01485
OG0000795	Prbc.g_00670	Prav.g_01486
OG0000796	Prbc.g_00674	Prav.g_01490
OG0000797	Prbc.g_00675	Prav.g_01491
OG0000799	Prbc.g_00690	Prav.g_01560
OG0000800	Prbc.g_00691	Prav.g_01561
OG0000801	Prbc.g_00692	Prav.g_01562
OG0000802	Prbc.g_00694	Prav.g_01564
OG0000803	Prbc.g_00696	Prav.g_01566
OG0000804	Prbc.g_00697	Prav.g_01567
OG0000805	Prbc.g_00699	Prav.g_01569
OG0000806	Prbc.g_00701	Prav.g_01571
OG0000807	Prbc.g_00702	Prav.g_01572
OG0000808	Prbc.g_00703	Prav.g_01573
OG0000809	Prbc.g_00707	Prav.g_01576
OG0000810	Prbc.g_00708	Prav.g_01577
OG0000811	Prbc.g_00712	Prav.g_01581
OG0000812	Prbc.g_00714	Prav.g_01583
OG0000813	Prbc.g_00715	Prav.g_01584
OG0000814	Prbc.g_00717	Prav.g_01586
OG0000815	Prbc.g_00718	Prav.g_01587
OG0000816	Prbc.g_00720	Prav.g_01589
OG0000817	Prbc.g_00721	Prav.g_01590
OG0000818	Prbc.g_00725	Prav.g_01595
OG0000819	Prbc.g_00726	Prav.g_01596
OG0000820	Prbc.g_00727	Prav.g_01597
OG0000821	Prbc.g_00730	Prav.g_01601
OG0000822	Prbc.g_00731	Prav.g_01602
OG0000823	Prbc.g_00732	Prav.g_01603
OG0000824	Prbc.g_00735	Prav.g_01606
OG0000825	Prbc.g_00736	Prav.g_01607
OG0000826	Prbc.g_00737	Prav.g_01608
OG0000827	Prbc.g_00738	Prav.g_01609
OG0000828	Prbc.g_00741	Prav.g_01612
OG0000829	Prbc.g_00742	Prav.g_01613
OG0000830	Prbc.g_00743	Prav.g_01614
OG0000831	Prbc.g_00745	Prav.g_01616
OG0000832	Prbc.g_00755	Prav.g_01622
OG0000833	Prbc.g_00763	Prav.g_01630
OG0000834	Prbc.g_00764	Prav.g_01631
OG0000835	Prbc.g_00765	Prav.g_01632
OG0000836	Prbc.g_00766	Prav.g_01633
OG0000837	Prbc.g_00767	Prav.g_01634
OG0000838	Prbc.g_00769	Prav.g_01636
OG0000839	Prbc.g_00770	Prav.g_01637
OG0000840	Prbc.g_00771	Prav.g_01638
OG0000841	Prbc.g_00772	Prav.g_01639
OG0000842	Prbc.g_00773	Prav.g_01640
OG0000843	Prbc.g_00774	Prav.g_01641
OG0000844	Prbc.g_00775	Prav.g_01642
OG0000845	Prbc.g_00776	Prav.g_01643
OG0000846	Prbc.g_00777	Prav.g_01644
OG0000847	Prbc.g_00778	Prav.g_01645
OG0000848	Prbc.g_00779	Prav.g_01646
OG0000849	Prbc.g_00780	Prav.g_01647
OG0000850	Prbc.g_00782	Prav.g_01649
OG0000851	Prbc.g_00783	Prav.g_01650
OG0000852	Prbc.g_00784	Prav.g_01651
OG0000853	Prbc.g_00789	Prav.g_01655
OG0000854	Prbc.g_00791	Prav.g_01657
OG0000855	Prbc.g_00792	Prav.g_01658
OG0000856	Prbc.g_00677	Prav.g_01671
OG0000857	Prbc.g_01874	Prav.g_01699
OG0000858	Prbc.g_00827	Prav.g_01755
OG0000859	Prbc.g_00828	Prav.g_01756
OG0000860	Prbc.g_00834	Prav.g_01763
OG0000861	Prbc.g_00835	Prav.g_01764
OG0000862	Prbc.g_00836	Prav.g_01765
OG0000863	Prbc.g_00837	Prav.g_01767
OG0000864	Prbc.g_00838	Prav.g_01768
OG0000865	Prbc.g_00839	Prav.g_01769
OG0000866	Prbc.g_00840	Prav.g_01770
OG0000867	Prbc.g_00841	Prav.g_01771
OG0000868	Prbc.g_00842	Prav.g_01772
OG0000869	Prbc.g_00845	Prav.g_01776
OG0000870	Prbc.g_00850	Prav.g_01781
OG0000871	Prbc.g_00851	Prav.g_01782
OG0000872	Prbc.g_00852	Prav.g_01783
OG0000873	Prbc.g_00855	Prav.g_01786
OG0000874	Prbc.g_00858	Prav.g_01789
OG0000875	Prbc.g_00860	Prav.g_01790
OG0000876	Prbc.g_00861	Prav.g_01791
OG0000877	Prbc.g_00863	Prav.g_01793
OG0000878	Prbc.g_00864	Prav.g_01794
OG0000879	Prbc.g_00865	Prav.g_01795
OG0000880	Prbc.g_00866	Prav.g_01796
OG0000881	Prbc.g_00869	Prav.g_01800
OG0000882	Prbc.g_00874	Prav.g_01805
OG0000883	Prbc.g_00876	Prav.g_01807
OG0000884	Prbc.g_00878	Prav.g_01809
OG0000885	Prbc.g_00879	Prav.g_01810
OG0000886	Prbc.g_00880	Prav.g_01811
OG0000887	Prbc.g_00881	Prav.g_01812
OG0000888	Prbc.g_00883	Prav.g_01814
OG0000889	Prbc.g_00885	Prav.g_01816
OG0000890	Prbc.g_00886	Prav.g_01817
OG0000891	Prbc.g_00887	Prav.g_01818
OG0000892	Prbc.g_00889	Prav.g_00264
OG0000893	Prbc.g_00933	Prav.g_00268
OG0000894	Prbc.g_00936	Prav.g_00270
OG0000895	Prbc.g_00939	Prav.g_00273
OG0000896	Prbc.g_00940	Prav.g_00274
OG0000897	Prbc.g_00942	Prav.g_00276
OG0000898	Prbc.g_00943	Prav.g_00277
OG0000899	Prbc.g_00944	Prav.g_00278
OG0000900	Prbc.g_00945	Prav.g_00279
OG0000901	Prbc.g_00948	Prav.g_00282
OG0000902	Prbc.g_00950	Prav.g_00284
OG0000903	Prbc.g_00960	Prav.g_00287
OG0000904	Prbc.g_00955	Prav.g_00289
OG0000905	Prbc.g_00952	Prav.g_00294
OG0000906	Prbc.g_00951	Prav.g_00295
OG0000907	Prbc.g_00327	Prav.g_00590
OG0000908	Prbc.g_00324	Prav.g_00593
OG0000909	Prbc.g_00323	Prav.g_00594
OG0000910	Prbc.g_00322	Prav.g_00595
OG0000911	Prbc.g_00320	Prav.g_00597
OG0000912	Prbc.g_00319	Prav.g_00598
OG0000913	Prbc.g_00318	Prav.g_00599
OG0000914	Prbc.g_00317	Prav.g_00600
OG0000915	Prbc.g_00316	Prav.g_00601
OG0000916	Prbc.g_00315	Prav.g_00602
OG0000917	Prbc.g_00314	Prav.g_00603
OG0000918	Prbc.g_00313	Prav.g_00604
OG0000919	Prbc.g_00312	Prav.g_00605
OG0000920	Prbc.g_00311	Prav.g_00606
OG0000921	Prbc.g_00310	Prav.g_00607
OG0000922	Prbc.g_00309	Prav.g_00608
OG0000923	Prbc.g_00305	Prav.g_00612
OG0000924	Prbc.g_00304	Prav.g_00613
OG0000925	Prbc.g_00303	Prav.g_00614
OG0000926	Prbc.g_00302	Prav.g_00615
OG0000927	Prbc.g_00300	Prav.g_00617
OG0000928	Prbc.g_00299	Prav.g_00618
OG0000929	Prbc.g_00298	Prav.g_00619
OG0000930	Prbc.g_00297	Prav.g_00620
OG0000931	Prbc.g_00296	Prav.g_00621
OG0000932	Prbc.g_00295	Prav.g_00622
OG0000933	Prbc.g_00291	Prav.g_00626
OG0000934	Prbc.g_00289	Prav.g_00628
OG0000935	Prbc.g_00288	Prav.g_00629
OG0000936	Prbc.g_00287	Prav.g_00630
OG0000937	Prbc.g_00286	Prav.g_00631
OG0000938	Prbc.g_00283	Prav.g_00633
OG0000939	Prbc.g_00282	Prav.g_00634
OG0000940	Prbc.g_00275	Prav.g_00641
OG0000941	Prbc.g_00273	Prav.g_00643
OG0000942	Prbc.g_00271	Prav.g_00645
OG0000943	Prbc.g_00270	Prav.g_00646
OG0000944	Prbc.g_00268	Prav.g_00647
OG0000945	Prbc.g_00267	Prav.g_00648
OG0000946	Prbc.g_00248	Prav.g_00653
OG0000947	Prbc.g_00246	Prav.g_00655
OG0000948	Prbc.g_00245	Prav.g_00656
OG0000949	Prbc.g_00242	Prav.g_00659
OG0000950	Prbc.g_00237	Prav.g_00664
OG0000951	Prbc.g_00233	Prav.g_00668
OG0000952	Prbc.g_00229	Prav.g_00672
OG0000953	Prbc.g_00225	Prav.g_00675
OG0000954	Prbc.g_00221	Prav.g_00679
OG0000955	Prbc.g_00220	Prav.g_00680
OG0000956	Prbc.g_00218	Prav.g_00682
OG0000957	Prbc.g_00213	Prav.g_00687
OG0000958	Prbc.g_00212	Prav.g_00688
OG0000959	Prbc.g_00208	Prav.g_00692
OG0000960	Prbc.g_00207	Prav.g_00693
OG0000961	Prbc.g_00204	Prav.g_00695
OG0000962	Prbc.g_00202	Prav.g_00697
OG0000963	Prbc.g_00197	Prav.g_00701
OG0000964	Prbc.g_00196	Prav.g_00702
OG0000965	Prbc.g_00195	Prav.g_00703
OG0000966	Prbc.g_00965	Prav.g_00710
OG0000967	Prbc.g_00969	Prav.g_00714
OG0000968	Prbc.g_00971	Prav.g_00716
OG0000969	Prbc.g_00972	Prav.g_00717
OG0000970	Prbc.g_00973	Prav.g_00718
OG0000971	Prbc.g_00974	Prav.g_00719
OG0000972	Prbc.g_00975	Prav.g_00720
OG0000973	Prbc.g_00976	Prav.g_00721
OG0000974	Prbc.g_00977	Prav.g_00722
OG0000975	Prbc.g_00978	Prav.g_00723
OG0000976	Prbc.g_00979	Prav.g_00724
OG0000977	Prbc.g_00980	Prav.g_00725
OG0000978	Prbc.g_00981	Prav.g_00726
OG0000979	Prbc.g_00984	Prav.g_00729
OG0000980	Prbc.g_00986	Prav.g_00731
OG0000981	Prbc.g_00989	Prav.g_00733
OG0000982	Prbc.g_00991	Prav.g_00735
OG0000983	Prbc.g_00992	Prav.g_00736
OG0000984	Prbc.g_00993	Prav.g_00737
OG0000985	Prbc.g_00996	Prav.g_00740
OG0000986	Prbc.g_00998	Prav.g_00742
OG0000987	Prbc.g_00999	Prav.g_00743
OG0000988	Prbc.g_01002	Prav.g_00746
OG0000989	Prbc.g_01006	Prav.g_00750
OG0000990	Prbc.g_01011	Prav.g_00753
OG0000991	Prbc.g_01012	Prav.g_00754
OG0000992	Prbc.g_01015	Prav.g_00756
OG0000993	Prbc.g_01016	Prav.g_00757
OG0000994	Prbc.g_01017	Prav.g_00758
OG0000995	Prbc.g_01021	Prav.g_00762
OG0000996	Prbc.g_01022	Prav.g_00763
OG0000997	Prbc.g_01043	Prav.g_00764
OG0000998	Prbc.g_01045	Prav.g_00766
OG0000999	Prbc.g_01046	Prav.g_00767
OG0001000	Prbc.g_01049	Prav.g_00770
OG0001001	Prbc.g_01052	Prav.g_00772
OG0001002	Prbc.g_01057	Prav.g_00776
OG0001003	Prbc.g_01060	Prav.g_00778
OG0001004	Prbc.g_01061	Prav.g_00779
OG0001005	Prbc.g_01062	Prav.g_00780
OG0001006	Prbc.g_01067	Prav.g_00784
OG0001007	Prbc.g_01069	Prav.g_00786
OG0001008	Prbc.g_01498	Prav.g_01036
OG0001009	Prbc.g_01097	Prav.g_00095
OG0001010	Prbc.g_01098	Prav.g_00096
OG0001011	Prbc.g_01099	Prav.g_00097
OG0001012	Prbc.g_01121	Prav.g_00114
OG0001013	Prbc.g_01126	Prav.g_00119
OG0001014	Prbc.g_01129	Prav.g_00122
OG0001015	Prbc.g_01130	Prav.g_00123
OG0001016	Prbc.g_00500	Prav.g_00138
OG0001017	Prbc.g_00496	Prav.g_00142
OG0001018	Prbc.g_00493	Prav.g_00145
OG0001019	Prbc.g_00484	Prav.g_00154
OG0001020	Prbc.g_00483	Prav.g_00155
OG0001021	Prbc.g_00482	Prav.g_00156
OG0001022	Prbc.g_00479	Prav.g_00159
OG0001023	Prbc.g_00478	Prav.g_00160
OG0001024	Prbc.g_00475	Prav.g_00163
OG0001025	Prbc.g_00468	Prav.g_00169
OG0001026	Prbc.g_00460	Prav.g_00176
OG0001027	Prbc.g_00459	Prav.g_00177
OG0001028	Prbc.g_00457	Prav.g_00179
OG0001029	Prbc.g_00455	Prav.g_00180
OG0001030	Prbc.g_00439	Prav.g_00195
OG0001031	Prbc.g_00385	Prav.g_00852
OG0001032	Prbc.g_00384	Prav.g_00851
OG0001033	Prbc.g_00364	Prav.g_00830
OG0001034	Prbc.g_00334	Prav.g_00802
OG0001035	Prbc.g_01150	Prav.g_01901
OG0001036	Prbc.g_01154	Prav.g_01906
OG0001037	Prbc.g_01155	Prav.g_01907
OG0001038	Prbc.g_01171	Prav.g_01924
OG0001039	Prbc.g_01173	Prav.g_01927
OG0001040	Prbc.g_01176	Prav.g_01929
OG0001041	Prbc.g_01180	Prav.g_01933
OG0001042	Prbc.g_01196	Prav.g_01950
OG0001043	Prbc.g_01197	Prav.g_01951
OG0001044	Prbc.g_01245	Prav.g_01979
OG0001045	Prbc.g_01254	Prav.g_01988
OG0001046	Prbc.g_02168	Prav.g_00996
OG0001047	Prbc.g_01500	Prav.g_01038
OG0001048	Prbc.g_01501	Prav.g_01039
OG0001049	Prbc.g_01503	Prav.g_01041
OG0001050	Prbc.g_01504	Prav.g_01042
OG0001051	Prbc.g_01505	Prav.g_01043
OG0001052	Prbc.g_01531	Prav.g_01069
OG0001053	Prbc.g_01543	Prav.g_01081
OG0001054	Prbc.g_01557	Prav.g_01096
OG0001055	Prbc.g_01597	Prav.g_01115
OG0001056	Prbc.g_01615	Prav.g_01134
OG0001057	Prbc.g_01620	Prav.g_01139
OG0001058	Prbc.g_01629	Prav.g_01147
OG0001059	Prbc.g_01633	Prav.g_01151
OG0001060	Prbc.g_01640	Prav.g_01158
OG0001061	Prbc.g_01653	Prav.g_01171
OG0001062	Prbc.g_01655	Prav.g_01173
OG0001063	Prbc.g_01656	Prav.g_01175
OG0001064	Prbc.g_01657	Prav.g_01176
OG0001065	Prbc.g_01658	Prav.g_01177
OG0001066	Prbc.g_01659	Prav.g_01178
OG0001067	Prbc.g_01660	Prav.g_01179
OG0001068	Prbc.g_01661	Prav.g_01180
OG0001069	Prbc.g_01662	Prav.g_01181
OG0001070	Prbc.g_01664	Prav.g_01184
OG0001071	Prbc.g_01665	Prav.g_01185
OG0001072	Prbc.g_01666	Prav.g_01186
OG0001073	Prbc.g_01680	Prav.g_01200
OG0001074	Prbc.g_01692	Prav.g_01211
OG0001075	Prbc.g_01693	Prav.g_01212
OG0001076	Prbc.g_01700	Prav.g_01222
OG0001077	Prbc.g_01705	Prav.g_01226
OG0001078	Prbc.g_01713	Prav.g_01234
OG0001079	Prbc.g_01724	Prav.g_01245
OG0001080	Prbc.g_01730	Prav.g_01251
OG0001081	Prbc.g_01732	Prav.g_01253
OG0001082	Prbc.g_01733	Prav.g_01254
OG0001083	Prbc.g_01738	Prav.g_01259
OG0001084	Prbc.g_01739	Prav.g_01260
OG0001085	Prbc.g_01749	Prav.g_01268
OG0001086	Prbc.g_01750	Prav.g_01269
OG0001087	Prbc.g_01770	Prav.g_01286
OG0001088	Prbc.g_01771	Prav.g_01287
OG0001089	Prbc.g_01779	Prav.g_01295
OG0001090	Prbc.g_01788	Prav.g_00307
OG0001091	Prbc.g_01790	Prav.g_00309
OG0001092	Prbc.g_01791	Prav.g_00310
OG0001093	Prbc.g_01796	Prav.g_00315
OG0001094	Prbc.g_01852	Prav.g_00391
OG0001095	Prbc.g_01871	Prav.g_00410
OG0001096	Prbc.g_01886	Prav.g_00423
OG0001097	Prbc.g_01906	Prav.g_00441
OG0001098	Prbc.g_01923	Prav.g_00456
OG0001099	Prbc.g_01962	Prav.g_00487
OG0001100	Prbc.g_01969	Prav.g_00491
OG0001101	Prbc.g_01971	Prav.g_00493
OG0001102	Prbc.g_01974	Prav.g_00496
OG0001103	Prbc.g_01976	Prav.g_00498
OG0001104	Prbc.g_01838	Prav.g_00520
OG0001105	Prbc.g_01842	Prav.g_00524
OG0001106	Prbc.g_02024	Prav.g_00547
