Orthogroup	Prah	Pram
OG0000588	Prah.g_00493	Pram.g_01068
OG0000589	Prah.g_00486	Pram.g_01067
OG0000590	Prah.g_00485	Pram.g_01066
OG0000591	Prah.g_00484	Pram.g_01065
OG0000592	Prah.g_00483	Pram.g_01064
OG0000593	Prah.g_00482	Pram.g_01063
OG0000594	Prah.g_00478	Pram.g_01062
OG0000595	Prah.g_00477	Pram.g_01061
OG0000596	Prah.g_00476	Pram.g_01060
OG0000597	Prah.g_00466	Pram.g_01056
OG0000598	Prah.g_00465	Pram.g_01055
OG0000599	Prah.g_00464	Pram.g_01054
OG0000600	Prah.g_00463	Pram.g_01053
OG0000601	Prah.g_00462	Pram.g_01052
OG0000602	Prah.g_00460	Pram.g_01051
OG0000603	Prah.g_00457	Pram.g_01050
OG0000604	Prah.g_00456	Pram.g_01049
OG0000605	Prah.g_00455	Pram.g_01048
OG0000606	Prah.g_00454	Pram.g_01047
OG0000607	Prah.g_00452	Pram.g_01045
OG0000608	Prah.g_00451	Pram.g_01044
OG0000609	Prah.g_00449	Pram.g_01042
OG0000610	Prah.g_00448	Pram.g_01041
OG0000611	Prah.g_00444	Pram.g_00760
OG0000612	Prah.g_00442	Pram.g_00761
OG0000613	Prah.g_02193	Pram.g_00763
OG0000614	Prah.g_01789	Pram.g_00769
OG0000615	Prah.g_01029	Pram.g_00770
OG0000616	Prah.g_02413	Pram.g_00771
OG0000617	Prah.g_00625	Pram.g_00774
OG0000618	Prah.g_02051	Pram.g_00775
OG0000619	Prah.g_00981	Pram.g_00776
OG0000620	Prah.g_00965	Pram.g_00778
OG0000621	Prah.g_00968	Pram.g_00779
OG0000622	Prah.g_00972	Pram.g_00780
OG0000623	Prah.g_00973	Pram.g_00781
OG0000624	Prah.g_00985	Pram.g_00784
OG0000625	Prah.g_00986	Pram.g_00785
OG0000626	Prah.g_00987	Pram.g_00786
OG0000627	Prah.g_01022	Pram.g_00789
OG0000628	Prah.g_01023	Pram.g_00790
OG0000629	Prah.g_01025	Pram.g_00791
OG0000630	Prah.g_01028	Pram.g_00793
OG0000631	Prah.g_00706	Pram.g_00795
OG0000632	Prah.g_02588	Pram.g_01927
OG0000633	Prah.g_01344	Pram.g_00720
OG0000634	Prah.g_00886	Pram.g_00802
OG0000635	Prah.g_00884	Pram.g_01027
OG0000636	Prah.g_00882	Pram.g_01026
OG0000637	Prah.g_00881	Pram.g_01024
OG0000638	Prah.g_00880	Pram.g_01023
OG0000639	Prah.g_00879	Pram.g_01022
OG0000640	Prah.g_00878	Pram.g_01021
OG0000641	Prah.g_00876	Pram.g_01020
OG0000642	Prah.g_00875	Pram.g_01019
OG0000643	Prah.g_00874	Pram.g_01018
OG0000644	Prah.g_00872	Pram.g_01016
OG0000645	Prah.g_00871	Pram.g_01014
OG0000646	Prah.g_00870	Pram.g_01013
OG0000647	Prah.g_00869	Pram.g_01012
OG0000648	Prah.g_00746	Pram.g_01011
OG0000649	Prah.g_00747	Pram.g_01010
OG0000650	Prah.g_00750	Pram.g_01008
OG0000651	Prah.g_00751	Pram.g_01007
OG0000652	Prah.g_00754	Pram.g_01005
OG0000653	Prah.g_00615	Pram.g_01533
OG0000654	Prah.g_01447	Pram.g_01539
OG0000656	Prah.g_01543	Pram.g_01534
OG0000657	Prah.g_00788	Pram.g_00935
OG0000658	Prah.g_00787	Pram.g_00934
OG0000659	Prah.g_00786	Pram.g_00933
OG0000660	Prah.g_01946	Pram.g_00325
OG0000661	Prah.g_01802	Pram.g_00908
OG0000662	Prah.g_00755	Pram.g_00911
OG0000663	Prah.g_00758	Pram.g_00913
OG0000664	Prah.g_00759	Pram.g_00914
OG0000665	Prah.g_00760	Pram.g_00915
OG0000666	Prah.g_00673	Pram.g_01028
OG0000667	Prah.g_00672	Pram.g_00804
OG0000668	Prah.g_00671	Pram.g_00805
OG0000669	Prah.g_00670	Pram.g_00806
OG0000670	Prah.g_00668	Pram.g_00808
OG0000671	Prah.g_00667	Pram.g_00809
OG0000672	Prah.g_00666	Pram.g_00810
OG0000673	Prah.g_00665	Pram.g_00811
OG0000674	Prah.g_00664	Pram.g_00812
OG0000675	Prah.g_00663	Pram.g_00813
OG0000676	Prah.g_00661	Pram.g_00815
OG0000677	Prah.g_00659	Pram.g_00817
OG0000678	Prah.g_00658	Pram.g_00818
OG0000679	Prah.g_00657	Pram.g_00819
OG0000680	Prah.g_00656	Pram.g_00820
OG0000681	Prah.g_00655	Pram.g_00821
OG0000682	Prah.g_00654	Pram.g_00822
OG0000683	Prah.g_00652	Pram.g_00823
OG0000684	Prah.g_00650	Pram.g_00825
OG0000685	Prah.g_00649	Pram.g_00826
OG0000686	Prah.g_00648	Pram.g_00827
OG0000687	Prah.g_00647	Pram.g_00828
OG0000688	Prah.g_00646	Pram.g_00829
OG0000689	Prah.g_00645	Pram.g_00830
OG0000690	Prah.g_00644	Pram.g_00831
OG0000691	Prah.g_00640	Pram.g_00833
OG0000692	Prah.g_00639	Pram.g_00834
OG0000693	Prah.g_00638	Pram.g_00835
OG0000694	Prah.g_00637	Pram.g_00836
OG0000695	Prah.g_00636	Pram.g_00837
OG0000696	Prah.g_00635	Pram.g_00838
OG0000697	Prah.g_00609	Pram.g_00839
OG0000698	Prah.g_00608	Pram.g_00840
OG0000699	Prah.g_00604	Pram.g_00844
OG0000700	Prah.g_00603	Pram.g_00845
OG0000701	Prah.g_00601	Pram.g_00847
OG0000702	Prah.g_00600	Pram.g_00848
OG0000703	Prah.g_00599	Pram.g_00849
OG0000704	Prah.g_00598	Pram.g_00850
OG0000705	Prah.g_00596	Pram.g_00852
OG0000706	Prah.g_00595	Pram.g_00853
OG0000707	Prah.g_00594	Pram.g_00854
OG0000708	Prah.g_00593	Pram.g_00855
OG0000709	Prah.g_00592	Pram.g_00857
OG0000710	Prah.g_00591	Pram.g_00858
OG0000711	Prah.g_00589	Pram.g_00859
OG0000712	Prah.g_00588	Pram.g_00860
OG0000713	Prah.g_00587	Pram.g_00861
OG0000714	Prah.g_00575	Pram.g_00865
OG0000715	Prah.g_00574	Pram.g_00866
OG0000716	Prah.g_00572	Pram.g_00867
OG0000717	Prah.g_00568	Pram.g_00868
OG0000718	Prah.g_00566	Pram.g_00870
OG0000719	Prah.g_00564	Pram.g_00872
OG0000720	Prah.g_00743	Pram.g_00876
OG0000721	Prah.g_00866	Pram.g_00877
OG0000722	Prah.g_00850	Pram.g_00713
OG0000723	Prah.g_00192	Pram.g_00717
OG0000724	Prah.g_00558	Pram.g_00724
OG0000725	Prah.g_00740	Pram.g_00726
OG0000726	Prah.g_01212	Pram.g_00727
OG0000727	Prah.g_00739	Pram.g_00728
OG0000728	Prah.g_00738	Pram.g_00729
OG0000729	Prah.g_00736	Pram.g_00731
OG0000730	Prah.g_00735	Pram.g_00732
OG0000731	Prah.g_00733	Pram.g_00734
OG0000732	Prah.g_00732	Pram.g_00735
OG0000733	Prah.g_00731	Pram.g_00736
OG0000734	Prah.g_00730	Pram.g_00737
OG0000735	Prah.g_00729	Pram.g_00738
OG0000736	Prah.g_00726	Pram.g_00740
OG0000737	Prah.g_00724	Pram.g_00741
OG0000738	Prah.g_00721	Pram.g_00743
OG0000739	Prah.g_00718	Pram.g_00744
OG0000740	Prah.g_00715	Pram.g_00745
OG0000741	Prah.g_00702	Pram.g_00747
OG0000742	Prah.g_00701	Pram.g_00748
OG0000743	Prah.g_00698	Pram.g_00752
OG0000744	Prah.g_00697	Pram.g_00753
OG0000745	Prah.g_00683	Pram.g_00754
OG0000746	Prah.g_00684	Pram.g_00755
OG0000747	Prah.g_00685	Pram.g_00756
OG0000748	Prah.g_00686	Pram.g_00757
OG0000749	Prah.g_00687	Pram.g_00758
OG0000750	Prah.g_00689	Pram.g_00759
OG0000751	Prah.g_00681	Pram.g_01036
OG0000752	Prah.g_00680	Pram.g_01035
OG0000753	Prah.g_00679	Pram.g_01034
OG0000754	Prah.g_00678	Pram.g_01033
OG0000755	Prah.g_00677	Pram.g_01031
OG0000756	Prah.g_00675	Pram.g_01030
OG0000757	Prah.g_00674	Pram.g_01029
OG0000758	Prah.g_00761	Pram.g_00916
OG0000759	Prah.g_00762	Pram.g_00917
OG0000760	Prah.g_00763	Pram.g_00918
OG0000761	Prah.g_00765	Pram.g_00919
OG0000762	Prah.g_00767	Pram.g_00921
OG0000763	Prah.g_00768	Pram.g_00922
OG0000764	Prah.g_00770	Pram.g_00923
OG0000765	Prah.g_00771	Pram.g_00924
OG0000766	Prah.g_00772	Pram.g_00925
OG0000767	Prah.g_01178	Pram.g_00926
OG0000768	Prah.g_00780	Pram.g_00927
OG0000769	Prah.g_00781	Pram.g_00928
OG0000770	Prah.g_00783	Pram.g_00930
OG0000771	Prah.g_00784	Pram.g_00931
OG0000772	Prah.g_02517	Pram.g_00988
OG0000773	Prah.g_00789	Pram.g_00936
OG0000774	Prah.g_00790	Pram.g_00937
OG0000775	Prah.g_00791	Pram.g_00938
OG0000776	Prah.g_00793	Pram.g_00940
OG0000777	Prah.g_00794	Pram.g_00941
OG0000778	Prah.g_00795	Pram.g_00942
OG0000779	Prah.g_00800	Pram.g_00944
OG0000780	Prah.g_00801	Pram.g_00945
OG0000781	Prah.g_00803	Pram.g_00946
OG0000782	Prah.g_00806	Pram.g_00948
OG0000783	Prah.g_00808	Pram.g_00949
OG0000784	Prah.g_00810	Pram.g_00950
OG0000785	Prah.g_00811	Pram.g_00951
OG0000786	Prah.g_00812	Pram.g_00952
OG0000787	Prah.g_00814	Pram.g_00954
OG0000788	Prah.g_00815	Pram.g_00955
OG0000789	Prah.g_00816	Pram.g_00956
OG0000790	Prah.g_00817	Pram.g_00957
OG0000791	Prah.g_00818	Pram.g_00958
OG0000792	Prah.g_01131	Pram.g_01199
OG0000793	Prah.g_00821	Pram.g_00959
OG0000794	Prah.g_00824	Pram.g_00960
OG0000795	Prah.g_00826	Pram.g_00961
OG0000796	Prah.g_00828	Pram.g_00963
OG0000797	Prah.g_00829	Pram.g_00964
OG0000798	Prah.g_00830	Pram.g_00965
OG0000799	Prah.g_00833	Pram.g_00966
OG0000800	Prah.g_00834	Pram.g_00967
OG0000801	Prah.g_00835	Pram.g_00968
OG0000802	Prah.g_00839	Pram.g_00970
OG0000803	Prah.g_00840	Pram.g_00971
OG0000804	Prah.g_00846	Pram.g_00973
OG0000805	Prah.g_00848	Pram.g_00975
OG0000806	Prah.g_00849	Pram.g_00976
OG0000807	Prah.g_00851	Pram.g_00977
OG0000808	Prah.g_00852	Pram.g_00978
OG0000809	Prah.g_00858	Pram.g_00983
OG0000810	Prah.g_00860	Pram.g_00985
OG0000811	Prah.g_00861	Pram.g_00986
OG0000812	Prah.g_02518	Pram.g_00987
OG0000813	Prah.g_00862	Pram.g_00990
OG0000814	Prah.g_00863	Pram.g_00991
OG0000815	Prah.g_00864	Pram.g_00992
OG0000816	Prah.g_00867	Pram.g_00995
OG0000817	Prah.g_00903	Pram.g_00899
OG0000818	Prah.g_00904	Pram.g_00898
OG0000819	Prah.g_00907	Pram.g_00896
OG0000820	Prah.g_00908	Pram.g_00895
OG0000821	Prah.g_00909	Pram.g_00894
OG0000822	Prah.g_00910	Pram.g_00893
OG0000823	Prah.g_00913	Pram.g_00890
OG0000824	Prah.g_00914	Pram.g_00889
OG0000825	Prah.g_00919	Pram.g_00887
OG0000826	Prah.g_00920	Pram.g_00886
OG0000827	Prah.g_00921	Pram.g_00885
OG0000828	Prah.g_00922	Pram.g_00883
OG0000829	Prah.g_00893	Pram.g_00356
OG0000830	Prah.g_00539	Pram.g_00683
OG0000831	Prah.g_01601	Pram.g_01188
OG0000832	Prah.g_01176	Pram.g_00579
OG0000833	Prah.g_00133	Pram.g_01208
OG0000834	Prah.g_01942	Pram.g_01182
OG0000835	Prah.g_01932	Pram.g_00335
OG0000836	Prah.g_00383	Pram.g_01201
OG0000837	Prah.g_00521	Pram.g_01469
OG0000838	Prah.g_02532	Pram.g_01547
OG0000839	Prah.g_02525	Pram.g_01548
OG0000840	Prah.g_01803	Pram.g_00690
OG0000841	Prah.g_00378	Pram.g_01162
OG0000842	Prah.g_01905	Pram.g_01156
OG0000843	Prah.g_01340	Pram.g_01154
OG0000844	Prah.g_01339	Pram.g_01153
OG0000845	Prah.g_01338	Pram.g_01152
OG0000846	Prah.g_01337	Pram.g_01151
OG0000847	Prah.g_01336	Pram.g_01150
OG0000848	Prah.g_01335	Pram.g_01149
OG0000849	Prah.g_01331	Pram.g_01148
OG0000850	Prah.g_01329	Pram.g_01147
OG0000851	Prah.g_01325	Pram.g_01144
OG0000852	Prah.g_01323	Pram.g_01141
OG0000853	Prah.g_01321	Pram.g_01139
OG0000854	Prah.g_01320	Pram.g_01137
OG0000855	Prah.g_01318	Pram.g_01136
OG0000856	Prah.g_01317	Pram.g_01135
OG0000857	Prah.g_01316	Pram.g_01134
OG0000858	Prah.g_01307	Pram.g_01131
OG0000859	Prah.g_01305	Pram.g_01130
OG0000860	Prah.g_01304	Pram.g_01129
OG0000861	Prah.g_01303	Pram.g_01128
OG0000862	Prah.g_01302	Pram.g_01127
OG0000863	Prah.g_01298	Pram.g_01125
OG0000864	Prah.g_01297	Pram.g_01124
OG0000865	Prah.g_01296	Pram.g_01123
OG0000866	Prah.g_01295	Pram.g_01122
OG0000867	Prah.g_01292	Pram.g_01119
OG0000868	Prah.g_01291	Pram.g_01118
OG0000869	Prah.g_01262	Pram.g_01117
OG0000870	Prah.g_01259	Pram.g_01114
OG0000871	Prah.g_01258	Pram.g_01113
OG0000872	Prah.g_01255	Pram.g_01111
OG0000873	Prah.g_01254	Pram.g_01110
OG0000874	Prah.g_01253	Pram.g_01109
OG0000875	Prah.g_01251	Pram.g_01107
OG0000876	Prah.g_01249	Pram.g_01105
OG0000877	Prah.g_01248	Pram.g_01104
OG0000878	Prah.g_01247	Pram.g_01103
OG0000879	Prah.g_01246	Pram.g_01102
OG0000880	Prah.g_01245	Pram.g_01101
OG0000881	Prah.g_01244	Pram.g_01100
OG0000882	Prah.g_01243	Pram.g_01099
OG0000883	Prah.g_01263	Pram.g_01098
OG0000884	Prah.g_01264	Pram.g_01097
OG0000885	Prah.g_01265	Pram.g_01096
OG0000886	Prah.g_01266	Pram.g_01095
OG0000887	Prah.g_01268	Pram.g_01094
OG0000888	Prah.g_01272	Pram.g_01093
OG0000889	Prah.g_01273	Pram.g_01092
OG0000890	Prah.g_01275	Pram.g_01091
OG0000891	Prah.g_01276	Pram.g_01090
OG0000892	Prah.g_01278	Pram.g_01089
OG0000893	Prah.g_01279	Pram.g_01088
OG0000894	Prah.g_01282	Pram.g_01087
OG0000895	Prah.g_01283	Pram.g_01086
OG0000896	Prah.g_01285	Pram.g_01084
OG0000897	Prah.g_01286	Pram.g_01083
OG0000898	Prah.g_01289	Pram.g_01082
OG0000899	Prah.g_01290	Pram.g_01081
OG0000900	Prah.g_01239	Pram.g_00570
OG0000901	Prah.g_01610	Pram.g_01569
OG0000902	Prah.g_01349	Pram.g_01219
OG0000903	Prah.g_01350	Pram.g_01220
OG0000904	Prah.g_01351	Pram.g_01221
OG0000905	Prah.g_01353	Pram.g_01222
OG0000906	Prah.g_01355	Pram.g_01223
OG0000907	Prah.g_01357	Pram.g_01225
OG0000908	Prah.g_01358	Pram.g_01226
OG0000909	Prah.g_01359	Pram.g_01227
OG0000910	Prah.g_01360	Pram.g_01228
OG0000911	Prah.g_01361	Pram.g_01229
OG0000912	Prah.g_01365	Pram.g_01232
OG0000913	Prah.g_01368	Pram.g_01233
OG0000914	Prah.g_01369	Pram.g_01234
OG0000915	Prah.g_01372	Pram.g_01236
OG0000916	Prah.g_01373	Pram.g_01237
OG0000917	Prah.g_01374	Pram.g_01238
OG0000918	Prah.g_01375	Pram.g_01239
OG0000919	Prah.g_01376	Pram.g_01240
OG0000920	Prah.g_01377	Pram.g_01241
OG0000921	Prah.g_01380	Pram.g_01244
OG0000922	Prah.g_01381	Pram.g_01245
OG0000923	Prah.g_00327	Pram.g_01478
OG0000924	Prah.g_00326	Pram.g_01477
OG0000925	Prah.g_00323	Pram.g_01475
OG0000926	Prah.g_00224	Pram.g_01271
OG0000927	Prah.g_00571	Pram.g_01198
OG0000928	Prah.g_01183	Pram.g_01281
OG0000929	Prah.g_00918	Pram.g_01183
OG0000930	Prah.g_00895	Pram.g_01165
OG0000931	Prah.g_00560	Pram.g_00874
OG0000932	Prah.g_01663	Pram.g_01542
OG0000933	Prah.g_01577	Pram.g_01466
OG0000934	Prah.g_01578	Pram.g_01465
OG0000935	Prah.g_01579	Pram.g_01464
OG0000936	Prah.g_01580	Pram.g_01463
OG0000937	Prah.g_01581	Pram.g_01462
OG0000938	Prah.g_01582	Pram.g_01461
OG0000939	Prah.g_01583	Pram.g_01460
OG0000940	Prah.g_01584	Pram.g_01458
OG0000941	Prah.g_01586	Pram.g_01457
OG0000942	Prah.g_01587	Pram.g_01456
OG0000943	Prah.g_01588	Pram.g_01455
OG0000944	Prah.g_01589	Pram.g_01454
OG0000945	Prah.g_01590	Pram.g_01453
OG0000946	Prah.g_01591	Pram.g_01452
OG0000947	Prah.g_01592	Pram.g_01451
OG0000948	Prah.g_01593	Pram.g_01450
OG0000949	Prah.g_01594	Pram.g_01449
OG0000950	Prah.g_02242	Pram.g_01815
OG0000951	Prah.g_00435	Pram.g_01398
OG0000952	Prah.g_00434	Pram.g_01397
OG0000953	Prah.g_00433	Pram.g_01396
OG0000954	Prah.g_00428	Pram.g_01395
OG0000955	Prah.g_00427	Pram.g_01394
OG0000956	Prah.g_00423	Pram.g_01392
OG0000957	Prah.g_00421	Pram.g_01391
OG0000958	Prah.g_00420	Pram.g_01390
OG0000959	Prah.g_00419	Pram.g_01389
OG0000960	Prah.g_00418	Pram.g_01388
OG0000961	Prah.g_00417	Pram.g_01387
OG0000962	Prah.g_00415	Pram.g_01386
OG0000963	Prah.g_00414	Pram.g_01385
OG0000964	Prah.g_00412	Pram.g_01384
OG0000965	Prah.g_00410	Pram.g_01383
OG0000966	Prah.g_00409	Pram.g_01382
OG0000967	Prah.g_00406	Pram.g_01376
OG0000968	Prah.g_00403	Pram.g_01375
OG0000969	Prah.g_00402	Pram.g_01374
OG0000970	Prah.g_00401	Pram.g_01373
OG0000971	Prah.g_00400	Pram.g_01372
OG0000972	Prah.g_00399	Pram.g_01371
OG0000973	Prah.g_00397	Pram.g_01369
OG0000974	Prah.g_00396	Pram.g_01368
OG0000975	Prah.g_00395	Pram.g_01367
OG0000976	Prah.g_00394	Pram.g_01366
OG0000977	Prah.g_00391	Pram.g_01365
OG0000978	Prah.g_00390	Pram.g_01364
OG0000979	Prah.g_00389	Pram.g_01363
OG0000980	Prah.g_00388	Pram.g_01362
OG0000981	Prah.g_00386	Pram.g_01361
OG0000982	Prah.g_00385	Pram.g_01360
OG0000983	Prah.g_00384	Pram.g_01359
OG0000984	Prah.g_00379	Pram.g_01355
OG0000985	Prah.g_00376	Pram.g_01354
OG0000986	Prah.g_00374	Pram.g_01353
OG0000987	Prah.g_00371	Pram.g_01351
OG0000988	Prah.g_00370	Pram.g_01350
OG0000989	Prah.g_00369	Pram.g_01349
OG0000990	Prah.g_00368	Pram.g_01348
OG0000991	Prah.g_00367	Pram.g_01347
OG0000992	Prah.g_00366	Pram.g_01346
OG0000993	Prah.g_00365	Pram.g_01345
OG0000994	Prah.g_00364	Pram.g_01344
OG0000995	Prah.g_00363	Pram.g_01343
OG0000996	Prah.g_00362	Pram.g_01342
OG0000997	Prah.g_00360	Pram.g_01340
OG0000998	Prah.g_01217	Pram.g_01333
OG0000999	Prah.g_01605	Pram.g_01331
OG0001000	Prah.g_01615	Pram.g_01330
OG0001001	Prah.g_01617	Pram.g_01328
OG0001002	Prah.g_01619	Pram.g_01326
OG0001003	Prah.g_01620	Pram.g_01325
OG0001004	Prah.g_00538	Pram.g_01324
OG0001005	Prah.g_01621	Pram.g_01323
OG0001006	Prah.g_01623	Pram.g_01321
OG0001007	Prah.g_01624	Pram.g_01320
OG0001008	Prah.g_01625	Pram.g_01319
OG0001009	Prah.g_01627	Pram.g_01318
OG0001010	Prah.g_01628	Pram.g_01317
OG0001011	Prah.g_01631	Pram.g_01315
OG0001012	Prah.g_01632	Pram.g_01314
OG0001013	Prah.g_01633	Pram.g_01313
OG0001014	Prah.g_01634	Pram.g_01312
OG0001015	Prah.g_01635	Pram.g_01311
OG0001016	Prah.g_01636	Pram.g_01310
OG0001017	Prah.g_01637	Pram.g_01309
OG0001018	Prah.g_01639	Pram.g_01308
OG0001019	Prah.g_01640	Pram.g_01307
OG0001020	Prah.g_01641	Pram.g_01306
OG0001021	Prah.g_01642	Pram.g_01305
OG0001022	Prah.g_01643	Pram.g_01304
OG0001023	Prah.g_01644	Pram.g_01303
OG0001024	Prah.g_01645	Pram.g_01301
OG0001025	Prah.g_01648	Pram.g_01300
OG0001026	Prah.g_01649	Pram.g_01299
OG0001027	Prah.g_01791	Pram.g_01298
OG0001028	Prah.g_01651	Pram.g_01296
OG0001029	Prah.g_01652	Pram.g_01295
OG0001030	Prah.g_01655	Pram.g_01292
OG0001031	Prah.g_01656	Pram.g_01291
OG0001032	Prah.g_00541	Pram.g_01577
OG0001033	Prah.g_00515	Pram.g_00567
OG0001034	Prah.g_00651	Pram.g_00824
OG0001035	Prah.g_01667	Pram.g_01625
OG0001036	Prah.g_01668	Pram.g_01626
OG0001037	Prah.g_01677	Pram.g_01633
OG0001038	Prah.g_01678	Pram.g_01634
OG0001039	Prah.g_01679	Pram.g_01635
OG0001040	Prah.g_01681	Pram.g_01636
OG0001041	Prah.g_01685	Pram.g_01638
OG0001042	Prah.g_01687	Pram.g_01639
OG0001043	Prah.g_01688	Pram.g_01640
OG0001044	Prah.g_01689	Pram.g_01641
OG0001045	Prah.g_01690	Pram.g_01642
OG0001046	Prah.g_01692	Pram.g_01644
OG0001047	Prah.g_01693	Pram.g_01645
OG0001048	Prah.g_01694	Pram.g_01646
OG0001049	Prah.g_01695	Pram.g_01647
OG0001050	Prah.g_01696	Pram.g_01648
OG0001051	Prah.g_01697	Pram.g_01649
OG0001052	Prah.g_01698	Pram.g_01650
OG0001053	Prah.g_01699	Pram.g_01651
OG0001054	Prah.g_01700	Pram.g_01652
OG0001055	Prah.g_01701	Pram.g_01653
OG0001056	Prah.g_01703	Pram.g_01654
OG0001057	Prah.g_01705	Pram.g_01656
OG0001058	Prah.g_01707	Pram.g_01657
OG0001059	Prah.g_01709	Pram.g_01658
OG0001060	Prah.g_01710	Pram.g_01659
OG0001061	Prah.g_01711	Pram.g_01660
OG0001062	Prah.g_01713	Pram.g_01662
OG0001063	Prah.g_01714	Pram.g_01663
OG0001064	Prah.g_01716	Pram.g_01664
OG0001065	Prah.g_01717	Pram.g_01665
OG0001066	Prah.g_01718	Pram.g_01666
OG0001067	Prah.g_01719	Pram.g_01667
OG0001068	Prah.g_01720	Pram.g_01668
OG0001069	Prah.g_01727	Pram.g_01671
OG0001070	Prah.g_01729	Pram.g_01673
OG0001071	Prah.g_01730	Pram.g_01674
OG0001072	Prah.g_01731	Pram.g_01675
OG0001073	Prah.g_01732	Pram.g_01676
OG0001074	Prah.g_01733	Pram.g_01677
OG0001075	Prah.g_01736	Pram.g_01679
OG0001076	Prah.g_01738	Pram.g_01681
OG0001077	Prah.g_01739	Pram.g_01682
OG0001078	Prah.g_01740	Pram.g_01683
OG0001079	Prah.g_01741	Pram.g_01684
OG0001080	Prah.g_01742	Pram.g_01685
OG0001081	Prah.g_01743	Pram.g_01686
OG0001082	Prah.g_01744	Pram.g_01687
OG0001083	Prah.g_01745	Pram.g_01688
OG0001084	Prah.g_01759	Pram.g_01689
OG0001085	Prah.g_01760	Pram.g_01690
OG0001086	Prah.g_02073	Pram.g_01695
OG0001087	Prah.g_02071	Pram.g_01697
OG0001088	Prah.g_02070	Pram.g_01698
OG0001089	Prah.g_02067	Pram.g_01701
OG0001090	Prah.g_02066	Pram.g_01702
OG0001091	Prah.g_02065	Pram.g_01703
OG0001092	Prah.g_02064	Pram.g_01704
OG0001093	Prah.g_02063	Pram.g_01705
OG0001094	Prah.g_02062	Pram.g_01706
OG0001095	Prah.g_02061	Pram.g_01707
OG0001096	Prah.g_02060	Pram.g_01708
OG0001097	Prah.g_02059	Pram.g_01709
OG0001098	Prah.g_02058	Pram.g_01710
OG0001099	Prah.g_02056	Pram.g_01711
OG0001100	Prah.g_02055	Pram.g_01712
OG0001101	Prah.g_02054	Pram.g_01713
OG0001102	Prah.g_02041	Pram.g_01717
OG0001103	Prah.g_02042	Pram.g_01718
OG0001104	Prah.g_02046	Pram.g_01722
OG0001105	Prah.g_02044	Pram.g_01720
OG0001106	Prah.g_02047	Pram.g_01716
OG0001107	Prah.g_02048	Pram.g_01715
OG0001108	Prah.g_02050	Pram.g_01714
OG0001109	Prah.g_02039	Pram.g_01727
OG0001110	Prah.g_02037	Pram.g_01729
OG0001111	Prah.g_02036	Pram.g_01730
OG0001112	Prah.g_02035	Pram.g_01731
OG0001113	Prah.g_02034	Pram.g_01732
OG0001114	Prah.g_02033	Pram.g_01733
OG0001115	Prah.g_02032	Pram.g_01734
OG0001116	Prah.g_02031	Pram.g_01735
OG0001117	Prah.g_02030	Pram.g_01736
OG0001118	Prah.g_02029	Pram.g_01737
OG0001119	Prah.g_02028	Pram.g_01738
OG0001120	Prah.g_02027	Pram.g_01739
OG0001121	Prah.g_02026	Pram.g_01740
OG0001122	Prah.g_02025	Pram.g_01741
OG0001123	Prah.g_02024	Pram.g_01742
OG0001124	Prah.g_02023	Pram.g_01743
OG0001125	Prah.g_02022	Pram.g_01744
OG0001126	Prah.g_02021	Pram.g_01745
OG0001127	Prah.g_02020	Pram.g_01746
OG0001128	Prah.g_02019	Pram.g_01747
OG0001129	Prah.g_02018	Pram.g_01748
OG0001130	Prah.g_02017	Pram.g_01749
OG0001131	Prah.g_02016	Pram.g_01750
OG0001132	Prah.g_02015	Pram.g_01751
OG0001133	Prah.g_02014	Pram.g_01752
OG0001134	Prah.g_02013	Pram.g_01753
OG0001135	Prah.g_02012	Pram.g_01754
OG0001136	Prah.g_02011	Pram.g_01755
OG0001137	Prah.g_02010	Pram.g_01756
OG0001138	Prah.g_02009	Pram.g_01757
OG0001139	Prah.g_02008	Pram.g_01758
OG0001140	Prah.g_02007	Pram.g_01759
OG0001141	Prah.g_02004	Pram.g_01761
OG0001142	Prah.g_02003	Pram.g_01762
OG0001143	Prah.g_02002	Pram.g_01763
OG0001144	Prah.g_02000	Pram.g_01765
OG0001145	Prah.g_01998	Pram.g_01767
OG0001146	Prah.g_01997	Pram.g_01768
OG0001147	Prah.g_01994	Pram.g_01771
OG0001148	Prah.g_01993	Pram.g_01772
OG0001149	Prah.g_01991	Pram.g_01773
OG0001150	Prah.g_01988	Pram.g_01776
OG0001151	Prah.g_01987	Pram.g_01777
OG0001152	Prah.g_01986	Pram.g_01778
OG0001153	Prah.g_01985	Pram.g_01779
OG0001154	Prah.g_01984	Pram.g_01780
OG0001155	Prah.g_01983	Pram.g_01781
OG0001156	Prah.g_01982	Pram.g_01782
OG0001157	Prah.g_01980	Pram.g_01784
OG0001158	Prah.g_01978	Pram.g_01786
OG0001159	Prah.g_01977	Pram.g_01787
OG0001160	Prah.g_01976	Pram.g_01788
OG0001161	Prah.g_01966	Pram.g_01793
OG0001162	Prah.g_01965	Pram.g_01794
OG0001163	Prah.g_01963	Pram.g_01795
OG0001164	Prah.g_01962	Pram.g_01796
OG0001165	Prah.g_01961	Pram.g_01797
OG0001166	Prah.g_01960	Pram.g_01798
OG0001167	Prah.g_01958	Pram.g_01799
OG0001168	Prah.g_02224	Pram.g_01801
OG0001169	Prah.g_02227	Pram.g_01802
OG0001170	Prah.g_02231	Pram.g_01806
