Orthogroup	Syaj	Prac
OG0000563	Syaj.g_00191	Prac.g_00815
OG0000564	Syaj.g_00192	Prac.g_00814
OG0000565	Syaj.g_00195	Prac.g_00811
OG0000566	Syaj.g_00199	Prac.g_00809
OG0000567	Syaj.g_00203	Prac.g_00805
OG0000568	Syaj.g_00207	Prac.g_00804
OG0000569	Syaj.g_00208	Prac.g_00803
OG0000570	Syaj.g_00209	Prac.g_00802
OG0000571	Syaj.g_00213	Prac.g_00800
OG0000572	Syaj.g_00230	Prac.g_00787
OG0000573	Syaj.g_00238	Prac.g_00780
OG0000574	Syaj.g_00242	Prac.g_00779
OG0000575	Syaj.g_00247	Prac.g_00775
OG0000576	Syaj.g_00249	Prac.g_00772
OG0000577	Syaj.g_00250	Prac.g_00771
OG0000578	Syaj.g_00251	Prac.g_00770
OG0000579	Syaj.g_00252	Prac.g_00769
OG0000580	Syaj.g_00253	Prac.g_00768
OG0000581	Syaj.g_00261	Prac.g_00766
OG0000582	Syaj.g_01338	Prac.g_00763
OG0000583	Syaj.g_01337	Prac.g_00762
OG0000584	Syaj.g_01336	Prac.g_00761
OG0000585	Syaj.g_01334	Prac.g_00759
OG0000586	Syaj.g_01333	Prac.g_00758
OG0000587	Syaj.g_01331	Prac.g_00757
OG0000588	Syaj.g_01313	Prac.g_00753
OG0000589	Syaj.g_01308	Prac.g_00750
OG0000590	Syaj.g_01307	Prac.g_00749
OG0000591	Syaj.g_01299	Prac.g_00746
OG0000592	Syaj.g_01298	Prac.g_00745
OG0000593	Syaj.g_01287	Prac.g_00739
OG0000594	Syaj.g_01286	Prac.g_00738
OG0000595	Syaj.g_01285	Prac.g_00737
OG0000596	Syaj.g_01280	Prac.g_00733
OG0000597	Syaj.g_01277	Prac.g_00731
OG0000598	Syaj.g_01276	Prac.g_00730
OG0000599	Syaj.g_01273	Prac.g_00727
OG0000600	Syaj.g_01272	Prac.g_00726
OG0000601	Syaj.g_01271	Prac.g_00725
OG0000602	Syaj.g_01266	Prac.g_00723
OG0000603	Syaj.g_01265	Prac.g_00722
OG0000604	Syaj.g_01262	Prac.g_00721
OG0000605	Syaj.g_01153	Prac.g_00720
OG0000606	Syaj.g_00698	Prac.g_00717
OG0000607	Syaj.g_00702	Prac.g_00714
OG0000608	Syaj.g_00703	Prac.g_00713
OG0000609	Syaj.g_00705	Prac.g_00712
OG0000610	Syaj.g_00714	Prac.g_00707
OG0000611	Syaj.g_00717	Prac.g_00704
OG0000612	Syaj.g_00718	Prac.g_00703
OG0000613	Syaj.g_02500	Prac.g_00698
OG0000614	Syaj.g_00480	Prac.g_00679
OG0000615	Syaj.g_01065	Prac.g_00671
OG0000616	Syaj.g_02245	Prac.g_00667
OG0000617	Syaj.g_00952	Prac.g_01554
OG0000618	Syaj.g_00951	Prac.g_01553
OG0000619	Syaj.g_00950	Prac.g_01552
OG0000620	Syaj.g_00945	Prac.g_01549
OG0000621	Syaj.g_00944	Prac.g_01548
OG0000622	Syaj.g_00943	Prac.g_01547
OG0000623	Syaj.g_00942	Prac.g_01546
OG0000624	Syaj.g_00940	Prac.g_01545
OG0000625	Syaj.g_00939	Prac.g_01544
OG0000626	Syaj.g_00938	Prac.g_01543
OG0000627	Syaj.g_00765	Prac.g_01542
OG0000628	Syaj.g_00766	Prac.g_01541
OG0000629	Syaj.g_00769	Prac.g_01540
OG0000630	Syaj.g_00773	Prac.g_01537
OG0000631	Syaj.g_00786	Prac.g_01484
OG0000632	Syaj.g_00787	Prac.g_01483
OG0000633	Syaj.g_00789	Prac.g_01482
OG0000634	Syaj.g_01030	Prac.g_01479
OG0000635	Syaj.g_01029	Prac.g_01478
OG0000636	Syaj.g_01024	Prac.g_01476
OG0000637	Syaj.g_01022	Prac.g_01474
OG0000638	Syaj.g_01021	Prac.g_01473
OG0000639	Syaj.g_01020	Prac.g_01472
OG0000640	Syaj.g_01019	Prac.g_01471
OG0000641	Syaj.g_01015	Prac.g_01467
OG0000642	Syaj.g_01014	Prac.g_01466
OG0000643	Syaj.g_01012	Prac.g_01465
OG0000644	Syaj.g_01011	Prac.g_01464
OG0000645	Syaj.g_01009	Prac.g_01463
OG0000646	Syaj.g_01006	Prac.g_01461
OG0000647	Syaj.g_01004	Prac.g_01460
OG0000648	Syaj.g_01001	Prac.g_01458
OG0000649	Syaj.g_01000	Prac.g_01457
OG0000650	Syaj.g_00999	Prac.g_01456
OG0000651	Syaj.g_00998	Prac.g_01455
OG0000652	Syaj.g_00997	Prac.g_01454
OG0000653	Syaj.g_00991	Prac.g_01452
OG0000654	Syaj.g_00990	Prac.g_01451
OG0000655	Syaj.g_00989	Prac.g_01450
OG0000656	Syaj.g_00986	Prac.g_01447
OG0000657	Syaj.g_00382	Prac.g_01440
OG0000658	Syaj.g_00379	Prac.g_01439
OG0000659	Syaj.g_00378	Prac.g_01438
OG0000660	Syaj.g_00374	Prac.g_01434
OG0000661	Syaj.g_00372	Prac.g_01432
OG0000662	Syaj.g_00370	Prac.g_01430
OG0000663	Syaj.g_00367	Prac.g_01428
OG0000664	Syaj.g_00358	Prac.g_01427
OG0000665	Syaj.g_01243	Prac.g_01423
OG0000666	Syaj.g_01154	Prac.g_01422
OG0000667	Syaj.g_02661	Prac.g_01418
OG0000668	Syaj.g_00816	Prac.g_01401
OG0000669	Syaj.g_00730	Prac.g_01393
OG0000670	Syaj.g_00733	Prac.g_01391
OG0000671	Syaj.g_00735	Prac.g_01389
OG0000672	Syaj.g_00739	Prac.g_01386
OG0000673	Syaj.g_00742	Prac.g_01383
OG0000674	Syaj.g_00744	Prac.g_01381
OG0000675	Syaj.g_00757	Prac.g_01380
OG0000676	Syaj.g_00759	Prac.g_01378
OG0000677	Syaj.g_00760	Prac.g_01377
OG0000678	Syaj.g_01075	Prac.g_01375
OG0000679	Syaj.g_01061	Prac.g_01371
OG0000680	Syaj.g_01060	Prac.g_01370
OG0000681	Syaj.g_01057	Prac.g_01368
OG0000682	Syaj.g_01056	Prac.g_01367
OG0000683	Syaj.g_01055	Prac.g_01366
OG0000684	Syaj.g_01051	Prac.g_01365
OG0000685	Syaj.g_01049	Prac.g_01363
OG0000686	Syaj.g_01048	Prac.g_01362
OG0000687	Syaj.g_01047	Prac.g_01361
OG0000688	Syaj.g_01041	Prac.g_01358
OG0000689	Syaj.g_01039	Prac.g_01357
OG0000690	Syaj.g_01038	Prac.g_01356
OG0000691	Syaj.g_01037	Prac.g_01355
OG0000692	Syaj.g_01036	Prac.g_01353
OG0000693	Syaj.g_01034	Prac.g_01352
OG0000694	Syaj.g_01033	Prac.g_01351
OG0000695	Syaj.g_00791	Prac.g_01349
OG0000696	Syaj.g_00792	Prac.g_01348
OG0000697	Syaj.g_00932	Prac.g_01347
OG0000698	Syaj.g_00929	Prac.g_01344
OG0000699	Syaj.g_00928	Prac.g_01343
OG0000700	Syaj.g_00927	Prac.g_01342
OG0000701	Syaj.g_00926	Prac.g_01341
OG0000702	Syaj.g_00916	Prac.g_01339
OG0000703	Syaj.g_00915	Prac.g_01338
OG0000704	Syaj.g_00913	Prac.g_01337
OG0000705	Syaj.g_00906	Prac.g_01333
OG0000706	Syaj.g_00905	Prac.g_01332
OG0000707	Syaj.g_00904	Prac.g_01331
OG0000708	Syaj.g_00901	Prac.g_01330
OG0000709	Syaj.g_00872	Prac.g_01326
OG0000710	Syaj.g_00867	Prac.g_01323
OG0000711	Syaj.g_00839	Prac.g_01307
OG0000712	Syaj.g_00837	Prac.g_01305
OG0000713	Syaj.g_00836	Prac.g_01304
OG0000714	Syaj.g_00834	Prac.g_01303
OG0000715	Syaj.g_00832	Prac.g_01301
OG0000716	Syaj.g_00825	Prac.g_01299
OG0000717	Syaj.g_00824	Prac.g_01298
OG0000718	Syaj.g_00820	Prac.g_01287
OG0000719	Syaj.g_00818	Prac.g_01285
OG0000720	Syaj.g_00805	Prac.g_01276
OG0000721	Syaj.g_00803	Prac.g_01274
OG0000722	Syaj.g_00802	Prac.g_01273
OG0000723	Syaj.g_00934	Prac.g_01270
OG0000724	Syaj.g_00421	Prac.g_01261
OG0000725	Syaj.g_00430	Prac.g_01255
OG0000726	Syaj.g_00431	Prac.g_01254
OG0000727	Syaj.g_00432	Prac.g_01253
OG0000728	Syaj.g_00434	Prac.g_01251
OG0000729	Syaj.g_02397	Prac.g_01205
OG0000730	Syaj.g_02802	Prac.g_01046
OG0000731	Syaj.g_02814	Prac.g_01042
OG0000732	Syaj.g_02315	Prac.g_01036
OG0000733	Syaj.g_02151	Prac.g_01017
OG0000734	Syaj.g_01895	Prac.g_01000
OG0000735	Syaj.g_00286	Prac.g_00998
OG0000736	Syaj.g_00287	Prac.g_00997
OG0000737	Syaj.g_00288	Prac.g_00996
OG0000738	Syaj.g_00293	Prac.g_00992
OG0000739	Syaj.g_00295	Prac.g_00991
OG0000740	Syaj.g_00296	Prac.g_00990
OG0000741	Syaj.g_00299	Prac.g_00989
OG0000742	Syaj.g_00301	Prac.g_00986
OG0000743	Syaj.g_00303	Prac.g_00984
OG0000744	Syaj.g_00304	Prac.g_00983
OG0000745	Syaj.g_00306	Prac.g_00982
OG0000746	Syaj.g_00308	Prac.g_00980
OG0000747	Syaj.g_00309	Prac.g_00979
OG0000748	Syaj.g_00319	Prac.g_00976
OG0000749	Syaj.g_00322	Prac.g_00975
OG0000750	Syaj.g_00323	Prac.g_00974
OG0000751	Syaj.g_00331	Prac.g_00972
OG0000752	Syaj.g_00333	Prac.g_00970
OG0000753	Syaj.g_00336	Prac.g_00967
OG0000754	Syaj.g_00643	Prac.g_00964
OG0000755	Syaj.g_00631	Prac.g_00961
OG0000756	Syaj.g_00625	Prac.g_00960
OG0000757	Syaj.g_00614	Prac.g_00954
OG0000758	Syaj.g_00613	Prac.g_00953
OG0000759	Syaj.g_00612	Prac.g_00952
OG0000760	Syaj.g_00611	Prac.g_00951
OG0000761	Syaj.g_00609	Prac.g_00950
OG0000762	Syaj.g_00603	Prac.g_00949
OG0000763	Syaj.g_00597	Prac.g_00947
OG0000764	Syaj.g_00596	Prac.g_00946
OG0000765	Syaj.g_00577	Prac.g_00937
OG0000766	Syaj.g_00576	Prac.g_00936
OG0000767	Syaj.g_00574	Prac.g_00934
OG0000768	Syaj.g_00573	Prac.g_00933
OG0000769	Syaj.g_00571	Prac.g_00931
OG0000770	Syaj.g_00567	Prac.g_00929
OG0000771	Syaj.g_00415	Prac.g_00448
OG0000772	Syaj.g_01208	Prac.g_00154
OG0000773	Syaj.g_00280	Prac.g_00166
OG0000774	Syaj.g_01502	Prac.g_00168
OG0000775	Syaj.g_01504	Prac.g_00170
OG0000776	Syaj.g_01505	Prac.g_00171
OG0000777	Syaj.g_01506	Prac.g_00172
OG0000778	Syaj.g_01507	Prac.g_00173
OG0000779	Syaj.g_01513	Prac.g_00177
OG0000780	Syaj.g_01517	Prac.g_00178
OG0000781	Syaj.g_01521	Prac.g_00181
OG0000782	Syaj.g_01522	Prac.g_00182
OG0000783	Syaj.g_01524	Prac.g_00183
OG0000784	Syaj.g_01525	Prac.g_00184
OG0000785	Syaj.g_01526	Prac.g_00186
OG0000786	Syaj.g_00265	Prac.g_00188
OG0000787	Syaj.g_00264	Prac.g_00189
OG0000788	Syaj.g_01270	Prac.g_00204
OG0000789	Syaj.g_01121	Prac.g_00207
OG0000790	Syaj.g_00054	Prac.g_00222
OG0000791	Syaj.g_00053	Prac.g_00224
OG0000792	Syaj.g_00052	Prac.g_00225
OG0000793	Syaj.g_00047	Prac.g_00228
OG0000794	Syaj.g_00046	Prac.g_00229
OG0000795	Syaj.g_00045	Prac.g_00230
OG0000796	Syaj.g_00039	Prac.g_00234
OG0000797	Syaj.g_00038	Prac.g_00235
OG0000798	Syaj.g_02568	Prac.g_00262
OG0000799	Syaj.g_01352	Prac.g_00429
OG0000800	Syaj.g_01354	Prac.g_00428
OG0000801	Syaj.g_01355	Prac.g_00427
OG0000802	Syaj.g_01359	Prac.g_00425
OG0000803	Syaj.g_01363	Prac.g_00423
OG0000804	Syaj.g_01366	Prac.g_00422
OG0000805	Syaj.g_01369	Prac.g_00420
OG0000806	Syaj.g_01370	Prac.g_00418
OG0000807	Syaj.g_01372	Prac.g_00417
OG0000808	Syaj.g_01373	Prac.g_00416
OG0000809	Syaj.g_01376	Prac.g_00413
OG0000810	Syaj.g_01377	Prac.g_00412
OG0000811	Syaj.g_01385	Prac.g_00408
OG0000812	Syaj.g_01387	Prac.g_00406
OG0000813	Syaj.g_01388	Prac.g_00405
OG0000814	Syaj.g_01390	Prac.g_00403
OG0000815	Syaj.g_01391	Prac.g_00402
OG0000816	Syaj.g_01392	Prac.g_00400
OG0000817	Syaj.g_01393	Prac.g_00399
OG0000818	Syaj.g_01399	Prac.g_00394
OG0000819	Syaj.g_01400	Prac.g_00393
OG0000820	Syaj.g_01401	Prac.g_00392
OG0000821	Syaj.g_01412	Prac.g_00388
OG0000822	Syaj.g_01414	Prac.g_00387
OG0000823	Syaj.g_01415	Prac.g_00386
OG0000824	Syaj.g_01421	Prac.g_00383
OG0000825	Syaj.g_01422	Prac.g_00382
OG0000826	Syaj.g_01423	Prac.g_00381
OG0000827	Syaj.g_01424	Prac.g_00380
OG0000828	Syaj.g_01427	Prac.g_00377
OG0000829	Syaj.g_01428	Prac.g_00376
OG0000830	Syaj.g_01429	Prac.g_00375
OG0000831	Syaj.g_01431	Prac.g_00373
OG0000832	Syaj.g_01635	Prac.g_00367
OG0000833	Syaj.g_01647	Prac.g_00359
OG0000834	Syaj.g_01649	Prac.g_00358
OG0000835	Syaj.g_01650	Prac.g_00357
OG0000836	Syaj.g_01654	Prac.g_00356
OG0000837	Syaj.g_01661	Prac.g_00355
OG0000838	Syaj.g_01665	Prac.g_00353
OG0000839	Syaj.g_01666	Prac.g_00352
OG0000840	Syaj.g_01667	Prac.g_00351
OG0000841	Syaj.g_01668	Prac.g_00350
OG0000842	Syaj.g_01669	Prac.g_00349
OG0000843	Syaj.g_01670	Prac.g_00348
OG0000844	Syaj.g_01680	Prac.g_00347
OG0000845	Syaj.g_01681	Prac.g_00346
OG0000846	Syaj.g_01682	Prac.g_00345
OG0000847	Syaj.g_01683	Prac.g_00344
OG0000848	Syaj.g_01685	Prac.g_00343
OG0000849	Syaj.g_01686	Prac.g_00342
OG0000850	Syaj.g_01689	Prac.g_00340
OG0000851	Syaj.g_01694	Prac.g_00339
OG0000852	Syaj.g_01695	Prac.g_00338
OG0000853	Syaj.g_01699	Prac.g_00334
OG0000854	Syaj.g_01701	Prac.g_00332
OG0000855	Syaj.g_01702	Prac.g_00331
OG0000856	Syaj.g_01296	Prac.g_00317
OG0000857	Syaj.g_01005	Prac.g_00288
OG0000858	Syaj.g_01708	Prac.g_00631
OG0000859	Syaj.g_01709	Prac.g_00630
OG0000860	Syaj.g_01723	Prac.g_00623
OG0000861	Syaj.g_01724	Prac.g_00622
OG0000862	Syaj.g_01725	Prac.g_00621
OG0000863	Syaj.g_01728	Prac.g_00619
OG0000864	Syaj.g_01729	Prac.g_00618
OG0000865	Syaj.g_01730	Prac.g_00617
OG0000866	Syaj.g_01731	Prac.g_00616
OG0000867	Syaj.g_01732	Prac.g_00615
OG0000868	Syaj.g_01734	Prac.g_00614
OG0000869	Syaj.g_01742	Prac.g_00610
OG0000870	Syaj.g_01747	Prac.g_00605
OG0000871	Syaj.g_01748	Prac.g_00604
OG0000872	Syaj.g_01756	Prac.g_00603
OG0000873	Syaj.g_01759	Prac.g_00600
OG0000874	Syaj.g_01754	Prac.g_00597
OG0000875	Syaj.g_01762	Prac.g_00596
OG0000876	Syaj.g_02084	Prac.g_00595
OG0000877	Syaj.g_01586	Prac.g_00593
OG0000878	Syaj.g_01587	Prac.g_00592
OG0000879	Syaj.g_01588	Prac.g_00591
OG0000880	Syaj.g_01589	Prac.g_00590
OG0000881	Syaj.g_01595	Prac.g_00586
OG0000882	Syaj.g_01599	Prac.g_00581
OG0000883	Syaj.g_01601	Prac.g_00580
OG0000884	Syaj.g_01603	Prac.g_00578
OG0000885	Syaj.g_01604	Prac.g_00577
OG0000886	Syaj.g_01605	Prac.g_00576
OG0000887	Syaj.g_01606	Prac.g_00575
OG0000888	Syaj.g_01608	Prac.g_00573
OG0000889	Syaj.g_01610	Prac.g_00571
OG0000890	Syaj.g_01615	Prac.g_00570
OG0000891	Syaj.g_01616	Prac.g_00569
OG0000892	Syaj.g_01620	Prac.g_00471
OG0000893	Syaj.g_02636	Prac.g_00476
OG0000894	Syaj.g_02639	Prac.g_00478
OG0000895	Syaj.g_02643	Prac.g_00481
OG0000896	Syaj.g_02644	Prac.g_00482
OG0000897	Syaj.g_02646	Prac.g_00484
OG0000898	Syaj.g_02647	Prac.g_00485
OG0000899	Syaj.g_02648	Prac.g_00486
OG0000900	Syaj.g_02649	Prac.g_00487
OG0000901	Syaj.g_02654	Prac.g_00490
OG0000902	Syaj.g_02656	Prac.g_00492
OG0000903	Syaj.g_02689	Prac.g_00495
OG0000904	Syaj.g_02684	Prac.g_00497
OG0000905	Syaj.g_02678	Prac.g_00502
OG0000906	Syaj.g_02676	Prac.g_00503
OG0000907	Syaj.g_02692	Prac.g_00506
OG0000908	Syaj.g_02695	Prac.g_00509
OG0000909	Syaj.g_02696	Prac.g_00510
OG0000910	Syaj.g_02697	Prac.g_00511
OG0000911	Syaj.g_02699	Prac.g_00513
OG0000912	Syaj.g_02700	Prac.g_00514
OG0000913	Syaj.g_02701	Prac.g_00515
OG0000914	Syaj.g_02702	Prac.g_00516
OG0000915	Syaj.g_02704	Prac.g_00517
OG0000916	Syaj.g_02705	Prac.g_00518
OG0000917	Syaj.g_02706	Prac.g_00519
OG0000918	Syaj.g_02707	Prac.g_00520
OG0000919	Syaj.g_02708	Prac.g_00521
OG0000920	Syaj.g_02709	Prac.g_00522
OG0000921	Syaj.g_02710	Prac.g_00523
OG0000922	Syaj.g_02711	Prac.g_00524
OG0000923	Syaj.g_02715	Prac.g_00528
OG0000924	Syaj.g_02716	Prac.g_00529
OG0000925	Syaj.g_02717	Prac.g_00530
OG0000926	Syaj.g_02718	Prac.g_00531
OG0000927	Syaj.g_02720	Prac.g_00533
OG0000928	Syaj.g_02721	Prac.g_00534
OG0000929	Syaj.g_02722	Prac.g_00535
OG0000930	Syaj.g_02723	Prac.g_00536
OG0000931	Syaj.g_02724	Prac.g_00537
OG0000932	Syaj.g_02725	Prac.g_00538
OG0000933	Syaj.g_02731	Prac.g_00542
OG0000934	Syaj.g_02733	Prac.g_00544
OG0000935	Syaj.g_02734	Prac.g_00545
OG0000936	Syaj.g_02735	Prac.g_00546
OG0000937	Syaj.g_02736	Prac.g_00547
OG0000938	Syaj.g_02739	Prac.g_00549
OG0000939	Syaj.g_02740	Prac.g_00550
OG0000940	Syaj.g_02747	Prac.g_00556
OG0000941	Syaj.g_02749	Prac.g_00558
OG0000942	Syaj.g_02751	Prac.g_00560
OG0000943	Syaj.g_02752	Prac.g_00561
OG0000944	Syaj.g_02754	Prac.g_00562
OG0000945	Syaj.g_02756	Prac.g_00563
OG0000946	Syaj.g_02761	Prac.g_00005
OG0000947	Syaj.g_02764	Prac.g_00007
OG0000948	Syaj.g_02765	Prac.g_00008
OG0000949	Syaj.g_02474	Prac.g_00011
OG0000950	Syaj.g_02459	Prac.g_00016
OG0000951	Syaj.g_02452	Prac.g_00020
OG0000952	Syaj.g_02446	Prac.g_00024
OG0000953	Syaj.g_02442	Prac.g_00027
OG0000954	Syaj.g_02435	Prac.g_00031
OG0000955	Syaj.g_02434	Prac.g_00032
OG0000956	Syaj.g_02432	Prac.g_00034
OG0000957	Syaj.g_02419	Prac.g_00039
OG0000958	Syaj.g_02418	Prac.g_00040
OG0000959	Syaj.g_02413	Prac.g_00044
OG0000960	Syaj.g_02412	Prac.g_00045
OG0000961	Syaj.g_02402	Prac.g_00047
OG0000962	Syaj.g_02398	Prac.g_00049
OG0000963	Syaj.g_02393	Prac.g_00052
OG0000964	Syaj.g_02392	Prac.g_00053
OG0000965	Syaj.g_02391	Prac.g_00054
OG0000966	Syaj.g_02370	Prac.g_00061
OG0000967	Syaj.g_02334	Prac.g_00065
OG0000968	Syaj.g_02363	Prac.g_00067
OG0000969	Syaj.g_02338	Prac.g_00068
OG0000970	Syaj.g_02337	Prac.g_00069
OG0000971	Syaj.g_02331	Prac.g_00070
OG0000972	Syaj.g_02330	Prac.g_00071
OG0000973	Syaj.g_02329	Prac.g_00072
OG0000974	Syaj.g_02328	Prac.g_00073
OG0000975	Syaj.g_02327	Prac.g_00074
OG0000976	Syaj.g_02326	Prac.g_00075
OG0000977	Syaj.g_02324	Prac.g_00076
OG0000978	Syaj.g_02322	Prac.g_00077
OG0000979	Syaj.g_02319	Prac.g_00080
OG0000980	Syaj.g_02316	Prac.g_00082
OG0000981	Syaj.g_02313	Prac.g_00084
OG0000982	Syaj.g_02112	Prac.g_00086
OG0000983	Syaj.g_02113	Prac.g_00087
OG0000984	Syaj.g_02114	Prac.g_00088
OG0000985	Syaj.g_02116	Prac.g_00091
OG0000986	Syaj.g_02123	Prac.g_00093
OG0000987	Syaj.g_02125	Prac.g_00094
OG0000988	Syaj.g_02131	Prac.g_00097
OG0000989	Syaj.g_02142	Prac.g_00100
OG0000990	Syaj.g_02165	Prac.g_00103
OG0000991	Syaj.g_02168	Prac.g_00104
OG0000992	Syaj.g_02171	Prac.g_00106
OG0000993	Syaj.g_02173	Prac.g_00107
OG0000994	Syaj.g_02177	Prac.g_00108
OG0000995	Syaj.g_02182	Prac.g_00112
OG0000996	Syaj.g_02221	Prac.g_00113
OG0000997	Syaj.g_02228	Prac.g_00114
OG0000998	Syaj.g_02230	Prac.g_00116
OG0000999	Syaj.g_02231	Prac.g_00117
OG0001000	Syaj.g_02236	Prac.g_00120
OG0001001	Syaj.g_02241	Prac.g_00122
OG0001002	Syaj.g_02248	Prac.g_00126
OG0001003	Syaj.g_02250	Prac.g_00127
OG0001004	Syaj.g_02251	Prac.g_00128
OG0001005	Syaj.g_02252	Prac.g_00129
OG0001006	Syaj.g_02260	Prac.g_01949
OG0001007	Syaj.g_02262	Prac.g_01947
OG0001008	Syaj.g_01554	Prac.g_01110
OG0001009	Syaj.g_02294	Prac.g_01920
OG0001010	Syaj.g_02295	Prac.g_01919
OG0001011	Syaj.g_02296	Prac.g_01918
OG0001012	Syaj.g_02108	Prac.g_01889
OG0001014	Syaj.g_02083	Prac.g_01880
OG0001015	Syaj.g_02082	Prac.g_01879
OG0001016	Syaj.g_01824	Prac.g_01858
OG0001017	Syaj.g_01830	Prac.g_01854
OG0001018	Syaj.g_01832	Prac.g_01851
OG0001019	Syaj.g_01849	Prac.g_01842
OG0001020	Syaj.g_01862	Prac.g_01841
OG0001021	Syaj.g_01867	Prac.g_01840
OG0001022	Syaj.g_01872	Prac.g_01837
OG0001023	Syaj.g_01873	Prac.g_01836
OG0001024	Syaj.g_01877	Prac.g_01833
OG0001025	Syaj.g_01884	Prac.g_01827
OG0001026	Syaj.g_01897	Prac.g_01820
OG0001027	Syaj.g_01903	Prac.g_01819
OG0001028	Syaj.g_01905	Prac.g_01817
OG0001029	Syaj.g_01907	Prac.g_01816
OG0001030	Syaj.g_01933	Prac.g_01801
OG0001031	Syaj.g_02012	Prac.g_01744
OG0001032	Syaj.g_02015	Prac.g_01743
OG0001033	Syaj.g_02044	Prac.g_01722
OG0001034	Syaj.g_02875	Prac.g_01694
OG0001035	Syaj.g_02603	Prac.g_01677
OG0001036	Syaj.g_02599	Prac.g_01672
OG0001037	Syaj.g_02597	Prac.g_01671
OG0001038	Syaj.g_02567	Prac.g_01653
OG0001039	Syaj.g_02564	Prac.g_01650
OG0001040	Syaj.g_02561	Prac.g_01648
OG0001041	Syaj.g_02556	Prac.g_01644
OG0001042	Syaj.g_02527	Prac.g_01627
OG0001043	Syaj.g_02523	Prac.g_01626
OG0001044	Syaj.g_02804	Prac.g_01201
OG0001045	Syaj.g_02817	Prac.g_01192
OG0001046	Syaj.g_00851	Prac.g_01154
OG0001047	Syaj.g_01552	Prac.g_01108
OG0001048	Syaj.g_01551	Prac.g_01107
OG0001049	Syaj.g_01548	Prac.g_01105
OG0001050	Syaj.g_01547	Prac.g_01104
OG0001051	Syaj.g_01546	Prac.g_01103
OG0001052	Syaj.g_01448	Prac.g_01073
OG0001053	Syaj.g_00075	Prac.g_01061
OG0001054	Syaj.g_00092	Prac.g_00873
OG0001055	Syaj.g_00113	Prac.g_00855
OG0001056	Syaj.g_00149	Prac.g_00836
OG0001057	Syaj.g_00160	Prac.g_00831
OG0001058	Syaj.g_00183	Prac.g_00823
OG0001059	Syaj.g_00187	Prac.g_00819
OG0001060	Syaj.g_00193	Prac.g_00812
OG0001061	Syaj.g_00214	Prac.g_00799
OG0001062	Syaj.g_00216	Prac.g_00797
OG0001063	Syaj.g_00222	Prac.g_00795
OG0001064	Syaj.g_00223	Prac.g_00794
OG0001065	Syaj.g_00224	Prac.g_00793
OG0001066	Syaj.g_00225	Prac.g_00792
OG0001067	Syaj.g_00226	Prac.g_00791
OG0001068	Syaj.g_00227	Prac.g_00790
OG0001069	Syaj.g_00228	Prac.g_00789
OG0001070	Syaj.g_00231	Prac.g_00786
OG0001071	Syaj.g_00232	Prac.g_00785
OG0001072	Syaj.g_00236	Prac.g_00783
OG0001073	Syaj.g_00254	Prac.g_00767
OG0001074	Syaj.g_01327	Prac.g_00756
OG0001075	Syaj.g_01325	Prac.g_00755
OG0001076	Syaj.g_01305	Prac.g_00747
OG0001077	Syaj.g_01294	Prac.g_00743
OG0001078	Syaj.g_01282	Prac.g_00735
OG0001079	Syaj.g_01269	Prac.g_00724
OG0001080	Syaj.g_01135	Prac.g_00718
OG0001081	Syaj.g_00699	Prac.g_00716
OG0001082	Syaj.g_00700	Prac.g_00715
OG0001083	Syaj.g_00709	Prac.g_00710
OG0001084	Syaj.g_00711	Prac.g_00709
OG0001085	Syaj.g_00721	Prac.g_00701
OG0001086	Syaj.g_00723	Prac.g_00700
OG0001087	Syaj.g_00498	Prac.g_00683
OG0001088	Syaj.g_00494	Prac.g_00682
OG0001089	Syaj.g_00439	Prac.g_00674
OG0001090	Syaj.g_00959	Prac.g_01559
OG0001091	Syaj.g_00957	Prac.g_01557
OG0001092	Syaj.g_00954	Prac.g_01556
OG0001093	Syaj.g_00948	Prac.g_01551
OG0001094	Syaj.g_01032	Prac.g_01481
OG0001095	Syaj.g_01008	Prac.g_01462
OG0001096	Syaj.g_00988	Prac.g_01449
OG0001097	Syaj.g_00371	Prac.g_01431
OG0001098	Syaj.g_01132	Prac.g_01416
OG0001099	Syaj.g_01906	Prac.g_01396
OG0001100	Syaj.g_00732	Prac.g_01392
OG0001101	Syaj.g_00734	Prac.g_01390
OG0001102	Syaj.g_00737	Prac.g_01387
OG0001103	Syaj.g_00740	Prac.g_01385
OG0001104	Syaj.g_01050	Prac.g_01364
OG0001105	Syaj.g_01046	Prac.g_01360
OG0001106	Syaj.g_00912	Prac.g_01336
OG0001107	Syaj.g_00900	Prac.g_01329
OG0001108	Syaj.g_00870	Prac.g_01325
OG0001109	Syaj.g_00868	Prac.g_01324
OG0001110	Syaj.g_00866	Prac.g_01322
OG0001111	Syaj.g_00864	Prac.g_01321
OG0001112	Syaj.g_00862	Prac.g_01320
OG0001113	Syaj.g_00861	Prac.g_01319
OG0001114	Syaj.g_00860	Prac.g_01318
OG0001115	Syaj.g_00856	Prac.g_01316
OG0001116	Syaj.g_00854	Prac.g_01315
OG0001117	Syaj.g_00853	Prac.g_01314
OG0001118	Syaj.g_00852	Prac.g_01313
OG0001119	Syaj.g_00850	Prac.g_01312
OG0001120	Syaj.g_00846	Prac.g_01310
OG0001121	Syaj.g_00630	Prac.g_01020
OG0001122	Syaj.g_00817	Prac.g_01284
