Orthogroup	Pras	Pray
OG0001139	Pras.g_00702	Pray.g_01321
OG0001140	Pras.g_00703	Pray.g_01322
OG0001141	Pras.g_00704	Pray.g_01323
OG0001142	Pras.g_00707	Pray.g_01327
OG0001143	Pras.g_00708	Pray.g_01328
OG0001144	Pras.g_00709	Pray.g_01329
OG0001145	Pras.g_00710	Pray.g_01330
OG0001146	Pras.g_00711	Pray.g_01331
OG0001147	Pras.g_00712	Pray.g_01332
OG0001148	Pras.g_00713	Pray.g_01333
OG0001149	Pras.g_00715	Pray.g_01335
OG0001150	Pras.g_00716	Pray.g_01336
OG0001151	Pras.g_00718	Pray.g_01338
OG0001152	Pras.g_00719	Pray.g_01339
OG0001153	Pras.g_00720	Pray.g_01340
OG0001154	Pras.g_00722	Pray.g_01342
OG0001155	Pras.g_00724	Pray.g_01344
OG0001156	Pras.g_00726	Pray.g_01346
OG0001157	Pras.g_00727	Pray.g_01347
OG0001158	Pras.g_00729	Pray.g_01349
OG0001159	Pras.g_00730	Pray.g_01350
OG0001160	Pras.g_00731	Pray.g_01351
OG0001161	Pras.g_00732	Pray.g_01352
OG0001162	Pras.g_00733	Pray.g_01353
OG0001163	Pras.g_00734	Pray.g_01354
OG0001164	Pras.g_00735	Pray.g_01355
OG0001165	Pras.g_00736	Pray.g_01356
OG0001166	Pras.g_00737	Pray.g_01357
OG0001167	Pras.g_00738	Pray.g_01358
OG0001168	Pras.g_00739	Pray.g_01359
OG0001169	Pras.g_00740	Pray.g_01360
OG0001170	Pras.g_00741	Pray.g_01362
OG0001171	Pras.g_00742	Pray.g_01363
OG0001172	Pras.g_00744	Pray.g_01365
OG0001173	Pras.g_00746	Pray.g_01367
OG0001174	Pras.g_00747	Pray.g_01368
OG0001175	Pras.g_00748	Pray.g_01369
OG0001176	Pras.g_00749	Pray.g_01370
OG0001177	Pras.g_00751	Pray.g_01372
OG0001178	Pras.g_00754	Pray.g_01375
OG0001179	Pras.g_00755	Pray.g_01376
OG0001180	Pras.g_00756	Pray.g_01377
OG0001181	Pras.g_00757	Pray.g_01378
OG0001182	Pras.g_00758	Pray.g_01379
OG0001183	Pras.g_00759	Pray.g_01380
OG0001184	Pras.g_00762	Pray.g_01382
OG0001185	Pras.g_00765	Pray.g_01385
OG0001186	Pras.g_00766	Pray.g_01386
OG0001187	Pras.g_00768	Pray.g_01388
OG0001188	Pras.g_00769	Pray.g_01389
OG0001189	Pras.g_00770	Pray.g_01390
OG0001190	Pras.g_00771	Pray.g_01391
OG0001191	Pras.g_00772	Pray.g_01392
OG0001192	Pras.g_00773	Pray.g_01393
OG0001193	Pras.g_00774	Pray.g_01394
OG0001194	Pras.g_00775	Pray.g_01395
OG0001195	Pras.g_00776	Pray.g_01396
OG0001196	Pras.g_00777	Pray.g_01397
OG0001197	Pras.g_00778	Pray.g_01398
OG0001198	Pras.g_00779	Pray.g_01399
OG0001199	Pras.g_00780	Pray.g_01400
OG0001200	Pras.g_00781	Pray.g_01401
OG0001201	Pras.g_00782	Pray.g_01402
OG0001202	Pras.g_00783	Pray.g_01403
OG0001203	Pras.g_00785	Pray.g_01405
OG0001204	Pras.g_00787	Pray.g_01407
OG0001205	Pras.g_00788	Pray.g_01408
OG0001206	Pras.g_00789	Pray.g_01409
OG0001207	Pras.g_00790	Pray.g_01410
OG0001208	Pras.g_00791	Pray.g_01411
OG0001209	Pras.g_00792	Pray.g_01412
OG0001210	Pras.g_00793	Pray.g_01413
OG0001211	Pras.g_00794	Pray.g_01414
OG0001212	Pras.g_00795	Pray.g_01415
OG0001213	Pras.g_00796	Pray.g_01416
OG0001214	Pras.g_00798	Pray.g_01418
OG0001215	Pras.g_00799	Pray.g_01419
OG0001216	Pras.g_00800	Pray.g_01420
OG0001217	Pras.g_00801	Pray.g_01421
OG0001218	Pras.g_00802	Pray.g_01422
OG0001219	Pras.g_00804	Pray.g_01425
OG0001220	Pras.g_00805	Pray.g_01426
OG0001221	Pras.g_00808	Pray.g_01429
OG0001222	Pras.g_00809	Pray.g_01430
OG0001223	Pras.g_00810	Pray.g_01431
OG0001224	Pras.g_00812	Pray.g_01432
OG0001225	Pras.g_00813	Pray.g_01433
OG0001226	Pras.g_00814	Pray.g_01434
OG0001227	Pras.g_00815	Pray.g_01435
OG0001228	Pras.g_00816	Pray.g_01436
OG0001229	Pras.g_00817	Pray.g_01437
OG0001230	Pras.g_00818	Pray.g_01438
OG0001231	Pras.g_00819	Pray.g_01439
OG0001232	Pras.g_00820	Pray.g_01440
OG0001233	Pras.g_00821	Pray.g_01441
OG0001234	Pras.g_00822	Pray.g_01442
OG0001235	Pras.g_00823	Pray.g_01443
OG0001236	Pras.g_00825	Pray.g_01445
OG0001237	Pras.g_00826	Pray.g_01446
OG0001238	Pras.g_00828	Pray.g_01448
OG0001239	Pras.g_00829	Pray.g_01449
OG0001240	Pras.g_00830	Pray.g_01450
OG0001241	Pras.g_00832	Pray.g_01452
OG0001242	Pras.g_00834	Pray.g_01453
OG0001243	Pras.g_00835	Pray.g_01454
OG0001244	Pras.g_00836	Pray.g_01455
OG0001245	Pras.g_00837	Pray.g_01456
OG0001246	Pras.g_00838	Pray.g_01457
OG0001247	Pras.g_00839	Pray.g_01458
OG0001248	Pras.g_00840	Pray.g_01459
OG0001249	Pras.g_00841	Pray.g_01460
OG0001250	Pras.g_00842	Pray.g_01461
OG0001251	Pras.g_00943	Pray.g_00197
OG0001252	Pras.g_00989	Pray.g_00151
OG0001253	Pras.g_01001	Pray.g_00139
OG0001254	Pras.g_01133	Pray.g_00760
OG0001255	Pras.g_01186	Pray.g_00811
OG0001257	Pras.g_01360	Pray.g_00972
OG0001258	Pras.g_01376	Pray.g_00989
OG0001259	Pras.g_01466	Pray.g_01173
OG0001260	Pras.g_01648	Pray.g_00292
OG0001261	Pras.g_01735	Pray.g_00383
OG0001262	Pras.g_01751	Pray.g_00399
OG0001263	Pras.g_01772	Pray.g_00420
OG0001264	Pras.g_01800	Pray.g_00451
OG0001265	Pras.g_01910	Pray.g_00560
OG0001266	Pras.g_01958	Pray.g_00608
OG0001267	Pras.g_00040	Pray.g_00080
OG0001268	Pras.g_00053	Pray.g_00067
OG0001269	Pras.g_00233	Pray.g_01846
OG0001270	Pras.g_00391	Pray.g_01682
OG0001272	Pras.g_00446	Pray.g_01629
OG0001273	Pras.g_00447	Pray.g_01628
OG0001274	Pras.g_00452	Pray.g_01623
OG0001275	Pras.g_00467	Pray.g_01606
OG0001277	Pras.g_00489	Pray.g_01585
OG0001278	Pras.g_00542	Pray.g_01567
OG0001279	Pras.g_00546	Pray.g_01563
OG0001280	Pras.g_00549	Pray.g_01560
OG0001281	Pras.g_00616	Pray.g_01237
OG0001282	Pras.g_00641	Pray.g_01262
OG0001283	Pras.g_00725	Pray.g_01345
OG0001284	Pras.g_00753	Pray.g_01374
OG0001285	Pras.g_00786	Pray.g_01406
OG0001286	Pras.g_00831	Pray.g_01451
OG0001288	Pras.g_01315	Pray.g_00927
OG0001290	Pras.g_00872	Pray.g_01492
OG0001292	Pras.g_00925	Pray.g_00215
OG0001293	Pras.g_00927	Pray.g_00213
OG0001294	Pras.g_00944	Pray.g_00196
OG0001295	Pras.g_00970	Pray.g_00170
OG0001296	Pras.g_00976	Pray.g_00164
OG0001297	Pras.g_01050	Pray.g_00680
OG0001298	Pras.g_01095	Pray.g_00724
OG0001299	Pras.g_01104	Pray.g_00733
OG0001300	Pras.g_01226	Pray.g_00851
OG0001301	Pras.g_01513	Pray.g_01126
OG0001302	Pras.g_01653	Pray.g_00296
OG0001303	Pras.g_01657	Pray.g_00300
OG0001304	Pras.g_01925	Pray.g_00575
OG0001305	Pras.g_01930	Pray.g_00580
OG0001306	Pras.g_01966	Pray.g_00616
OG0001307	Pras.g_01975	Pray.g_00625
OG0001308	Pras.g_00001	Pray.g_00120
OG0001309	Pras.g_00003	Pray.g_00118
OG0001310	Pras.g_00014	Pray.g_00107
OG0001311	Pras.g_00084	Pray.g_00035
OG0001312	Pras.g_00234	Pray.g_01845
OG0001313	Pras.g_00450	Pray.g_01625
OG0001314	Pras.g_00573	Pray.g_01536
OG0001315	Pras.g_00608	Pray.g_01502
OG0001316	Pras.g_00721	Pray.g_01341
OG0001318	Pras.g_00992	Pray.g_00148
OG0001319	Pras.g_01090	Pray.g_00719
OG0001320	Pras.g_01345	Pray.g_00957
OG0001321	Pras.g_01659	Pray.g_00302
OG0001322	Pras.g_01682	Pray.g_00329
OG0001323	Pras.g_01950	Pray.g_00600
OG0001324	Pras.g_01983	Pray.g_00633
OG0001325	Pras.g_00007	Pray.g_00114
OG0001326	Pras.g_00175	Pray.g_01898
OG0001327	Pras.g_00177	Pray.g_01896
OG0001329	Pras.g_00270	Pray.g_01809
OG0001330	Pras.g_00443	Pray.g_01632
OG0001331	Pras.g_00547	Pray.g_01562
OG0001333	Pras.g_00691	Pray.g_01310
OG0001334	Pras.g_00745	Pray.g_01366
OG0001335	Pras.g_00784	Pray.g_01404
OG0001336	Pras.g_00979	Pray.g_00161
OG0001337	Pras.g_00969	Pray.g_00171
OG0001338	Pras.g_00995	Pray.g_00145
OG0001339	Pras.g_01054	Pray.g_00684
OG0001340	Pras.g_01100	Pray.g_00729
OG0001341	Pras.g_01113	Pray.g_00741
OG0001342	Pras.g_01132	Pray.g_00759
OG0001343	Pras.g_01192	Pray.g_00817
OG0001344	Pras.g_01231	Pray.g_00856
OG0001345	Pras.g_01312	Pray.g_00924
OG0001346	Pras.g_01350	Pray.g_00962
OG0001347	Pras.g_01364	Pray.g_00976
OG0001348	Pras.g_01382	Pray.g_00995
OG0001349	Pras.g_01387	Pray.g_01000
OG0001350	Pras.g_01392	Pray.g_01005
OG0001351	Pras.g_01453	Pray.g_01185
OG0001352	Pras.g_01558	Pray.g_01081
OG0001353	Pras.g_01579	Pray.g_01060
OG0001354	Pras.g_01685	Pray.g_00332
OG0001355	Pras.g_01741	Pray.g_00389
OG0001356	Pras.g_01786	Pray.g_00434
OG0001357	Pras.g_01888	Pray.g_00539
OG0001358	Pras.g_01909	Pray.g_00559
OG0001359	Pras.g_00027	Pray.g_00093
OG0001360	Pras.g_00028	Pray.g_00092
OG0001361	Pras.g_00107	Pray.g_00013
OG0001362	Pras.g_00152	Pray.g_01926
OG0001364	Pras.g_00423	Pray.g_01652
OG0001365	Pras.g_00482	Pray.g_01232
OG0001366	Pras.g_00587	Pray.g_01522
OG0001367	Pras.g_00630	Pray.g_01251
OG0001368	Pras.g_00752	Pray.g_01373
OG0001369	Pras.g_01911	Pray.g_00561
OG0001371	Pras.g_00919	Pray.g_00222
OG0001372	Pras.g_00920	Pray.g_00221
OG0001373	Pras.g_00926	Pray.g_00214
OG0001374	Pras.g_00938	Pray.g_00202
OG0001375	Pras.g_00986	Pray.g_00154
OG0001376	Pras.g_01086	Pray.g_00715
OG0001377	Pras.g_01108	Pray.g_00737
OG0001378	Pras.g_01124	Pray.g_00752
OG0001379	Pras.g_01215	Pray.g_00839
OG0001382	Pras.g_01338	Pray.g_00950
OG0001383	Pras.g_01389	Pray.g_01002
OG0001384	Pras.g_01397	Pray.g_01010
OG0001385	Pras.g_01542	Pray.g_01097
OG0001386	Pras.g_01550	Pray.g_01089
OG0001387	Pras.g_01552	Pray.g_01087
OG0001388	Pras.g_01562	Pray.g_01077
OG0001389	Pras.g_01611	Pray.g_01035
OG0001390	Pras.g_01647	Pray.g_00291
OG0001391	Pras.g_01687	Pray.g_00334
OG0001392	Pras.g_01785	Pray.g_00433
OG0001393	Pras.g_01787	Pray.g_00435
OG0001394	Pras.g_01806	Pray.g_00457
OG0001395	Pras.g_01809	Pray.g_00460
OG0001396	Pras.g_01892	Pray.g_00543
OG0001397	Pras.g_01919	Pray.g_00569
OG0001398	Pras.g_01938	Pray.g_00588
OG0001399	Pras.g_01948	Pray.g_00598
OG0001400	Pras.g_01956	Pray.g_00606
OG0001401	Pras.g_01963	Pray.g_00613
OG0001402	Pras.g_00042	Pray.g_00078
OG0001403	Pras.g_00210	Pray.g_01869
OG0001404	Pras.g_00241	Pray.g_01838
OG0001405	Pras.g_00251	Pray.g_01828
OG0001406	Pras.g_00390	Pray.g_01683
OG0001407	Pras.g_00393	Pray.g_01680
OG0001408	Pras.g_00444	Pray.g_01631
OG0001409	Pras.g_00457	Pray.g_01617
OG0001411	Pras.g_00478	Pray.g_01593
OG0001414	Pras.g_00913	Pray.g_00227
OG0001415	Pras.g_01178	Pray.g_00804
OG0001416	Pras.g_01399	Pray.g_01012
OG0001417	Pras.g_01551	Pray.g_01088
OG0001418	Pras.g_01660	Pray.g_00303
OG0001419	Pras.g_01691	Pray.g_00338
OG0001420	Pras.g_01789	Pray.g_00437
OG0001422	Pras.g_01953	Pray.g_00603
OG0001423	Pras.g_00029	Pray.g_00091
OG0001424	Pras.g_00121	Pray.g_00248
OG0001425	Pras.g_00462	Pray.g_01611
OG0001426	Pras.g_00827	Pray.g_01447
OG0001427	Pras.g_01225	Pray.g_00850
OG0001430	Pras.g_01902	Pray.g_00552
OG0001431	Pras.g_01954	Pray.g_00604
OG0001432	Pras.g_01957	Pray.g_00607
OG0001433	Pras.g_00154	Pray.g_01923
OG0001435	Pras.g_00456	Pray.g_01619
OG0001438	Pras.g_01496	Pray.g_01143
OG0001440	Pras.g_01913	Pray.g_00563
OG0001441	Pras.g_01993	Pray.g_00127
OG0001442	Pras.g_00017	Pray.g_00104
OG0001443	Pras.g_00039	Pray.g_00081
OG0001444	Pras.g_00075	Pray.g_00044
OG0001445	Pras.g_00167	Pray.g_01937
OG0001446	Pras.g_00169	Pray.g_01935
OG0001447	Pras.g_00170	Pray.g_01934
OG0001449	Pras.g_00292	Pray.g_01741
OG0001451	Pras.g_01277, Pras.g_01276	Pray.g_01751
OG0001454	Pras.g_01220	Pray.g_00844
OG0001455	Pras.g_00133	Pray.g_00905
OG0001457	Pras.g_01578	Pray.g_01061
OG0001458	Pras.g_01646	Pray.g_00290
OG0001460	Pras.g_01763	Pray.g_00411
OG0001461	Pras.g_01832	Pray.g_00484
OG0001462	Pras.g_01901	Pray.g_00551
OG0001463	Pras.g_01947	Pray.g_00597
OG0001464	Pras.g_01952	Pray.g_00602
OG0001465	Pras.g_00172	Pray.g_01901
OG0001467	Pras.g_00347	Pray.g_01725
OG0001468	Pras.g_00714	Pray.g_01334
OG0001469	Pras.g_00054	Pray.g_00066
OG0001470	Pras.g_01172	Pray.g_00798
OG0001471	Pras.g_01295	Pray.g_00909
OG0001472	Pras.g_01762	Pray.g_00410
OG0001473	Pras.g_01771	Pray.g_00419
OG0001474	Pras.g_01773, Pras.g_00311	Pray.g_00421
OG0001475	Pras.g_01943	Pray.g_00593
OG0001476	Pras.g_01944	Pray.g_00594
OG0001477	Pras.g_01945	Pray.g_00595
OG0001478	Pras.g_01951	Pray.g_00601
OG0001479	Pras.g_01978	Pray.g_00628
OG0001480	Pras.g_01987	Pray.g_00133
OG0001481	Pras.g_00072	Pray.g_00047
OG0001482	Pras.g_00495	Pray.g_01574
OG0001485	Pras.g_00610	Pray.g_01230
OG0001488	Pras.g_01023	Pray.g_00653
OG0001489	Pras.g_01228	Pray.g_00853
OG0001490	Pras.g_01255	Pray.g_00881
OG0001491	Pras.g_01677	Pray.g_00324
OG0001492	Pras.g_01733	Pray.g_00381
OG0001493	Pras.g_01774	Pray.g_00422
OG0001494	Pras.g_01775	Pray.g_00423
OG0001495	Pras.g_01776	Pray.g_00424
OG0001496	Pras.g_01777	Pray.g_00425
OG0001497	Pras.g_01778	Pray.g_00426
OG0001498	Pras.g_01779	Pray.g_00427
OG0001499	Pras.g_01780	Pray.g_00428
OG0001500	Pras.g_01781	Pray.g_00429
OG0001501	Pras.g_01782	Pray.g_00430
OG0001502	Pras.g_01783	Pray.g_00431
OG0001503	Pras.g_01784	Pray.g_00432
OG0001507	Pras.g_00038	Pray.g_00082
OG0001508	Pras.g_00455	Pray.g_01620
OG0001509	Pras.g_00631	Pray.g_01252
OG0001510	Pras.g_00706	Pray.g_01326
OG0001513	Pras.g_00956	Pray.g_00184
OG0001514	Pras.g_00183	Pray.g_01889
OG0001515	Pras.g_01651	Pray.g_00294
OG0001516	Pras.g_01882	Pray.g_00533
OG0001517	Pras.g_01961	Pray.g_00611
OG0001518	Pras.g_00506	Pray.g_01579
OG0001519	Pras.g_01241	Pray.g_00867
OG0001521	Pras.g_00612	Pray.g_01233
OG0001523	Pras.g_00912	Pray.g_00228
OG0001524	Pras.g_01229	Pray.g_00854
OG0001525	Pras.g_01336	Pray.g_00949
OG0001527	Pras.g_01991	Pray.g_00129
OG0001528	Pras.g_00135	Pray.g_01925
OG0001529	Pras.g_00155	Pray.g_01922
OG0001532	Pras.g_00876	Pray.g_01496
OG0001533	Pras.g_01256	Pray.g_00882
OG0001534	Pras.g_00138	Pray.g_01613
OG0001535	Pras.g_01759	Pray.g_00407
OG0001536	Pras.g_01989	Pray.g_00131
OG0001537	Pras.g_00156	Pray.g_01921
OG0001538	Pras.g_00174	Pray.g_01899
OG0001539	Pras.g_00188	Pray.g_01884
OG0001540	Pras.g_00189	Pray.g_01883
OG0001542	Pras.g_00459	Pray.g_01615
OG0001543	Pras.g_00468	Pray.g_01605
OG0001549	Pras.g_00977	Pray.g_00163
OG0001550	Pras.g_01159	Pray.g_00785
OG0001551	Pras.g_01183	Pray.g_00809
OG0001552	Pras.g_01222	Pray.g_00846
OG0001553	Pras.g_01243	Pray.g_00869
OG0001554	Pras.g_01244	Pray.g_00870
OG0001555	Pras.g_01334	Pray.g_00947
OG0001556	Pras.g_01347	Pray.g_00959
OG0001557	Pras.g_01553	Pray.g_01086
OG0001559	Pras.g_01652	Pray.g_00295
OG0001560	Pras.g_01669	Pray.g_00316
OG0001561	Pras.g_01764	Pray.g_00412
OG0001562	Pras.g_01900	Pray.g_00550
OG0001563	Pras.g_01959	Pray.g_00609
OG0001564	Pras.g_01960	Pray.g_00610
OG0001565	Pras.g_01962	Pray.g_00612
OG0001566	Pras.g_01965	Pray.g_00615
OG0001567	Pras.g_01971	Pray.g_00621
OG0001568	Pras.g_01986	Pray.g_00134
OG0001569	Pras.g_01990	Pray.g_00130
OG0001570	Pras.g_01996	Pray.g_00124
OG0001571	Pras.g_00010	Pray.g_00111
OG0001572	Pras.g_00019	Pray.g_00101
OG0001573	Pras.g_00022	Pray.g_00098
OG0001575	Pras.g_00164	Pray.g_01904
OG0001576	Pras.g_00180	Pray.g_01893
OG0001577	Pras.g_00247	Pray.g_01832
OG0001578	Pras.g_00249	Pray.g_01830
OG0001579	Pras.g_00293	Pray.g_01742
OG0001582	Pras.g_00436	Pray.g_01639
OG0001583	Pras.g_00438	Pray.g_01637
OG0001584	Pras.g_00439	Pray.g_01636
OG0001585	Pras.g_00449	Pray.g_01626
OG0001586	Pras.g_00763	Pray.g_01383
OG0001591	Pras.g_01216	Pray.g_00840
OG0001592	Pras.g_01254	Pray.g_00880
OG0001594	Pras.g_01346	Pray.g_00958
OG0001595	Pras.g_01582	Pray.g_01057
OG0001596	Pras.g_01654	Pray.g_00297
OG0001597	Pras.g_01766	Pray.g_00414
OG0001599	Pras.g_00032	Pray.g_00088
OG0001600	Pras.g_00033	Pray.g_00087
OG0001601	Pras.g_00034	Pray.g_00086
OG0001602	Pras.g_00035	Pray.g_00085
OG0001603	Pras.g_00491	Pray.g_01584
OG0001604	Pras.g_00563	Pray.g_01546
OG0001606	Pras.g_01193	Pray.g_00818
OG0001609	Pras.g_01221	Pray.g_00845
OG0001610	Pras.g_01577	Pray.g_01062
OG0001611	Pras.g_01632	Pray.g_00278
OG0001612	Pras.g_01678	Pray.g_00325
OG0001613	Pras.g_01770	Pray.g_00418
OG0001614	Pras.g_01886	Pray.g_00537
OG0001617	Pras.g_00225	Pray.g_01855
OG0001618	Pras.g_00226	Pray.g_01853
OG0001619	Pras.g_00239	Pray.g_01840
OG0001621	Pras.g_01663	Pray.g_00305
OG0001623	Pras.g_01190	Pray.g_00815
OG0001624	Pras.g_01768	Pray.g_00416
OG0001625	Pras.g_01895	Pray.g_00545
OG0001627	Pras.g_00229	Pray.g_01852
OG0001628	Pras.g_00476	Pray.g_01597
OG0001631	Pras.g_00115	Pray.g_00005
OG0001637	Pras.g_01639	Pray.g_00285
OG0001638	Pras.g_00910	Pray.g_00229
OG0001638	Pras.g_00906	Pray.g_00230
OG0001639	Pras.g_00961	Pray.g_00179
OG0001640	Pras.g_01031	Pray.g_00661
OG0001641	Pras.g_01217	Pray.g_00841
OG0001642	Pras.g_01219	Pray.g_00843
OG0001643	Pras.g_01250	Pray.g_00876
OG0001644	Pras.g_01251	Pray.g_00877
OG0001645	Pras.g_01252	Pray.g_00879
OG0001647	Pras.g_01344	Pray.g_00956
OG0001648	Pras.g_01436	Pray.g_01202
OG0001649	Pras.g_01442	Pray.g_01196
OG0001650	Pras.g_01605	Pray.g_01041
OG0001651	Pras.g_01643	Pray.g_00287
OG0001652	Pras.g_01644	Pray.g_00288
OG0001653	Pras.g_01670	Pray.g_00317
OG0001654	Pras.g_01676	Pray.g_00323
OG0001655	Pras.g_01684	Pray.g_00331
OG0001656	Pras.g_01706	Pray.g_00353
OG0001657	Pras.g_01757	Pray.g_00405
OG0001658	Pras.g_01769	Pray.g_00417
OG0001659	Pras.g_01813	Pray.g_00464
OG0001660	Pras.g_01896	Pray.g_00546
OG0001661	Pras.g_01899	Pray.g_00549
OG0001662	Pras.g_01904	Pray.g_00554
OG0001663	Pras.g_01921	Pray.g_00571
OG0001664	Pras.g_01922	Pray.g_00572
OG0001665	Pras.g_01942	Pray.g_00592
OG0001666	Pras.g_01946	Pray.g_00596
OG0001667	Pras.g_01949	Pray.g_00599
OG0001668	Pras.g_01955	Pray.g_00605
OG0001669	Pras.g_01967	Pray.g_00617
OG0001670	Pras.g_01968	Pray.g_00618
OG0001671	Pras.g_01974	Pray.g_00624
OG0001672	Pras.g_01979	Pray.g_00629
OG0001673	Pras.g_01980	Pray.g_00630
OG0001674	Pras.g_01981	Pray.g_00631
OG0001675	Pras.g_00008	Pray.g_00113
OG0001676	Pras.g_00013	Pray.g_00108
OG0001677	Pras.g_00031	Pray.g_00089
OG0001678	Pras.g_00104	Pray.g_00016
OG0001679	Pras.g_00112	Pray.g_00008
OG0001680	Pras.g_00149	Pray.g_01928
OG0001681	Pras.g_00181	Pray.g_01892
OG0001682	Pras.g_00186	Pray.g_01886
OG0001684	Pras.g_00435	Pray.g_01640
OG0001685	Pras.g_00442	Pray.g_01633
OG0001686	Pras.g_00445	Pray.g_01630
OG0001687	Pras.g_00451	Pray.g_01624
OG0001688	Pras.g_00454	Pray.g_01621
OG0001689	Pras.g_00458	Pray.g_01616
OG0001690	Pras.g_00460	Pray.g_01614
OG0001691	Pras.g_00461	Pray.g_01612
OG0001692	Pras.g_00555	Pray.g_01554
OG0001693	Pras.g_00803	Pray.g_01423
OG0001695	Pras.g_00306	Pray.g_01795
OG0001698	Pras.g_01374	Pray.g_00986
OG0001699	Pras.g_01583	Pray.g_01056
OG0001700	Pras.g_01635	Pray.g_00281
OG0001701	Pras.g_01637	Pray.g_00283
OG0001702	Pras.g_01658	Pray.g_00301
OG0001703	Pras.g_01671	Pray.g_00318
OG0001704	Pras.g_01897	Pray.g_00547
OG0001706	Pras.g_00012	Pray.g_00109
OG0001707	Pras.g_00036	Pray.g_00084
OG0001708	Pras.g_00171	Pray.g_01902
OG0001710	Pras.g_01898	Pray.g_00548
OG0001720	Pras.g_00320	Pray.g_01767
OG0001722	Pras.g_01633	Pray.g_00279
OG0001724	Pras.g_01689	Pray.g_00336
OG0001725	Pras.g_01765	Pray.g_00413
OG0001726	Pras.g_01995	Pray.g_00125
OG0001727	Pras.g_00524	Pray.g_01916
OG0001728	Pras.g_00187	Pray.g_01885
OG0001731	Pras.g_00465	Pray.g_01608
OG0001732	Pras.g_00484	Pray.g_01589
OG0001733	Pras.g_01240	Pray.g_00865
OG0001734	Pras.g_01604	Pray.g_01042
OG0001736	Pras.g_01817	Pray.g_00468
OG0001783	Pras.g_00894	Pray.g_00242
OG0001785	Pras.g_01655	Pray.g_00298
OG0001786	Pras.g_01730	Pray.g_00377
OG0001787	Pras.g_00016	Pray.g_00105
OG0001788	Pras.g_00168	Pray.g_01936
OG0001789	Pras.g_00158	Pray.g_01910
OG0001790	Pras.g_00160	Pray.g_01908
OG0001791	Pras.g_00161	Pray.g_01906
OG0001794	Pras.g_00483	Pray.g_01590
OG0001796	Pras.g_00018	Pray.g_00102
OG0001806	Pras.g_01230	Pray.g_00855
OG0001807	Pras.g_01246	Pray.g_00872
OG0001810	Pras.g_01672	Pray.g_00319
OG0001811	Pras.g_01673	Pray.g_00320
OG0001812	Pras.g_01674	Pray.g_00321
OG0001813	Pras.g_01675	Pray.g_00322
OG0001814	Pras.g_01767	Pray.g_00415
OG0001818	Pras.g_00002	Pray.g_00119
OG0001819	Pras.g_01262	Pray.g_00896
OG0001820	Pras.g_01593	Pray.g_01900
OG0001824	Pras.g_00453	Pray.g_01622
OG0001825	Pras.g_00474	Pray.g_01598
OG0001826	Pras.g_00488	Pray.g_01586
OG0001837	Pras.g_01196	Pray.g_00821
OG0001839	Pras.g_01266	Pray.g_00900
OG0001841	Pras.g_00165	Pray.g_01903
OG0001842	Pras.g_00190	Pray.g_01882
OG0001845	Pras.g_00371	Pray.g_01701
OG0001846	Pras.g_00437	Pray.g_01638
OG0001848	Pras.g_00481	Pray.g_01592
OG0001850	Pras.g_00020	Pray.g_00100
OG0001860	Pras.g_01306	Pray.g_00918, Pray.g_00917
OG0001861	Pras.g_00005	Pray.g_00116
OG0001862	Pras.g_00006	Pray.g_00115
OG0001863	Pras.g_00015	Pray.g_00106
OG0001866	Pras.g_00153	Pray.g_01924
OG0001868	Pras.g_00159	Pray.g_01909
OG0001870	Pras.g_00140	Pray.g_01500
OG0001875	Pras.g_01267	Pray.g_00901
OG0001876	Pras.g_01264	Pray.g_00898
OG0001877	Pras.g_01247	Pray.g_00873
OG0001907	Pras.g_00146	Pray.g_00257
OG0001909	Pras.g_00532	Pray.g_01591
OG0001910	Pras.g_01242	Pray.g_00868
OG0001912	Pras.g_01265	Pray.g_00899
OG0001914	Pras.g_01261	Pray.g_00895
OG0001950	Pras.g_01985	Pray.g_00135
OG0001954	Pras.g_01238	Pray.g_00863
OG0001984	Pras.g_01245	Pray.g_00871
OG0001988	Pras.g_00486	Pray.g_01587
OG0001990	Pras.g_01234	Pray.g_00859
OG0002019	Pras.g_00498	Pray.g_01571
OG0002020	Pras.g_00502	Pray.g_00890
OG0002021	Pras.g_01272	Pray.g_00904
OG0002022	Pras.g_00497	Pray.g_01572
OG0002026	Pras.g_00909	Pray.g_00259
OG0002051	Pras.g_00499	Pray.g_00887
OG0002053	Pras.g_00496	Pray.g_01573
OG0002062	Pras.g_01269	Pray.g_00902
OG0002063	Pras.g_01260	Pray.g_00894
OG0002064	Pras.g_01248	Pray.g_00874
OG0002119	Pras.g_00501	Pray.g_00888
OG0002128	Pras.g_00767	Pray.g_01387
OG0002155	Pras.g_01592	Pray.g_01750
OG0002180	Pras.g_00505	Pray.g_01581
OG0002199	Pras.g_00480	Pray.g_01582
OG0002239	Pras.g_01270	Pray.g_00903
OG0002276	Pras.g_01597	Pray.g_01754
OG0002277	Pras.g_01259	Pray.g_00893
OG0002278	Pras.g_01258	Pray.g_00892
OG0002279	Pras.g_01257	Pray.g_00891
OG0002281	Pras.g_00147	Pray.g_00266
OG0002339	Pras.g_00595	Pray.g_01514
OG0002340	Pras.g_01299	Pray.g_00913
OG0002381	Pras.g_01288	Pray.g_00886
OG0003037	Pras.g_01598	Pray.g_01753
OG0003356	Pras.g_00280	Pray.g_01797
