Orthogroup	Pras	Pray
OG0000557	Pras.g_01510	Pray.g_01129
OG0000558	Pras.g_01511	Pray.g_01128
OG0000559	Pras.g_01512	Pray.g_01127
OG0000560	Pras.g_01514	Pray.g_01125
OG0000561	Pras.g_01515	Pray.g_01124
OG0000562	Pras.g_01516	Pray.g_01123
OG0000563	Pras.g_01517	Pray.g_01122
OG0000564	Pras.g_01518	Pray.g_01121
OG0000565	Pras.g_01519	Pray.g_01120
OG0000566	Pras.g_01520	Pray.g_01119
OG0000567	Pras.g_01521	Pray.g_01118
OG0000568	Pras.g_01522	Pray.g_01117
OG0000569	Pras.g_01523	Pray.g_01116
OG0000570	Pras.g_01524	Pray.g_01115
OG0000571	Pras.g_01525	Pray.g_01114
OG0000572	Pras.g_01526	Pray.g_01113
OG0000573	Pras.g_01529	Pray.g_01110
OG0000574	Pras.g_01530	Pray.g_01109
OG0000575	Pras.g_01531	Pray.g_01108
OG0000576	Pras.g_01532	Pray.g_01107
OG0000577	Pras.g_01533	Pray.g_01106
OG0000578	Pras.g_01534	Pray.g_01105
OG0000579	Pras.g_01535	Pray.g_01104
OG0000580	Pras.g_01536	Pray.g_01103
OG0000581	Pras.g_01537	Pray.g_01102
OG0000582	Pras.g_01538	Pray.g_01101
OG0000583	Pras.g_01539	Pray.g_01100
OG0000584	Pras.g_01540	Pray.g_01099
OG0000585	Pras.g_01541	Pray.g_01098
OG0000586	Pras.g_01543	Pray.g_01096
OG0000587	Pras.g_01544	Pray.g_01095
OG0000588	Pras.g_01546	Pray.g_01093
OG0000589	Pras.g_01547	Pray.g_01092
OG0000590	Pras.g_01549	Pray.g_01090
OG0000591	Pras.g_01555	Pray.g_01084
OG0000592	Pras.g_01556	Pray.g_01083
OG0000593	Pras.g_01557	Pray.g_01082
OG0000594	Pras.g_01559	Pray.g_01080
OG0000595	Pras.g_01560	Pray.g_01079
OG0000596	Pras.g_01561	Pray.g_01078
OG0000597	Pras.g_01563	Pray.g_01076
OG0000598	Pras.g_01564	Pray.g_01075
OG0000599	Pras.g_01565	Pray.g_01074
OG0000600	Pras.g_01566	Pray.g_01073
OG0000601	Pras.g_01568	Pray.g_01071
OG0000602	Pras.g_01569	Pray.g_01070
OG0000603	Pras.g_01570	Pray.g_01069
OG0000604	Pras.g_01571	Pray.g_01068
OG0000605	Pras.g_01572	Pray.g_01067
OG0000606	Pras.g_01573	Pray.g_01066
OG0000607	Pras.g_01575	Pray.g_01064
OG0000608	Pras.g_01576	Pray.g_01063
OG0000609	Pras.g_01580	Pray.g_01059
OG0000610	Pras.g_01581	Pray.g_01058
OG0000611	Pras.g_01607	Pray.g_01039
OG0000612	Pras.g_01608	Pray.g_01038
OG0000613	Pras.g_01609	Pray.g_01037
OG0000614	Pras.g_01610	Pray.g_01036
OG0000615	Pras.g_01612	Pray.g_01034
OG0000616	Pras.g_01613	Pray.g_01033
OG0000617	Pras.g_01614	Pray.g_01032
OG0000618	Pras.g_01615	Pray.g_01031
OG0000619	Pras.g_01616	Pray.g_01030
OG0000620	Pras.g_01617	Pray.g_01029
OG0000621	Pras.g_01618	Pray.g_01028
OG0000622	Pras.g_01619	Pray.g_01027
OG0000623	Pras.g_01620	Pray.g_01026
OG0000624	Pras.g_01621	Pray.g_01025
OG0000625	Pras.g_01622	Pray.g_00269
OG0000626	Pras.g_01623	Pray.g_00270
OG0000627	Pras.g_01624	Pray.g_00271
OG0000628	Pras.g_01625	Pray.g_00272
OG0000629	Pras.g_01626	Pray.g_00273
OG0000630	Pras.g_01627	Pray.g_00274
OG0000631	Pras.g_01629	Pray.g_00276
OG0000632	Pras.g_01645	Pray.g_00289
OG0000633	Pras.g_01649	Pray.g_00293
OG0000634	Pras.g_01664	Pray.g_00306
OG0000635	Pras.g_01665	Pray.g_00313
OG0000636	Pras.g_01666	Pray.g_00314
OG0000637	Pras.g_01667	Pray.g_00315
OG0000638	Pras.g_01679	Pray.g_00326
OG0000639	Pras.g_01688	Pray.g_00335
OG0000640	Pras.g_01690	Pray.g_00337
OG0000641	Pras.g_01692	Pray.g_00339
OG0000642	Pras.g_01693	Pray.g_00340
OG0000643	Pras.g_01694	Pray.g_00341
OG0000644	Pras.g_01695	Pray.g_00342
OG0000645	Pras.g_01696	Pray.g_00343
OG0000646	Pras.g_01697	Pray.g_00344
OG0000647	Pras.g_01698	Pray.g_00345
OG0000648	Pras.g_01700	Pray.g_00347
OG0000649	Pras.g_01701	Pray.g_00348
OG0000650	Pras.g_01702	Pray.g_00349
OG0000651	Pras.g_01703	Pray.g_00350
OG0000652	Pras.g_01704	Pray.g_00351
OG0000653	Pras.g_01705	Pray.g_00352
OG0000654	Pras.g_01707	Pray.g_00354
OG0000655	Pras.g_01709	Pray.g_00356
OG0000656	Pras.g_01710	Pray.g_00357
OG0000657	Pras.g_01711	Pray.g_00358
OG0000658	Pras.g_01712	Pray.g_00359
OG0000659	Pras.g_01713	Pray.g_00360
OG0000660	Pras.g_01714	Pray.g_00361
OG0000661	Pras.g_01715	Pray.g_00362
OG0000662	Pras.g_01716	Pray.g_00363
OG0000663	Pras.g_01717	Pray.g_00364
OG0000664	Pras.g_01718	Pray.g_00365
OG0000665	Pras.g_01719	Pray.g_00366
OG0000666	Pras.g_01720	Pray.g_00367
OG0000667	Pras.g_01721	Pray.g_00368
OG0000668	Pras.g_01722	Pray.g_00369
OG0000669	Pras.g_01724	Pray.g_00371
OG0000670	Pras.g_01725	Pray.g_00372
OG0000671	Pras.g_01726	Pray.g_00373
OG0000672	Pras.g_01727	Pray.g_00374
OG0000673	Pras.g_01728	Pray.g_00375
OG0000674	Pras.g_01729	Pray.g_00376
OG0000675	Pras.g_01731	Pray.g_00378
OG0000676	Pras.g_01732	Pray.g_00379
OG0000677	Pras.g_01734	Pray.g_00382
OG0000678	Pras.g_01736	Pray.g_00384
OG0000679	Pras.g_01737	Pray.g_00385
OG0000680	Pras.g_01738	Pray.g_00386
OG0000681	Pras.g_01739	Pray.g_00387
OG0000682	Pras.g_01740	Pray.g_00388
OG0000683	Pras.g_01742	Pray.g_00390
OG0000684	Pras.g_01743	Pray.g_00391
OG0000685	Pras.g_01744	Pray.g_00392
OG0000686	Pras.g_01745	Pray.g_00393
OG0000687	Pras.g_01746	Pray.g_00394
OG0000688	Pras.g_01747	Pray.g_00395
OG0000689	Pras.g_01748	Pray.g_00396
OG0000690	Pras.g_01749	Pray.g_00397
OG0000691	Pras.g_01750	Pray.g_00398
OG0000692	Pras.g_01752	Pray.g_00400
OG0000693	Pras.g_01753	Pray.g_00401
OG0000694	Pras.g_01754	Pray.g_00402
OG0000695	Pras.g_01755	Pray.g_00403
OG0000696	Pras.g_01756	Pray.g_00404
OG0000697	Pras.g_01758	Pray.g_00406
OG0000698	Pras.g_01760	Pray.g_00408
OG0000699	Pras.g_01761	Pray.g_00409
OG0000700	Pras.g_01788	Pray.g_00436
OG0000701	Pras.g_01791	Pray.g_00440
OG0000702	Pras.g_01792	Pray.g_00443
OG0000703	Pras.g_01793	Pray.g_00444
OG0000704	Pras.g_01794	Pray.g_00445
OG0000705	Pras.g_01795	Pray.g_00446
OG0000706	Pras.g_01796	Pray.g_00447
OG0000707	Pras.g_01798	Pray.g_00449
OG0000708	Pras.g_01799	Pray.g_00450
OG0000709	Pras.g_01801	Pray.g_00452
OG0000710	Pras.g_01802	Pray.g_00453
OG0000711	Pras.g_01803	Pray.g_00454
OG0000712	Pras.g_01804	Pray.g_00455
OG0000713	Pras.g_01805	Pray.g_00456
OG0000714	Pras.g_01807	Pray.g_00458
OG0000715	Pras.g_01808	Pray.g_00459
OG0000716	Pras.g_01810	Pray.g_00461
OG0000717	Pras.g_01811	Pray.g_00462
OG0000718	Pras.g_01812	Pray.g_00463
OG0000719	Pras.g_01814	Pray.g_00465
OG0000720	Pras.g_01815	Pray.g_00466
OG0000721	Pras.g_01818	Pray.g_00469
OG0000722	Pras.g_01819	Pray.g_00470
OG0000723	Pras.g_01820	Pray.g_00471
OG0000724	Pras.g_01821	Pray.g_00473
OG0000725	Pras.g_01822	Pray.g_00474
OG0000726	Pras.g_01823	Pray.g_00475
OG0000727	Pras.g_01824	Pray.g_00476
OG0000728	Pras.g_01825	Pray.g_00477
OG0000729	Pras.g_01826	Pray.g_00478
OG0000730	Pras.g_01827	Pray.g_00479
OG0000731	Pras.g_01828	Pray.g_00480
OG0000732	Pras.g_01829	Pray.g_00481
OG0000733	Pras.g_01830	Pray.g_00482
OG0000734	Pras.g_01831	Pray.g_00483
OG0000735	Pras.g_01833	Pray.g_00485
OG0000736	Pras.g_01834	Pray.g_00486
OG0000737	Pras.g_01835	Pray.g_00487
OG0000738	Pras.g_01836	Pray.g_00488
OG0000739	Pras.g_01837	Pray.g_00489
OG0000740	Pras.g_01838	Pray.g_00490
OG0000741	Pras.g_01839	Pray.g_00491
OG0000742	Pras.g_01841	Pray.g_00493
OG0000743	Pras.g_01842	Pray.g_00494
OG0000744	Pras.g_01843	Pray.g_00495
OG0000745	Pras.g_01844	Pray.g_00496
OG0000746	Pras.g_01845	Pray.g_00497
OG0000747	Pras.g_01846	Pray.g_00498
OG0000748	Pras.g_01847	Pray.g_00499
OG0000749	Pras.g_01848	Pray.g_00500
OG0000750	Pras.g_01849	Pray.g_00501
OG0000751	Pras.g_01850	Pray.g_00502
OG0000752	Pras.g_01851	Pray.g_00503
OG0000753	Pras.g_01853	Pray.g_00505
OG0000754	Pras.g_01854	Pray.g_00506
OG0000755	Pras.g_01855	Pray.g_00507
OG0000756	Pras.g_01856	Pray.g_00508
OG0000757	Pras.g_01857	Pray.g_00509
OG0000758	Pras.g_01858	Pray.g_00510
OG0000759	Pras.g_01860	Pray.g_00512
OG0000760	Pras.g_01861	Pray.g_00513
OG0000761	Pras.g_01862	Pray.g_00514
OG0000762	Pras.g_01864	Pray.g_00516
OG0000763	Pras.g_01865	Pray.g_00517
OG0000764	Pras.g_01866	Pray.g_00518
OG0000765	Pras.g_01867	Pray.g_00519
OG0000766	Pras.g_01868	Pray.g_00520
OG0000767	Pras.g_01870	Pray.g_00522
OG0000768	Pras.g_01871	Pray.g_00523
OG0000769	Pras.g_01872	Pray.g_00524
OG0000770	Pras.g_01873	Pray.g_00525
OG0000771	Pras.g_01874	Pray.g_00526
OG0000772	Pras.g_01875	Pray.g_00527
OG0000773	Pras.g_01876	Pray.g_00528
OG0000774	Pras.g_01877	Pray.g_00529
OG0000775	Pras.g_01878	Pray.g_00530
OG0000776	Pras.g_01881	Pray.g_00532
OG0000777	Pras.g_01883	Pray.g_00534
OG0000778	Pras.g_01884	Pray.g_00535
OG0000779	Pras.g_01885	Pray.g_00536
OG0000780	Pras.g_01887	Pray.g_00538
OG0000781	Pras.g_01889	Pray.g_00540
OG0000782	Pras.g_01890	Pray.g_00541
OG0000783	Pras.g_01903	Pray.g_00553
OG0000784	Pras.g_01905	Pray.g_00555
OG0000785	Pras.g_01906	Pray.g_00556
OG0000786	Pras.g_01907	Pray.g_00557
OG0000787	Pras.g_01908	Pray.g_00558
OG0000788	Pras.g_01912	Pray.g_00562
OG0000789	Pras.g_01914	Pray.g_00564
OG0000790	Pras.g_01915	Pray.g_00565
OG0000791	Pras.g_01916	Pray.g_00566
OG0000792	Pras.g_01917	Pray.g_00567
OG0000793	Pras.g_01918	Pray.g_00568
OG0000794	Pras.g_01920	Pray.g_00570
OG0000795	Pras.g_01923	Pray.g_00573
OG0000796	Pras.g_01924	Pray.g_00574
OG0000797	Pras.g_01926	Pray.g_00576
OG0000798	Pras.g_01927	Pray.g_00577
OG0000799	Pras.g_01928	Pray.g_00578
OG0000800	Pras.g_01929	Pray.g_00579
OG0000801	Pras.g_01932	Pray.g_00582
OG0000802	Pras.g_01933	Pray.g_00583
OG0000803	Pras.g_01935	Pray.g_00585
OG0000804	Pras.g_01936	Pray.g_00586
OG0000805	Pras.g_01937	Pray.g_00587
OG0000806	Pras.g_01939	Pray.g_00589
OG0000807	Pras.g_01964	Pray.g_00614
OG0000808	Pras.g_01973	Pray.g_00623
OG0000809	Pras.g_01976	Pray.g_00626
OG0000810	Pras.g_01977	Pray.g_00627
OG0000811	Pras.g_01984	Pray.g_00634
OG0000812	Pras.g_01988	Pray.g_00132
OG0000813	Pras.g_01992	Pray.g_00128
OG0000814	Pras.g_01994	Pray.g_00126
OG0000815	Pras.g_00009	Pray.g_00112
OG0000816	Pras.g_00024	Pray.g_00096
OG0000817	Pras.g_00025	Pray.g_00095
OG0000818	Pras.g_00030	Pray.g_00090
OG0000819	Pras.g_00037	Pray.g_00083
OG0000820	Pras.g_00041	Pray.g_00079
OG0000821	Pras.g_00043	Pray.g_00077
OG0000822	Pras.g_00044	Pray.g_00076
OG0000823	Pras.g_00045	Pray.g_00075
OG0000824	Pras.g_00046	Pray.g_00074
OG0000825	Pras.g_00047	Pray.g_00073
OG0000826	Pras.g_00048	Pray.g_00072
OG0000827	Pras.g_00049	Pray.g_00071
OG0000828	Pras.g_00050	Pray.g_00070
OG0000829	Pras.g_00051	Pray.g_00069
OG0000830	Pras.g_00052	Pray.g_00068
OG0000831	Pras.g_00055	Pray.g_00065
OG0000832	Pras.g_00057	Pray.g_00063
OG0000833	Pras.g_00058	Pray.g_00062
OG0000834	Pras.g_00059	Pray.g_00060
OG0000835	Pras.g_00060	Pray.g_00059
OG0000836	Pras.g_00061	Pray.g_00058
OG0000837	Pras.g_00063	Pray.g_00056
OG0000838	Pras.g_00064	Pray.g_00055
OG0000839	Pras.g_00065	Pray.g_00054
OG0000840	Pras.g_00066	Pray.g_00053
OG0000841	Pras.g_00067	Pray.g_00052
OG0000842	Pras.g_00068	Pray.g_00051
OG0000843	Pras.g_00069	Pray.g_00050
OG0000844	Pras.g_00070	Pray.g_00049
OG0000845	Pras.g_00071	Pray.g_00048
OG0000846	Pras.g_00074	Pray.g_00045
OG0000847	Pras.g_00076	Pray.g_00043
OG0000848	Pras.g_00077	Pray.g_00042
OG0000849	Pras.g_00078	Pray.g_00041
OG0000850	Pras.g_00079	Pray.g_00040
OG0000851	Pras.g_00080	Pray.g_00039
OG0000852	Pras.g_00082	Pray.g_00037
OG0000853	Pras.g_00083	Pray.g_00036
OG0000854	Pras.g_00085	Pray.g_00034
OG0000855	Pras.g_00086	Pray.g_00033
OG0000856	Pras.g_00087	Pray.g_00032
OG0000857	Pras.g_00088	Pray.g_00031
OG0000858	Pras.g_00089	Pray.g_00030
OG0000859	Pras.g_00090	Pray.g_00029
OG0000860	Pras.g_00091	Pray.g_00028
OG0000861	Pras.g_00092	Pray.g_00027
OG0000862	Pras.g_00093	Pray.g_00026
OG0000863	Pras.g_00094	Pray.g_00025
OG0000864	Pras.g_00095	Pray.g_00024
OG0000865	Pras.g_00097	Pray.g_00023
OG0000866	Pras.g_00098	Pray.g_00022
OG0000867	Pras.g_00099	Pray.g_00021
OG0000868	Pras.g_00100	Pray.g_00020
OG0000869	Pras.g_00102	Pray.g_00018
OG0000870	Pras.g_00103	Pray.g_00017
OG0000871	Pras.g_00105	Pray.g_00015
OG0000872	Pras.g_00106	Pray.g_00014
OG0000873	Pras.g_00108	Pray.g_00012
OG0000874	Pras.g_00109	Pray.g_00011
OG0000875	Pras.g_00110	Pray.g_00010
OG0000876	Pras.g_00111	Pray.g_00009
OG0000877	Pras.g_00113	Pray.g_00007
OG0000878	Pras.g_00178	Pray.g_01895
OG0000879	Pras.g_00197	Pray.g_01881
OG0000880	Pras.g_00198	Pray.g_01880
OG0000881	Pras.g_00199	Pray.g_01879
OG0000882	Pras.g_00200	Pray.g_01878
OG0000883	Pras.g_00201	Pray.g_01877
OG0000884	Pras.g_00204	Pray.g_01875
OG0000885	Pras.g_00205	Pray.g_01874
OG0000886	Pras.g_00206	Pray.g_01873
OG0000887	Pras.g_00207	Pray.g_01872
OG0000888	Pras.g_00208	Pray.g_01871
OG0000889	Pras.g_00211	Pray.g_01868
OG0000890	Pras.g_00212	Pray.g_01867
OG0000891	Pras.g_00213	Pray.g_01866
OG0000892	Pras.g_00214	Pray.g_01864
OG0000893	Pras.g_00216	Pray.g_01863
OG0000894	Pras.g_00217	Pray.g_01862
OG0000895	Pras.g_00218	Pray.g_01861
OG0000896	Pras.g_00219	Pray.g_01860
OG0000897	Pras.g_00220	Pray.g_01859
OG0000898	Pras.g_00223	Pray.g_01857
OG0000899	Pras.g_00224	Pray.g_01856
OG0000900	Pras.g_00232	Pray.g_01847
OG0000901	Pras.g_00236	Pray.g_01843
OG0000902	Pras.g_00237	Pray.g_01842
OG0000903	Pras.g_00238	Pray.g_01841
OG0000904	Pras.g_00240	Pray.g_01839
OG0000905	Pras.g_00242	Pray.g_01837
OG0000906	Pras.g_00244	Pray.g_01835
OG0000907	Pras.g_00245	Pray.g_01834
OG0000908	Pras.g_00248	Pray.g_01831
OG0000909	Pras.g_00252	Pray.g_01827
OG0000910	Pras.g_00253	Pray.g_01826
OG0000911	Pras.g_00254	Pray.g_01825
OG0000912	Pras.g_00255	Pray.g_01824
OG0000913	Pras.g_00256	Pray.g_01823
OG0000914	Pras.g_00257	Pray.g_01822
OG0000915	Pras.g_00258	Pray.g_01821
OG0000916	Pras.g_00259	Pray.g_01820
OG0000917	Pras.g_00260	Pray.g_01819
OG0000918	Pras.g_00261	Pray.g_01818
OG0000919	Pras.g_00262	Pray.g_01817
OG0000920	Pras.g_00263	Pray.g_01816
OG0000921	Pras.g_00264	Pray.g_01815
OG0000922	Pras.g_00265	Pray.g_01814
OG0000923	Pras.g_00266	Pray.g_01813
OG0000924	Pras.g_00267	Pray.g_01812
OG0000925	Pras.g_00268	Pray.g_01811
OG0000926	Pras.g_00289	Pray.g_01787
OG0000927	Pras.g_00332	Pray.g_01740
OG0000928	Pras.g_00333	Pray.g_01739
OG0000929	Pras.g_00334	Pray.g_01738
OG0000930	Pras.g_00335	Pray.g_01737
OG0000931	Pras.g_00336	Pray.g_01736
OG0000932	Pras.g_00338	Pray.g_01734
OG0000933	Pras.g_00339	Pray.g_01733
OG0000934	Pras.g_00340	Pray.g_01732
OG0000935	Pras.g_00341	Pray.g_01731
OG0000936	Pras.g_00342	Pray.g_01730
OG0000937	Pras.g_00343	Pray.g_01729
OG0000938	Pras.g_00344	Pray.g_01728
OG0000939	Pras.g_00345	Pray.g_01727
OG0000940	Pras.g_00346	Pray.g_01726
OG0000941	Pras.g_00348	Pray.g_01724
OG0000942	Pras.g_00349	Pray.g_01723
OG0000943	Pras.g_00352	Pray.g_01720
OG0000944	Pras.g_00353	Pray.g_01719
OG0000945	Pras.g_00354	Pray.g_01718
OG0000946	Pras.g_00355	Pray.g_01717
OG0000947	Pras.g_00356	Pray.g_01716
OG0000948	Pras.g_00357	Pray.g_01715
OG0000949	Pras.g_00358	Pray.g_01714
OG0000950	Pras.g_00359	Pray.g_01713
OG0000951	Pras.g_00360	Pray.g_01712
OG0000952	Pras.g_00361	Pray.g_01711
OG0000953	Pras.g_00362	Pray.g_01710
OG0000954	Pras.g_00363	Pray.g_01709
OG0000955	Pras.g_00364	Pray.g_01708
OG0000956	Pras.g_00365	Pray.g_01707
OG0000957	Pras.g_00366	Pray.g_01706
OG0000958	Pras.g_00367	Pray.g_01705
OG0000959	Pras.g_00368	Pray.g_01704
OG0000960	Pras.g_00369	Pray.g_01703
OG0000961	Pras.g_00373	Pray.g_01699
OG0000962	Pras.g_00374	Pray.g_01698
OG0000963	Pras.g_00375	Pray.g_01697
OG0000964	Pras.g_00377	Pray.g_01695
OG0000965	Pras.g_00378	Pray.g_01694
OG0000966	Pras.g_00379	Pray.g_01693
OG0000967	Pras.g_00380	Pray.g_01692
OG0000968	Pras.g_00381	Pray.g_01691
OG0000969	Pras.g_00382	Pray.g_01690
OG0000970	Pras.g_00384	Pray.g_01689
OG0000971	Pras.g_00385	Pray.g_01688
OG0000972	Pras.g_00386	Pray.g_01687
OG0000973	Pras.g_00387	Pray.g_01686
OG0000974	Pras.g_00389	Pray.g_01684
OG0000975	Pras.g_00392	Pray.g_01681
OG0000976	Pras.g_00394	Pray.g_01679
OG0000977	Pras.g_00395	Pray.g_01678
OG0000978	Pras.g_00396	Pray.g_01677
OG0000979	Pras.g_00399	Pray.g_01675
OG0000980	Pras.g_00400	Pray.g_01674
OG0000981	Pras.g_00401	Pray.g_01673
OG0000982	Pras.g_00402	Pray.g_01672
OG0000983	Pras.g_00405	Pray.g_01670
OG0000984	Pras.g_00406	Pray.g_01669
OG0000985	Pras.g_00407	Pray.g_01668
OG0000986	Pras.g_00408	Pray.g_01667
OG0000987	Pras.g_00409	Pray.g_01666
OG0000988	Pras.g_00410	Pray.g_01665
OG0000989	Pras.g_00411	Pray.g_01664
OG0000990	Pras.g_00412	Pray.g_01663
OG0000991	Pras.g_00413	Pray.g_01662
OG0000992	Pras.g_00414	Pray.g_01661
OG0000993	Pras.g_00415	Pray.g_01660
OG0000994	Pras.g_00416	Pray.g_01659
OG0000995	Pras.g_00417	Pray.g_01658
OG0000996	Pras.g_00418	Pray.g_01657
OG0000997	Pras.g_00419	Pray.g_01656
OG0000998	Pras.g_00420	Pray.g_01655
OG0000999	Pras.g_00421	Pray.g_01654
OG0001000	Pras.g_00422	Pray.g_01653
OG0001001	Pras.g_00424	Pray.g_01651
OG0001002	Pras.g_00425	Pray.g_01650
OG0001003	Pras.g_00426	Pray.g_01649
OG0001004	Pras.g_00427	Pray.g_01648
OG0001005	Pras.g_00428	Pray.g_01647
OG0001006	Pras.g_00429	Pray.g_01646
OG0001007	Pras.g_00430	Pray.g_01645
OG0001008	Pras.g_00432	Pray.g_01643
OG0001009	Pras.g_00433	Pray.g_01642
OG0001010	Pras.g_00441	Pray.g_01634
OG0001011	Pras.g_00448	Pray.g_01627
OG0001012	Pras.g_00473	Pray.g_01600
OG0001013	Pras.g_00544	Pray.g_01565
OG0001014	Pras.g_00545	Pray.g_01564
OG0001015	Pras.g_00551	Pray.g_01558
OG0001016	Pras.g_00552	Pray.g_01557
OG0001017	Pras.g_00553	Pray.g_01556
OG0001018	Pras.g_00554	Pray.g_01555
OG0001019	Pras.g_00556	Pray.g_01553
OG0001020	Pras.g_00557	Pray.g_01552
OG0001021	Pras.g_00558	Pray.g_01551
OG0001022	Pras.g_00559	Pray.g_01550
OG0001023	Pras.g_00560	Pray.g_01549
OG0001024	Pras.g_00561	Pray.g_01548
OG0001025	Pras.g_00562	Pray.g_01547
OG0001026	Pras.g_00564	Pray.g_01545
OG0001027	Pras.g_00565	Pray.g_01544
OG0001028	Pras.g_00566	Pray.g_01543
OG0001029	Pras.g_00567	Pray.g_01542
OG0001030	Pras.g_00568	Pray.g_01541
OG0001031	Pras.g_00569	Pray.g_01540
OG0001032	Pras.g_00570	Pray.g_01539
OG0001033	Pras.g_00571	Pray.g_01538
OG0001034	Pras.g_00572	Pray.g_01537
OG0001035	Pras.g_00574	Pray.g_01535
OG0001036	Pras.g_00575	Pray.g_01534
OG0001037	Pras.g_00576	Pray.g_01533
OG0001038	Pras.g_00577	Pray.g_01532
OG0001039	Pras.g_00578	Pray.g_01531
OG0001040	Pras.g_00579	Pray.g_01530
OG0001041	Pras.g_00580	Pray.g_01529
OG0001042	Pras.g_00581	Pray.g_01528
OG0001043	Pras.g_00582	Pray.g_01527
OG0001044	Pras.g_00583	Pray.g_01526
OG0001045	Pras.g_00584	Pray.g_01525
OG0001046	Pras.g_00585	Pray.g_01524
OG0001047	Pras.g_00588	Pray.g_01521
OG0001048	Pras.g_00590	Pray.g_01519
OG0001049	Pras.g_00591	Pray.g_01518
OG0001050	Pras.g_00592	Pray.g_01517
OG0001051	Pras.g_00593	Pray.g_01516
OG0001052	Pras.g_00594	Pray.g_01515
OG0001053	Pras.g_00596	Pray.g_01513
OG0001054	Pras.g_00598	Pray.g_01512
OG0001055	Pras.g_00599	Pray.g_01511
OG0001056	Pras.g_00600	Pray.g_01510
OG0001057	Pras.g_00601	Pray.g_01509
OG0001058	Pras.g_00602	Pray.g_01508
OG0001059	Pras.g_00603	Pray.g_01507
OG0001060	Pras.g_00604	Pray.g_01506
OG0001061	Pras.g_00605	Pray.g_01505
OG0001062	Pras.g_00606	Pray.g_01504
OG0001063	Pras.g_00607	Pray.g_01503
OG0001064	Pras.g_00609	Pray.g_01229
OG0001065	Pras.g_00613	Pray.g_01234
OG0001066	Pras.g_00614	Pray.g_01235
OG0001067	Pras.g_00615	Pray.g_01236
OG0001068	Pras.g_00617	Pray.g_01238
OG0001069	Pras.g_00618	Pray.g_01239
OG0001070	Pras.g_00619	Pray.g_01240
OG0001071	Pras.g_00620	Pray.g_01241
OG0001072	Pras.g_00621	Pray.g_01242
OG0001073	Pras.g_00622	Pray.g_01243
OG0001074	Pras.g_00623	Pray.g_01244
OG0001075	Pras.g_00624	Pray.g_01245
OG0001076	Pras.g_00625	Pray.g_01246
OG0001077	Pras.g_00626	Pray.g_01247
OG0001078	Pras.g_00627	Pray.g_01248
OG0001079	Pras.g_00628	Pray.g_01249
OG0001080	Pras.g_00629	Pray.g_01250
OG0001081	Pras.g_00632	Pray.g_01253
OG0001082	Pras.g_00633	Pray.g_01254
OG0001083	Pras.g_00634	Pray.g_01255
OG0001084	Pras.g_00636	Pray.g_01257
OG0001085	Pras.g_00637	Pray.g_01258
OG0001086	Pras.g_00638	Pray.g_01259
OG0001087	Pras.g_00639	Pray.g_01260
OG0001088	Pras.g_00640	Pray.g_01261
OG0001089	Pras.g_00645	Pray.g_01264
OG0001090	Pras.g_00647	Pray.g_01266
OG0001091	Pras.g_00648	Pray.g_01267
OG0001092	Pras.g_00649	Pray.g_01268
OG0001093	Pras.g_00650	Pray.g_01269
OG0001094	Pras.g_00651	Pray.g_01270
OG0001095	Pras.g_00652	Pray.g_01271
OG0001096	Pras.g_00653	Pray.g_01272
OG0001097	Pras.g_00654	Pray.g_01273
OG0001098	Pras.g_00655	Pray.g_01274
OG0001099	Pras.g_00656	Pray.g_01275
OG0001100	Pras.g_00657	Pray.g_01276
OG0001101	Pras.g_00658	Pray.g_01277
OG0001102	Pras.g_00659	Pray.g_01278
OG0001103	Pras.g_00660	Pray.g_01279
OG0001104	Pras.g_00661	Pray.g_01280
OG0001105	Pras.g_00662	Pray.g_01281
OG0001106	Pras.g_00663	Pray.g_01282
OG0001107	Pras.g_00664	Pray.g_01283
OG0001108	Pras.g_00665	Pray.g_01284
OG0001109	Pras.g_00666	Pray.g_01285
OG0001110	Pras.g_00667	Pray.g_01286
OG0001111	Pras.g_00668	Pray.g_01287
OG0001112	Pras.g_00669	Pray.g_01288
OG0001113	Pras.g_00670	Pray.g_01289
OG0001114	Pras.g_00671	Pray.g_01290
OG0001115	Pras.g_00672	Pray.g_01291
OG0001116	Pras.g_00673	Pray.g_01292
OG0001117	Pras.g_00674	Pray.g_01293
OG0001118	Pras.g_00675	Pray.g_01294
OG0001119	Pras.g_00676	Pray.g_01295
OG0001120	Pras.g_00677	Pray.g_01296
OG0001121	Pras.g_00679	Pray.g_01298
OG0001122	Pras.g_00680	Pray.g_01299
OG0001123	Pras.g_00681	Pray.g_01300
OG0001124	Pras.g_00683	Pray.g_01302
OG0001125	Pras.g_00685	Pray.g_01304
OG0001126	Pras.g_00686	Pray.g_01305
OG0001127	Pras.g_00688	Pray.g_01307
OG0001128	Pras.g_00689	Pray.g_01308
OG0001129	Pras.g_00690	Pray.g_01309
OG0001130	Pras.g_00693	Pray.g_01312
OG0001131	Pras.g_00694	Pray.g_01313
OG0001132	Pras.g_00695	Pray.g_01314
OG0001133	Pras.g_00696	Pray.g_01315
OG0001134	Pras.g_00697	Pray.g_01316
OG0001135	Pras.g_00698	Pray.g_01317
OG0001136	Pras.g_00699	Pray.g_01318
OG0001137	Pras.g_00700	Pray.g_01319
OG0001138	Pras.g_00701	Pray.g_01320
