Orthogroup	Syat	Syak
OG0002160	Syat.g_02996	Syak.g_00690
OG0002161	Syat.g_01272, Syat.g_02653	Syak.g_01007
OG0002163	Syat.g_02644	Syak.g_01914, Syak.g_01920, Syak.g_01911
OG0002166	Syat.g_03397	Syak.g_00693
OG0002167	Syat.g_01778	Syak.g_00060
OG0002170	Syat.g_01618	Syak.g_01249
OG0002172	Syat.g_02739	Syak.g_01999
OG0002173	Syat.g_02754	Syak.g_02014
OG0002174	Syat.g_02511	Syak.g_01890
OG0002179	Syat.g_02153	Syak.g_01563
OG0002180	Syat.g_02069	Syak.g_01467
OG0002181	Syat.g_02001	Syak.g_01437
OG0002182	Syat.g_03097	Syak.g_01418
OG0002183	Syat.g_01529	Syak.g_02221
OG0002184	Syat.g_01525	Syak.g_02225
OG0002185	Syat.g_01487	Syak.g_02237
OG0002186	Syat.g_03045	Syak.g_02389
OG0002187	Syat.g_03046	Syak.g_02390
OG0002188	Syat.g_03118	Syak.g_02421
OG0002189	Syat.g_03117	Syak.g_02422
OG0002190	Syat.g_03080	Syak.g_02464
OG0002191	Syat.g_02668, Syat.g_01001	Syak.g_01197
OG0002192	Syat.g_00298	Syak.g_00864
OG0002194	Syat.g_00889	Syak.g_00677
OG0002195	Syat.g_00434	Syak.g_00378
OG0002196	Syat.g_00464	Syak.g_00420
OG0002197	Syat.g_00541	Syak.g_00468
OG0002198	Syat.g_02588	Syak.g_00055
OG0002199	Syat.g_00393	Syak.g_00050
OG0002200	Syat.g_01225	Syak.g_01042
OG0002201	Syat.g_00004	Syak.g_02741
OG0002202	Syat.g_00005	Syak.g_02740
OG0002203	Syat.g_00006	Syak.g_02739
OG0002204	Syat.g_00029	Syak.g_02720
OG0002205	Syat.g_00047	Syak.g_02700
OG0002206	Syat.g_00058, Syat.g_01056	Syak.g_02688
OG0002207	Syat.g_00068	Syak.g_02678
OG0002208	Syat.g_03165	Syak.g_02568
OG0002209	Syat.g_01606	Syak.g_01238
OG0002210	Syat.g_01627	Syak.g_01277
OG0002211	Syat.g_01789	Syak.g_01313
OG0002212	Syat.g_02702	Syak.g_01954
OG0002213	Syat.g_02697	Syak.g_01950
OG0002214	Syat.g_02401	Syak.g_01815
OG0002229	Syat.g_02254	Syak.g_01705
OG0002231	Syat.g_00444, Syat.g_00098	Syak.g_00924
OG0002238	Syat.g_00491	Syak.g_00285
OG0002239	Syat.g_01095	Syak.g_02442
OG0002241	Syat.g_01398	Syak.g_01135
OG0002243	Syat.g_02803	Syak.g_01961
OG0002247	Syat.g_00054	Syak.g_02693
OG0002250	Syat.g_01530	Syak.g_02220
OG0002251	Syat.g_03077	Syak.g_02467
OG0002252	Syat.g_02625	Syak.g_02373, Syak.g_01395
OG0002253	Syat.g_01145	Syak.g_00923
OG0002254	Syat.g_00691	Syak.g_00663
OG0002255	Syat.g_00556	Syak.g_00483
OG0002256	Syat.g_00179	Syak.g_00224
OG0002257	Syat.g_01714	Syak.g_00104
OG0002258	Syat.g_00030	Syak.g_02719
OG0002259	Syat.g_03274	Syak.g_02644
OG0002260	Syat.g_00883	Syak.g_00682
OG0002277	Syat.g_02270	Syak.g_01720
OG0002288	Syat.g_00915	Syak.g_02637
OG0002289	Syat.g_01401	Syak.g_01137
OG0002290	Syat.g_01453	Syak.g_01159, Syak.g_01153
OG0002292	Syat.g_02822	Syak.g_02069
OG0002296	Syat.g_01332	Syak.g_01070
OG0002297	Syat.g_01433	Syak.g_01052
OG0002298	Syat.g_00559	Syak.g_00487
OG0002300	Syat.g_00977	Syak.g_00101
OG0002302	Syat.g_01307	Syak.g_02553
OG0002305	Syat.g_01576	Syak.g_02187
OG0002307	Syat.g_00447	Syak.g_00971, Syak.g_00765
OG0002308	Syat.g_03129, Syat.g_00470	Syak.g_00425
OG0002309	Syat.g_00722	Syak.g_00607
OG0002330	Syat.g_01093	Syak.g_00716
OG0002332	Syat.g_00492	Syak.g_00284
OG0002333	Syat.g_00490	Syak.g_00286
OG0002335	Syat.g_02353, Syat.g_02025	Syak.g_02647
OG0002343	Syat.g_01871	Syak.g_01408
OG0002347	Syat.g_03036	Syak.g_02378
OG0002348	Syat.g_02603	Syak.g_00243
OG0002349	Syat.g_03010	Syak.g_02357
OG0002354	Syat.g_00577	Syak.g_00502
OG0002355	Syat.g_01013	Syak.g_00244
OG0002357	Syat.g_02661	Syak.g_00100
OG0002358	Syat.g_01520	Syak.g_01193
OG0002359	Syat.g_01340	Syak.g_01078
OG0002382	Syat.g_03179	Syak.g_02583
OG0002387	Syat.g_02117	Syak.g_01510
OG0002391	Syat.g_02932	Syak.g_02164
OG0002396	Syat.g_01817	Syak.g_01340
OG0002401	Syat.g_00630	Syak.g_00883
OG0002402	Syat.g_00791	Syak.g_00758
OG0002403	Syat.g_00821	Syak.g_00821
OG0002404	Syat.g_01875	Syak.g_01497
OG0002409	Syat.g_02505	Syak.g_01894
OG0002410	Syat.g_02412	Syak.g_01824
OG0002411	Syat.g_00519	Syak.g_00617
OG0002430	Syat.g_01100	Syak.g_02634
OG0002431	Syat.g_01101	Syak.g_02633
OG0002440	Syat.g_00706	Syak.g_00647
OG0002443	Syat.g_00335	Syak.g_02039
OG0002444	Syat.g_01360	Syak.g_01010
OG0002447	Syat.g_01399	Syak.g_01136
OG0002463	Syat.g_00337	Syak.g_00792
OG0002464	Syat.g_01484	Syak.g_02240
OG0002466	Syat.g_02995	Syak.g_02338
OG0002469	Syat.g_00908	Syak.g_00817
OG0002473	Syat.g_01498	Syak.g_02085
OG0002474	Syat.g_00713	Syak.g_01361
OG0002475	Syat.g_01339	Syak.g_01077
OG0002476	Syat.g_01671	Syak.g_00160
OG0002494	Syat.g_00034	Syak.g_02712
OG0002496	Syat.g_02437	Syak.g_01397
OG0002519	Syat.g_02425	Syak.g_01567
OG0002522	Syat.g_02984	Syak.g_02484
OG0002527	Syat.g_00835	Syak.g_00222
OG0002528	Syat.g_00833	Syak.g_00220
OG0002529	Syat.g_01427	Syak.g_00187
OG0002537	Syat.g_02827	Syak.g_00051
OG0002539	Syat.g_02674	Syak.g_01927
OG0002541	Syat.g_01628	Syak.g_01278
OG0002542	Syat.g_03396	Syak.g_00620
OG0002543	Syat.g_02676	Syak.g_01929
OG0002565	Syat.g_03291	Syak.g_02272
OG0002566	Syat.g_02065	Syak.g_02382
OG0002572	Syat.g_01014	Syak.g_02758
OG0002573	Syat.g_01361	Syak.g_01009
OG0002577	Syat.g_00329	Syak.g_01177
OG0002580	Syat.g_02514	Syak.g_01883
OG0002589	Syat.g_01757, Syat.g_01691	Syak.g_00199
OG0002592	Syat.g_02707	Syak.g_01960
OG0002593	Syat.g_02985	Syak.g_02486
OG0002598	Syat.g_00970	Syak.g_00099
OG0002601	Syat.g_00834	Syak.g_00221
OG0002602	Syat.g_02441	Syak.g_00247
OG0002607	Syat.g_01370	Syak.g_01117
OG0002611	Syat.g_02426	Syak.g_01565
OG0002677	Syat.g_01996	Syak.g_01433
OG0002678	Syat.g_00688	Syak.g_00058
OG0002679	Syat.g_01008	Syak.g_00769
OG0002680	Syat.g_00692	Syak.g_00660
OG0002681	Syat.g_02562, Syat.g_02574	Syak.g_02659
OG0002683	Syat.g_01403	Syak.g_01141
OG0002685	Syat.g_01010	Syak.g_00167
OG0002700	Syat.g_03378	Syak.g_02288
OG0002709	Syat.g_02484	Syak.g_02265, Syak.g_00979, Syak.g_02533
OG0002717	Syat.g_02006	Syak.g_02023
OG0002721	Syat.g_03161	Syak.g_00110
OG0002724	Syat.g_01745, Syat.g_01744, Syat.g_01736, Syat.g_01737	Syak.g_02527
OG0002731	Syat.g_00687	Syak.g_02036
OG0002743	Syat.g_01050	Syak.g_00530
OG0002747	Syat.g_01009	Syak.g_00013
OG0002750	Syat.g_00763	Syak.g_02648, Syak.g_02649
OG0002753	Syat.g_03391	Syak.g_02316
OG0002755	Syat.g_00828	Syak.g_01001
OG0002757	Syat.g_00913	Syak.g_00823
OG0002760	Syat.g_03406	Syak.g_02751
OG0002761	Syat.g_02564	Syak.g_00064
OG0002763	Syat.g_01944	Syak.g_01096
OG0002765	Syat.g_03351, Syat.g_03354, Syat.g_00875, Syat.g_03350	Syak.g_00312
OG0002787	Syat.g_01946	Syak.g_00301
OG0002788	Syat.g_01947	Syak.g_00302
OG0002789	Syat.g_01948	Syak.g_00303
OG0002790	Syat.g_01949	Syak.g_00304
OG0002791	Syat.g_01950	Syak.g_00305
OG0002792	Syat.g_01951	Syak.g_00306
OG0002793	Syat.g_01952	Syak.g_00307
OG0002844	Syat.g_01204	Syak.g_01528
OG0002845	Syat.g_01311	Syak.g_01666
OG0002855	Syat.g_01052	Syak.g_00543
OG0002864	Syat.g_00654	Syak.g_01161
OG0002868	Syat.g_02386	Syak.g_02040
OG0002879	Syat.g_01697	Syak.g_00191
OG0002892	Syat.g_01895	Syak.g_00308
OG0002899	Syat.g_01972	Syak.g_01100
OG0002931	Syat.g_01692	Syak.g_00200
OG0002953	Syat.g_02093	Syak.g_00118
OG0002979	Syat.g_02462	Syak.g_01970
OG0002983	Syat.g_00358	Syak.g_00686
OG0002985	Syat.g_01432	Syak.g_00227
OG0002994	Syat.g_01721	Syak.g_00239
OG0002996	Syat.g_02782	Syak.g_00218
OG0002998	Syat.g_01722, Syat.g_01894	Syak.g_00093
OG0002999	Syat.g_00227	Syak.g_00849
OG0003000	Syat.g_01282	Syak.g_01059
OG0003001	Syat.g_00198, Syat.g_01863	Syak.g_02517, Syak.g_00870, Syak.g_00072, Syak.g_02530, Syak.g_02029, Syak.g_02026, Syak.g_02032
OG0003002	Syat.g_01729, Syat.g_01765, Syat.g_01732	Syak.g_00190
OG0003003	Syat.g_01977, Syat.g_02182	Syak.g_00208
OG0003104	Syat.g_01837	Syak.g_01696
OG0003104	Syat.g_01836	Syak.g_01695
OG0003131	Syat.g_02763	Syak.g_00005
OG0003134	Syat.g_01509	Syak.g_02230
OG0003135	Syat.g_02823	Syak.g_02070
OG0003136	Syat.g_00966	Syak.g_01887
OG0003142	Syat.g_02594	Syak.g_00133
OG0003144	Syat.g_01537	Syak.g_02215
OG0003146	Syat.g_01362	Syak.g_01008
OG0003152	Syat.g_01772	Syak.g_02018
OG0003255	Syat.g_01390	Syak.g_01095
OG0003293	Syat.g_03395	Syak.g_01152
OG0003303	Syat.g_02569	Syak.g_01049
OG0003309	Syat.g_01134	Syak.g_01369
OG0003311	Syat.g_00760	Syak.g_00136
OG0003312	Syat.g_02631	Syak.g_00207
OG0003316	Syat.g_01728, Syat.g_01731	Syak.g_00189
OG0003317	Syat.g_01978	Syak.g_00209
OG0003318	Syat.g_01508	Syak.g_01655
OG0003319	Syat.g_00310	Syak.g_02052
OG0003320	Syat.g_01514, Syat.g_02034, Syat.g_02116, Syat.g_02618, Syat.g_03197	Syak.g_02773
OG0003522	Syat.g_01673	Syak.g_00184
OG0003548	Syat.g_01777, Syat.g_03337	Syak.g_00299
OG0003551	Syat.g_03189	Syak.g_02592
OG0003575	Syat.g_02630	Syak.g_00210
OG0003818	Syat.g_02136	Syak.g_01617, Syak.g_01699
OG0003876	Syat.g_03336	Syak.g_00298
OG0003886	Syat.g_02358	Syak.g_01089
OG0003905	Syat.g_01043	Syak.g_02763
OG0003906	Syat.g_01042	Syak.g_02762
OG0003907	Syat.g_01041	Syak.g_02761
OG0003925	Syat.g_01123	Syak.g_01587, Syak.g_01589
OG0003942	Syat.g_00221	Syak.g_00288
OG0003943	Syat.g_00341	Syak.g_00985
OG0004276	Syat.g_02178	Syak.g_02264
OG0004277	Syat.g_02177	Syak.g_02263
OG0004396	Syat.g_02595	Syak.g_00132
OG0004408	Syat.g_03338	Syak.g_00265
OG0004413	Syat.g_02757	Syak.g_02301
OG0005175	Syat.g_00233	Syak.g_00193
OG0005176	Syat.g_01756, Syat.g_00236	Syak.g_00194
OG0005180	Syat.g_00678	Syak.g_02487
