Orthogroup	Syat	Syak
OG0000586	Syat.g_03409	Syak.g_02754
OG0000587	Syat.g_00001	Syak.g_02756
OG0000588	Syat.g_00338	Syak.g_00004
OG0000589	Syat.g_03318	Syak.g_00008
OG0000590	Syat.g_03317	Syak.g_00009
OG0000591	Syat.g_03308	Syak.g_00017
OG0000592	Syat.g_03307	Syak.g_00018
OG0000593	Syat.g_00113	Syak.g_00031
OG0000594	Syat.g_00114	Syak.g_00032
OG0000595	Syat.g_00115	Syak.g_00033
OG0000596	Syat.g_00129	Syak.g_00038
OG0000597	Syat.g_00132	Syak.g_00041
OG0000598	Syat.g_00133	Syak.g_00042
OG0000599	Syat.g_00381	Syak.g_00045
OG0000600	Syat.g_00380	Syak.g_00046
OG0000601	Syat.g_00379	Syak.g_00047
OG0000602	Syat.g_00375	Syak.g_00053
OG0000603	Syat.g_00374	Syak.g_00054
OG0000604	Syat.g_00372	Syak.g_00056
OG0000605	Syat.g_00370	Syak.g_00259
OG0000606	Syat.g_00367	Syak.g_00326
OG0000607	Syat.g_00364	Syak.g_00329
OG0000608	Syat.g_00363	Syak.g_00330
OG0000609	Syat.g_00344	Syak.g_00332
OG0000610	Syat.g_00399	Syak.g_00347
OG0000611	Syat.g_00402	Syak.g_00350
OG0000612	Syat.g_00403	Syak.g_00351
OG0000613	Syat.g_02129	Syak.g_01525
OG0000614	Syat.g_01084	Syak.g_00705
OG0000615	Syat.g_00442	Syak.g_00393
OG0000616	Syat.g_02397	Syak.g_01810
OG0000617	Syat.g_00665	Syak.g_00799
OG0000618	Syat.g_00666	Syak.g_00798
OG0000619	Syat.g_00667	Syak.g_00797
OG0000620	Syat.g_02591	Syak.g_00779
OG0000621	Syat.g_02590	Syak.g_00780
OG0000622	Syat.g_02572	Syak.g_00781
OG0000623	Syat.g_00672	Syak.g_00782
OG0000624	Syat.g_00673	Syak.g_00784
OG0000625	Syat.g_00674	Syak.g_00785
OG0000626	Syat.g_00675	Syak.g_00786
OG0000627	Syat.g_00641	Syak.g_00561
OG0000628	Syat.g_00640	Syak.g_00560
OG0000629	Syat.g_00637	Syak.g_00556
OG0000630	Syat.g_00631	Syak.g_00552
OG0000631	Syat.g_00624	Syak.g_00545
OG0000632	Syat.g_00623	Syak.g_00544
OG0000633	Syat.g_00622	Syak.g_00542
OG0000634	Syat.g_00475	Syak.g_00430
OG0000635	Syat.g_00476	Syak.g_00431
OG0000636	Syat.g_00478	Syak.g_00433
OG0000637	Syat.g_00480	Syak.g_00435
OG0000638	Syat.g_00481	Syak.g_00436
OG0000639	Syat.g_00482	Syak.g_00437
OG0000640	Syat.g_00483	Syak.g_00438
OG0000641	Syat.g_00488	Syak.g_00442
OG0000642	Syat.g_00489	Syak.g_00443
OG0000643	Syat.g_00494	Syak.g_00444
OG0000644	Syat.g_00495	Syak.g_00445
OG0000645	Syat.g_00496	Syak.g_00447
OG0000646	Syat.g_00499	Syak.g_00450
OG0000647	Syat.g_00501	Syak.g_00452
OG0000648	Syat.g_00504	Syak.g_00456
OG0000649	Syat.g_00505	Syak.g_00457
OG0000650	Syat.g_00506	Syak.g_00458
OG0000651	Syat.g_00507	Syak.g_00459
OG0000652	Syat.g_00508	Syak.g_00460
OG0000653	Syat.g_00510	Syak.g_00462
OG0000654	Syat.g_00514	Syak.g_00625
OG0000655	Syat.g_00515	Syak.g_00624
OG0000656	Syat.g_00518	Syak.g_00621
OG0000657	Syat.g_00720	Syak.g_00609
OG0000658	Syat.g_00723	Syak.g_00606
OG0000659	Syat.g_00724	Syak.g_00605
OG0000660	Syat.g_00740	Syak.g_00601
OG0000661	Syat.g_00742	Syak.g_00599
OG0000662	Syat.g_00746	Syak.g_00597
OG0000663	Syat.g_00749	Syak.g_00594
OG0000664	Syat.g_00752	Syak.g_00593
OG0000665	Syat.g_03302	Syak.g_00086
OG0000666	Syat.g_01415	Syak.g_00078
OG0000667	Syat.g_00958, Syat.g_03278	Syak.g_00340
OG0000668	Syat.g_00710	Syak.g_00643
OG0000669	Syat.g_00416	Syak.g_00363
OG0000670	Syat.g_00419	Syak.g_00366
OG0000671	Syat.g_00421	Syak.g_00368
OG0000672	Syat.g_00424	Syak.g_00371
OG0000673	Syat.g_00430	Syak.g_00374
OG0000674	Syat.g_00432	Syak.g_00376
OG0000675	Syat.g_00433	Syak.g_00377
OG0000676	Syat.g_00436	Syak.g_00379
OG0000677	Syat.g_00437	Syak.g_00380
OG0000678	Syat.g_00439	Syak.g_00386
OG0000679	Syat.g_00448	Syak.g_00397
OG0000680	Syat.g_00449	Syak.g_00398
OG0000681	Syat.g_00452	Syak.g_00401
OG0000682	Syat.g_00453	Syak.g_00402
OG0000683	Syat.g_00454	Syak.g_00403
OG0000684	Syat.g_00457	Syak.g_00409
OG0000685	Syat.g_02571	Syak.g_00411
OG0000686	Syat.g_00459	Syak.g_00412
OG0000687	Syat.g_00460	Syak.g_00413
OG0000688	Syat.g_00463	Syak.g_00418
OG0000689	Syat.g_00465	Syak.g_00421
OG0000690	Syat.g_00466	Syak.g_00422
OG0000691	Syat.g_00467	Syak.g_00423
OG0000692	Syat.g_00469	Syak.g_00424
OG0000693	Syat.g_00471	Syak.g_00426
OG0000694	Syat.g_00472	Syak.g_00427
OG0000695	Syat.g_00619	Syak.g_00540
OG0000696	Syat.g_00618	Syak.g_00539
OG0000697	Syat.g_00616	Syak.g_00538
OG0000698	Syat.g_00613	Syak.g_00535
OG0000699	Syat.g_00611	Syak.g_00534
OG0000700	Syat.g_00610	Syak.g_00533
OG0000701	Syat.g_00609	Syak.g_00532
OG0000702	Syat.g_00606	Syak.g_00522
OG0000703	Syat.g_00601	Syak.g_00521
OG0000704	Syat.g_00599	Syak.g_00519
OG0000705	Syat.g_00592	Syak.g_00511
OG0000706	Syat.g_00591	Syak.g_00510
OG0000707	Syat.g_00590	Syak.g_00509
OG0000708	Syat.g_00587	Syak.g_00506
OG0000709	Syat.g_00573	Syak.g_00498
OG0000710	Syat.g_00567	Syak.g_00494
OG0000711	Syat.g_00539	Syak.g_00466
OG0000712	Syat.g_00537	Syak.g_00464
OG0000713	Syat.g_00536	Syak.g_00463
OG0000714	Syat.g_00532	Syak.g_00629
OG0000715	Syat.g_00530	Syak.g_00631
OG0000716	Syat.g_00527	Syak.g_00635
OG0000717	Syat.g_00526	Syak.g_00636
OG0000718	Syat.g_00522	Syak.g_00640
OG0000719	Syat.g_00712	Syak.g_00642
OG0000720	Syat.g_00699	Syak.g_00655
OG0000721	Syat.g_00697	Syak.g_00657
OG0000722	Syat.g_00696	Syak.g_00658
OG0000723	Syat.g_00686	Syak.g_00790
OG0000724	Syat.g_00782	Syak.g_00749
OG0000725	Syat.g_00810	Syak.g_00731
OG0000726	Syat.g_00811	Syak.g_00730
OG0000727	Syat.g_00812	Syak.g_00729
OG0000728	Syat.g_00814	Syak.g_00727
OG0000729	Syat.g_02224	Syak.g_01683
OG0000730	Syat.g_01617	Syak.g_01248
OG0000731	Syat.g_01605	Syak.g_01237
OG0000732	Syat.g_02290	Syak.g_01739
OG0000733	Syat.g_03285	Syak.g_01905
OG0000734	Syat.g_01579	Syak.g_02184
OG0000735	Syat.g_03235	Syak.g_00914
OG0000736	Syat.g_03236	Syak.g_00913
OG0000737	Syat.g_03237	Syak.g_00912
OG0000738	Syat.g_03251	Syak.g_00907
OG0000739	Syat.g_03252	Syak.g_00906
OG0000740	Syat.g_03253	Syak.g_00905
OG0000741	Syat.g_03256	Syak.g_00902
OG0000742	Syat.g_03259	Syak.g_00899
OG0000743	Syat.g_03262	Syak.g_00897
OG0000744	Syat.g_03263	Syak.g_00896
OG0000745	Syat.g_03266	Syak.g_00894
OG0000746	Syat.g_00314	Syak.g_00892
OG0000747	Syat.g_00313	Syak.g_00891
OG0000748	Syat.g_00305	Syak.g_00875
OG0000749	Syat.g_00303	Syak.g_00874
OG0000750	Syat.g_00302	Syak.g_00873
OG0000751	Syat.g_00296	Syak.g_00862
OG0000752	Syat.g_00294	Syak.g_00860
OG0000753	Syat.g_00291	Syak.g_00857
OG0000754	Syat.g_00250	Syak.g_00852
OG0000755	Syat.g_00217	Syak.g_00841
OG0000756	Syat.g_00216	Syak.g_00840
OG0000757	Syat.g_00205	Syak.g_00833
OG0000758	Syat.g_00204	Syak.g_00832
OG0000759	Syat.g_00203	Syak.g_00831
OG0000760	Syat.g_00202	Syak.g_00830
OG0000761	Syat.g_00201	Syak.g_00829
OG0000762	Syat.g_00199	Syak.g_00827
OG0000763	Syat.g_00924	Syak.g_00825
OG0000764	Syat.g_00923	Syak.g_00824
OG0000765	Syat.g_00897	Syak.g_00669
OG0000766	Syat.g_00896	Syak.g_00670
OG0000767	Syat.g_00894	Syak.g_00672
OG0000768	Syat.g_00893	Syak.g_00673
OG0000769	Syat.g_00891	Syak.g_00675
OG0000770	Syat.g_00886	Syak.g_00678
OG0000771	Syat.g_00788	Syak.g_00755
OG0000772	Syat.g_01768	Syak.g_02048
OG0000773	Syat.g_01114	Syak.g_00921
OG0000774	Syat.g_01146	Syak.g_00926
OG0000775	Syat.g_01148	Syak.g_00929
OG0000776	Syat.g_01149	Syak.g_00930
OG0000777	Syat.g_01150	Syak.g_00931
OG0000778	Syat.g_01151	Syak.g_00932
OG0000779	Syat.g_01154	Syak.g_00938
OG0000780	Syat.g_01157	Syak.g_00942
OG0000781	Syat.g_01161	Syak.g_00946
OG0000782	Syat.g_01162	Syak.g_00947
OG0000783	Syat.g_01163	Syak.g_00948
OG0000784	Syat.g_01164	Syak.g_00949
OG0000785	Syat.g_01166	Syak.g_00951
OG0000786	Syat.g_01170	Syak.g_00956
OG0000787	Syat.g_01171	Syak.g_00957
OG0000788	Syat.g_00087	Syak.g_00048
OG0000789	Syat.g_00845	Syak.g_00085
OG0000790	Syat.g_01300	Syak.g_02560
OG0000791	Syat.g_01302	Syak.g_02558
OG0000792	Syat.g_01303	Syak.g_02557
OG0000793	Syat.g_01412	Syak.g_02552
OG0000794	Syat.g_01414	Syak.g_02551
OG0000795	Syat.g_01416	Syak.g_02550
OG0000796	Syat.g_01422	Syak.g_02547
OG0000797	Syat.g_01423	Syak.g_02546
OG0000798	Syat.g_02057	Syak.g_01456
OG0000799	Syat.g_01256	Syak.g_00981
OG0000800	Syat.g_01255	Syak.g_00989
OG0000801	Syat.g_01253	Syak.g_00990
OG0000802	Syat.g_01245	Syak.g_00995
OG0000803	Syat.g_01241	Syak.g_01021
OG0000804	Syat.g_01238	Syak.g_01026
OG0000805	Syat.g_01236	Syak.g_01029
OG0000806	Syat.g_01234	Syak.g_01031
OG0000807	Syat.g_01233	Syak.g_01033
OG0000808	Syat.g_01232	Syak.g_01034
OG0000809	Syat.g_01229	Syak.g_01038
OG0000810	Syat.g_01228	Syak.g_01039
OG0000811	Syat.g_01186	Syak.g_01045
OG0000812	Syat.g_01182	Syak.g_01047
OG0000813	Syat.g_01181	Syak.g_01048
OG0000814	Syat.g_01179	Syak.g_01051
OG0000815	Syat.g_01177	Syak.g_01053
OG0000816	Syat.g_01175	Syak.g_01055
OG0000817	Syat.g_01279	Syak.g_01056
OG0000818	Syat.g_01325	Syak.g_01060
OG0000819	Syat.g_01326	Syak.g_01064
OG0000820	Syat.g_01327	Syak.g_01065
OG0000821	Syat.g_01333	Syak.g_01071
OG0000822	Syat.g_01335	Syak.g_01073
OG0000823	Syat.g_01336	Syak.g_01074
OG0000824	Syat.g_01342	Syak.g_01080
OG0000825	Syat.g_01343	Syak.g_01081
OG0000826	Syat.g_01344	Syak.g_01082
OG0000827	Syat.g_01345	Syak.g_01083
OG0000828	Syat.g_01348	Syak.g_01086
OG0000829	Syat.g_01349	Syak.g_01087
OG0000830	Syat.g_01350	Syak.g_01088
OG0000831	Syat.g_01353	Syak.g_01091
OG0000832	Syat.g_02982	Syak.g_02482
OG0000833	Syat.g_03072	Syak.g_02473
OG0000834	Syat.g_03073	Syak.g_02470
OG0000835	Syat.g_03075	Syak.g_02469
OG0000836	Syat.g_03078	Syak.g_02466
OG0000837	Syat.g_03079	Syak.g_02465
OG0000838	Syat.g_03083	Syak.g_02461
OG0000839	Syat.g_03084	Syak.g_02460
OG0000840	Syat.g_03085	Syak.g_02459
OG0000841	Syat.g_03086	Syak.g_02458
OG0000842	Syat.g_03087	Syak.g_02457
OG0000843	Syat.g_03088	Syak.g_02456
OG0000844	Syat.g_03090	Syak.g_02454
OG0000845	Syat.g_03091	Syak.g_02453
OG0000846	Syat.g_03092	Syak.g_02452
OG0000847	Syat.g_03093	Syak.g_02451
OG0000848	Syat.g_03095	Syak.g_02449
OG0000849	Syat.g_03096	Syak.g_02448
OG0000850	Syat.g_03098	Syak.g_02445
OG0000851	Syat.g_03101	Syak.g_02440
OG0000852	Syat.g_03102	Syak.g_02439
OG0000853	Syat.g_03106	Syak.g_02435
OG0000854	Syat.g_03108	Syak.g_02433
OG0000855	Syat.g_03109	Syak.g_02432
OG0000856	Syat.g_03305	Syak.g_00021
OG0000857	Syat.g_00500	Syak.g_00451
OG0000858	Syat.g_03114	Syak.g_02426
OG0000859	Syat.g_03115	Syak.g_02425
OG0000860	Syat.g_03126	Syak.g_02414
OG0000861	Syat.g_03127	Syak.g_02413
OG0000862	Syat.g_03136	Syak.g_02412
OG0000863	Syat.g_03138	Syak.g_02409
OG0000864	Syat.g_03139	Syak.g_02408
OG0000865	Syat.g_03140	Syak.g_02407
OG0000866	Syat.g_03141	Syak.g_02406
OG0000867	Syat.g_03142	Syak.g_02405
OG0000868	Syat.g_03067	Syak.g_02402
OG0000869	Syat.g_03054	Syak.g_02398
OG0000870	Syat.g_03049	Syak.g_02393
OG0000871	Syat.g_03048	Syak.g_02392
OG0000872	Syat.g_03042	Syak.g_02386
OG0000873	Syat.g_03039	Syak.g_02383
OG0000874	Syat.g_03037	Syak.g_02379
OG0000875	Syat.g_03035	Syak.g_02377
OG0000876	Syat.g_00745	Syak.g_02375
OG0000877	Syat.g_03024	Syak.g_02372
OG0000878	Syat.g_03023	Syak.g_02371
OG0000879	Syat.g_03022	Syak.g_02370
OG0000880	Syat.g_03021	Syak.g_02369
OG0000881	Syat.g_03016	Syak.g_02363
OG0000882	Syat.g_03011	Syak.g_02358
OG0000883	Syat.g_03007	Syak.g_02355
OG0000884	Syat.g_03005	Syak.g_02353
OG0000885	Syat.g_03004	Syak.g_02352
OG0000886	Syat.g_03003	Syak.g_02351
OG0000887	Syat.g_03002	Syak.g_02350
OG0000888	Syat.g_03000	Syak.g_02348
OG0000889	Syat.g_02997	Syak.g_02346
OG0000890	Syat.g_02994	Syak.g_02334
OG0000891	Syat.g_02993	Syak.g_02333
OG0000892	Syat.g_02992	Syak.g_02329
OG0000893	Syat.g_01864	Syak.g_01393
OG0000894	Syat.g_01860	Syak.g_01390
OG0000895	Syat.g_01856	Syak.g_01386
OG0000896	Syat.g_01855	Syak.g_01385
OG0000897	Syat.g_01853	Syak.g_01383
OG0000898	Syat.g_01852	Syak.g_01382
OG0000899	Syat.g_01851	Syak.g_01381
OG0000900	Syat.g_01850	Syak.g_01380
OG0000901	Syat.g_01845	Syak.g_01375
OG0000902	Syat.g_01843	Syak.g_01368
OG0000903	Syat.g_01830	Syak.g_01353
OG0000904	Syat.g_01834	Syak.g_01358
OG0000905	Syat.g_01839	Syak.g_01363
OG0000906	Syat.g_01841	Syak.g_01366
OG0000907	Syat.g_01828	Syak.g_01351
OG0000908	Syat.g_01825	Syak.g_01348
OG0000909	Syat.g_01824	Syak.g_01347
OG0000910	Syat.g_01823	Syak.g_01346
OG0000911	Syat.g_01821	Syak.g_01344
OG0000912	Syat.g_01820	Syak.g_01343
OG0000913	Syat.g_01819	Syak.g_01342
OG0000914	Syat.g_01818	Syak.g_01341
OG0000915	Syat.g_01816	Syak.g_01339
OG0000916	Syat.g_01815	Syak.g_01338
OG0000917	Syat.g_01814	Syak.g_01337
OG0000918	Syat.g_01813	Syak.g_01336
OG0000919	Syat.g_01812	Syak.g_01335
OG0000920	Syat.g_01811	Syak.g_01334
OG0000921	Syat.g_01810	Syak.g_01333
OG0000922	Syat.g_01809	Syak.g_01332
OG0000923	Syat.g_01805	Syak.g_01328
OG0000924	Syat.g_01804	Syak.g_01327
OG0000925	Syat.g_01803	Syak.g_01326
OG0000926	Syat.g_01802	Syak.g_01325
OG0000927	Syat.g_01800	Syak.g_01323
OG0000928	Syat.g_01799	Syak.g_01322
OG0000929	Syat.g_01798	Syak.g_01321
OG0000930	Syat.g_01797	Syak.g_01320
OG0000931	Syat.g_01796	Syak.g_01319
OG0000932	Syat.g_01794	Syak.g_01318
OG0000933	Syat.g_01788	Syak.g_01312
OG0000934	Syat.g_01786	Syak.g_01310
OG0000935	Syat.g_01665	Syak.g_01309
OG0000936	Syat.g_01664	Syak.g_01308
OG0000937	Syat.g_01663	Syak.g_01307
OG0000938	Syat.g_01659	Syak.g_01304
OG0000939	Syat.g_01658	Syak.g_01303
OG0000940	Syat.g_01651	Syak.g_01297
OG0000941	Syat.g_01649	Syak.g_01295
OG0000942	Syat.g_01647	Syak.g_01293
OG0000943	Syat.g_01646	Syak.g_01292
OG0000944	Syat.g_01644	Syak.g_01290
OG0000945	Syat.g_01643	Syak.g_01288
OG0000946	Syat.g_01633	Syak.g_01283
OG0000947	Syat.g_01630	Syak.g_01280
OG0000948	Syat.g_01629	Syak.g_01279
OG0000949	Syat.g_02142	Syak.g_01551
OG0000950	Syat.g_02152	Syak.g_01562
OG0000951	Syat.g_02157	Syak.g_01569
OG0000952	Syat.g_02162	Syak.g_01574
OG0000953	Syat.g_02166	Syak.g_01627
OG0000954	Syat.g_02187	Syak.g_01633
OG0000955	Syat.g_02188	Syak.g_01634
OG0000956	Syat.g_02191	Syak.g_01636
OG0000957	Syat.g_02204	Syak.g_01648
OG0000958	Syat.g_02205	Syak.g_01649
OG0000959	Syat.g_02212	Syak.g_01653
OG0000960	Syat.g_02213	Syak.g_01654
OG0000961	Syat.g_02873	Syak.g_01679
OG0000962	Syat.g_02223	Syak.g_01682
OG0000963	Syat.g_02226	Syak.g_01687
OG0000964	Syat.g_02227	Syak.g_01688
OG0000965	Syat.g_02228	Syak.g_01689
OG0000966	Syat.g_02259	Syak.g_01711
OG0000967	Syat.g_02263	Syak.g_01715
OG0000968	Syat.g_02269	Syak.g_01719
OG0000969	Syat.g_02271	Syak.g_01721
OG0000970	Syat.g_02272	Syak.g_01722
OG0000971	Syat.g_02274	Syak.g_01724
OG0000972	Syat.g_02275	Syak.g_01725
OG0000973	Syat.g_02276	Syak.g_01726
OG0000974	Syat.g_02277	Syak.g_01727
OG0000975	Syat.g_02278	Syak.g_01728
OG0000976	Syat.g_02279	Syak.g_01729
OG0000977	Syat.g_02281	Syak.g_01731
OG0000978	Syat.g_02283	Syak.g_01732
OG0000979	Syat.g_02286	Syak.g_01735
OG0000980	Syat.g_02289	Syak.g_01738
OG0000981	Syat.g_02292	Syak.g_01741
OG0000982	Syat.g_02691	Syak.g_01941
OG0000983	Syat.g_02690	Syak.g_01940
OG0000984	Syat.g_02689	Syak.g_01939
OG0000985	Syat.g_02685	Syak.g_01935
OG0000986	Syat.g_02680	Syak.g_01933
OG0000987	Syat.g_02678	Syak.g_01931
OG0000988	Syat.g_02672	Syak.g_01925
OG0000989	Syat.g_02657	Syak.g_01912
OG0000990	Syat.g_02500	Syak.g_01900
OG0000991	Syat.g_02503	Syak.g_01896
OG0000992	Syat.g_02507	Syak.g_01893
OG0000993	Syat.g_02508	Syak.g_01892
OG0000994	Syat.g_02512	Syak.g_01889
OG0000995	Syat.g_02517	Syak.g_01880
OG0000996	Syat.g_02446	Syak.g_01839
OG0000997	Syat.g_02417	Syak.g_01828
OG0000998	Syat.g_02415	Syak.g_01826
OG0000999	Syat.g_02414	Syak.g_01825
OG0001001	Syat.g_02400	Syak.g_01814
OG0001002	Syat.g_02394	Syak.g_01807
OG0001003	Syat.g_02392	Syak.g_01806
OG0001004	Syat.g_02391	Syak.g_01805
OG0001005	Syat.g_02390	Syak.g_01804
OG0001006	Syat.g_02378	Syak.g_01797
OG0001007	Syat.g_02376	Syak.g_01795
OG0001008	Syat.g_02971	Syak.g_01190
OG0001009	Syat.g_02311	Syak.g_01762
OG0001010	Syat.g_02310	Syak.g_01761
OG0001011	Syat.g_02308	Syak.g_01759
OG0001012	Syat.g_01004	Syak.g_01946
OG0001013	Syat.g_02716	Syak.g_01969
OG0001014	Syat.g_02721	Syak.g_01975
OG0001015	Syat.g_02722	Syak.g_01976
OG0001016	Syat.g_01474	Syak.g_02250
OG0001017	Syat.g_01480	Syak.g_02244
OG0001018	Syat.g_01482	Syak.g_02242
OG0001019	Syat.g_01532	Syak.g_02218
OG0001020	Syat.g_01539	Syak.g_02214
OG0001021	Syat.g_01552	Syak.g_02210
OG0001022	Syat.g_01555	Syak.g_02205
OG0001023	Syat.g_01556	Syak.g_02204
OG0001024	Syat.g_01560	Syak.g_02201
OG0001025	Syat.g_01566	Syak.g_02195
OG0001026	Syat.g_01582	Syak.g_02182
OG0001027	Syat.g_02947	Syak.g_02178
OG0001028	Syat.g_02944	Syak.g_02176
OG0001029	Syat.g_02942	Syak.g_02174
OG0001030	Syat.g_02922	Syak.g_02153
OG0001031	Syat.g_02836	Syak.g_02079
OG0001032	Syat.g_02834	Syak.g_02077
OG0001033	Syat.g_02784	Syak.g_02037
OG0001034	Syat.g_01448	Syak.g_02305
OG0001035	Syat.g_01885	Syak.g_01422
OG0001036	Syat.g_01939	Syak.g_01427
OG0001037	Syat.g_01941	Syak.g_01429
OG0001038	Syat.g_02058	Syak.g_01457
OG0001039	Syat.g_02061	Syak.g_01460
OG0001040	Syat.g_02064	Syak.g_01463
OG0001041	Syat.g_02070	Syak.g_01468
OG0001042	Syat.g_02100	Syak.g_01500
OG0001043	Syat.g_02103	Syak.g_01504
OG0001044	Syat.g_01615	Syak.g_01247
OG0001045	Syat.g_01602	Syak.g_01234
OG0001046	Syat.g_00552	Syak.g_00479
OG0001047	Syat.g_02973	Syak.g_01188
OG0001048	Syat.g_02974	Syak.g_01187
OG0001049	Syat.g_01290	Syak.g_01184
OG0001050	Syat.g_01289	Syak.g_01183
OG0001051	Syat.g_01288	Syak.g_01182
OG0001052	Syat.g_01375	Syak.g_01122
OG0001053	Syat.g_03173	Syak.g_02577
OG0001054	Syat.g_03192	Syak.g_02596
OG0001055	Syat.g_03224	Syak.g_02617
OG0001056	Syat.g_03275	Syak.g_02645
OG0001057	Syat.g_00102	Syak.g_00964
OG0001058	Syat.g_00079	Syak.g_02668
OG0001061	Syat.g_00051	Syak.g_02697
OG0001062	Syat.g_00048	Syak.g_02699
OG0001063	Syat.g_00042	Syak.g_02704
OG0001064	Syat.g_00041	Syak.g_02705
OG0001065	Syat.g_00040	Syak.g_02706
OG0001066	Syat.g_00039	Syak.g_02707
OG0001067	Syat.g_00038	Syak.g_02708
OG0001068	Syat.g_00037	Syak.g_02709
OG0001069	Syat.g_00036	Syak.g_02710
OG0001070	Syat.g_00032	Syak.g_02714
OG0001071	Syat.g_00031	Syak.g_02715
OG0001072	Syat.g_00028	Syak.g_02721
OG0001073	Syat.g_00009	Syak.g_02736
OG0001074	Syat.g_01015	Syak.g_00098
OG0001075	Syat.g_01037	Syak.g_02760
OG0001076	Syat.g_03315	Syak.g_00011
OG0001077	Syat.g_03290	Syak.g_00024
OG0001078	Syat.g_00118	Syak.g_00036
OG0001079	Syat.g_00378	Syak.g_00049
OG0001080	Syat.g_00368	Syak.g_00264
OG0001081	Syat.g_00366	Syak.g_00327
OG0001082	Syat.g_00365	Syak.g_00328
OG0001083	Syat.g_00390	Syak.g_00336
OG0001084	Syat.g_00391	Syak.g_00337
OG0001085	Syat.g_00408	Syak.g_00354
OG0001086	Syat.g_00410	Syak.g_00356
OG0001087	Syat.g_03277	Syak.g_00691
OG0001088	Syat.g_02496	Syak.g_00694
OG0001089	Syat.g_00818	Syak.g_00722
OG0001090	Syat.g_00659	Syak.g_00806
OG0001091	Syat.g_00661	Syak.g_00804
OG0001092	Syat.g_00663	Syak.g_00801
OG0001093	Syat.g_00669	Syak.g_00794
OG0001094	Syat.g_00473	Syak.g_00428
OG0001095	Syat.g_00497	Syak.g_00448
OG0001096	Syat.g_00516	Syak.g_00623
OG0001097	Syat.g_00743	Syak.g_00598
OG0001098	Syat.g_01672	Syak.g_00578
OG0001099	Syat.g_02943	Syak.g_02175
OG0001100	Syat.g_00418	Syak.g_00365
OG0001101	Syat.g_00420	Syak.g_00367
OG0001102	Syat.g_00423	Syak.g_00370
OG0001103	Syat.g_00425	Syak.g_00372
OG0001104	Syat.g_00458	Syak.g_00410
OG0001105	Syat.g_00461	Syak.g_00414
OG0001106	Syat.g_00598	Syak.g_00518
OG0001107	Syat.g_00580	Syak.g_00505
OG0001108	Syat.g_00570	Syak.g_00497
OG0001109	Syat.g_00568	Syak.g_00495
OG0001110	Syat.g_00566	Syak.g_00493
OG0001111	Syat.g_00564	Syak.g_00491
OG0001112	Syat.g_00562	Syak.g_00489
OG0001113	Syat.g_00561	Syak.g_00406
OG0001114	Syat.g_00560	Syak.g_00488
OG0001115	Syat.g_00557	Syak.g_00484
OG0001116	Syat.g_00555	Syak.g_00482
OG0001117	Syat.g_00554	Syak.g_00481
OG0001118	Syat.g_00553	Syak.g_00480
OG0001119	Syat.g_00551	Syak.g_00478
OG0001120	Syat.g_00546	Syak.g_00474
OG0001123	Syat.g_00704	Syak.g_00650
OG0001124	Syat.g_00702	Syak.g_00652
OG0001125	Syat.g_00700	Syak.g_00654
OG0001126	Syat.g_00790	Syak.g_00757
OG0001127	Syat.g_00789	Syak.g_00756
OG0001128	Syat.g_00786	Syak.g_00753
OG0001129	Syat.g_00784	Syak.g_00751
OG0001130	Syat.g_00783	Syak.g_00750
OG0001131	Syat.g_01674	Syak.g_00389
OG0001132	Syat.g_00965	Syak.g_00120
OG0001133	Syat.g_03311	Syak.g_00014
OG0001136	Syat.g_03257	Syak.g_00901
OG0001137	Syat.g_00306	Syak.g_00876
OG0001138	Syat.g_00214	Syak.g_00839
OG0001139	Syat.g_00209	Syak.g_00837
OG0001140	Syat.g_00208	Syak.g_00836
OG0001141	Syat.g_00207	Syak.g_00835
OG0001142	Syat.g_00206	Syak.g_00834
OG0001143	Syat.g_00925	Syak.g_00826
OG0001144	Syat.g_00906	Syak.g_00815
OG0001145	Syat.g_01117	Syak.g_00922
OG0001146	Syat.g_01158	Syak.g_00943
OG0001147	Syat.g_01368	Syak.g_01113
OG0001148	Syat.g_01297	Syak.g_02563
OG0001149	Syat.g_01298	Syak.g_02562
OG0001150	Syat.g_01299	Syak.g_02561
OG0001151	Syat.g_01420	Syak.g_02548
OG0001153	Syat.g_01346	Syak.g_01084
OG0001154	Syat.g_01347	Syak.g_01085
OG0001155	Syat.g_02774	Syak.g_02480
OG0001156	Syat.g_02978	Syak.g_02477
OG0001157	Syat.g_02977	Syak.g_02476
OG0001158	Syat.g_02976	Syak.g_02475
OG0001159	Syat.g_02975	Syak.g_02474
OG0001160	Syat.g_03104	Syak.g_02437
OG0001161	Syat.g_02384	Syak.g_01906
OG0001162	Syat.g_01528	Syak.g_00959
OG0001163	Syat.g_03112	Syak.g_02429
OG0001164	Syat.g_03116	Syak.g_02423
OG0001165	Syat.g_03121	Syak.g_02418
OG0001166	Syat.g_03050	Syak.g_02394
OG0001167	Syat.g_03019	Syak.g_02366
OG0001168	Syat.g_03017	Syak.g_02364
OG0001169	Syat.g_03015	Syak.g_02362
OG0001170	Syat.g_03013	Syak.g_02360
OG0001171	Syat.g_03001	Syak.g_02349
OG0001172	Syat.g_01858	Syak.g_01388
OG0001173	Syat.g_01857	Syak.g_01387
OG0001174	Syat.g_01849	Syak.g_01379
OG0001175	Syat.g_01848	Syak.g_01378
