Orthogroup	Syat	Syao
OG0000585	Syat.g_03408	Syao.g_01054
OG0000586	Syat.g_03409	Syao.g_01055
OG0000587	Syat.g_00001	Syao.g_01057
OG0000588	Syat.g_00338	Syao.g_00406
OG0000589	Syat.g_03318	Syao.g_01342
OG0000590	Syat.g_03317	Syao.g_01341
OG0000591	Syat.g_03308	Syao.g_01330
OG0000592	Syat.g_03307	Syao.g_01329
OG0000593	Syat.g_00113	Syao.g_00890
OG0000594	Syat.g_00114	Syao.g_00891
OG0000595	Syat.g_00115	Syao.g_00892
OG0000596	Syat.g_00129	Syao.g_00897
OG0000597	Syat.g_00132	Syao.g_00900
OG0000598	Syat.g_00133	Syao.g_00901
OG0000599	Syat.g_00381	Syao.g_00908
OG0000600	Syat.g_00380	Syao.g_00909
OG0000601	Syat.g_00379	Syao.g_00910
OG0000602	Syat.g_00375	Syao.g_00914
OG0000603	Syat.g_00374	Syao.g_00915
OG0000604	Syat.g_00372	Syao.g_00918
OG0000606	Syat.g_00367	Syao.g_00924
OG0000607	Syat.g_00364	Syao.g_00927
OG0000608	Syat.g_00363	Syao.g_00928
OG0000609	Syat.g_00344	Syao.g_00930
OG0000610	Syat.g_00399	Syao.g_00940
OG0000611	Syat.g_00402	Syao.g_00943
OG0000612	Syat.g_00403	Syao.g_00944
OG0000613	Syat.g_02129	Syao.g_01979
OG0000614	Syat.g_01084	Syao.g_00375
OG0000615	Syat.g_00442	Syao.g_00978
OG0000616	Syat.g_02397	Syao.g_02342
OG0000617	Syat.g_00665	Syao.g_00486
OG0000618	Syat.g_00666	Syao.g_00485
OG0000619	Syat.g_00667	Syao.g_00484
OG0000620	Syat.g_02591	Syao.g_00479
OG0000621	Syat.g_02590	Syao.g_00478
OG0000622	Syat.g_02572	Syao.g_00476
OG0000623	Syat.g_00672	Syao.g_00475
OG0000624	Syat.g_00673	Syao.g_00473
OG0000625	Syat.g_00674	Syao.g_00472
OG0000626	Syat.g_00675	Syao.g_00471
OG0000627	Syat.g_00641	Syao.g_00567
OG0000628	Syat.g_00640	Syao.g_00566
OG0000629	Syat.g_00637	Syao.g_00590
OG0000630	Syat.g_00631	Syao.g_00585
OG0000631	Syat.g_00624	Syao.g_00644
OG0000632	Syat.g_00623	Syao.g_00643
OG0000633	Syat.g_00622	Syao.g_00642
OG0000634	Syat.g_00475	Syao.g_00752
OG0000635	Syat.g_00476	Syao.g_00753
OG0000636	Syat.g_00478	Syao.g_00755
OG0000637	Syat.g_00480	Syao.g_00757
OG0000638	Syat.g_00481	Syao.g_00758
OG0000639	Syat.g_00482	Syao.g_00759
OG0000640	Syat.g_00483	Syao.g_00760
OG0000641	Syat.g_00488	Syao.g_00764
OG0000642	Syat.g_00489	Syao.g_00765
OG0000643	Syat.g_00494	Syao.g_00767
OG0000644	Syat.g_00495	Syao.g_00768
OG0000645	Syat.g_00496	Syao.g_00770
OG0000646	Syat.g_00499	Syao.g_00773
OG0000647	Syat.g_00501	Syao.g_00775
OG0000648	Syat.g_00504	Syao.g_00777
OG0000649	Syat.g_00505	Syao.g_00778
OG0000650	Syat.g_00506	Syao.g_00779
OG0000651	Syat.g_00507	Syao.g_00780
OG0000652	Syat.g_00508	Syao.g_00781
OG0000653	Syat.g_00510	Syao.g_00783
OG0000654	Syat.g_00514	Syao.g_00784
OG0000655	Syat.g_00515	Syao.g_00785
OG0000656	Syat.g_00518	Syao.g_00789
OG0000657	Syat.g_00720	Syao.g_00435
OG0000658	Syat.g_00723	Syao.g_00560
OG0000659	Syat.g_00724	Syao.g_00559
OG0000660	Syat.g_00740	Syao.g_00555
OG0000661	Syat.g_00742	Syao.g_00553
OG0000662	Syat.g_00746	Syao.g_00535
OG0000663	Syat.g_00749	Syao.g_00532
OG0000664	Syat.g_00752	Syao.g_00530
OG0000665	Syat.g_03302	Syao.g_01436
OG0000666	Syat.g_01415	Syao.g_02120
OG0000667	Syat.g_00958, Syat.g_03278	Syao.g_01375
OG0000668	Syat.g_00710	Syao.g_02678
OG0000669	Syat.g_00416	Syao.g_00955
OG0000670	Syat.g_00419	Syao.g_00958
OG0000671	Syat.g_00421	Syao.g_00960
OG0000672	Syat.g_00424	Syao.g_00963
OG0000673	Syat.g_00430	Syao.g_00966
OG0000674	Syat.g_00432	Syao.g_00968
OG0000675	Syat.g_00433	Syao.g_00969
OG0000676	Syat.g_00436	Syao.g_00971
OG0000677	Syat.g_00437	Syao.g_00972
OG0000678	Syat.g_00439	Syao.g_00974
OG0000679	Syat.g_00448	Syao.g_00981
OG0000680	Syat.g_00449	Syao.g_00982
OG0000681	Syat.g_00452	Syao.g_00985
OG0000682	Syat.g_00453	Syao.g_00986
OG0000683	Syat.g_00454	Syao.g_00987
OG0000684	Syat.g_00457	Syao.g_00990
OG0000685	Syat.g_02571	Syao.g_00733
OG0000686	Syat.g_00459	Syao.g_00734
OG0000687	Syat.g_00460	Syao.g_00735
OG0000688	Syat.g_00463	Syao.g_00741
OG0000689	Syat.g_00465	Syao.g_00743
OG0000690	Syat.g_00466	Syao.g_00744
OG0000691	Syat.g_00467	Syao.g_00745
OG0000692	Syat.g_00469	Syao.g_00747
OG0000693	Syat.g_00471	Syao.g_00748
OG0000694	Syat.g_00472	Syao.g_00749
OG0000695	Syat.g_00619	Syao.g_00639
OG0000696	Syat.g_00618	Syao.g_00638
OG0000697	Syat.g_00616	Syao.g_00636
OG0000698	Syat.g_00613	Syao.g_00633
OG0000699	Syat.g_00611	Syao.g_00631
OG0000700	Syat.g_00610	Syao.g_00630
OG0000701	Syat.g_00609	Syao.g_00629
OG0000702	Syat.g_00606	Syao.g_00705
OG0000703	Syat.g_00601	Syao.g_00693
OG0000704	Syat.g_00599	Syao.g_00689
OG0000705	Syat.g_00592	Syao.g_00682
OG0000706	Syat.g_00591	Syao.g_00681
OG0000707	Syat.g_00590	Syao.g_00680
OG0000708	Syat.g_00587	Syao.g_00677
OG0000709	Syat.g_00573	Syao.g_00670
OG0000710	Syat.g_00567	Syao.g_00666
OG0000711	Syat.g_00539	Syao.g_00815
OG0000712	Syat.g_00537	Syao.g_00813
OG0000713	Syat.g_00536	Syao.g_00812
OG0000714	Syat.g_00532	Syao.g_00810
OG0000715	Syat.g_00530	Syao.g_00808
OG0000716	Syat.g_00527	Syao.g_00804
OG0000717	Syat.g_00526	Syao.g_00803
OG0000718	Syat.g_00522	Syao.g_00794
OG0000719	Syat.g_00712	Syao.g_00444
OG0000720	Syat.g_00699	Syao.g_00457
OG0000721	Syat.g_00697	Syao.g_00459
OG0000722	Syat.g_00696	Syao.g_00460
OG0000723	Syat.g_00686	Syao.g_00469
OG0000724	Syat.g_00782	Syao.g_00513
OG0000725	Syat.g_00810	Syao.g_00385
OG0000726	Syat.g_00811	Syao.g_00384
OG0000727	Syat.g_00812	Syao.g_00383
OG0000728	Syat.g_00814	Syao.g_00381
OG0000729	Syat.g_02224	Syao.g_02190
OG0000730	Syat.g_01617	Syao.g_01880
OG0000731	Syat.g_01605	Syao.g_01868
OG0000732	Syat.g_02290	Syao.g_02218
OG0000733	Syat.g_03285	Syao.g_01427
OG0000734	Syat.g_01579	Syao.g_02592
OG0000735	Syat.g_03235	Syao.g_00140
OG0000736	Syat.g_03236	Syao.g_00139
OG0000737	Syat.g_03237	Syao.g_00138
OG0000738	Syat.g_03251	Syao.g_00132
OG0000739	Syat.g_03252	Syao.g_00131
OG0000740	Syat.g_03253	Syao.g_00130
OG0000741	Syat.g_03256	Syao.g_00127
OG0000742	Syat.g_03259	Syao.g_00124
OG0000743	Syat.g_03262	Syao.g_00217
OG0000744	Syat.g_03263	Syao.g_00216
OG0000745	Syat.g_03266	Syao.g_00213
OG0000746	Syat.g_00314	Syao.g_00210
OG0000747	Syat.g_00313	Syao.g_00208
OG0000748	Syat.g_00305	Syao.g_00193
OG0000749	Syat.g_00303	Syao.g_00192
OG0000750	Syat.g_00302	Syao.g_00191
OG0000751	Syat.g_00296	Syao.g_00185
OG0000752	Syat.g_00294	Syao.g_00183
OG0000753	Syat.g_00291	Syao.g_00180
OG0000754	Syat.g_00250	Syao.g_00175
OG0000755	Syat.g_00217	Syao.g_00021
OG0000756	Syat.g_00216	Syao.g_00229
OG0000757	Syat.g_00205	Syao.g_00252
OG0000758	Syat.g_00204	Syao.g_00251
OG0000759	Syat.g_00203	Syao.g_00250
OG0000760	Syat.g_00202	Syao.g_00249
OG0000761	Syat.g_00201	Syao.g_00248
OG0000762	Syat.g_00199	Syao.g_00246
OG0000763	Syat.g_00924	Syao.g_00242
OG0000764	Syat.g_00923	Syao.g_00241
OG0000765	Syat.g_00897	Syao.g_00267
OG0000766	Syat.g_00896	Syao.g_00266
OG0000767	Syat.g_00894	Syao.g_00264
OG0000768	Syat.g_00893	Syao.g_00263
OG0000769	Syat.g_00891	Syao.g_00261
OG0000770	Syat.g_00886	Syao.g_00257
OG0000771	Syat.g_00788	Syao.g_00506
OG0000772	Syat.g_01768	Syao.g_01523
OG0000773	Syat.g_01114	Syao.g_01447
OG0000774	Syat.g_01146	Syao.g_01442
OG0000775	Syat.g_01148	Syao.g_01440
OG0000776	Syat.g_01149	Syao.g_01439
OG0000777	Syat.g_01150	Syao.g_01438
OG0000778	Syat.g_01151	Syao.g_01437
OG0000779	Syat.g_01154	Syao.g_01469
OG0000780	Syat.g_01157	Syao.g_01456
OG0000781	Syat.g_01161	Syao.g_01452
OG0000782	Syat.g_01162	Syao.g_01451
OG0000783	Syat.g_01163	Syao.g_01450
OG0000784	Syat.g_01164	Syao.g_01449
OG0000785	Syat.g_01166	Syao.g_01481
OG0000786	Syat.g_01170	Syao.g_01473
OG0000787	Syat.g_01171	Syao.g_01472
OG0000788	Syat.g_00087	Syao.g_00870
OG0000789	Syat.g_00845	Syao.g_00623
OG0000790	Syat.g_01300	Syao.g_00041, Syao.g_00315
OG0000791	Syat.g_01302	Syao.g_00043
OG0000792	Syat.g_01303	Syao.g_00044
OG0000793	Syat.g_01412	Syao.g_02700
OG0000794	Syat.g_01414	Syao.g_02703
OG0000795	Syat.g_01416	Syao.g_02704
OG0000796	Syat.g_01422	Syao.g_02708
OG0000797	Syat.g_01423	Syao.g_02709
OG0000798	Syat.g_02057	Syao.g_02066
OG0000799	Syat.g_01256	Syao.g_01525
OG0000800	Syat.g_01255	Syao.g_01526
OG0000801	Syat.g_01253	Syao.g_01527
OG0000802	Syat.g_01245	Syao.g_01531
OG0000803	Syat.g_01241	Syao.g_01534
OG0000804	Syat.g_01238	Syao.g_01537
OG0000805	Syat.g_01236	Syao.g_01502
OG0000806	Syat.g_01234	Syao.g_01504
OG0000807	Syat.g_01233	Syao.g_01506
OG0000808	Syat.g_01232	Syao.g_01507
OG0000809	Syat.g_01229	Syao.g_01511
OG0000810	Syat.g_01228	Syao.g_01482
OG0000811	Syat.g_01186	Syao.g_01490
OG0000812	Syat.g_01182	Syao.g_01492
OG0000813	Syat.g_01181	Syao.g_01493
OG0000814	Syat.g_01179	Syao.g_01495
OG0000815	Syat.g_01177	Syao.g_01499
OG0000816	Syat.g_01175	Syao.g_01471
OG0000817	Syat.g_01279	Syao.g_01519
OG0000818	Syat.g_01325	Syao.g_00062
OG0000819	Syat.g_01326	Syao.g_00063
OG0000820	Syat.g_01327	Syao.g_00064
OG0000821	Syat.g_01333	Syao.g_00070
OG0000822	Syat.g_01335	Syao.g_00072
OG0000823	Syat.g_01336	Syao.g_00073
OG0000824	Syat.g_01342	Syao.g_00079
OG0000825	Syat.g_01343	Syao.g_00080
OG0000826	Syat.g_01344	Syao.g_00081
OG0000827	Syat.g_01345	Syao.g_00082
OG0000828	Syat.g_01348	Syao.g_00085
OG0000829	Syat.g_01349	Syao.g_00086
OG0000830	Syat.g_01350	Syao.g_00087
OG0000831	Syat.g_01353	Syao.g_00089
OG0000832	Syat.g_02982	Syao.g_01696
OG0000833	Syat.g_03072	Syao.g_01612
OG0000834	Syat.g_03073	Syao.g_01610
OG0000835	Syat.g_03075	Syao.g_01609
OG0000836	Syat.g_03078	Syao.g_01606
OG0000837	Syat.g_03079	Syao.g_01605
OG0000838	Syat.g_03083	Syao.g_01601
OG0000839	Syat.g_03084	Syao.g_01600
OG0000840	Syat.g_03085	Syao.g_01599
OG0000841	Syat.g_03086	Syao.g_01598
OG0000842	Syat.g_03087	Syao.g_01597
OG0000843	Syat.g_03088	Syao.g_01596
OG0000844	Syat.g_03090	Syao.g_01594
OG0000845	Syat.g_03091	Syao.g_01593
OG0000846	Syat.g_03092	Syao.g_01592
OG0000847	Syat.g_03093	Syao.g_01591
OG0000848	Syat.g_03095	Syao.g_01589
OG0000849	Syat.g_03096	Syao.g_01588
OG0000850	Syat.g_03098	Syao.g_01585
OG0000851	Syat.g_03101	Syao.g_01582
OG0000852	Syat.g_03102	Syao.g_01581
OG0000853	Syat.g_03106	Syao.g_01577
OG0000854	Syat.g_03108	Syao.g_01575
OG0000855	Syat.g_03109	Syao.g_01574
OG0000856	Syat.g_03305	Syao.g_01327
OG0000857	Syat.g_00500	Syao.g_00774
OG0000858	Syat.g_03114	Syao.g_01567
OG0000859	Syat.g_03115	Syao.g_01566
OG0000860	Syat.g_03126	Syao.g_01552
OG0000861	Syat.g_03127	Syao.g_01551
OG0000862	Syat.g_03136	Syao.g_01542
OG0000863	Syat.g_03138	Syao.g_01540
OG0000864	Syat.g_03139	Syao.g_01017
OG0000866	Syat.g_03141	Syao.g_01686
OG0000867	Syat.g_03142	Syao.g_01685
OG0000868	Syat.g_03067	Syao.g_01682
OG0000869	Syat.g_03054	Syao.g_01677
OG0000870	Syat.g_03049	Syao.g_01672
OG0000871	Syat.g_03048	Syao.g_01671
OG0000872	Syat.g_03042	Syao.g_01665
OG0000873	Syat.g_03039	Syao.g_01662
OG0000874	Syat.g_03037	Syao.g_01660
OG0000875	Syat.g_03035	Syao.g_01658
OG0000876	Syat.g_00745	Syao.g_00536
OG0000877	Syat.g_03024	Syao.g_01654
OG0000878	Syat.g_03023	Syao.g_01653
OG0000879	Syat.g_03022	Syao.g_01652
OG0000880	Syat.g_03021	Syao.g_01651
OG0000881	Syat.g_03016	Syao.g_01647
OG0000882	Syat.g_03011	Syao.g_01642
OG0000883	Syat.g_03007	Syao.g_01638
OG0000884	Syat.g_03005	Syao.g_01636
OG0000885	Syat.g_03004	Syao.g_01635
OG0000886	Syat.g_03003	Syao.g_01634
OG0000887	Syat.g_03002	Syao.g_01633
OG0000888	Syat.g_03000	Syao.g_01631
OG0000889	Syat.g_02997	Syao.g_01629
OG0000890	Syat.g_02994	Syao.g_01626
OG0000891	Syat.g_02993	Syao.g_01625
OG0000892	Syat.g_02992	Syao.g_01695
OG0000893	Syat.g_01864	Syao.g_01934
OG0000894	Syat.g_01860	Syao.g_01937
OG0000895	Syat.g_01856	Syao.g_01916
OG0000896	Syat.g_01855	Syao.g_01917
OG0000897	Syat.g_01853	Syao.g_01919
OG0000898	Syat.g_01852	Syao.g_01920
OG0000899	Syat.g_01851	Syao.g_01921
OG0000900	Syat.g_01850	Syao.g_01922
OG0000901	Syat.g_01845	Syao.g_01927
OG0000902	Syat.g_01843	Syao.g_01929
OG0000903	Syat.g_01830	Syao.g_01798
OG0000904	Syat.g_01834	Syao.g_01804
OG0000905	Syat.g_01839	Syao.g_01862
OG0000906	Syat.g_01841	Syao.g_01931
OG0000907	Syat.g_01828	Syao.g_01796
OG0000908	Syat.g_01825	Syao.g_01793
OG0000909	Syat.g_01824	Syao.g_01792
OG0000910	Syat.g_01823	Syao.g_01791
OG0000911	Syat.g_01821	Syao.g_01789
OG0000912	Syat.g_01820	Syao.g_01788
OG0000913	Syat.g_01819	Syao.g_01787
OG0000914	Syat.g_01818	Syao.g_01786
OG0000915	Syat.g_01816	Syao.g_01784
OG0000916	Syat.g_01815	Syao.g_01783
OG0000917	Syat.g_01814	Syao.g_01782
OG0000918	Syat.g_01813	Syao.g_01781
OG0000919	Syat.g_01812	Syao.g_01780
OG0000920	Syat.g_01811	Syao.g_01779
OG0000921	Syat.g_01810	Syao.g_01778
OG0000922	Syat.g_01809	Syao.g_01777
OG0000923	Syat.g_01805	Syao.g_01772
OG0000924	Syat.g_01804	Syao.g_01771
OG0000925	Syat.g_01803	Syao.g_01770
OG0000926	Syat.g_01802	Syao.g_01769
OG0000927	Syat.g_01800	Syao.g_01767
OG0000928	Syat.g_01799	Syao.g_01766
OG0000929	Syat.g_01798	Syao.g_01765
OG0000930	Syat.g_01797	Syao.g_01764
OG0000931	Syat.g_01796	Syao.g_01763
OG0000932	Syat.g_01794	Syao.g_01762
OG0000933	Syat.g_01788	Syao.g_01811
OG0000934	Syat.g_01786	Syao.g_01809
OG0000935	Syat.g_01665	Syao.g_01808
OG0000936	Syat.g_01664	Syao.g_01843
OG0000937	Syat.g_01663	Syao.g_01842
OG0000938	Syat.g_01659	Syao.g_01839
OG0000939	Syat.g_01658	Syao.g_01838
OG0000940	Syat.g_01651	Syao.g_01830
OG0000941	Syat.g_01649	Syao.g_01828
OG0000942	Syat.g_01647	Syao.g_01826
OG0000943	Syat.g_01646	Syao.g_01824
OG0000944	Syat.g_01644	Syao.g_01822
OG0000945	Syat.g_01643	Syao.g_01821
OG0000946	Syat.g_01633	Syao.g_01852
OG0000947	Syat.g_01630	Syao.g_01849
OG0000948	Syat.g_01629	Syao.g_01848
OG0000949	Syat.g_02142	Syao.g_01970
OG0000950	Syat.g_02152	Syao.g_01957
OG0000951	Syat.g_02157	Syao.g_02262
OG0000952	Syat.g_02162	Syao.g_02266
OG0000953	Syat.g_02166	Syao.g_02130
OG0000954	Syat.g_02187	Syao.g_02135
OG0000955	Syat.g_02188	Syao.g_02136
OG0000956	Syat.g_02191	Syao.g_02138
OG0000957	Syat.g_02204	Syao.g_01951
OG0000958	Syat.g_02205	Syao.g_01950
OG0000959	Syat.g_02212	Syao.g_01947
OG0000960	Syat.g_02213	Syao.g_01946
OG0000961	Syat.g_02873	Syao.g_02496
OG0000962	Syat.g_02223	Syao.g_02191
OG0000963	Syat.g_02226	Syao.g_02186
OG0000964	Syat.g_02227	Syao.g_02185
OG0000965	Syat.g_02228	Syao.g_02184
OG0000966	Syat.g_02259	Syao.g_02172
OG0000967	Syat.g_02263	Syao.g_02167
OG0000968	Syat.g_02269	Syao.g_02199
OG0000969	Syat.g_02271	Syao.g_02200
OG0000970	Syat.g_02272	Syao.g_02201
OG0000971	Syat.g_02274	Syao.g_02203
OG0000972	Syat.g_02275	Syao.g_02204
OG0000973	Syat.g_02276	Syao.g_02205
OG0000974	Syat.g_02277	Syao.g_02206
OG0000975	Syat.g_02278	Syao.g_02207
OG0000976	Syat.g_02279	Syao.g_02208
OG0000977	Syat.g_02281	Syao.g_02210
OG0000978	Syat.g_02283	Syao.g_02211
OG0000979	Syat.g_02286	Syao.g_02214
OG0000980	Syat.g_02289	Syao.g_02217
OG0000981	Syat.g_02292	Syao.g_02220
OG0000982	Syat.g_02691	Syao.g_02437
OG0000983	Syat.g_02690	Syao.g_02438
OG0000984	Syat.g_02689	Syao.g_02439
OG0000985	Syat.g_02685	Syao.g_02443
OG0000986	Syat.g_02680	Syao.g_02445
OG0000987	Syat.g_02678	Syao.g_02447
OG0000988	Syat.g_02672	Syao.g_02452
OG0000989	Syat.g_02657	Syao.g_02368
OG0000990	Syat.g_02500	Syao.g_02362
OG0000991	Syat.g_02503	Syao.g_02354
OG0000992	Syat.g_02507	Syao.g_02279
OG0000993	Syat.g_02508	Syao.g_02280
OG0000994	Syat.g_02512	Syao.g_02283
OG0000995	Syat.g_02517	Syao.g_02287
OG0000996	Syat.g_02446	Syao.g_02305
OG0000997	Syat.g_02417	Syao.g_02326
OG0000998	Syat.g_02415	Syao.g_02328
OG0000999	Syat.g_02414	Syao.g_02329
OG0001001	Syat.g_02400	Syao.g_02338
OG0001002	Syat.g_02394	Syao.g_02345
OG0001003	Syat.g_02392	Syao.g_02347
OG0001004	Syat.g_02391	Syao.g_02348
OG0001005	Syat.g_02390	Syao.g_02194
OG0001006	Syat.g_02378	Syao.g_02159
OG0001007	Syat.g_02376	Syao.g_02161
OG0001008	Syat.g_02971	Syao.g_01737
OG0001009	Syat.g_02311	Syao.g_02239
OG0001010	Syat.g_02310	Syao.g_02238
OG0001011	Syat.g_02308	Syao.g_02236
OG0001012	Syat.g_01004	Syao.g_00322
OG0001013	Syat.g_02716	Syao.g_02413
OG0001014	Syat.g_02721	Syao.g_02407
OG0001015	Syat.g_02722	Syao.g_02406
OG0001016	Syat.g_01474	Syao.g_02622
OG0001017	Syat.g_01480	Syao.g_02628
OG0001018	Syat.g_01482	Syao.g_02630
OG0001019	Syat.g_01532	Syao.g_02654
OG0001020	Syat.g_01539	Syao.g_02663
OG0001021	Syat.g_01552	Syao.g_02666
OG0001022	Syat.g_01555	Syao.g_02670
OG0001023	Syat.g_01556	Syao.g_02671
OG0001024	Syat.g_01560	Syao.g_01018
OG0001025	Syat.g_01566	Syao.g_02597
OG0001026	Syat.g_01582	Syao.g_02594
OG0001027	Syat.g_02947	Syao.g_02564
OG0001028	Syat.g_02944	Syao.g_02568
OG0001029	Syat.g_02942	Syao.g_02570
OG0001030	Syat.g_02922	Syao.g_02545
OG0001031	Syat.g_02836	Syao.g_02528
OG0001032	Syat.g_02834	Syao.g_02530
OG0001033	Syat.g_02784	Syao.g_01016
OG0001034	Syat.g_01448	Syao.g_01704
OG0001035	Syat.g_01885	Syao.g_02101
OG0001036	Syat.g_01939	Syao.g_02096
OG0001037	Syat.g_01941	Syao.g_02094
OG0001038	Syat.g_02058	Syao.g_02065
OG0001039	Syat.g_02061	Syao.g_02062
OG0001040	Syat.g_02064	Syao.g_02059
OG0001041	Syat.g_02070	Syao.g_02055
OG0001042	Syat.g_02100	Syao.g_02032
OG0001043	Syat.g_02103	Syao.g_02028
OG0001044	Syat.g_01615	Syao.g_01878
OG0001045	Syat.g_01602	Syao.g_01865
OG0001046	Syat.g_00552	Syao.g_00827
OG0001047	Syat.g_02973	Syao.g_01739
OG0001048	Syat.g_02974	Syao.g_01740
OG0001049	Syat.g_01290	Syao.g_01616
OG0001050	Syat.g_01289	Syao.g_01618
OG0001051	Syat.g_01288	Syao.g_01619
OG0001052	Syat.g_01375	Syao.g_02686
OG0001053	Syat.g_03173	Syao.g_00025
OG0001054	Syat.g_03192	Syao.g_00104
OG0001055	Syat.g_03224	Syao.g_00156
OG0001056	Syat.g_03275	Syao.g_01417
OG0001057	Syat.g_00102	Syao.g_00879
OG0001058	Syat.g_00079	Syao.g_00862
OG0001059	Syat.g_00075	Syao.g_00858
OG0001062	Syat.g_00048	Syao.g_01050
OG0001063	Syat.g_00042	Syao.g_01042
OG0001064	Syat.g_00041	Syao.g_01041
OG0001065	Syat.g_00040	Syao.g_01040
OG0001066	Syat.g_00039	Syao.g_01039
OG0001067	Syat.g_00038	Syao.g_01038
OG0001068	Syat.g_00037	Syao.g_01037
OG0001069	Syat.g_00036	Syao.g_01036
OG0001070	Syat.g_00032	Syao.g_01032
OG0001071	Syat.g_00031	Syao.g_01031
OG0001072	Syat.g_00028	Syao.g_01027
OG0001073	Syat.g_00009	Syao.g_00991
OG0001074	Syat.g_01015	Syao.g_00392
OG0001075	Syat.g_01037	Syao.g_00391
OG0001076	Syat.g_03315	Syao.g_01339
OG0001077	Syat.g_03290	Syao.g_01323
OG0001078	Syat.g_00118	Syao.g_00895
OG0001079	Syat.g_00378	Syao.g_00911
OG0001081	Syat.g_00366	Syao.g_00925
OG0001082	Syat.g_00365	Syao.g_00926
OG0001083	Syat.g_00390	Syao.g_00934
OG0001084	Syat.g_00391	Syao.g_00935
OG0001085	Syat.g_00408	Syao.g_00947
OG0001086	Syat.g_00410	Syao.g_00949
OG0001087	Syat.g_03277	Syao.g_01419
OG0001088	Syat.g_02496	Syao.g_00211
OG0001089	Syat.g_00818	Syao.g_00376
OG0001090	Syat.g_00659	Syao.g_00494
OG0001091	Syat.g_00661	Syao.g_00491
OG0001092	Syat.g_00663	Syao.g_00489
OG0001093	Syat.g_00669	Syao.g_00482
OG0001094	Syat.g_00473	Syao.g_00750
OG0001095	Syat.g_00497	Syao.g_00771
OG0001096	Syat.g_00516	Syao.g_00786
OG0001097	Syat.g_00743	Syao.g_00552
OG0001098	Syat.g_01672	Syao.g_00731
OG0001099	Syat.g_02943	Syao.g_02569
OG0001100	Syat.g_00418	Syao.g_00957
OG0001101	Syat.g_00420	Syao.g_00959
OG0001102	Syat.g_00423	Syao.g_00962
OG0001103	Syat.g_00425	Syao.g_00964
OG0001105	Syat.g_00461	Syao.g_00736
OG0001106	Syat.g_00598	Syao.g_00688
OG0001107	Syat.g_00580	Syao.g_00676
OG0001108	Syat.g_00570	Syao.g_00669
OG0001109	Syat.g_00568	Syao.g_00667
OG0001110	Syat.g_00566	Syao.g_00665
OG0001111	Syat.g_00564	Syao.g_00663
OG0001112	Syat.g_00562	Syao.g_00661
OG0001113	Syat.g_00561	Syao.g_00660
OG0001114	Syat.g_00560	Syao.g_00659
OG0001115	Syat.g_00557	Syao.g_00832
OG0001116	Syat.g_00555	Syao.g_00830
OG0001117	Syat.g_00554	Syao.g_00829
OG0001118	Syat.g_00553	Syao.g_00828
OG0001119	Syat.g_00551	Syao.g_00826
OG0001120	Syat.g_00546	Syao.g_00822
OG0001122	Syat.g_00711	Syao.g_00445
OG0001123	Syat.g_00704	Syao.g_00451
OG0001124	Syat.g_00702	Syao.g_00453
OG0001125	Syat.g_00700	Syao.g_00456
OG0001126	Syat.g_00790	Syao.g_00504
OG0001127	Syat.g_00789	Syao.g_00505
OG0001128	Syat.g_00786	Syao.g_00508
OG0001129	Syat.g_00784	Syao.g_00510
OG0001130	Syat.g_00783	Syao.g_00511
OG0001131	Syat.g_01674	Syao.g_01387
OG0001132	Syat.g_00965	Syao.g_01221
OG0001133	Syat.g_03311	Syao.g_01333
OG0001136	Syat.g_03257	Syao.g_00126
OG0001137	Syat.g_00306	Syao.g_00194
OG0001138	Syat.g_00214	Syao.g_00227
OG0001139	Syat.g_00209	Syao.g_00225
OG0001140	Syat.g_00208	Syao.g_00224
OG0001141	Syat.g_00207	Syao.g_00254
OG0001142	Syat.g_00206	Syao.g_00253
OG0001143	Syat.g_00925	Syao.g_00243
OG0001144	Syat.g_00906	Syao.g_00276
OG0001145	Syat.g_01117	Syao.g_01446
OG0001146	Syat.g_01158	Syao.g_01455
OG0001147	Syat.g_01368	Syao.g_00095
OG0001148	Syat.g_01297	Syao.g_00038
OG0001149	Syat.g_01298	Syao.g_00039
OG0001150	Syat.g_01299	Syao.g_00040
OG0001151	Syat.g_01420	Syao.g_02706
OG0001152	Syat.g_01421	Syao.g_02707
OG0001153	Syat.g_01346	Syao.g_00083
OG0001154	Syat.g_01347	Syao.g_00084
OG0001155	Syat.g_02774	Syao.g_01747
OG0001156	Syat.g_02978	Syao.g_01744
OG0001157	Syat.g_02977	Syao.g_01743
OG0001158	Syat.g_02976	Syao.g_01742
OG0001159	Syat.g_02975	Syao.g_01741
OG0001160	Syat.g_03104	Syao.g_01579
OG0001161	Syat.g_02384	Syao.g_02373
OG0001162	Syat.g_01528	Syao.g_02650
OG0001163	Syat.g_03112	Syao.g_01571
OG0001164	Syat.g_03116	Syao.g_01564
OG0001165	Syat.g_03121	Syao.g_01559
OG0001166	Syat.g_03050	Syao.g_01673
OG0001167	Syat.g_03019	Syao.g_01006
OG0001168	Syat.g_03017	Syao.g_01648
OG0001169	Syat.g_03015	Syao.g_01646
OG0001170	Syat.g_03013	Syao.g_01644
OG0001171	Syat.g_03001	Syao.g_01632
OG0001172	Syat.g_01858	Syao.g_01914
OG0001173	Syat.g_01857	Syao.g_01915
OG0001174	Syat.g_01849	Syao.g_01923
OG0001175	Syat.g_01848	Syao.g_01924
