Orthogroup	Syat	Syao
OG0002199	Syat.g_00393	Syao.g_00912
OG0002200	Syat.g_01225	Syao.g_01487
OG0002201	Syat.g_00004	Syao.g_01060
OG0002202	Syat.g_00005	Syao.g_01061
OG0002203	Syat.g_00006	Syao.g_01062
OG0002204	Syat.g_00029	Syao.g_01028
OG0002205	Syat.g_00047	Syao.g_01049
OG0002206	Syat.g_01056	Syao.g_00840
OG0002207	Syat.g_00068	Syao.g_00850
OG0002208	Syat.g_03165	Syao.g_00033
OG0002209	Syat.g_01606	Syao.g_01869
OG0002210	Syat.g_01627	Syao.g_01846
OG0002211	Syat.g_01789	Syao.g_01812
OG0002212	Syat.g_02702	Syao.g_02424
OG0002213	Syat.g_02697	Syao.g_02428
OG0002214	Syat.g_02401	Syao.g_02337
OG0002225	Syat.g_00993	Syao.g_00543
OG0002229	Syat.g_02254	Syao.g_02126
OG0002231	Syat.g_00444	Syao.g_00877
OG0002235	Syat.g_00462	Syao.g_00737
OG0002239	Syat.g_01095	Syao.g_01405
OG0002241	Syat.g_01398	Syao.g_02694
OG0002243	Syat.g_02803	Syao.g_02421
OG0002244	Syat.g_00744	Syao.g_00551
OG0002247	Syat.g_00054	Syao.g_00836
OG0002248	Syat.g_00837	Syao.g_00979
OG0002250	Syat.g_01530	Syao.g_02652
OG0002251	Syat.g_03077	Syao.g_01607
OG0002253	Syat.g_01145	Syao.g_01445
OG0002254	Syat.g_00691	Syao.g_00465
OG0002255	Syat.g_00556	Syao.g_00831
OG0002257	Syat.g_01714	Syao.g_01262
OG0002258	Syat.g_00030	Syao.g_01029
OG0002259	Syat.g_03274	Syao.g_01416
OG0002260	Syat.g_00883	Syao.g_00288
OG0002285	Syat.g_00612	Syao.g_00632
OG0002288	Syat.g_00915	Syao.g_00404
OG0002289	Syat.g_01401	Syao.g_02696
OG0002292	Syat.g_02822	Syao.g_02539
OG0002296	Syat.g_01332	Syao.g_00069
OG0002297	Syat.g_01433	Syao.g_01496
OG0002298	Syat.g_00559	Syao.g_00658
OG0002300	Syat.g_00977	Syao.g_01256
OG0002302	Syat.g_01307	Syao.g_00048
OG0002305	Syat.g_01576	Syao.g_02589
OG0002307	Syat.g_00447	Syao.g_01242
OG0002308	Syat.g_03129	Syao.g_01549
OG0002309	Syat.g_00722	Syao.g_00562
OG0002330	Syat.g_01093	Syao.g_00329
OG0002343	Syat.g_01871	Syao.g_02113
OG0002347	Syat.g_03036	Syao.g_01659
OG0002348	Syat.g_02603	Syao.g_01224
OG0002349	Syat.g_03010	Syao.g_01641
OG0002355	Syat.g_01013	Syao.g_00396
OG0002357	Syat.g_02661	Syao.g_01568
OG0002358	Syat.g_01520	Syao.g_01734
OG0002359	Syat.g_01340	Syao.g_00077
OG0002360	Syat.g_02460	Syao.g_00430
OG0002364	Syat.g_00626	Syao.g_00647
OG0002375	Syat.g_01219	Syao.g_01082
OG0002382	Syat.g_03179	Syao.g_00117
OG0002386	Syat.g_01687	Syao.g_00798
OG0002389	Syat.g_01641	Syao.g_01819
OG0002391	Syat.g_02932	Syao.g_02580
OG0002396	Syat.g_01817	Syao.g_01785
OG0002402	Syat.g_00791	Syao.g_00503
OG0002404	Syat.g_01875	Syao.g_02109
OG0002409	Syat.g_02505	Syao.g_02278
OG0002410	Syat.g_02412	Syao.g_02330
OG0002411	Syat.g_00519	Syao.g_00790
OG0002430	Syat.g_01100	Syao.g_01485
OG0002431	Syat.g_01101	Syao.g_01484
OG0002440	Syat.g_00706	Syao.g_01351
OG0002443	Syat.g_00335	Syao.g_00395
OG0002447	Syat.g_01399	Syao.g_02695
OG0002463	Syat.g_00337	Syao.g_00407
OG0002464	Syat.g_01484	Syao.g_02632
OG0002466	Syat.g_02995	Syao.g_01627
OG0002469	Syat.g_00908	Syao.g_00277
OG0002474	Syat.g_00713	Syao.g_00443
OG0002475	Syat.g_01339	Syao.g_00076
OG0002476	Syat.g_01671	Syao.g_00493
OG0002494	Syat.g_00034	Syao.g_01034
OG0002519	Syat.g_02425	Syao.g_02260
OG0002527	Syat.g_00835	Syao.g_01306
OG0002528	Syat.g_00833	Syao.g_01304
OG0002529	Syat.g_01427	Syao.g_01259
OG0002530	Syat.g_00990	Syao.g_00540
OG0002530	Syat.g_03379	Syao.g_00339
OG0002531	Syat.g_00992	Syao.g_00542
OG0002537	Syat.g_02827	Syao.g_02536
OG0002539	Syat.g_02674	Syao.g_02450
OG0002541	Syat.g_01628	Syao.g_01847
OG0002542	Syat.g_03396	Syao.g_01238
OG0002547	Syat.g_00759	Syao.g_00524
OG0002548	Syat.g_00327, Syat.g_00934, Syat.g_03387	Syao.g_00326
OG0002559	Syat.g_00145	Syao.g_01196
OG0002566	Syat.g_02065	Syao.g_01011
OG0002572	Syat.g_01014	Syao.g_01458, Syao.g_00394
OG0002577	Syat.g_00329	Syao.g_01005
OG0002582	Syat.g_02247	Syao.g_02270
OG0002592	Syat.g_02707	Syao.g_02412
OG0002593	Syat.g_02985	Syao.g_01699
OG0002601	Syat.g_00834	Syao.g_01305
OG0002607	Syat.g_01370	Syao.g_02681
OG0002610	Syat.g_01616	Syao.g_01879
OG0002611	Syat.g_02426	Syao.g_02258
OG0002613	Syat.g_01388	Syao.g_01066
OG0002615	Syat.g_00121, Syat.g_01914, Syat.g_00150, Syat.g_03030, Syat.g_00274	Syao.g_01318
OG0002628	Syat.g_02210	Syao.g_01958
OG0002634	Syat.g_01446	Syao.g_01706
OG0002644	Syat.g_01973	Syao.g_00903
OG0002664	Syat.g_02486, Syat.g_00167	Syao.g_01307
OG0002668	Syat.g_01359	Syao.g_01807, Syao.g_01365
OG0002678	Syat.g_00688	Syao.g_00221
OG0002679	Syat.g_01008	Syao.g_00325
OG0002680	Syat.g_00692	Syao.g_00463
OG0002684	Syat.g_02645	Syao.g_02372
OG0002685	Syat.g_01010	Syao.g_00013
OG0002686	Syat.g_01387	Syao.g_01065
OG0002687	Syat.g_01393, Syat.g_01771, Syat.g_00104	Syao.g_01104
OG0002721	Syat.g_03161	Syao.g_00603
OG0002722	Syat.g_01202	Syao.g_01111, Syao.g_01996, Syao.g_01986, Syao.g_01112
OG0002723	Syat.g_01218	Syao.g_01078
OG0002731	Syat.g_00687	Syao.g_00468
OG0002753	Syat.g_03391	Syao.g_00614
OG0002756	Syat.g_02010	Syao.g_00352
OG0002757	Syat.g_00913	Syao.g_00235
OG0002760	Syat.g_03406	Syao.g_01207
OG0002763	Syat.g_01944	Syao.g_01421
OG0002764	Syat.g_00824	Syao.g_00613
OG0002766	Syat.g_03245, Syat.g_01920, Syat.g_03244	Syao.g_01096, Syao.g_01095
OG0002797	Syat.g_03135	Syao.g_00380
OG0002801	Syat.g_00793	Syao.g_00500
OG0002821	Syat.g_02904	Syao.g_02562
OG0002822	Syat.g_02906	Syao.g_02560
OG0002844	Syat.g_01204	Syao.g_01987
OG0002845	Syat.g_01311	Syao.g_02377
OG0002855	Syat.g_01052	Syao.g_00306
OG0002859	Syat.g_00995	Syao.g_00545
OG0002866	Syat.g_00914	Syao.g_00236
OG0002872	Syat.g_02825	Syao.g_02537
OG0002881	Syat.g_01919, Syat.g_03246	Syao.g_01094
OG0002896	Syat.g_02239, Syat.g_02244	Syao.g_01170
OG0002906	Syat.g_01045	Syao.g_00206
OG0002953	Syat.g_02093	Syao.g_01245
OG0002969	Syat.g_00988	Syao.g_00538
OG0002970	Syat.g_00989	Syao.g_00539
OG0002971	Syat.g_00996	Syao.g_00547
OG0002985	Syat.g_01432	Syao.g_01900
OG0002993	Syat.g_01698	Syao.g_01107
OG0002995	Syat.g_01693	Syao.g_00800
OG0002996	Syat.g_02782	Syao.g_02470
OG0002999	Syat.g_00227	Syao.g_00172
OG0003000	Syat.g_01282	Syao.g_01514
OG0003003	Syat.g_01977, Syat.g_02182	Syao.g_01380
OG0003007	Syat.g_01057	Syao.g_00321
OG0003010	Syat.g_01211	Syao.g_01980
OG0003056	Syat.g_03134	Syao.g_01544
OG0003057	Syat.g_03133	Syao.g_01545
OG0003058	Syat.g_03132	Syao.g_01546
OG0003067	Syat.g_01017	Syao.g_01557
OG0003113	Syat.g_00997	Syao.g_00546
OG0003134	Syat.g_01509	Syao.g_02642
OG0003136	Syat.g_00966	Syao.g_01200
OG0003146	Syat.g_01362	Syao.g_00244
OG0003149	Syat.g_02527	Syao.g_01480
OG0003150	Syat.g_02528	Syao.g_01479
OG0003152	Syat.g_01772	Syao.g_01250
OG0003216	Syat.g_02255	Syao.g_02127
OG0003224	Syat.g_00445	Syao.g_01215
OG0003283	Syat.g_01059	Syao.g_00223
OG0003288	Syat.g_00920	Syao.g_00237
OG0003289	Syat.g_00916	Syao.g_00239
OG0003291	Syat.g_02453, Syat.g_01535	Syao.g_00328
OG0003311	Syat.g_00760	Syao.g_00823
OG0003312	Syat.g_02631	Syao.g_01382
OG0003317	Syat.g_01978	Syao.g_01379
OG0003319	Syat.g_00310	Syao.g_00402
OG0003322	Syat.g_01049	Syao.g_00309
OG0003323	Syat.g_00715	Syao.g_00441
OG0003324	Syat.g_00046	Syao.g_00348
OG0003329	Syat.g_02393	Syao.g_02346
OG0003330	Syat.g_00134, Syat.g_02438	Syao.g_01963
OG0003332	Syat.g_03250	Syao.g_00133
OG0003347	Syat.g_00396, Syat.g_03193	Syao.g_01994
OG0003531	Syat.g_01975	Syao.g_02690
OG0003532	Syat.g_01974	Syao.g_02689
OG0003561	Syat.g_00377	Syao.g_01184
OG0003573	Syat.g_00936	Syao.g_02604
OG0003575	Syat.g_02630	Syao.g_01378
OG0003577	Syat.g_00750, Syat.g_02624	Syao.g_00605
OG0003579	Syat.g_00714	Syao.g_00442
OG0003580	Syat.g_01000	Syao.g_00550
OG0003581	Syat.g_00999	Syao.g_00549
OG0003582	Syat.g_00998	Syao.g_00548
OG0003583	Syat.g_00397	Syao.g_00938
OG0003584	Syat.g_00110	Syao.g_00886
OG0003585	Syat.g_00089	Syao.g_00872
OG0003586	Syat.g_00069	Syao.g_00851
OG0003587	Syat.g_00050	Syao.g_01052
OG0003589	Syat.g_03386	Syao.g_00415
OG0003590	Syat.g_01065	Syao.g_01014
OG0003591	Syat.g_00007	Syao.g_01063
OG0003597	Syat.g_02194	Syao.g_02141
OG0003598	Syat.g_01999	Syao.g_02088
OG0003602	Syat.g_00922	Syao.g_00240
OG0003603	Syat.g_03265	Syao.g_00214
OG0003604	Syat.g_03233	Syao.g_00142
OG0003605	Syat.g_01558	Syao.g_02673
OG0003819	Syat.g_01680	Syao.g_02319
OG0003886	Syat.g_02358	Syao.g_01277
OG0003949	Syat.g_02436, Syat.g_00822	Syao.g_00401
OG0003953	Syat.g_00848	Syao.g_00285
OG0003954	Syat.g_02548	Syao.g_01209
OG0003955	Syat.g_00633	Syao.g_00587
OG0003956	Syat.g_00986, Syat.g_00985	Syao.g_00607
OG0003957	Syat.g_00548	Syao.g_00824
OG0003958	Syat.g_00415	Syao.g_00954
OG0003959	Syat.g_03370	Syao.g_00347
OG0003960	Syat.g_03373	Syao.g_00345
OG0003961	Syat.g_03374	Syao.g_00344
OG0003962	Syat.g_03375	Syao.g_00342
OG0003963	Syat.g_03376	Syao.g_00341
OG0003964	Syat.g_03377	Syao.g_00340
OG0003965	Syat.g_03380	Syao.g_00338
OG0003966	Syat.g_03381	Syao.g_00337
OG0003967	Syat.g_03384	Syao.g_00336
OG0003968	Syat.g_03385	Syao.g_00335
OG0003969	Syat.g_00961	Syao.g_00359
OG0003974	Syat.g_03130	Syao.g_01548
OG0003975	Syat.g_03131	Syao.g_01547
OG0003982	Syat.g_00215	Syao.g_00228
OG0003983	Syat.g_00311	Syao.g_00205
OG0003984	Syat.g_01574	Syao.g_02588
OG0003985	Syat.g_01594	Syao.g_01752
OG0003986	Syat.g_02683	Syao.g_01517
OG0004427	Syat.g_03211	Syao.g_00297
OG0004433	Syat.g_00086	Syao.g_00869
OG0004434	Syat.g_03372	Syao.g_00346
OG0004437	Syat.g_01956	Syao.g_00002
OG0004447	Syat.g_03128	Syao.g_01550
OG0004448	Syat.g_02026	Syao.g_00245
OG0004449	Syat.g_02262	Syao.g_02168
OG0004458	Syat.g_00912	Syao.g_00234
OG0004460	Syat.g_01545	Syao.g_01024
OG0004462	Syat.g_01592	Syao.g_01754
OG0004463	Syat.g_01593	Syao.g_01753
OG0004465	Syat.g_00991	Syao.g_00541
OG0005105	Syat.g_01700	Syao.g_01179
OG0005151	Syat.g_00285	Syao.g_01174
OG0005217	Syat.g_01221	Syao.g_01075
OG0005243	Syat.g_01990	Syao.g_00222
OG0006280	Syat.g_01192	Syao.g_01093
OG0006282	Syat.g_01212	Syao.g_01137
OG0006289	Syat.g_01206	Syao.g_01989
