Orthogroup	Syab	Prbd
OG0000557	Syab.g_02019	Prbd.g_00697
OG0000558	Syab.g_02016	Prbd.g_00695
OG0000559	Syab.g_02012	Prbd.g_00691
OG0000560	Syab.g_02009	Prbd.g_00688
OG0000561	Syab.g_02008	Prbd.g_00687
OG0000562	Syab.g_02007	Prbd.g_00686
OG0000563	Syab.g_02006	Prbd.g_00685
OG0000564	Syab.g_02005	Prbd.g_00684
OG0000565	Syab.g_02001	Prbd.g_00681
OG0000566	Syab.g_01997	Prbd.g_00679
OG0000567	Syab.g_01993	Prbd.g_00675
OG0000568	Syab.g_01991	Prbd.g_00674
OG0000569	Syab.g_01990	Prbd.g_00673
OG0000570	Syab.g_01989	Prbd.g_00672
OG0000571	Syab.g_01986	Prbd.g_00670
OG0000572	Syab.g_01969	Prbd.g_00657
OG0000573	Syab.g_01960	Prbd.g_00652
OG0000574	Syab.g_01959	Prbd.g_00651
OG0000575	Syab.g_01954	Prbd.g_00647
OG0000576	Syab.g_01952	Prbd.g_00645
OG0000577	Syab.g_01951	Prbd.g_00644
OG0000578	Syab.g_01950	Prbd.g_00643
OG0000579	Syab.g_01949	Prbd.g_00642
OG0000580	Syab.g_01948	Prbd.g_00641
OG0000581	Syab.g_01934	Prbd.g_00639
OG0000582	Syab.g_01929	Prbd.g_00636
OG0000583	Syab.g_01928	Prbd.g_00635
OG0000584	Syab.g_01927	Prbd.g_00634
OG0000585	Syab.g_01924	Prbd.g_00632
OG0000586	Syab.g_01923	Prbd.g_00631
OG0000587	Syab.g_01921	Prbd.g_00630
OG0000588	Syab.g_01910	Prbd.g_00626
OG0000589	Syab.g_01899	Prbd.g_00623
OG0000590	Syab.g_01898	Prbd.g_00622
OG0000591	Syab.g_01892	Prbd.g_00619
OG0000592	Syab.g_01891	Prbd.g_00618
OG0000593	Syab.g_01877	Prbd.g_00612
OG0000594	Syab.g_01876	Prbd.g_00611
OG0000595	Syab.g_01875	Prbd.g_00610
OG0000596	Syab.g_01871	Prbd.g_00606
OG0000597	Syab.g_01868	Prbd.g_00604
OG0000598	Syab.g_01867	Prbd.g_00603
OG0000599	Syab.g_01860	Prbd.g_00600
OG0000600	Syab.g_01859	Prbd.g_00599
OG0000601	Syab.g_01858	Prbd.g_00598
OG0000602	Syab.g_01853	Prbd.g_00596
OG0000603	Syab.g_01852	Prbd.g_00595
OG0000604	Syab.g_01850	Prbd.g_00594
OG0000605	Syab.g_01758	Prbd.g_00593
OG0000606	Syab.g_01529	Prbd.g_00590
OG0000607	Syab.g_01533	Prbd.g_00587
OG0000608	Syab.g_01534	Prbd.g_00586
OG0000609	Syab.g_01536	Prbd.g_00585
OG0000610	Syab.g_01555	Prbd.g_00580
OG0000611	Syab.g_01558	Prbd.g_00577
OG0000612	Syab.g_01559	Prbd.g_00576
OG0000613	Syab.g_00228	Prbd.g_00571
OG0000614	Syab.g_01179	Prbd.g_00552
OG0000615	Syab.g_01605	Prbd.g_00544
OG0000616	Syab.g_02897	Prbd.g_00540
OG0000617	Syab.g_01274	Prbd.g_00013
OG0000618	Syab.g_01275	Prbd.g_00014
OG0000619	Syab.g_01662	Prbd.g_00015
OG0000620	Syab.g_01668	Prbd.g_00018
OG0000621	Syab.g_01669	Prbd.g_00019
OG0000622	Syab.g_01670	Prbd.g_00020
OG0000623	Syab.g_01671	Prbd.g_00021
OG0000624	Syab.g_01673	Prbd.g_00022
OG0000625	Syab.g_01674	Prbd.g_00023
OG0000626	Syab.g_01675	Prbd.g_00024
OG0000627	Syab.g_01438	Prbd.g_00025
OG0000628	Syab.g_01437	Prbd.g_00026
OG0000629	Syab.g_01434	Prbd.g_00027
OG0000630	Syab.g_01430	Prbd.g_00030
OG0000631	Syab.g_01421	Prbd.g_00093
OG0000632	Syab.g_01420	Prbd.g_00094
OG0000633	Syab.g_01419	Prbd.g_00095
OG0000634	Syab.g_01651	Prbd.g_00098
OG0000635	Syab.g_01656	Prbd.g_00099
OG0000636	Syab.g_01658	Prbd.g_00101
OG0000637	Syab.g_01660	Prbd.g_00103
OG0000638	Syab.g_01661	Prbd.g_00104
OG0000639	Syab.g_01276	Prbd.g_00105
OG0000640	Syab.g_01277	Prbd.g_00106
OG0000641	Syab.g_01281	Prbd.g_00110
OG0000642	Syab.g_01282	Prbd.g_00111
OG0000643	Syab.g_01283	Prbd.g_00112
OG0000644	Syab.g_01284	Prbd.g_00113
OG0000645	Syab.g_01286	Prbd.g_00114
OG0000646	Syab.g_01289	Prbd.g_00116
OG0000647	Syab.g_01291	Prbd.g_00117
OG0000648	Syab.g_01684	Prbd.g_00119
OG0000649	Syab.g_01685	Prbd.g_00120
OG0000650	Syab.g_01686	Prbd.g_00121
OG0000651	Syab.g_01687	Prbd.g_00122
OG0000652	Syab.g_01688	Prbd.g_00123
OG0000653	Syab.g_01690	Prbd.g_00125
OG0000654	Syab.g_01691	Prbd.g_00126
OG0000655	Syab.g_01692	Prbd.g_00127
OG0000656	Syab.g_01695	Prbd.g_00130
OG0000657	Syab.g_01706	Prbd.g_00138
OG0000658	Syab.g_01710	Prbd.g_00139
OG0000659	Syab.g_01711	Prbd.g_00140
OG0000660	Syab.g_01715	Prbd.g_00144
OG0000661	Syab.g_01717	Prbd.g_00146
OG0000662	Syab.g_01719	Prbd.g_00148
OG0000663	Syab.g_01722	Prbd.g_00150
OG0000664	Syab.g_01723	Prbd.g_00151
OG0000665	Syab.g_01829	Prbd.g_00155
OG0000666	Syab.g_01842	Prbd.g_00156
OG0000667	Syab.g_01548	Prbd.g_00160
OG0000668	Syab.g_01319	Prbd.g_00190
OG0000669	Syab.g_01642	Prbd.g_00197
OG0000670	Syab.g_02156	Prbd.g_00199
OG0000671	Syab.g_01638	Prbd.g_00201
OG0000672	Syab.g_01635	Prbd.g_00204
OG0000673	Syab.g_01632	Prbd.g_00207
OG0000674	Syab.g_01630	Prbd.g_00209
OG0000675	Syab.g_01629	Prbd.g_00210
OG0000676	Syab.g_01620	Prbd.g_00212
OG0000677	Syab.g_01619	Prbd.g_00213
OG0000678	Syab.g_01613	Prbd.g_00215
OG0000679	Syab.g_01601	Prbd.g_00219
OG0000680	Syab.g_01600	Prbd.g_00220
OG0000681	Syab.g_01597	Prbd.g_00222
OG0000682	Syab.g_01596	Prbd.g_00223
OG0000683	Syab.g_01595	Prbd.g_00224
OG0000684	Syab.g_01591	Prbd.g_00226
OG0000685	Syab.g_01589	Prbd.g_00228
OG0000686	Syab.g_01588	Prbd.g_00229
OG0000687	Syab.g_01586	Prbd.g_00230
OG0000688	Syab.g_01576	Prbd.g_00233
OG0000689	Syab.g_01574	Prbd.g_00234
OG0000690	Syab.g_01573	Prbd.g_00235
OG0000691	Syab.g_01572	Prbd.g_00236
OG0000692	Syab.g_01571	Prbd.g_00238
OG0000693	Syab.g_01569	Prbd.g_00239
OG0000694	Syab.g_01568	Prbd.g_00240
OG0000695	Syab.g_01417	Prbd.g_00242
OG0000696	Syab.g_01416	Prbd.g_00243
OG0000697	Syab.g_01415	Prbd.g_00244
OG0000698	Syab.g_01412	Prbd.g_00247
OG0000699	Syab.g_01411	Prbd.g_00248
OG0000700	Syab.g_01410	Prbd.g_00249
OG0000701	Syab.g_01409	Prbd.g_00250
OG0000702	Syab.g_01401	Prbd.g_00252
OG0000703	Syab.g_01400	Prbd.g_00253
OG0000704	Syab.g_01398	Prbd.g_00254
OG0000705	Syab.g_01391	Prbd.g_00258
OG0000706	Syab.g_01390	Prbd.g_00259
OG0000707	Syab.g_01389	Prbd.g_00260
OG0000708	Syab.g_01386	Prbd.g_00261
OG0000709	Syab.g_01378	Prbd.g_00265
OG0000710	Syab.g_01367	Prbd.g_00268
OG0000711	Syab.g_01340	Prbd.g_00285
OG0000712	Syab.g_01338	Prbd.g_00287
OG0000713	Syab.g_01337	Prbd.g_00288
OG0000714	Syab.g_01334	Prbd.g_00289
OG0000715	Syab.g_01332	Prbd.g_00291
OG0000716	Syab.g_01328	Prbd.g_00293
OG0000717	Syab.g_01327	Prbd.g_00294
OG0000718	Syab.g_01323	Prbd.g_00309
OG0000719	Syab.g_01321	Prbd.g_00311
OG0000720	Syab.g_01307	Prbd.g_00320
OG0000721	Syab.g_01305	Prbd.g_00322
OG0000722	Syab.g_01304	Prbd.g_00323
OG0000723	Syab.g_01678	Prbd.g_00326
OG0000724	Syab.g_01223	Prbd.g_00335
OG0000725	Syab.g_01207	Prbd.g_00341
OG0000726	Syab.g_01206	Prbd.g_00342
OG0000727	Syab.g_01205	Prbd.g_00343
OG0000728	Syab.g_01203	Prbd.g_00345
OG0000729	Syab.g_00097	Prbd.g_00391
OG0000730	Syab.g_00521	Prbd.g_00395
OG0000731	Syab.g_00531	Prbd.g_00399
OG0000732	Syab.g_00055	Prbd.g_00408
OG0000733	Syab.g_02798	Prbd.g_00428
OG0000734	Syab.g_02508	Prbd.g_00453
OG0000735	Syab.g_00942	Prbd.g_00455
OG0000736	Syab.g_00943	Prbd.g_00456
OG0000737	Syab.g_00944	Prbd.g_00457
OG0000738	Syab.g_00949	Prbd.g_00461
OG0000739	Syab.g_00961	Prbd.g_00462
OG0000740	Syab.g_00962	Prbd.g_00463
OG0000741	Syab.g_00965	Prbd.g_00464
OG0000742	Syab.g_00968	Prbd.g_00467
OG0000743	Syab.g_00970	Prbd.g_00469
OG0000744	Syab.g_00971	Prbd.g_00470
OG0000745	Syab.g_00973	Prbd.g_00471
OG0000746	Syab.g_00975	Prbd.g_00473
OG0000747	Syab.g_00976	Prbd.g_00474
OG0000748	Syab.g_00991	Prbd.g_00477
OG0000749	Syab.g_00992	Prbd.g_00478
OG0000750	Syab.g_00993	Prbd.g_00479
OG0000751	Syab.g_01002	Prbd.g_00481
OG0000752	Syab.g_01004	Prbd.g_00483
OG0000753	Syab.g_01007	Prbd.g_00486
OG0000754	Syab.g_01012	Prbd.g_00489
OG0000755	Syab.g_01021	Prbd.g_00492
OG0000756	Syab.g_01022	Prbd.g_00493
OG0000757	Syab.g_01029	Prbd.g_00499
OG0000758	Syab.g_01030	Prbd.g_00500
OG0000759	Syab.g_01031	Prbd.g_00501
OG0000760	Syab.g_01032	Prbd.g_00502
OG0000761	Syab.g_01034	Prbd.g_00503
OG0000762	Syab.g_01036	Prbd.g_00504
OG0000763	Syab.g_01038	Prbd.g_00506
OG0000764	Syab.g_01039	Prbd.g_00507
OG0000765	Syab.g_01154	Prbd.g_00516
OG0000766	Syab.g_01153	Prbd.g_00517
OG0000767	Syab.g_01151	Prbd.g_00519
OG0000768	Syab.g_01150	Prbd.g_00520
OG0000769	Syab.g_01148	Prbd.g_00522
OG0000770	Syab.g_01145	Prbd.g_00524
OG0000771	Syab.g_01229	Prbd.g_01921
OG0000772	Syab.g_00957	Prbd.g_01858
OG0000773	Syab.g_00931	Prbd.g_01810
OG0000774	Syab.g_00924	Prbd.g_01808
OG0000775	Syab.g_00922	Prbd.g_01806
OG0000776	Syab.g_00921	Prbd.g_01805
OG0000777	Syab.g_00920	Prbd.g_01804
OG0000778	Syab.g_00919	Prbd.g_01803
OG0000779	Syab.g_00913	Prbd.g_01799
OG0000780	Syab.g_00908	Prbd.g_01798
OG0000781	Syab.g_00904	Prbd.g_01795
OG0000782	Syab.g_00903	Prbd.g_01794
OG0000783	Syab.g_00902	Prbd.g_01793
OG0000784	Syab.g_00901	Prbd.g_01792
OG0000785	Syab.g_00899	Prbd.g_01790
OG0000786	Syab.g_00895	Prbd.g_01788
OG0000787	Syab.g_00894	Prbd.g_01787
OG0000788	Syab.g_01857	Prbd.g_01777
OG0000789	Syab.g_01835	Prbd.g_01774
OG0000790	Syab.g_02082	Prbd.g_01759
OG0000791	Syab.g_02080	Prbd.g_01757
OG0000792	Syab.g_02079	Prbd.g_01756
OG0000793	Syab.g_02074	Prbd.g_01753
OG0000794	Syab.g_02073	Prbd.g_01752
OG0000795	Syab.g_02072	Prbd.g_01751
OG0000796	Syab.g_02068	Prbd.g_01747
OG0000797	Syab.g_02067	Prbd.g_01746
OG0000799	Syab.g_00826	Prbd.g_01707
OG0000800	Syab.g_00821	Prbd.g_01706
OG0000801	Syab.g_00820	Prbd.g_01705
OG0000802	Syab.g_00816	Prbd.g_01703
OG0000803	Syab.g_00806	Prbd.g_01701
OG0000804	Syab.g_00802	Prbd.g_01700
OG0000805	Syab.g_00792	Prbd.g_01698
OG0000806	Syab.g_00790	Prbd.g_01696
OG0000807	Syab.g_00788	Prbd.g_01695
OG0000808	Syab.g_00783	Prbd.g_01694
OG0000809	Syab.g_00780	Prbd.g_01691
OG0000810	Syab.g_00779	Prbd.g_01690
OG0000811	Syab.g_00770	Prbd.g_01686
OG0000812	Syab.g_00768	Prbd.g_01684
OG0000813	Syab.g_00767	Prbd.g_01683
OG0000814	Syab.g_00765	Prbd.g_01681
OG0000815	Syab.g_00760	Prbd.g_01680
OG0000816	Syab.g_00758	Prbd.g_01678
OG0000817	Syab.g_00757	Prbd.g_01677
OG0000818	Syab.g_00751	Prbd.g_01672
OG0000819	Syab.g_00750	Prbd.g_01671
OG0000820	Syab.g_00749	Prbd.g_01670
OG0000821	Syab.g_00743	Prbd.g_01666
OG0000822	Syab.g_00741	Prbd.g_01665
OG0000823	Syab.g_00740	Prbd.g_01664
OG0000824	Syab.g_00735	Prbd.g_01661
OG0000825	Syab.g_00734	Prbd.g_01660
OG0000826	Syab.g_00733	Prbd.g_01659
OG0000827	Syab.g_00732	Prbd.g_01658
OG0000828	Syab.g_00729	Prbd.g_01655
OG0000829	Syab.g_00728	Prbd.g_01654
OG0000830	Syab.g_00727	Prbd.g_01653
OG0000831	Syab.g_00725	Prbd.g_01651
OG0000832	Syab.g_02169	Prbd.g_01645
OG0000833	Syab.g_02178	Prbd.g_01637
OG0000834	Syab.g_02181	Prbd.g_01636
OG0000835	Syab.g_02182	Prbd.g_01635
OG0000836	Syab.g_02185	Prbd.g_01634
OG0000837	Syab.g_02186	Prbd.g_01633
OG0000838	Syab.g_02190	Prbd.g_01631
OG0000839	Syab.g_02191	Prbd.g_01630
OG0000840	Syab.g_02192	Prbd.g_01629
OG0000841	Syab.g_02193	Prbd.g_01628
OG0000842	Syab.g_02194	Prbd.g_01627
OG0000843	Syab.g_02195	Prbd.g_01626
OG0000844	Syab.g_02197	Prbd.g_01625
OG0000845	Syab.g_02198	Prbd.g_01624
OG0000846	Syab.g_02199	Prbd.g_01623
OG0000847	Syab.g_02200	Prbd.g_01622
OG0000848	Syab.g_02202	Prbd.g_01621
OG0000849	Syab.g_02203	Prbd.g_01620
OG0000850	Syab.g_02212	Prbd.g_01617
OG0000851	Syab.g_02226	Prbd.g_01616
OG0000852	Syab.g_02227	Prbd.g_01615
OG0000853	Syab.g_02233	Prbd.g_01611
OG0000854	Syab.g_02235	Prbd.g_01609
OG0000855	Syab.g_02236	Prbd.g_01608
OG0000856	Syab.g_01889	Prbd.g_01593
OG0000857	Syab.g_01290	Prbd.g_01566
OG0000858	Syab.g_02244	Prbd.g_01531
OG0000859	Syab.g_02245	Prbd.g_01530
OG0000860	Syab.g_02258	Prbd.g_01523
OG0000861	Syab.g_02259	Prbd.g_01522
OG0000862	Syab.g_02261	Prbd.g_01521
OG0000863	Syab.g_02265	Prbd.g_01519
OG0000864	Syab.g_02266	Prbd.g_01518
OG0000865	Syab.g_02267	Prbd.g_01517
OG0000866	Syab.g_02268	Prbd.g_01516
OG0000867	Syab.g_02269	Prbd.g_01515
OG0000868	Syab.g_02287	Prbd.g_01514
OG0000869	Syab.g_02292	Prbd.g_01510
OG0000870	Syab.g_02297	Prbd.g_01505
OG0000871	Syab.g_02298	Prbd.g_01504
OG0000872	Syab.g_02305	Prbd.g_01503
OG0000873	Syab.g_02308	Prbd.g_01500
OG0000874	Syab.g_02311	Prbd.g_01497
OG0000875	Syab.g_02313	Prbd.g_01496
OG0000876	Syab.g_02315	Prbd.g_01495
OG0000877	Syab.g_02317	Prbd.g_01493
OG0000878	Syab.g_02318	Prbd.g_01492
OG0000879	Syab.g_02319	Prbd.g_01491
OG0000880	Syab.g_02320	Prbd.g_01490
OG0000881	Syab.g_02325	Prbd.g_01486
OG0000882	Syab.g_02330	Prbd.g_01481
OG0000883	Syab.g_02332	Prbd.g_01479
OG0000884	Syab.g_02334	Prbd.g_01477
OG0000885	Syab.g_02335	Prbd.g_01476
OG0000886	Syab.g_02336	Prbd.g_01475
OG0000887	Syab.g_02338	Prbd.g_01474
OG0000888	Syab.g_02340	Prbd.g_01472
OG0000889	Syab.g_02342	Prbd.g_01470
OG0000890	Syab.g_02348	Prbd.g_01469
OG0000891	Syab.g_02349	Prbd.g_01468
OG0000892	Syab.g_02353	Prbd.g_01466
OG0000893	Syab.g_00366	Prbd.g_01463
OG0000894	Syab.g_00369	Prbd.g_01461
OG0000895	Syab.g_00373	Prbd.g_01458
OG0000896	Syab.g_00374	Prbd.g_01457
OG0000897	Syab.g_00376	Prbd.g_01455
OG0000898	Syab.g_00377	Prbd.g_01454
OG0000899	Syab.g_00378	Prbd.g_01453
OG0000900	Syab.g_00379	Prbd.g_01452
OG0000901	Syab.g_00384	Prbd.g_01449
OG0000902	Syab.g_00386	Prbd.g_01447
OG0000903	Syab.g_00399	Prbd.g_01444
OG0000904	Syab.g_00395	Prbd.g_01442
OG0000905	Syab.g_00390	Prbd.g_01437
OG0000906	Syab.g_00388	Prbd.g_01436
OG0000907	Syab.g_00401	Prbd.g_01433
OG0000908	Syab.g_00404	Prbd.g_01430
OG0000909	Syab.g_00405	Prbd.g_01429
OG0000910	Syab.g_00406	Prbd.g_01428
OG0000911	Syab.g_00408	Prbd.g_01426
OG0000912	Syab.g_00409	Prbd.g_01425
OG0000913	Syab.g_00410	Prbd.g_01424
OG0000914	Syab.g_00411	Prbd.g_01423
OG0000915	Syab.g_00412	Prbd.g_01422
OG0000916	Syab.g_00413	Prbd.g_01421
OG0000917	Syab.g_00414	Prbd.g_01420
OG0000918	Syab.g_00415	Prbd.g_01419
OG0000919	Syab.g_00416	Prbd.g_01418
OG0000920	Syab.g_00417	Prbd.g_01417
OG0000921	Syab.g_00418	Prbd.g_01416
OG0000922	Syab.g_00419	Prbd.g_01415
OG0000923	Syab.g_00423	Prbd.g_01411
OG0000924	Syab.g_00424	Prbd.g_01410
OG0000925	Syab.g_00425	Prbd.g_01409
OG0000926	Syab.g_00426	Prbd.g_01408
OG0000927	Syab.g_00428	Prbd.g_01406
OG0000928	Syab.g_00429	Prbd.g_01405
OG0000929	Syab.g_00430	Prbd.g_01404
OG0000930	Syab.g_00431	Prbd.g_01403
OG0000931	Syab.g_00432	Prbd.g_01402
OG0000932	Syab.g_00433	Prbd.g_01401
OG0000933	Syab.g_00439	Prbd.g_01397
OG0000934	Syab.g_00441	Prbd.g_01395
OG0000935	Syab.g_00442	Prbd.g_01394
OG0000936	Syab.g_00443	Prbd.g_01393
OG0000937	Syab.g_00444	Prbd.g_01392
OG0000938	Syab.g_00447	Prbd.g_01390
OG0000939	Syab.g_00448	Prbd.g_01389
OG0000940	Syab.g_00456	Prbd.g_01382
OG0000941	Syab.g_00458	Prbd.g_01380
OG0000942	Syab.g_00460	Prbd.g_01378
OG0000943	Syab.g_00461	Prbd.g_01377
OG0000944	Syab.g_00463	Prbd.g_01376
OG0000945	Syab.g_00466	Prbd.g_01375
OG0000946	Syab.g_00473	Prbd.g_01371
OG0000947	Syab.g_00476	Prbd.g_01369
OG0000948	Syab.g_00477	Prbd.g_01368
OG0000949	Syab.g_00212	Prbd.g_01365
OG0000950	Syab.g_00204	Prbd.g_01360
OG0000951	Syab.g_00199	Prbd.g_01356
OG0000952	Syab.g_00191	Prbd.g_01352
OG0000953	Syab.g_00134	Prbd.g_01349
OG0000954	Syab.g_00129	Prbd.g_01345
OG0000955	Syab.g_00128	Prbd.g_01344
OG0000956	Syab.g_00126	Prbd.g_01342
OG0000957	Syab.g_00115	Prbd.g_01337
OG0000958	Syab.g_00114	Prbd.g_01336
OG0000959	Syab.g_00110	Prbd.g_01332
OG0000960	Syab.g_00109	Prbd.g_01331
OG0000961	Syab.g_00100	Prbd.g_01329
OG0000962	Syab.g_00098	Prbd.g_01327
OG0000963	Syab.g_00093	Prbd.g_01323
OG0000964	Syab.g_00092	Prbd.g_01321
OG0000965	Syab.g_00091	Prbd.g_01320
OG0000966	Syab.g_00082	Prbd.g_01312
OG0000967	Syab.g_00078	Prbd.g_01308
OG0000968	Syab.g_00075	Prbd.g_01306
OG0000969	Syab.g_00073	Prbd.g_01305
OG0000970	Syab.g_00072	Prbd.g_01304
OG0000971	Syab.g_00070	Prbd.g_01303
OG0000972	Syab.g_00069	Prbd.g_01302
OG0000973	Syab.g_00068	Prbd.g_01301
OG0000974	Syab.g_00067	Prbd.g_01300
OG0000975	Syab.g_00066	Prbd.g_01299
OG0000976	Syab.g_00065	Prbd.g_01298
OG0000977	Syab.g_00063	Prbd.g_01297
OG0000978	Syab.g_00062	Prbd.g_01296
OG0000979	Syab.g_00059	Prbd.g_01293
OG0000980	Syab.g_00056	Prbd.g_01291
OG0000981	Syab.g_00053	Prbd.g_01289
OG0000982	Syab.g_02756	Prbd.g_01287
OG0000983	Syab.g_02757	Prbd.g_01286
OG0000984	Syab.g_02758	Prbd.g_01285
OG0000985	Syab.g_02762	Prbd.g_01282
OG0000986	Syab.g_02764	Prbd.g_01280
OG0000987	Syab.g_02768	Prbd.g_01279
OG0000988	Syab.g_02774	Prbd.g_01276
OG0000989	Syab.g_02792	Prbd.g_01273
OG0000990	Syab.g_02811	Prbd.g_01270
OG0000991	Syab.g_02818	Prbd.g_01269
OG0000992	Syab.g_02821	Prbd.g_01267
OG0000993	Syab.g_02822	Prbd.g_01266
OG0000994	Syab.g_02826	Prbd.g_01265
OG0000995	Syab.g_02835	Prbd.g_01261
OG0000996	Syab.g_02866	Prbd.g_01260
OG0000997	Syab.g_02875	Prbd.g_01259
OG0000998	Syab.g_02877	Prbd.g_01257
OG0000999	Syab.g_02878	Prbd.g_01256
OG0001000	Syab.g_02881	Prbd.g_01253
OG0001001	Syab.g_02888	Prbd.g_01251
OG0001002	Syab.g_02900	Prbd.g_01247
OG0001003	Syab.g_02902	Prbd.g_01245
OG0001004	Syab.g_02903	Prbd.g_01244
OG0001005	Syab.g_02905	Prbd.g_01243
OG0001006	Syab.g_02912	Prbd.g_01239
OG0001007	Syab.g_02914	Prbd.g_01237
OG0001008	Syab.g_00584	Prbd.g_00805
OG0001009	Syab.g_00033	Prbd.g_01210
OG0001010	Syab.g_00034	Prbd.g_01209
OG0001011	Syab.g_00035	Prbd.g_01208
OG0001012	Syab.g_02752	Prbd.g_01195
OG0001013	Syab.g_02716	Prbd.g_01189
OG0001014	Syab.g_02712	Prbd.g_01186
OG0001015	Syab.g_02711	Prbd.g_01185
OG0001016	Syab.g_02439	Prbd.g_01171
OG0001017	Syab.g_02445	Prbd.g_01167
OG0001018	Syab.g_02447	Prbd.g_01164
OG0001019	Syab.g_02469	Prbd.g_01155
OG0001020	Syab.g_02477	Prbd.g_01154
OG0001021	Syab.g_02481	Prbd.g_01153
OG0001022	Syab.g_02485	Prbd.g_01150
OG0001023	Syab.g_02486	Prbd.g_01149
OG0001024	Syab.g_02490	Prbd.g_01146
OG0001025	Syab.g_02497	Prbd.g_01140
OG0001026	Syab.g_02510	Prbd.g_01133
OG0001027	Syab.g_02515	Prbd.g_01132
OG0001028	Syab.g_02517	Prbd.g_01130
OG0001029	Syab.g_02519	Prbd.g_01128
OG0001030	Syab.g_02540	Prbd.g_01113
OG0001031	Syab.g_02615	Prbd.g_01054
OG0001032	Syab.g_02617	Prbd.g_01053
OG0001033	Syab.g_02675	Prbd.g_01032
OG0001034	Syab.g_02370	Prbd.g_01003
OG0001035	Syab.g_00335	Prbd.g_00985
OG0001036	Syab.g_00327	Prbd.g_00980
OG0001037	Syab.g_00325	Prbd.g_00979
OG0001038	Syab.g_00297	Prbd.g_00961
OG0001039	Syab.g_00294	Prbd.g_00958
OG0001040	Syab.g_00291	Prbd.g_00956
OG0001041	Syab.g_00286	Prbd.g_00952
OG0001042	Syab.g_00254	Prbd.g_00935
OG0001043	Syab.g_00250	Prbd.g_00934
OG0001044	Syab.g_00522	Prbd.g_00906
OG0001045	Syab.g_00534	Prbd.g_00897
OG0001046	Syab.g_01352	Prbd.g_00859
OG0001047	Syab.g_00586	Prbd.g_00803
OG0001048	Syab.g_00587	Prbd.g_00802
OG0001049	Syab.g_00590	Prbd.g_00800
OG0001050	Syab.g_00591	Prbd.g_00799
OG0001051	Syab.g_00592	Prbd.g_00798
OG0001052	Syab.g_00693	Prbd.g_00771
OG0001053	Syab.g_02099	Prbd.g_00759
OG0001054	Syab.g_02118	Prbd.g_00744
OG0001055	Syab.g_02139	Prbd.g_00725
OG0001056	Syab.g_02036	Prbd.g_00706
OG0001057	Syab.g_00882	Prbd.g_00701
OG0001058	Syab.g_02014	Prbd.g_00693
OG0001059	Syab.g_02010	Prbd.g_00689
OG0001060	Syab.g_02003	Prbd.g_00682
OG0001061	Syab.g_01985	Prbd.g_00669
OG0001062	Syab.g_01983	Prbd.g_00667
OG0001063	Syab.g_01979	Prbd.g_00665
OG0001064	Syab.g_01978	Prbd.g_00664
OG0001065	Syab.g_01976	Prbd.g_00663
OG0001066	Syab.g_01975	Prbd.g_00662
OG0001067	Syab.g_01974	Prbd.g_00661
OG0001068	Syab.g_01973	Prbd.g_00660
OG0001069	Syab.g_01972	Prbd.g_00659
OG0001070	Syab.g_01968	Prbd.g_00656
OG0001071	Syab.g_01967	Prbd.g_00655
OG0001072	Syab.g_01962	Prbd.g_00654
OG0001073	Syab.g_01947	Prbd.g_00640
OG0001074	Syab.g_01815	Prbd.g_00629
OG0001075	Syab.g_01919	Prbd.g_00628
OG0001076	Syab.g_01897	Prbd.g_00620
OG0001077	Syab.g_01887	Prbd.g_00616
OG0001079	Syab.g_01856	Prbd.g_00597
OG0001080	Syab.g_01756	Prbd.g_00591
OG0001081	Syab.g_01530	Prbd.g_00589
OG0001082	Syab.g_01531	Prbd.g_00588
OG0001083	Syab.g_01540	Prbd.g_00583
OG0001084	Syab.g_01543	Prbd.g_00582
OG0001085	Syab.g_01563	Prbd.g_00574
OG0001086	Syab.g_01565	Prbd.g_00573
OG0001087	Syab.g_01167	Prbd.g_00556
OG0001088	Syab.g_01170	Prbd.g_00555
OG0001089	Syab.g_01198	Prbd.g_00547
OG0001090	Syab.g_01267	Prbd.g_00008
OG0001091	Syab.g_01270	Prbd.g_00010
OG0001092	Syab.g_01272	Prbd.g_00011
OG0001093	Syab.g_01664	Prbd.g_00016
OG0001094	Syab.g_01567	Prbd.g_00096
OG0001095	Syab.g_01287	Prbd.g_00115
OG0001096	Syab.g_01693	Prbd.g_00128
OG0001097	Syab.g_01718	Prbd.g_00147
OG0001098	Syab.g_01497	Prbd.g_00162
OG0001099	Syab.g_02518	Prbd.g_00194
OG0001100	Syab.g_01640	Prbd.g_00198
OG0001101	Syab.g_01639	Prbd.g_00200
OG0001102	Syab.g_01636	Prbd.g_00203
OG0001103	Syab.g_01634	Prbd.g_00205
OG0001104	Syab.g_01590	Prbd.g_00227
OG0001105	Syab.g_01585	Prbd.g_00231
OG0001106	Syab.g_01397	Prbd.g_00255
OG0001107	Syab.g_01385	Prbd.g_00262
OG0001108	Syab.g_01377	Prbd.g_00266
OG0001109	Syab.g_01368	Prbd.g_00267
OG0001110	Syab.g_01366	Prbd.g_00269
OG0001111	Syab.g_01364	Prbd.g_00270
OG0001112	Syab.g_01362	Prbd.g_00271
OG0001113	Syab.g_01593	Prbd.g_00272
OG0001114	Syab.g_01361	Prbd.g_00273
OG0001115	Syab.g_01357	Prbd.g_00275
OG0001116	Syab.g_01355	Prbd.g_00276
OG0001117	Syab.g_01354	Prbd.g_00277
