Orthogroup	Praf	Prbl
OG0000549	Praf.g_00753	Prbl.g_01762
OG0000550	Praf.g_00754	Prbl.g_01761
OG0000551	Praf.g_00755	Prbl.g_01760
OG0000552	Praf.g_00756	Prbl.g_01759
OG0000553	Praf.g_00757	Prbl.g_01758
OG0000554	Praf.g_00758	Prbl.g_01757
OG0000555	Praf.g_00761	Prbl.g_01754
OG0000556	Praf.g_00763	Prbl.g_01752
OG0000557	Praf.g_00764	Prbl.g_01751
OG0000558	Praf.g_00765	Prbl.g_01750
OG0000559	Praf.g_00766	Prbl.g_01749
OG0000560	Praf.g_00767	Prbl.g_01748
OG0000561	Praf.g_00768	Prbl.g_01747
OG0000562	Praf.g_00769	Prbl.g_01746
OG0000563	Praf.g_00771	Prbl.g_01744
OG0000564	Praf.g_00773	Prbl.g_01742
OG0000565	Praf.g_01659	Prbl.g_01610
OG0000566	Praf.g_01661	Prbl.g_01611
OG0000567	Praf.g_01662	Prbl.g_01612
OG0000568	Praf.g_01663	Prbl.g_01613
OG0000569	Praf.g_01666	Prbl.g_01616
OG0000570	Praf.g_01667	Prbl.g_01617
OG0000571	Praf.g_01669	Prbl.g_01619
OG0000572	Praf.g_01674	Prbl.g_01624
OG0000573	Praf.g_01675	Prbl.g_01625
OG0000574	Praf.g_01676	Prbl.g_01626
OG0000575	Praf.g_01680	Prbl.g_01629
OG0000576	Praf.g_01684	Prbl.g_01631
OG0000577	Praf.g_01685	Prbl.g_01632
OG0000578	Praf.g_01687	Prbl.g_01634
OG0000579	Praf.g_01688	Prbl.g_01635
OG0000580	Praf.g_01689	Prbl.g_01636
OG0000581	Praf.g_01690	Prbl.g_01637
OG0000582	Praf.g_01692	Prbl.g_01639
OG0000583	Praf.g_01693	Prbl.g_01640
OG0000584	Praf.g_01695	Prbl.g_01642
OG0000585	Praf.g_01696	Prbl.g_01643
OG0000586	Praf.g_01698	Prbl.g_01645
OG0000587	Praf.g_01699	Prbl.g_01646
OG0000588	Praf.g_01700	Prbl.g_01647
OG0000589	Praf.g_01708	Prbl.g_01655
OG0000590	Praf.g_01709	Prbl.g_01656
OG0000591	Praf.g_01710	Prbl.g_01657
OG0000592	Praf.g_01711	Prbl.g_01658
OG0000593	Praf.g_01713	Prbl.g_01659
OG0000594	Praf.g_01716	Prbl.g_01662
OG0000595	Praf.g_01717	Prbl.g_01663
OG0000596	Praf.g_01718	Prbl.g_01664
OG0000597	Praf.g_01727	Prbl.g_01032
OG0000598	Praf.g_01728	Prbl.g_01031
OG0000599	Praf.g_01729	Prbl.g_01030
OG0000600	Praf.g_01730	Prbl.g_01412
OG0000601	Praf.g_01731	Prbl.g_01411
OG0000602	Praf.g_01733	Prbl.g_01409
OG0000603	Praf.g_01736	Prbl.g_01406
OG0000604	Praf.g_01737	Prbl.g_01405
OG0000605	Praf.g_01738	Prbl.g_01404
OG0000606	Praf.g_01739	Prbl.g_01403
OG0000607	Praf.g_01741	Prbl.g_01401
OG0000608	Praf.g_01742	Prbl.g_01400
OG0000609	Praf.g_01744	Prbl.g_01398
OG0000610	Praf.g_01745	Prbl.g_01397
OG0000611	Praf.g_01749	Prbl.g_01394
OG0000612	Praf.g_01751	Prbl.g_01392
OG0000613	Praf.g_02344	Prbl.g_00891
OG0000614	Praf.g_00371	Prbl.g_01915
OG0000615	Praf.g_01127	Prbl.g_00027
OG0000616	Praf.g_02570	Prbl.g_01242
OG0000617	Praf.g_01572	Prbl.g_02295
OG0000618	Praf.g_02180	Prbl.g_01046
OG0000619	Praf.g_01210	Prbl.g_01869
OG0000620	Praf.g_01230	Prbl.g_01847
OG0000621	Praf.g_01225	Prbl.g_01853
OG0000622	Praf.g_01221	Prbl.g_01857
OG0000623	Praf.g_01220	Prbl.g_01858
OG0000624	Praf.g_01207	Prbl.g_01872
OG0000625	Praf.g_01206	Prbl.g_01873
OG0000626	Praf.g_01205	Prbl.g_01874
OG0000627	Praf.g_01121	Prbl.g_00021
OG0000628	Praf.g_01122	Prbl.g_00022
OG0000629	Praf.g_01124	Prbl.g_00024
OG0000630	Praf.g_01126	Prbl.g_00026
OG0000631	Praf.g_01489	Prbl.g_02373
OG0000632	Praf.g_02767	Prbl.g_02137
OG0000633	Praf.g_00817	Prbl.g_00120
OG0000634	Praf.g_01303	Prbl.g_02565
OG0000635	Praf.g_01305	Prbl.g_02563
OG0000636	Praf.g_01307	Prbl.g_02562
OG0000637	Praf.g_01308	Prbl.g_02561
OG0000638	Praf.g_01309	Prbl.g_02560
OG0000639	Praf.g_01310	Prbl.g_02559
OG0000640	Praf.g_01311	Prbl.g_02558
OG0000641	Praf.g_01313	Prbl.g_02556
OG0000642	Praf.g_01314	Prbl.g_02555
OG0000643	Praf.g_01315	Prbl.g_02554
OG0000644	Praf.g_01317	Prbl.g_02552
OG0000645	Praf.g_01318	Prbl.g_02551
OG0000646	Praf.g_01319	Prbl.g_02550
OG0000647	Praf.g_01320	Prbl.g_02549
OG0000648	Praf.g_01441	Prbl.g_02426
OG0000649	Praf.g_01440	Prbl.g_02427
OG0000650	Praf.g_01437	Prbl.g_02430
OG0000651	Praf.g_01436	Prbl.g_02431
OG0000652	Praf.g_01433	Prbl.g_02434
OG0000653	Praf.g_01580	Prbl.g_02285
OG0000654	Praf.g_00710	Prbl.g_01904
OG0000656	Praf.g_00617	Prbl.g_00534
OG0000657	Praf.g_01400	Prbl.g_02470
OG0000658	Praf.g_01401	Prbl.g_02469
OG0000659	Praf.g_01402	Prbl.g_02468
OG0000660	Praf.g_02063	Prbl.g_01195
OG0000661	Praf.g_00360	Prbl.g_01930
OG0000662	Praf.g_01432	Prbl.g_02435
OG0000663	Praf.g_01429	Prbl.g_02440
OG0000664	Praf.g_01428	Prbl.g_02441
OG0000665	Praf.g_01427	Prbl.g_02442
OG0000666	Praf.g_01524	Prbl.g_02341
OG0000667	Praf.g_01525	Prbl.g_02340
OG0000668	Praf.g_01526	Prbl.g_02339
OG0000669	Praf.g_01527	Prbl.g_02338
OG0000670	Praf.g_01529	Prbl.g_02336
OG0000671	Praf.g_01530	Prbl.g_02335
OG0000672	Praf.g_01531	Prbl.g_02334
OG0000673	Praf.g_01532	Prbl.g_02333
OG0000674	Praf.g_01533	Prbl.g_02332
OG0000675	Praf.g_01534	Prbl.g_02331
OG0000676	Praf.g_01536	Prbl.g_02329
OG0000677	Praf.g_01538	Prbl.g_02327
OG0000678	Praf.g_01539	Prbl.g_02326
OG0000679	Praf.g_01540	Prbl.g_02325
OG0000680	Praf.g_01541	Prbl.g_02324
OG0000681	Praf.g_01542	Prbl.g_02323
OG0000682	Praf.g_01543	Prbl.g_02322
OG0000683	Praf.g_01545	Prbl.g_02320
OG0000684	Praf.g_01547	Prbl.g_02317
OG0000685	Praf.g_01548	Prbl.g_02316
OG0000686	Praf.g_01549	Prbl.g_02315
OG0000687	Praf.g_01550	Prbl.g_02314
OG0000688	Praf.g_01551	Prbl.g_02313
OG0000689	Praf.g_01552	Prbl.g_02312
OG0000690	Praf.g_01553	Prbl.g_02311
OG0000691	Praf.g_01557	Prbl.g_02309
OG0000692	Praf.g_01558	Prbl.g_02308
OG0000693	Praf.g_01559	Prbl.g_02307
OG0000694	Praf.g_01560	Prbl.g_02306
OG0000695	Praf.g_01561	Prbl.g_02305
OG0000696	Praf.g_01562	Prbl.g_02304
OG0000697	Praf.g_01585	Prbl.g_01534
OG0000698	Praf.g_01586	Prbl.g_01535
OG0000699	Praf.g_01591	Prbl.g_01539
OG0000700	Praf.g_01592	Prbl.g_01540
OG0000701	Praf.g_01594	Prbl.g_01542
OG0000702	Praf.g_01595	Prbl.g_01543
OG0000703	Praf.g_01596	Prbl.g_01544
OG0000704	Praf.g_01597	Prbl.g_01545
OG0000705	Praf.g_01599	Prbl.g_01547
OG0000706	Praf.g_01600	Prbl.g_01548
OG0000707	Praf.g_01601	Prbl.g_01549
OG0000708	Praf.g_01602	Prbl.g_01550
OG0000709	Praf.g_01603	Prbl.g_01551
OG0000710	Praf.g_01604	Prbl.g_01552
OG0000711	Praf.g_01606	Prbl.g_01554
OG0000712	Praf.g_01607	Prbl.g_01555
OG0000713	Praf.g_01608	Prbl.g_01556
OG0000714	Praf.g_01619	Prbl.g_01567
OG0000715	Praf.g_01620	Prbl.g_01568
OG0000716	Praf.g_01622	Prbl.g_01571
OG0000717	Praf.g_01625	Prbl.g_01576
OG0000718	Praf.g_01627	Prbl.g_01577
OG0000719	Praf.g_01629	Prbl.g_01579
OG0000720	Praf.g_01444	Prbl.g_02423
OG0000721	Praf.g_01323	Prbl.g_02546
OG0000722	Praf.g_01339	Prbl.g_02530
OG0000723	Praf.g_00222	Prbl.g_01329
OG0000724	Praf.g_01638	Prbl.g_01588
OG0000725	Praf.g_01454	Prbl.g_02414
OG0000726	Praf.g_00961	Prbl.g_01078
OG0000727	Praf.g_01455	Prbl.g_02413
OG0000728	Praf.g_01456	Prbl.g_02412
OG0000729	Praf.g_01458	Prbl.g_02410
OG0000730	Praf.g_01459	Prbl.g_02409
OG0000731	Praf.g_01461	Prbl.g_02407
OG0000732	Praf.g_01462	Prbl.g_02406
OG0000733	Praf.g_01463	Prbl.g_02405
OG0000734	Praf.g_01464	Prbl.g_02404
OG0000735	Praf.g_01465	Prbl.g_02403
OG0000736	Praf.g_01467	Prbl.g_02395
OG0000737	Praf.g_01469	Prbl.g_02393
OG0000738	Praf.g_01475	Prbl.g_02388
OG0000739	Praf.g_01478	Prbl.g_02386
OG0000740	Praf.g_01480	Prbl.g_02383
OG0000741	Praf.g_01494	Prbl.g_02368
OG0000742	Praf.g_01495	Prbl.g_02367
OG0000743	Praf.g_01498	Prbl.g_02364
OG0000744	Praf.g_01499	Prbl.g_02363
OG0000745	Praf.g_01512	Prbl.g_02350
OG0000746	Praf.g_01511	Prbl.g_02351
OG0000747	Praf.g_01510	Prbl.g_02352
OG0000748	Praf.g_01509	Prbl.g_02353
OG0000749	Praf.g_01508	Prbl.g_02354
OG0000750	Praf.g_01506	Prbl.g_02356
OG0000751	Praf.g_01515	Prbl.g_02348
OG0000752	Praf.g_01516	Prbl.g_02347
OG0000753	Praf.g_01517	Prbl.g_02346
OG0000754	Praf.g_01519	Prbl.g_02345
OG0000755	Praf.g_01520	Prbl.g_02344
OG0000756	Praf.g_01522	Prbl.g_02343
OG0000757	Praf.g_01523	Prbl.g_02342
OG0000758	Praf.g_01426	Prbl.g_02443
OG0000759	Praf.g_01425	Prbl.g_02444
OG0000760	Praf.g_01424	Prbl.g_02445
OG0000761	Praf.g_01422	Prbl.g_02447
OG0000762	Praf.g_01420	Prbl.g_02449
OG0000763	Praf.g_01419	Prbl.g_02450
OG0000764	Praf.g_01417	Prbl.g_02452
OG0000765	Praf.g_01416	Prbl.g_02453
OG0000766	Praf.g_01415	Prbl.g_02454
OG0000767	Praf.g_01006	Prbl.g_01688
OG0000768	Praf.g_01408	Prbl.g_02462
OG0000769	Praf.g_01407	Prbl.g_02463
OG0000770	Praf.g_01405	Prbl.g_02465
OG0000771	Praf.g_01404	Prbl.g_02466
OG0000772	Praf.g_02684	Prbl.g_02210
OG0000773	Praf.g_01399	Prbl.g_02471
OG0000774	Praf.g_01398	Prbl.g_02472
OG0000775	Praf.g_01397	Prbl.g_02473
OG0000776	Praf.g_01395	Prbl.g_02475
OG0000777	Praf.g_01394	Prbl.g_02476
OG0000778	Praf.g_01393	Prbl.g_02477
OG0000779	Praf.g_01388	Prbl.g_02482
OG0000780	Praf.g_01387	Prbl.g_02483
OG0000781	Praf.g_01385	Prbl.g_02485
OG0000782	Praf.g_01382	Prbl.g_02487
OG0000783	Praf.g_01380	Prbl.g_02489
OG0000784	Praf.g_01378	Prbl.g_02491
OG0000785	Praf.g_01377	Prbl.g_02492
OG0000786	Praf.g_01376	Prbl.g_02493
OG0000787	Praf.g_01374	Prbl.g_02495
OG0000788	Praf.g_01372	Prbl.g_02496
OG0000789	Praf.g_01371	Prbl.g_02497
OG0000790	Praf.g_01370	Prbl.g_02498
OG0000791	Praf.g_01369	Prbl.g_02499
OG0000792	Praf.g_01073	Prbl.g_02608
OG0000793	Praf.g_01366	Prbl.g_02501
OG0000794	Praf.g_01364	Prbl.g_02503
OG0000795	Praf.g_01362	Prbl.g_02505
OG0000796	Praf.g_01360	Prbl.g_02508
OG0000797	Praf.g_01359	Prbl.g_02509
OG0000798	Praf.g_01358	Prbl.g_02510
OG0000799	Praf.g_01355	Prbl.g_02514
OG0000800	Praf.g_01354	Prbl.g_02515
OG0000801	Praf.g_01353	Prbl.g_02516
OG0000802	Praf.g_01349	Prbl.g_02520
OG0000803	Praf.g_01348	Prbl.g_02521
OG0000804	Praf.g_01343	Prbl.g_02526
OG0000805	Praf.g_01341	Prbl.g_02528
OG0000806	Praf.g_01340	Prbl.g_02529
OG0000807	Praf.g_01338	Prbl.g_02531
OG0000808	Praf.g_01337	Prbl.g_02532
OG0000809	Praf.g_01331	Prbl.g_02538
OG0000810	Praf.g_01329	Prbl.g_02540
OG0000811	Praf.g_01328	Prbl.g_02541
OG0000812	Praf.g_02685	Prbl.g_02209
OG0000813	Praf.g_01327	Prbl.g_02542
OG0000814	Praf.g_01326	Prbl.g_02543
OG0000815	Praf.g_01325	Prbl.g_02544
OG0000816	Praf.g_01322	Prbl.g_02547
OG0000817	Praf.g_01287	Prbl.g_00939
OG0000818	Praf.g_01286	Prbl.g_00938
OG0000819	Praf.g_01283	Prbl.g_00935
OG0000820	Praf.g_01281	Prbl.g_00934
OG0000821	Praf.g_01280	Prbl.g_00933
OG0000822	Praf.g_01279	Prbl.g_00932
OG0000823	Praf.g_01276	Prbl.g_00929
OG0000824	Praf.g_01275	Prbl.g_00928
OG0000825	Praf.g_01270	Prbl.g_00925
OG0000826	Praf.g_01269	Prbl.g_00924
OG0000827	Praf.g_01268	Prbl.g_00923
OG0000828	Praf.g_01267	Prbl.g_00922
OG0000829	Praf.g_01296	Prbl.g_02575
OG0000830	Praf.g_01652	Prbl.g_01603
OG0000831	Praf.g_00558	Prbl.g_00472
OG0000832	Praf.g_01008	Prbl.g_01686
OG0000833	Praf.g_00162	Prbl.g_02062
OG0000834	Praf.g_02056	Prbl.g_01199
OG0000835	Praf.g_02047	Prbl.g_01208
OG0000836	Praf.g_01825	Prbl.g_00687
OG0000837	Praf.g_01671	Prbl.g_01621
OG0000838	Praf.g_02698	Prbl.g_02197
OG0000839	Praf.g_02691	Prbl.g_02203
OG0000840	Praf.g_00359	Prbl.g_01931
OG0000841	Praf.g_01832	Prbl.g_00694
OG0000842	Praf.g_00233	Prbl.g_00545
OG0000843	Praf.g_00822	Prbl.g_02066
OG0000844	Praf.g_00823	Prbl.g_02067
OG0000845	Praf.g_00824	Prbl.g_02068
OG0000846	Praf.g_00825	Prbl.g_02069
OG0000847	Praf.g_00826	Prbl.g_02071
OG0000848	Praf.g_00827	Prbl.g_02072
OG0000849	Praf.g_00830	Prbl.g_02075
OG0000850	Praf.g_00832	Prbl.g_02077
OG0000851	Praf.g_00836	Prbl.g_02081
OG0000852	Praf.g_00853	Prbl.g_02083
OG0000853	Praf.g_00855	Prbl.g_02085
OG0000854	Praf.g_00856	Prbl.g_02086
OG0000855	Praf.g_00858	Prbl.g_02088
OG0000856	Praf.g_00859	Prbl.g_02089
OG0000857	Praf.g_00860	Prbl.g_02090
OG0000858	Praf.g_00870	Prbl.g_02100
OG0000859	Praf.g_00872	Prbl.g_02102
OG0000860	Praf.g_00873	Prbl.g_02103
OG0000861	Praf.g_00874	Prbl.g_02104
OG0000862	Praf.g_00875	Prbl.g_02105
OG0000863	Praf.g_00879	Prbl.g_00178
OG0000864	Praf.g_00880	Prbl.g_00179
OG0000865	Praf.g_00881	Prbl.g_00180
OG0000866	Praf.g_00882	Prbl.g_00181
OG0000867	Praf.g_00885	Prbl.g_00184
OG0000868	Praf.g_00886	Prbl.g_00185
OG0000869	Praf.g_00914	Prbl.g_01379
OG0000870	Praf.g_00917	Prbl.g_01382
OG0000871	Praf.g_00918	Prbl.g_01383
OG0000872	Praf.g_00921	Prbl.g_01120
OG0000873	Praf.g_00922	Prbl.g_01119
OG0000874	Praf.g_00923	Prbl.g_01118
OG0000875	Praf.g_00925	Prbl.g_01116
OG0000876	Praf.g_00927	Prbl.g_01114
OG0000877	Praf.g_00928	Prbl.g_01113
OG0000878	Praf.g_00929	Prbl.g_01112
OG0000879	Praf.g_00930	Prbl.g_01111
OG0000880	Praf.g_00931	Prbl.g_01110
OG0000881	Praf.g_00932	Prbl.g_01109
OG0000882	Praf.g_00933	Prbl.g_01108
OG0000883	Praf.g_00913	Prbl.g_01377
OG0000884	Praf.g_00912	Prbl.g_01376
OG0000885	Praf.g_00911	Prbl.g_01375
OG0000886	Praf.g_00910	Prbl.g_01374
OG0000887	Praf.g_00908	Prbl.g_01372
OG0000888	Praf.g_00905	Prbl.g_02579
OG0000889	Praf.g_00904	Prbl.g_02580
OG0000890	Praf.g_00902	Prbl.g_02582
OG0000891	Praf.g_00901	Prbl.g_02583
OG0000892	Praf.g_00899	Prbl.g_02585
OG0000893	Praf.g_00898	Prbl.g_02586
OG0000894	Praf.g_00895	Prbl.g_02590
OG0000895	Praf.g_00894	Prbl.g_02591
OG0000896	Praf.g_00892	Prbl.g_02593
OG0000897	Praf.g_00891	Prbl.g_02594
OG0000898	Praf.g_00888	Prbl.g_00187
OG0000899	Praf.g_00887	Prbl.g_00186
OG0000900	Praf.g_00937	Prbl.g_01103
OG0000901	Praf.g_00548	Prbl.g_00461
OG0000902	Praf.g_00810	Prbl.g_00115
OG0000903	Praf.g_00809	Prbl.g_00114
OG0000904	Praf.g_00808	Prbl.g_00113
OG0000905	Praf.g_00806	Prbl.g_01711
OG0000906	Praf.g_00804	Prbl.g_01713
OG0000907	Praf.g_00802	Prbl.g_01715
OG0000908	Praf.g_00801	Prbl.g_01716
OG0000909	Praf.g_00800	Prbl.g_01717
OG0000910	Praf.g_00799	Prbl.g_01718
OG0000911	Praf.g_00798	Prbl.g_01719
OG0000912	Praf.g_00794	Prbl.g_01723
OG0000913	Praf.g_00791	Prbl.g_01726
OG0000914	Praf.g_00790	Prbl.g_01727
OG0000915	Praf.g_00787	Prbl.g_01730
OG0000916	Praf.g_00786	Prbl.g_01731
OG0000917	Praf.g_00785	Prbl.g_01732
OG0000918	Praf.g_00784	Prbl.g_01733
OG0000919	Praf.g_00783	Prbl.g_01734
OG0000920	Praf.g_00782	Prbl.g_01735
OG0000921	Praf.g_00777	Prbl.g_01738
OG0000922	Praf.g_00776	Prbl.g_01739
OG0000923	Praf.g_01886	Prbl.g_00722
OG0000924	Praf.g_01893	Prbl.g_00723
OG0000925	Praf.g_01897	Prbl.g_01333
OG0000926	Praf.g_01996	Prbl.g_00658
OG0000927	Praf.g_01623	Prbl.g_01572
OG0000928	Praf.g_01001	Prbl.g_01695
OG0000929	Praf.g_01271	Prbl.g_00926
OG0000930	Praf.g_01294	Prbl.g_02577
OG0000931	Praf.g_01635	Prbl.g_01586
OG0000932	Praf.g_00494	Prbl.g_00409
OG0000933	Praf.g_00582	Prbl.g_00501
OG0000934	Praf.g_00581	Prbl.g_00500
OG0000935	Praf.g_00580	Prbl.g_00499
OG0000936	Praf.g_00579	Prbl.g_00498
OG0000937	Praf.g_00578	Prbl.g_00497
OG0000938	Praf.g_00577	Prbl.g_00496
OG0000939	Praf.g_00576	Prbl.g_00495
OG0000940	Praf.g_00575	Prbl.g_00494
OG0000941	Praf.g_00573	Prbl.g_00492
OG0000942	Praf.g_00572	Prbl.g_00491
OG0000943	Praf.g_00571	Prbl.g_00490
OG0000944	Praf.g_00570	Prbl.g_00489
OG0000945	Praf.g_00569	Prbl.g_00488
OG0000946	Praf.g_00568	Prbl.g_00487
OG0000947	Praf.g_00567	Prbl.g_00486
OG0000948	Praf.g_00566	Prbl.g_00485
OG0000949	Praf.g_00565	Prbl.g_00484
OG0000950	Praf.g_02394	Prbl.g_00843
OG0000951	Praf.g_01765	Prbl.g_00152
OG0000952	Praf.g_01766	Prbl.g_00153
OG0000953	Praf.g_01767	Prbl.g_00154
OG0000954	Praf.g_01772	Prbl.g_00160
OG0000955	Praf.g_01773	Prbl.g_00161
OG0000956	Praf.g_01779	Prbl.g_00257
OG0000957	Praf.g_01781	Prbl.g_00255
OG0000958	Praf.g_01782	Prbl.g_00254
OG0000959	Praf.g_01783	Prbl.g_00253
OG0000960	Praf.g_01784	Prbl.g_00252
OG0000961	Praf.g_01785	Prbl.g_00251
OG0000962	Praf.g_01787	Prbl.g_00249
OG0000963	Praf.g_01788	Prbl.g_00248
OG0000964	Praf.g_01790	Prbl.g_00246
OG0000965	Praf.g_01792	Prbl.g_00244
OG0000966	Praf.g_01793	Prbl.g_00243
OG0000967	Praf.g_01796	Prbl.g_00240
OG0000968	Praf.g_01801	Prbl.g_00231
OG0000969	Praf.g_01802	Prbl.g_00230
OG0000970	Praf.g_01803	Prbl.g_00229
OG0000971	Praf.g_01804	Prbl.g_00228
OG0000972	Praf.g_01805	Prbl.g_00227
OG0000973	Praf.g_01807	Prbl.g_00225
OG0000974	Praf.g_01808	Prbl.g_00224
OG0000975	Praf.g_01809	Prbl.g_00223
OG0000976	Praf.g_01810	Prbl.g_00222
OG0000977	Praf.g_01817	Prbl.g_00221
OG0000978	Praf.g_01818	Prbl.g_00220
OG0000979	Praf.g_01819	Prbl.g_00219
OG0000980	Praf.g_01820	Prbl.g_00218
OG0000981	Praf.g_01822	Prbl.g_00684
OG0000982	Praf.g_01823	Prbl.g_00685
OG0000983	Praf.g_01824	Prbl.g_00686
OG0000984	Praf.g_01831	Prbl.g_00693
OG0000985	Praf.g_01833	Prbl.g_00695
OG0000986	Praf.g_01834	Prbl.g_00696
OG0000987	Praf.g_01837	Prbl.g_00699
OG0000988	Praf.g_01838	Prbl.g_00700
OG0000989	Praf.g_01839	Prbl.g_00701
OG0000990	Praf.g_01840	Prbl.g_00702
OG0000991	Praf.g_01841	Prbl.g_00703
OG0000992	Praf.g_01842	Prbl.g_00704
OG0000993	Praf.g_01843	Prbl.g_00705
OG0000994	Praf.g_01844	Prbl.g_00706
OG0000995	Praf.g_01845	Prbl.g_00707
OG0000996	Praf.g_01846	Prbl.g_00708
OG0000997	Praf.g_01849	Prbl.g_00710
OG0000998	Praf.g_00956	Prbl.g_01086
OG0000999	Praf.g_00554	Prbl.g_00466
OG0001000	Praf.g_00542	Prbl.g_00456
OG0001001	Praf.g_00540	Prbl.g_00454
OG0001002	Praf.g_00538	Prbl.g_00452
OG0001003	Praf.g_00537	Prbl.g_00451
OG0001004	Praf.g_01653	Prbl.g_01604
OG0001005	Praf.g_00536	Prbl.g_00450
OG0001006	Praf.g_00534	Prbl.g_00448
OG0001007	Praf.g_00533	Prbl.g_00447
OG0001008	Praf.g_00532	Prbl.g_00446
OG0001009	Praf.g_00530	Prbl.g_00444
OG0001010	Praf.g_00529	Prbl.g_00443
OG0001011	Praf.g_00526	Prbl.g_00441
OG0001012	Praf.g_00525	Prbl.g_00440
OG0001013	Praf.g_00524	Prbl.g_00439
OG0001014	Praf.g_00523	Prbl.g_00438
OG0001015	Praf.g_00522	Prbl.g_00437
OG0001016	Praf.g_00521	Prbl.g_00436
OG0001017	Praf.g_00520	Prbl.g_00435
OG0001018	Praf.g_00518	Prbl.g_00433
OG0001019	Praf.g_00517	Prbl.g_00432
OG0001020	Praf.g_00516	Prbl.g_00431
OG0001021	Praf.g_00515	Prbl.g_00430
OG0001022	Praf.g_00513	Prbl.g_00429
OG0001023	Praf.g_00512	Prbl.g_00428
OG0001024	Praf.g_00511	Prbl.g_00427
OG0001025	Praf.g_00508	Prbl.g_00423
OG0001026	Praf.g_00507	Prbl.g_00422
OG0001027	Praf.g_00370	Prbl.g_01914
OG0001028	Praf.g_00504	Prbl.g_00420
OG0001029	Praf.g_00503	Prbl.g_00419
OG0001030	Praf.g_00500	Prbl.g_00416
OG0001031	Praf.g_00499	Prbl.g_00415
OG0001032	Praf.g_01650	Prbl.g_01601
OG0001033	Praf.g_01677	Prbl.g_01627
OG0001034	Praf.g_01546	Prbl.g_02318
OG0001035	Praf.g_00490	Prbl.g_00404
OG0001036	Praf.g_00489	Prbl.g_00403
OG0001037	Praf.g_00479	Prbl.g_00393
OG0001038	Praf.g_00478	Prbl.g_00392
OG0001039	Praf.g_00477	Prbl.g_00391
OG0001040	Praf.g_00475	Prbl.g_00389
OG0001041	Praf.g_00472	Prbl.g_00385
OG0001042	Praf.g_00471	Prbl.g_00383
OG0001043	Praf.g_00470	Prbl.g_00382
OG0001044	Praf.g_00469	Prbl.g_00381
OG0001045	Praf.g_00468	Prbl.g_00380
OG0001046	Praf.g_00466	Prbl.g_00378
OG0001047	Praf.g_00465	Prbl.g_00377
OG0001048	Praf.g_00464	Prbl.g_00376
OG0001049	Praf.g_00463	Prbl.g_00375
OG0001050	Praf.g_00462	Prbl.g_00374
OG0001051	Praf.g_00461	Prbl.g_00373
OG0001052	Praf.g_00460	Prbl.g_00372
OG0001053	Praf.g_00459	Prbl.g_00371
OG0001054	Praf.g_00458	Prbl.g_00370
OG0001055	Praf.g_00457	Prbl.g_00369
OG0001056	Praf.g_00455	Prbl.g_00367
OG0001057	Praf.g_00453	Prbl.g_00365
OG0001058	Praf.g_00452	Prbl.g_00364
OG0001059	Praf.g_00450	Prbl.g_00362
OG0001060	Praf.g_00449	Prbl.g_00361
OG0001061	Praf.g_00448	Prbl.g_00360
OG0001062	Praf.g_00447	Prbl.g_00359
OG0001063	Praf.g_00446	Prbl.g_00358
OG0001064	Praf.g_00444	Prbl.g_00356
OG0001065	Praf.g_00443	Prbl.g_00355
OG0001066	Praf.g_00442	Prbl.g_00354
OG0001067	Praf.g_00441	Prbl.g_00353
OG0001068	Praf.g_00440	Prbl.g_00352
OG0001069	Praf.g_00435	Prbl.g_00348
OG0001070	Praf.g_00433	Prbl.g_00346
OG0001071	Praf.g_00432	Prbl.g_00345
OG0001072	Praf.g_00431	Prbl.g_00344
OG0001073	Praf.g_00430	Prbl.g_00343
OG0001074	Praf.g_00429	Prbl.g_00342
OG0001075	Praf.g_00427	Prbl.g_00340
OG0001076	Praf.g_00425	Prbl.g_00338
OG0001077	Praf.g_00424	Prbl.g_00337
OG0001078	Praf.g_00423	Prbl.g_00336
OG0001079	Praf.g_00422	Prbl.g_00335
OG0001080	Praf.g_00421	Prbl.g_00334
OG0001081	Praf.g_00420	Prbl.g_00333
OG0001082	Praf.g_00419	Prbl.g_00332
OG0001083	Praf.g_00418	Prbl.g_00331
OG0001084	Praf.g_00405	Prbl.g_00317
OG0001085	Praf.g_00404	Prbl.g_00316
OG0001086	Praf.g_02202	Prbl.g_02680
OG0001087	Praf.g_02200	Prbl.g_02683
OG0001088	Praf.g_02199	Prbl.g_02684
OG0001089	Praf.g_02196	Prbl.g_01062
OG0001090	Praf.g_02195	Prbl.g_01061
OG0001091	Praf.g_02194	Prbl.g_01060
OG0001092	Praf.g_02193	Prbl.g_01059
OG0001093	Praf.g_02192	Prbl.g_01058
OG0001094	Praf.g_02191	Prbl.g_01057
OG0001095	Praf.g_02190	Prbl.g_01056
OG0001096	Praf.g_02189	Prbl.g_01055
OG0001097	Praf.g_02188	Prbl.g_01054
OG0001098	Praf.g_02187	Prbl.g_01053
OG0001099	Praf.g_02185	Prbl.g_01051
OG0001100	Praf.g_02184	Prbl.g_01050
OG0001101	Praf.g_02183	Prbl.g_01049
OG0001102	Praf.g_02170	Prbl.g_00954
OG0001103	Praf.g_02171	Prbl.g_00953
OG0001104	Praf.g_02175	Prbl.g_00949
OG0001105	Praf.g_02173	Prbl.g_00951
OG0001106	Praf.g_02176	Prbl.g_00948
OG0001107	Praf.g_02177	Prbl.g_00947
OG0001108	Praf.g_02179	Prbl.g_01045
