Orthogroup	Praf	Prbl
OG0002359	Praf.g_00127	Prbl.g_02048
OG0002360	Praf.g_00270, Praf.g_00277	Prbl.g_00578
OG0002361	Praf.g_00653, Praf.g_00275	Prbl.g_00772
OG0002362	Praf.g_00276, Praf.g_00652	Prbl.g_00773
OG0002363	Praf.g_00295, Praf.g_00286, Praf.g_00293	Prbl.g_00581
OG0002364	Praf.g_00290	Prbl.g_01157
OG0002365	Praf.g_00347	Prbl.g_01944
OG0002366	Praf.g_00364, Praf.g_01087	Prbl.g_01907
OG0002367	Praf.g_00393, Praf.g_01157	Prbl.g_00191
OG0002368	Praf.g_00401	Prbl.g_02621
OG0002369	Praf.g_02576, Praf.g_00415	Prbl.g_00327
OG0002370	Praf.g_00748, Praf.g_00747	Prbl.g_01767
OG0002371	Praf.g_00848, Praf.g_02536	Prbl.g_01278
OG0002372	Praf.g_01040	Prbl.g_02384
OG0002373	Praf.g_01079	Prbl.g_02614
OG0002375	Praf.g_01762, Praf.g_02464, Praf.g_01104	Prbl.g_00673
OG0002376	Praf.g_01196	Prbl.g_00004
OG0002377	Praf.g_01209	Prbl.g_01870
OG0002378	Praf.g_01450	Prbl.g_02269
OG0002379	Praf.g_01617	Prbl.g_01565
OG0002380	Praf.g_01826, Praf.g_01646	Prbl.g_01597
OG0002381	Praf.g_01753	Prbl.g_01390
OG0002382	Praf.g_01760	Prbl.g_01389
OG0002384	Praf.g_02046	Prbl.g_01209
OG0002386	Praf.g_02338	Prbl.g_00895
OG0002387	Praf.g_02341	Prbl.g_00894
OG0002388	Praf.g_02610	Prbl.g_01228
OG0002389	Praf.g_02629	Prbl.g_01011
OG0002530	Praf.g_00008	Prbl.g_02113
OG0002531	Praf.g_00038	Prbl.g_01978
OG0002532	Praf.g_00039	Prbl.g_01979
OG0002533	Praf.g_00057	Prbl.g_01995
OG0002534	Praf.g_00065	Prbl.g_02003
OG0002535	Praf.g_00073	Prbl.g_02010
OG0002536	Praf.g_00076	Prbl.g_02013
OG0002537	Praf.g_00080	Prbl.g_02015
OG0002538	Praf.g_00161	Prbl.g_02044
OG0002539	Praf.g_00167	Prbl.g_01233
OG0002540	Praf.g_00171	Prbl.g_01229
OG0002541	Praf.g_00181	Prbl.g_01288
OG0002542	Praf.g_00185	Prbl.g_01292
OG0002543	Praf.g_00187	Prbl.g_01294
OG0002544	Praf.g_00188	Prbl.g_01295
OG0002545	Praf.g_00189	Prbl.g_01300
OG0002546	Praf.g_00190	Prbl.g_01301
OG0002547	Praf.g_00199	Prbl.g_01308
OG0002548	Praf.g_00203	Prbl.g_00657
OG0002549	Praf.g_00205	Prbl.g_01311
OG0002550	Praf.g_00206	Prbl.g_01312
OG0002551	Praf.g_00210, Praf.g_01993	Prbl.g_00163
OG0002552	Praf.g_00213	Prbl.g_01317
OG0002553	Praf.g_00215	Prbl.g_01321
OG0002554	Praf.g_00216	Prbl.g_01323
OG0002555	Praf.g_00220	Prbl.g_01327
OG0002557	Praf.g_00231	Prbl.g_00543
OG0002558	Praf.g_00241	Prbl.g_00549
OG0002559	Praf.g_00242	Prbl.g_00550
OG0002560	Praf.g_00256	Prbl.g_00564
OG0002561	Praf.g_00262	Prbl.g_00570
OG0002562	Praf.g_00263	Prbl.g_00571
OG0002563	Praf.g_00265	Prbl.g_00573
OG0002564	Praf.g_00267	Prbl.g_00575
OG0002565	Praf.g_00269	Prbl.g_00577
OG0002566	Praf.g_00291	Prbl.g_01154
OG0002567	Praf.g_00298	Prbl.g_00586
OG0002568	Praf.g_00305	Prbl.g_00593
OG0002569	Praf.g_00307	Prbl.g_00594
OG0002570	Praf.g_00311	Prbl.g_00598
OG0002571	Praf.g_00312	Prbl.g_00599
OG0002572	Praf.g_00319	Prbl.g_00606
OG0002573	Praf.g_00324	Prbl.g_00610
OG0002574	Praf.g_00334	Prbl.g_02264
OG0002575	Praf.g_00335	Prbl.g_02263
OG0002576	Praf.g_00336	Prbl.g_02262
OG0002577	Praf.g_00339	Prbl.g_00736
OG0002578	Praf.g_00346	Prbl.g_01948
OG0002579	Praf.g_00350	Prbl.g_01941
OG0002580	Praf.g_00366	Prbl.g_01909
OG0002581	Praf.g_00368	Prbl.g_01910
OG0002582	Praf.g_00372	Prbl.g_01916
OG0002583	Praf.g_00373	Prbl.g_01917
OG0002584	Praf.g_00376	Prbl.g_01920
OG0002585	Praf.g_00380	Prbl.g_01924
OG0002586	Praf.g_00388	Prbl.g_00196
OG0002587	Praf.g_00394	Prbl.g_00190
OG0002588	Praf.g_00397	Prbl.g_02624
OG0002589	Praf.g_00399	Prbl.g_02623
OG0002590	Praf.g_00407	Prbl.g_00319
OG0002591	Praf.g_00410	Prbl.g_00322
OG0002592	Praf.g_00411	Prbl.g_00323
OG0002593	Praf.g_00412	Prbl.g_00324
OG0002594	Praf.g_00413	Prbl.g_00325
OG0002595	Praf.g_00414	Prbl.g_00326
OG0002596	Praf.g_00416	Prbl.g_00328
OG0002597	Praf.g_00417	Prbl.g_00329
OG0002598	Praf.g_00439	Prbl.g_00351
OG0002599	Praf.g_00445	Prbl.g_00357
OG0002600	Praf.g_00451	Prbl.g_00363
OG0002601	Praf.g_00476	Prbl.g_00390
OG0002602	Praf.g_00483	Prbl.g_00396
OG0002603	Praf.g_00488	Prbl.g_00402
OG0002604	Praf.g_00506	Prbl.g_00421
OG0002605	Praf.g_00509	Prbl.g_00424
OG0002606	Praf.g_00510	Prbl.g_00426
OG0002607	Praf.g_00519	Prbl.g_00434
OG0002608	Praf.g_00531	Prbl.g_00445
OG0002609	Praf.g_00546	Prbl.g_00459
OG0002610	Praf.g_00550	Prbl.g_00463
OG0002611	Praf.g_00551	Prbl.g_00464
OG0002612	Praf.g_00556	Prbl.g_00469
OG0002613	Praf.g_00559	Prbl.g_00474
OG0002614	Praf.g_00574	Prbl.g_00493
OG0002615	Praf.g_00588	Prbl.g_00505
OG0002616	Praf.g_00590	Prbl.g_00507
OG0002617	Praf.g_00593	Prbl.g_00509
OG0002618	Praf.g_00602	Prbl.g_00518
OG0002619	Praf.g_00604	Prbl.g_00520
OG0002620	Praf.g_00613	Prbl.g_00530
OG0002621	Praf.g_00618	Prbl.g_00535
OG0002622	Praf.g_00637	Prbl.g_00789
OG0002623	Praf.g_00640	Prbl.g_00786
OG0002624	Praf.g_00649	Prbl.g_00777
OG0002625	Praf.g_00655	Prbl.g_00771
OG0002626	Praf.g_00657	Prbl.g_00769
OG0002627	Praf.g_00659	Prbl.g_00767
OG0002628	Praf.g_00662	Prbl.g_00764
OG0002629	Praf.g_00664	Prbl.g_00762
OG0002630	Praf.g_00668	Prbl.g_00756
OG0002631	Praf.g_00669	Prbl.g_00755
OG0002632	Praf.g_00671	Prbl.g_00753
OG0002633	Praf.g_00674	Prbl.g_00750
OG0002634	Praf.g_00680	Prbl.g_02648
OG0002635	Praf.g_00682	Prbl.g_02646
OG0002636	Praf.g_00720	Prbl.g_01793
OG0002637	Praf.g_00721	Prbl.g_01792
OG0002638	Praf.g_00732	Prbl.g_01782
OG0002639	Praf.g_00736	Prbl.g_01778
OG0002640	Praf.g_00759	Prbl.g_01756
OG0002641	Praf.g_00762	Prbl.g_01753
OG0002642	Praf.g_00772	Prbl.g_01743
OG0002643	Praf.g_00774	Prbl.g_01741
OG0002644	Praf.g_00775	Prbl.g_01740
OG0002645	Praf.g_00788	Prbl.g_01729
OG0002646	Praf.g_00793	Prbl.g_01724
OG0002647	Praf.g_00797	Prbl.g_01721
OG0002648	Praf.g_00820	Prbl.g_02065
OG0002649	Praf.g_00828	Prbl.g_02073
OG0002650	Praf.g_00829	Prbl.g_02074
OG0002651	Praf.g_00831	Prbl.g_02076
OG0002652	Praf.g_00834	Prbl.g_02079
OG0002653	Praf.g_00857	Prbl.g_02087
OG0002654	Praf.g_00862	Prbl.g_02092
OG0002655	Praf.g_00863	Prbl.g_02093
OG0002656	Praf.g_00864	Prbl.g_02094
OG0002657	Praf.g_00866	Prbl.g_02096
OG0002658	Praf.g_00867	Prbl.g_02097
OG0002659	Praf.g_00868	Prbl.g_02098
OG0002660	Praf.g_00871	Prbl.g_02101
OG0002661	Praf.g_00877	Prbl.g_02107
OG0002662	Praf.g_00878	Prbl.g_00177
OG0002663	Praf.g_00889	Prbl.g_02596
OG0002664	Praf.g_00896	Prbl.g_02588
OG0002665	Praf.g_00897	Prbl.g_02587
OG0002666	Praf.g_00900	Prbl.g_02584
OG0002667	Praf.g_00907	Prbl.g_01371
OG0002668	Praf.g_00909	Prbl.g_01373
OG0002669	Praf.g_00934	Prbl.g_01107
OG0002670	Praf.g_00935	Prbl.g_01105
OG0002671	Praf.g_00939	Prbl.g_01101
OG0002672	Praf.g_00942	Prbl.g_01098
OG0002673	Praf.g_00945	Prbl.g_01094
OG0002674	Praf.g_00950	Prbl.g_01091
OG0002675	Praf.g_00951	Prbl.g_01090
OG0002676	Praf.g_00958	Prbl.g_01081
OG0002677	Praf.g_00959	Prbl.g_01080
OG0002678	Praf.g_00967	Prbl.g_01070
OG0002679	Praf.g_00973	Prbl.g_01809
OG0002680	Praf.g_00979	Prbl.g_01803
OG0002681	Praf.g_00986	Prbl.g_01708
OG0002682	Praf.g_00987	Prbl.g_01707
OG0002683	Praf.g_00995	Prbl.g_01700
OG0002684	Praf.g_00996	Prbl.g_01699
OG0002685	Praf.g_00997	Prbl.g_01698
OG0002686	Praf.g_00998	Prbl.g_01697
OG0002687	Praf.g_01005	Prbl.g_01690
OG0002688	Praf.g_01007	Prbl.g_01687
OG0002689	Praf.g_01016	Prbl.g_01683
OG0002690	Praf.g_01017	Prbl.g_01682
OG0002691	Praf.g_01018	Prbl.g_01681
OG0002692	Praf.g_01019	Prbl.g_01680
OG0002693	Praf.g_01054	Prbl.g_01673
OG0002694	Praf.g_01056	Prbl.g_01672
OG0002695	Praf.g_01064	Prbl.g_01668
OG0002696	Praf.g_01066	Prbl.g_01667
OG0002697	Praf.g_01070	Prbl.g_02603
OG0002698	Praf.g_01071	Prbl.g_02604
OG0002699	Praf.g_01074	Prbl.g_02609
OG0002700	Praf.g_01083	Prbl.g_02618
OG0002701	Praf.g_01090	Prbl.g_01532
OG0002702	Praf.g_01091	Prbl.g_02628
OG0002703	Praf.g_01110	Prbl.g_00009
OG0002704	Praf.g_01112	Prbl.g_00010
OG0002705	Praf.g_01116	Prbl.g_00014
OG0002706	Praf.g_01117	Prbl.g_00015
OG0002707	Praf.g_01123	Prbl.g_00023
OG0002708	Praf.g_01128	Prbl.g_00028
OG0002709	Praf.g_01129	Prbl.g_00030
OG0002710	Praf.g_01132	Prbl.g_00033
OG0002711	Praf.g_01136	Prbl.g_00037
OG0002712	Praf.g_01137	Prbl.g_00038
OG0002713	Praf.g_01138	Prbl.g_00039
OG0002714	Praf.g_01140	Prbl.g_00041
OG0002715	Praf.g_01141	Prbl.g_00042
OG0002716	Praf.g_01142	Prbl.g_00043
OG0002717	Praf.g_01172	Prbl.g_02654
OG0002718	Praf.g_01178	Prbl.g_01529
OG0002719	Praf.g_01179	Prbl.g_01528
OG0002720	Praf.g_01195	Prbl.g_00739
OG0002721	Praf.g_01200	Prbl.g_00727
OG0002722	Praf.g_01208	Prbl.g_01871
OG0002723	Praf.g_01212	Prbl.g_01867
OG0002724	Praf.g_01213	Prbl.g_01866
OG0002725	Praf.g_01215	Prbl.g_01862
OG0002726	Praf.g_01222	Prbl.g_01856
OG0002727	Praf.g_01228	Prbl.g_01849
OG0002728	Praf.g_01229	Prbl.g_01848
OG0002729	Praf.g_01233	Prbl.g_01844
OG0002730	Praf.g_01234	Prbl.g_01843
OG0002731	Praf.g_01235	Prbl.g_01842
OG0002732	Praf.g_01236	Prbl.g_01841
OG0002733	Praf.g_01237	Prbl.g_01840
OG0002734	Praf.g_01240	Prbl.g_01837
OG0002735	Praf.g_01242	Prbl.g_01836
OG0002736	Praf.g_01243	Prbl.g_01835
OG0002737	Praf.g_01250	Prbl.g_01832
OG0002738	Praf.g_01252	Prbl.g_01831
OG0002739	Praf.g_01254	Prbl.g_01828
OG0002740	Praf.g_01289	Prbl.g_00941
OG0002741	Praf.g_01290	Prbl.g_00942
OG0002742	Praf.g_01291	Prbl.g_00943
OG0002743	Praf.g_01292	Prbl.g_00944
OG0002744	Praf.g_01312	Prbl.g_02557
OG0002745	Praf.g_01321	Prbl.g_02548
OG0002746	Praf.g_01335	Prbl.g_02534
OG0002747	Praf.g_01342	Prbl.g_02527
OG0002748	Praf.g_01350	Prbl.g_02519
OG0002749	Praf.g_01352	Prbl.g_02517
OG0002750	Praf.g_01356	Prbl.g_02512
OG0002751	Praf.g_01357	Prbl.g_02511
OG0002752	Praf.g_01363	Prbl.g_02504
OG0002753	Praf.g_01365	Prbl.g_02502
OG0002754	Praf.g_01367	Prbl.g_02500
OG0002755	Praf.g_01379	Prbl.g_02490
OG0002756	Praf.g_01381	Prbl.g_02488
OG0002757	Praf.g_01386	Prbl.g_02484
OG0002758	Praf.g_01389	Prbl.g_02481
OG0002759	Praf.g_01390	Prbl.g_02480
OG0002760	Praf.g_01391	Prbl.g_02479
OG0002761	Praf.g_01409	Prbl.g_02461
OG0002762	Praf.g_01410	Prbl.g_02460
OG0002763	Praf.g_01411	Prbl.g_02459
OG0002764	Praf.g_01412	Prbl.g_02458
OG0002765	Praf.g_01413	Prbl.g_02457
OG0002766	Praf.g_01414	Prbl.g_02455
OG0002767	Praf.g_01423	Prbl.g_02446
OG0002768	Praf.g_01430	Prbl.g_02439
OG0002769	Praf.g_01434	Prbl.g_02433
OG0002770	Praf.g_01438	Prbl.g_02429
OG0002771	Praf.g_01443	Prbl.g_02424
OG0002772	Praf.g_01447	Prbl.g_02419
OG0002773	Praf.g_01472	Prbl.g_02391
OG0002774	Praf.g_01477	Prbl.g_02387
OG0002775	Praf.g_01479	Prbl.g_02385
OG0002776	Praf.g_01481	Prbl.g_02382
OG0002777	Praf.g_01483	Prbl.g_02380
OG0002778	Praf.g_01487	Prbl.g_02375
OG0002779	Praf.g_01490	Prbl.g_02372
OG0002780	Praf.g_01491	Prbl.g_02371
OG0002781	Praf.g_01492	Prbl.g_02370
OG0002782	Praf.g_01502	Prbl.g_02360
OG0002783	Praf.g_01505	Prbl.g_02357
OG0002784	Praf.g_01513	Prbl.g_02349
OG0002785	Praf.g_01544	Prbl.g_02321
OG0002786	Praf.g_01563	Prbl.g_02303
OG0002787	Praf.g_01564	Prbl.g_02302
OG0002788	Praf.g_01565	Prbl.g_02301
OG0002789	Praf.g_01567	Prbl.g_02299
OG0002790	Praf.g_01569	Prbl.g_02297
OG0002791	Praf.g_01570	Prbl.g_02296
OG0002792	Praf.g_01574	Prbl.g_02292
OG0002793	Praf.g_01579	Prbl.g_02287
OG0002794	Praf.g_01582	Prbl.g_02280
OG0002795	Praf.g_01583	Prbl.g_02279
OG0002796	Praf.g_01587	Prbl.g_01536
OG0002797	Praf.g_01605	Prbl.g_01553
OG0002798	Praf.g_01609	Prbl.g_01557
OG0002799	Praf.g_01610	Prbl.g_01558
OG0002800	Praf.g_01611	Prbl.g_01559
OG0002801	Praf.g_01613	Prbl.g_01561
OG0002802	Praf.g_01621	Prbl.g_01570
OG0002803	Praf.g_01624	Prbl.g_01575
OG0002804	Praf.g_01630	Prbl.g_01581
OG0002805	Praf.g_01634	Prbl.g_01585
OG0002806	Praf.g_01639	Prbl.g_01589
OG0002807	Praf.g_01643	Prbl.g_01592
OG0002808	Praf.g_01645	Prbl.g_01595
OG0002809	Praf.g_01649	Prbl.g_01600
OG0002810	Praf.g_01655	Prbl.g_01606
OG0002811	Praf.g_01656	Prbl.g_01607
OG0002812	Praf.g_01657	Prbl.g_01608
OG0002813	Praf.g_01658	Prbl.g_01609
OG0002814	Praf.g_01672	Prbl.g_01622
OG0002815	Praf.g_01673	Prbl.g_01623
OG0002816	Praf.g_01679	Prbl.g_01628
OG0002817	Praf.g_01691	Prbl.g_01638
OG0002818	Praf.g_01701	Prbl.g_01648
OG0002819	Praf.g_01702	Prbl.g_01649
OG0002820	Praf.g_01703	Prbl.g_01650
OG0002821	Praf.g_01707	Prbl.g_01654
OG0002822	Praf.g_01715	Prbl.g_01661
OG0002823	Praf.g_01723	Prbl.g_01040
OG0002824	Praf.g_01724	Prbl.g_01039
OG0002825	Praf.g_01725	Prbl.g_01038
OG0002826	Praf.g_01726	Prbl.g_01034
OG0002827	Praf.g_01732	Prbl.g_01410
OG0002828	Praf.g_01734	Prbl.g_01408
OG0002829	Praf.g_01735	Prbl.g_01407
OG0002830	Praf.g_01752	Prbl.g_01391
OG0002831	Praf.g_01761	Prbl.g_01388
OG0002832	Praf.g_01771	Prbl.g_00159
OG0002833	Praf.g_01774	Prbl.g_00162
OG0002834	Praf.g_01780	Prbl.g_00256
OG0002835	Praf.g_01786	Prbl.g_00250
OG0002836	Praf.g_01797	Prbl.g_00239
OG0002837	Praf.g_01798	Prbl.g_00238
OG0002838	Praf.g_01821	Prbl.g_00217
OG0002839	Praf.g_01835	Prbl.g_00697
OG0002840	Praf.g_01850	Prbl.g_00711
OG0002841	Praf.g_01854	Prbl.g_00717
OG0002842	Praf.g_01855	Prbl.g_00718
OG0002843	Praf.g_01885	Prbl.g_00721
OG0002844	Praf.g_01904	Prbl.g_01338
OG0002845	Praf.g_01912	Prbl.g_01345
OG0002846	Praf.g_01914	Prbl.g_01347
OG0002847	Praf.g_01925	Prbl.g_01349
OG0002848	Praf.g_01927	Prbl.g_01350
OG0002849	Praf.g_01930	Prbl.g_01353
OG0002850	Praf.g_01934	Prbl.g_01356
OG0002851	Praf.g_01935	Prbl.g_01357
OG0002852	Praf.g_01936	Prbl.g_01358
OG0002853	Praf.g_01937	Prbl.g_01359
OG0002854	Praf.g_01939	Prbl.g_01361
OG0002855	Praf.g_01944	Prbl.g_01365
OG0002856	Praf.g_01945	Prbl.g_01366
OG0002857	Praf.g_01946	Prbl.g_01367
OG0002858	Praf.g_01948	Prbl.g_01369
OG0002859	Praf.g_01949	Prbl.g_00141
OG0002860	Praf.g_01954	Prbl.g_00621
OG0002861	Praf.g_01967	Prbl.g_00636
OG0002862	Praf.g_01968	Prbl.g_00637
OG0002863	Praf.g_01969	Prbl.g_00638
OG0002864	Praf.g_01974	Prbl.g_01926
OG0002865	Praf.g_01995	Prbl.g_00656
OG0002866	Praf.g_01998	Prbl.g_00662
OG0002867	Praf.g_02000	Prbl.g_00664
OG0002868	Praf.g_02010	Prbl.g_00683
OG0002869	Praf.g_02013	Prbl.g_02676
OG0002870	Praf.g_02017	Prbl.g_02672
OG0002871	Praf.g_02018	Prbl.g_02671
OG0002872	Praf.g_02019	Prbl.g_02670
OG0002873	Praf.g_02041	Prbl.g_01214
OG0002874	Praf.g_02043	Prbl.g_01212
OG0002875	Praf.g_02057	Prbl.g_01198
OG0002876	Praf.g_02064	Prbl.g_01193
OG0002877	Praf.g_02069	Prbl.g_01187
OG0002878	Praf.g_02080	Prbl.g_01176
OG0002879	Praf.g_02083	Prbl.g_01173
OG0002880	Praf.g_02093	Prbl.g_01160
OG0002881	Praf.g_02113	Prbl.g_01130
OG0002882	Praf.g_02130	Prbl.g_00989
OG0002883	Praf.g_02181	Prbl.g_01047
OG0002884	Praf.g_02186	Prbl.g_01052
OG0002885	Praf.g_02204	Prbl.g_02669
OG0002886	Praf.g_02205	Prbl.g_02668
OG0002887	Praf.g_02213	Prbl.g_01510
OG0002888	Praf.g_02216	Prbl.g_01507
OG0002889	Praf.g_02246	Prbl.g_01495
OG0002890	Praf.g_02248	Prbl.g_01493
OG0002891	Praf.g_02250	Prbl.g_01491
OG0002892	Praf.g_02251	Prbl.g_01490
OG0002893	Praf.g_02253	Prbl.g_01488
OG0002894	Praf.g_02254	Prbl.g_01487
OG0002895	Praf.g_02257	Prbl.g_01475
OG0002896	Praf.g_02258	Prbl.g_01474
OG0002897	Praf.g_02261	Prbl.g_01471
OG0002898	Praf.g_02270	Prbl.g_01462
OG0002899	Praf.g_02286	Prbl.g_01446
OG0002900	Praf.g_02295	Prbl.g_01437
OG0002901	Praf.g_02305	Prbl.g_01424
OG0002902	Praf.g_02317	Prbl.g_01418
OG0002903	Praf.g_02350	Prbl.g_00885
OG0002904	Praf.g_02352	Prbl.g_00883
OG0002905	Praf.g_02357	Prbl.g_00878
OG0002906	Praf.g_02361	Prbl.g_00875
OG0002907	Praf.g_02362	Prbl.g_00874
OG0002908	Praf.g_02367	Prbl.g_00868
OG0002909	Praf.g_02370	Prbl.g_00866
OG0002910	Praf.g_02374	Prbl.g_00860
OG0002911	Praf.g_02376	Prbl.g_00858
OG0002912	Praf.g_02385	Prbl.g_00854
OG0002913	Praf.g_02407	Prbl.g_00823
OG0002914	Praf.g_02417	Prbl.g_00813
OG0002915	Praf.g_02426	Prbl.g_00308
OG0002916	Praf.g_02477	Prbl.g_00268
OG0002917	Praf.g_02479	Prbl.g_00266
OG0002918	Praf.g_02490	Prbl.g_00067
OG0002919	Praf.g_02493	Prbl.g_00070
OG0002920	Praf.g_02498	Prbl.g_00075
OG0002921	Praf.g_02499	Prbl.g_00076
OG0002922	Praf.g_02501	Prbl.g_00078
OG0002923	Praf.g_02503	Prbl.g_00080
OG0002924	Praf.g_02504	Prbl.g_00081
OG0002925	Praf.g_02507	Prbl.g_00084
OG0002926	Praf.g_02510	Prbl.g_00087
OG0002927	Praf.g_02534	Prbl.g_01280
OG0002928	Praf.g_02535	Prbl.g_01279
OG0002929	Praf.g_02537	Prbl.g_01277
OG0002930	Praf.g_02538	Prbl.g_01276
OG0002931	Praf.g_02539	Prbl.g_01275
OG0002932	Praf.g_02540	Prbl.g_01274
OG0002933	Praf.g_02541	Prbl.g_01272
OG0002934	Praf.g_02542	Prbl.g_01271
OG0002935	Praf.g_02543	Prbl.g_01269
OG0002936	Praf.g_02544	Prbl.g_01268
OG0002937	Praf.g_02558	Prbl.g_01254
OG0002938	Praf.g_02561	Prbl.g_01251
OG0002939	Praf.g_02565	Prbl.g_01247
OG0002940	Praf.g_02573	Prbl.g_00125
OG0002941	Praf.g_02606	Prbl.g_02257
OG0002942	Praf.g_02607	Prbl.g_02256
OG0002943	Praf.g_02609	Prbl.g_02253
OG0002944	Praf.g_02614	Prbl.g_02248
OG0002945	Praf.g_02615	Prbl.g_02247
OG0002946	Praf.g_02616	Prbl.g_02246
OG0002947	Praf.g_02617	Prbl.g_02245
OG0002948	Praf.g_02660	Prbl.g_02235
OG0002949	Praf.g_02666	Prbl.g_02229
OG0002950	Praf.g_02668	Prbl.g_02227
OG0002951	Praf.g_02687	Prbl.g_02207
OG0002952	Praf.g_02688	Prbl.g_02206
OG0002953	Praf.g_02689	Prbl.g_02205
OG0002954	Praf.g_02693	Prbl.g_02201
OG0002955	Praf.g_02694	Prbl.g_02200
OG0002956	Praf.g_02695	Prbl.g_02199
OG0002957	Praf.g_02696	Prbl.g_02198
OG0002958	Praf.g_02703	Prbl.g_02191
OG0002959	Praf.g_02722	Prbl.g_02183
OG0002960	Praf.g_02725	Prbl.g_02176
OG0002961	Praf.g_02746, Praf.g_02745	Prbl.g_02159
OG0002962	Praf.g_02769	Prbl.g_02135
OG0002963	Praf.g_02774	Prbl.g_02130
OG0002964	Praf.g_02778	Prbl.g_02126
OG0003063	Praf.g_00125	Prbl.g_02049
OG0003064	Praf.g_00126	Prbl.g_02046
OG0003065	Praf.g_00135	Prbl.g_02038
OG0003066	Praf.g_00137	Prbl.g_02031
OG0003067	Praf.g_00200	Prbl.g_01309
OG0003069	Praf.g_00340	Prbl.g_00002
OG0003071	Praf.g_00344	Prbl.g_01951
OG0003072	Praf.g_00349	Prbl.g_01942
OG0003073	Praf.g_00358	Prbl.g_01935
OG0003074	Praf.g_00369	Prbl.g_01912
OG0003075	Praf.g_00547	Prbl.g_00460
OG0003076	Praf.g_00678	Prbl.g_02650
OG0003077	Praf.g_00686	Prbl.g_01880
OG0003078	Praf.g_00770	Prbl.g_01745
OG0003079	Praf.g_00869	Prbl.g_02099
OG0003080	Praf.g_00943	Prbl.g_01097
OG0003081	Praf.g_00971	Prbl.g_01811
OG0003082	Praf.g_00972	Prbl.g_01810
OG0003083	Praf.g_00984	Prbl.g_01802
OG0003084	Praf.g_00993	Prbl.g_01702
OG0003085	Praf.g_00994	Prbl.g_01701
OG0003087	Praf.g_01068	Prbl.g_02619
OG0003088	Praf.g_01075	Prbl.g_02610
OG0003091	Praf.g_01158	Prbl.g_00744
OG0003092	Praf.g_01169	Prbl.g_01518
OG0003093	Praf.g_01170	Prbl.g_01519
OG0003094	Praf.g_01175	Prbl.g_01525
OG0003095	Praf.g_01181	Prbl.g_01823
OG0003096	Praf.g_01183	Prbl.g_02662
OG0003097	Praf.g_01184	Prbl.g_02661
OG0003098	Praf.g_01201	Prbl.g_01876
OG0003099	Praf.g_01227	Prbl.g_01852
OG0003100	Praf.g_01295	Prbl.g_02576
OG0003101	Praf.g_01448	Prbl.g_02416
OG0003102	Praf.g_01474	Prbl.g_02389
OG0003103	Praf.g_01482	Prbl.g_02381
OG0003104	Praf.g_01633	Prbl.g_01584
OG0003105	Praf.g_01704	Prbl.g_01651
OG0003106	Praf.g_01714	Prbl.g_01660
OG0003107	Praf.g_01799	Prbl.g_00233
OG0003108	Praf.g_01800	Prbl.g_00232
OG0003109	Praf.g_01888	Prbl.g_02399
OG0003110	Praf.g_01928	Prbl.g_01351
OG0003111	Praf.g_01929	Prbl.g_01352
OG0003112	Praf.g_02035	Prbl.g_01066
OG0003113	Praf.g_02036	Prbl.g_01067
OG0003114	Praf.g_02042	Prbl.g_01213
OG0003115	Praf.g_02085	Prbl.g_01170
OG0003116	Praf.g_02320	Prbl.g_01415
OG0003117	Praf.g_02369	Prbl.g_00867
OG0003118	Praf.g_02460	Prbl.g_00734
OG0003119	Praf.g_02482	Prbl.g_01480
OG0003120	Praf.g_02483	Prbl.g_01481
OG0003121	Praf.g_02484	Prbl.g_01482
OG0003122	Praf.g_02485	Prbl.g_01483
OG0003123	Praf.g_02578	Prbl.g_00128
OG0003124	Praf.g_02583	Prbl.g_00131
OG0003125	Praf.g_02628	Prbl.g_01012
OG0003126	Praf.g_02630	Prbl.g_01010
OG0003127	Praf.g_02631	Prbl.g_01009
OG0003128	Praf.g_02632	Prbl.g_01008
OG0003129	Praf.g_02633	Prbl.g_01007
OG0003130	Praf.g_02635	Prbl.g_01018
OG0003131	Praf.g_02636	Prbl.g_01017
OG0003132	Praf.g_02637	Prbl.g_01016
OG0003135	Praf.g_02675	Prbl.g_02218
OG0003402	Praf.g_01253	Prbl.g_01830
OG0003405	Praf.g_01577	Prbl.g_02290
