Orthogroup	Syae	Prbm
OG0000555	Syae.g_02390	Prbm.g_00575
OG0000556	Syae.g_02394	Prbm.g_00577
OG0000557	Syae.g_02398	Prbm.g_00578
OG0000558	Syae.g_02400	Prbm.g_00580
OG0000559	Syae.g_02404	Prbm.g_00584
OG0000560	Syae.g_02407	Prbm.g_00587
OG0000561	Syae.g_02408	Prbm.g_00588
OG0000562	Syae.g_02409	Prbm.g_00589
OG0000563	Syae.g_02410	Prbm.g_00590
OG0000564	Syae.g_02411	Prbm.g_00591
OG0000565	Syae.g_02414	Prbm.g_00594
OG0000566	Syae.g_02418	Prbm.g_00596
OG0000567	Syae.g_02422	Prbm.g_00600
OG0000568	Syae.g_02427	Prbm.g_00601
OG0000569	Syae.g_02428	Prbm.g_00602
OG0000570	Syae.g_02429	Prbm.g_00603
OG0000571	Syae.g_02433	Prbm.g_00605
OG0000572	Syae.g_02448	Prbm.g_00616
OG0000573	Syae.g_02456	Prbm.g_00621
OG0000574	Syae.g_02457	Prbm.g_00624
OG0000575	Syae.g_02461	Prbm.g_00627
OG0000576	Syae.g_02463	Prbm.g_00629
OG0000577	Syae.g_02464	Prbm.g_00630
OG0000578	Syae.g_02465	Prbm.g_00631
OG0000579	Syae.g_02466	Prbm.g_00632
OG0000580	Syae.g_02467	Prbm.g_00633
OG0000581	Syae.g_02473	Prbm.g_00636
OG0000582	Syae.g_00018	Prbm.g_00639
OG0000583	Syae.g_00019	Prbm.g_00640
OG0000584	Syae.g_00020	Prbm.g_00641
OG0000585	Syae.g_00022	Prbm.g_00643
OG0000586	Syae.g_00023	Prbm.g_00644
OG0000587	Syae.g_00025	Prbm.g_00645
OG0000588	Syae.g_00043	Prbm.g_00649
OG0000589	Syae.g_00047	Prbm.g_00652
OG0000590	Syae.g_00048	Prbm.g_00653
OG0000591	Syae.g_00056	Prbm.g_00656
OG0000592	Syae.g_00057	Prbm.g_00657
OG0000593	Syae.g_00070	Prbm.g_00663
OG0000594	Syae.g_00071	Prbm.g_00664
OG0000595	Syae.g_00072	Prbm.g_00665
OG0000596	Syae.g_00077	Prbm.g_00669
OG0000597	Syae.g_00080	Prbm.g_00671
OG0000598	Syae.g_00081	Prbm.g_00672
OG0000599	Syae.g_00084	Prbm.g_00675
OG0000600	Syae.g_00085	Prbm.g_00676
OG0000601	Syae.g_00086	Prbm.g_00677
OG0000602	Syae.g_00091	Prbm.g_00679
OG0000603	Syae.g_00092	Prbm.g_00680
OG0000604	Syae.g_00095	Prbm.g_00681
OG0000605	Syae.g_00260	Prbm.g_00682
OG0000606	Syae.g_00616	Prbm.g_00685
OG0000607	Syae.g_00613	Prbm.g_00688
OG0000608	Syae.g_00612	Prbm.g_00689
OG0000609	Syae.g_00610	Prbm.g_00690
OG0000610	Syae.g_00601	Prbm.g_00696
OG0000611	Syae.g_00598	Prbm.g_00699
OG0000612	Syae.g_00597	Prbm.g_00700
OG0000613	Syae.g_01910	Prbm.g_00706
OG0000614	Syae.g_00765	Prbm.g_00730
OG0000615	Syae.g_00557	Prbm.g_00737
OG0000616	Syae.g_01696	Prbm.g_02220
OG0000617	Syae.g_00464	Prbm.g_00748
OG0000618	Syae.g_00463	Prbm.g_00749
OG0000619	Syae.g_00462	Prbm.g_00750
OG0000620	Syae.g_00456	Prbm.g_00753
OG0000621	Syae.g_00455	Prbm.g_00754
OG0000622	Syae.g_00454	Prbm.g_00755
OG0000623	Syae.g_00453	Prbm.g_00756
OG0000624	Syae.g_00451	Prbm.g_00758
OG0000625	Syae.g_00450	Prbm.g_00759
OG0000626	Syae.g_00449	Prbm.g_00760
OG0000627	Syae.g_00299	Prbm.g_00762
OG0000628	Syae.g_00300	Prbm.g_00763
OG0000629	Syae.g_00303	Prbm.g_00764
OG0000630	Syae.g_00310	Prbm.g_00767
OG0000631	Syae.g_00317	Prbm.g_00959
OG0000632	Syae.g_00318	Prbm.g_00960
OG0000633	Syae.g_00320	Prbm.g_00961
OG0000634	Syae.g_00525	Prbm.g_00810
OG0000635	Syae.g_00524	Prbm.g_00811
OG0000636	Syae.g_00522	Prbm.g_00813
OG0000637	Syae.g_00520	Prbm.g_00815
OG0000638	Syae.g_00519	Prbm.g_00816
OG0000639	Syae.g_00518	Prbm.g_00817
OG0000640	Syae.g_00517	Prbm.g_00818
OG0000641	Syae.g_00513	Prbm.g_00822
OG0000642	Syae.g_00512	Prbm.g_00823
OG0000643	Syae.g_00510	Prbm.g_00824
OG0000644	Syae.g_00509	Prbm.g_00825
OG0000645	Syae.g_00507	Prbm.g_00826
OG0000646	Syae.g_00504	Prbm.g_00829
OG0000647	Syae.g_00502	Prbm.g_00831
OG0000648	Syae.g_00499	Prbm.g_00833
OG0000649	Syae.g_00498	Prbm.g_00834
OG0000650	Syae.g_00497	Prbm.g_00835
OG0000651	Syae.g_00496	Prbm.g_00836
OG0000652	Syae.g_00495	Prbm.g_00837
OG0000653	Syae.g_00493	Prbm.g_00839
OG0000654	Syae.g_00492	Prbm.g_00840
OG0000655	Syae.g_00491	Prbm.g_00841
OG0000656	Syae.g_00488	Prbm.g_00844
OG0000657	Syae.g_00834	Prbm.g_00850
OG0000658	Syae.g_00837	Prbm.g_00852
OG0000659	Syae.g_00838	Prbm.g_00853
OG0000660	Syae.g_00842	Prbm.g_00857
OG0000661	Syae.g_00844	Prbm.g_00859
OG0000662	Syae.g_00846	Prbm.g_00861
OG0000663	Syae.g_00849	Prbm.g_00863
OG0000664	Syae.g_00850	Prbm.g_00864
OG0000665	Syae.g_00121	Prbm.g_00868
OG0000666	Syae.g_00258	Prbm.g_00869
OG0000667	Syae.g_02056	Prbm.g_00873
OG0000668	Syae.g_00418	Prbm.g_00911
OG0000669	Syae.g_00585	Prbm.g_00919
OG0000670	Syae.g_00582	Prbm.g_00922
OG0000671	Syae.g_00580	Prbm.g_00924
OG0000672	Syae.g_00577	Prbm.g_00927
OG0000673	Syae.g_00574	Prbm.g_00930
OG0000674	Syae.g_00572	Prbm.g_00932
OG0000675	Syae.g_00571	Prbm.g_00933
OG0000676	Syae.g_00569	Prbm.g_00935
OG0000677	Syae.g_00568	Prbm.g_00936
OG0000678	Syae.g_00564	Prbm.g_00939
OG0000679	Syae.g_00555	Prbm.g_00943
OG0000680	Syae.g_00554	Prbm.g_00944
OG0000681	Syae.g_00551	Prbm.g_00946
OG0000682	Syae.g_00550	Prbm.g_00947
OG0000683	Syae.g_00549	Prbm.g_00948
OG0000684	Syae.g_00545	Prbm.g_00793
OG0000685	Syae.g_00543	Prbm.g_00795
OG0000686	Syae.g_00542	Prbm.g_00796
OG0000687	Syae.g_00541	Prbm.g_00797
OG0000688	Syae.g_00536	Prbm.g_00800
OG0000689	Syae.g_00534	Prbm.g_00801
OG0000690	Syae.g_00533	Prbm.g_00802
OG0000691	Syae.g_00532	Prbm.g_00803
OG0000692	Syae.g_00531	Prbm.g_00805
OG0000693	Syae.g_00529	Prbm.g_00806
OG0000694	Syae.g_00528	Prbm.g_00807
OG0000695	Syae.g_00322	Prbm.g_00963
OG0000696	Syae.g_00323	Prbm.g_00964
OG0000697	Syae.g_00325	Prbm.g_00965
OG0000698	Syae.g_00328	Prbm.g_00968
OG0000699	Syae.g_00330	Prbm.g_00969
OG0000700	Syae.g_00331	Prbm.g_00970
OG0000701	Syae.g_00332	Prbm.g_00971
OG0000702	Syae.g_00341	Prbm.g_00973
OG0000703	Syae.g_00342	Prbm.g_00974
OG0000704	Syae.g_00345	Prbm.g_00975
OG0000705	Syae.g_00352	Prbm.g_00981
OG0000706	Syae.g_00353	Prbm.g_00982
OG0000707	Syae.g_00354	Prbm.g_00983
OG0000708	Syae.g_00357	Prbm.g_00985
OG0000709	Syae.g_00365	Prbm.g_00989
OG0000710	Syae.g_00369	Prbm.g_00992
OG0000711	Syae.g_00398	Prbm.g_01007
OG0000712	Syae.g_00400	Prbm.g_01009
OG0000713	Syae.g_00401	Prbm.g_01010
OG0000714	Syae.g_00403	Prbm.g_01011
OG0000715	Syae.g_00405	Prbm.g_01013
OG0000716	Syae.g_00409	Prbm.g_01014
OG0000717	Syae.g_00410	Prbm.g_01015
OG0000718	Syae.g_00414	Prbm.g_01031
OG0000719	Syae.g_00416	Prbm.g_01032
OG0000720	Syae.g_00429	Prbm.g_01042
OG0000721	Syae.g_00431	Prbm.g_01043
OG0000722	Syae.g_00432	Prbm.g_01044
OG0000723	Syae.g_00445	Prbm.g_01048
OG0000724	Syae.g_00799	Prbm.g_01059
OG0000725	Syae.g_00789	Prbm.g_00887
OG0000726	Syae.g_00788	Prbm.g_00886
OG0000727	Syae.g_00787	Prbm.g_00885
OG0000728	Syae.g_00785	Prbm.g_00883
OG0000729	Syae.g_01819	Prbm.g_02104
OG0000730	Syae.g_02189	Prbm.g_00398
OG0000731	Syae.g_02201	Prbm.g_00406
OG0000732	Syae.g_01764	Prbm.g_02166
OG0000733	Syae.g_01599	Prbm.g_01911
OG0000734	Syae.g_01371	Prbm.g_01565
OG0000735	Syae.g_00942	Prbm.g_01563
OG0000736	Syae.g_00941	Prbm.g_01562
OG0000737	Syae.g_00940	Prbm.g_01561
OG0000738	Syae.g_00935	Prbm.g_01557
OG0000739	Syae.g_00928	Prbm.g_01556
OG0000740	Syae.g_00927	Prbm.g_01555
OG0000741	Syae.g_00924	Prbm.g_01553
OG0000742	Syae.g_00922	Prbm.g_01550
OG0000743	Syae.g_00920	Prbm.g_01548
OG0000744	Syae.g_00919	Prbm.g_01547
OG0000745	Syae.g_00917	Prbm.g_01545
OG0000746	Syae.g_00915	Prbm.g_01543
OG0000747	Syae.g_00914	Prbm.g_01542
OG0000748	Syae.g_00902	Prbm.g_01538
OG0000749	Syae.g_00900	Prbm.g_01537
OG0000750	Syae.g_00899	Prbm.g_01536
OG0000751	Syae.g_00892	Prbm.g_01533
OG0000752	Syae.g_00890	Prbm.g_01531
OG0000753	Syae.g_00887	Prbm.g_01529
OG0000754	Syae.g_00641	Prbm.g_01525
OG0000755	Syae.g_00651	Prbm.g_01520
OG0000756	Syae.g_00652	Prbm.g_01519
OG0000757	Syae.g_00661	Prbm.g_01512
OG0000758	Syae.g_00662	Prbm.g_01511
OG0000759	Syae.g_00663	Prbm.g_01510
OG0000760	Syae.g_00664	Prbm.g_01509
OG0000761	Syae.g_00668	Prbm.g_01508
OG0000762	Syae.g_00672	Prbm.g_01507
OG0000763	Syae.g_00676	Prbm.g_01505
OG0000764	Syae.g_00677	Prbm.g_01504
OG0000765	Syae.g_00695	Prbm.g_01496
OG0000766	Syae.g_00696	Prbm.g_01495
OG0000767	Syae.g_00698	Prbm.g_01494
OG0000768	Syae.g_00699	Prbm.g_01493
OG0000769	Syae.g_00701	Prbm.g_01491
OG0000770	Syae.g_00704	Prbm.g_01490
OG0000771	Syae.g_00805	Prbm.g_01054
OG0000772	Syae.g_00168	Prbm.g_01356
OG0000773	Syae.g_00947	Prbm.g_01602
OG0000774	Syae.g_00951	Prbm.g_01605
OG0000775	Syae.g_00954	Prbm.g_01606
OG0000776	Syae.g_00955	Prbm.g_01607
OG0000777	Syae.g_00956	Prbm.g_01608
OG0000778	Syae.g_00957	Prbm.g_01609
OG0000779	Syae.g_00963	Prbm.g_01613
OG0000780	Syae.g_00967	Prbm.g_01614
OG0000781	Syae.g_00971	Prbm.g_01616
OG0000782	Syae.g_00972	Prbm.g_01617
OG0000783	Syae.g_00973	Prbm.g_01618
OG0000784	Syae.g_00974	Prbm.g_01619
OG0000785	Syae.g_00976	Prbm.g_01621
OG0000786	Syae.g_02477	Prbm.g_01624
OG0000787	Syae.g_02476	Prbm.g_01625
OG0000788	Syae.g_00087	Prbm.g_00777
OG0000789	Syae.g_00281	Prbm.g_01051
OG0000790	Syae.g_02294	Prbm.g_01665
OG0000791	Syae.g_02292	Prbm.g_01667
OG0000792	Syae.g_02291	Prbm.g_01668
OG0000793	Syae.g_02286	Prbm.g_01671
OG0000794	Syae.g_02285	Prbm.g_01672
OG0000795	Syae.g_02284	Prbm.g_01673
OG0000796	Syae.g_02280	Prbm.g_01677
OG0000797	Syae.g_02279	Prbm.g_01678
OG0000799	Syae.g_00010	Prbm.g_01691
OG0000800	Syae.g_00009	Prbm.g_01692
OG0000801	Syae.g_00008	Prbm.g_01693
OG0000802	Syae.g_02686	Prbm.g_01695
OG0000803	Syae.g_02680	Prbm.g_01697
OG0000804	Syae.g_02677	Prbm.g_01698
OG0000805	Syae.g_02663	Prbm.g_01700
OG0000806	Syae.g_02661	Prbm.g_01702
OG0000807	Syae.g_02659	Prbm.g_01703
OG0000808	Syae.g_02658	Prbm.g_01704
OG0000809	Syae.g_02655	Prbm.g_01708
OG0000810	Syae.g_02654	Prbm.g_01709
OG0000811	Syae.g_02648	Prbm.g_01713
OG0000812	Syae.g_02646	Prbm.g_01715
OG0000813	Syae.g_02645	Prbm.g_01716
OG0000814	Syae.g_02643	Prbm.g_01718
OG0000815	Syae.g_02642	Prbm.g_01719
OG0000816	Syae.g_02641	Prbm.g_01721
OG0000817	Syae.g_02640	Prbm.g_01722
OG0000818	Syae.g_02634	Prbm.g_01726
OG0000819	Syae.g_02633	Prbm.g_01727
OG0000820	Syae.g_02632	Prbm.g_01728
OG0000821	Syae.g_02626	Prbm.g_01731
OG0000822	Syae.g_02624	Prbm.g_01732
OG0000823	Syae.g_02623	Prbm.g_01733
OG0000824	Syae.g_02617	Prbm.g_01736
OG0000825	Syae.g_02616	Prbm.g_01737
OG0000826	Syae.g_02615	Prbm.g_01738
OG0000827	Syae.g_02614	Prbm.g_01739
OG0000828	Syae.g_02612	Prbm.g_01742
OG0000829	Syae.g_02611	Prbm.g_01743
OG0000830	Syae.g_02610	Prbm.g_01744
OG0000831	Syae.g_02608	Prbm.g_01746
OG0000832	Syae.g_01081	Prbm.g_01756
OG0000833	Syae.g_01106	Prbm.g_01764
OG0000834	Syae.g_01108	Prbm.g_01765
OG0000835	Syae.g_01109	Prbm.g_01766
OG0000836	Syae.g_01113	Prbm.g_01768
OG0000837	Syae.g_01115	Prbm.g_01769
OG0000838	Syae.g_01119	Prbm.g_01771
OG0000839	Syae.g_01120	Prbm.g_01772
OG0000840	Syae.g_01121	Prbm.g_01773
OG0000841	Syae.g_01122	Prbm.g_01774
OG0000842	Syae.g_01123	Prbm.g_01775
OG0000843	Syae.g_01124	Prbm.g_01776
OG0000844	Syae.g_01125	Prbm.g_01777
OG0000845	Syae.g_01126	Prbm.g_01778
OG0000846	Syae.g_01127	Prbm.g_01779
OG0000847	Syae.g_01128	Prbm.g_01780
OG0000848	Syae.g_01130	Prbm.g_01781
OG0000849	Syae.g_01131	Prbm.g_01782
OG0000850	Syae.g_01133	Prbm.g_01784
OG0000851	Syae.g_01139	Prbm.g_01785
OG0000852	Syae.g_01140	Prbm.g_01786
OG0000853	Syae.g_01144	Prbm.g_01791
OG0000854	Syae.g_01146	Prbm.g_01793
OG0000855	Syae.g_01147	Prbm.g_01794
OG0000856	Syae.g_00059	Prbm.g_01685
OG0000857	Syae.g_00503	Prbm.g_00830
OG0000858	Syae.g_01153	Prbm.g_01835
OG0000859	Syae.g_01154	Prbm.g_01836
OG0000860	Syae.g_01165	Prbm.g_01843
OG0000861	Syae.g_01166	Prbm.g_01844
OG0000862	Syae.g_01167	Prbm.g_01845
OG0000863	Syae.g_01170	Prbm.g_01846
OG0000864	Syae.g_01171	Prbm.g_01847
OG0000865	Syae.g_01172	Prbm.g_01848
OG0000866	Syae.g_01173	Prbm.g_01849
OG0000867	Syae.g_01174	Prbm.g_01850
OG0000868	Syae.g_01177	Prbm.g_01851
OG0000869	Syae.g_01182	Prbm.g_01854
OG0000870	Syae.g_01187	Prbm.g_01859
OG0000871	Syae.g_01188	Prbm.g_01860
OG0000872	Syae.g_01196	Prbm.g_01861
OG0000873	Syae.g_01199	Prbm.g_01864
OG0000874	Syae.g_01194	Prbm.g_01867
OG0000875	Syae.g_01244	Prbm.g_01869
OG0000876	Syae.g_01020	Prbm.g_01870
OG0000877	Syae.g_01025	Prbm.g_01872
OG0000878	Syae.g_01026	Prbm.g_01873
OG0000879	Syae.g_01027	Prbm.g_01874
OG0000880	Syae.g_01028	Prbm.g_01875
OG0000881	Syae.g_01034	Prbm.g_01878
OG0000882	Syae.g_01039	Prbm.g_01883
OG0000883	Syae.g_01041	Prbm.g_01885
OG0000884	Syae.g_01043	Prbm.g_01887
OG0000885	Syae.g_01044	Prbm.g_01888
OG0000886	Syae.g_01045	Prbm.g_01889
OG0000887	Syae.g_01046	Prbm.g_01890
OG0000888	Syae.g_01048	Prbm.g_01892
OG0000889	Syae.g_01050	Prbm.g_01894
OG0000890	Syae.g_01056	Prbm.g_01895
OG0000891	Syae.g_01057	Prbm.g_01896
OG0000892	Syae.g_01059	Prbm.g_01898
OG0000893	Syae.g_02031	Prbm.g_01948
OG0000894	Syae.g_02034	Prbm.g_01951
OG0000895	Syae.g_02038	Prbm.g_01954
OG0000896	Syae.g_02039	Prbm.g_01955
OG0000897	Syae.g_02041	Prbm.g_01957
OG0000898	Syae.g_02042	Prbm.g_01958
OG0000899	Syae.g_02043	Prbm.g_01959
OG0000900	Syae.g_02044	Prbm.g_01960
OG0000901	Syae.g_02049	Prbm.g_01963
OG0000902	Syae.g_02051	Prbm.g_01965
OG0000903	Syae.g_02077	Prbm.g_01975
OG0000904	Syae.g_02071	Prbm.g_01970
OG0000905	Syae.g_02065	Prbm.g_01967
OG0000906	Syae.g_02063	Prbm.g_01966
OG0000907	Syae.g_02079	Prbm.g_01990
OG0000908	Syae.g_02082	Prbm.g_01993
OG0000909	Syae.g_02083	Prbm.g_01994
OG0000910	Syae.g_02084	Prbm.g_01995
OG0000911	Syae.g_02086	Prbm.g_01997
OG0000912	Syae.g_02087	Prbm.g_01998
OG0000913	Syae.g_02088	Prbm.g_01999
OG0000914	Syae.g_02089	Prbm.g_02000
OG0000915	Syae.g_02091	Prbm.g_02001
OG0000916	Syae.g_02092	Prbm.g_02002
OG0000917	Syae.g_02093	Prbm.g_02003
OG0000918	Syae.g_02094	Prbm.g_02004
OG0000919	Syae.g_02095	Prbm.g_02005
OG0000920	Syae.g_02096	Prbm.g_02006
OG0000921	Syae.g_02097	Prbm.g_02007
OG0000922	Syae.g_02098	Prbm.g_02008
OG0000923	Syae.g_02102	Prbm.g_02012
OG0000924	Syae.g_02103	Prbm.g_02013
OG0000925	Syae.g_02104	Prbm.g_02014
OG0000926	Syae.g_02105	Prbm.g_02015
OG0000927	Syae.g_02107	Prbm.g_02017
OG0000928	Syae.g_02108	Prbm.g_02018
OG0000929	Syae.g_02109	Prbm.g_02019
OG0000930	Syae.g_02110	Prbm.g_02020
OG0000931	Syae.g_02111	Prbm.g_02021
OG0000932	Syae.g_02112	Prbm.g_02022
OG0000933	Syae.g_02118	Prbm.g_02026
OG0000934	Syae.g_02120	Prbm.g_02028
OG0000935	Syae.g_02121	Prbm.g_02029
OG0000936	Syae.g_02122	Prbm.g_02030
OG0000937	Syae.g_02123	Prbm.g_02031
OG0000938	Syae.g_02126	Prbm.g_02034
OG0000939	Syae.g_02127	Prbm.g_02035
OG0000940	Syae.g_02133	Prbm.g_02042
OG0000941	Syae.g_02135	Prbm.g_02044
OG0000942	Syae.g_02137	Prbm.g_02046
OG0000943	Syae.g_02138	Prbm.g_02048
OG0000944	Syae.g_02140	Prbm.g_02050
OG0000945	Syae.g_02142	Prbm.g_02051
OG0000946	Syae.g_02146	Prbm.g_02057
OG0000947	Syae.g_02149	Prbm.g_02059
OG0000948	Syae.g_02150	Prbm.g_02060
OG0000949	Syae.g_01884	Prbm.g_02063
OG0000950	Syae.g_01873	Prbm.g_02068
OG0000951	Syae.g_01866	Prbm.g_02072
OG0000952	Syae.g_01859	Prbm.g_02076
OG0000953	Syae.g_01854	Prbm.g_02080
OG0000954	Syae.g_01845	Prbm.g_02084
OG0000955	Syae.g_01844	Prbm.g_02085
OG0000956	Syae.g_01842	Prbm.g_02087
OG0000957	Syae.g_01831	Prbm.g_02092
OG0000958	Syae.g_01830	Prbm.g_02093
OG0000959	Syae.g_01826	Prbm.g_02097
OG0000960	Syae.g_01825	Prbm.g_02098
OG0000961	Syae.g_01822	Prbm.g_02101
OG0000962	Syae.g_01820	Prbm.g_02103
OG0000963	Syae.g_01814	Prbm.g_02107
OG0000964	Syae.g_01813	Prbm.g_02108
OG0000965	Syae.g_01812	Prbm.g_02109
OG0000966	Syae.g_01789	Prbm.g_02144
OG0000967	Syae.g_01782	Prbm.g_02148
OG0000968	Syae.g_01787	Prbm.g_02150
OG0000969	Syae.g_01785	Prbm.g_02151
OG0000970	Syae.g_01784	Prbm.g_02152
OG0000971	Syae.g_01779	Prbm.g_02153
OG0000972	Syae.g_01778	Prbm.g_02154
OG0000973	Syae.g_01777	Prbm.g_02155
OG0000974	Syae.g_01776	Prbm.g_02156
OG0000975	Syae.g_01775	Prbm.g_02157
OG0000976	Syae.g_01774	Prbm.g_02158
OG0000977	Syae.g_01772	Prbm.g_02159
OG0000978	Syae.g_01771	Prbm.g_02160
OG0000979	Syae.g_01768	Prbm.g_02163
OG0000980	Syae.g_01765	Prbm.g_02165
OG0000981	Syae.g_01762	Prbm.g_02168
OG0000982	Syae.g_01568	Prbm.g_02170
OG0000983	Syae.g_01569	Prbm.g_02171
OG0000984	Syae.g_01570	Prbm.g_02172
OG0000985	Syae.g_01572	Prbm.g_02175
OG0000986	Syae.g_01575	Prbm.g_02177
OG0000987	Syae.g_01577	Prbm.g_02178
OG0000988	Syae.g_01583	Prbm.g_02181
OG0000989	Syae.g_01591	Prbm.g_02185
OG0000990	Syae.g_01606	Prbm.g_02190
OG0000991	Syae.g_01609	Prbm.g_02191
OG0000992	Syae.g_01612	Prbm.g_02194
OG0000993	Syae.g_01613	Prbm.g_02195
OG0000994	Syae.g_01616	Prbm.g_02196
OG0000995	Syae.g_01627	Prbm.g_02200
OG0000996	Syae.g_01667	Prbm.g_02201
OG0000997	Syae.g_01678	Prbm.g_02208
OG0000998	Syae.g_01680	Prbm.g_02210
OG0000999	Syae.g_01683	Prbm.g_02211
OG0001000	Syae.g_01686	Prbm.g_02214
OG0001001	Syae.g_01692	Prbm.g_02217
OG0001002	Syae.g_01699	Prbm.g_02222
OG0001003	Syae.g_01701	Prbm.g_02225
OG0001004	Syae.g_01702	Prbm.g_02226
OG0001005	Syae.g_01703	Prbm.g_02227
OG0001006	Syae.g_01710	Prbm.g_02231
OG0001007	Syae.g_01712	Prbm.g_02233
OG0001008	Syae.g_00993	Prbm.g_00447
OG0001009	Syae.g_01744	Prbm.g_00027
OG0001010	Syae.g_01745	Prbm.g_00028
OG0001011	Syae.g_01747	Prbm.g_00029
OG0001012	Syae.g_01564	Prbm.g_00052
OG0001013	Syae.g_01552	Prbm.g_00057
OG0001014	Syae.g_01548	Prbm.g_00060
OG0001015	Syae.g_01547	Prbm.g_00061
OG0001016	Syae.g_01290	Prbm.g_00130
OG0001017	Syae.g_01296	Prbm.g_00134
OG0001018	Syae.g_01298	Prbm.g_00137
OG0001019	Syae.g_01334	Prbm.g_00146
OG0001020	Syae.g_01340	Prbm.g_00147
OG0001021	Syae.g_01344	Prbm.g_00148
OG0001022	Syae.g_01348	Prbm.g_00151
OG0001023	Syae.g_01349	Prbm.g_00152
OG0001024	Syae.g_01353	Prbm.g_00155
OG0001025	Syae.g_01360	Prbm.g_00162
OG0001026	Syae.g_01373	Prbm.g_00170
OG0001027	Syae.g_01377	Prbm.g_00171
OG0001028	Syae.g_01379	Prbm.g_00173
OG0001029	Syae.g_01381	Prbm.g_00175
OG0001030	Syae.g_01403	Prbm.g_00191
OG0001031	Syae.g_01475	Prbm.g_00246
OG0001032	Syae.g_01479	Prbm.g_00247
OG0001033	Syae.g_01505	Prbm.g_00267
OG0001034	Syae.g_02238	Prbm.g_00296
OG0001035	Syae.g_02006	Prbm.g_00313
OG0001036	Syae.g_02001	Prbm.g_00318
OG0001037	Syae.g_01999	Prbm.g_00319
OG0001038	Syae.g_01971	Prbm.g_00335
OG0001039	Syae.g_01968	Prbm.g_00337
OG0001040	Syae.g_01965	Prbm.g_00340
OG0001041	Syae.g_01960	Prbm.g_00344
OG0001042	Syae.g_01935	Prbm.g_00360
OG0001043	Syae.g_01931	Prbm.g_00361
OG0001044	Syae.g_02191	Prbm.g_00399
OG0001045	Syae.g_02204	Prbm.g_00408
OG0001046	Syae.g_00385	Prbm.g_01121
OG0001047	Syae.g_00991	Prbm.g_00449
OG0001048	Syae.g_00990	Prbm.g_00450
OG0001049	Syae.g_00987	Prbm.g_00452
OG0001050	Syae.g_00986	Prbm.g_00453
OG0001051	Syae.g_00985	Prbm.g_00454
OG0001052	Syae.g_02526	Prbm.g_00497
OG0001053	Syae.g_02312	Prbm.g_00509
OG0001054	Syae.g_02329	Prbm.g_00523
OG0001055	Syae.g_02350	Prbm.g_00551
OG0001056	Syae.g_02379	Prbm.g_00569
OG0001057	Syae.g_02388	Prbm.g_00574
OG0001058	Syae.g_02402	Prbm.g_00582
OG0001059	Syae.g_02406	Prbm.g_00586
OG0001060	Syae.g_02412	Prbm.g_00593
OG0001061	Syae.g_02434	Prbm.g_00606
OG0001062	Syae.g_02436	Prbm.g_00608
OG0001063	Syae.g_02440	Prbm.g_00609
OG0001064	Syae.g_02441	Prbm.g_00610
OG0001065	Syae.g_02442	Prbm.g_00611
OG0001066	Syae.g_02443	Prbm.g_00612
OG0001067	Syae.g_02444	Prbm.g_00613
OG0001068	Syae.g_02445	Prbm.g_00614
OG0001069	Syae.g_02446	Prbm.g_00615
OG0001070	Syae.g_02449	Prbm.g_00617
OG0001071	Syae.g_02450	Prbm.g_00618
OG0001072	Syae.g_02454	Prbm.g_00619
OG0001073	Syae.g_02468	Prbm.g_00634
OG0001074	Syae.g_00027	Prbm.g_00646
OG0001075	Syae.g_00029	Prbm.g_00647
OG0001076	Syae.g_00050	Prbm.g_00654
OG0001077	Syae.g_00061	Prbm.g_00659
OG0001078	Syae.g_00075	Prbm.g_00667
OG0001079	Syae.g_00088	Prbm.g_00678
OG0001080	Syae.g_00267	Prbm.g_00684
OG0001081	Syae.g_00615	Prbm.g_00686
OG0001082	Syae.g_00614	Prbm.g_00687
OG0001083	Syae.g_00605	Prbm.g_00692
OG0001084	Syae.g_00604	Prbm.g_00693
OG0001085	Syae.g_00594	Prbm.g_00703
OG0001086	Syae.g_00592	Prbm.g_00704
OG0001087	Syae.g_00751	Prbm.g_00725
OG0001088	Syae.g_00755	Prbm.g_00726
OG0001089	Syae.g_00781	Prbm.g_00734
OG0001090	Syae.g_00471	Prbm.g_00743
OG0001091	Syae.g_00469	Prbm.g_00745
OG0001092	Syae.g_00466	Prbm.g_00746
OG0001093	Syae.g_00460	Prbm.g_00751
OG0001094	Syae.g_00527	Prbm.g_00808
OG0001095	Syae.g_00506	Prbm.g_00827
OG0001096	Syae.g_00490	Prbm.g_00842
OG0001097	Syae.g_00845	Prbm.g_00860
OG0001098	Syae.g_00269	Prbm.g_00877
OG0001099	Syae.g_01380	Prbm.g_00914
OG0001100	Syae.g_00583	Prbm.g_00921
OG0001101	Syae.g_00581	Prbm.g_00923
OG0001102	Syae.g_00578	Prbm.g_00926
OG0001103	Syae.g_00576	Prbm.g_00928
OG0001104	Syae.g_00544	Prbm.g_00794
OG0001105	Syae.g_00540	Prbm.g_00798
OG0001106	Syae.g_00346	Prbm.g_00976
OG0001107	Syae.g_00358	Prbm.g_00986
OG0001108	Syae.g_00366	Prbm.g_00990
OG0001109	Syae.g_00368	Prbm.g_00991
OG0001110	Syae.g_00370	Prbm.g_00993
OG0001111	Syae.g_00372	Prbm.g_00994
OG0001112	Syae.g_00374	Prbm.g_00995
OG0001113	Syae.g_00375	Prbm.g_00996
OG0001114	Syae.g_00376	Prbm.g_00997
