Orthogroup	Prap	Pral
OG0000577	Prap.g_00369	Pral.g_01458
OG0000578	Prap.g_00368	Pral.g_01459
OG0000579	Prap.g_00367	Pral.g_01460
OG0000580	Prap.g_00366	Pral.g_01461
OG0000581	Prap.g_00365	Pral.g_01462
OG0000582	Prap.g_00364	Pral.g_01463
OG0000583	Prap.g_00363	Pral.g_01464
OG0000584	Prap.g_00361	Pral.g_01466
OG0000585	Prap.g_00360	Pral.g_01467
OG0000586	Prap.g_00358	Pral.g_01469
OG0000587	Prap.g_00357	Pral.g_01470
OG0000588	Prap.g_00831	Pral.g_01772
OG0000589	Prap.g_00830	Pral.g_01771
OG0000590	Prap.g_00828	Pral.g_01769
OG0000591	Prap.g_00822	Pral.g_01763
OG0000592	Prap.g_00821	Pral.g_01762
OG0000593	Prap.g_00820	Pral.g_01761
OG0000594	Prap.g_00817	Pral.g_01758
OG0000595	Prap.g_00816	Pral.g_01757
OG0000596	Prap.g_00815	Pral.g_01756
OG0000597	Prap.g_00813	Pral.g_01754
OG0000598	Prap.g_00812	Pral.g_01753
OG0000599	Prap.g_00811	Pral.g_01752
OG0000600	Prap.g_00810	Pral.g_01751
OG0000601	Prap.g_00807	Pral.g_01748
OG0000602	Prap.g_00806	Pral.g_01747
OG0000603	Prap.g_00805	Pral.g_01746
OG0000604	Prap.g_00802	Pral.g_01743
OG0000605	Prap.g_00801	Pral.g_01742
OG0000606	Prap.g_00800	Pral.g_01741
OG0000607	Prap.g_00798	Pral.g_01739
OG0000608	Prap.g_00796	Pral.g_01737
OG0000609	Prap.g_01489	Pral.g_00399
OG0000610	Prap.g_00872	Pral.g_01691
OG0000611	Prap.g_00790	Pral.g_01728
OG0000612	Prap.g_00789	Pral.g_01727
OG0000613	Prap.g_00344	Pral.g_01726
OG0000614	Prap.g_00343	Pral.g_01725
OG0000615	Prap.g_00341	Pral.g_01723
OG0000616	Prap.g_00340	Pral.g_01722
OG0000617	Prap.g_00339	Pral.g_01721
OG0000618	Prap.g_00338	Pral.g_01720
OG0000619	Prap.g_00337	Pral.g_01719
OG0000620	Prap.g_00336	Pral.g_01718
OG0000621	Prap.g_00335	Pral.g_01717
OG0000622	Prap.g_00334	Pral.g_01716
OG0000623	Prap.g_00333	Pral.g_01715
OG0000624	Prap.g_00331	Pral.g_01713
OG0000625	Prap.g_00330	Pral.g_01712
OG0000626	Prap.g_00329	Pral.g_01711
OG0000627	Prap.g_00328	Pral.g_01709
OG0000628	Prap.g_00327	Pral.g_01708
OG0000629	Prap.g_00326	Pral.g_01707
OG0000630	Prap.g_00325	Pral.g_01706
OG0000631	Prap.g_00323	Pral.g_01704
OG0000632	Prap.g_00322	Pral.g_01895
OG0000633	Prap.g_00036	Pral.g_00023
OG0000634	Prap.g_00545	Pral.g_01037
OG0000635	Prap.g_01121	Pral.g_01635
OG0000636	Prap.g_01122	Pral.g_01636
OG0000637	Prap.g_01123	Pral.g_01637
OG0000638	Prap.g_01375	Pral.g_00701
OG0000639	Prap.g_00688	Pral.g_01663
OG0000640	Prap.g_00685	Pral.g_01660
OG0000641	Prap.g_00683	Pral.g_01658
OG0000642	Prap.g_00682	Pral.g_01657
OG0000643	Prap.g_00681	Pral.g_01656
OG0000644	Prap.g_00345	Pral.g_01482
OG0000645	Prap.g_00788	Pral.g_01483
OG0000646	Prap.g_00787	Pral.g_01484
OG0000647	Prap.g_00786	Pral.g_01485
OG0000648	Prap.g_00784	Pral.g_01487
OG0000649	Prap.g_00783	Pral.g_01488
OG0000650	Prap.g_00782	Pral.g_01489
OG0000651	Prap.g_00781	Pral.g_01490
OG0000652	Prap.g_00780	Pral.g_01491
OG0000653	Prap.g_00779	Pral.g_01492
OG0000654	Prap.g_00777	Pral.g_01494
OG0000655	Prap.g_00775	Pral.g_01496
OG0000656	Prap.g_00774	Pral.g_01497
OG0000657	Prap.g_00773	Pral.g_01498
OG0000658	Prap.g_00772	Pral.g_01499
OG0000659	Prap.g_00771	Pral.g_01500
OG0000660	Prap.g_00770	Pral.g_01501
OG0000661	Prap.g_00769	Pral.g_01502
OG0000662	Prap.g_00767	Pral.g_01504
OG0000663	Prap.g_00766	Pral.g_01505
OG0000664	Prap.g_00765	Pral.g_01506
OG0000665	Prap.g_00764	Pral.g_01507
OG0000666	Prap.g_00763	Pral.g_01508
OG0000667	Prap.g_00762	Pral.g_01509
OG0000668	Prap.g_00761	Pral.g_01510
OG0000669	Prap.g_00759	Pral.g_01512
OG0000670	Prap.g_00758	Pral.g_01513
OG0000671	Prap.g_00757	Pral.g_01514
OG0000672	Prap.g_00756	Pral.g_01515
OG0000673	Prap.g_00755	Pral.g_01516
OG0000674	Prap.g_00754	Pral.g_01517
OG0000675	Prap.g_00752	Pral.g_01518
OG0000676	Prap.g_00751	Pral.g_01519
OG0000677	Prap.g_00748	Pral.g_01522
OG0000678	Prap.g_00746	Pral.g_01524
OG0000679	Prap.g_00744	Pral.g_01525
OG0000680	Prap.g_00743	Pral.g_01526
OG0000681	Prap.g_00742	Pral.g_01527
OG0000682	Prap.g_00741	Pral.g_01528
OG0000683	Prap.g_00739	Pral.g_01530
OG0000684	Prap.g_00738	Pral.g_01531
OG0000685	Prap.g_00737	Pral.g_01532
OG0000686	Prap.g_00736	Pral.g_01533
OG0000687	Prap.g_00735	Pral.g_01534
OG0000688	Prap.g_00734	Pral.g_01535
OG0000689	Prap.g_00733	Pral.g_01536
OG0000690	Prap.g_00732	Pral.g_01537
OG0000691	Prap.g_00731	Pral.g_01538
OG0000692	Prap.g_00727	Pral.g_01542
OG0000693	Prap.g_00726	Pral.g_01543
OG0000694	Prap.g_00725	Pral.g_01544
OG0000695	Prap.g_00724	Pral.g_01545
OG0000696	Prap.g_00723	Pral.g_01546
OG0000697	Prap.g_00721	Pral.g_01548
OG0000698	Prap.g_00717	Pral.g_01552
OG0000699	Prap.g_00716	Pral.g_01553
OG0000700	Prap.g_00660	Pral.g_01820
OG0000701	Prap.g_00655	Pral.g_01815
OG0000702	Prap.g_00869	Pral.g_01809
OG0000703	Prap.g_00867	Pral.g_01807
OG0000704	Prap.g_00866	Pral.g_01806
OG0000705	Prap.g_00864	Pral.g_01805
OG0000706	Prap.g_00863	Pral.g_01804
OG0000707	Prap.g_00861	Pral.g_01802
OG0000708	Prap.g_00860	Pral.g_01801
OG0000709	Prap.g_00858	Pral.g_01799
OG0000710	Prap.g_00857	Pral.g_01798
OG0000711	Prap.g_00856	Pral.g_01797
OG0000712	Prap.g_00855	Pral.g_01796
OG0000713	Prap.g_00854	Pral.g_01795
OG0000714	Prap.g_00852	Pral.g_01793
OG0000715	Prap.g_00851	Pral.g_01792
OG0000716	Prap.g_00849	Pral.g_01790
OG0000717	Prap.g_00848	Pral.g_01789
OG0000718	Prap.g_00847	Pral.g_01788
OG0000719	Prap.g_00845	Pral.g_01786
OG0000720	Prap.g_00844	Pral.g_01785
OG0000721	Prap.g_00841	Pral.g_01782
OG0000722	Prap.g_00840	Pral.g_01781
OG0000723	Prap.g_00839	Pral.g_01780
OG0000724	Prap.g_00837	Pral.g_01778
OG0000725	Prap.g_00836	Pral.g_01777
OG0000726	Prap.g_00835	Pral.g_01776
OG0000727	Prap.g_00834	Pral.g_01775
OG0000728	Prap.g_00833	Pral.g_01774
OG0000729	Prap.g_00832	Pral.g_01773
OG0000730	Prap.g_00355	Pral.g_01472
OG0000731	Prap.g_00353	Pral.g_01474
OG0000732	Prap.g_00352	Pral.g_01475
OG0000733	Prap.g_00351	Pral.g_01476
OG0000734	Prap.g_00350	Pral.g_01477
OG0000735	Prap.g_00348	Pral.g_01479
OG0000736	Prap.g_00347	Pral.g_01480
OG0000737	Prap.g_00346	Pral.g_01481
OG0000738	Prap.g_00680	Pral.g_01655
OG0000739	Prap.g_00679	Pral.g_01654
OG0000740	Prap.g_00678	Pral.g_01653
OG0000741	Prap.g_00677	Pral.g_01652
OG0000742	Prap.g_00675	Pral.g_01650
OG0000743	Prap.g_00239	Pral.g_01649
OG0000744	Prap.g_00240	Pral.g_01647
OG0000745	Prap.g_00241	Pral.g_01646
OG0000746	Prap.g_00242	Pral.g_01645
OG0000747	Prap.g_00243	Pral.g_01644
OG0000748	Prap.g_00244	Pral.g_01643
OG0000749	Prap.g_00245	Pral.g_01642
OG0000750	Prap.g_00247	Pral.g_01640
OG0000751	Prap.g_00248	Pral.g_01639
OG0000752	Prap.g_00307	Pral.g_01605
OG0000753	Prap.g_00250	Pral.g_01634
OG0000754	Prap.g_00251	Pral.g_01633
OG0000755	Prap.g_00252	Pral.g_01632
OG0000756	Prap.g_00254	Pral.g_01630
OG0000757	Prap.g_00255	Pral.g_01629
OG0000758	Prap.g_00256	Pral.g_01628
OG0000759	Prap.g_00258	Pral.g_01626
OG0000760	Prap.g_00259	Pral.g_01625
OG0000761	Prap.g_00260	Pral.g_01624
OG0000762	Prap.g_00262	Pral.g_01622
OG0000763	Prap.g_00263	Pral.g_01621
OG0000764	Prap.g_00264	Pral.g_01620
OG0000765	Prap.g_00265	Pral.g_01619
OG0000766	Prap.g_00266	Pral.g_01618
OG0000767	Prap.g_00268	Pral.g_01616
OG0000768	Prap.g_00269	Pral.g_01615
OG0000769	Prap.g_00270	Pral.g_01614
OG0000770	Prap.g_00271	Pral.g_01613
OG0000771	Prap.g_00272	Pral.g_01612
OG0000772	Prap.g_00522	Pral.g_00050
OG0000773	Prap.g_00274	Pral.g_01611
OG0000774	Prap.g_00275	Pral.g_01610
OG0000775	Prap.g_00276	Pral.g_01578
OG0000776	Prap.g_00279	Pral.g_01579
OG0000777	Prap.g_00280	Pral.g_01580
OG0000778	Prap.g_00281	Pral.g_01581
OG0000779	Prap.g_00282	Pral.g_01582
OG0000780	Prap.g_00284	Pral.g_01584
OG0000781	Prap.g_00286	Pral.g_01586
OG0000782	Prap.g_00287	Pral.g_01587
OG0000783	Prap.g_00291	Pral.g_01590
OG0000784	Prap.g_00293	Pral.g_01592
OG0000785	Prap.g_00294	Pral.g_01593
OG0000786	Prap.g_00295	Pral.g_01594
OG0000787	Prap.g_00296	Pral.g_01595
OG0000788	Prap.g_00302	Pral.g_01600
OG0000789	Prap.g_00305	Pral.g_01603
OG0000790	Prap.g_00306	Pral.g_01604
OG0000791	Prap.g_00309	Pral.g_01607
OG0000792	Prap.g_00310	Pral.g_01608
OG0000793	Prap.g_00311	Pral.g_01609
OG0000794	Prap.g_00314	Pral.g_01575
OG0000795	Prap.g_00697	Pral.g_01571
OG0000796	Prap.g_00698	Pral.g_01570
OG0000797	Prap.g_00700	Pral.g_01569
OG0000798	Prap.g_00701	Pral.g_01568
OG0000799	Prap.g_00702	Pral.g_01567
OG0000800	Prap.g_00703	Pral.g_01566
OG0000801	Prap.g_00706	Pral.g_01563
OG0000802	Prap.g_00707	Pral.g_01562
OG0000803	Prap.g_00709	Pral.g_01560
OG0000804	Prap.g_00710	Pral.g_01559
OG0000805	Prap.g_00711	Pral.g_01558
OG0000806	Prap.g_00713	Pral.g_01556
OG0000807	Prap.g_01345	Pral.g_01321
OG0000808	Prap.g_00020	Pral.g_01033
OG0000809	Prap.g_00504	Pral.g_01327
OG0000810	Prap.g_01126	Pral.g_01032
OG0000811	Prap.g_00539	Pral.g_01311
OG0000812	Prap.g_00498	Pral.g_01324
OG0000813	Prap.g_01366	Pral.g_00692
OG0000814	Prap.g_00525	Pral.g_01141
OG0000815	Prap.g_00058	Pral.g_01314
OG0000816	Prap.g_01882	Pral.g_00077
OG0000817	Prap.g_01881	Pral.g_00076
OG0000818	Prap.g_00031	Pral.g_01902
OG0000819	Prap.g_00478	Pral.g_01346
OG0000820	Prap.g_00472	Pral.g_01351
OG0000821	Prap.g_00470	Pral.g_01353
OG0000822	Prap.g_00469	Pral.g_01354
OG0000823	Prap.g_00468	Pral.g_01355
OG0000824	Prap.g_00467	Pral.g_01356
OG0000825	Prap.g_00466	Pral.g_01357
OG0000826	Prap.g_00465	Pral.g_01358
OG0000827	Prap.g_00464	Pral.g_01359
OG0000828	Prap.g_00463	Pral.g_01360
OG0000829	Prap.g_00462	Pral.g_01361
OG0000830	Prap.g_00460	Pral.g_01363
OG0000831	Prap.g_00457	Pral.g_01366
OG0000832	Prap.g_00455	Pral.g_01368
OG0000833	Prap.g_00454	Pral.g_01369
OG0000834	Prap.g_00453	Pral.g_01370
OG0000835	Prap.g_00452	Pral.g_01371
OG0000836	Prap.g_00451	Pral.g_01372
OG0000837	Prap.g_00448	Pral.g_01376
OG0000838	Prap.g_00447	Pral.g_01377
OG0000839	Prap.g_00446	Pral.g_01378
OG0000840	Prap.g_00445	Pral.g_01379
OG0000841	Prap.g_00444	Pral.g_01380
OG0000842	Prap.g_00442	Pral.g_01382
OG0000843	Prap.g_00441	Pral.g_01383
OG0000844	Prap.g_00440	Pral.g_01384
OG0000845	Prap.g_00439	Pral.g_01385
OG0000846	Prap.g_00437	Pral.g_01388
OG0000847	Prap.g_00435	Pral.g_01390
OG0000848	Prap.g_00434	Pral.g_01391
OG0000849	Prap.g_00431	Pral.g_01394
OG0000850	Prap.g_00430	Pral.g_01395
OG0000851	Prap.g_00428	Pral.g_01399
OG0000852	Prap.g_00426	Pral.g_01401
OG0000853	Prap.g_00424	Pral.g_01403
OG0000854	Prap.g_00422	Pral.g_01404
OG0000855	Prap.g_00421	Pral.g_01405
OG0000856	Prap.g_00420	Pral.g_01406
OG0000857	Prap.g_00419	Pral.g_01407
OG0000858	Prap.g_00418	Pral.g_01408
OG0000859	Prap.g_00417	Pral.g_01409
OG0000860	Prap.g_00416	Pral.g_01410
OG0000861	Prap.g_00415	Pral.g_01411
OG0000862	Prap.g_00414	Pral.g_01412
OG0000863	Prap.g_00413	Pral.g_01413
OG0000864	Prap.g_00412	Pral.g_01414
OG0000865	Prap.g_00411	Pral.g_01415
OG0000866	Prap.g_00410	Pral.g_01416
OG0000867	Prap.g_00409	Pral.g_01417
OG0000868	Prap.g_00408	Pral.g_01419
OG0000869	Prap.g_00406	Pral.g_01421
OG0000870	Prap.g_00405	Pral.g_01422
OG0000871	Prap.g_00404	Pral.g_01423
OG0000872	Prap.g_00403	Pral.g_01424
OG0000873	Prap.g_00401	Pral.g_01426
OG0000874	Prap.g_00400	Pral.g_01427
OG0000875	Prap.g_00399	Pral.g_01428
OG0000876	Prap.g_00398	Pral.g_01429
OG0000877	Prap.g_01136	Pral.g_00456
OG0000878	Prap.g_01853	Pral.g_01893
OG0000879	Prap.g_00550	Pral.g_01292
OG0000880	Prap.g_00551	Pral.g_01291
OG0000881	Prap.g_00552	Pral.g_01290
OG0000882	Prap.g_00553	Pral.g_01289
OG0000883	Prap.g_00554	Pral.g_01288
OG0000884	Prap.g_00556	Pral.g_01286
OG0000885	Prap.g_00557	Pral.g_01285
OG0000886	Prap.g_00558	Pral.g_01284
OG0000887	Prap.g_00559	Pral.g_01283
OG0000888	Prap.g_00560	Pral.g_01282
OG0000889	Prap.g_00563	Pral.g_01279
OG0000890	Prap.g_00564	Pral.g_01278
OG0000891	Prap.g_00565	Pral.g_01277
OG0000892	Prap.g_00568	Pral.g_01275
OG0000893	Prap.g_00569	Pral.g_01274
OG0000894	Prap.g_00570	Pral.g_01273
OG0000895	Prap.g_00571	Pral.g_01272
OG0000896	Prap.g_00572	Pral.g_01271
OG0000897	Prap.g_00573	Pral.g_01270
OG0000898	Prap.g_00576	Pral.g_01267
OG0000899	Prap.g_00577	Pral.g_01266
OG0000900	Prap.g_01928	Pral.g_01239
OG0000901	Prap.g_00585	Pral.g_01235
OG0000902	Prap.g_01268	Pral.g_00440
OG0000903	Prap.g_00521	Pral.g_01345
OG0000904	Prap.g_00220	Pral.g_01060
OG0000905	Prap.g_00499	Pral.g_01323
OG0000906	Prap.g_00481	Pral.g_01343
OG0000907	Prap.g_00719	Pral.g_01550
OG0000908	Prap.g_00518	Pral.g_01299
OG0000909	Prap.g_00061	Pral.g_01220
OG0000910	Prap.g_00062	Pral.g_01219
OG0000911	Prap.g_00063	Pral.g_01218
OG0000912	Prap.g_00064	Pral.g_01217
OG0000913	Prap.g_00065	Pral.g_01216
OG0000914	Prap.g_00066	Pral.g_01215
OG0000915	Prap.g_00067	Pral.g_01214
OG0000916	Prap.g_00068	Pral.g_01213
OG0000917	Prap.g_00069	Pral.g_01212
OG0000918	Prap.g_00070	Pral.g_01211
OG0000919	Prap.g_00071	Pral.g_01210
OG0000920	Prap.g_00072	Pral.g_01209
OG0000921	Prap.g_00073	Pral.g_01208
OG0000922	Prap.g_00074	Pral.g_01207
OG0000923	Prap.g_00075	Pral.g_01206
OG0000924	Prap.g_00076	Pral.g_01205
OG0000925	Prap.g_00077	Pral.g_01204
OG0000926	Prap.g_01598	Pral.g_00287
OG0000927	Prap.g_00104	Pral.g_01184
OG0000928	Prap.g_00105	Pral.g_01183
OG0000929	Prap.g_00106	Pral.g_01182
OG0000930	Prap.g_00107	Pral.g_01181
OG0000931	Prap.g_00108	Pral.g_01180
OG0000932	Prap.g_00110	Pral.g_01178
OG0000933	Prap.g_00111	Pral.g_01177
OG0000934	Prap.g_00112	Pral.g_01176
OG0000935	Prap.g_00113	Pral.g_01175
OG0000936	Prap.g_00114	Pral.g_01174
OG0000937	Prap.g_00115	Pral.g_01173
OG0000938	Prap.g_00116	Pral.g_01172
OG0000939	Prap.g_00117	Pral.g_01171
OG0000940	Prap.g_00118	Pral.g_01169
OG0000941	Prap.g_00119	Pral.g_01167
OG0000942	Prap.g_00120	Pral.g_01166
OG0000943	Prap.g_00123	Pral.g_01159
OG0000944	Prap.g_00124	Pral.g_01158
OG0000945	Prap.g_00125	Pral.g_01157
OG0000946	Prap.g_00126	Pral.g_01156
OG0000947	Prap.g_00127	Pral.g_01155
OG0000948	Prap.g_00128	Pral.g_01154
OG0000949	Prap.g_00129	Pral.g_01153
OG0000950	Prap.g_00130	Pral.g_01152
OG0000951	Prap.g_00131	Pral.g_01151
OG0000952	Prap.g_00132	Pral.g_01150
OG0000953	Prap.g_00133	Pral.g_01149
OG0000954	Prap.g_00134	Pral.g_01148
OG0000955	Prap.g_00135	Pral.g_01147
OG0000956	Prap.g_00136	Pral.g_01146
OG0000957	Prap.g_00137	Pral.g_01145
OG0000958	Prap.g_00138	Pral.g_01144
OG0000959	Prap.g_00139	Pral.g_01143
OG0000960	Prap.g_00140	Pral.g_01142
OG0000961	Prap.g_00144	Pral.g_01137
OG0000962	Prap.g_00145	Pral.g_01136
OG0000963	Prap.g_00146	Pral.g_01135
OG0000964	Prap.g_00148	Pral.g_01133
OG0000965	Prap.g_00149	Pral.g_01132
OG0000966	Prap.g_00150	Pral.g_01131
OG0000967	Prap.g_00151	Pral.g_01130
OG0000968	Prap.g_00152	Pral.g_01129
OG0000969	Prap.g_00153	Pral.g_01128
OG0000970	Prap.g_00154	Pral.g_01127
OG0000971	Prap.g_00155	Pral.g_01126
OG0000972	Prap.g_00156	Pral.g_01125
OG0000973	Prap.g_00157	Pral.g_01124
OG0000974	Prap.g_00159	Pral.g_01122
OG0000975	Prap.g_00165	Pral.g_01115
OG0000976	Prap.g_00167	Pral.g_01112
OG0000977	Prap.g_00169	Pral.g_01110
OG0000978	Prap.g_00171	Pral.g_01108
OG0000979	Prap.g_00173	Pral.g_01106
OG0000980	Prap.g_00174	Pral.g_01105
OG0000981	Prap.g_00175	Pral.g_01104
OG0000982	Prap.g_00176	Pral.g_01103
OG0000983	Prap.g_00178	Pral.g_01101
OG0000984	Prap.g_00179	Pral.g_01100
OG0000985	Prap.g_00180	Pral.g_01099
OG0000986	Prap.g_00181	Pral.g_01098
OG0000987	Prap.g_00182	Pral.g_01097
OG0000988	Prap.g_00183	Pral.g_01095
OG0000989	Prap.g_00184	Pral.g_01094
OG0000990	Prap.g_00185	Pral.g_01093
OG0000991	Prap.g_00186	Pral.g_01092
OG0000992	Prap.g_00187	Pral.g_01091
OG0000993	Prap.g_00188	Pral.g_01090
OG0000994	Prap.g_00189	Pral.g_01089
OG0000995	Prap.g_00190	Pral.g_01088
OG0000996	Prap.g_00191	Pral.g_01087
OG0000997	Prap.g_00192	Pral.g_01086
OG0000998	Prap.g_00193	Pral.g_01085
OG0000999	Prap.g_00194	Pral.g_01084
OG0001000	Prap.g_00195	Pral.g_01083
OG0001001	Prap.g_00197	Pral.g_01081
OG0001002	Prap.g_00198	Pral.g_01080
OG0001003	Prap.g_00199	Pral.g_01079
OG0001004	Prap.g_00200	Pral.g_01078
OG0001005	Prap.g_00203	Pral.g_01076
OG0001006	Prap.g_00204	Pral.g_01075
OG0001007	Prap.g_00205	Pral.g_01074
OG0001008	Prap.g_00207	Pral.g_01072
OG0001009	Prap.g_00208	Pral.g_01071
OG0001010	Prap.g_01836	Pral.g_00045
OG0001011	Prap.g_01139	Pral.g_01058
OG0001012	Prap.g_00768	Pral.g_01503
OG0001013	Prap.g_01786	Pral.g_00100
OG0001014	Prap.g_01785	Pral.g_00101
OG0001015	Prap.g_01778	Pral.g_00108
OG0001016	Prap.g_01777	Pral.g_00109
OG0001017	Prap.g_01776	Pral.g_00110
OG0001018	Prap.g_01775	Pral.g_00111
OG0001019	Prap.g_01773	Pral.g_00113
OG0001020	Prap.g_01772	Pral.g_00114
OG0001021	Prap.g_01771	Pral.g_00115
OG0001022	Prap.g_01770	Pral.g_00116
OG0001023	Prap.g_01769	Pral.g_00117
OG0001024	Prap.g_01767	Pral.g_00119
OG0001025	Prap.g_01766	Pral.g_00120
OG0001026	Prap.g_01765	Pral.g_00121
OG0001027	Prap.g_01764	Pral.g_00122
OG0001028	Prap.g_01763	Pral.g_00123
OG0001029	Prap.g_01762	Pral.g_00124
OG0001030	Prap.g_01761	Pral.g_00125
OG0001031	Prap.g_01760	Pral.g_00126
OG0001032	Prap.g_01759	Pral.g_00127
OG0001033	Prap.g_01758	Pral.g_00128
OG0001034	Prap.g_01757	Pral.g_00129
OG0001035	Prap.g_01754	Pral.g_00131
OG0001036	Prap.g_01753	Pral.g_00132
OG0001037	Prap.g_01752	Pral.g_00133
OG0001038	Prap.g_01751	Pral.g_00134
OG0001039	Prap.g_01750	Pral.g_00135
OG0001040	Prap.g_01749	Pral.g_00136
OG0001041	Prap.g_01748	Pral.g_00137
OG0001042	Prap.g_01747	Pral.g_00138
OG0001043	Prap.g_01746	Pral.g_00139
OG0001044	Prap.g_01745	Pral.g_00140
OG0001045	Prap.g_01744	Pral.g_00141
OG0001046	Prap.g_01743	Pral.g_00142
OG0001047	Prap.g_01740	Pral.g_00145
OG0001048	Prap.g_01738	Pral.g_00147
OG0001049	Prap.g_01737	Pral.g_00148
OG0001050	Prap.g_01736	Pral.g_00149
OG0001051	Prap.g_01735	Pral.g_00150
OG0001052	Prap.g_01734	Pral.g_00151
OG0001053	Prap.g_01732	Pral.g_00154
OG0001054	Prap.g_01730	Pral.g_00156
OG0001055	Prap.g_01729	Pral.g_00157
OG0001056	Prap.g_01728	Pral.g_00158
OG0001057	Prap.g_01727	Pral.g_00159
OG0001058	Prap.g_01726	Pral.g_00160
OG0001059	Prap.g_01725	Pral.g_00161
OG0001060	Prap.g_01724	Pral.g_00162
OG0001061	Prap.g_01723	Pral.g_00163
OG0001062	Prap.g_01722	Pral.g_00164
OG0001063	Prap.g_01721	Pral.g_00165
OG0001064	Prap.g_01719	Pral.g_00167
OG0001065	Prap.g_01715	Pral.g_00170
OG0001066	Prap.g_01713	Pral.g_00172
OG0001067	Prap.g_01712	Pral.g_00173
OG0001068	Prap.g_01709	Pral.g_00176
OG0001069	Prap.g_01708	Pral.g_00177
OG0001070	Prap.g_01707	Pral.g_00178
OG0001071	Prap.g_01706	Pral.g_00179
OG0001072	Prap.g_01705	Pral.g_00180
OG0001073	Prap.g_01704	Pral.g_00181
OG0001074	Prap.g_01703	Pral.g_00182
OG0001075	Prap.g_01702	Pral.g_00183
OG0001076	Prap.g_01701	Pral.g_00184
OG0001077	Prap.g_01700	Pral.g_00185
OG0001078	Prap.g_01699	Pral.g_00187
OG0001079	Prap.g_01698	Pral.g_00188
OG0001080	Prap.g_01697	Pral.g_00189
OG0001081	Prap.g_01693	Pral.g_00193
OG0001082	Prap.g_01692	Pral.g_00194
OG0001083	Prap.g_01689	Pral.g_00198
OG0001084	Prap.g_01690	Pral.g_00196
OG0001085	Prap.g_01691	Pral.g_00195
OG0001086	Prap.g_01694	Pral.g_00192
OG0001087	Prap.g_01695	Pral.g_00191
OG0001088	Prap.g_01696	Pral.g_00190
OG0001089	Prap.g_01686	Pral.g_00200
OG0001090	Prap.g_01684	Pral.g_00202
OG0001091	Prap.g_01683	Pral.g_00203
OG0001092	Prap.g_01682	Pral.g_00204
OG0001093	Prap.g_01681	Pral.g_00205
OG0001094	Prap.g_01680	Pral.g_00206
OG0001095	Prap.g_01679	Pral.g_00207
OG0001096	Prap.g_01678	Pral.g_00208
OG0001097	Prap.g_01677	Pral.g_00209
OG0001098	Prap.g_01676	Pral.g_00210
OG0001099	Prap.g_01675	Pral.g_00211
OG0001100	Prap.g_01674	Pral.g_00212
OG0001101	Prap.g_01673	Pral.g_00213
OG0001102	Prap.g_01672	Pral.g_00214
OG0001103	Prap.g_01671	Pral.g_00215
OG0001104	Prap.g_01670	Pral.g_00216
OG0001105	Prap.g_01669	Pral.g_00217
OG0001106	Prap.g_01668	Pral.g_00218
OG0001107	Prap.g_01667	Pral.g_00219
OG0001108	Prap.g_01666	Pral.g_00220
OG0001109	Prap.g_01665	Pral.g_00221
OG0001110	Prap.g_01664	Pral.g_00222
OG0001111	Prap.g_01663	Pral.g_00223
OG0001112	Prap.g_01662	Pral.g_00224
OG0001113	Prap.g_01661	Pral.g_00225
OG0001114	Prap.g_01660	Pral.g_00226
OG0001115	Prap.g_01659	Pral.g_00227
OG0001116	Prap.g_01658	Pral.g_00228
OG0001117	Prap.g_01657	Pral.g_00229
OG0001118	Prap.g_01656	Pral.g_00230
OG0001119	Prap.g_01655	Pral.g_00232
OG0001120	Prap.g_01654	Pral.g_01190
OG0001121	Prap.g_01652	Pral.g_00234
OG0001122	Prap.g_01651	Pral.g_00235
OG0001123	Prap.g_01650	Pral.g_00236
OG0001124	Prap.g_01647	Pral.g_00238
OG0001125	Prap.g_01645	Pral.g_00240
OG0001126	Prap.g_01644	Pral.g_00241
OG0001127	Prap.g_01641	Pral.g_00244
OG0001128	Prap.g_01640	Pral.g_00245
OG0001129	Prap.g_01639	Pral.g_00246
OG0001130	Prap.g_01636	Pral.g_00249
OG0001131	Prap.g_01635	Pral.g_00250
OG0001132	Prap.g_01634	Pral.g_00251
OG0001133	Prap.g_01633	Pral.g_00252
OG0001134	Prap.g_01632	Pral.g_00253
OG0001135	Prap.g_01631	Pral.g_00254
OG0001136	Prap.g_01630	Pral.g_00255
OG0001137	Prap.g_01629	Pral.g_00256
OG0001138	Prap.g_01628	Pral.g_00257
OG0001139	Prap.g_01626	Pral.g_00259
OG0001140	Prap.g_01625	Pral.g_00260
OG0001141	Prap.g_01624	Pral.g_00261
OG0001142	Prap.g_01620	Pral.g_00266
OG0001143	Prap.g_01619	Pral.g_00267
OG0001144	Prap.g_01618	Pral.g_00268
OG0001145	Prap.g_01617	Pral.g_00269
OG0001146	Prap.g_01616	Pral.g_00270
OG0001147	Prap.g_01615	Pral.g_00271
OG0001148	Prap.g_01614	Pral.g_00272
OG0001149	Prap.g_01612	Pral.g_00274
OG0001150	Prap.g_01611	Pral.g_00275
OG0001151	Prap.g_01607	Pral.g_00278
OG0001152	Prap.g_01606	Pral.g_00279
OG0001153	Prap.g_01605	Pral.g_00280
OG0001154	Prap.g_01603	Pral.g_00282
OG0001155	Prap.g_01601	Pral.g_00284
OG0001156	Prap.g_01599	Pral.g_00286
OG0001157	Prap.g_01597	Pral.g_00288
OG0001158	Prap.g_01595	Pral.g_00290
