Orthogroup	Pran	Syac
OG0000586	Pran.g_01565	Syac.g_00941
OG0000587	Pran.g_01564	Syac.g_00943
OG0000588	Pran.g_01560	Syac.g_00949
OG0000589	Pran.g_01557	Syac.g_00953
OG0000590	Pran.g_01556	Syac.g_00954
OG0000591	Pran.g_01553	Syac.g_00961
OG0000592	Pran.g_01552	Syac.g_00962
OG0000593	Pran.g_01546	Syac.g_00975
OG0000594	Pran.g_01545	Syac.g_00976
OG0000595	Pran.g_01544	Syac.g_00977
OG0000596	Pran.g_01540	Syac.g_00982
OG0000597	Pran.g_01538	Syac.g_00985
OG0000598	Pran.g_01537	Syac.g_00986
OG0000599	Pran.g_01534	Syac.g_00989
OG0000600	Pran.g_01533	Syac.g_00990
OG0000601	Pran.g_01532	Syac.g_00991
OG0000602	Pran.g_01530	Syac.g_00996
OG0000603	Pran.g_01529	Syac.g_00997
OG0000604	Pran.g_01528	Syac.g_01001
OG0000605	Pran.g_01527	Syac.g_01089
OG0000606	Pran.g_01524	Syac.g_01434
OG0000607	Pran.g_01521	Syac.g_01430
OG0000608	Pran.g_01520	Syac.g_01429
OG0000609	Pran.g_01519	Syac.g_01427
OG0000610	Pran.g_01514	Syac.g_01419
OG0000611	Pran.g_01511	Syac.g_01416
OG0000612	Pran.g_01510	Syac.g_01415
OG0000613	Pran.g_01505	Syac.g_00231
OG0000614	Pran.g_01486	Syac.g_00911
OG0000615	Pran.g_01478	Syac.g_01377
OG0000616	Pran.g_01472	Syac.g_02478
OG0000617	Pran.g_01454	Syac.g_01280
OG0000618	Pran.g_01453	Syac.g_01279
OG0000619	Pran.g_01452	Syac.g_01278
OG0000620	Pran.g_01449	Syac.g_01270
OG0000621	Pran.g_01448	Syac.g_01269
OG0000622	Pran.g_01447	Syac.g_01268
OG0000623	Pran.g_01446	Syac.g_01267
OG0000624	Pran.g_01445	Syac.g_01265
OG0000625	Pran.g_01444	Syac.g_01264
OG0000626	Pran.g_01443	Syac.g_01263
OG0000627	Pran.g_01442	Syac.g_01126
OG0000628	Pran.g_01441	Syac.g_01127
OG0000629	Pran.g_01440	Syac.g_01130
OG0000630	Pran.g_01437	Syac.g_01134
OG0000631	Pran.g_01352	Syac.g_01139
OG0000632	Pran.g_01351	Syac.g_01140
OG0000633	Pran.g_01350	Syac.g_01141
OG0000634	Pran.g_01347	Syac.g_01345
OG0000635	Pran.g_01346	Syac.g_01344
OG0000636	Pran.g_01344	Syac.g_01342
OG0000637	Pran.g_01342	Syac.g_01340
OG0000638	Pran.g_01341	Syac.g_01339
OG0000639	Pran.g_01340	Syac.g_01338
OG0000640	Pran.g_01339	Syac.g_01337
OG0000641	Pran.g_01335	Syac.g_01333
OG0000642	Pran.g_01334	Syac.g_01332
OG0000643	Pran.g_01333	Syac.g_01330
OG0000644	Pran.g_01332	Syac.g_01329
OG0000645	Pran.g_01331	Syac.g_01327
OG0000646	Pran.g_01329	Syac.g_01324
OG0000647	Pran.g_01328	Syac.g_01322
OG0000648	Pran.g_01326	Syac.g_01319
OG0000649	Pran.g_01325	Syac.g_01318
OG0000650	Pran.g_01324	Syac.g_01317
OG0000651	Pran.g_01323	Syac.g_01316
OG0000652	Pran.g_01322	Syac.g_01315
OG0000653	Pran.g_01320	Syac.g_01313
OG0000654	Pran.g_01319	Syac.g_01312
OG0000655	Pran.g_01318	Syac.g_01311
OG0000656	Pran.g_01315	Syac.g_01308
OG0000657	Pran.g_01308	Syac.g_00846
OG0000658	Pran.g_01307	Syac.g_00842
OG0000659	Pran.g_01306	Syac.g_00841
OG0000660	Pran.g_01302	Syac.g_00837
OG0000661	Pran.g_01300	Syac.g_00835
OG0000662	Pran.g_01298	Syac.g_00833
OG0000663	Pran.g_01296	Syac.g_00830
OG0000664	Pran.g_01295	Syac.g_00829
OG0000665	Pran.g_01291	Syac.g_01018
OG0000666	Pran.g_01290	Syac.g_01088
OG0000667	Pran.g_01285	Syac.g_02165
OG0000668	Pran.g_00413	Syac.g_01239
OG0000669	Pran.g_00421	Syac.g_01404
OG0000670	Pran.g_00423	Syac.g_00580
OG0000671	Pran.g_00425	Syac.g_01400
OG0000672	Pran.g_00427	Syac.g_01396
OG0000673	Pran.g_00430	Syac.g_01393
OG0000674	Pran.g_00432	Syac.g_01391
OG0000675	Pran.g_00433	Syac.g_01390
OG0000676	Pran.g_00435	Syac.g_01388
OG0000677	Pran.g_00436	Syac.g_01387
OG0000678	Pran.g_00438	Syac.g_01384
OG0000679	Pran.g_00442	Syac.g_01375
OG0000680	Pran.g_00443	Syac.g_01374
OG0000681	Pran.g_00445	Syac.g_01371
OG0000682	Pran.g_00446	Syac.g_01370
OG0000683	Pran.g_00447	Syac.g_01369
OG0000684	Pran.g_00449	Syac.g_01365
OG0000685	Pran.g_00451	Syac.g_01363
OG0000686	Pran.g_00452	Syac.g_01362
OG0000687	Pran.g_00453	Syac.g_01361
OG0000688	Pran.g_00456	Syac.g_01356
OG0000689	Pran.g_00457	Syac.g_01354
OG0000690	Pran.g_00458	Syac.g_01353
OG0000691	Pran.g_00459	Syac.g_01352
OG0000692	Pran.g_00461	Syac.g_01351
OG0000693	Pran.g_00462	Syac.g_01349
OG0000694	Pran.g_00463	Syac.g_01348
OG0000695	Pran.g_00465	Syac.g_01143
OG0000696	Pran.g_00466	Syac.g_01144
OG0000697	Pran.g_00467	Syac.g_01146
OG0000698	Pran.g_00470	Syac.g_01149
OG0000699	Pran.g_00471	Syac.g_01151
OG0000700	Pran.g_00472	Syac.g_01152
OG0000701	Pran.g_00473	Syac.g_01153
OG0000702	Pran.g_00475	Syac.g_01161
OG0000703	Pran.g_00476	Syac.g_01162
OG0000704	Pran.g_00477	Syac.g_01165
OG0000705	Pran.g_00481	Syac.g_01174
OG0000706	Pran.g_00482	Syac.g_01175
OG0000707	Pran.g_00483	Syac.g_01176
OG0000708	Pran.g_00484	Syac.g_01179
OG0000709	Pran.g_00488	Syac.g_01187
OG0000710	Pran.g_00491	Syac.g_01191
OG0000711	Pran.g_00508	Syac.g_01220
OG0000712	Pran.g_00510	Syac.g_01221
OG0000713	Pran.g_00511	Syac.g_01222
OG0000714	Pran.g_00512	Syac.g_01224
OG0000715	Pran.g_00514	Syac.g_01226
OG0000716	Pran.g_00516	Syac.g_01230
OG0000717	Pran.g_00517	Syac.g_01231
OG0000718	Pran.g_00537	Syac.g_01235
OG0000719	Pran.g_00539	Syac.g_01237
OG0000720	Pran.g_00548	Syac.g_01250
OG0000721	Pran.g_00550	Syac.g_01252
OG0000722	Pran.g_00551	Syac.g_01253
OG0000723	Pran.g_00554	Syac.g_01261
OG0000724	Pran.g_00563	Syac.g_00879
OG0000725	Pran.g_00569	Syac.g_00887
OG0000726	Pran.g_00570	Syac.g_00888
OG0000727	Pran.g_00571	Syac.g_00889
OG0000728	Pran.g_00573	Syac.g_00891
OG0000729	Pran.g_00133	Syac.g_00144
OG0000730	Pran.g_00129	Syac.g_02024
OG0000731	Pran.g_00125	Syac.g_02011
OG0000732	Pran.g_00115	Syac.g_00051
OG0000733	Pran.g_00092	Syac.g_02386
OG0000734	Pran.g_00075	Syac.g_00388
OG0000735	Pran.g_00073	Syac.g_00750
OG0000736	Pran.g_00072	Syac.g_00751
OG0000737	Pran.g_00071	Syac.g_00752
OG0000738	Pran.g_00067	Syac.g_00757
OG0000739	Pran.g_00066	Syac.g_00762
OG0000740	Pran.g_00065	Syac.g_00763
OG0000741	Pran.g_00064	Syac.g_00766
OG0000742	Pran.g_00061	Syac.g_00768
OG0000743	Pran.g_00059	Syac.g_00770
OG0000744	Pran.g_00058	Syac.g_00771
OG0000745	Pran.g_00057	Syac.g_00773
OG0000746	Pran.g_00055	Syac.g_00776
OG0000747	Pran.g_00054	Syac.g_00777
OG0000748	Pran.g_00051	Syac.g_00787
OG0000749	Pran.g_00050	Syac.g_00789
OG0000750	Pran.g_00049	Syac.g_00790
OG0000751	Pran.g_00047	Syac.g_00797
OG0000752	Pran.g_00045	Syac.g_00799
OG0000753	Pran.g_00042	Syac.g_00802
OG0000754	Pran.g_00039	Syac.g_01471
OG0000755	Pran.g_00036	Syac.g_01479
OG0000756	Pran.g_00035	Syac.g_01480
OG0000757	Pran.g_00029	Syac.g_01492
OG0000758	Pran.g_00028	Syac.g_01493
OG0000759	Pran.g_00027	Syac.g_01494
OG0000760	Pran.g_00026	Syac.g_01495
OG0000761	Pran.g_00025	Syac.g_01496
OG0000762	Pran.g_00024	Syac.g_01498
OG0000763	Pran.g_00022	Syac.g_01500
OG0000764	Pran.g_00021	Syac.g_01501
OG0000765	Pran.g_00012	Syac.g_01515
OG0000766	Pran.g_00011	Syac.g_01516
OG0000767	Pran.g_00009	Syac.g_01518
OG0000768	Pran.g_00008	Syac.g_01519
OG0000769	Pran.g_00006	Syac.g_01521
OG0000770	Pran.g_00004	Syac.g_01524
OG0000771	Pran.g_00918	Syac.g_00873
OG0000772	Pran.g_00899	Syac.g_01569
OG0000773	Pran.g_00885	Syac.g_00741
OG0000774	Pran.g_00883	Syac.g_00737
OG0000775	Pran.g_00881	Syac.g_00735
OG0000776	Pran.g_00880	Syac.g_00734
OG0000777	Pran.g_00879	Syac.g_00733
OG0000778	Pran.g_00878	Syac.g_00732
OG0000779	Pran.g_00874	Syac.g_00727
OG0000780	Pran.g_00873	Syac.g_00723
OG0000781	Pran.g_00870	Syac.g_00719
OG0000782	Pran.g_00869	Syac.g_00718
OG0000783	Pran.g_00868	Syac.g_00717
OG0000784	Pran.g_00867	Syac.g_00716
OG0000785	Pran.g_00865	Syac.g_00714
OG0000786	Pran.g_00863	Syac.g_01730
OG0000787	Pran.g_00862	Syac.g_01731
OG0000788	Pran.g_00853	Syac.g_00992
OG0000789	Pran.g_00850	Syac.g_01111
OG0000790	Pran.g_00836	Syac.g_01921
OG0000791	Pran.g_00834	Syac.g_01922
OG0000792	Pran.g_00833	Syac.g_01923
OG0000793	Pran.g_00830	Syac.g_01928
OG0000794	Pran.g_00829	Syac.g_01929
OG0000795	Pran.g_00828	Syac.g_01930
OG0000796	Pran.g_00824	Syac.g_01934
OG0000797	Pran.g_00823	Syac.g_01935
OG0000798	Pran.g_00789	Syac.g_02250
OG0000799	Pran.g_00751	Syac.g_01602
OG0000800	Pran.g_00750	Syac.g_01603
OG0000801	Pran.g_00749	Syac.g_01604
OG0000802	Pran.g_00747	Syac.g_01608
OG0000803	Pran.g_00745	Syac.g_01613
OG0000804	Pran.g_00744	Syac.g_01616
OG0000805	Pran.g_00742	Syac.g_01620
OG0000806	Pran.g_00740	Syac.g_01622
OG0000807	Pran.g_00739	Syac.g_01624
OG0000808	Pran.g_00738	Syac.g_01625
OG0000809	Pran.g_00735	Syac.g_01628
OG0000810	Pran.g_00734	Syac.g_01629
OG0000811	Pran.g_00730	Syac.g_01637
OG0000812	Pran.g_00728	Syac.g_01639
OG0000813	Pran.g_00727	Syac.g_01640
OG0000814	Pran.g_00725	Syac.g_01642
OG0000815	Pran.g_00724	Syac.g_01643
OG0000816	Pran.g_00722	Syac.g_01645
OG0000817	Pran.g_00721	Syac.g_01646
OG0000818	Pran.g_00716	Syac.g_01652
OG0000819	Pran.g_00715	Syac.g_01653
OG0000820	Pran.g_00714	Syac.g_01654
OG0000821	Pran.g_00710	Syac.g_01659
OG0000822	Pran.g_00709	Syac.g_01661
OG0000823	Pran.g_00708	Syac.g_01662
OG0000824	Pran.g_00705	Syac.g_01666
OG0000825	Pran.g_00704	Syac.g_01667
OG0000826	Pran.g_00703	Syac.g_01668
OG0000827	Pran.g_00702	Syac.g_01669
OG0000828	Pran.g_00699	Syac.g_01672
OG0000829	Pran.g_00698	Syac.g_01673
OG0000830	Pran.g_00697	Syac.g_01674
OG0000831	Pran.g_00695	Syac.g_01676
OG0000832	Pran.g_00689	Syac.g_00623
OG0000833	Pran.g_00681	Syac.g_00613
OG0000834	Pran.g_00680	Syac.g_00610
OG0000835	Pran.g_00679	Syac.g_00609
OG0000836	Pran.g_00678	Syac.g_00605
OG0000837	Pran.g_00677	Syac.g_00604
OG0000838	Pran.g_00675	Syac.g_00600
OG0000839	Pran.g_00674	Syac.g_00599
OG0000840	Pran.g_00673	Syac.g_00598
OG0000841	Pran.g_00672	Syac.g_00597
OG0000842	Pran.g_00671	Syac.g_00596
OG0000843	Pran.g_00670	Syac.g_00595
OG0000844	Pran.g_00669	Syac.g_00593
OG0000845	Pran.g_00668	Syac.g_00592
OG0000846	Pran.g_00667	Syac.g_00591
OG0000847	Pran.g_00666	Syac.g_00590
OG0000848	Pran.g_00665	Syac.g_00588
OG0000849	Pran.g_00664	Syac.g_00587
OG0000850	Pran.g_00662	Syac.g_00585
OG0000851	Pran.g_00661	Syac.g_00573
OG0000852	Pran.g_00660	Syac.g_00572
OG0000853	Pran.g_00656	Syac.g_00568
OG0000854	Pran.g_00654	Syac.g_00566
OG0000855	Pran.g_00653	Syac.g_00565
OG0000856	Pran.g_00636	Syac.g_00964
OG0000857	Pran.g_00598	Syac.g_01323
OG0000858	Pran.g_00964	Syac.g_00559
OG0000859	Pran.g_00965	Syac.g_00558
OG0000860	Pran.g_00972	Syac.g_00542
OG0000861	Pran.g_00973	Syac.g_00541
OG0000862	Pran.g_00974	Syac.g_00540
OG0000863	Pran.g_00976	Syac.g_00538
OG0000864	Pran.g_00977	Syac.g_00537
OG0000865	Pran.g_00978	Syac.g_00533
OG0000866	Pran.g_00979	Syac.g_00532
OG0000867	Pran.g_00980	Syac.g_00531
OG0000868	Pran.g_00981	Syac.g_00529
OG0000869	Pran.g_00985	Syac.g_00524
OG0000870	Pran.g_00990	Syac.g_00519
OG0000871	Pran.g_00991	Syac.g_00518
OG0000872	Pran.g_00992	Syac.g_00510
OG0000873	Pran.g_00995	Syac.g_00507
OG0000874	Pran.g_00998	Syac.g_00512
OG0000875	Pran.g_00999	Syac.g_00505
OG0000876	Pran.g_01000	Syac.g_00675
OG0000877	Pran.g_01002	Syac.g_00671
OG0000878	Pran.g_01003	Syac.g_00670
OG0000879	Pran.g_01004	Syac.g_00669
OG0000880	Pran.g_01005	Syac.g_00668
OG0000881	Pran.g_01009	Syac.g_00664
OG0000882	Pran.g_01014	Syac.g_00659
OG0000883	Pran.g_01015	Syac.g_00656
OG0000884	Pran.g_01017	Syac.g_00654
OG0000885	Pran.g_01018	Syac.g_00653
OG0000886	Pran.g_01019	Syac.g_00652
OG0000887	Pran.g_01020	Syac.g_00651
OG0000888	Pran.g_01022	Syac.g_00649
OG0000889	Pran.g_01024	Syac.g_00647
OG0000890	Pran.g_01025	Syac.g_00642
OG0000891	Pran.g_01026	Syac.g_00641
OG0000892	Pran.g_01028	Syac.g_00638
OG0000893	Pran.g_01032	Syac.g_02193
OG0000894	Pran.g_01034	Syac.g_02189
OG0000895	Pran.g_01037	Syac.g_02185
OG0000896	Pran.g_01038	Syac.g_02184
OG0000897	Pran.g_01040	Syac.g_02182
OG0000898	Pran.g_01041	Syac.g_02181
OG0000899	Pran.g_01042	Syac.g_02180
OG0000900	Pran.g_01044	Syac.g_02179
OG0000901	Pran.g_01047	Syac.g_02174
OG0000902	Pran.g_01049	Syac.g_02172
OG0000903	Pran.g_01052	Syac.g_02140
OG0000904	Pran.g_01054	Syac.g_02145
OG0000905	Pran.g_01058	Syac.g_02148
OG0000906	Pran.g_01059	Syac.g_02150
OG0000907	Pran.g_01062	Syac.g_02138
OG0000908	Pran.g_01065	Syac.g_02135
OG0000909	Pran.g_01066	Syac.g_02134
OG0000910	Pran.g_01067	Syac.g_02133
OG0000911	Pran.g_01070	Syac.g_02131
OG0000912	Pran.g_01071	Syac.g_02130
OG0000913	Pran.g_01072	Syac.g_02129
OG0000914	Pran.g_01073	Syac.g_02128
OG0000915	Pran.g_01074	Syac.g_02127
OG0000916	Pran.g_01075	Syac.g_02126
OG0000917	Pran.g_01076	Syac.g_02125
OG0000918	Pran.g_01077	Syac.g_02124
OG0000919	Pran.g_01078	Syac.g_02123
OG0000920	Pran.g_01079	Syac.g_02122
OG0000921	Pran.g_01080	Syac.g_02121
OG0000922	Pran.g_01081	Syac.g_02120
OG0000923	Pran.g_01085	Syac.g_02116
OG0000924	Pran.g_01086	Syac.g_02115
OG0000925	Pran.g_01087	Syac.g_02114
OG0000926	Pran.g_01088	Syac.g_02113
OG0000927	Pran.g_01090	Syac.g_02111
OG0000928	Pran.g_01091	Syac.g_02110
OG0000929	Pran.g_01092	Syac.g_02109
OG0000930	Pran.g_01093	Syac.g_02108
OG0000931	Pran.g_01094	Syac.g_02107
OG0000932	Pran.g_01095	Syac.g_02106
OG0000933	Pran.g_01099	Syac.g_02101
OG0000934	Pran.g_01101	Syac.g_02099
OG0000935	Pran.g_01102	Syac.g_02098
OG0000936	Pran.g_01103	Syac.g_02097
OG0000937	Pran.g_01104	Syac.g_02096
OG0000938	Pran.g_01106	Syac.g_02092
OG0000939	Pran.g_01107	Syac.g_02091
OG0000940	Pran.g_01114	Syac.g_02084
OG0000941	Pran.g_01116	Syac.g_02082
OG0000942	Pran.g_01118	Syac.g_02080
OG0000943	Pran.g_01119	Syac.g_02079
OG0000944	Pran.g_01120	Syac.g_02077
OG0000945	Pran.g_01121	Syac.g_02075
OG0000946	Pran.g_01125	Syac.g_02071
OG0000947	Pran.g_01127	Syac.g_02068
OG0000948	Pran.g_01128	Syac.g_02067
OG0000949	Pran.g_01131	Syac.g_00205
OG0000950	Pran.g_01136	Syac.g_00193
OG0000951	Pran.g_01139	Syac.g_00188
OG0000952	Pran.g_01143	Syac.g_00183
OG0000953	Pran.g_01146	Syac.g_00177
OG0000954	Pran.g_01150	Syac.g_00172
OG0000955	Pran.g_01151	Syac.g_00171
OG0000956	Pran.g_01153	Syac.g_00169
OG0000957	Pran.g_01158	Syac.g_00158
OG0000958	Pran.g_01159	Syac.g_00157
OG0000959	Pran.g_01163	Syac.g_00153
OG0000960	Pran.g_01164	Syac.g_00152
OG0000961	Pran.g_01166	Syac.g_00147
OG0000962	Pran.g_01168	Syac.g_00145
OG0000963	Pran.g_01172	Syac.g_00140
OG0000964	Pran.g_01173	Syac.g_00139
OG0000965	Pran.g_01174	Syac.g_00138
OG0000966	Pran.g_01182	Syac.g_00107
OG0000967	Pran.g_01186	Syac.g_00075
OG0000968	Pran.g_01188	Syac.g_00080
OG0000969	Pran.g_01189	Syac.g_00078
OG0000970	Pran.g_01190	Syac.g_00077
OG0000971	Pran.g_01191	Syac.g_00067
OG0000972	Pran.g_01192	Syac.g_00066
OG0000973	Pran.g_01193	Syac.g_00065
OG0000974	Pran.g_01194	Syac.g_00064
OG0000975	Pran.g_01195	Syac.g_00063
OG0000976	Pran.g_01196	Syac.g_00062
OG0000977	Pran.g_01197	Syac.g_00059
OG0000978	Pran.g_01198	Syac.g_00058
OG0000979	Pran.g_01201	Syac.g_00055
OG0000980	Pran.g_01202	Syac.g_00052
OG0000981	Pran.g_01204	Syac.g_00049
OG0000982	Pran.g_01206	Syac.g_02354
OG0000983	Pran.g_01207	Syac.g_02355
OG0000984	Pran.g_01208	Syac.g_02356
OG0000985	Pran.g_01211	Syac.g_02359
OG0000986	Pran.g_01213	Syac.g_02363
OG0000987	Pran.g_01214	Syac.g_02365
OG0000988	Pran.g_01217	Syac.g_02370
OG0000989	Pran.g_01221	Syac.g_02379
OG0000990	Pran.g_01224	Syac.g_02397
OG0000991	Pran.g_01225	Syac.g_02400
OG0000992	Pran.g_01227	Syac.g_02402
OG0000993	Pran.g_01228	Syac.g_02403
OG0000994	Pran.g_01229	Syac.g_02405
OG0000995	Pran.g_01233	Syac.g_02410
OG0000996	Pran.g_01234	Syac.g_02454
OG0000997	Pran.g_01235	Syac.g_02464
OG0000998	Pran.g_01237	Syac.g_02466
OG0000999	Pran.g_01238	Syac.g_02467
OG0001000	Pran.g_01241	Syac.g_02470
OG0001001	Pran.g_01243	Syac.g_02475
OG0001002	Pran.g_01247	Syac.g_02481
OG0001003	Pran.g_01249	Syac.g_02483
OG0001004	Pran.g_01250	Syac.g_02484
OG0001005	Pran.g_01251	Syac.g_02485
OG0001006	Pran.g_01255	Syac.g_02492
OG0001007	Pran.g_01257	Syac.g_02494
OG0001008	Pran.g_01743	Syac.g_00693
OG0001009	Pran.g_00397	Syac.g_00030
OG0001010	Pran.g_00396	Syac.g_00031
OG0001011	Pran.g_00395	Syac.g_00032
OG0001012	Pran.g_00382	Syac.g_02351
OG0001013	Pran.g_00377	Syac.g_02337
OG0001014	Pran.g_00374	Syac.g_02333
OG0001015	Pran.g_00373	Syac.g_02332
OG0001016	Pran.g_00359	Syac.g_00446
OG0001017	Pran.g_00355	Syac.g_00440
OG0001018	Pran.g_00352	Syac.g_00438
OG0001019	Pran.g_00343	Syac.g_00422
OG0001020	Pran.g_00342	Syac.g_00417
OG0001021	Pran.g_00341	Syac.g_00413
OG0001022	Pran.g_00339	Syac.g_00410
OG0001023	Pran.g_00338	Syac.g_00409
OG0001024	Pran.g_00335	Syac.g_00405
OG0001025	Pran.g_00329	Syac.g_00399
OG0001026	Pran.g_00322	Syac.g_00386
OG0001027	Pran.g_00321	Syac.g_00380
OG0001028	Pran.g_00319	Syac.g_00378
OG0001029	Pran.g_00318	Syac.g_00376
OG0001030	Pran.g_00304	Syac.g_00356
OG0001031	Pran.g_00246	Syac.g_02266
OG0001032	Pran.g_00245	Syac.g_02268
OG0001033	Pran.g_00224	Syac.g_02298
OG0001034	Pran.g_00196	Syac.g_01968
OG0001036	Pran.g_01934	Syac.g_02221
OG0001037	Pran.g_01933	Syac.g_02223
OG0001038	Pran.g_01916	Syac.g_02251
OG0001039	Pran.g_01913	Syac.g_02254
OG0001040	Pran.g_01911	Syac.g_00292
OG0001041	Pran.g_01907	Syac.g_00287
OG0001042	Pran.g_01890	Syac.g_00258
OG0001043	Pran.g_01889	Syac.g_00254
OG0001044	Pran.g_01861	Syac.g_02021
OG0001045	Pran.g_01853	Syac.g_02008
OG0001046	Pran.g_01816	Syac.g_01207
OG0001047	Pran.g_01741	Syac.g_00695
OG0001048	Pran.g_01740	Syac.g_00696
OG0001049	Pran.g_01738	Syac.g_00703
OG0001050	Pran.g_01737	Syac.g_00704
OG0001051	Pran.g_01736	Syac.g_00705
OG0001052	Pran.g_01707	Syac.g_01704
OG0001053	Pran.g_01695	Syac.g_01901
OG0001054	Pran.g_01680	Syac.g_01884
OG0001055	Pran.g_01661	Syac.g_01863
OG0001056	Pran.g_01642	Syac.g_01831
OG0001057	Pran.g_01637	Syac.g_01825
OG0001058	Pran.g_01629	Syac.g_01810
OG0001059	Pran.g_01625	Syac.g_01806
OG0001060	Pran.g_01618	Syac.g_01799
OG0001061	Pran.g_01604	Syac.g_01779
OG0001062	Pran.g_01602	Syac.g_01777
OG0001063	Pran.g_01600	Syac.g_01773
OG0001064	Pran.g_01599	Syac.g_01772
OG0001065	Pran.g_01598	Syac.g_01771
OG0001066	Pran.g_01597	Syac.g_01770
OG0001067	Pran.g_01596	Syac.g_01769
OG0001068	Pran.g_01595	Syac.g_01768
OG0001069	Pran.g_01594	Syac.g_01767
OG0001070	Pran.g_01591	Syac.g_01764
OG0001071	Pran.g_01590	Syac.g_01763
OG0001072	Pran.g_01588	Syac.g_01758
OG0001074	Pran.g_01563	Syac.g_00945
OG0001075	Pran.g_01562	Syac.g_00946
OG0001076	Pran.g_01554	Syac.g_00956
OG0001077	Pran.g_01550	Syac.g_00967
OG0001078	Pran.g_01542	Syac.g_00980
OG0001079	Pran.g_01531	Syac.g_00993
OG0001080	Pran.g_01525	Syac.g_01092
OG0001081	Pran.g_01523	Syac.g_01432
OG0001082	Pran.g_01522	Syac.g_01431
OG0001083	Pran.g_01517	Syac.g_01424
OG0001084	Pran.g_01516	Syac.g_01423
OG0001085	Pran.g_01508	Syac.g_01412
OG0001086	Pran.g_01507	Syac.g_01410
OG0001087	Pran.g_01490	Syac.g_00923
OG0001088	Pran.g_01489	Syac.g_00920
OG0001089	Pran.g_01481	Syac.g_00896
OG0001090	Pran.g_01459	Syac.g_01286
OG0001091	Pran.g_01457	Syac.g_01284
OG0001092	Pran.g_01456	Syac.g_01282
OG0001093	Pran.g_01451	Syac.g_01276
OG0001094	Pran.g_01349	Syac.g_01347
OG0001095	Pran.g_01330	Syac.g_01326
OG0001096	Pran.g_01317	Syac.g_01310
OG0001097	Pran.g_01299	Syac.g_00834
OG0001098	Pran.g_01283	Syac.g_01096
OG0001099	Pran.g_00418	Syac.g_00377
OG0001100	Pran.g_00422	Syac.g_01402
OG0001101	Pran.g_00424	Syac.g_01401
OG0001102	Pran.g_00426	Syac.g_01398
OG0001103	Pran.g_00428	Syac.g_01395
OG0001104	Pran.g_00450	Syac.g_01364
OG0001105	Pran.g_00454	Syac.g_01360
OG0001106	Pran.g_00478	Syac.g_01166
OG0001107	Pran.g_00485	Syac.g_01180
OG0001108	Pran.g_00489	Syac.g_01188
OG0001109	Pran.g_00490	Syac.g_01190
OG0001110	Pran.g_00492	Syac.g_01192
OG0001111	Pran.g_00493	Syac.g_01194
OG0001112	Pran.g_00494	Syac.g_01196
OG0001113	Pran.g_00495	Syac.g_01197
OG0001114	Pran.g_00496	Syac.g_01198
OG0001115	Pran.g_00498	Syac.g_01202
OG0001116	Pran.g_00499	Syac.g_01204
OG0001117	Pran.g_00500	Syac.g_01205
OG0001118	Pran.g_00501	Syac.g_01206
OG0001119	Pran.g_00502	Syac.g_01208
OG0001120	Pran.g_00504	Syac.g_01213
OG0001121	Pran.g_00095, Pran.g_00507	Syac.g_01949, Syac.g_01170
OG0001122	Pran.g_00540	Syac.g_01238
OG0001123	Pran.g_00544	Syac.g_01245
OG0001124	Pran.g_00546	Syac.g_01247
OG0001125	Pran.g_00547	Syac.g_01249
OG0001126	Pran.g_00557	Syac.g_00870
OG0001127	Pran.g_00558	Syac.g_00871
OG0001128	Pran.g_00560	Syac.g_00875
OG0001129	Pran.g_00561	Syac.g_00877
OG0001130	Pran.g_00562	Syac.g_00878
OG0001131	Pran.g_00154	Syac.g_01382
OG0001132	Pran.g_00144	Syac.g_01062
OG0001133	Pran.g_00110	Syac.g_00958
OG0001134	Pran.g_00093	Syac.g_01466
OG0001135	Pran.g_00090	Syac.g_01464
OG0001136	Pran.g_00063	Syac.g_00767
OG0001137	Pran.g_00052	Syac.g_00786
OG0001138	Pran.g_00034	Syac.g_01486
OG0001139	Pran.g_00033	Syac.g_01488
OG0001140	Pran.g_00032	Syac.g_01489
OG0001141	Pran.g_00031	Syac.g_01490
OG0001142	Pran.g_00030	Syac.g_01491
OG0001143	Pran.g_00023	Syac.g_01499
OG0001144	Pran.g_00018	Syac.g_01508
OG0001145	Pran.g_00884	Syac.g_00740
OG0001146	Pran.g_00872	Syac.g_00722
OG0001147	Pran.g_00854	Syac.g_01689
OG0001148	Pran.g_00839	Syac.g_01918
OG0001149	Pran.g_00838	Syac.g_01919
OG0001150	Pran.g_00837	Syac.g_01920
OG0001151	Pran.g_00826	Syac.g_01932
OG0001152	Pran.g_00825	Syac.g_01933
OG0001153	Pran.g_00701	Syac.g_01670
OG0001154	Pran.g_00700	Syac.g_01671
OG0001155	Pran.g_00688	Syac.g_00621
OG0001156	Pran.g_00685	Syac.g_00618
OG0001157	Pran.g_00684	Syac.g_00617
OG0001158	Pran.g_00683	Syac.g_00616
OG0001159	Pran.g_00682	Syac.g_00615
OG0001160	Pran.g_00658	Syac.g_00570
OG0001161	Pran.g_00646	Syac.g_02385
OG0001162	Pran.g_00632	Syac.g_01307
OG0001163	Pran.g_00962	Syac.g_00562
OG0001164	Pran.g_00966	Syac.g_00556
OG0001165	Pran.g_00969	Syac.g_00551
OG0001166	Pran.g_00989	Syac.g_00520
OG0001167	Pran.g_01006	Syac.g_00667
OG0001168	Pran.g_01008	Syac.g_00665
