Orthogroup	Prat	Prah
OG0000566	Prat.g_00527	Prah.g_01452
OG0000567	Prat.g_00531	Prah.g_01448
OG0000568	Prat.g_00532	Prah.g_01446
OG0000569	Prat.g_00533	Prah.g_01445
OG0000570	Prat.g_00534	Prah.g_01444
OG0000571	Prat.g_00537	Prah.g_01441
OG0000572	Prat.g_00549	Prah.g_01425
OG0000573	Prat.g_00554	Prah.g_01416
OG0000574	Prat.g_00555	Prah.g_01415
OG0000575	Prat.g_00559	Prah.g_01406
OG0000576	Prat.g_00561	Prah.g_01404
OG0000577	Prat.g_00562	Prah.g_01403
OG0000578	Prat.g_00563	Prah.g_01402
OG0000579	Prat.g_00564	Prah.g_01401
OG0000580	Prat.g_00565	Prah.g_01400
OG0000581	Prat.g_00568	Prah.g_01396
OG0000582	Prat.g_00571	Prah.g_01392
OG0000583	Prat.g_00572	Prah.g_01391
OG0000584	Prat.g_00573	Prah.g_01390
OG0000585	Prat.g_00575	Prah.g_01388
OG0000586	Prat.g_00576	Prah.g_01387
OG0000587	Prat.g_00577	Prah.g_01385
OG0000588	Prat.g_00582	Prah.g_00529
OG0000589	Prat.g_00584	Prah.g_00526
OG0000590	Prat.g_00585	Prah.g_00525
OG0000591	Prat.g_00589	Prah.g_00518
OG0000592	Prat.g_00590	Prah.g_00517
OG0000593	Prat.g_01094	Prah.g_00505
OG0000594	Prat.g_01093	Prah.g_00504
OG0000595	Prat.g_01091	Prah.g_00503
OG0000596	Prat.g_01087	Prah.g_00498
OG0000597	Prat.g_01084	Prah.g_00495
OG0000598	Prat.g_01083	Prah.g_00494
OG0000599	Prat.g_01080	Prah.g_00485
OG0000600	Prat.g_01079	Prah.g_00484
OG0000601	Prat.g_01078	Prah.g_00483
OG0000602	Prat.g_01076	Prah.g_00478
OG0000603	Prat.g_01075	Prah.g_00477
OG0000604	Prat.g_01074	Prah.g_00476
OG0000605	Prat.g_01073	Prah.g_00474
OG0000606	Prat.g_01070	Prah.g_00466
OG0000607	Prat.g_01067	Prah.g_00463
OG0000608	Prat.g_01066	Prah.g_00462
OG0000609	Prat.g_01065	Prah.g_00460
OG0000610	Prat.g_01059	Prah.g_00452
OG0000611	Prat.g_01056	Prah.g_00449
OG0000612	Prat.g_01055	Prah.g_00448
OG0000613	Prat.g_00747	Prah.g_02193
OG0000614	Prat.g_00767	Prah.g_00985
OG0000615	Prat.g_00777	Prah.g_00706
OG0000616	Prat.g_01882	Prah.g_02588
OG0000617	Prat.g_00797	Prah.g_00881
OG0000618	Prat.g_00798	Prah.g_00880
OG0000619	Prat.g_00799	Prah.g_00879
OG0000620	Prat.g_00802	Prah.g_00875
OG0000621	Prat.g_00803	Prah.g_00874
OG0000622	Prat.g_00804	Prah.g_00873
OG0000623	Prat.g_00805	Prah.g_00872
OG0000624	Prat.g_00807	Prah.g_00871
OG0000625	Prat.g_00808	Prah.g_00870
OG0000626	Prat.g_00809	Prah.g_00869
OG0000627	Prat.g_00811	Prah.g_00746
OG0000628	Prat.g_00812	Prah.g_00747
OG0000629	Prat.g_00813	Prah.g_00750
OG0000630	Prat.g_00816	Prah.g_00754
OG0000631	Prat.g_00865	Prah.g_00758
OG0000632	Prat.g_00866	Prah.g_00759
OG0000633	Prat.g_00867	Prah.g_00760
OG0000634	Prat.g_01041	Prah.g_00671
OG0000635	Prat.g_01040	Prah.g_00670
OG0000636	Prat.g_01038	Prah.g_00668
OG0000637	Prat.g_01036	Prah.g_00666
OG0000638	Prat.g_01035	Prah.g_00665
OG0000639	Prat.g_01034	Prah.g_00664
OG0000640	Prat.g_01033	Prah.g_00663
OG0000641	Prat.g_01029	Prah.g_00659
OG0000642	Prat.g_01028	Prah.g_00658
OG0000643	Prat.g_01027	Prah.g_00657
OG0000644	Prat.g_01026	Prah.g_00656
OG0000645	Prat.g_01025	Prah.g_00655
OG0000646	Prat.g_01023	Prah.g_00652
OG0000647	Prat.g_01021	Prah.g_00650
OG0000648	Prat.g_01019	Prah.g_00648
OG0000649	Prat.g_01018	Prah.g_00647
OG0000650	Prat.g_01017	Prah.g_00646
OG0000651	Prat.g_01016	Prah.g_00645
OG0000652	Prat.g_01015	Prah.g_00644
OG0000653	Prat.g_01013	Prah.g_00640
OG0000654	Prat.g_01012	Prah.g_00639
OG0000655	Prat.g_01011	Prah.g_00638
OG0000656	Prat.g_01008	Prah.g_00635
OG0000657	Prat.g_01002	Prah.g_00603
OG0000658	Prat.g_01001	Prah.g_00601
OG0000659	Prat.g_01000	Prah.g_00600
OG0000660	Prat.g_00996	Prah.g_00596
OG0000661	Prat.g_00994	Prah.g_00594
OG0000662	Prat.g_00992	Prah.g_00592
OG0000663	Prat.g_00990	Prah.g_00589
OG0000664	Prat.g_00989	Prah.g_00588
OG0000665	Prat.g_00983	Prah.g_00574
OG0000666	Prat.g_00982	Prah.g_00572
OG0000667	Prat.g_00978	Prah.g_00564
OG0000668	Prat.g_00694	Prah.g_00850
OG0000669	Prat.g_00705	Prah.g_00558
OG0000670	Prat.g_00708	Prah.g_01212
OG0000671	Prat.g_00710	Prah.g_00738
OG0000672	Prat.g_00713	Prah.g_00735
OG0000673	Prat.g_00717	Prah.g_00732
OG0000674	Prat.g_00719	Prah.g_00730
OG0000675	Prat.g_00720	Prah.g_00729
OG0000676	Prat.g_00722	Prah.g_00726
OG0000677	Prat.g_00723	Prah.g_00724
OG0000678	Prat.g_00725	Prah.g_00721
OG0000679	Prat.g_00730	Prah.g_00702
OG0000680	Prat.g_00731	Prah.g_00701
OG0000681	Prat.g_00734	Prah.g_00699
OG0000682	Prat.g_00735	Prah.g_00698
OG0000683	Prat.g_00736	Prah.g_00697
OG0000684	Prat.g_00738	Prah.g_00683
OG0000685	Prat.g_00740	Prah.g_00685
OG0000686	Prat.g_00741	Prah.g_00686
OG0000687	Prat.g_00742	Prah.g_00687
OG0000688	Prat.g_01051	Prah.g_00681
OG0000689	Prat.g_01050	Prah.g_00680
OG0000690	Prat.g_01049	Prah.g_00679
OG0000691	Prat.g_01048	Prah.g_00678
OG0000692	Prat.g_01046	Prah.g_00677
OG0000693	Prat.g_01045	Prah.g_00675
OG0000694	Prat.g_01044	Prah.g_00674
OG0000695	Prat.g_00869	Prah.g_00762
OG0000696	Prat.g_00870	Prah.g_00763
OG0000697	Prat.g_00871	Prah.g_00765
OG0000698	Prat.g_00874	Prah.g_00768
OG0000699	Prat.g_00876	Prah.g_00770
OG0000700	Prat.g_00877	Prah.g_00771
OG0000701	Prat.g_00878	Prah.g_00772
OG0000702	Prat.g_00880	Prah.g_00780
OG0000703	Prat.g_00881	Prah.g_00781
OG0000704	Prat.g_00883	Prah.g_00783
OG0000705	Prat.g_00889	Prah.g_00789
OG0000706	Prat.g_00890	Prah.g_00790
OG0000707	Prat.g_00891	Prah.g_00791
OG0000708	Prat.g_00893	Prah.g_00793
OG0000709	Prat.g_00897	Prah.g_00800
OG0000710	Prat.g_00900	Prah.g_00805
OG0000711	Prat.g_00916	Prah.g_00828
OG0000712	Prat.g_00917	Prah.g_00829
OG0000713	Prat.g_00918	Prah.g_00830
OG0000714	Prat.g_00919	Prah.g_00833
OG0000715	Prat.g_00921	Prah.g_00835
OG0000716	Prat.g_00923	Prah.g_00839
OG0000717	Prat.g_00924	Prah.g_00840
OG0000718	Prat.g_00929	Prah.g_00846
OG0000719	Prat.g_00931	Prah.g_00848
OG0000720	Prat.g_00942	Prah.g_00861
OG0000721	Prat.g_00946	Prah.g_00862
OG0000722	Prat.g_00947	Prah.g_00863
OG0000723	Prat.g_00951	Prah.g_00867
OG0000724	Prat.g_00960	Prah.g_00910
OG0000725	Prat.g_00966	Prah.g_00919
OG0000726	Prat.g_00967	Prah.g_00920
OG0000727	Prat.g_00968	Prah.g_00921
OG0000728	Prat.g_00970	Prah.g_00922
OG0000729	Prat.g_01214	Prah.g_00133
OG0000730	Prat.g_01199	Prah.g_01942
OG0000731	Prat.g_00354	Prah.g_01932
OG0000732	Prat.g_01831	Prah.g_00054
OG0000733	Prat.g_01560	Prah.g_02532
OG0000734	Prat.g_01171	Prah.g_01905
OG0000735	Prat.g_01169	Prah.g_01340
OG0000736	Prat.g_01168	Prah.g_01339
OG0000737	Prat.g_01167	Prah.g_01338
OG0000738	Prat.g_01163	Prah.g_01331
OG0000739	Prat.g_01162	Prah.g_01329
OG0000740	Prat.g_01161	Prah.g_01328
OG0000741	Prat.g_01159	Prah.g_01325
OG0000742	Prat.g_01157	Prah.g_01323
OG0000743	Prat.g_01155	Prah.g_01321
OG0000744	Prat.g_01154	Prah.g_01320
OG0000745	Prat.g_01153	Prah.g_01318
OG0000746	Prat.g_01151	Prah.g_01316
OG0000747	Prat.g_01150	Prah.g_01315
OG0000748	Prat.g_01146	Prah.g_01304
OG0000749	Prat.g_01145	Prah.g_01303
OG0000750	Prat.g_01144	Prah.g_01302
OG0000751	Prat.g_01141	Prah.g_01297
OG0000752	Prat.g_01139	Prah.g_01295
OG0000753	Prat.g_01136	Prah.g_01292
OG0000754	Prat.g_01134	Prah.g_01262
OG0000755	Prat.g_01128	Prah.g_01255
OG0000756	Prat.g_01127	Prah.g_01254
OG0000757	Prat.g_01121	Prah.g_01247
OG0000758	Prat.g_01120	Prah.g_01246
OG0000759	Prat.g_01119	Prah.g_01245
OG0000760	Prat.g_01118	Prah.g_01244
OG0000761	Prat.g_01117	Prah.g_01243
OG0000762	Prat.g_01116	Prah.g_01263
OG0000763	Prat.g_01114	Prah.g_01265
OG0000764	Prat.g_01113	Prah.g_01266
OG0000765	Prat.g_01104	Prah.g_01282
OG0000766	Prat.g_01103	Prah.g_01283
OG0000767	Prat.g_01101	Prah.g_01285
OG0000768	Prat.g_01100	Prah.g_01286
OG0000769	Prat.g_01098	Prah.g_01290
OG0000770	Prat.g_00594	Prah.g_01239
OG0000771	Prat.g_01509	Prah.g_00905
OG0000772	Prat.g_00626	Prah.g_01610
OG0000773	Prat.g_01240	Prah.g_01351
OG0000774	Prat.g_01242	Prah.g_01355
OG0000775	Prat.g_01244	Prah.g_01357
OG0000776	Prat.g_01245	Prah.g_01358
OG0000777	Prat.g_01246	Prah.g_01359
OG0000778	Prat.g_01247	Prah.g_01360
OG0000779	Prat.g_01251	Prah.g_01365
OG0000780	Prat.g_01252	Prah.g_01368
OG0000781	Prat.g_01255	Prah.g_01372
OG0000782	Prat.g_01256	Prah.g_01373
OG0000783	Prat.g_01257	Prah.g_01374
OG0000784	Prat.g_01258	Prah.g_01375
OG0000785	Prat.g_01260	Prah.g_01377
OG0000786	Prat.g_01263	Prah.g_01380
OG0000787	Prat.g_01264	Prah.g_01381
OG0000788	Prat.g_01471	Prah.g_00224
OG0000789	Prat.g_01455	Prah.g_01183
OG0000790	Prat.g_01296	Prah.g_01580
OG0000791	Prat.g_01298	Prah.g_01582
OG0000792	Prat.g_01299	Prah.g_01583
OG0000793	Prat.g_01302	Prah.g_01587
OG0000794	Prat.g_01303	Prah.g_01588
OG0000795	Prat.g_01304	Prah.g_01589
OG0000796	Prat.g_01308	Prah.g_01593
OG0000797	Prat.g_01309	Prah.g_01594
OG0000799	Prat.g_01333	Prah.g_00435
OG0000800	Prat.g_01334	Prah.g_00434
OG0000801	Prat.g_01335	Prah.g_00433
OG0000802	Prat.g_01337	Prah.g_00427
OG0000803	Prat.g_01339	Prah.g_00423
OG0000804	Prat.g_01340	Prah.g_00421
OG0000805	Prat.g_01342	Prah.g_00419
OG0000806	Prat.g_01344	Prah.g_00417
OG0000807	Prat.g_01345	Prah.g_00415
OG0000808	Prat.g_01346	Prah.g_00414
OG0000809	Prat.g_01350	Prah.g_00410
OG0000810	Prat.g_01351	Prah.g_00409
OG0000811	Prat.g_01356	Prah.g_00403
OG0000812	Prat.g_01358	Prah.g_00401
OG0000813	Prat.g_01359	Prah.g_00400
OG0000814	Prat.g_01361	Prah.g_00398
OG0000815	Prat.g_01362	Prah.g_00397
OG0000816	Prat.g_01364	Prah.g_00395
OG0000817	Prat.g_01365	Prah.g_00394
OG0000818	Prat.g_01370	Prah.g_00386
OG0000819	Prat.g_01371	Prah.g_00385
OG0000820	Prat.g_01372	Prah.g_00384
OG0000821	Prat.g_01378	Prah.g_00379
OG0000822	Prat.g_01379	Prah.g_00376
OG0000823	Prat.g_01380	Prah.g_00374
OG0000824	Prat.g_01383	Prah.g_00370
OG0000825	Prat.g_01384	Prah.g_00369
OG0000826	Prat.g_01385	Prah.g_00368
OG0000827	Prat.g_01386	Prah.g_00367
OG0000828	Prat.g_01389	Prah.g_00364
OG0000829	Prat.g_01390	Prah.g_00363
OG0000830	Prat.g_01391	Prah.g_00362
OG0000831	Prat.g_01393	Prah.g_00360
OG0000832	Prat.g_01405	Prah.g_01615
OG0000833	Prat.g_01414	Prah.g_01623
OG0000834	Prat.g_01415	Prah.g_01624
OG0000835	Prat.g_01416	Prah.g_01625
OG0000836	Prat.g_01417	Prah.g_01627
OG0000837	Prat.g_01418	Prah.g_01628
OG0000838	Prat.g_01421	Prah.g_01632
OG0000839	Prat.g_01422	Prah.g_01633
OG0000840	Prat.g_01423	Prah.g_01634
OG0000841	Prat.g_01424	Prah.g_01635
OG0000842	Prat.g_01425	Prah.g_01636
OG0000843	Prat.g_01426	Prah.g_01637
OG0000844	Prat.g_01427	Prah.g_01639
OG0000845	Prat.g_01428	Prah.g_01640
OG0000846	Prat.g_01429	Prah.g_01641
OG0000847	Prat.g_01430	Prah.g_01642
OG0000848	Prat.g_01431	Prah.g_01643
OG0000849	Prat.g_01432	Prah.g_01644
OG0000850	Prat.g_01434	Prah.g_01645
OG0000851	Prat.g_01435	Prah.g_01648
OG0000852	Prat.g_01436	Prah.g_01649
OG0000853	Prat.g_01441	Prah.g_01653
OG0000854	Prat.g_01443	Prah.g_01655
OG0000855	Prat.g_01444	Prah.g_01656
OG0000856	Prat.g_01457	Prah.g_00515
OG0000857	Prat.g_01022	Prah.g_00651
OG0000858	Prat.g_01585	Prah.g_01667
OG0000859	Prat.g_01586	Prah.g_01668
OG0000860	Prat.g_01594	Prah.g_01678
OG0000861	Prat.g_01595	Prah.g_01679
OG0000862	Prat.g_01596	Prah.g_01681
OG0000863	Prat.g_01598	Prah.g_01685
OG0000864	Prat.g_01599	Prah.g_01687
OG0000865	Prat.g_01600	Prah.g_01688
OG0000866	Prat.g_01601	Prah.g_01689
OG0000867	Prat.g_01602	Prah.g_01690
OG0000868	Prat.g_01603	Prah.g_01692
OG0000869	Prat.g_01606	Prah.g_01695
OG0000870	Prat.g_01611	Prah.g_01700
OG0000871	Prat.g_01612	Prah.g_01701
OG0000872	Prat.g_01613	Prah.g_01703
OG0000873	Prat.g_01616	Prah.g_01707
OG0000874	Prat.g_01619	Prah.g_01711
OG0000875	Prat.g_01621	Prah.g_01713
OG0000876	Prat.g_01622	Prah.g_01714
OG0000877	Prat.g_01624	Prah.g_01717
OG0000878	Prat.g_01625	Prah.g_01718
OG0000879	Prat.g_01626	Prah.g_01719
OG0000880	Prat.g_01627	Prah.g_01720
OG0000881	Prat.g_01631	Prah.g_01728
OG0000882	Prat.g_01636	Prah.g_01733
OG0000883	Prat.g_01639	Prah.g_01736
OG0000884	Prat.g_01641	Prah.g_01738
OG0000885	Prat.g_01642	Prah.g_01739
OG0000886	Prat.g_01643	Prah.g_01740
OG0000887	Prat.g_01644	Prah.g_01741
OG0000888	Prat.g_01646	Prah.g_01743
OG0000889	Prat.g_01648	Prah.g_01745
OG0000890	Prat.g_01649	Prah.g_01759
OG0000891	Prat.g_01650	Prah.g_01760
OG0000892	Prat.g_01652	Prah.g_01762
OG0000893	Prat.g_01655	Prah.g_02073
OG0000894	Prat.g_01658	Prah.g_02070
OG0000895	Prat.g_01662	Prah.g_02066
OG0000896	Prat.g_01663	Prah.g_02065
OG0000897	Prat.g_01665	Prah.g_02063
OG0000898	Prat.g_01666	Prah.g_02062
OG0000899	Prat.g_01667	Prah.g_02061
OG0000900	Prat.g_01668	Prah.g_02060
OG0000901	Prat.g_01671	Prah.g_02056
OG0000902	Prat.g_01673	Prah.g_02054
OG0000903	Prat.g_01677	Prah.g_02041
OG0000904	Prat.g_01682	Prah.g_02046
OG0000905	Prat.g_01675	Prah.g_02048
OG0000906	Prat.g_01674	Prah.g_02050
OG0000907	Prat.g_01684	Prah.g_02039
OG0000908	Prat.g_01687	Prah.g_02036
OG0000909	Prat.g_01688	Prah.g_02035
OG0000910	Prat.g_01689	Prah.g_02034
OG0000911	Prat.g_01691	Prah.g_02032
OG0000912	Prat.g_01692	Prah.g_02031
OG0000913	Prat.g_01693	Prah.g_02030
OG0000914	Prat.g_01694	Prah.g_02029
OG0000915	Prat.g_01695	Prah.g_02028
OG0000916	Prat.g_01696	Prah.g_02027
OG0000917	Prat.g_01697	Prah.g_02026
OG0000918	Prat.g_01698	Prah.g_02025
OG0000919	Prat.g_01699	Prah.g_02024
OG0000920	Prat.g_01700	Prah.g_02023
OG0000921	Prat.g_01701	Prah.g_02022
OG0000922	Prat.g_01702	Prah.g_02021
OG0000923	Prat.g_01706	Prah.g_02017
OG0000924	Prat.g_01707	Prah.g_02016
OG0000925	Prat.g_01708	Prah.g_02015
OG0000926	Prat.g_01709	Prah.g_02014
OG0000927	Prat.g_01711	Prah.g_02012
OG0000928	Prat.g_01712	Prah.g_02011
OG0000929	Prat.g_01713	Prah.g_02010
OG0000930	Prat.g_01714	Prah.g_02009
OG0000931	Prat.g_01715	Prah.g_02008
OG0000932	Prat.g_01327	Prah.g_02007
OG0000933	Prat.g_01719	Prah.g_02002
OG0000934	Prat.g_01721	Prah.g_02000
OG0000935	Prat.g_01722	Prah.g_01999
OG0000936	Prat.g_01723	Prah.g_01998
OG0000937	Prat.g_01724	Prah.g_01997
OG0000938	Prat.g_01727	Prah.g_01994
OG0000939	Prat.g_01728	Prah.g_01993
OG0000940	Prat.g_01735	Prah.g_01985
OG0000941	Prat.g_01737	Prah.g_01983
OG0000942	Prat.g_01739	Prah.g_01981
OG0000943	Prat.g_01740	Prah.g_01980
OG0000944	Prat.g_01742	Prah.g_01978
OG0000945	Prat.g_01744	Prah.g_01977
OG0000946	Prat.g_01748	Prah.g_01966
OG0000947	Prat.g_01750	Prah.g_01963
OG0000948	Prat.g_01751	Prah.g_01962
OG0000949	Prat.g_01754	Prah.g_01958
OG0000950	Prat.g_01760	Prah.g_02231
OG0000951	Prat.g_01764	Prah.g_02236
OG0000952	Prat.g_01768	Prah.g_02241
OG0000953	Prat.g_01772	Prah.g_02245
OG0000954	Prat.g_01777	Prah.g_00167
OG0000955	Prat.g_01778	Prah.g_00166
OG0000956	Prat.g_01780	Prah.g_00164
OG0000957	Prat.g_01786	Prah.g_00152
OG0000958	Prat.g_01787	Prah.g_00151
OG0000959	Prat.g_01791	Prah.g_00146
OG0000960	Prat.g_01792	Prah.g_00145
OG0000961	Prat.g_01795	Prah.g_00136
OG0000962	Prat.g_01797	Prah.g_00134
OG0000963	Prat.g_01801	Prah.g_00129
OG0000964	Prat.g_01802	Prah.g_00128
OG0000965	Prat.g_01803	Prah.g_00127
OG0000966	Prat.g_01809	Prah.g_00086
OG0000967	Prat.g_01813	Prah.g_00079
OG0000968	Prat.g_01815	Prah.g_00076
OG0000969	Prat.g_01816	Prah.g_00074
OG0000970	Prat.g_01817	Prah.g_00073
OG0000971	Prat.g_01818	Prah.g_00071
OG0000972	Prat.g_01819	Prah.g_00070
OG0000973	Prat.g_01820	Prah.g_00068
OG0000974	Prat.g_01821	Prah.g_00067
OG0000975	Prat.g_01822	Prah.g_00066
OG0000976	Prat.g_01823	Prah.g_00065
OG0000977	Prat.g_01824	Prah.g_00063
OG0000978	Prat.g_01825	Prah.g_00062
OG0000979	Prat.g_01828	Prah.g_00059
OG0000980	Prat.g_01830	Prah.g_00055
OG0000981	Prat.g_01833	Prah.g_00052
OG0000982	Prat.g_01835	Prah.g_02491
OG0000983	Prat.g_01836	Prah.g_02492
OG0000984	Prat.g_01837	Prah.g_02493
OG0000985	Prat.g_01840	Prah.g_02497
OG0000986	Prat.g_01842	Prah.g_02499
OG0000987	Prat.g_01843	Prah.g_02501
OG0000988	Prat.g_01846	Prah.g_02505
OG0000989	Prat.g_01850	Prah.g_02513
OG0000990	Prat.g_01856	Prah.g_02536
OG0000991	Prat.g_01857	Prah.g_02540
OG0000992	Prat.g_01860	Prah.g_02543
OG0000993	Prat.g_01861	Prah.g_02544
OG0000994	Prat.g_01862	Prah.g_02547
OG0000995	Prat.g_01866	Prah.g_02552
OG0000996	Prat.g_01867	Prah.g_02565
OG0000997	Prat.g_01869	Prah.g_02574
OG0000998	Prat.g_01871	Prah.g_02576
OG0000999	Prat.g_01872	Prah.g_02577
OG0001000	Prat.g_01875	Prah.g_02580
OG0001001	Prat.g_01879	Prah.g_02584
OG0001002	Prat.g_01884	Prah.g_02591
OG0001003	Prat.g_01885	Prah.g_02593
OG0001004	Prat.g_01886	Prah.g_02594
OG0001005	Prat.g_01887	Prah.g_02596
OG0001006	Prat.g_01891	Prah.g_02602
OG0001007	Prat.g_01893	Prah.g_02604
OG0001008	Prat.g_00397	Prah.g_00231
OG0001009	Prat.g_00028	Prah.g_00033
OG0001010	Prat.g_00029	Prah.g_00034
OG0001011	Prat.g_00031	Prah.g_00036
OG0001012	Prat.g_00046	Prah.g_02488
OG0001013	Prat.g_00053	Prah.g_02466
OG0001014	Prat.g_00056	Prah.g_02454
OG0001015	Prat.g_00057	Prah.g_02453
OG0001016	Prat.g_00070	Prah.g_01843
OG0001017	Prat.g_00074	Prah.g_01849
OG0001018	Prat.g_00076	Prah.g_01851
OG0001019	Prat.g_00087	Prah.g_01867
OG0001020	Prat.g_00088	Prah.g_01873
OG0001021	Prat.g_00089	Prah.g_01877
OG0001022	Prat.g_00091	Prah.g_01882
OG0001023	Prat.g_00092	Prah.g_01883
OG0001024	Prat.g_00095	Prah.g_01887
OG0001025	Prat.g_00102	Prah.g_01894
OG0001026	Prat.g_00110	Prah.g_01908
OG0001027	Prat.g_00111	Prah.g_00195
OG0001028	Prat.g_00113	Prah.g_00193
OG0001029	Prat.g_00114	Prah.g_00191
OG0001030	Prat.g_00130	Prah.g_02257
OG0001031	Prat.g_00188	Prah.g_02336
OG0001032	Prat.g_00189	Prah.g_02339
OG0001033	Prat.g_00210	Prah.g_02372
OG0001034	Prat.g_00241	Prah.g_01779
OG0001035	Prat.g_00261	Prah.g_02099
OG0001036	Prat.g_00266	Prah.g_02103
OG0001037	Prat.g_00267	Prah.g_02105
OG0001038	Prat.g_00285	Prah.g_02132
OG0001039	Prat.g_00288	Prah.g_02135
OG0001040	Prat.g_00291	Prah.g_02138
OG0001041	Prat.g_00295	Prah.g_02143
OG0001042	Prat.g_00312	Prah.g_02168
OG0001043	Prat.g_00313	Prah.g_02170
OG0001044	Prat.g_00347	Prah.g_01941
OG0001045	Prat.g_00356	Prah.g_01929
OG0001046	Prat.g_01469	Prah.g_01661
OG0001047	Prat.g_00399	Prah.g_00233
OG0001048	Prat.g_00400	Prah.g_00234
OG0001049	Prat.g_00403	Prah.g_00237
OG0001050	Prat.g_00404	Prah.g_00238
OG0001051	Prat.g_00405	Prah.g_00239
OG0001052	Prat.g_00430	Prah.g_00308
OG0001053	Prat.g_00443	Prah.g_01563
OG0001054	Prat.g_00459	Prah.g_01545
OG0001055	Prat.g_00480	Prah.g_01524
OG0001056	Prat.g_00498	Prah.g_01496
OG0001057	Prat.g_00502	Prah.g_01482
OG0001058	Prat.g_00510	Prah.g_01468
OG0001059	Prat.g_00515	Prah.g_01464
OG0001060	Prat.g_00522	Prah.g_01458
OG0001061	Prat.g_00538	Prah.g_01440
OG0001062	Prat.g_00540	Prah.g_01438
OG0001063	Prat.g_00542	Prah.g_01434
OG0001064	Prat.g_00543	Prah.g_01433
OG0001065	Prat.g_00544	Prah.g_01432
OG0001066	Prat.g_00545	Prah.g_01431
OG0001067	Prat.g_00546	Prah.g_01430
OG0001068	Prat.g_00547	Prah.g_01429
OG0001069	Prat.g_00548	Prah.g_01428
OG0001070	Prat.g_00550	Prah.g_01424
OG0001071	Prat.g_00551	Prah.g_01423
OG0001072	Prat.g_00552	Prah.g_01418
OG0001073	Prat.g_00566	Prah.g_01399
OG0001074	Prat.g_00579	Prah.g_00532
OG0001075	Prat.g_00580	Prah.g_00531
OG0001076	Prat.g_00587	Prah.g_00523
OG0001077	Prat.g_00592	Prah.g_00513
OG0001078	Prat.g_01089	Prah.g_00500
OG0001079	Prat.g_01077	Prah.g_00482
OG0001080	Prat.g_01071	Prah.g_00472
OG0001081	Prat.g_01069	Prah.g_00465
OG0001082	Prat.g_01068	Prah.g_00464
OG0001083	Prat.g_01063	Prah.g_00456
OG0001084	Prat.g_01062	Prah.g_00455
OG0001085	Prat.g_00744	Prah.g_00444
OG0001086	Prat.g_00745	Prah.g_00442
OG0001087	Prat.g_00762	Prah.g_00968
OG0001088	Prat.g_00763	Prah.g_00972
OG0001089	Prat.g_00774	Prah.g_01025
OG0001090	Prat.g_00789	Prah.g_00886
OG0001091	Prat.g_00791	Prah.g_00884
OG0001092	Prat.g_00792	Prah.g_00882
OG0001093	Prat.g_00800	Prah.g_00878
OG0001094	Prat.g_01043	Prah.g_00673
OG0001095	Prat.g_01024	Prah.g_00654
OG0001096	Prat.g_01010	Prah.g_00637
OG0001097	Prat.g_00993	Prah.g_00593
OG0001098	Prat.g_00974	Prah.g_00743
OG0001099	Prat.g_00699	Prah.g_00192
OG0001100	Prat.g_00707	Prah.g_00740
OG0001101	Prat.g_00709	Prah.g_00739
OG0001102	Prat.g_00712	Prah.g_00736
OG0001103	Prat.g_00715	Prah.g_00734
OG0001104	Prat.g_00739	Prah.g_00684
OG0001105	Prat.g_00743	Prah.g_00689
OG0001106	Prat.g_00884	Prah.g_00784
OG0001107	Prat.g_00894	Prah.g_00794
OG0001108	Prat.g_00898	Prah.g_00801
OG0001109	Prat.g_00899	Prah.g_00803
OG0001110	Prat.g_00901	Prah.g_00806
OG0001111	Prat.g_00902	Prah.g_00808
OG0001112	Prat.g_00903	Prah.g_00810
OG0001113	Prat.g_00904	Prah.g_00811
OG0001114	Prat.g_00905	Prah.g_00812
OG0001115	Prat.g_00907	Prah.g_00814
OG0001116	Prat.g_00908	Prah.g_00815
OG0001117	Prat.g_00909	Prah.g_00816
OG0001118	Prat.g_00910	Prah.g_00817
OG0001119	Prat.g_00911	Prah.g_00818
OG0001120	Prat.g_00913	Prah.g_00821
OG0001122	Prat.g_00932	Prah.g_00849
OG0001123	Prat.g_00937	Prah.g_00856
OG0001124	Prat.g_00939	Prah.g_00858
OG0001125	Prat.g_00941	Prah.g_00860
OG0001126	Prat.g_00955	Prah.g_00903
OG0001127	Prat.g_00956	Prah.g_00904
OG0001128	Prat.g_00957	Prah.g_00907
OG0001129	Prat.g_00958	Prah.g_00908
OG0001130	Prat.g_00959	Prah.g_00909
OG0001131	Prat.g_01204	Prah.g_00893
OG0001132	Prat.g_01479	Prah.g_00539
OG0001133	Prat.g_01211	Prah.g_00521
OG0001134	Prat.g_01495, Prat.g_01561	Prah.g_02524
OG0001135	Prat.g_01557	Prah.g_02526
OG0001136	Prat.g_01158	Prah.g_01324
OG0001137	Prat.g_01147	Prah.g_01305
OG0001138	Prat.g_01126	Prah.g_01253
OG0001139	Prat.g_01124	Prah.g_01251
OG0001141	Prat.g_01123	Prah.g_01249
OG0001142	Prat.g_01122	Prah.g_01248
OG0001143	Prat.g_01115	Prah.g_01264
OG0001144	Prat.g_01110	Prah.g_01273
OG0001145	Prat.g_01241	Prah.g_01353
OG0001146	Prat.g_01253	Prah.g_01369
OG0001147	Prat.g_01287	Prah.g_00323
OG0001148	Prat.g_01293	Prah.g_01577
OG0001149	Prat.g_01294	Prah.g_01578
OG0001150	Prat.g_01295	Prah.g_01579
