Orthogroup	Prbe	Syac
OG0000559	Prbe.g_00584	Syac.g_01808
OG0000560	Prbe.g_00581	Syac.g_01805
OG0000561	Prbe.g_00580	Syac.g_01804
OG0000562	Prbe.g_00579	Syac.g_01803
OG0000563	Prbe.g_00578	Syac.g_01802
OG0000564	Prbe.g_00577	Syac.g_01801
OG0000565	Prbe.g_00575	Syac.g_01797
OG0000566	Prbe.g_00571	Syac.g_01793
OG0000567	Prbe.g_00567	Syac.g_01789
OG0000568	Prbe.g_00566	Syac.g_01786
OG0000569	Prbe.g_00565	Syac.g_01785
OG0000570	Prbe.g_00564	Syac.g_01784
OG0000571	Prbe.g_00562	Syac.g_01780
OG0000572	Prbe.g_00548	Syac.g_01765
OG0000573	Prbe.g_00542	Syac.g_01755
OG0000574	Prbe.g_00541	Syac.g_01754
OG0000575	Prbe.g_00537	Syac.g_01750
OG0000576	Prbe.g_00535	Syac.g_01748
OG0000577	Prbe.g_00534	Syac.g_01747
OG0000578	Prbe.g_00533	Syac.g_01746
OG0000579	Prbe.g_00532	Syac.g_01745
OG0000580	Prbe.g_00531	Syac.g_01744
OG0000581	Prbe.g_00528	Syac.g_01738
OG0000582	Prbe.g_00525	Syac.g_00936
OG0000583	Prbe.g_00524	Syac.g_00937
OG0000584	Prbe.g_00523	Syac.g_00938
OG0000585	Prbe.g_00521	Syac.g_00940
OG0000586	Prbe.g_00520	Syac.g_00941
OG0000587	Prbe.g_00519	Syac.g_00943
OG0000588	Prbe.g_00515	Syac.g_00949
OG0000589	Prbe.g_00513	Syac.g_00953
OG0000590	Prbe.g_00512	Syac.g_00954
OG0000591	Prbe.g_00508	Syac.g_00961
OG0000592	Prbe.g_00507	Syac.g_00962
OG0000593	Prbe.g_01488	Syac.g_00975
OG0000594	Prbe.g_01487	Syac.g_00976
OG0000595	Prbe.g_01486	Syac.g_00977
OG0000596	Prbe.g_01482	Syac.g_00982
OG0000597	Prbe.g_01479	Syac.g_00985
OG0000598	Prbe.g_01478	Syac.g_00986
OG0000599	Prbe.g_01475	Syac.g_00989
OG0000600	Prbe.g_01474	Syac.g_00990
OG0000601	Prbe.g_01473	Syac.g_00991
OG0000602	Prbe.g_01471	Syac.g_00996
OG0000603	Prbe.g_01470	Syac.g_00997
OG0000604	Prbe.g_01469	Syac.g_01001
OG0000605	Prbe.g_01468	Syac.g_01089
OG0000606	Prbe.g_01465	Syac.g_01434
OG0000607	Prbe.g_01462	Syac.g_01430
OG0000608	Prbe.g_01461	Syac.g_01429
OG0000609	Prbe.g_01460	Syac.g_01427
OG0000610	Prbe.g_01454	Syac.g_01419
OG0000611	Prbe.g_01451	Syac.g_01416
OG0000612	Prbe.g_01450	Syac.g_01415
OG0000613	Prbe.g_00447	Syac.g_00231
OG0000614	Prbe.g_00468	Syac.g_00911
OG0000615	Prbe.g_01209	Syac.g_01377
OG0000616	Prbe.g_01197	Syac.g_02478
OG0000617	Prbe.g_01434	Syac.g_01280
OG0000618	Prbe.g_01433	Syac.g_01279
OG0000619	Prbe.g_01432	Syac.g_01278
OG0000620	Prbe.g_01429	Syac.g_01270
OG0000621	Prbe.g_01428	Syac.g_01269
OG0000622	Prbe.g_01427	Syac.g_01268
OG0000623	Prbe.g_01426	Syac.g_01267
OG0000624	Prbe.g_01424	Syac.g_01265
OG0000625	Prbe.g_01423	Syac.g_01264
OG0000626	Prbe.g_01422	Syac.g_01263
OG0000627	Prbe.g_01421	Syac.g_01126
OG0000628	Prbe.g_01420	Syac.g_01127
OG0000629	Prbe.g_01419	Syac.g_01130
OG0000630	Prbe.g_01416	Syac.g_01134
OG0000631	Prbe.g_01323	Syac.g_01139
OG0000632	Prbe.g_01324	Syac.g_01140
OG0000633	Prbe.g_01325	Syac.g_01141
OG0000634	Prbe.g_01218	Syac.g_01345
OG0000635	Prbe.g_01219	Syac.g_01344
OG0000636	Prbe.g_01221	Syac.g_01342
OG0000637	Prbe.g_01223	Syac.g_01340
OG0000638	Prbe.g_01224	Syac.g_01339
OG0000639	Prbe.g_01225	Syac.g_01338
OG0000640	Prbe.g_01226	Syac.g_01337
OG0000641	Prbe.g_01230	Syac.g_01333
OG0000642	Prbe.g_01231	Syac.g_01332
OG0000643	Prbe.g_01232	Syac.g_01330
OG0000644	Prbe.g_01233	Syac.g_01329
OG0000645	Prbe.g_01234	Syac.g_01327
OG0000646	Prbe.g_01236	Syac.g_01324
OG0000647	Prbe.g_01238	Syac.g_01322
OG0000648	Prbe.g_01240	Syac.g_01319
OG0000649	Prbe.g_01241	Syac.g_01318
OG0000650	Prbe.g_01242	Syac.g_01317
OG0000651	Prbe.g_01243	Syac.g_01316
OG0000652	Prbe.g_01244	Syac.g_01315
OG0000653	Prbe.g_01246	Syac.g_01313
OG0000654	Prbe.g_01247	Syac.g_01312
OG0000655	Prbe.g_01248	Syac.g_01311
OG0000656	Prbe.g_01251	Syac.g_01308
OG0000657	Prbe.g_01259	Syac.g_00846
OG0000658	Prbe.g_01261	Syac.g_00842
OG0000659	Prbe.g_01262	Syac.g_00841
OG0000660	Prbe.g_01266	Syac.g_00837
OG0000661	Prbe.g_01268	Syac.g_00835
OG0000662	Prbe.g_01270	Syac.g_00833
OG0000663	Prbe.g_01272	Syac.g_00830
OG0000664	Prbe.g_01273	Syac.g_00829
OG0000665	Prbe.g_01279	Syac.g_01018
OG0000666	Prbe.g_01280	Syac.g_01088
OG0000667	Prbe.g_01284	Syac.g_02165
OG0000668	Prbe.g_00105	Syac.g_01239
OG0000669	Prbe.g_00406	Syac.g_01404
OG0000670	Prbe.g_00409	Syac.g_00580
OG0000671	Prbe.g_00412	Syac.g_01400
OG0000672	Prbe.g_00415	Syac.g_01396
OG0000673	Prbe.g_00418	Syac.g_01393
OG0000674	Prbe.g_00420	Syac.g_01391
OG0000675	Prbe.g_00421	Syac.g_01390
OG0000676	Prbe.g_00423	Syac.g_01388
OG0000677	Prbe.g_00424	Syac.g_01387
OG0000678	Prbe.g_00426	Syac.g_01384
OG0000679	Prbe.g_00430	Syac.g_01375
OG0000680	Prbe.g_00431	Syac.g_01374
OG0000681	Prbe.g_00434	Syac.g_01371
OG0000682	Prbe.g_00435	Syac.g_01370
OG0000683	Prbe.g_00436	Syac.g_01369
OG0000684	Prbe.g_00438	Syac.g_01365
OG0000685	Prbe.g_00440	Syac.g_01363
OG0000686	Prbe.g_00441	Syac.g_01362
OG0000687	Prbe.g_00442	Syac.g_01361
OG0000688	Prbe.g_01446	Syac.g_01356
OG0000689	Prbe.g_01445	Syac.g_01354
OG0000690	Prbe.g_01444	Syac.g_01353
OG0000691	Prbe.g_01443	Syac.g_01352
OG0000692	Prbe.g_01441	Syac.g_01351
OG0000693	Prbe.g_01440	Syac.g_01349
OG0000694	Prbe.g_01439	Syac.g_01348
OG0000695	Prbe.g_01327	Syac.g_01143
OG0000696	Prbe.g_01328	Syac.g_01144
OG0000697	Prbe.g_01329	Syac.g_01146
OG0000698	Prbe.g_01332	Syac.g_01149
OG0000699	Prbe.g_01333	Syac.g_01151
OG0000700	Prbe.g_01334	Syac.g_01152
OG0000701	Prbe.g_01335	Syac.g_01153
OG0000702	Prbe.g_01337	Syac.g_01161
OG0000703	Prbe.g_01338	Syac.g_01162
OG0000704	Prbe.g_01340	Syac.g_01165
OG0000705	Prbe.g_01343	Syac.g_01174
OG0000706	Prbe.g_01344	Syac.g_01175
OG0000707	Prbe.g_01345	Syac.g_01176
OG0000708	Prbe.g_01347	Syac.g_01179
OG0000709	Prbe.g_01351	Syac.g_01187
OG0000710	Prbe.g_01354	Syac.g_01191
OG0000711	Prbe.g_01372	Syac.g_01220
OG0000712	Prbe.g_01373	Syac.g_01221
OG0000713	Prbe.g_01374	Syac.g_01222
OG0000714	Prbe.g_01375	Syac.g_01224
OG0000715	Prbe.g_01377	Syac.g_01226
OG0000716	Prbe.g_01379	Syac.g_01230
OG0000717	Prbe.g_01380	Syac.g_01231
OG0000718	Prbe.g_01384	Syac.g_01235
OG0000719	Prbe.g_01386	Syac.g_01237
OG0000720	Prbe.g_01398	Syac.g_01250
OG0000721	Prbe.g_01402	Syac.g_01252
OG0000722	Prbe.g_01403	Syac.g_01253
OG0000723	Prbe.g_01407	Syac.g_01261
OG0000724	Prbe.g_01302	Syac.g_00879
OG0000725	Prbe.g_01296	Syac.g_00887
OG0000726	Prbe.g_01295	Syac.g_00888
OG0000727	Prbe.g_01294	Syac.g_00889
OG0000728	Prbe.g_01292	Syac.g_00891
OG0000729	Prbe.g_00915	Syac.g_00144
OG0000730	Prbe.g_01591	Syac.g_02024
OG0000731	Prbe.g_01898	Syac.g_02011
OG0000732	Prbe.g_01148	Syac.g_00051
OG0000733	Prbe.g_00042	Syac.g_02386
OG0000734	Prbe.g_01565	Syac.g_00388
OG0000735	Prbe.g_01563	Syac.g_00750
OG0000736	Prbe.g_01562	Syac.g_00751
OG0000737	Prbe.g_01561	Syac.g_00752
OG0000738	Prbe.g_01557	Syac.g_00757
OG0000739	Prbe.g_01556	Syac.g_00762
OG0000740	Prbe.g_01555	Syac.g_00763
OG0000741	Prbe.g_01553	Syac.g_00766
OG0000742	Prbe.g_01550	Syac.g_00768
OG0000743	Prbe.g_01548	Syac.g_00770
OG0000744	Prbe.g_01547	Syac.g_00771
OG0000745	Prbe.g_01546	Syac.g_00773
OG0000746	Prbe.g_01544	Syac.g_00776
OG0000747	Prbe.g_01543	Syac.g_00777
OG0000748	Prbe.g_01539	Syac.g_00787
OG0000749	Prbe.g_01538	Syac.g_00789
OG0000750	Prbe.g_01537	Syac.g_00790
OG0000751	Prbe.g_01534	Syac.g_00797
OG0000752	Prbe.g_01532	Syac.g_00799
OG0000753	Prbe.g_01530	Syac.g_00802
OG0000754	Prbe.g_01527	Syac.g_01471
OG0000755	Prbe.g_01521	Syac.g_01479
OG0000756	Prbe.g_01520	Syac.g_01480
OG0000757	Prbe.g_01513	Syac.g_01492
OG0000758	Prbe.g_01512	Syac.g_01493
OG0000759	Prbe.g_01511	Syac.g_01494
OG0000760	Prbe.g_01510	Syac.g_01495
OG0000761	Prbe.g_01509	Syac.g_01496
OG0000762	Prbe.g_01508	Syac.g_01498
OG0000763	Prbe.g_01506	Syac.g_01500
OG0000764	Prbe.g_01505	Syac.g_01501
OG0000765	Prbe.g_01497	Syac.g_01515
OG0000766	Prbe.g_01496	Syac.g_01516
OG0000767	Prbe.g_01494	Syac.g_01518
OG0000768	Prbe.g_01493	Syac.g_01519
OG0000769	Prbe.g_01491	Syac.g_01521
OG0000770	Prbe.g_00502	Syac.g_01524
OG0000771	Prbe.g_00215	Syac.g_00873
OG0000772	Prbe.g_01128	Syac.g_01569
OG0000773	Prbe.g_00902	Syac.g_00741
OG0000774	Prbe.g_00900	Syac.g_00737
OG0000775	Prbe.g_00898	Syac.g_00735
OG0000776	Prbe.g_00897	Syac.g_00734
OG0000777	Prbe.g_00896	Syac.g_00733
OG0000778	Prbe.g_00895	Syac.g_00732
OG0000779	Prbe.g_00891	Syac.g_00727
OG0000780	Prbe.g_00890	Syac.g_00723
OG0000781	Prbe.g_00886	Syac.g_00719
OG0000782	Prbe.g_00885	Syac.g_00718
OG0000783	Prbe.g_00884	Syac.g_00717
OG0000784	Prbe.g_00883	Syac.g_00716
OG0000785	Prbe.g_00881	Syac.g_00714
OG0000786	Prbe.g_00878	Syac.g_01730
OG0000787	Prbe.g_00877	Syac.g_01731
OG0000788	Prbe.g_00634	Syac.g_00992
OG0000789	Prbe.g_00212	Syac.g_01111
OG0000790	Prbe.g_00368	Syac.g_01921
OG0000791	Prbe.g_00366	Syac.g_01922
OG0000792	Prbe.g_00365	Syac.g_01923
OG0000793	Prbe.g_00362	Syac.g_01928
OG0000794	Prbe.g_00361	Syac.g_01929
OG0000795	Prbe.g_00360	Syac.g_01930
OG0000796	Prbe.g_00356	Syac.g_01934
OG0000797	Prbe.g_00355	Syac.g_01935
OG0000799	Prbe.g_00328	Syac.g_01602
OG0000800	Prbe.g_00327	Syac.g_01603
OG0000801	Prbe.g_00326	Syac.g_01604
OG0000802	Prbe.g_00324	Syac.g_01608
OG0000803	Prbe.g_00322	Syac.g_01613
OG0000804	Prbe.g_00321	Syac.g_01616
OG0000805	Prbe.g_00319	Syac.g_01620
OG0000806	Prbe.g_00317	Syac.g_01622
OG0000807	Prbe.g_00316	Syac.g_01624
OG0000808	Prbe.g_00315	Syac.g_01625
OG0000809	Prbe.g_00313	Syac.g_01628
OG0000810	Prbe.g_00312	Syac.g_01629
OG0000811	Prbe.g_00308	Syac.g_01637
OG0000812	Prbe.g_00306	Syac.g_01639
OG0000813	Prbe.g_00305	Syac.g_01640
OG0000814	Prbe.g_00303	Syac.g_01642
OG0000815	Prbe.g_00302	Syac.g_01643
OG0000816	Prbe.g_00300	Syac.g_01645
OG0000817	Prbe.g_00299	Syac.g_01646
OG0000818	Prbe.g_00294	Syac.g_01652
OG0000819	Prbe.g_00293	Syac.g_01653
OG0000820	Prbe.g_00292	Syac.g_01654
OG0000821	Prbe.g_00288	Syac.g_01659
OG0000822	Prbe.g_00287	Syac.g_01661
OG0000823	Prbe.g_00286	Syac.g_01662
OG0000824	Prbe.g_00283	Syac.g_01666
OG0000825	Prbe.g_00282	Syac.g_01667
OG0000826	Prbe.g_00281	Syac.g_01668
OG0000827	Prbe.g_00280	Syac.g_01669
OG0000828	Prbe.g_00277	Syac.g_01672
OG0000829	Prbe.g_00276	Syac.g_01673
OG0000830	Prbe.g_00275	Syac.g_01674
OG0000831	Prbe.g_00273	Syac.g_01676
OG0000832	Prbe.g_00263	Syac.g_00623
OG0000833	Prbe.g_00254	Syac.g_00613
OG0000834	Prbe.g_00253	Syac.g_00610
OG0000835	Prbe.g_00252	Syac.g_00609
OG0000836	Prbe.g_00251	Syac.g_00605
OG0000837	Prbe.g_00250	Syac.g_00604
OG0000838	Prbe.g_00248	Syac.g_00600
OG0000839	Prbe.g_00247	Syac.g_00599
OG0000840	Prbe.g_00246	Syac.g_00598
OG0000841	Prbe.g_00245	Syac.g_00597
OG0000842	Prbe.g_00244	Syac.g_00596
OG0000843	Prbe.g_00243	Syac.g_00595
OG0000844	Prbe.g_00242	Syac.g_00593
OG0000845	Prbe.g_00241	Syac.g_00592
OG0000846	Prbe.g_00240	Syac.g_00591
OG0000847	Prbe.g_00239	Syac.g_00590
OG0000848	Prbe.g_00238	Syac.g_00588
OG0000849	Prbe.g_00237	Syac.g_00587
OG0000850	Prbe.g_00235	Syac.g_00585
OG0000851	Prbe.g_00234	Syac.g_00573
OG0000852	Prbe.g_00233	Syac.g_00572
OG0000853	Prbe.g_00227	Syac.g_00568
OG0000854	Prbe.g_00225	Syac.g_00566
OG0000855	Prbe.g_00224	Syac.g_00565
OG0000856	Prbe.g_00505	Syac.g_00964
OG0000857	Prbe.g_01237	Syac.g_01323
OG0000858	Prbe.g_00992	Syac.g_00559
OG0000859	Prbe.g_00991	Syac.g_00558
OG0000860	Prbe.g_00983	Syac.g_00542
OG0000861	Prbe.g_00982	Syac.g_00541
OG0000862	Prbe.g_00981	Syac.g_00540
OG0000863	Prbe.g_00979	Syac.g_00538
OG0000864	Prbe.g_00978	Syac.g_00537
OG0000865	Prbe.g_00977	Syac.g_00533
OG0000866	Prbe.g_00976	Syac.g_00532
OG0000867	Prbe.g_00975	Syac.g_00531
OG0000868	Prbe.g_00973	Syac.g_00529
OG0000869	Prbe.g_00970	Syac.g_00524
OG0000870	Prbe.g_00965	Syac.g_00519
OG0000871	Prbe.g_00964	Syac.g_00518
OG0000872	Prbe.g_00963	Syac.g_00510
OG0000873	Prbe.g_00960	Syac.g_00507
OG0000874	Prbe.g_00957	Syac.g_00512
OG0000875	Prbe.g_00956	Syac.g_00505
OG0000876	Prbe.g_00955	Syac.g_00675
OG0000877	Prbe.g_00953	Syac.g_00671
OG0000878	Prbe.g_00952	Syac.g_00670
OG0000879	Prbe.g_00951	Syac.g_00669
OG0000880	Prbe.g_00950	Syac.g_00668
OG0000881	Prbe.g_00946	Syac.g_00664
OG0000882	Prbe.g_00941	Syac.g_00659
OG0000883	Prbe.g_00939	Syac.g_00656
OG0000884	Prbe.g_00937	Syac.g_00654
OG0000885	Prbe.g_00936	Syac.g_00653
OG0000886	Prbe.g_00935	Syac.g_00652
OG0000887	Prbe.g_00934	Syac.g_00651
OG0000888	Prbe.g_00932	Syac.g_00649
OG0000889	Prbe.g_00930	Syac.g_00647
OG0000890	Prbe.g_00929	Syac.g_00642
OG0000891	Prbe.g_00928	Syac.g_00641
OG0000892	Prbe.g_00926	Syac.g_00638
OG0000893	Prbe.g_00922	Syac.g_02193
OG0000894	Prbe.g_00919	Syac.g_02189
OG0000895	Prbe.g_01111	Syac.g_02185
OG0000896	Prbe.g_01110	Syac.g_02184
OG0000897	Prbe.g_01108	Syac.g_02182
OG0000898	Prbe.g_01107	Syac.g_02181
OG0000899	Prbe.g_01106	Syac.g_02180
OG0000900	Prbe.g_01105	Syac.g_02179
OG0000901	Prbe.g_01102	Syac.g_02174
OG0000902	Prbe.g_01100	Syac.g_02172
OG0000903	Prbe.g_01096	Syac.g_02140
OG0000904	Prbe.g_01092	Syac.g_02145
OG0000905	Prbe.g_01098	Syac.g_02148
OG0000906	Prbe.g_01099	Syac.g_02150
OG0000907	Prbe.g_01089	Syac.g_02138
OG0000908	Prbe.g_01086	Syac.g_02135
OG0000909	Prbe.g_01085	Syac.g_02134
OG0000910	Prbe.g_01084	Syac.g_02133
OG0000911	Prbe.g_01082	Syac.g_02131
OG0000912	Prbe.g_01081	Syac.g_02130
OG0000913	Prbe.g_01080	Syac.g_02129
OG0000914	Prbe.g_01079	Syac.g_02128
OG0000915	Prbe.g_01078	Syac.g_02127
OG0000916	Prbe.g_00867	Syac.g_02126
OG0000917	Prbe.g_00866	Syac.g_02125
OG0000918	Prbe.g_00865	Syac.g_02124
OG0000919	Prbe.g_00864	Syac.g_02123
OG0000920	Prbe.g_00863	Syac.g_02122
OG0000921	Prbe.g_00862	Syac.g_02121
OG0000922	Prbe.g_00861	Syac.g_02120
OG0000923	Prbe.g_00857	Syac.g_02116
OG0000924	Prbe.g_00856	Syac.g_02115
OG0000925	Prbe.g_00855	Syac.g_02114
OG0000926	Prbe.g_00854	Syac.g_02113
OG0000927	Prbe.g_00852	Syac.g_02111
OG0000928	Prbe.g_00851	Syac.g_02110
OG0000929	Prbe.g_00850	Syac.g_02109
OG0000930	Prbe.g_00849	Syac.g_02108
OG0000931	Prbe.g_00848	Syac.g_02107
OG0000932	Prbe.g_00847	Syac.g_02106
OG0000933	Prbe.g_00843	Syac.g_02101
OG0000934	Prbe.g_00841	Syac.g_02099
OG0000935	Prbe.g_00840	Syac.g_02098
OG0000936	Prbe.g_00839	Syac.g_02097
OG0000937	Prbe.g_00838	Syac.g_02096
OG0000938	Prbe.g_00835	Syac.g_02092
OG0000939	Prbe.g_00834	Syac.g_02091
OG0000940	Prbe.g_00827	Syac.g_02084
OG0000941	Prbe.g_00825	Syac.g_02082
OG0000942	Prbe.g_00823	Syac.g_02080
OG0000943	Prbe.g_00822	Syac.g_02079
OG0000944	Prbe.g_00820	Syac.g_02077
OG0000945	Prbe.g_00819	Syac.g_02075
OG0000946	Prbe.g_00814	Syac.g_02071
OG0000947	Prbe.g_00812	Syac.g_02068
OG0000948	Prbe.g_00811	Syac.g_02067
OG0000949	Prbe.g_00808	Syac.g_00205
OG0000950	Prbe.g_00801	Syac.g_00193
OG0000951	Prbe.g_00797	Syac.g_00188
OG0000952	Prbe.g_00793	Syac.g_00183
OG0000953	Prbe.g_00789	Syac.g_00177
OG0000954	Prbe.g_00785	Syac.g_00172
OG0000955	Prbe.g_00784	Syac.g_00171
OG0000956	Prbe.g_00782	Syac.g_00169
OG0000957	Prbe.g_00776	Syac.g_00158
OG0000958	Prbe.g_00775	Syac.g_00157
OG0000959	Prbe.g_00771	Syac.g_00153
OG0000960	Prbe.g_00770	Syac.g_00152
OG0000961	Prbe.g_00767	Syac.g_00147
OG0000962	Prbe.g_00765	Syac.g_00145
OG0000963	Prbe.g_00761	Syac.g_00140
OG0000964	Prbe.g_00760	Syac.g_00139
OG0000965	Prbe.g_00759	Syac.g_00138
OG0000966	Prbe.g_00749	Syac.g_00107
OG0000967	Prbe.g_00753	Syac.g_00075
OG0000968	Prbe.g_00755	Syac.g_00080
OG0000969	Prbe.g_00756	Syac.g_00078
OG0000970	Prbe.g_01134	Syac.g_00077
OG0000971	Prbe.g_01135	Syac.g_00067
OG0000972	Prbe.g_01136	Syac.g_00066
OG0000973	Prbe.g_01137	Syac.g_00065
OG0000974	Prbe.g_01138	Syac.g_00064
OG0000975	Prbe.g_01139	Syac.g_00063
OG0000976	Prbe.g_01140	Syac.g_00062
OG0000977	Prbe.g_01141	Syac.g_00059
OG0000978	Prbe.g_01142	Syac.g_00058
OG0000979	Prbe.g_01145	Syac.g_00055
OG0000980	Prbe.g_01147	Syac.g_00052
OG0000981	Prbe.g_01150	Syac.g_00049
OG0000982	Prbe.g_01152	Syac.g_02354
OG0000983	Prbe.g_01153	Syac.g_02355
OG0000984	Prbe.g_01154	Syac.g_02356
OG0000985	Prbe.g_01157	Syac.g_02359
OG0000986	Prbe.g_01159	Syac.g_02363
OG0000987	Prbe.g_01160	Syac.g_02365
OG0000988	Prbe.g_01163	Syac.g_02370
OG0000989	Prbe.g_01167	Syac.g_02379
OG0000990	Prbe.g_01171	Syac.g_02397
OG0000991	Prbe.g_01172	Syac.g_02400
OG0000992	Prbe.g_01175	Syac.g_02402
OG0000993	Prbe.g_01176	Syac.g_02403
OG0000994	Prbe.g_01177	Syac.g_02405
OG0000995	Prbe.g_01181	Syac.g_02410
OG0000996	Prbe.g_01182	Syac.g_02454
OG0000997	Prbe.g_01185	Syac.g_02464
OG0000998	Prbe.g_01187	Syac.g_02466
OG0000999	Prbe.g_01188	Syac.g_02467
OG0001000	Prbe.g_01191	Syac.g_02470
OG0001001	Prbe.g_01194	Syac.g_02475
OG0001002	Prbe.g_01056	Syac.g_02481
OG0001003	Prbe.g_01057	Syac.g_02483
OG0001004	Prbe.g_01058	Syac.g_02484
OG0001005	Prbe.g_01059	Syac.g_02485
OG0001006	Prbe.g_01063	Syac.g_02492
OG0001007	Prbe.g_01065	Syac.g_02494
OG0001008	Prbe.g_01935	Syac.g_00693
OG0001009	Prbe.g_00127	Syac.g_00030
OG0001010	Prbe.g_00128	Syac.g_00031
OG0001011	Prbe.g_00130	Syac.g_00032
OG0001012	Prbe.g_00144	Syac.g_02351
OG0001013	Prbe.g_00151	Syac.g_02337
OG0001014	Prbe.g_00154	Syac.g_02333
OG0001015	Prbe.g_00156	Syac.g_02332
OG0001016	Prbe.g_00178	Syac.g_00446
OG0001017	Prbe.g_00182	Syac.g_00440
OG0001018	Prbe.g_00184	Syac.g_00438
OG0001019	Prbe.g_00193	Syac.g_00422
OG0001020	Prbe.g_01630	Syac.g_00417
OG0001021	Prbe.g_01631	Syac.g_00413
OG0001022	Prbe.g_01634	Syac.g_00410
OG0001023	Prbe.g_01635	Syac.g_00409
OG0001024	Prbe.g_01639	Syac.g_00405
OG0001025	Prbe.g_01646	Syac.g_00399
OG0001026	Prbe.g_01655	Syac.g_00386
OG0001027	Prbe.g_01656	Syac.g_00380
OG0001028	Prbe.g_01658	Syac.g_00378
OG0001029	Prbe.g_01659	Syac.g_00376
OG0001030	Prbe.g_01675	Syac.g_00356
OG0001031	Prbe.g_01735	Syac.g_02266
OG0001032	Prbe.g_01736	Syac.g_02268
OG0001033	Prbe.g_01757	Syac.g_02298
OG0001034	Prbe.g_01788	Syac.g_01968
OG0001036	Prbe.g_01812	Syac.g_02221
OG0001037	Prbe.g_01813	Syac.g_02223
OG0001038	Prbe.g_01832	Syac.g_02251
OG0001039	Prbe.g_01835	Syac.g_02254
OG0001040	Prbe.g_01837	Syac.g_00292
OG0001041	Prbe.g_01842	Syac.g_00287
OG0001042	Prbe.g_01859	Syac.g_00258
OG0001043	Prbe.g_01860	Syac.g_00254
OG0001044	Prbe.g_01891	Syac.g_02021
OG0001045	Prbe.g_01900	Syac.g_02008
OG0001046	Prbe.g_01033	Syac.g_01207
OG0001047	Prbe.g_01937	Syac.g_00695
OG0001048	Prbe.g_01938	Syac.g_00696
OG0001049	Prbe.g_01940	Syac.g_00703
OG0001050	Prbe.g_01941	Syac.g_00704
OG0001051	Prbe.g_01942	Syac.g_00705
OG0001052	Prbe.g_00662	Syac.g_01704
OG0001053	Prbe.g_00650	Syac.g_01901
OG0001054	Prbe.g_00635	Syac.g_01884
OG0001055	Prbe.g_00616	Syac.g_01863
OG0001056	Prbe.g_00599	Syac.g_01831
OG0001057	Prbe.g_00594	Syac.g_01825
OG0001058	Prbe.g_00586	Syac.g_01810
OG0001059	Prbe.g_00582	Syac.g_01806
OG0001060	Prbe.g_00576	Syac.g_01799
OG0001061	Prbe.g_00561	Syac.g_01779
OG0001062	Prbe.g_00559	Syac.g_01777
OG0001063	Prbe.g_00557	Syac.g_01773
OG0001064	Prbe.g_00556	Syac.g_01772
OG0001065	Prbe.g_00555	Syac.g_01771
OG0001066	Prbe.g_00554	Syac.g_01770
OG0001067	Prbe.g_00553	Syac.g_01769
OG0001068	Prbe.g_00552	Syac.g_01768
OG0001069	Prbe.g_00551	Syac.g_01767
OG0001070	Prbe.g_00547	Syac.g_01764
OG0001071	Prbe.g_00546	Syac.g_01763
OG0001072	Prbe.g_00544	Syac.g_01758
OG0001074	Prbe.g_00518	Syac.g_00945
OG0001075	Prbe.g_00517	Syac.g_00946
OG0001076	Prbe.g_00510	Syac.g_00956
OG0001077	Prbe.g_00504	Syac.g_00967
OG0001078	Prbe.g_01484	Syac.g_00980
OG0001079	Prbe.g_01472	Syac.g_00993
OG0001080	Prbe.g_01466	Syac.g_01092
OG0001081	Prbe.g_01464	Syac.g_01432
OG0001082	Prbe.g_01463	Syac.g_01431
OG0001083	Prbe.g_01458	Syac.g_01424
OG0001084	Prbe.g_01457	Syac.g_01423
OG0001085	Prbe.g_00444	Syac.g_01412
OG0001086	Prbe.g_00445	Syac.g_01410
OG0001087	Prbe.g_00463	Syac.g_00923
OG0001088	Prbe.g_00464	Syac.g_00920
OG0001089	Prbe.g_01205	Syac.g_00896
OG0001090	Prbe.g_01215	Syac.g_01286
OG0001091	Prbe.g_01437	Syac.g_01284
OG0001092	Prbe.g_01436	Syac.g_01282
OG0001093	Prbe.g_01431	Syac.g_01276
OG0001094	Prbe.g_01438	Syac.g_01347
OG0001095	Prbe.g_01235	Syac.g_01326
OG0001096	Prbe.g_01249	Syac.g_01310
OG0001097	Prbe.g_01269	Syac.g_00834
OG0001098	Prbe.g_01288	Syac.g_01096
OG0001099	Prbe.g_00110	Syac.g_00377
OG0001100	Prbe.g_00408	Syac.g_01402
OG0001101	Prbe.g_00411	Syac.g_01401
OG0001102	Prbe.g_00414	Syac.g_01398
OG0001103	Prbe.g_00416	Syac.g_01395
OG0001104	Prbe.g_00439	Syac.g_01364
OG0001105	Prbe.g_00443	Syac.g_01360
OG0001106	Prbe.g_01341	Syac.g_01166
OG0001107	Prbe.g_01348	Syac.g_01180
OG0001108	Prbe.g_01352	Syac.g_01188
OG0001109	Prbe.g_01353	Syac.g_01190
OG0001110	Prbe.g_01355	Syac.g_01192
OG0001111	Prbe.g_01356	Syac.g_01194
OG0001112	Prbe.g_01357	Syac.g_01196
OG0001113	Prbe.g_01358	Syac.g_01197
OG0001114	Prbe.g_01359	Syac.g_01198
OG0001115	Prbe.g_01361	Syac.g_01202
OG0001116	Prbe.g_01362	Syac.g_01204
OG0001117	Prbe.g_01363	Syac.g_01205
OG0001118	Prbe.g_01364	Syac.g_01206
OG0001119	Prbe.g_01365	Syac.g_01208
OG0001120	Prbe.g_01367	Syac.g_01213
