Orthogroup	Prbe	Syaf
OG0000541	Prbe.g_00629	Syaf.g_02694
OG0000542	Prbe.g_00628	Syaf.g_02691
OG0000543	Prbe.g_00626	Syaf.g_02689
OG0000544	Prbe.g_00625	Syaf.g_02688
OG0000545	Prbe.g_00623	Syaf.g_02686
OG0000546	Prbe.g_00620	Syaf.g_02684
OG0000547	Prbe.g_00618	Syaf.g_02682
OG0000548	Prbe.g_00617	Syaf.g_02681
OG0000549	Prbe.g_00615	Syaf.g_02676
OG0000550	Prbe.g_00611	Syaf.g_02671
OG0000551	Prbe.g_00608	Syaf.g_02666
OG0000552	Prbe.g_00607	Syaf.g_02665
OG0000553	Prbe.g_00606	Syaf.g_02663
OG0000554	Prbe.g_00601	Syaf.g_02653
OG0000555	Prbe.g_00593	Syaf.g_02635
OG0000556	Prbe.g_00591	Syaf.g_02630
OG0000557	Prbe.g_00590	Syaf.g_02628
OG0000558	Prbe.g_00588	Syaf.g_02626
OG0000559	Prbe.g_00584	Syaf.g_02622
OG0000560	Prbe.g_00581	Syaf.g_02619
OG0000561	Prbe.g_00580	Syaf.g_02618
OG0000562	Prbe.g_00579	Syaf.g_02617
OG0000563	Prbe.g_00578	Syaf.g_02616
OG0000564	Prbe.g_00577	Syaf.g_02615
OG0000565	Prbe.g_00575	Syaf.g_02612
OG0000566	Prbe.g_00571	Syaf.g_02608
OG0000567	Prbe.g_00567	Syaf.g_02604
OG0000568	Prbe.g_00566	Syaf.g_02599
OG0000569	Prbe.g_00565	Syaf.g_02596
OG0000570	Prbe.g_00564	Syaf.g_02595
OG0000571	Prbe.g_00562	Syaf.g_02591
OG0000572	Prbe.g_00548	Syaf.g_02575
OG0000573	Prbe.g_00542	Syaf.g_02567
OG0000574	Prbe.g_00541	Syaf.g_02566
OG0000575	Prbe.g_00537	Syaf.g_02562
OG0000576	Prbe.g_00535	Syaf.g_02560
OG0000577	Prbe.g_00534	Syaf.g_02559
OG0000578	Prbe.g_00533	Syaf.g_02558
OG0000579	Prbe.g_00532	Syaf.g_02557
OG0000580	Prbe.g_00531	Syaf.g_02556
OG0000581	Prbe.g_00528	Syaf.g_02550
OG0000582	Prbe.g_00525	Syaf.g_02374
OG0000583	Prbe.g_00524	Syaf.g_02373
OG0000584	Prbe.g_00523	Syaf.g_02372
OG0000585	Prbe.g_00521	Syaf.g_02370
OG0000586	Prbe.g_00520	Syaf.g_02369
OG0000587	Prbe.g_00519	Syaf.g_02367
OG0000588	Prbe.g_00515	Syaf.g_02350
OG0000589	Prbe.g_00513	Syaf.g_02340
OG0000590	Prbe.g_00512	Syaf.g_02339
OG0000591	Prbe.g_00508	Syaf.g_02331
OG0000592	Prbe.g_00507	Syaf.g_02330
OG0000593	Prbe.g_01488	Syaf.g_02314
OG0000594	Prbe.g_01487	Syaf.g_02313
OG0000595	Prbe.g_01486	Syaf.g_02312
OG0000596	Prbe.g_01482	Syaf.g_02307
OG0000597	Prbe.g_01479	Syaf.g_02304
OG0000598	Prbe.g_01478	Syaf.g_02303
OG0000599	Prbe.g_01475	Syaf.g_02300
OG0000600	Prbe.g_01474	Syaf.g_02299
OG0000601	Prbe.g_01473	Syaf.g_02298
OG0000602	Prbe.g_01471	Syaf.g_02293
OG0000603	Prbe.g_01470	Syaf.g_02292
OG0000604	Prbe.g_01469	Syaf.g_02289
OG0000605	Prbe.g_01468	Syaf.g_01734
OG0000606	Prbe.g_01465	Syaf.g_02145
OG0000607	Prbe.g_01462	Syaf.g_02142
OG0000608	Prbe.g_01461	Syaf.g_02141
OG0000609	Prbe.g_01460	Syaf.g_02139
OG0000610	Prbe.g_01454	Syaf.g_02132
OG0000611	Prbe.g_01451	Syaf.g_02129
OG0000612	Prbe.g_01450	Syaf.g_02128
OG0000613	Prbe.g_00447	Syaf.g_00315
OG0000614	Prbe.g_00468	Syaf.g_01469
OG0000615	Prbe.g_01209	Syaf.g_02085
OG0000616	Prbe.g_01197	Syaf.g_00518
OG0000617	Prbe.g_01434	Syaf.g_01975
OG0000618	Prbe.g_01433	Syaf.g_01974
OG0000619	Prbe.g_01432	Syaf.g_01973
OG0000620	Prbe.g_01429	Syaf.g_01966
OG0000621	Prbe.g_01428	Syaf.g_01965
OG0000622	Prbe.g_01427	Syaf.g_01964
OG0000623	Prbe.g_01426	Syaf.g_01963
OG0000624	Prbe.g_01424	Syaf.g_01961
OG0000625	Prbe.g_01423	Syaf.g_01960
OG0000626	Prbe.g_01422	Syaf.g_01959
OG0000627	Prbe.g_01421	Syaf.g_01782
OG0000628	Prbe.g_01420	Syaf.g_01783
OG0000629	Prbe.g_01419	Syaf.g_01786
OG0000630	Prbe.g_01416	Syaf.g_01790
OG0000631	Prbe.g_01323	Syaf.g_01801
OG0000632	Prbe.g_01324	Syaf.g_01802
OG0000633	Prbe.g_01325	Syaf.g_01803
OG0000634	Prbe.g_01218	Syaf.g_02053
OG0000635	Prbe.g_01219	Syaf.g_02052
OG0000636	Prbe.g_01221	Syaf.g_02050
OG0000637	Prbe.g_01223	Syaf.g_02048
OG0000638	Prbe.g_01224	Syaf.g_02047
OG0000639	Prbe.g_01225	Syaf.g_02046
OG0000640	Prbe.g_01226	Syaf.g_02045
OG0000641	Prbe.g_01230	Syaf.g_02041
OG0000642	Prbe.g_01231	Syaf.g_02040
OG0000643	Prbe.g_01232	Syaf.g_02038
OG0000644	Prbe.g_01233	Syaf.g_02037
OG0000645	Prbe.g_01234	Syaf.g_02035
OG0000646	Prbe.g_01236	Syaf.g_02032
OG0000647	Prbe.g_01238	Syaf.g_02030
OG0000648	Prbe.g_01240	Syaf.g_02027
OG0000649	Prbe.g_01241	Syaf.g_02026
OG0000650	Prbe.g_01242	Syaf.g_02025
OG0000651	Prbe.g_01243	Syaf.g_02024
OG0000652	Prbe.g_01244	Syaf.g_02023
OG0000653	Prbe.g_01246	Syaf.g_02021
OG0000654	Prbe.g_01247	Syaf.g_02020
OG0000655	Prbe.g_01248	Syaf.g_02019
OG0000656	Prbe.g_01251	Syaf.g_02016
OG0000657	Prbe.g_01259	Syaf.g_01384
OG0000658	Prbe.g_01261	Syaf.g_01381
OG0000659	Prbe.g_01262	Syaf.g_01380
OG0000660	Prbe.g_01266	Syaf.g_01376
OG0000661	Prbe.g_01268	Syaf.g_01374
OG0000662	Prbe.g_01270	Syaf.g_01372
OG0000663	Prbe.g_01272	Syaf.g_01369
OG0000664	Prbe.g_01273	Syaf.g_01368
OG0000665	Prbe.g_01279	Syaf.g_00980
OG0000666	Prbe.g_01280	Syaf.g_01733
OG0000667	Prbe.g_01284	Syaf.g_01635
OG0000668	Prbe.g_00105	Syaf.g_01928
OG0000669	Prbe.g_00406	Syaf.g_02112
OG0000670	Prbe.g_00409	Syaf.g_02769
OG0000671	Prbe.g_00412	Syaf.g_02108
OG0000672	Prbe.g_00415	Syaf.g_02105
OG0000673	Prbe.g_00418	Syaf.g_02102
OG0000674	Prbe.g_00420	Syaf.g_02100
OG0000675	Prbe.g_00421	Syaf.g_02099
OG0000676	Prbe.g_00423	Syaf.g_02097
OG0000677	Prbe.g_00424	Syaf.g_02096
OG0000678	Prbe.g_00426	Syaf.g_02092
OG0000679	Prbe.g_00430	Syaf.g_02083
OG0000680	Prbe.g_00431	Syaf.g_02082
OG0000681	Prbe.g_00434	Syaf.g_02079
OG0000682	Prbe.g_00435	Syaf.g_02078
OG0000683	Prbe.g_00436	Syaf.g_02077
OG0000684	Prbe.g_00438	Syaf.g_02072
OG0000685	Prbe.g_00440	Syaf.g_02070
OG0000686	Prbe.g_00441	Syaf.g_02069
OG0000687	Prbe.g_00442	Syaf.g_02068
OG0000688	Prbe.g_01446	Syaf.g_02063
OG0000689	Prbe.g_01445	Syaf.g_02061
OG0000690	Prbe.g_01444	Syaf.g_02060
OG0000691	Prbe.g_01443	Syaf.g_02059
OG0000692	Prbe.g_01441	Syaf.g_02058
OG0000693	Prbe.g_01440	Syaf.g_02057
OG0000694	Prbe.g_01439	Syaf.g_02056
OG0000695	Prbe.g_01327	Syaf.g_01805
OG0000696	Prbe.g_01328	Syaf.g_01806
OG0000697	Prbe.g_01329	Syaf.g_01808
OG0000698	Prbe.g_01332	Syaf.g_01811
OG0000699	Prbe.g_01333	Syaf.g_01813
OG0000700	Prbe.g_01334	Syaf.g_01814
OG0000701	Prbe.g_01335	Syaf.g_01815
OG0000702	Prbe.g_01337	Syaf.g_01843
OG0000703	Prbe.g_01338	Syaf.g_01844
OG0000704	Prbe.g_01340	Syaf.g_01846
OG0000705	Prbe.g_01343	Syaf.g_01853
OG0000706	Prbe.g_01344	Syaf.g_01854
OG0000707	Prbe.g_01345	Syaf.g_01855
OG0000708	Prbe.g_01347	Syaf.g_01858
OG0000709	Prbe.g_01351	Syaf.g_01867
OG0000710	Prbe.g_01354	Syaf.g_01878
OG0000711	Prbe.g_01372	Syaf.g_01908
OG0000712	Prbe.g_01373	Syaf.g_01910
OG0000713	Prbe.g_01374	Syaf.g_01911
OG0000714	Prbe.g_01375	Syaf.g_01913
OG0000715	Prbe.g_01377	Syaf.g_01915
OG0000716	Prbe.g_01379	Syaf.g_01919
OG0000717	Prbe.g_01380	Syaf.g_01920
OG0000718	Prbe.g_01384	Syaf.g_01924
OG0000719	Prbe.g_01386	Syaf.g_01926
OG0000720	Prbe.g_01398	Syaf.g_01939
OG0000721	Prbe.g_01402	Syaf.g_01941
OG0000722	Prbe.g_01403	Syaf.g_01942
OG0000723	Prbe.g_01407	Syaf.g_01957
OG0000724	Prbe.g_01302	Syaf.g_01418
OG0000725	Prbe.g_01296	Syaf.g_01445
OG0000726	Prbe.g_01295	Syaf.g_01446
OG0000727	Prbe.g_01294	Syaf.g_01447
OG0000728	Prbe.g_01292	Syaf.g_01449
OG0000729	Prbe.g_00915	Syaf.g_00405
OG0000730	Prbe.g_01591	Syaf.g_00026
OG0000731	Prbe.g_01898	Syaf.g_00014
OG0000732	Prbe.g_01148	Syaf.g_00444
OG0000733	Prbe.g_00042	Syaf.g_00615
OG0000734	Prbe.g_01565	Syaf.g_00895
OG0000735	Prbe.g_01563	Syaf.g_01273
OG0000736	Prbe.g_01562	Syaf.g_01274
OG0000737	Prbe.g_01561	Syaf.g_01275
OG0000738	Prbe.g_01557	Syaf.g_01280
OG0000739	Prbe.g_01556	Syaf.g_01281
OG0000740	Prbe.g_01555	Syaf.g_01282
OG0000741	Prbe.g_01553	Syaf.g_01285
OG0000742	Prbe.g_01550	Syaf.g_01287
OG0000743	Prbe.g_01548	Syaf.g_01289
OG0000744	Prbe.g_01547	Syaf.g_01290
OG0000745	Prbe.g_01546	Syaf.g_01293
OG0000746	Prbe.g_01544	Syaf.g_01295
OG0000747	Prbe.g_01543	Syaf.g_01296
OG0000748	Prbe.g_01539	Syaf.g_01307
OG0000749	Prbe.g_01538	Syaf.g_01309
OG0000750	Prbe.g_01537	Syaf.g_01310
OG0000751	Prbe.g_01534	Syaf.g_01317
OG0000752	Prbe.g_01532	Syaf.g_01319
OG0000753	Prbe.g_01530	Syaf.g_01322
OG0000754	Prbe.g_01527	Syaf.g_01611
OG0000755	Prbe.g_01521	Syaf.g_01599
OG0000756	Prbe.g_01520	Syaf.g_01598
OG0000757	Prbe.g_01513	Syaf.g_01590
OG0000758	Prbe.g_01512	Syaf.g_01589
OG0000759	Prbe.g_01511	Syaf.g_01588
OG0000760	Prbe.g_01510	Syaf.g_01587
OG0000761	Prbe.g_01509	Syaf.g_01586
OG0000762	Prbe.g_01508	Syaf.g_01584
OG0000763	Prbe.g_01506	Syaf.g_01582
OG0000764	Prbe.g_01505	Syaf.g_01581
OG0000765	Prbe.g_01497	Syaf.g_01564
OG0000766	Prbe.g_01496	Syaf.g_01563
OG0000767	Prbe.g_01494	Syaf.g_01561
OG0000768	Prbe.g_01493	Syaf.g_01560
OG0000769	Prbe.g_01491	Syaf.g_01558
OG0000770	Prbe.g_00502	Syaf.g_01553
OG0000771	Prbe.g_00215	Syaf.g_01411
OG0000772	Prbe.g_01128	Syaf.g_01705
OG0000773	Prbe.g_00902	Syaf.g_01268
OG0000774	Prbe.g_00900	Syaf.g_01263
OG0000775	Prbe.g_00898	Syaf.g_01261
OG0000776	Prbe.g_00897	Syaf.g_01260
OG0000777	Prbe.g_00896	Syaf.g_01259
OG0000778	Prbe.g_00895	Syaf.g_01258
OG0000779	Prbe.g_00891	Syaf.g_01252
OG0000780	Prbe.g_00890	Syaf.g_01249
OG0000781	Prbe.g_00886	Syaf.g_01245
OG0000782	Prbe.g_00885	Syaf.g_01244
OG0000783	Prbe.g_00884	Syaf.g_01243
OG0000784	Prbe.g_00883	Syaf.g_01242
OG0000785	Prbe.g_00881	Syaf.g_01240
OG0000786	Prbe.g_00878	Syaf.g_02546
OG0000787	Prbe.g_00877	Syaf.g_02547
OG0000788	Prbe.g_00634	Syaf.g_02297
OG0000789	Prbe.g_00212	Syaf.g_01750
OG0000790	Prbe.g_00368	Syaf.g_02738
OG0000791	Prbe.g_00366	Syaf.g_02740
OG0000792	Prbe.g_00365	Syaf.g_02741
OG0000793	Prbe.g_00362	Syaf.g_02746
OG0000794	Prbe.g_00361	Syaf.g_02747
OG0000795	Prbe.g_00360	Syaf.g_02748
OG0000796	Prbe.g_00356	Syaf.g_02752
OG0000797	Prbe.g_00355	Syaf.g_02753
OG0000799	Prbe.g_00328	Syaf.g_02380
OG0000800	Prbe.g_00327	Syaf.g_02383
OG0000801	Prbe.g_00326	Syaf.g_02384
OG0000802	Prbe.g_00324	Syaf.g_02388
OG0000803	Prbe.g_00322	Syaf.g_02393
OG0000804	Prbe.g_00321	Syaf.g_02396
OG0000805	Prbe.g_00319	Syaf.g_02398
OG0000806	Prbe.g_00317	Syaf.g_02405
OG0000807	Prbe.g_00316	Syaf.g_02406
OG0000808	Prbe.g_00315	Syaf.g_02407
OG0000809	Prbe.g_00313	Syaf.g_02410
OG0000810	Prbe.g_00312	Syaf.g_02411
OG0000811	Prbe.g_00308	Syaf.g_02420
OG0000812	Prbe.g_00306	Syaf.g_02422
OG0000813	Prbe.g_00305	Syaf.g_02423
OG0000814	Prbe.g_00303	Syaf.g_02425
OG0000815	Prbe.g_00302	Syaf.g_02426
OG0000816	Prbe.g_00300	Syaf.g_02428
OG0000817	Prbe.g_00299	Syaf.g_02429
OG0000818	Prbe.g_00294	Syaf.g_02442
OG0000819	Prbe.g_00293	Syaf.g_02443
OG0000820	Prbe.g_00292	Syaf.g_02444
OG0000821	Prbe.g_00288	Syaf.g_02450
OG0000822	Prbe.g_00287	Syaf.g_02452
OG0000823	Prbe.g_00286	Syaf.g_02453
OG0000824	Prbe.g_00283	Syaf.g_02459
OG0000825	Prbe.g_00282	Syaf.g_02460
OG0000826	Prbe.g_00281	Syaf.g_02461
OG0000827	Prbe.g_00280	Syaf.g_02462
OG0000828	Prbe.g_00277	Syaf.g_02465
OG0000829	Prbe.g_00276	Syaf.g_02466
OG0000830	Prbe.g_00275	Syaf.g_02467
OG0000831	Prbe.g_00273	Syaf.g_02470
OG0000832	Prbe.g_00263	Syaf.g_01109
OG0000833	Prbe.g_00254	Syaf.g_01100
OG0000834	Prbe.g_00253	Syaf.g_01098
OG0000835	Prbe.g_00252	Syaf.g_01097
OG0000836	Prbe.g_00251	Syaf.g_01093
OG0000837	Prbe.g_00250	Syaf.g_01091
OG0000838	Prbe.g_00248	Syaf.g_01087
OG0000839	Prbe.g_00247	Syaf.g_01086
OG0000840	Prbe.g_00246	Syaf.g_01085
OG0000841	Prbe.g_00245	Syaf.g_01084
OG0000842	Prbe.g_00244	Syaf.g_01083
OG0000843	Prbe.g_00243	Syaf.g_01082
OG0000844	Prbe.g_00242	Syaf.g_01080
OG0000845	Prbe.g_00241	Syaf.g_01079
OG0000846	Prbe.g_00240	Syaf.g_01078
OG0000847	Prbe.g_00239	Syaf.g_01077
OG0000848	Prbe.g_00238	Syaf.g_01075
OG0000849	Prbe.g_00237	Syaf.g_01074
OG0000850	Prbe.g_00235	Syaf.g_01072
OG0000851	Prbe.g_00234	Syaf.g_01061
OG0000852	Prbe.g_00233	Syaf.g_01060
OG0000853	Prbe.g_00227	Syaf.g_01056
OG0000854	Prbe.g_00225	Syaf.g_01054
OG0000855	Prbe.g_00224	Syaf.g_01053
OG0000856	Prbe.g_00505	Syaf.g_02328
OG0000857	Prbe.g_01237	Syaf.g_02031
OG0000858	Prbe.g_00992	Syaf.g_01047
OG0000859	Prbe.g_00991	Syaf.g_01046
OG0000860	Prbe.g_00983	Syaf.g_01031
OG0000861	Prbe.g_00982	Syaf.g_01030
OG0000862	Prbe.g_00981	Syaf.g_01029
OG0000863	Prbe.g_00979	Syaf.g_01026
OG0000864	Prbe.g_00978	Syaf.g_01025
OG0000865	Prbe.g_00977	Syaf.g_01024
OG0000866	Prbe.g_00976	Syaf.g_01023
OG0000867	Prbe.g_00975	Syaf.g_01022
OG0000868	Prbe.g_00973	Syaf.g_01019
OG0000869	Prbe.g_00970	Syaf.g_01014
OG0000870	Prbe.g_00965	Syaf.g_01009
OG0000871	Prbe.g_00964	Syaf.g_01008
OG0000872	Prbe.g_00963	Syaf.g_01001
OG0000873	Prbe.g_00960	Syaf.g_00998
OG0000874	Prbe.g_00957	Syaf.g_01002
OG0000875	Prbe.g_00956	Syaf.g_00996
OG0000876	Prbe.g_00955	Syaf.g_01198
OG0000877	Prbe.g_00953	Syaf.g_01188
OG0000878	Prbe.g_00952	Syaf.g_01187
OG0000879	Prbe.g_00951	Syaf.g_01186
OG0000880	Prbe.g_00950	Syaf.g_01185
OG0000881	Prbe.g_00946	Syaf.g_01179
OG0000882	Prbe.g_00941	Syaf.g_01174
OG0000883	Prbe.g_00939	Syaf.g_01172
OG0000884	Prbe.g_00937	Syaf.g_01170
OG0000885	Prbe.g_00936	Syaf.g_01169
OG0000886	Prbe.g_00935	Syaf.g_01168
OG0000887	Prbe.g_00934	Syaf.g_01167
OG0000888	Prbe.g_00932	Syaf.g_01165
OG0000889	Prbe.g_00930	Syaf.g_01163
OG0000890	Prbe.g_00929	Syaf.g_01157
OG0000891	Prbe.g_00928	Syaf.g_01156
OG0000892	Prbe.g_00926	Syaf.g_01154
OG0000893	Prbe.g_00922	Syaf.g_00178
OG0000894	Prbe.g_00919	Syaf.g_00175
OG0000895	Prbe.g_01111	Syaf.g_00171
OG0000896	Prbe.g_01110	Syaf.g_00170
OG0000897	Prbe.g_01108	Syaf.g_00168
OG0000898	Prbe.g_01107	Syaf.g_00167
OG0000899	Prbe.g_01106	Syaf.g_00166
OG0000900	Prbe.g_01105	Syaf.g_00165
OG0000901	Prbe.g_01102	Syaf.g_00160
OG0000902	Prbe.g_01100	Syaf.g_00158
OG0000903	Prbe.g_01096	Syaf.g_00141
OG0000904	Prbe.g_01092	Syaf.g_00146
OG0000905	Prbe.g_01098	Syaf.g_00151
OG0000906	Prbe.g_01099	Syaf.g_00154
OG0000907	Prbe.g_01089	Syaf.g_00139
OG0000908	Prbe.g_01086	Syaf.g_00136
OG0000909	Prbe.g_01085	Syaf.g_00135
OG0000910	Prbe.g_01084	Syaf.g_00134
OG0000911	Prbe.g_01082	Syaf.g_00132
OG0000912	Prbe.g_01081	Syaf.g_00131
OG0000913	Prbe.g_01080	Syaf.g_00130
OG0000914	Prbe.g_01079	Syaf.g_00129
OG0000915	Prbe.g_01078	Syaf.g_00127
OG0000916	Prbe.g_00867	Syaf.g_00126
OG0000917	Prbe.g_00866	Syaf.g_00125
OG0000918	Prbe.g_00865	Syaf.g_00124
OG0000919	Prbe.g_00864	Syaf.g_00123
OG0000920	Prbe.g_00863	Syaf.g_00122
OG0000921	Prbe.g_00862	Syaf.g_00121
OG0000922	Prbe.g_00861	Syaf.g_00120
OG0000923	Prbe.g_00857	Syaf.g_00116
OG0000924	Prbe.g_00856	Syaf.g_00115
OG0000925	Prbe.g_00855	Syaf.g_00114
OG0000926	Prbe.g_00854	Syaf.g_00113
OG0000927	Prbe.g_00852	Syaf.g_00111
OG0000928	Prbe.g_00851	Syaf.g_00110
OG0000929	Prbe.g_00850	Syaf.g_00109
OG0000930	Prbe.g_00849	Syaf.g_00108
OG0000931	Prbe.g_00848	Syaf.g_00107
OG0000932	Prbe.g_00847	Syaf.g_00106
OG0000933	Prbe.g_00843	Syaf.g_00100
OG0000934	Prbe.g_00841	Syaf.g_00098
OG0000935	Prbe.g_00840	Syaf.g_00097
OG0000936	Prbe.g_00839	Syaf.g_00096
OG0000937	Prbe.g_00838	Syaf.g_00095
OG0000938	Prbe.g_00835	Syaf.g_00092
OG0000939	Prbe.g_00834	Syaf.g_00091
OG0000940	Prbe.g_00827	Syaf.g_00084
OG0000941	Prbe.g_00825	Syaf.g_00082
OG0000942	Prbe.g_00823	Syaf.g_00080
OG0000943	Prbe.g_00822	Syaf.g_00079
OG0000944	Prbe.g_00820	Syaf.g_00077
OG0000945	Prbe.g_00819	Syaf.g_00075
OG0000946	Prbe.g_00814	Syaf.g_00070
OG0000947	Prbe.g_00812	Syaf.g_00067
OG0000948	Prbe.g_00811	Syaf.g_00066
OG0000949	Prbe.g_00808	Syaf.g_00337
OG0000950	Prbe.g_00801	Syaf.g_00351
OG0000951	Prbe.g_00797	Syaf.g_00358
OG0000952	Prbe.g_00793	Syaf.g_00363
OG0000953	Prbe.g_00789	Syaf.g_00367
OG0000954	Prbe.g_00785	Syaf.g_00372
OG0000955	Prbe.g_00784	Syaf.g_00373
OG0000956	Prbe.g_00782	Syaf.g_00375
OG0000957	Prbe.g_00776	Syaf.g_00386
OG0000958	Prbe.g_00775	Syaf.g_00387
OG0000959	Prbe.g_00771	Syaf.g_00391
OG0000960	Prbe.g_00770	Syaf.g_00392
OG0000961	Prbe.g_00767	Syaf.g_00402
OG0000962	Prbe.g_00765	Syaf.g_00404
OG0000963	Prbe.g_00761	Syaf.g_00409
OG0000964	Prbe.g_00760	Syaf.g_00410
OG0000965	Prbe.g_00759	Syaf.g_00411
OG0000966	Prbe.g_00749	Syaf.g_00421
OG0000967	Prbe.g_00753	Syaf.g_00426
OG0000968	Prbe.g_00755	Syaf.g_00417
OG0000969	Prbe.g_00756	Syaf.g_00423
OG0000970	Prbe.g_01134	Syaf.g_00424
OG0000971	Prbe.g_01135	Syaf.g_00429
OG0000972	Prbe.g_01136	Syaf.g_00430
OG0000973	Prbe.g_01137	Syaf.g_00431
OG0000974	Prbe.g_01138	Syaf.g_00432
OG0000975	Prbe.g_01139	Syaf.g_00433
OG0000976	Prbe.g_01140	Syaf.g_00434
OG0000977	Prbe.g_01141	Syaf.g_00436
OG0000978	Prbe.g_01142	Syaf.g_00437
OG0000979	Prbe.g_01145	Syaf.g_00440
OG0000980	Prbe.g_01147	Syaf.g_00443
OG0000981	Prbe.g_01150	Syaf.g_00446
OG0000982	Prbe.g_01152	Syaf.g_00645
OG0000983	Prbe.g_01153	Syaf.g_00644
OG0000984	Prbe.g_01154	Syaf.g_00643
OG0000985	Prbe.g_01157	Syaf.g_00641
OG0000986	Prbe.g_01159	Syaf.g_00639
OG0000987	Prbe.g_01160	Syaf.g_00637
OG0000988	Prbe.g_01163	Syaf.g_00633
OG0000989	Prbe.g_01167	Syaf.g_00624
OG0000990	Prbe.g_01171	Syaf.g_00606
OG0000991	Prbe.g_01172	Syaf.g_00604
OG0000992	Prbe.g_01175	Syaf.g_00601
OG0000993	Prbe.g_01176	Syaf.g_00600
OG0000994	Prbe.g_01177	Syaf.g_00597
OG0000995	Prbe.g_01181	Syaf.g_00592
OG0000996	Prbe.g_01182	Syaf.g_00543
OG0000997	Prbe.g_01185	Syaf.g_00532
OG0000998	Prbe.g_01187	Syaf.g_00530
OG0000999	Prbe.g_01188	Syaf.g_00529
OG0001000	Prbe.g_01191	Syaf.g_00526
OG0001001	Prbe.g_01194	Syaf.g_00521
OG0001002	Prbe.g_01056	Syaf.g_00515
OG0001003	Prbe.g_01057	Syaf.g_00514
OG0001004	Prbe.g_01058	Syaf.g_00513
OG0001005	Prbe.g_01059	Syaf.g_00510
OG0001006	Prbe.g_01063	Syaf.g_00500
OG0001007	Prbe.g_01065	Syaf.g_00498
OG0001008	Prbe.g_01935	Syaf.g_01215
OG0001009	Prbe.g_00127	Syaf.g_00466
OG0001010	Prbe.g_00128	Syaf.g_00465
OG0001011	Prbe.g_00130	Syaf.g_00463
OG0001012	Prbe.g_00144	Syaf.g_00649
OG0001013	Prbe.g_00151	Syaf.g_00669
OG0001014	Prbe.g_00154	Syaf.g_00691
OG0001015	Prbe.g_00156	Syaf.g_00692
OG0001016	Prbe.g_00178	Syaf.g_00958
OG0001017	Prbe.g_00182	Syaf.g_00952
OG0001018	Prbe.g_00184	Syaf.g_00950
OG0001019	Prbe.g_00193	Syaf.g_00931
OG0001020	Prbe.g_01630	Syaf.g_00926
OG0001021	Prbe.g_01631	Syaf.g_00922
OG0001022	Prbe.g_01634	Syaf.g_00918
OG0001023	Prbe.g_01635	Syaf.g_00917
OG0001024	Prbe.g_01639	Syaf.g_00913
OG0001025	Prbe.g_01646	Syaf.g_00906
OG0001026	Prbe.g_01655	Syaf.g_00893
OG0001027	Prbe.g_01656	Syaf.g_00884
OG0001028	Prbe.g_01658	Syaf.g_00882
OG0001029	Prbe.g_01659	Syaf.g_00880
OG0001030	Prbe.g_01675	Syaf.g_00860
OG0001031	Prbe.g_01735	Syaf.g_00784
OG0001032	Prbe.g_01736	Syaf.g_00781
OG0001034	Prbe.g_01788	Syaf.g_02787
OG0001035	Prbe.g_01808	Syaf.g_00207
OG0001036	Prbe.g_01812	Syaf.g_00212
OG0001037	Prbe.g_01813	Syaf.g_00214
OG0001038	Prbe.g_01832	Syaf.g_00242
OG0001039	Prbe.g_01835	Syaf.g_00245
OG0001040	Prbe.g_01837	Syaf.g_00248
OG0001041	Prbe.g_01842	Syaf.g_00253
OG0001042	Prbe.g_01859	Syaf.g_00275
OG0001043	Prbe.g_01860	Syaf.g_00279
OG0001044	Prbe.g_01891	Syaf.g_00024
OG0001045	Prbe.g_01900	Syaf.g_00011
OG0001046	Prbe.g_01033	Syaf.g_01894
OG0001047	Prbe.g_01937	Syaf.g_01217
OG0001048	Prbe.g_01938	Syaf.g_01218
OG0001049	Prbe.g_01940	Syaf.g_01226
OG0001050	Prbe.g_01941	Syaf.g_01227
OG0001051	Prbe.g_01942	Syaf.g_01228
OG0001052	Prbe.g_00662	Syaf.g_02502
OG0001053	Prbe.g_00650	Syaf.g_02718
OG0001054	Prbe.g_00635	Syaf.g_02701
OG0001056	Prbe.g_00599	Syaf.g_02649
OG0001057	Prbe.g_00594	Syaf.g_02638
OG0001058	Prbe.g_00586	Syaf.g_02624
OG0001059	Prbe.g_00582	Syaf.g_02620
OG0001060	Prbe.g_00576	Syaf.g_02614
OG0001061	Prbe.g_00561	Syaf.g_02590
OG0001062	Prbe.g_00559	Syaf.g_02588
OG0001063	Prbe.g_00557	Syaf.g_02583
OG0001064	Prbe.g_00556	Syaf.g_02582
OG0001065	Prbe.g_00555	Syaf.g_02581
OG0001066	Prbe.g_00554	Syaf.g_02580
OG0001067	Prbe.g_00553	Syaf.g_02579
OG0001068	Prbe.g_00552	Syaf.g_02578
OG0001069	Prbe.g_00551	Syaf.g_02577
OG0001070	Prbe.g_00547	Syaf.g_02574
OG0001071	Prbe.g_00546	Syaf.g_02573
OG0001072	Prbe.g_00544	Syaf.g_02569
OG0001073	Prbe.g_00530	Syaf.g_02555
OG0001074	Prbe.g_00518	Syaf.g_02365
OG0001075	Prbe.g_00517	Syaf.g_02363
OG0001076	Prbe.g_00510	Syaf.g_02337
OG0001077	Prbe.g_00504	Syaf.g_02325
OG0001078	Prbe.g_01484	Syaf.g_02309
OG0001079	Prbe.g_01472	Syaf.g_02296
OG0001080	Prbe.g_01466	Syaf.g_01740
