Orthogroup	Prar	Prab
OG0000570	Prar.g_01400	Prab.g_00575
OG0000571	Prar.g_01402	Prab.g_00577
OG0000572	Prar.g_01415	Prab.g_00590
OG0000573	Prar.g_01422	Prab.g_00596
OG0000574	Prar.g_01423	Prab.g_00597
OG0000575	Prar.g_01427	Prab.g_00601
OG0000576	Prar.g_01429	Prab.g_00603
OG0000577	Prar.g_01430	Prab.g_00604
OG0000578	Prar.g_01431	Prab.g_00605
OG0000579	Prar.g_01432	Prab.g_00606
OG0000580	Prar.g_01433	Prab.g_00607
OG0000581	Prar.g_01435	Prab.g_00609
OG0000582	Prar.g_01438	Prab.g_00612
OG0000583	Prar.g_01439	Prab.g_00613
OG0000584	Prar.g_01440	Prab.g_00614
OG0000585	Prar.g_01442	Prab.g_00616
OG0000586	Prar.g_01443	Prab.g_00617
OG0000587	Prar.g_01444	Prab.g_00618
OG0000588	Prar.g_01448	Prab.g_00622
OG0000589	Prar.g_01451	Prab.g_00625
OG0000590	Prar.g_01452	Prab.g_00626
OG0000591	Prar.g_01455	Prab.g_00630
OG0000592	Prar.g_01456	Prab.g_00631
OG0000593	Prar.g_01462	Prab.g_00637
OG0000594	Prar.g_01463	Prab.g_00638
OG0000595	Prar.g_01464	Prab.g_00639
OG0000596	Prar.g_01468	Prab.g_00643
OG0000597	Prar.g_01470	Prab.g_00645
OG0000598	Prar.g_01471	Prab.g_00646
OG0000599	Prar.g_01474	Prab.g_00649
OG0000600	Prar.g_01475	Prab.g_00650
OG0000601	Prar.g_01476	Prab.g_00651
OG0000602	Prar.g_01478	Prab.g_00653
OG0000603	Prar.g_01479	Prab.g_00654
OG0000604	Prar.g_01480	Prab.g_00655
OG0000605	Prar.g_01481	Prab.g_00656
OG0000606	Prar.g_01484	Prab.g_00659
OG0000607	Prar.g_01487	Prab.g_00662
OG0000608	Prar.g_01488	Prab.g_00663
OG0000609	Prar.g_01489	Prab.g_00664
OG0000610	Prar.g_01494	Prab.g_00669
OG0000611	Prar.g_01497	Prab.g_00672
OG0000612	Prar.g_01498	Prab.g_00673
OG0000613	Prar.g_01503	Prab.g_00678
OG0000614	Prar.g_01522	Prab.g_00697
OG0000615	Prar.g_01530	Prab.g_00705
OG0000616	Prar.g_01534	Prab.g_00711
OG0000617	Prar.g_01605	Prab.g_00729
OG0000618	Prar.g_01606	Prab.g_00730
OG0000619	Prar.g_01607	Prab.g_00731
OG0000620	Prar.g_01610	Prab.g_00734
OG0000621	Prar.g_01611	Prab.g_00735
OG0000622	Prar.g_01612	Prab.g_00736
OG0000623	Prar.g_01613	Prab.g_00737
OG0000624	Prar.g_01614	Prab.g_00738
OG0000625	Prar.g_01615	Prab.g_00739
OG0000626	Prar.g_01616	Prab.g_00740
OG0000627	Prar.g_01617	Prab.g_00741
OG0000628	Prar.g_01618	Prab.g_00742
OG0000629	Prar.g_01619	Prab.g_00743
OG0000630	Prar.g_01622	Prab.g_00746
OG0000631	Prar.g_01675	Prab.g_00831
OG0000632	Prar.g_01676	Prab.g_00832
OG0000633	Prar.g_01677	Prab.g_00833
OG0000634	Prar.g_01680	Prab.g_00836
OG0000635	Prar.g_01681	Prab.g_00837
OG0000636	Prar.g_01683	Prab.g_00839
OG0000637	Prar.g_01685	Prab.g_00841
OG0000638	Prar.g_01686	Prab.g_00842
OG0000639	Prar.g_01687	Prab.g_00843
OG0000640	Prar.g_01688	Prab.g_00844
OG0000641	Prar.g_01692	Prab.g_00848
OG0000642	Prar.g_01693	Prab.g_00849
OG0000643	Prar.g_01694	Prab.g_00850
OG0000644	Prar.g_01695	Prab.g_00851
OG0000645	Prar.g_01696	Prab.g_00852
OG0000646	Prar.g_01698	Prab.g_00854
OG0000647	Prar.g_01699	Prab.g_00855
OG0000648	Prar.g_01701	Prab.g_00857
OG0000649	Prar.g_01702	Prab.g_00858
OG0000650	Prar.g_01703	Prab.g_00859
OG0000651	Prar.g_01704	Prab.g_00860
OG0000652	Prar.g_01705	Prab.g_00861
OG0000653	Prar.g_01707	Prab.g_00863
OG0000654	Prar.g_01708	Prab.g_00864
OG0000655	Prar.g_01709	Prab.g_00865
OG0000656	Prar.g_01712	Prab.g_00868
OG0000657	Prar.g_01719	Prab.g_00875
OG0000658	Prar.g_01720	Prab.g_00876
OG0000659	Prar.g_01721	Prab.g_00877
OG0000660	Prar.g_01725	Prab.g_00881
OG0000661	Prar.g_01727	Prab.g_00883
OG0000662	Prar.g_01729	Prab.g_00885
OG0000663	Prar.g_01731	Prab.g_00887
OG0000664	Prar.g_01732	Prab.g_00888
OG0000665	Prar.g_01736	Prab.g_00892
OG0000666	Prar.g_01737	Prab.g_00893
OG0000667	Prar.g_01742	Prab.g_00898
OG0000668	Prar.g_01759	Prab.g_01084
OG0000669	Prar.g_01767	Prab.g_01076
OG0000670	Prar.g_01769	Prab.g_01074
OG0000671	Prar.g_01771	Prab.g_01072
OG0000672	Prar.g_01774	Prab.g_01070
OG0000673	Prar.g_01777	Prab.g_01067
OG0000674	Prar.g_01779	Prab.g_01065
OG0000675	Prar.g_01780	Prab.g_01064
OG0000676	Prar.g_01782	Prab.g_01062
OG0000677	Prar.g_01783	Prab.g_01061
OG0000678	Prar.g_01785	Prab.g_01059
OG0000679	Prar.g_01789	Prab.g_01055
OG0000680	Prar.g_01790	Prab.g_01054
OG0000681	Prar.g_01792	Prab.g_01052
OG0000682	Prar.g_01793	Prab.g_01051
OG0000683	Prar.g_01794	Prab.g_01050
OG0000684	Prar.g_01795	Prab.g_01048
OG0000685	Prar.g_01797	Prab.g_01046
OG0000686	Prar.g_01798	Prab.g_01045
OG0000687	Prar.g_01799	Prab.g_01044
OG0000688	Prar.g_01802	Prab.g_01041
OG0000689	Prar.g_01803	Prab.g_01040
OG0000690	Prar.g_01804	Prab.g_01039
OG0000691	Prar.g_01805	Prab.g_01038
OG0000692	Prar.g_01807	Prab.g_01036
OG0000693	Prar.g_01808	Prab.g_01035
OG0000694	Prar.g_01809	Prab.g_01034
OG0000695	Prar.g_01811	Prab.g_01032
OG0000696	Prar.g_01812	Prab.g_01031
OG0000697	Prar.g_01813	Prab.g_01030
OG0000698	Prar.g_01816	Prab.g_01027
OG0000699	Prar.g_01817	Prab.g_01026
OG0000700	Prar.g_01818	Prab.g_01025
OG0000701	Prar.g_01819	Prab.g_01024
OG0000702	Prar.g_01821	Prab.g_01022
OG0000703	Prar.g_01822	Prab.g_01021
OG0000704	Prar.g_01823	Prab.g_01020
OG0000705	Prar.g_01827	Prab.g_01016
OG0000706	Prar.g_01828	Prab.g_01015
OG0000707	Prar.g_01829	Prab.g_01014
OG0000708	Prar.g_01830	Prab.g_01013
OG0000709	Prar.g_01834	Prab.g_01009
OG0000710	Prar.g_01837	Prab.g_01006
OG0000711	Prar.g_01853	Prab.g_00989
OG0000712	Prar.g_01855	Prab.g_00987
OG0000713	Prar.g_01856	Prab.g_00986
OG0000714	Prar.g_01857	Prab.g_00985
OG0000715	Prar.g_01859	Prab.g_00983
OG0000716	Prar.g_01861	Prab.g_00981
OG0000717	Prar.g_01862	Prab.g_00980
OG0000718	Prar.g_01873	Prab.g_00960
OG0000719	Prar.g_01875	Prab.g_00958
OG0000720	Prar.g_01884	Prab.g_00949
OG0000721	Prar.g_01886	Prab.g_00947
OG0000722	Prar.g_01887	Prab.g_00946
OG0000723	Prar.g_01890	Prab.g_00943
OG0000724	Prar.g_01899	Prab.g_00934
OG0000725	Prar.g_01905	Prab.g_00928
OG0000726	Prar.g_01906	Prab.g_00927
OG0000727	Prar.g_01907	Prab.g_00926
OG0000728	Prar.g_01909	Prab.g_00924
OG0000729	Prar.g_01955	Prab.g_01146
OG0000730	Prar.g_01324	Prab.g_01150
OG0000731	Prar.g_01320	Prab.g_01154
OG0000732	Prar.g_01314	Prab.g_01164
OG0000733	Prar.g_01295	Prab.g_01187
OG0000734	Prar.g_01278	Prab.g_01204
OG0000735	Prar.g_01276	Prab.g_01206
OG0000736	Prar.g_01275	Prab.g_01207
OG0000737	Prar.g_01274	Prab.g_01208
OG0000738	Prar.g_01270	Prab.g_01212
OG0000739	Prar.g_01269	Prab.g_01213
OG0000740	Prar.g_01268	Prab.g_01214
OG0000741	Prar.g_01267	Prab.g_01215
OG0000742	Prar.g_01264	Prab.g_01218
OG0000743	Prar.g_01262	Prab.g_01220
OG0000744	Prar.g_01261	Prab.g_01221
OG0000745	Prar.g_01260	Prab.g_01222
OG0000746	Prar.g_01258	Prab.g_01224
OG0000747	Prar.g_01257	Prab.g_01225
OG0000748	Prar.g_01254	Prab.g_01228
OG0000749	Prar.g_01253	Prab.g_01229
OG0000750	Prar.g_01252	Prab.g_01230
OG0000751	Prar.g_01250	Prab.g_01232
OG0000752	Prar.g_01248	Prab.g_01234
OG0000753	Prar.g_01245	Prab.g_01237
OG0000754	Prar.g_01242	Prab.g_01240
OG0000755	Prar.g_01239	Prab.g_01243
OG0000756	Prar.g_01238	Prab.g_01244
OG0000757	Prar.g_01232	Prab.g_01250
OG0000758	Prar.g_01231	Prab.g_01251
OG0000759	Prar.g_01230	Prab.g_01252
OG0000760	Prar.g_01229	Prab.g_01253
OG0000761	Prar.g_01228	Prab.g_01254
OG0000762	Prar.g_01227	Prab.g_01255
OG0000763	Prar.g_01225	Prab.g_01257
OG0000764	Prar.g_01224	Prab.g_01258
OG0000765	Prar.g_01215	Prab.g_01267
OG0000766	Prar.g_01214	Prab.g_01268
OG0000767	Prar.g_01212	Prab.g_01270
OG0000768	Prar.g_01211	Prab.g_01271
OG0000769	Prar.g_01209	Prab.g_01273
OG0000770	Prar.g_01207	Prab.g_01275
OG0000771	Prar.g_00376	Prab.g_01284
OG0000772	Prar.g_00976	Prab.g_01303
OG0000773	Prar.g_00964	Prab.g_01317
OG0000774	Prar.g_00962	Prab.g_01319
OG0000775	Prar.g_00960	Prab.g_01321
OG0000776	Prar.g_00959	Prab.g_01322
OG0000777	Prar.g_00958	Prab.g_01323
OG0000778	Prar.g_00957	Prab.g_01324
OG0000779	Prar.g_00953	Prab.g_01328
OG0000780	Prar.g_00952	Prab.g_01329
OG0000781	Prar.g_00949	Prab.g_01332
OG0000782	Prar.g_00948	Prab.g_01333
OG0000783	Prar.g_00947	Prab.g_01334
OG0000784	Prar.g_00946	Prab.g_01335
OG0000785	Prar.g_00944	Prab.g_01337
OG0000786	Prar.g_00942	Prab.g_01339
OG0000787	Prar.g_00941	Prab.g_01340
OG0000788	Prar.g_00924	Prab.g_01348
OG0000789	Prar.g_00921	Prab.g_01351
OG0000790	Prar.g_00906	Prab.g_01365
OG0000791	Prar.g_00904	Prab.g_01367
OG0000792	Prar.g_00903	Prab.g_01368
OG0000793	Prar.g_00900	Prab.g_01371
OG0000794	Prar.g_00899	Prab.g_01372
OG0000795	Prar.g_00898	Prab.g_01373
OG0000796	Prar.g_00894	Prab.g_01377
OG0000797	Prar.g_00893	Prab.g_01378
OG0000798	Prar.g_00866	Prab.g_01411
OG0000799	Prar.g_00357	Prab.g_01448
OG0000800	Prar.g_00356	Prab.g_01449
OG0000801	Prar.g_00355	Prab.g_01450
OG0000802	Prar.g_00353	Prab.g_01452
OG0000803	Prar.g_00351	Prab.g_01454
OG0000804	Prar.g_00350	Prab.g_01455
OG0000805	Prar.g_00348	Prab.g_01457
OG0000806	Prar.g_00346	Prab.g_01459
OG0000807	Prar.g_00345	Prab.g_01460
OG0000808	Prar.g_00344	Prab.g_01461
OG0000809	Prar.g_00341	Prab.g_01464
OG0000810	Prar.g_00340	Prab.g_01465
OG0000811	Prar.g_00336	Prab.g_01469
OG0000812	Prar.g_00842	Prab.g_01471
OG0000813	Prar.g_00841	Prab.g_01472
OG0000814	Prar.g_00839	Prab.g_01474
OG0000815	Prar.g_00838	Prab.g_01475
OG0000816	Prar.g_00836	Prab.g_01477
OG0000817	Prar.g_00835	Prab.g_01478
OG0000818	Prar.g_00830	Prab.g_01483
OG0000819	Prar.g_00829	Prab.g_01484
OG0000820	Prar.g_00828	Prab.g_01485
OG0000821	Prar.g_00824	Prab.g_01489
OG0000822	Prar.g_00823	Prab.g_01490
OG0000823	Prar.g_00822	Prab.g_01491
OG0000824	Prar.g_00819	Prab.g_01494
OG0000825	Prar.g_00818	Prab.g_01495
OG0000826	Prar.g_00817	Prab.g_01496
OG0000827	Prar.g_00816	Prab.g_01497
OG0000828	Prar.g_00813	Prab.g_01500
OG0000829	Prar.g_00812	Prab.g_01501
OG0000830	Prar.g_00811	Prab.g_01502
OG0000831	Prar.g_00809	Prab.g_01504
OG0000832	Prar.g_00803	Prab.g_01510
OG0000833	Prar.g_00795	Prab.g_01518
OG0000834	Prar.g_00794	Prab.g_01519
OG0000835	Prar.g_00793	Prab.g_01520
OG0000836	Prar.g_00792	Prab.g_01521
OG0000837	Prar.g_00791	Prab.g_01522
OG0000838	Prar.g_00789	Prab.g_01524
OG0000839	Prar.g_00788	Prab.g_01525
OG0000840	Prar.g_00787	Prab.g_01526
OG0000841	Prar.g_00786	Prab.g_01527
OG0000842	Prar.g_00785	Prab.g_01528
OG0000843	Prar.g_00784	Prab.g_01529
OG0000844	Prar.g_00783	Prab.g_01530
OG0000845	Prar.g_00782	Prab.g_01531
OG0000846	Prar.g_00781	Prab.g_01532
OG0000847	Prar.g_00780	Prab.g_01533
OG0000848	Prar.g_00779	Prab.g_01534
OG0000849	Prar.g_00778	Prab.g_01535
OG0000850	Prar.g_00776	Prab.g_01537
OG0000851	Prar.g_00775	Prab.g_01538
OG0000852	Prar.g_00774	Prab.g_01539
OG0000853	Prar.g_00770	Prab.g_01543
OG0000854	Prar.g_00768	Prab.g_01545
OG0000855	Prar.g_00767	Prab.g_01546
OG0000856	Prar.g_00753	Prab.g_01563
OG0000857	Prar.g_00725	Prab.g_01601
OG0000858	Prar.g_01149	Prab.g_01663
OG0000859	Prar.g_01148	Prab.g_01664
OG0000860	Prar.g_01141	Prab.g_01671
OG0000861	Prar.g_01140	Prab.g_01672
OG0000862	Prar.g_01139	Prab.g_01673
OG0000863	Prar.g_01137	Prab.g_01675
OG0000864	Prar.g_01136	Prab.g_01676
OG0000865	Prar.g_01135	Prab.g_01677
OG0000866	Prar.g_01134	Prab.g_01678
OG0000867	Prar.g_01133	Prab.g_01679
OG0000868	Prar.g_01132	Prab.g_01680
OG0000869	Prar.g_01128	Prab.g_01684
OG0000870	Prar.g_01123	Prab.g_01689
OG0000871	Prar.g_01122	Prab.g_01690
OG0000872	Prar.g_01121	Prab.g_01691
OG0000873	Prar.g_01965	Prab.g_01694
OG0000874	Prar.g_01968	Prab.g_01697
OG0000875	Prar.g_01969	Prab.g_01698
OG0000876	Prar.g_01970	Prab.g_01699
OG0000877	Prar.g_01963	Prab.g_01701
OG0000878	Prar.g_01962	Prab.g_01702
OG0000879	Prar.g_01961	Prab.g_01703
OG0000880	Prar.g_01960	Prab.g_01704
OG0000881	Prar.g_00595, Prar.g_01956	Prab.g_01708
OG0000882	Prar.g_00600	Prab.g_01713
OG0000883	Prar.g_00601	Prab.g_01714
OG0000884	Prar.g_00603	Prab.g_01716
OG0000885	Prar.g_00604	Prab.g_01717
OG0000886	Prar.g_00605	Prab.g_01718
OG0000887	Prar.g_00606	Prab.g_01719
OG0000888	Prar.g_00608	Prab.g_01721
OG0000889	Prar.g_00610	Prab.g_01723
OG0000890	Prar.g_00611	Prab.g_01724
OG0000891	Prar.g_00612	Prab.g_01725
OG0000892	Prar.g_01119	Prab.g_01727
OG0000893	Prar.g_01114	Prab.g_01731
OG0000894	Prar.g_01112	Prab.g_01733
OG0000895	Prar.g_01109	Prab.g_01736
OG0000896	Prar.g_01108	Prab.g_01737
OG0000897	Prar.g_01106	Prab.g_01739
OG0000898	Prar.g_01105	Prab.g_01740
OG0000899	Prar.g_01104	Prab.g_01741
OG0000900	Prar.g_01103	Prab.g_01742
OG0000901	Prar.g_01100	Prab.g_01745
OG0000902	Prar.g_01098	Prab.g_01747
OG0000903	Prar.g_01095	Prab.g_01750
OG0000904	Prar.g_01093	Prab.g_01752
OG0000905	Prar.g_01088	Prab.g_01756
OG0000906	Prar.g_01087	Prab.g_01757
OG0000907	Prar.g_01069	Prab.g_01760
OG0000908	Prar.g_01066	Prab.g_01763
OG0000909	Prar.g_01065	Prab.g_01764
OG0000910	Prar.g_01064	Prab.g_01765
OG0000911	Prar.g_01062	Prab.g_01767
OG0000912	Prar.g_01061	Prab.g_01768
OG0000913	Prar.g_01060	Prab.g_01769
OG0000914	Prar.g_01059	Prab.g_01770
OG0000915	Prar.g_01058	Prab.g_01771
OG0000916	Prar.g_01057	Prab.g_01772
OG0000917	Prar.g_01056	Prab.g_01773
OG0000918	Prar.g_01055	Prab.g_01774
OG0000919	Prar.g_01054	Prab.g_01775
OG0000920	Prar.g_01053	Prab.g_01776
OG0000921	Prar.g_01052	Prab.g_01777
OG0000922	Prar.g_01051	Prab.g_01778
OG0000923	Prar.g_01047	Prab.g_01782
OG0000924	Prar.g_01046	Prab.g_01783
OG0000925	Prar.g_01045	Prab.g_01784
OG0000926	Prar.g_01044	Prab.g_01785
OG0000927	Prar.g_01042	Prab.g_01787
OG0000928	Prar.g_01041	Prab.g_01788
OG0000929	Prar.g_01040	Prab.g_01789
OG0000930	Prar.g_01039	Prab.g_01790
OG0000931	Prar.g_01038	Prab.g_01791
OG0000932	Prar.g_01037	Prab.g_01792
OG0000933	Prar.g_01033	Prab.g_01796
OG0000934	Prar.g_01031	Prab.g_01798
OG0000935	Prar.g_01030	Prab.g_01799
OG0000936	Prar.g_01029	Prab.g_01800
OG0000937	Prar.g_01028	Prab.g_01801
OG0000938	Prar.g_01026	Prab.g_01803
OG0000939	Prar.g_01025	Prab.g_01804
OG0000940	Prar.g_01019	Prab.g_01811
OG0000941	Prar.g_01017	Prab.g_01813
OG0000942	Prar.g_01015	Prab.g_01815
OG0000943	Prar.g_01014	Prab.g_01816
OG0000944	Prar.g_01013	Prab.g_01817
OG0000945	Prar.g_01012	Prab.g_01818
OG0000946	Prar.g_00617	Prab.g_01822
OG0000947	Prar.g_00619	Prab.g_01824
OG0000948	Prar.g_00620	Prab.g_01825
OG0000949	Prar.g_00623	Prab.g_01828
OG0000950	Prar.g_00628	Prab.g_01833
OG0000951	Prar.g_00632	Prab.g_01836
OG0000952	Prar.g_00636	Prab.g_01840
OG0000953	Prar.g_00639	Prab.g_01843
OG0000954	Prar.g_00643	Prab.g_01847
OG0000955	Prar.g_00644	Prab.g_01848
OG0000956	Prar.g_00646	Prab.g_01850
OG0000957	Prar.g_00651	Prab.g_01855
OG0000958	Prar.g_00652	Prab.g_01856
OG0000959	Prar.g_00656	Prab.g_01860
OG0000960	Prar.g_00657	Prab.g_01861
OG0000961	Prar.g_00659	Prab.g_01863
OG0000962	Prar.g_00661	Prab.g_01865
OG0000963	Prar.g_00664	Prab.g_01869
OG0000964	Prar.g_00665	Prab.g_01870
OG0000965	Prar.g_00666	Prab.g_01871
OG0000966	Prar.g_00673	Prab.g_01879
OG0000967	Prar.g_00677	Prab.g_01883
OG0000968	Prar.g_00679	Prab.g_01885
OG0000969	Prar.g_00680	Prab.g_01886
OG0000970	Prar.g_00681	Prab.g_01887
OG0000971	Prar.g_00682	Prab.g_01888
OG0000972	Prar.g_00683	Prab.g_01889
OG0000973	Prar.g_00684	Prab.g_01890
OG0000974	Prar.g_00685	Prab.g_01891
OG0000975	Prar.g_00686	Prab.g_01892
OG0000976	Prar.g_00687	Prab.g_01893
OG0000977	Prar.g_00688	Prab.g_01894
OG0000978	Prar.g_00689	Prab.g_01895
OG0000979	Prar.g_00692	Prab.g_01898
OG0000980	Prar.g_00694	Prab.g_01900
OG0000981	Prar.g_00696	Prab.g_01902
OG0000982	Prar.g_00698	Prab.g_01904
OG0000983	Prar.g_00699	Prab.g_01905
OG0000984	Prar.g_00700	Prab.g_01906
OG0000985	Prar.g_00703	Prab.g_01909
OG0000986	Prar.g_00705	Prab.g_01911
OG0000987	Prar.g_00706	Prab.g_01912
OG0000988	Prar.g_00709	Prab.g_01915
OG0000989	Prar.g_00073	Prab.g_01919
OG0000990	Prar.g_00070	Prab.g_01922
OG0000991	Prar.g_00069	Prab.g_01923
OG0000992	Prar.g_00067	Prab.g_01925
OG0000993	Prar.g_00066	Prab.g_01926
OG0000994	Prar.g_00065	Prab.g_01927
OG0000995	Prar.g_00061	Prab.g_01931
OG0000996	Prar.g_00060	Prab.g_01932
OG0000997	Prar.g_00059	Prab.g_01933
OG0000998	Prar.g_00057	Prab.g_01935
OG0000999	Prar.g_00056	Prab.g_01936
OG0001000	Prar.g_00053	Prab.g_01939
OG0001001	Prar.g_00051	Prab.g_01941
OG0001002	Prar.g_00047	Prab.g_01945
OG0001003	Prar.g_00046	Prab.g_01947
OG0001004	Prar.g_00045	Prab.g_01948
OG0001005	Prar.g_00044	Prab.g_01949
OG0001006	Prar.g_00040	Prab.g_01953
OG0001007	Prar.g_00038	Prab.g_01955
OG0001008	Prar.g_00485	Prab.g_00440
OG0001009	Prar.g_00011	Prab.g_00027
OG0001010	Prar.g_00010	Prab.g_00028
OG0001011	Prar.g_00009	Prab.g_00029
OG0001012	Prar.g_00577	Prab.g_00042
OG0001013	Prar.g_00571	Prab.g_00047
OG0001014	Prar.g_00568	Prab.g_00050
OG0001015	Prar.g_00567	Prab.g_00051
OG0001016	Prar.g_00255	Prab.g_00065
OG0001017	Prar.g_00251	Prab.g_00069
OG0001018	Prar.g_00248	Prab.g_00072
OG0001019	Prar.g_00239	Prab.g_00081
OG0001020	Prar.g_00238	Prab.g_00082
OG0001021	Prar.g_00237	Prab.g_00083
OG0001022	Prar.g_00234	Prab.g_00085
OG0001023	Prar.g_00233	Prab.g_00086
OG0001024	Prar.g_00230	Prab.g_00089
OG0001025	Prar.g_00224	Prab.g_00095
OG0001026	Prar.g_00217	Prab.g_00102
OG0001027	Prar.g_00216	Prab.g_00103
OG0001028	Prar.g_00214	Prab.g_00105
OG0001029	Prar.g_00213	Prab.g_00106
OG0001030	Prar.g_00198	Prab.g_00120
OG0001031	Prar.g_00141	Prab.g_00177
OG0001032	Prar.g_00140	Prab.g_00178
OG0001033	Prar.g_00119	Prab.g_00199
OG0001034	Prar.g_00091	Prab.g_00227
OG0001035	Prar.g_00333	Prab.g_00244
OG0001036	Prar.g_00328	Prab.g_00248
OG0001037	Prar.g_00327	Prab.g_00249
OG0001038	Prar.g_00309	Prab.g_00266
OG0001039	Prar.g_00306	Prab.g_00269
OG0001040	Prar.g_00304	Prab.g_00271
OG0001041	Prar.g_00300	Prab.g_00275
OG0001042	Prar.g_00283	Prab.g_00292
OG0001043	Prar.g_00282	Prab.g_00293
OG0001044	Prar.g_00393	Prab.g_00321
OG0001045	Prar.g_00402	Prab.g_00329
OG0001046	Prar.g_00440	Prab.g_00367
OG0001047	Prar.g_00487	Prab.g_00442
OG0001048	Prar.g_00488	Prab.g_00443
OG0001049	Prar.g_00490	Prab.g_00445
OG0001050	Prar.g_00491	Prab.g_00446
OG0001051	Prar.g_00492	Prab.g_00447
OG0001052	Prar.g_00521	Prab.g_00475
OG0001053	Prar.g_00533	Prab.g_00487
OG0001054	Prar.g_01329	Prab.g_00502
OG0001055	Prar.g_01347	Prab.g_00521
OG0001056	Prar.g_01366	Prab.g_00540
OG0001057	Prar.g_01371	Prab.g_00545
OG0001058	Prar.g_01379	Prab.g_00553
OG0001059	Prar.g_01383	Prab.g_00557
OG0001060	Prar.g_01390	Prab.g_00564
OG0001061	Prar.g_01403	Prab.g_00578
OG0001062	Prar.g_01405	Prab.g_00580
OG0001063	Prar.g_01407	Prab.g_00582
OG0001064	Prar.g_01408	Prab.g_00583
OG0001065	Prar.g_01409	Prab.g_00584
OG0001066	Prar.g_01410	Prab.g_00585
OG0001067	Prar.g_01411	Prab.g_00586
OG0001068	Prar.g_01412	Prab.g_00587
OG0001069	Prar.g_01413	Prab.g_00588
OG0001070	Prar.g_01416	Prab.g_00591
OG0001071	Prar.g_01417	Prab.g_00592
OG0001072	Prar.g_01419	Prab.g_00594
OG0001073	Prar.g_01434	Prab.g_00608
OG0001074	Prar.g_01445	Prab.g_00619
OG0001075	Prar.g_01446	Prab.g_00620
OG0001076	Prar.g_01454	Prab.g_00629
OG0001077	Prar.g_01458	Prab.g_00633
OG0001078	Prar.g_01466	Prab.g_00641
OG0001079	Prar.g_01477	Prab.g_00652
OG0001080	Prar.g_01483	Prab.g_00658
OG0001081	Prar.g_01485	Prab.g_00660
OG0001082	Prar.g_01486	Prab.g_00661
OG0001083	Prar.g_01491	Prab.g_00666
OG0001084	Prar.g_01492	Prab.g_00667
OG0001085	Prar.g_01500	Prab.g_00675
OG0001086	Prar.g_01501	Prab.g_00676
OG0001087	Prar.g_01518	Prab.g_00693
OG0001088	Prar.g_01519	Prab.g_00694
OG0001089	Prar.g_01527	Prab.g_00702
OG0001090	Prar.g_01600	Prab.g_00724
OG0001091	Prar.g_01602	Prab.g_00726
OG0001092	Prar.g_01603	Prab.g_00727
OG0001093	Prar.g_01608	Prab.g_00732
OG0001094	Prar.g_01678	Prab.g_00834
OG0001095	Prar.g_01697	Prab.g_00853
OG0001096	Prar.g_01710	Prab.g_00866
OG0001097	Prar.g_01728	Prab.g_00884
OG0001098	Prar.g_01744	Prab.g_00900
OG0001099	Prar.g_01764	Prab.g_01079
OG0001100	Prar.g_01768	Prab.g_01075
OG0001101	Prar.g_01770	Prab.g_01073
OG0001102	Prar.g_01773	Prab.g_01071
OG0001103	Prar.g_01775	Prab.g_01069
OG0001104	Prar.g_01796	Prab.g_01047
OG0001105	Prar.g_01800	Prab.g_01043
OG0001106	Prar.g_01824	Prab.g_01019
OG0001107	Prar.g_01831	Prab.g_01012
OG0001108	Prar.g_01835	Prab.g_01008
OG0001109	Prar.g_01836	Prab.g_01007
OG0001110	Prar.g_01838	Prab.g_01005
OG0001111	Prar.g_01839	Prab.g_01004
OG0001112	Prar.g_01840	Prab.g_01003
OG0001113	Prar.g_01841	Prab.g_01002
OG0001114	Prar.g_01842	Prab.g_01001
OG0001115	Prar.g_01844	Prab.g_00999
OG0001116	Prar.g_01845	Prab.g_00998
OG0001117	Prar.g_01846	Prab.g_00997
OG0001118	Prar.g_01847	Prab.g_00996
OG0001119	Prar.g_01848	Prab.g_00995
OG0001120	Prar.g_01850	Prab.g_00993
OG0001121	Prar.g_01298	Prab.g_01184
OG0001122	Prar.g_01876	Prab.g_00957
OG0001123	Prar.g_01880	Prab.g_00953
OG0001124	Prar.g_01882	Prab.g_00951
OG0001125	Prar.g_01883	Prab.g_00950
OG0001126	Prar.g_01893	Prab.g_00940
OG0001127	Prar.g_01894	Prab.g_00939
OG0001128	Prar.g_01896	Prab.g_00937
OG0001129	Prar.g_01897	Prab.g_00936
OG0001130	Prar.g_01898	Prab.g_00935
OG0001131	Prar.g_01935	Prab.g_01125
OG0001132	Prar.g_01944	Prab.g_01135
OG0001133	Prar.g_01309	Prab.g_01169
OG0001134	Prar.g_01296	Prab.g_01186
OG0001135	Prar.g_01293	Prab.g_01189
OG0001136	Prar.g_01266	Prab.g_01216
OG0001137	Prar.g_01255	Prab.g_01227
OG0001138	Prar.g_01237	Prab.g_01245
OG0001139	Prar.g_01236	Prab.g_01246
OG0001140	Prar.g_01235	Prab.g_01247
OG0001141	Prar.g_01234	Prab.g_01248
OG0001142	Prar.g_01233	Prab.g_01249
OG0001143	Prar.g_01226	Prab.g_01256
OG0001144	Prar.g_01221	Prab.g_01261
OG0001145	Prar.g_00963	Prab.g_01318
OG0001146	Prar.g_00951	Prab.g_01330
OG0001147	Prar.g_00925	Prab.g_01347
OG0001148	Prar.g_00909	Prab.g_01362
OG0001149	Prar.g_00908	Prab.g_01363
OG0001150	Prar.g_00907	Prab.g_01364
OG0001151	Prar.g_00896	Prab.g_01375
