Orthogroup	Prar	Prab
OG0001152	Prar.g_00895	Prab.g_01376
OG0001153	Prar.g_00815	Prab.g_01498
OG0001154	Prar.g_00814	Prab.g_01499
OG0001155	Prar.g_00802	Prab.g_01511
OG0001156	Prar.g_00799	Prab.g_01514
OG0001157	Prar.g_00798	Prab.g_01515
OG0001158	Prar.g_00797	Prab.g_01516
OG0001159	Prar.g_00796	Prab.g_01517
OG0001160	Prar.g_00772	Prab.g_01541
OG0001161	Prar.g_00760	Prab.g_01553
OG0001162	Prar.g_00749	Prab.g_01567
OG0001163	Prar.g_01151	Prab.g_01661
OG0001164	Prar.g_01147	Prab.g_01665
OG0001165	Prar.g_01144	Prab.g_01668
OG0001166	Prar.g_01124	Prab.g_01688
OG0001167	Prar.g_01959	Prab.g_01705
OG0001168	Prar.g_01957	Prab.g_01707
OG0001169	Prar.g_00596	Prab.g_01709
OG0001170	Prar.g_00598	Prab.g_01711
OG0001171	Prar.g_00607	Prab.g_01720
OG0001172	Prar.g_01111	Prab.g_01734
OG0001173	Prar.g_01110	Prab.g_01735
OG0001174	Prar.g_01102	Prab.g_01743
OG0001175	Prar.g_01101	Prab.g_01744
OG0001176	Prar.g_01094	Prab.g_01751
OG0001177	Prar.g_01091	Prab.g_01753
OG0001178	Prar.g_01086	Prab.g_01758
OG0001179	Prar.g_01043	Prab.g_01786
OG0001180	Prar.g_01022	Prab.g_01808
OG0001181	Prar.g_01018	Prab.g_01812
OG0001182	Prar.g_01011	Prab.g_01819
OG0001183	Prar.g_00618	Prab.g_01823
OG0001184	Prar.g_00634	Prab.g_01838
OG0001185	Prar.g_00648	Prab.g_01852
OG0001186	Prar.g_00670	Prab.g_01875
OG0001187	Prar.g_00674	Prab.g_01880
OG0001188	Prar.g_00676	Prab.g_01882
OG0001189	Prar.g_00693	Prab.g_01899
OG0001190	Prar.g_00697	Prab.g_01903
OG0001191	Prar.g_00707	Prab.g_01913
OG0001192	Prar.g_00074	Prab.g_01918
OG0001193	Prar.g_00064	Prab.g_01928
OG0001194	Prar.g_00063	Prab.g_01929
OG0001195	Prar.g_00062	Prab.g_01930
OG0001196	Prar.g_00049	Prab.g_01943
OG0001197	Prar.g_00048	Prab.g_01944
OG0001198	Prar.g_00041	Prab.g_01952
OG0001199	Prar.g_00254	Prab.g_00066
OG0001200	Prar.g_00252	Prab.g_00068
OG0001201	Prar.g_00220	Prab.g_00099
OG0001202	Prar.g_00128	Prab.g_00190
OG0001204	Prar.g_00084	Prab.g_00233
OG0001205	Prar.g_00493	Prab.g_00448
OG0001206	Prar.g_00511	Prab.g_00467
OG0001207	Prar.g_00527	Prab.g_00481
OG0001208	Prar.g_00532	Prab.g_00486
OG0001209	Prar.g_01365	Prab.g_00539
OG0001210	Prar.g_01370	Prab.g_00544
OG0001211	Prar.g_01380	Prab.g_00554
OG0001212	Prar.g_01426	Prab.g_00600
OG0001213	Prar.g_01459	Prab.g_00634
OG0001214	Prar.g_01467	Prab.g_00642
OG0001215	Prar.g_01520	Prab.g_00695
OG0001216	Prar.g_01601	Prab.g_00725
OG0001217	Prar.g_01638	Prab.g_00768
OG0001219	Prar.g_01672	Prab.g_00829
OG0001220	Prar.g_01735	Prab.g_00891
OG0001221	Prar.g_01787	Prab.g_01057
OG0001222	Prar.g_01825	Prab.g_01018
OG0001223	Prar.g_01851	Prab.g_00992
OG0001225	Prar.g_01902	Prab.g_00931
OG0001226	Prar.g_01928	Prab.g_01120
OG0001227	Prar.g_01947	Prab.g_01138
OG0001228	Prar.g_01218	Prab.g_01264
OG0001229	Prar.g_00913	Prab.g_01358
OG0001230	Prar.g_00347	Prab.g_01458
OG0001231	Prar.g_00751	Prab.g_01565
OG0001232	Prar.g_01120	Prab.g_01692
OG0001233	Prar.g_00599	Prab.g_01712
OG0001234	Prar.g_01099	Prab.g_01746
OG0001235	Prar.g_01089	Prab.g_01755
OG0001237	Prar.g_00635	Prab.g_01839
OG0001238	Prar.g_00708	Prab.g_01914
OG0001239	Prar.g_00547	Prab.g_00063
OG0001240	Prar.g_00235	Prab.g_00084
OG0001241	Prar.g_00227	Prab.g_00092
OG0001242	Prar.g_00209	Prab.g_00110
OG0001244	Prar.g_00187	Prab.g_00131
OG0001245	Prar.g_00441	Prab.g_00368
OG0001246	Prar.g_01335	Prab.g_00508
OG0001247	Prar.g_01513	Prab.g_00688
OG0001248	Prar.g_01515	Prab.g_00690
OG0001249	Prar.g_01661	Prab.g_00818
OG0001250	Prar.g_01724	Prab.g_00880
OG0001251	Prar.g_01760	Prab.g_01083
OG0001252	Prar.g_01895	Prab.g_00938
OG0001253	Prar.g_01948	Prab.g_01139
OG0001254	Prar.g_01294	Prab.g_01188
OG0001255	Prar.g_01279	Prab.g_01203
OG0001256	Prar.g_00758	Prab.g_01558
OG0001257	Prar.g_00752	Prab.g_01564
OG0001258	Prar.g_01146	Prab.g_01666
OG0001259	Prar.g_00597	Prab.g_01710
OG0001260	Prar.g_00613	Prab.g_01726
OG0001261	Prar.g_01035	Prab.g_01794
OG0001262	Prar.g_00691	Prab.g_01897
OG0001264	Prar.g_00593	Prab.g_01280
OG0001265	Prar.g_00210	Prab.g_00109
OG0001266	Prar.g_00124	Prab.g_00194
OG0001267	Prar.g_00307	Prab.g_00268
OG0001268	Prar.g_00399	Prab.g_00326
OG0001269	Prar.g_00419	Prab.g_00347
OG0001270	Prar.g_00482	Prab.g_00437
OG0001271	Prar.g_00522	Prab.g_00476
OG0001272	Prar.g_00536	Prab.g_00490
OG0001273	Prar.g_01461	Prab.g_00636
OG0001274	Prar.g_01533	Prab.g_00710
OG0001275	Prar.g_01860	Prab.g_00982
OG0001276	Prar.g_01879	Prab.g_00954
OG0001277	Prar.g_01937	Prab.g_01127
OG0001278	Prar.g_01213	Prab.g_01269
OG0001280	Prar.g_00956	Prab.g_01325
OG0001281	Prar.g_00950	Prab.g_01331
OG0001282	Prar.g_00910	Prab.g_01361
OG0001283	Prar.g_00891	Prab.g_01381
OG0001284	Prar.g_00777	Prab.g_01536
OG0001285	Prar.g_01966	Prab.g_01695
OG0001287	Prar.g_00655	Prab.g_01859
OG0001288	Prar.g_00663	Prab.g_01868
OG0001289	Prar.g_00241	Prab.g_00079
OG0001290	Prar.g_00228	Prab.g_00091
OG0001291	Prar.g_00193	Prab.g_00125
OG0001292	Prar.g_00079	Prab.g_00238
OG0001293	Prar.g_00326	Prab.g_00250
OG0001294	Prar.g_00439	Prab.g_00366
OG0001295	Prar.g_00516	Prab.g_00472
OG0001296	Prar.g_01340	Prab.g_00513
OG0001298	Prar.g_01406	Prab.g_00581
OG0001299	Prar.g_01496	Prab.g_00671
OG0001300	Prar.g_01523	Prab.g_00698
OG0001301	Prar.g_01526	Prab.g_00701
OG0001302	Prar.g_01670	Prab.g_00827
OG0001303	Prar.g_01864	Prab.g_00749
OG0001304	Prar.g_01889	Prab.g_00944
OG0001305	Prar.g_01908	Prab.g_00925
OG0001306	Prar.g_01277	Prab.g_01205
OG0001308	Prar.g_00837	Prab.g_01476
OG0001309	Prar.g_00754	Prab.g_01562
OG0001310	Prar.g_01131	Prab.g_01681
OG0001311	Prar.g_01881	Prab.g_00952
OG0001312	Prar.g_01814	Prab.g_01029
OG0001315	Prar.g_00556	Prab.g_00053
OG0001316	Prar.g_00188	Prab.g_00130
OG0001317	Prar.g_00093	Prab.g_00225
OG0001318	Prar.g_00331	Prab.g_00246
OG0001319	Prar.g_00315	Prab.g_00261
OG0001320	Prar.g_00443	Prab.g_00370
OG0001321	Prar.g_00499	Prab.g_00457
OG0001322	Prar.g_00500	Prab.g_00458
OG0001323	Prar.g_01349	Prab.g_00523
OG0001324	Prar.g_01524	Prab.g_00699
OG0001325	Prar.g_01604	Prab.g_00728
OG0001326	Prar.g_01547	Prab.g_01095
OG0001327	Prar.g_01920	Prab.g_01112
OG0001328	Prar.g_01946	Prab.g_01137
OG0001329	Prar.g_01302	Prab.g_01178
OG0001331	Prar.g_00905	Prab.g_01366
OG0001332	Prar.g_00804	Prab.g_01509
OG0001333	Prar.g_01958	Prab.g_01706
OG0001334	Prar.g_00621	Prab.g_01826
OG0001335	Prar.g_00622	Prab.g_01827
OG0001336	Prar.g_00052	Prab.g_01940
OG0001339	Prar.g_00225	Prab.g_00094
OG0001340	Prar.g_00259	Prab.g_00316
OG0001341	Prar.g_01636	Prab.g_00765
OG0001342	Prar.g_01665	Prab.g_00822
OG0001343	Prar.g_01757	Prab.g_01086
OG0001344	Prar.g_01259	Prab.g_01223
OG0001345	Prar.g_01244	Prab.g_01238
OG0001346	Prar.g_00954	Prab.g_01327
OG0001348	Prar.g_00732	Prab.g_01595
OG0001349	Prar.g_00867	Prab.g_01408, Prab.g_01395
OG0001350	Prar.g_00090	Prab.g_00228
OG0001352	Prar.g_01510	Prab.g_00685
OG0001356	Prar.g_01181	Prab.g_00793
OG0001358	Prar.g_01450	Prab.g_00624
OG0001359	Prar.g_01758	Prab.g_01085
OG0001360	Prar.g_01949	Prab.g_01140
OG0001361	Prar.g_01247	Prab.g_01235
OG0001362	Prar.g_00833	Prab.g_01480
OG0001363	Prar.g_00831	Prab.g_01482
OG0001364	Prar.g_00624	Prab.g_01829
OG0001365	Prar.g_00701	Prab.g_01907
OG0001371	Prar.g_01509	Prab.g_00684
OG0001372	Prar.g_01644	Prab.g_00775
OG0001373	Prar.g_01548	Prab.g_01096
OG0001374	Prar.g_01540	Prab.g_01088
OG0001375	Prar.g_01756	Prab.g_01087
OG0001376	Prar.g_01914	Prab.g_01106
OG0001377	Prar.g_01915	Prab.g_01107
OG0001378	Prar.g_01325	Prab.g_01149
OG0001380	Prar.g_00923	Prab.g_01349
OG0001381	Prar.g_00917	Prab.g_01354
OG0001382	Prar.g_00738	Prab.g_01581
OG0001384	Prar.g_01626, Prar.g_00761	Prab.g_00719
OG0001385	Prar.g_01551	Prab.g_01099
OG0001386	Prar.g_01550	Prab.g_01098
OG0001387	Prar.g_01549	Prab.g_01097
OG0001388	Prar.g_01546	Prab.g_01094
OG0001389	Prar.g_01545	Prab.g_01093
OG0001390	Prar.g_01544	Prab.g_01092
OG0001391	Prar.g_01543	Prab.g_01091
OG0001392	Prar.g_01542	Prab.g_01090
OG0001393	Prar.g_01541	Prab.g_01089
OG0001395	Prar.g_01891	Prab.g_00942
OG0001397	Prar.g_00832	Prab.g_01481
OG0001399	Prar.g_01071, Prar.g_01097	Prab.g_01748
OG0001403	Prar.g_00008	Prab.g_00030
OG0001404	Prar.g_00550	Prab.g_00060
OG0001405	Prar.g_00261	Prab.g_00314
OG0001406	Prar.g_01913	Prab.g_01105
OG0001407	Prar.g_01926	Prab.g_01118
OG0001408	Prar.g_01932, Prar.g_01931	Prab.g_01123
OG0001409	Prar.g_01256	Prab.g_01226
OG0001411	Prar.g_00869	Prab.g_01391
OG0001413	Prar.g_00763	Prab.g_01551
OG0001414	Prar.g_00098	Prab.g_00220
OG0001415	Prar.g_00096	Prab.g_00222
OG0001416	Prar.g_00507	Prab.g_00464
OG0001417	Prar.g_00518, Prar.g_00519	Prab.g_00474
OG0001418	Prar.g_01514	Prab.g_00689
OG0001419	Prar.g_01927	Prab.g_01119
OG0001420	Prar.g_01316	Prab.g_01158
OG0001421	Prar.g_00757	Prab.g_01559
OG0001422	Prar.g_00734	Prab.g_01592
OG0001423	Prar.g_01560	Prab.g_00406
OG0001424	Prar.g_01943	Prab.g_01134
OG0001424	Prar.g_01761	Prab.g_01082
OG0001428	Prar.g_00155	Prab.g_00163
OG0001429	Prar.g_01673	Prab.g_00830
OG0001432	Prar.g_00764	Prab.g_01549
OG0001433	Prar.g_01180	Prab.g_00792
OG0001437	Prar.g_00097	Prab.g_00221
OG0001438	Prar.g_00294	Prab.g_00281
OG0001439	Prar.g_00280	Prab.g_00295
OG0001440	Prar.g_00476	Prab.g_00425, Prab.g_00405
OG0001441	Prar.g_01351	Prab.g_00525
OG0001442	Prar.g_01629	Prab.g_00752
OG0001446	Prar.g_00249	Prab.g_00071
OG0001447	Prar.g_00202	Prab.g_00116
OG0001448	Prar.g_00427	Prab.g_00356
OG0001450	Prar.g_01517	Prab.g_00692
OG0001451	Prar.g_01745	Prab.g_00901
OG0001452	Prar.g_01762	Prab.g_01081
OG0001453	Prar.g_01854	Prab.g_00988
OG0001454	Prar.g_01942	Prab.g_01133
OG0001455	Prar.g_01307	Prab.g_01171
OG0001456	Prar.g_01286	Prab.g_01197
OG0001457	Prar.g_01285	Prab.g_01198
OG0001458	Prar.g_01284	Prab.g_01199
OG0001459	Prar.g_00996	Prab.g_01653
OG0001462	Prar.g_00003	Prab.g_00034
OG0001463	Prar.g_00301	Prab.g_00274
OG0001464	Prar.g_00258	Prab.g_00317
OG0001465	Prar.g_01532	Prab.g_00707
OG0001466	Prar.g_01628	Prab.g_01297
OG0001468	Prar.g_01918	Prab.g_01110
OG0001469	Prar.g_00997	Prab.g_00978
OG0001471	Prar.g_00762	Prab.g_01552
OG0001472	Prar.g_00755	Prab.g_01561
OG0001473	Prar.g_00671	Prab.g_01877
OG0001474	Prar.g_00400	Prab.g_00327
OG0001480	Prar.g_00429	Prab.g_00357
OG0001481	Prar.g_00434	Prab.g_00362
OG0001482	Prar.g_00505	Prab.g_00462
OG0001485	Prar.g_01166	Prab.g_00922, Prab.g_01290
OG0001486	Prar.g_01265	Prab.g_01217
OG0001490	Prar.g_00581	Prab.g_00038
OG0001491	Prar.g_01668	Prab.g_00825
OG0001492	Prar.g_01216	Prab.g_01266
OG0001493	Prar.g_01208	Prab.g_01274
OG0001499	Prar.g_00557	Prab.g_00052
OG0001500	Prar.g_00324	Prab.g_00252
OG0001501	Prar.g_01535	Prab.g_00712
OG0001502	Prar.g_01657	Prab.g_00810
OG0001503	Prar.g_01289	Prab.g_01194
OG0001504	Prar.g_00995	Prab.g_01652
OG0001506	Prar.g_00806	Prab.g_01507
OG0001507	Prar.g_00714	Prab.g_01586
OG0001521	Prar.g_01637	Prab.g_00766
OG0001523	Prar.g_01292	Prab.g_01190
OG0001524	Prar.g_01291	Prab.g_01191
OG0001526	Prar.g_01116	Prab.g_01729
OG0001546	Prar.g_01354	Prab.g_00528
OG0001548	Prar.g_01659	Prab.g_00816
OG0001550	Prar.g_01304	Prab.g_01174
OG0001551	Prar.g_01287	Prab.g_01196
OG0001552	Prar.g_01201	Prab.g_01282
OG0001553	Prar.g_00342	Prab.g_01463
OG0001554	Prar.g_00756	Prab.g_01560
OG0001555	Prar.g_00742	Prab.g_01575
OG0001565	Prar.g_00475	Prab.g_00426
OG0001566	Prar.g_01506	Prab.g_00681
OG0001569	Prar.g_01954	Prab.g_01145
OG0001571	Prar.g_01311	Prab.g_01167
OG0001572	Prar.g_01192	Prab.g_00415
OG0001581	Prar.g_00183	Prab.g_00135
OG0001582	Prar.g_00517	Prab.g_00473
OG0001583	Prar.g_01667	Prab.g_00824
OG0001584	Prar.g_01806	Prab.g_01037
OG0001585	Prar.g_00998	Prab.g_00399
OG0001587	Prar.g_01118	Prab.g_01728
OG0001588	Prar.g_00363	Prab.g_01384
OG0001595	Prar.g_00551	Prab.g_00059
OG0001596	Prar.g_00253	Prab.g_00067
OG0001597	Prar.g_00422	Prab.g_00351
OG0001599	Prar.g_00509	Prab.g_00465
OG0001600	Prar.g_01342	Prab.g_00515
OG0001601	Prar.g_01504	Prab.g_00679
OG0001602	Prar.g_01531	Prab.g_00706
OG0001603	Prar.g_01669	Prab.g_00826
OG0001604	Prar.g_01784	Prab.g_01060
OG0001605	Prar.g_01872	Prab.g_00961
OG0001606	Prar.g_01934	Prab.g_01298
OG0001607	Prar.g_01290	Prab.g_01192
OG0001608	Prar.g_00920	Prab.g_01352
OG0001609	Prar.g_00808	Prab.g_01505
OG0001610	Prar.g_00805	Prab.g_01508
OG0001611	Prar.g_00744	Prab.g_01573
OG0001613	Prar.g_00616	Prab.g_01821
OG0001626	Prar.g_01635	Prab.g_01583, Prab.g_00764
OG0001628	Prar.g_01646	Prab.g_00778
OG0001629	Prar.g_01647	Prab.g_00779
OG0001630	Prar.g_01765	Prab.g_01078
OG0001631	Prar.g_01923	Prab.g_01115
OG0001632	Prar.g_01000	Prab.g_00977
OG0001633	Prar.g_00914	Prab.g_01357
OG0001648	Prar.g_00433	Prab.g_00361
OG0001649	Prar.g_01924	Prab.g_01116
OG0001651	Prar.g_00746	Prab.g_01571
OG0001662	Prar.g_01319	Prab.g_01155
OG0001667	Prar.g_00975	Prab.g_01305
OG0001684	Prar.g_01418	Prab.g_00593
OG0001685	Prar.g_01747	Prab.g_00902
OG0001686	Prar.g_01871	Prab.g_00962
OG0001687	Prar.g_01917	Prab.g_01109
OG0001688	Prar.g_01922	Prab.g_01114
OG0001697	Prar.g_01754	Prab.g_01101
OG0001698	Prar.g_01921	Prab.g_01113
OG0001701	Prar.g_01115	Prab.g_01730
OG0001705	Prar.g_00463	Prab.g_00390
OG0001707	Prar.g_01941	Prab.g_01132
OG0001708	Prar.g_01281	Prab.g_01202
OG0001710	Prar.g_01096	Prab.g_01749
OG0001718	Prar.g_00423	Prab.g_00352
OG0001719	Prar.g_00451	Prab.g_00382
OG0001720	Prar.g_00972	Prab.g_00916, Prab.g_01618
OG0001721	Prar.g_01641	Prab.g_00771
OG0001722	Prar.g_01763	Prab.g_01080
OG0001723	Prar.g_01001	Prab.g_00972
OG0001725	Prar.g_00449	Prab.g_00380
OG0001742	Prar.g_00437	Prab.g_00364
OG0001743	Prar.g_01321	Prab.g_01153
OG0001744	Prar.g_00968	Prab.g_01312
OG0001745	Prar.g_00765	Prab.g_01548
OG0001772	Prar.g_01552	Prab.g_00393, Prab.g_01628
OG0001773	Prar.g_00740	Prab.g_01577
OG0001774	Prar.g_01507	Prab.g_00682
OG0001775	Prar.g_01929	Prab.g_01121
OG0001776	Prar.g_01323	Prab.g_01151
OG0001777	Prar.g_01190	Prab.g_00976
OG0001779	Prar.g_00967	Prab.g_01313, Prab.g_00751
OG0001780	Prar.g_00860	Prab.g_01401
OG0001781	Prar.g_00733	Prab.g_01593
OG0001819	Prar.g_00452	Prab.g_00383
OG0001821	Prar.g_01642	Prab.g_00772
OG0001822	Prar.g_01655	Prab.g_00808
OG0001823	Prar.g_01748	Prab.g_00903
OG0001824	Prar.g_01870	Prab.g_00963
OG0001825	Prar.g_01930	Prab.g_01122
OG0001826	Prar.g_01933	Prab.g_01124
OG0001827	Prar.g_01936	Prab.g_01126
OG0001828	Prar.g_01326	Prab.g_01148
OG0001829	Prar.g_01322	Prab.g_01152
OG0001830	Prar.g_01308	Prab.g_01170
OG0001831	Prar.g_01297	Prab.g_01185
OG0001832	Prar.g_00990	Prab.g_00715
OG0001833	Prar.g_00912	Prab.g_01359
OG0001834	Prar.g_00864	Prab.g_01398
OG0001919	Prar.g_00461	Prab.g_00385
OG0001920	Prar.g_01536	Prab.g_00713
OG0001921	Prar.g_01750	Prab.g_00905
OG0001922	Prar.g_00940	Prab.g_01341
OG0001983	Prar.g_01624	Prab.g_00748, Prab.g_00920
OG0001984	Prar.g_01660	Prab.g_00817
OG0001985	Prar.g_01753	Prab.g_01102
OG0001986	Prar.g_01858	Prab.g_00984
OG0001987	Prar.g_00993	Prab.g_00973
OG0001989	Prar.g_00922	Prab.g_01350
OG0002026	Prar.g_00460	Prab.g_00384
OG0002027	Prar.g_01751	Prab.g_00908
OG0002028	Prar.g_01865	Prab.g_00968
OG0002031	Prar.g_00723	Prab.g_01609
OG0002032	Prar.g_00075	Prab.g_01916
OG0002033	Prar.g_00614	Prab.g_01344
OG0002057	Prar.g_00218	Prab.g_00101
OG0002058	Prar.g_00147	Prab.g_00171
OG0002059	Prar.g_00424	Prab.g_00353
OG0002060	Prar.g_00426	Prab.g_00355
OG0002061	Prar.g_00462	Prab.g_00387
OG0002064	Prar.g_00515	Prab.g_00471
OG0002065	Prar.g_01389	Prab.g_00563
OG0002066	Prar.g_01395	Prab.g_00570
OG0002067	Prar.g_01598	Prab.g_00722
OG0002068	Prar.g_01631	Prab.g_00759
OG0002069	Prar.g_01633	Prab.g_00762
OG0002070	Prar.g_01656	Prab.g_00809
OG0002071	Prar.g_01658	Prab.g_00815
OG0002072	Prar.g_01666	Prab.g_00823
OG0002073	Prar.g_01689	Prab.g_00845
OG0002074	Prar.g_01741	Prab.g_00897
OG0002075	Prar.g_01752	Prab.g_00909
OG0002076	Prar.g_01788	Prab.g_01056
OG0002077	Prar.g_01866	Prab.g_00967
OG0002078	Prar.g_01869	Prab.g_00964
OG0002079	Prar.g_01874	Prab.g_00959
OG0002080	Prar.g_01892	Prab.g_00941
OG0002081	Prar.g_01916	Prab.g_01108
OG0002082	Prar.g_01925	Prab.g_01117
OG0002083	Prar.g_01938	Prab.g_01128
OG0002084	Prar.g_01939	Prab.g_01129
OG0002085	Prar.g_01945	Prab.g_01136
OG0002086	Prar.g_01950	Prab.g_01141
OG0002087	Prar.g_01951	Prab.g_01142
OG0002088	Prar.g_01952	Prab.g_01143
OG0002089	Prar.g_01310	Prab.g_01168
OG0002090	Prar.g_01305	Prab.g_01173
OG0002091	Prar.g_01288	Prab.g_01195
OG0002093	Prar.g_01159	Prab.g_01295
OG0002094	Prar.g_00974	Prab.g_01306
OG0002095	Prar.g_00970	Prab.g_01309
OG0002097	Prar.g_00854	Prab.g_01388
OG0002099	Prar.g_00759	Prab.g_01554
OG0002100	Prar.g_00750	Prab.g_01566
OG0002101	Prar.g_00747	Prab.g_01569
OG0002102	Prar.g_00743	Prab.g_01574
OG0002103	Prar.g_00741	Prab.g_01576
OG0002104	Prar.g_00739	Prab.g_01578
OG0002105	Prar.g_01138	Prab.g_01674
OG0002146	Prar.g_01327	Prab.g_00500
OG0002148	Prar.g_01627	Prab.g_00757
OG0002149	Prar.g_01645	Prab.g_00777
OG0002150	Prar.g_01867	Prab.g_00756
OG0002151	Prar.g_01306	Prab.g_01172
OG0002152	Prar.g_00983	Prab.g_01300
OG0002153	Prar.g_01868	Prab.g_00966
OG0002155	Prar.g_00845	Prab.g_01389
OG0002215	Prar.g_01625	Prab.g_00919
OG0002217	Prar.g_01671	Prab.g_00828
OG0002218	Prar.g_01749	Prab.g_00904
OG0002219	Prar.g_01317	Prab.g_01157
OG0002221	Prar.g_00969	Prab.g_01310
OG0002223	Prar.g_00720	Prab.g_00970
OG0002224	Prar.g_00447	Prab.g_00378
OG0002226	Prar.g_01597	Prab.g_00721
OG0002264	Prar.g_01713	Prab.g_00869
OG0002272	Prar.g_01301	Prab.g_01181
OG0002273	Prar.g_00559	Prab.g_01342
OG0002274	Prar.g_00853	Prab.g_01387
OG0002275	Prar.g_01152	Prab.g_01633
OG0002310	Prar.g_00438	Prab.g_00365
OG0002311	Prar.g_00999	Prab.g_00401
OG0002312	Prar.g_01648	Prab.g_00781
OG0002316	Prar.g_01911	Prab.g_01103
OG0002322	Prar.g_00748	Prab.g_01568
OG0002326	Prar.g_01176	Prab.g_01193
OG0002327	Prar.g_00721	Prab.g_01599
OG0002361	Prar.g_00403	Prab.g_00330
OG0002365	Prar.g_00471	Prab.g_00452
OG0002370	Prar.g_00826	Prab.g_01487
OG0002376	Prar.g_00735	Prab.g_01588
OG0002420	Prar.g_01077	Prab.g_01608
OG0002421	Prar.g_00857	Prab.g_01403
OG0002423	Prar.g_01178	Prab.g_00911
OG0002480	Prar.g_00863	Prab.g_01399
OG0002482	Prar.g_00450	Prab.g_00381
OG0002484	Prar.g_00470	Prab.g_00453
OG0002485	Prar.g_00466	Prab.g_01311
OG0002554	Prar.g_01632	Prab.g_00761
OG0002621	Prar.g_01162	Prab.g_00395
OG0002624	Prar.g_00430	Prab.g_00358
OG0002625	Prar.g_00442	Prab.g_00369
OG0002627	Prar.g_00374	Prab.g_01439
OG0002694	Prar.g_00745	Prab.g_01572
OG0002771	Prar.g_00858	Prab.g_01397
OG0002777	Prar.g_01005	Prab.g_00716
OG0002891	Prar.g_01564	Prab.g_00419
OG0003020	Prar.g_01743	Prab.g_00899
OG0003024	Prar.g_00873	Prab.g_01385
OG0003343	Prar.g_01640	Prab.g_00770
OG0003348	Prar.g_00373	Prab.g_01440
OG0003633	Prar.g_01164	Prab.g_00780
OG0003634	Prar.g_01200	Prab.g_01283
OG0004018	Prar.g_01739	Prab.g_00895
