Orthogroup	Prar	Syan
OG0000597	Prar.g_01470	Syan.g_00810
OG0000598	Prar.g_01471	Syan.g_00809
OG0000599	Prar.g_01474	Syan.g_00802
OG0000600	Prar.g_01475	Syan.g_00801
OG0000601	Prar.g_01476	Syan.g_00800
OG0000602	Prar.g_01478	Syan.g_00796
OG0000603	Prar.g_01479	Syan.g_00795
OG0000604	Prar.g_01480	Syan.g_00792
OG0000605	Prar.g_01481	Syan.g_00783
OG0000606	Prar.g_01484	Syan.g_00780
OG0000607	Prar.g_01487	Syan.g_00777
OG0000608	Prar.g_01488	Syan.g_00776
OG0000609	Prar.g_01489	Syan.g_00774
OG0000610	Prar.g_01494	Syan.g_00766
OG0000611	Prar.g_01497	Syan.g_00763
OG0000612	Prar.g_01498	Syan.g_00762
OG0000613	Prar.g_01503	Syan.g_01965
OG0000614	Prar.g_01522	Syan.g_00184
OG0000615	Prar.g_01530	Syan.g_00728
OG0000616	Prar.g_01534	Syan.g_01694
OG0000617	Prar.g_01605	Syan.g_00324
OG0000618	Prar.g_01606	Syan.g_00325
OG0000619	Prar.g_01607	Syan.g_00326
OG0000620	Prar.g_01610	Syan.g_00331
OG0000621	Prar.g_01611	Syan.g_00332
OG0000622	Prar.g_01612	Syan.g_00334
OG0000623	Prar.g_01613	Syan.g_00335
OG0000624	Prar.g_01614	Syan.g_00337
OG0000625	Prar.g_01615	Syan.g_00338
OG0000626	Prar.g_01616	Syan.g_00339
OG0000627	Prar.g_01617	Syan.g_00465
OG0000628	Prar.g_01618	Syan.g_00466
OG0000629	Prar.g_01619	Syan.g_00469
OG0000630	Prar.g_01622	Syan.g_00474
OG0000631	Prar.g_01675	Syan.g_00484
OG0000632	Prar.g_01676	Syan.g_00485
OG0000633	Prar.g_01677	Syan.g_00489
OG0000634	Prar.g_01680	Syan.g_00694
OG0000635	Prar.g_01681	Syan.g_00693
OG0000636	Prar.g_01683	Syan.g_00691
OG0000637	Prar.g_01685	Syan.g_00689
OG0000638	Prar.g_01686	Syan.g_00688
OG0000639	Prar.g_01687	Syan.g_00687
OG0000640	Prar.g_01688	Syan.g_00686
OG0000641	Prar.g_01692	Syan.g_00682
OG0000642	Prar.g_01693	Syan.g_00681
OG0000643	Prar.g_01694	Syan.g_00679
OG0000644	Prar.g_01695	Syan.g_00678
OG0000645	Prar.g_01696	Syan.g_00676
OG0000646	Prar.g_01698	Syan.g_00673
OG0000647	Prar.g_01699	Syan.g_00671
OG0000648	Prar.g_01701	Syan.g_00669
OG0000649	Prar.g_01702	Syan.g_00668
OG0000650	Prar.g_01703	Syan.g_00667
OG0000651	Prar.g_01704	Syan.g_00666
OG0000652	Prar.g_01705	Syan.g_00665
OG0000653	Prar.g_01707	Syan.g_00663
OG0000654	Prar.g_01708	Syan.g_00661
OG0000655	Prar.g_01709	Syan.g_00660
OG0000656	Prar.g_01712	Syan.g_00656
OG0000657	Prar.g_01719	Syan.g_00375
OG0000658	Prar.g_01720	Syan.g_00378
OG0000659	Prar.g_01721	Syan.g_00379
OG0000660	Prar.g_01725	Syan.g_00383
OG0000661	Prar.g_01727	Syan.g_00385
OG0000662	Prar.g_01729	Syan.g_00392
OG0000663	Prar.g_01731	Syan.g_00395
OG0000664	Prar.g_01732	Syan.g_00397
OG0000665	Prar.g_01736	Syan.g_00788
OG0000666	Prar.g_01737	Syan.g_02100
OG0000667	Prar.g_01742	Syan.g_00044
OG0000668	Prar.g_01759	Syan.g_00365
OG0000669	Prar.g_01767	Syan.g_00751
OG0000670	Prar.g_01769	Syan.g_00748
OG0000671	Prar.g_01771	Syan.g_00746
OG0000672	Prar.g_01774	Syan.g_00743
OG0000673	Prar.g_01777	Syan.g_00740
OG0000674	Prar.g_01779	Syan.g_00738
OG0000675	Prar.g_01780	Syan.g_00737
OG0000676	Prar.g_01782	Syan.g_00735
OG0000677	Prar.g_01783	Syan.g_00734
OG0000678	Prar.g_01785	Syan.g_00732
OG0000679	Prar.g_01789	Syan.g_00724
OG0000680	Prar.g_01790	Syan.g_00723
OG0000681	Prar.g_01792	Syan.g_00720
OG0000682	Prar.g_01793	Syan.g_00719
OG0000683	Prar.g_01794	Syan.g_00718
OG0000684	Prar.g_01795	Syan.g_00715
OG0000685	Prar.g_01797	Syan.g_00713
OG0000686	Prar.g_01798	Syan.g_00712
OG0000687	Prar.g_01799	Syan.g_00711
OG0000688	Prar.g_01802	Syan.g_00706
OG0000689	Prar.g_01803	Syan.g_00704
OG0000690	Prar.g_01804	Syan.g_00703
OG0000691	Prar.g_01805	Syan.g_00702
OG0000692	Prar.g_01807	Syan.g_00700
OG0000693	Prar.g_01808	Syan.g_00698
OG0000694	Prar.g_01809	Syan.g_00697
OG0000695	Prar.g_01811	Syan.g_00492
OG0000696	Prar.g_01812	Syan.g_00493
OG0000697	Prar.g_01813	Syan.g_00495
OG0000698	Prar.g_01816	Syan.g_00498
OG0000699	Prar.g_01817	Syan.g_00500
OG0000700	Prar.g_01818	Syan.g_00501
OG0000701	Prar.g_01819	Syan.g_00502
OG0000702	Prar.g_01821	Syan.g_00534
OG0000703	Prar.g_01822	Syan.g_00546
OG0000704	Prar.g_01823	Syan.g_00550
OG0000705	Prar.g_01827	Syan.g_00557
OG0000706	Prar.g_01828	Syan.g_00558
OG0000707	Prar.g_01829	Syan.g_00559
OG0000708	Prar.g_01830	Syan.g_00562
OG0000709	Prar.g_01834	Syan.g_00570
OG0000710	Prar.g_01837	Syan.g_00574
OG0000711	Prar.g_01853	Syan.g_00607
OG0000712	Prar.g_01855	Syan.g_00609
OG0000713	Prar.g_01856	Syan.g_00610
OG0000714	Prar.g_01857	Syan.g_00624
OG0000715	Prar.g_01859	Syan.g_00626
OG0000716	Prar.g_01861	Syan.g_00630
OG0000717	Prar.g_01862	Syan.g_00631
OG0000718	Prar.g_01873	Syan.g_00651
OG0000719	Prar.g_01875	Syan.g_00367
OG0000720	Prar.g_01884	Syan.g_00354
OG0000721	Prar.g_01886	Syan.g_00352
OG0000722	Prar.g_01887	Syan.g_00351
OG0000723	Prar.g_01890	Syan.g_00341
OG0000724	Prar.g_01899	Syan.g_00299
OG0000725	Prar.g_01905	Syan.g_00194
OG0000726	Prar.g_01906	Syan.g_00193
OG0000727	Prar.g_01907	Syan.g_00192
OG0000728	Prar.g_01909	Syan.g_00190
OG0000729	Prar.g_01955	Syan.g_01885
OG0000730	Prar.g_01324	Syan.g_02147
OG0000731	Prar.g_01320	Syan.g_02135
OG0000732	Prar.g_01314	Syan.g_01726
OG0000733	Prar.g_01295	Syan.g_01147
OG0000734	Prar.g_01278	Syan.g_02982
OG0000735	Prar.g_01276	Syan.g_02713
OG0000736	Prar.g_01275	Syan.g_02712
OG0000737	Prar.g_01274	Syan.g_02711
OG0000738	Prar.g_01270	Syan.g_02705
OG0000739	Prar.g_01269	Syan.g_02704
OG0000740	Prar.g_01268	Syan.g_02703
OG0000741	Prar.g_01267	Syan.g_02700
OG0000742	Prar.g_01264	Syan.g_02697
OG0000743	Prar.g_01262	Syan.g_02694
OG0000744	Prar.g_01261	Syan.g_02693
OG0000745	Prar.g_01260	Syan.g_02690
OG0000746	Prar.g_01258	Syan.g_02687
OG0000747	Prar.g_01257	Syan.g_02685
OG0000748	Prar.g_01254	Syan.g_02669
OG0000749	Prar.g_01253	Syan.g_02668
OG0000750	Prar.g_01252	Syan.g_02667
OG0000751	Prar.g_01250	Syan.g_02661
OG0000752	Prar.g_01248	Syan.g_02659
OG0000753	Prar.g_01245	Syan.g_02656
OG0000754	Prar.g_01242	Syan.g_02650
OG0000755	Prar.g_01239	Syan.g_02641
OG0000756	Prar.g_01238	Syan.g_02640
OG0000757	Prar.g_01232	Syan.g_02623
OG0000758	Prar.g_01231	Syan.g_02622
OG0000759	Prar.g_01230	Syan.g_02621
OG0000760	Prar.g_01229	Syan.g_02620
OG0000761	Prar.g_01228	Syan.g_02619
OG0000762	Prar.g_01227	Syan.g_02617
OG0000763	Prar.g_01225	Syan.g_02615
OG0000764	Prar.g_01224	Syan.g_02614
OG0000765	Prar.g_01215	Syan.g_02587
OG0000766	Prar.g_01214	Syan.g_02586
OG0000767	Prar.g_01212	Syan.g_02584
OG0000768	Prar.g_01211	Syan.g_02583
OG0000769	Prar.g_01209	Syan.g_02581
OG0000770	Prar.g_01207	Syan.g_02561
OG0000771	Prar.g_00376	Syan.g_00305
OG0000772	Prar.g_00976	Syan.g_00436
OG0000773	Prar.g_00964	Syan.g_01199
OG0000774	Prar.g_00962	Syan.g_01205
OG0000775	Prar.g_00960	Syan.g_01207
OG0000776	Prar.g_00959	Syan.g_01208
OG0000777	Prar.g_00958	Syan.g_01209
OG0000778	Prar.g_00957	Syan.g_01210
OG0000779	Prar.g_00953	Syan.g_01215
OG0000780	Prar.g_00952	Syan.g_01218
OG0000781	Prar.g_00949	Syan.g_01222
OG0000782	Prar.g_00948	Syan.g_01223
OG0000783	Prar.g_00947	Syan.g_01224
OG0000784	Prar.g_00946	Syan.g_01225
OG0000785	Prar.g_00944	Syan.g_01228
OG0000786	Prar.g_00942	Syan.g_01243
OG0000787	Prar.g_00941	Syan.g_01244
OG0000788	Prar.g_00924	Syan.g_00843
OG0000789	Prar.g_00921	Syan.g_00075
OG0000790	Prar.g_00906	Syan.g_02778
OG0000791	Prar.g_00904	Syan.g_02780
OG0000792	Prar.g_00903	Syan.g_02781
OG0000793	Prar.g_00900	Syan.g_02879
OG0000794	Prar.g_00899	Syan.g_02881
OG0000795	Prar.g_00898	Syan.g_02882
OG0000796	Prar.g_00894	Syan.g_02886
OG0000797	Prar.g_00893	Syan.g_02888
OG0000798	Prar.g_00866	Syan.g_02026
OG0000799	Prar.g_00357	Syan.g_01310
OG0000800	Prar.g_00356	Syan.g_01308
OG0000801	Prar.g_00355	Syan.g_01307
OG0000802	Prar.g_00353	Syan.g_01303
OG0000803	Prar.g_00351	Syan.g_01294
OG0000804	Prar.g_00350	Syan.g_01291
OG0000805	Prar.g_00348	Syan.g_01289
OG0000806	Prar.g_00346	Syan.g_01287
OG0000807	Prar.g_00345	Syan.g_01286
OG0000808	Prar.g_00344	Syan.g_01285
OG0000809	Prar.g_00341	Syan.g_01281
OG0000810	Prar.g_00340	Syan.g_01280
OG0000811	Prar.g_00336	Syan.g_01272
OG0000812	Prar.g_00842	Syan.g_01270
OG0000813	Prar.g_00841	Syan.g_01269
OG0000814	Prar.g_00839	Syan.g_01267
OG0000815	Prar.g_00838	Syan.g_01249
OG0000816	Prar.g_00836	Syan.g_01247
OG0000817	Prar.g_00835	Syan.g_01328
OG0000818	Prar.g_00830	Syan.g_02807
OG0000819	Prar.g_00829	Syan.g_02808
OG0000820	Prar.g_00828	Syan.g_02809
OG0000821	Prar.g_00824	Syan.g_02815
OG0000822	Prar.g_00823	Syan.g_02817
OG0000823	Prar.g_00822	Syan.g_02818
OG0000824	Prar.g_00819	Syan.g_02824
OG0000825	Prar.g_00818	Syan.g_02825
OG0000826	Prar.g_00817	Syan.g_02826
OG0000827	Prar.g_00816	Syan.g_02827
OG0000828	Prar.g_00813	Syan.g_02830
OG0000829	Prar.g_00812	Syan.g_02831
OG0000830	Prar.g_00811	Syan.g_02832
OG0000831	Prar.g_00809	Syan.g_02834
OG0000832	Prar.g_00803	Syan.g_02408
OG0000833	Prar.g_00795	Syan.g_01343
OG0000834	Prar.g_00794	Syan.g_01345
OG0000835	Prar.g_00793	Syan.g_01346
OG0000836	Prar.g_00792	Syan.g_01349
OG0000837	Prar.g_00791	Syan.g_01351
OG0000838	Prar.g_00789	Syan.g_01355
OG0000839	Prar.g_00788	Syan.g_01356
OG0000840	Prar.g_00787	Syan.g_01357
OG0000841	Prar.g_00786	Syan.g_01358
OG0000842	Prar.g_00785	Syan.g_01359
OG0000843	Prar.g_00784	Syan.g_01360
OG0000844	Prar.g_00783	Syan.g_01362
OG0000845	Prar.g_00782	Syan.g_01363
OG0000846	Prar.g_00781	Syan.g_01364
OG0000847	Prar.g_00780	Syan.g_01365
OG0000848	Prar.g_00779	Syan.g_01367
OG0000849	Prar.g_00778	Syan.g_01368
OG0000850	Prar.g_00776	Syan.g_01371
OG0000851	Prar.g_00775	Syan.g_01374
OG0000852	Prar.g_00774	Syan.g_01375
OG0000853	Prar.g_00770	Syan.g_01379
OG0000854	Prar.g_00768	Syan.g_01381
OG0000855	Prar.g_00767	Syan.g_01382
OG0000856	Prar.g_00753	Syan.g_01136
OG0000857	Prar.g_00725	Syan.g_00672
OG0000858	Prar.g_01149	Syan.g_01389
OG0000859	Prar.g_01148	Syan.g_01390
OG0000860	Prar.g_01141	Syan.g_01402
OG0000861	Prar.g_01140	Syan.g_01403
OG0000862	Prar.g_01139	Syan.g_01412
OG0000863	Prar.g_01137	Syan.g_01414
OG0000864	Prar.g_01136	Syan.g_00969
OG0000865	Prar.g_01135	Syan.g_01415
OG0000866	Prar.g_01134	Syan.g_01416
OG0000867	Prar.g_01133	Syan.g_01417
OG0000868	Prar.g_01132	Syan.g_01421
OG0000869	Prar.g_01128	Syan.g_01426
OG0000870	Prar.g_01123	Syan.g_01431
OG0000871	Prar.g_01122	Syan.g_01432
OG0000872	Prar.g_01121	Syan.g_01438
OG0000873	Prar.g_01965	Syan.g_01441
OG0000874	Prar.g_01968	Syan.g_01443
OG0000875	Prar.g_01969	Syan.g_01445
OG0000876	Prar.g_01970	Syan.g_00391
OG0000877	Prar.g_01963	Syan.g_01449
OG0000878	Prar.g_01962	Syan.g_01450
OG0000879	Prar.g_01961	Syan.g_01451
OG0000880	Prar.g_01960	Syan.g_01452
OG0000881	Prar.g_00595, Prar.g_01956	Syan.g_01457
OG0000882	Prar.g_00600	Syan.g_01462
OG0000883	Prar.g_00601	Syan.g_01464
OG0000884	Prar.g_00603	Syan.g_01466
OG0000885	Prar.g_00604	Syan.g_01467
OG0000886	Prar.g_00605	Syan.g_01468
OG0000887	Prar.g_00606	Syan.g_01469
OG0000888	Prar.g_00608	Syan.g_01471
OG0000889	Prar.g_00610	Syan.g_01473
OG0000890	Prar.g_00611	Syan.g_01476
OG0000891	Prar.g_00612	Syan.g_01477
OG0000892	Prar.g_01119	Syan.g_01480
OG0000893	Prar.g_01114	Syan.g_02103
OG0000894	Prar.g_01112	Syan.g_02108
OG0000895	Prar.g_01109	Syan.g_02112
OG0000896	Prar.g_01108	Syan.g_02113
OG0000897	Prar.g_01106	Syan.g_02115
OG0000898	Prar.g_01105	Syan.g_02116
OG0000899	Prar.g_01104	Syan.g_02117
OG0000900	Prar.g_01103	Syan.g_02118
OG0000901	Prar.g_01100	Syan.g_02123
OG0000902	Prar.g_01098	Syan.g_02125
OG0000903	Prar.g_01095	Syan.g_02252
OG0000904	Prar.g_01093	Syan.g_02258
OG0000905	Prar.g_01088	Syan.g_02129
OG0000906	Prar.g_01087	Syan.g_02127
OG0000907	Prar.g_01069	Syan.g_02245
OG0000908	Prar.g_01066	Syan.g_02242
OG0000909	Prar.g_01065	Syan.g_02241
OG0000910	Prar.g_01064	Syan.g_02240
OG0000911	Prar.g_01062	Syan.g_02238
OG0000912	Prar.g_01061	Syan.g_02237
OG0000913	Prar.g_01060	Syan.g_02236
OG0000914	Prar.g_01059	Syan.g_02235
OG0000915	Prar.g_01058	Syan.g_02233
OG0000916	Prar.g_01057	Syan.g_02232
OG0000917	Prar.g_01056	Syan.g_02231
OG0000918	Prar.g_01055	Syan.g_02230
OG0000919	Prar.g_01054	Syan.g_02229
OG0000920	Prar.g_01053	Syan.g_02228
OG0000921	Prar.g_01052	Syan.g_02227
OG0000922	Prar.g_01051	Syan.g_02226
OG0000923	Prar.g_01047	Syan.g_02222
OG0000924	Prar.g_01046	Syan.g_02221
OG0000925	Prar.g_01045	Syan.g_02220
OG0000926	Prar.g_01044	Syan.g_02219
OG0000927	Prar.g_01042	Syan.g_02217
OG0000928	Prar.g_01041	Syan.g_02216
OG0000929	Prar.g_01040	Syan.g_02215
OG0000930	Prar.g_01039	Syan.g_02214
OG0000931	Prar.g_01038	Syan.g_02213
OG0000932	Prar.g_01037	Syan.g_02212
OG0000933	Prar.g_01033	Syan.g_02206
OG0000934	Prar.g_01031	Syan.g_02204
OG0000935	Prar.g_01030	Syan.g_02203
OG0000936	Prar.g_01029	Syan.g_02202
OG0000937	Prar.g_01028	Syan.g_02201
OG0000938	Prar.g_01026	Syan.g_02198
OG0000939	Prar.g_01025	Syan.g_02197
OG0000940	Prar.g_01019	Syan.g_02188
OG0000941	Prar.g_01017	Syan.g_02186
OG0000942	Prar.g_01015	Syan.g_02184
OG0000943	Prar.g_01014	Syan.g_02183
OG0000944	Prar.g_01013	Syan.g_02181
OG0000945	Prar.g_01012	Syan.g_02180
OG0000946	Prar.g_00617	Syan.g_02167
OG0000947	Prar.g_00619	Syan.g_02164
OG0000948	Prar.g_00620	Syan.g_02163
OG0000949	Prar.g_00623	Syan.g_01951
OG0000950	Prar.g_00628	Syan.g_01940
OG0000951	Prar.g_00632	Syan.g_01932
OG0000952	Prar.g_00636	Syan.g_01927
OG0000953	Prar.g_00639	Syan.g_01922
OG0000954	Prar.g_00643	Syan.g_01916
OG0000955	Prar.g_00644	Syan.g_01915
OG0000956	Prar.g_00646	Syan.g_01913
OG0000957	Prar.g_00651	Syan.g_01898
OG0000958	Prar.g_00652	Syan.g_01897
OG0000959	Prar.g_00656	Syan.g_01893
OG0000960	Prar.g_00657	Syan.g_01892
OG0000961	Prar.g_00659	Syan.g_03024
OG0000962	Prar.g_00661	Syan.g_01887
OG0000963	Prar.g_00664	Syan.g_01881
OG0000964	Prar.g_00665	Syan.g_01880
OG0000965	Prar.g_00666	Syan.g_01879
OG0000966	Prar.g_00673	Syan.g_01812
OG0000967	Prar.g_00677	Syan.g_01804
OG0000968	Prar.g_00679	Syan.g_01706
OG0000969	Prar.g_00680	Syan.g_01708
OG0000970	Prar.g_00681	Syan.g_01709
OG0000971	Prar.g_00682	Syan.g_01711
OG0000972	Prar.g_00683	Syan.g_01712
OG0000973	Prar.g_00684	Syan.g_01713
OG0000974	Prar.g_00685	Syan.g_01714
OG0000975	Prar.g_00686	Syan.g_01715
OG0000976	Prar.g_00687	Syan.g_01716
OG0000977	Prar.g_00688	Syan.g_01718
OG0000978	Prar.g_00689	Syan.g_01719
OG0000979	Prar.g_00692	Syan.g_01722
OG0000980	Prar.g_00694	Syan.g_01725
OG0000981	Prar.g_00696	Syan.g_01728
OG0000982	Prar.g_00698	Syan.g_01566
OG0000983	Prar.g_00699	Syan.g_01567
OG0000984	Prar.g_00700	Syan.g_01568
OG0000985	Prar.g_00703	Syan.g_01572
OG0000986	Prar.g_00705	Syan.g_01574
OG0000987	Prar.g_00706	Syan.g_01576
OG0000988	Prar.g_00709	Syan.g_01581
OG0000989	Prar.g_00073	Syan.g_01587
OG0000990	Prar.g_00070	Syan.g_01615
OG0000991	Prar.g_00069	Syan.g_01618
OG0000992	Prar.g_00067	Syan.g_01622
OG0000993	Prar.g_00066	Syan.g_01623
OG0000994	Prar.g_00065	Syan.g_01625
OG0000995	Prar.g_00061	Syan.g_01629
OG0000996	Prar.g_00060	Syan.g_01653
OG0000997	Prar.g_00059	Syan.g_01677
OG0000998	Prar.g_00057	Syan.g_01679
OG0000999	Prar.g_00056	Syan.g_01680
OG0001000	Prar.g_00053	Syan.g_01684
OG0001001	Prar.g_00051	Syan.g_01690
OG0001002	Prar.g_00047	Syan.g_01697
OG0001003	Prar.g_00046	Syan.g_01699
OG0001004	Prar.g_00045	Syan.g_01700
OG0001005	Prar.g_00044	Syan.g_01701
OG0001006	Prar.g_00040	Syan.g_01794
OG0001007	Prar.g_00038	Syan.g_01796
OG0001008	Prar.g_00485	Syan.g_02397
OG0001009	Prar.g_00011	Syan.g_01748
OG0001010	Prar.g_00010	Syan.g_01747
OG0001011	Prar.g_00009	Syan.g_01745
OG0001012	Prar.g_00577	Syan.g_00281
OG0001013	Prar.g_00571	Syan.g_01542
OG0001014	Prar.g_00568	Syan.g_01535
OG0001015	Prar.g_00567	Syan.g_01534
OG0001016	Prar.g_00255	Syan.g_02912
OG0001017	Prar.g_00251	Syan.g_02918
OG0001018	Prar.g_00248	Syan.g_02920
OG0001019	Prar.g_00239	Syan.g_02947
OG0001020	Prar.g_00238	Syan.g_02951
OG0001021	Prar.g_00237	Syan.g_02958
OG0001022	Prar.g_00234	Syan.g_02964
OG0001023	Prar.g_00233	Syan.g_02965
OG0001024	Prar.g_00230	Syan.g_00968
OG0001025	Prar.g_00224	Syan.g_02971
OG0001026	Prar.g_00217	Syan.g_02984
OG0001027	Prar.g_00216	Syan.g_02308
OG0001028	Prar.g_00214	Syan.g_02305
OG0001029	Prar.g_00213	Syan.g_02303
OG0001030	Prar.g_00198	Syan.g_02281
OG0001031	Prar.g_00141	Syan.g_03060
OG0001032	Prar.g_00140	Syan.g_03063
OG0001033	Prar.g_00119	Syan.g_00970
OG0001034	Prar.g_00091	Syan.g_02425
OG0001035	Prar.g_00333	Syan.g_02062
OG0001036	Prar.g_00328	Syan.g_02056
OG0001037	Prar.g_00327	Syan.g_02054
OG0001038	Prar.g_00309	Syan.g_02025
OG0001039	Prar.g_00306	Syan.g_02022
OG0001040	Prar.g_00304	Syan.g_02019
OG0001041	Prar.g_00300	Syan.g_02015
OG0001042	Prar.g_00283	Syan.g_01992
OG0001043	Prar.g_00282	Syan.g_01988
OG0001044	Prar.g_00393	Syan.g_02145
OG0001045	Prar.g_00402	Syan.g_02132
OG0001046	Prar.g_00440	Syan.g_00591
OG0001047	Prar.g_00487	Syan.g_02399
OG0001048	Prar.g_00488	Syan.g_02400
OG0001049	Prar.g_00490	Syan.g_01340
OG0001050	Prar.g_00491	Syan.g_01339
OG0001051	Prar.g_00492	Syan.g_01338
OG0001052	Prar.g_00521	Syan.g_02850
OG0001053	Prar.g_00533	Syan.g_02761
OG0001054	Prar.g_01329	Syan.g_02742
OG0001055	Prar.g_01347	Syan.g_02721
OG0001056	Prar.g_01366	Syan.g_01161
OG0001057	Prar.g_01371	Syan.g_00832
OG0001058	Prar.g_01379	Syan.g_00851
OG0001059	Prar.g_01383	Syan.g_00855
OG0001060	Prar.g_01390	Syan.g_00861
OG0001061	Prar.g_01403	Syan.g_00880
OG0001063	Prar.g_01407	Syan.g_00945
OG0001064	Prar.g_01408	Syan.g_00946
OG0001065	Prar.g_01409	Syan.g_00947
OG0001066	Prar.g_01410	Syan.g_00948
OG0001067	Prar.g_01411	Syan.g_00949
OG0001068	Prar.g_01412	Syan.g_00950
OG0001069	Prar.g_01413	Syan.g_00951
OG0001070	Prar.g_01416	Syan.g_00955
OG0001071	Prar.g_01417	Syan.g_00956
OG0001072	Prar.g_01419	Syan.g_00960
OG0001073	Prar.g_01434	Syan.g_01012
OG0001074	Prar.g_01445	Syan.g_00202
OG0001075	Prar.g_01446	Syan.g_00200
OG0001076	Prar.g_01454	Syan.g_00012
OG0001077	Prar.g_01458	Syan.g_01140
OG0001078	Prar.g_01466	Syan.g_00815
OG0001079	Prar.g_01477	Syan.g_00799
OG0001080	Prar.g_01483	Syan.g_00781
OG0001081	Prar.g_01485	Syan.g_00779
OG0001082	Prar.g_01486	Syan.g_00778
OG0001083	Prar.g_01491	Syan.g_00771
OG0001084	Prar.g_01492	Syan.g_00770
OG0001086	Prar.g_01501	Syan.g_00757
OG0001087	Prar.g_01518	Syan.g_01159
OG0001088	Prar.g_01519	Syan.g_02688
OG0001089	Prar.g_01527	Syan.g_00185
OG0001090	Prar.g_01600	Syan.g_00317
OG0001091	Prar.g_01602	Syan.g_00320
OG0001092	Prar.g_01603	Syan.g_00322
OG0001093	Prar.g_01608	Syan.g_00328
OG0001094	Prar.g_01678	Syan.g_00696
OG0001095	Prar.g_01697	Syan.g_00675
OG0001096	Prar.g_01710	Syan.g_00659
OG0001097	Prar.g_01728	Syan.g_00386
OG0001099	Prar.g_01764	Syan.g_02304
OG0001100	Prar.g_01768	Syan.g_00749
OG0001101	Prar.g_01770	Syan.g_00747
OG0001102	Prar.g_01773	Syan.g_00744
OG0001103	Prar.g_01775	Syan.g_00742
OG0001104	Prar.g_01796	Syan.g_00714
OG0001106	Prar.g_01824	Syan.g_00551
OG0001107	Prar.g_01831	Syan.g_00563
OG0001108	Prar.g_01835	Syan.g_00571
OG0001109	Prar.g_01836	Syan.g_00573
OG0001110	Prar.g_01838	Syan.g_00575
OG0001111	Prar.g_01839	Syan.g_00577
OG0001112	Prar.g_01840	Syan.g_00579
OG0001113	Prar.g_01841	Syan.g_00580
OG0001114	Prar.g_01842	Syan.g_00581
OG0001115	Prar.g_01844	Syan.g_00586
OG0001116	Prar.g_01845	Syan.g_00588
OG0001117	Prar.g_01846	Syan.g_00589
OG0001118	Prar.g_01847	Syan.g_00590
OG0001119	Prar.g_01848	Syan.g_00592
OG0001120	Prar.g_01850	Syan.g_00597
OG0001122	Prar.g_01876	Syan.g_00366
OG0001123	Prar.g_01880	Syan.g_00359
OG0001124	Prar.g_01882	Syan.g_00357
OG0001125	Prar.g_01883	Syan.g_00355
OG0001126	Prar.g_01893	Syan.g_00307
OG0001127	Prar.g_01894	Syan.g_00306
OG0001128	Prar.g_01896	Syan.g_00303
OG0001129	Prar.g_01897	Syan.g_00301
OG0001130	Prar.g_01898	Syan.g_00300
OG0001131	Prar.g_01935	Syan.g_00079
OG0001132	Prar.g_01944	Syan.g_00100
OG0001133	Prar.g_01309	Syan.g_00006
OG0001134	Prar.g_01296	Syan.g_01146
OG0001135	Prar.g_01293	Syan.g_01150
OG0001136	Prar.g_01266	Syan.g_02699
OG0001137	Prar.g_01255	Syan.g_02670
OG0001138	Prar.g_01237	Syan.g_02638
OG0001139	Prar.g_01236	Syan.g_02636
OG0001140	Prar.g_01235	Syan.g_02635
OG0001141	Prar.g_01234	Syan.g_02625
OG0001142	Prar.g_01233	Syan.g_02624
OG0001143	Prar.g_01226	Syan.g_02616
OG0001144	Prar.g_01221	Syan.g_02596
OG0001145	Prar.g_00963	Syan.g_01200
OG0001146	Prar.g_00951	Syan.g_01219
OG0001147	Prar.g_00925	Syan.g_02842
OG0001148	Prar.g_00909	Syan.g_02775
OG0001149	Prar.g_00908	Syan.g_02776
OG0001150	Prar.g_00907	Syan.g_02777
OG0001151	Prar.g_00896	Syan.g_02884
OG0001152	Prar.g_00895	Syan.g_02885
OG0001153	Prar.g_00815	Syan.g_02828
OG0001154	Prar.g_00814	Syan.g_02829
OG0001156	Prar.g_00799	Syan.g_02404
OG0001157	Prar.g_00798	Syan.g_02403
OG0001158	Prar.g_00797	Syan.g_02402
OG0001159	Prar.g_00796	Syan.g_02401
OG0001160	Prar.g_00772	Syan.g_01377
OG0001161	Prar.g_00760	Syan.g_01594
OG0001162	Prar.g_00749	Syan.g_02943
OG0001163	Prar.g_01151	Syan.g_01385
OG0001164	Prar.g_01147	Syan.g_01392
OG0001165	Prar.g_01144	Syan.g_01397
OG0001166	Prar.g_01124	Syan.g_01430
OG0001167	Prar.g_01959	Syan.g_00992
OG0001168	Prar.g_01957	Syan.g_01456
OG0001169	Prar.g_00596	Syan.g_01458
OG0001170	Prar.g_00598	Syan.g_01460
OG0001171	Prar.g_00607	Syan.g_01470
OG0001172	Prar.g_01111	Syan.g_02110
OG0001173	Prar.g_01110	Syan.g_02111
OG0001174	Prar.g_01102	Syan.g_02119
OG0001175	Prar.g_01101	Syan.g_02120
OG0001176	Prar.g_01094	Syan.g_02253
OG0001177	Prar.g_01091	Syan.g_02256
OG0001179	Prar.g_01043	Syan.g_02218
OG0001180	Prar.g_01022	Syan.g_02191
OG0001181	Prar.g_01018	Syan.g_02187
OG0001182	Prar.g_01011	Syan.g_02179
OG0001183	Prar.g_00618	Syan.g_02166
OG0001184	Prar.g_00634	Syan.g_01929
OG0001185	Prar.g_00648	Syan.g_01902
