Orthogroup	Pram	Pran
OG0000588	Pram.g_01068	Pran.g_01536
OG0000589	Pram.g_01067	Pran.g_01535
OG0000590	Pram.g_01066	Pran.g_01534
OG0000591	Pram.g_01065	Pran.g_01533
OG0000592	Pram.g_01064	Pran.g_01532
OG0000593	Pram.g_01063	Pran.g_01531
OG0000594	Pram.g_01062	Pran.g_01530
OG0000595	Pram.g_01061	Pran.g_01529
OG0000596	Pram.g_01060	Pran.g_01528
OG0000597	Pram.g_01056	Pran.g_01524
OG0000598	Pram.g_01055	Pran.g_01523
OG0000599	Pram.g_01054	Pran.g_01522
OG0000600	Pram.g_01053	Pran.g_01521
OG0000601	Pram.g_01052	Pran.g_01520
OG0000602	Pram.g_01051	Pran.g_01519
OG0000603	Pram.g_01050	Pran.g_01518
OG0000604	Pram.g_01049	Pran.g_01517
OG0000605	Pram.g_01048	Pran.g_01516
OG0000606	Pram.g_01047	Pran.g_01515
OG0000607	Pram.g_01045	Pran.g_01514
OG0000608	Pram.g_01044	Pran.g_01513
OG0000609	Pram.g_01042	Pran.g_01511
OG0000610	Pram.g_01041	Pran.g_01510
OG0000611	Pram.g_00760	Pran.g_01508
OG0000612	Pram.g_00761	Pran.g_01507
OG0000613	Pram.g_00763	Pran.g_01505
OG0000614	Pram.g_00769	Pran.g_01499
OG0000615	Pram.g_00770	Pran.g_01498
OG0000616	Pram.g_00771	Pran.g_01497
OG0000617	Pram.g_00774	Pran.g_01495
OG0000618	Pram.g_00775	Pran.g_01494
OG0000619	Pram.g_00776	Pran.g_01493
OG0000620	Pram.g_00778	Pran.g_01491
OG0000621	Pram.g_00779	Pran.g_01490
OG0000622	Pram.g_00780	Pran.g_01489
OG0000623	Pram.g_00781	Pran.g_01488
OG0000624	Pram.g_00784	Pran.g_01486
OG0000625	Pram.g_00785	Pran.g_01485
OG0000626	Pram.g_00786	Pran.g_01484
OG0000627	Pram.g_00789	Pran.g_01483
OG0000628	Pram.g_00790	Pran.g_01482
OG0000629	Pram.g_00791	Pran.g_01481
OG0000630	Pram.g_00793	Pran.g_01479
OG0000631	Pram.g_00795	Pran.g_01478
OG0000632	Pram.g_01927	Pran.g_01472
OG0000633	Pram.g_00720	Pran.g_01471
OG0000634	Pram.g_00802	Pran.g_01459
OG0000635	Pram.g_01027	Pran.g_01457
OG0000636	Pram.g_01026	Pran.g_01456
OG0000637	Pram.g_01024	Pran.g_01454
OG0000638	Pram.g_01023	Pran.g_01453
OG0000639	Pram.g_01022	Pran.g_01452
OG0000640	Pram.g_01021	Pran.g_01451
OG0000641	Pram.g_01020	Pran.g_01450
OG0000642	Pram.g_01019	Pran.g_01449
OG0000643	Pram.g_01018	Pran.g_01448
OG0000644	Pram.g_01016	Pran.g_01446
OG0000645	Pram.g_01014	Pran.g_01445
OG0000646	Pram.g_01013	Pran.g_01444
OG0000647	Pram.g_01012	Pran.g_01443
OG0000648	Pram.g_01011	Pran.g_01442
OG0000649	Pram.g_01010	Pran.g_01441
OG0000650	Pram.g_01008	Pran.g_01440
OG0000651	Pram.g_01007	Pran.g_01439
OG0000652	Pram.g_01005	Pran.g_01437
OG0000653	Pram.g_01533	Pran.g_01418
OG0000654	Pram.g_01539	Pran.g_01415
OG0000655	Pram.g_00576	Pran.g_01405, Pran.g_01763
OG0000656	Pram.g_01534	Pran.g_01400
OG0000657	Pram.g_00935	Pran.g_01378
OG0000658	Pram.g_00934	Pran.g_01377
OG0000659	Pram.g_00933	Pran.g_01376
OG0000660	Pram.g_00325	Pran.g_01365
OG0000661	Pram.g_00908	Pran.g_01356
OG0000662	Pram.g_00911	Pran.g_01354
OG0000663	Pram.g_00913	Pran.g_01352
OG0000664	Pram.g_00914	Pran.g_01351
OG0000665	Pram.g_00915	Pran.g_01350
OG0000666	Pram.g_01028	Pran.g_01349
OG0000667	Pram.g_00804	Pran.g_01348
OG0000668	Pram.g_00805	Pran.g_01347
OG0000669	Pram.g_00806	Pran.g_01346
OG0000670	Pram.g_00808	Pran.g_01344
OG0000671	Pram.g_00809	Pran.g_01343
OG0000672	Pram.g_00810	Pran.g_01342
OG0000673	Pram.g_00811	Pran.g_01341
OG0000674	Pram.g_00812	Pran.g_01340
OG0000675	Pram.g_00813	Pran.g_01339
OG0000676	Pram.g_00815	Pran.g_01337
OG0000677	Pram.g_00817	Pran.g_01335
OG0000678	Pram.g_00818	Pran.g_01334
OG0000679	Pram.g_00819	Pran.g_01333
OG0000680	Pram.g_00820	Pran.g_01332
OG0000681	Pram.g_00821	Pran.g_01331
OG0000682	Pram.g_00822	Pran.g_01330
OG0000683	Pram.g_00823	Pran.g_01329
OG0000684	Pram.g_00825	Pran.g_01328
OG0000685	Pram.g_00826	Pran.g_01327
OG0000686	Pram.g_00827	Pran.g_01326
OG0000687	Pram.g_00828	Pran.g_01325
OG0000688	Pram.g_00829	Pran.g_01324
OG0000689	Pram.g_00830	Pran.g_01323
OG0000690	Pram.g_00831	Pran.g_01322
OG0000691	Pram.g_00833	Pran.g_01320
OG0000692	Pram.g_00834	Pran.g_01319
OG0000693	Pram.g_00835	Pran.g_01318
OG0000694	Pram.g_00836	Pran.g_01317
OG0000695	Pram.g_00837	Pran.g_01316
OG0000696	Pram.g_00838	Pran.g_01315
OG0000697	Pram.g_00839	Pran.g_01313
OG0000698	Pram.g_00840	Pran.g_01312
OG0000699	Pram.g_00844	Pran.g_01309
OG0000700	Pram.g_00845	Pran.g_01308
OG0000701	Pram.g_00847	Pran.g_01307
OG0000702	Pram.g_00848	Pran.g_01306
OG0000703	Pram.g_00849	Pran.g_01305
OG0000704	Pram.g_00850	Pran.g_01304
OG0000705	Pram.g_00852	Pran.g_01302
OG0000706	Pram.g_00853	Pran.g_01301
OG0000707	Pram.g_00854	Pran.g_01300
OG0000708	Pram.g_00855	Pran.g_01299
OG0000709	Pram.g_00857	Pran.g_01298
OG0000710	Pram.g_00858	Pran.g_01297
OG0000711	Pram.g_00859	Pran.g_01296
OG0000712	Pram.g_00860	Pran.g_01295
OG0000713	Pram.g_00861	Pran.g_01294
OG0000714	Pram.g_00865	Pran.g_01292
OG0000715	Pram.g_00866	Pran.g_01291
OG0000716	Pram.g_00867	Pran.g_01290
OG0000717	Pram.g_00868	Pran.g_01289
OG0000718	Pram.g_00870	Pran.g_01287
OG0000719	Pram.g_00872	Pran.g_01285
OG0000720	Pram.g_00876	Pran.g_01283
OG0000721	Pram.g_00877	Pran.g_01282
OG0000722	Pram.g_00713	Pran.g_00413
OG0000723	Pram.g_00717	Pran.g_00418
OG0000724	Pram.g_00724	Pran.g_00421
OG0000725	Pram.g_00726	Pran.g_00422
OG0000726	Pram.g_00727	Pran.g_00423
OG0000727	Pram.g_00728	Pran.g_00424
OG0000728	Pram.g_00729	Pran.g_00425
OG0000729	Pram.g_00731	Pran.g_00426
OG0000730	Pram.g_00732	Pran.g_00427
OG0000731	Pram.g_00734	Pran.g_00429
OG0000732	Pram.g_00735	Pran.g_00430
OG0000733	Pram.g_00736	Pran.g_00431
OG0000734	Pram.g_00737	Pran.g_00432
OG0000735	Pram.g_00738	Pran.g_00433
OG0000736	Pram.g_00740	Pran.g_00435
OG0000737	Pram.g_00741	Pran.g_00436
OG0000738	Pram.g_00743	Pran.g_00438
OG0000739	Pram.g_00744	Pran.g_00439
OG0000740	Pram.g_00745	Pran.g_00440
OG0000741	Pram.g_00747	Pran.g_00442
OG0000742	Pram.g_00748	Pran.g_00443
OG0000743	Pram.g_00752	Pran.g_00446
OG0000744	Pram.g_00753	Pran.g_00447
OG0000745	Pram.g_00754	Pran.g_00449
OG0000746	Pram.g_00755	Pran.g_00450
OG0000747	Pram.g_00756	Pran.g_00451
OG0000748	Pram.g_00757	Pran.g_00452
OG0000749	Pram.g_00758	Pran.g_00453
OG0000750	Pram.g_00759	Pran.g_00454
OG0000751	Pram.g_01036	Pran.g_00456
OG0000752	Pram.g_01035	Pran.g_00457
OG0000753	Pram.g_01034	Pran.g_00458
OG0000754	Pram.g_01033	Pran.g_00459
OG0000755	Pram.g_01031	Pran.g_00461
OG0000756	Pram.g_01030	Pran.g_00462
OG0000757	Pram.g_01029	Pran.g_00463
OG0000758	Pram.g_00916	Pran.g_00464
OG0000759	Pram.g_00917	Pran.g_00465
OG0000760	Pram.g_00918	Pran.g_00466
OG0000761	Pram.g_00919	Pran.g_00467
OG0000762	Pram.g_00921	Pran.g_00469
OG0000763	Pram.g_00922	Pran.g_00470
OG0000764	Pram.g_00923	Pran.g_00471
OG0000765	Pram.g_00924	Pran.g_00472
OG0000766	Pram.g_00925	Pran.g_00473
OG0000767	Pram.g_00926	Pran.g_00474
OG0000768	Pram.g_00927	Pran.g_00475
OG0000769	Pram.g_00928	Pran.g_00476
OG0000770	Pram.g_00930	Pran.g_00477
OG0000771	Pram.g_00931	Pran.g_00478
OG0000772	Pram.g_00988	Pran.g_00479
OG0000773	Pram.g_00936	Pran.g_00481
OG0000774	Pram.g_00937	Pran.g_00482
OG0000775	Pram.g_00938	Pran.g_00483
OG0000776	Pram.g_00940	Pran.g_00484
OG0000777	Pram.g_00941	Pran.g_00485
OG0000778	Pram.g_00942	Pran.g_00486
OG0000779	Pram.g_00944	Pran.g_00488
OG0000780	Pram.g_00945	Pran.g_00489
OG0000781	Pram.g_00946	Pran.g_00490
OG0000782	Pram.g_00948	Pran.g_00492
OG0000783	Pram.g_00949	Pran.g_00493
OG0000784	Pram.g_00950	Pran.g_00494
OG0000785	Pram.g_00951	Pran.g_00495
OG0000786	Pram.g_00952	Pran.g_00496
OG0000787	Pram.g_00954	Pran.g_00498
OG0000788	Pram.g_00955	Pran.g_00499
OG0000789	Pram.g_00956	Pran.g_00500
OG0000790	Pram.g_00957	Pran.g_00501
OG0000791	Pram.g_00958	Pran.g_00502
OG0000792	Pram.g_01199	Pran.g_00503
OG0000793	Pram.g_00959	Pran.g_00504
OG0000794	Pram.g_00960	Pran.g_00505
OG0000795	Pram.g_00961	Pran.g_00506
OG0000796	Pram.g_00963	Pran.g_00508
OG0000797	Pram.g_00964	Pran.g_00510
OG0000798	Pram.g_00965	Pran.g_00511
OG0000799	Pram.g_00966	Pran.g_00512
OG0000800	Pram.g_00967	Pran.g_00513
OG0000801	Pram.g_00968	Pran.g_00514
OG0000802	Pram.g_00970	Pran.g_00516
OG0000803	Pram.g_00971	Pran.g_00517
OG0000804	Pram.g_00973	Pran.g_00537
OG0000805	Pram.g_00975	Pran.g_00539
OG0000806	Pram.g_00976	Pran.g_00540
OG0000807	Pram.g_00977	Pran.g_00541
OG0000808	Pram.g_00978	Pran.g_00542
OG0000809	Pram.g_00983	Pran.g_00546
OG0000810	Pram.g_00985	Pran.g_00547
OG0000811	Pram.g_00986	Pran.g_00548
OG0000812	Pram.g_00987	Pran.g_00549
OG0000813	Pram.g_00990	Pran.g_00550
OG0000814	Pram.g_00991	Pran.g_00551
OG0000815	Pram.g_00992	Pran.g_00552
OG0000816	Pram.g_00995	Pran.g_00554
OG0000817	Pram.g_00899	Pran.g_00557
OG0000818	Pram.g_00898	Pran.g_00558
OG0000819	Pram.g_00896	Pran.g_00560
OG0000820	Pram.g_00895	Pran.g_00561
OG0000821	Pram.g_00894	Pran.g_00562
OG0000822	Pram.g_00893	Pran.g_00563
OG0000823	Pram.g_00890	Pran.g_00566
OG0000824	Pram.g_00889	Pran.g_00567
OG0000825	Pram.g_00887	Pran.g_00569
OG0000826	Pram.g_00886	Pran.g_00570
OG0000827	Pram.g_00885	Pran.g_00571
OG0000828	Pram.g_00883	Pran.g_00573
OG0000829	Pram.g_00356	Pran.g_00154
OG0000830	Pram.g_00683	Pran.g_00144
OG0000831	Pram.g_01188	Pran.g_00141
OG0000832	Pram.g_00579	Pran.g_00140
OG0000833	Pram.g_01208	Pran.g_00133
OG0000834	Pram.g_01182	Pran.g_00129
OG0000835	Pram.g_00335	Pran.g_00125
OG0000836	Pram.g_01201	Pran.g_00123
OG0000837	Pram.g_01469	Pran.g_00110
OG0000838	Pram.g_01547	Pran.g_00092
OG0000839	Pram.g_01548	Pran.g_00091
OG0000840	Pram.g_00690	Pran.g_00085
OG0000841	Pram.g_01162	Pran.g_00078
OG0000842	Pram.g_01156	Pran.g_00075
OG0000843	Pram.g_01154	Pran.g_00073
OG0000844	Pram.g_01153	Pran.g_00072
OG0000845	Pram.g_01152	Pran.g_00071
OG0000846	Pram.g_01151	Pran.g_00070
OG0000847	Pram.g_01150	Pran.g_00069
OG0000848	Pram.g_01149	Pran.g_00068
OG0000849	Pram.g_01148	Pran.g_00067
OG0000850	Pram.g_01147	Pran.g_00066
OG0000851	Pram.g_01144	Pran.g_00064
OG0000852	Pram.g_01141	Pran.g_00061
OG0000853	Pram.g_01139	Pran.g_00059
OG0000854	Pram.g_01137	Pran.g_00058
OG0000855	Pram.g_01136	Pran.g_00057
OG0000856	Pram.g_01135	Pran.g_00056
OG0000857	Pram.g_01134	Pran.g_00055
OG0000858	Pram.g_01131	Pran.g_00053
OG0000859	Pram.g_01130	Pran.g_00052
OG0000860	Pram.g_01129	Pran.g_00051
OG0000861	Pram.g_01128	Pran.g_00050
OG0000862	Pram.g_01127	Pran.g_00049
OG0000863	Pram.g_01125	Pran.g_00048
OG0000864	Pram.g_01124	Pran.g_00047
OG0000865	Pram.g_01123	Pran.g_00046
OG0000866	Pram.g_01122	Pran.g_00045
OG0000867	Pram.g_01119	Pran.g_00042
OG0000868	Pram.g_01118	Pran.g_00040
OG0000869	Pram.g_01117	Pran.g_00039
OG0000870	Pram.g_01114	Pran.g_00038
OG0000871	Pram.g_01113	Pran.g_00037
OG0000872	Pram.g_01111	Pran.g_00036
OG0000873	Pram.g_01110	Pran.g_00035
OG0000874	Pram.g_01109	Pran.g_00034
OG0000875	Pram.g_01107	Pran.g_00033
OG0000876	Pram.g_01105	Pran.g_00031
OG0000877	Pram.g_01104	Pran.g_00030
OG0000878	Pram.g_01103	Pran.g_00029
OG0000879	Pram.g_01102	Pran.g_00028
OG0000880	Pram.g_01101	Pran.g_00027
OG0000881	Pram.g_01100	Pran.g_00026
OG0000882	Pram.g_01099	Pran.g_00025
OG0000883	Pram.g_01098	Pran.g_00024
OG0000884	Pram.g_01097	Pran.g_00023
OG0000885	Pram.g_01096	Pran.g_00022
OG0000886	Pram.g_01095	Pran.g_00021
OG0000887	Pram.g_01094	Pran.g_00020
OG0000888	Pram.g_01093	Pran.g_00019
OG0000889	Pram.g_01092	Pran.g_00018
OG0000890	Pram.g_01091	Pran.g_00017
OG0000891	Pram.g_01090	Pran.g_00016
OG0000892	Pram.g_01089	Pran.g_00015
OG0000893	Pram.g_01088	Pran.g_00014
OG0000894	Pram.g_01087	Pran.g_00012
OG0000895	Pram.g_01086	Pran.g_00011
OG0000896	Pram.g_01084	Pran.g_00009
OG0000897	Pram.g_01083	Pran.g_00008
OG0000898	Pram.g_01082	Pran.g_00007
OG0000899	Pram.g_01081	Pran.g_00006
OG0000900	Pram.g_00570	Pran.g_00004
OG0000901	Pram.g_01569	Pran.g_00899
OG0000902	Pram.g_01219	Pran.g_00887
OG0000903	Pram.g_01220	Pran.g_00886
OG0000904	Pram.g_01221	Pran.g_00885
OG0000905	Pram.g_01222	Pran.g_00884
OG0000906	Pram.g_01223	Pran.g_00883
OG0000907	Pram.g_01225	Pran.g_00881
OG0000908	Pram.g_01226	Pran.g_00880
OG0000909	Pram.g_01227	Pran.g_00879
OG0000910	Pram.g_01228	Pran.g_00878
OG0000911	Pram.g_01229	Pran.g_00877
OG0000912	Pram.g_01232	Pran.g_00874
OG0000913	Pram.g_01233	Pran.g_00873
OG0000914	Pram.g_01234	Pran.g_00872
OG0000915	Pram.g_01236	Pran.g_00870
OG0000916	Pram.g_01237	Pran.g_00869
OG0000917	Pram.g_01238	Pran.g_00868
OG0000918	Pram.g_01239	Pran.g_00867
OG0000919	Pram.g_01240	Pran.g_00866
OG0000920	Pram.g_01241	Pran.g_00865
OG0000921	Pram.g_01244	Pran.g_00863
OG0000922	Pram.g_01245	Pran.g_00862
OG0000923	Pram.g_01478	Pran.g_00855
OG0000925	Pram.g_01475	Pran.g_00854
OG0000926	Pram.g_01271	Pran.g_00853
OG0000927	Pram.g_01198	Pran.g_00852
OG0000928	Pram.g_01281	Pran.g_00850
OG0000929	Pram.g_01183	Pran.g_00848
OG0000930	Pram.g_01165	Pran.g_00847
OG0000931	Pram.g_00874	Pran.g_00846
OG0000932	Pram.g_01542	Pran.g_00843
OG0000933	Pram.g_01466	Pran.g_00839
OG0000934	Pram.g_01465	Pran.g_00838
OG0000935	Pram.g_01464	Pran.g_00837
OG0000936	Pram.g_01463	Pran.g_00836
OG0000937	Pram.g_01462	Pran.g_00835
OG0000938	Pram.g_01461	Pran.g_00834
OG0000939	Pram.g_01460	Pran.g_00833
OG0000940	Pram.g_01458	Pran.g_00832
OG0000941	Pram.g_01457	Pran.g_00831
OG0000942	Pram.g_01456	Pran.g_00830
OG0000943	Pram.g_01455	Pran.g_00829
OG0000944	Pram.g_01454	Pran.g_00828
OG0000945	Pram.g_01453	Pran.g_00827
OG0000946	Pram.g_01452	Pran.g_00826
OG0000947	Pram.g_01451	Pran.g_00825
OG0000948	Pram.g_01450	Pran.g_00824
OG0000949	Pram.g_01449	Pran.g_00823
OG0000950	Pram.g_01815	Pran.g_00822
OG0000951	Pram.g_01398	Pran.g_00751
OG0000952	Pram.g_01397	Pran.g_00750
OG0000953	Pram.g_01396	Pran.g_00749
OG0000954	Pram.g_01395	Pran.g_00748
OG0000955	Pram.g_01394	Pran.g_00747
OG0000956	Pram.g_01392	Pran.g_00745
OG0000957	Pram.g_01391	Pran.g_00744
OG0000958	Pram.g_01390	Pran.g_00743
OG0000959	Pram.g_01389	Pran.g_00742
OG0000960	Pram.g_01388	Pran.g_00741
OG0000961	Pram.g_01387	Pran.g_00740
OG0000962	Pram.g_01386	Pran.g_00739
OG0000963	Pram.g_01385	Pran.g_00738
OG0000964	Pram.g_01384	Pran.g_00737
OG0000965	Pram.g_01383	Pran.g_00735
OG0000966	Pram.g_01382	Pran.g_00734
OG0000967	Pram.g_01376	Pran.g_00731
OG0000968	Pram.g_01375	Pran.g_00730
OG0000969	Pram.g_01374	Pran.g_00729
OG0000970	Pram.g_01373	Pran.g_00728
OG0000971	Pram.g_01372	Pran.g_00727
OG0000972	Pram.g_01371	Pran.g_00726
OG0000973	Pram.g_01369	Pran.g_00724
OG0000974	Pram.g_01368	Pran.g_00723
OG0000975	Pram.g_01367	Pran.g_00722
OG0000976	Pram.g_01366	Pran.g_00721
OG0000977	Pram.g_01365	Pran.g_00720
OG0000978	Pram.g_01364	Pran.g_00719
OG0000979	Pram.g_01363	Pran.g_00718
OG0000980	Pram.g_01362	Pran.g_00717
OG0000981	Pram.g_01361	Pran.g_00716
OG0000982	Pram.g_01360	Pran.g_00715
OG0000983	Pram.g_01359	Pran.g_00714
OG0000984	Pram.g_01355	Pran.g_00710
OG0000985	Pram.g_01354	Pran.g_00709
OG0000986	Pram.g_01353	Pran.g_00708
OG0000987	Pram.g_01351	Pran.g_00706
OG0000988	Pram.g_01350	Pran.g_00705
OG0000989	Pram.g_01349	Pran.g_00704
OG0000990	Pram.g_01348	Pran.g_00703
OG0000991	Pram.g_01347	Pran.g_00702
OG0000992	Pram.g_01346	Pran.g_00701
OG0000993	Pram.g_01345	Pran.g_00700
OG0000994	Pram.g_01344	Pran.g_00699
OG0000995	Pram.g_01343	Pran.g_00698
OG0000996	Pram.g_01342	Pran.g_00697
OG0000997	Pram.g_01340	Pran.g_00695
OG0000998	Pram.g_01333	Pran.g_00692
OG0000999	Pram.g_01331	Pran.g_00690
OG0001000	Pram.g_01330	Pran.g_00689
OG0001001	Pram.g_01328	Pran.g_00688
OG0001002	Pram.g_01326	Pran.g_00686
OG0001003	Pram.g_01325	Pran.g_00685
OG0001004	Pram.g_01324	Pran.g_00684
OG0001005	Pram.g_01323	Pran.g_00683
OG0001006	Pram.g_01321	Pran.g_00681
OG0001007	Pram.g_01320	Pran.g_00680
OG0001008	Pram.g_01319	Pran.g_00679
OG0001009	Pram.g_01318	Pran.g_00678
OG0001010	Pram.g_01317	Pran.g_00677
OG0001011	Pram.g_01315	Pran.g_00676
OG0001012	Pram.g_01314	Pran.g_00675
OG0001013	Pram.g_01313	Pran.g_00674
OG0001014	Pram.g_01312	Pran.g_00673
OG0001015	Pram.g_01311	Pran.g_00672
OG0001016	Pram.g_01310	Pran.g_00671
OG0001017	Pram.g_01309	Pran.g_00670
OG0001018	Pram.g_01308	Pran.g_00669
OG0001019	Pram.g_01307	Pran.g_00668
OG0001020	Pram.g_01306	Pran.g_00667
OG0001021	Pram.g_01305	Pran.g_00666
OG0001022	Pram.g_01304	Pran.g_00665
OG0001023	Pram.g_01303	Pran.g_00664
OG0001024	Pram.g_01301	Pran.g_00662
OG0001025	Pram.g_01300	Pran.g_00661
OG0001026	Pram.g_01299	Pran.g_00660
OG0001027	Pram.g_01298	Pran.g_00659
OG0001028	Pram.g_01296	Pran.g_00658
OG0001029	Pram.g_01295	Pran.g_00657
OG0001030	Pram.g_01292	Pran.g_00654
OG0001031	Pram.g_01291	Pran.g_00653
OG0001032	Pram.g_01577	Pran.g_00646
OG0001033	Pram.g_00567	Pran.g_00636
OG0001034	Pram.g_00824	Pran.g_00598
OG0001035	Pram.g_01625	Pran.g_00964
OG0001036	Pram.g_01626	Pran.g_00965
OG0001037	Pram.g_01633	Pran.g_00971
OG0001038	Pram.g_01634	Pran.g_00972
OG0001039	Pram.g_01635	Pran.g_00973
OG0001040	Pram.g_01636	Pran.g_00974
OG0001041	Pram.g_01638	Pran.g_00976
OG0001042	Pram.g_01639	Pran.g_00977
OG0001043	Pram.g_01640	Pran.g_00978
OG0001044	Pram.g_01641	Pran.g_00979
OG0001045	Pram.g_01642	Pran.g_00980
OG0001046	Pram.g_01644	Pran.g_00981
OG0001047	Pram.g_01645	Pran.g_00982
OG0001048	Pram.g_01646	Pran.g_00984
OG0001049	Pram.g_01647	Pran.g_00985
OG0001050	Pram.g_01648	Pran.g_00986
OG0001051	Pram.g_01649	Pran.g_00987
OG0001052	Pram.g_01650	Pran.g_00988
OG0001053	Pram.g_01651	Pran.g_00989
OG0001054	Pram.g_01652	Pran.g_00990
OG0001055	Pram.g_01653	Pran.g_00991
OG0001056	Pram.g_01654	Pran.g_00992
OG0001057	Pram.g_01656	Pran.g_00994
OG0001058	Pram.g_01657	Pran.g_00995
OG0001059	Pram.g_01658	Pran.g_00996
OG0001060	Pram.g_01659	Pran.g_00997
OG0001061	Pram.g_01660	Pran.g_00998
OG0001062	Pram.g_01662	Pran.g_00999
OG0001063	Pram.g_01663	Pran.g_01000
OG0001064	Pram.g_01664	Pran.g_01001
OG0001065	Pram.g_01665	Pran.g_01002
OG0001066	Pram.g_01666	Pran.g_01003
OG0001067	Pram.g_01667	Pran.g_01004
OG0001068	Pram.g_01668	Pran.g_01005
OG0001069	Pram.g_01671	Pran.g_01008
OG0001070	Pram.g_01673	Pran.g_01010
OG0001071	Pram.g_01674	Pran.g_01011
OG0001072	Pram.g_01675	Pran.g_01012
OG0001073	Pram.g_01676	Pran.g_01013
OG0001074	Pram.g_01677	Pran.g_01014
OG0001075	Pram.g_01679	Pran.g_01015
OG0001076	Pram.g_01681	Pran.g_01017
OG0001077	Pram.g_01682	Pran.g_01018
OG0001078	Pram.g_01683	Pran.g_01019
OG0001079	Pram.g_01684	Pran.g_01020
OG0001080	Pram.g_01685	Pran.g_01021
OG0001081	Pram.g_01686	Pran.g_01022
OG0001082	Pram.g_01687	Pran.g_01023
OG0001083	Pram.g_01688	Pran.g_01024
OG0001084	Pram.g_01689	Pran.g_01025
OG0001085	Pram.g_01690	Pran.g_01026
OG0001086	Pram.g_01695	Pran.g_01032
OG0001087	Pram.g_01697	Pran.g_01033
OG0001088	Pram.g_01698	Pran.g_01034
OG0001089	Pram.g_01701	Pran.g_01036
OG0001090	Pram.g_01702	Pran.g_01037
OG0001091	Pram.g_01703	Pran.g_01038
OG0001092	Pram.g_01704	Pran.g_01039
OG0001093	Pram.g_01705	Pran.g_01040
OG0001094	Pram.g_01706	Pran.g_01041
OG0001095	Pram.g_01707	Pran.g_01042
OG0001096	Pram.g_01708	Pran.g_01044
OG0001097	Pram.g_01709	Pran.g_01045
OG0001098	Pram.g_01710	Pran.g_01046
OG0001099	Pram.g_01711	Pran.g_01047
OG0001100	Pram.g_01712	Pran.g_01048
OG0001101	Pram.g_01713	Pran.g_01049
OG0001102	Pram.g_01717	Pran.g_01052
OG0001103	Pram.g_01718	Pran.g_01053
OG0001104	Pram.g_01722	Pran.g_01054
OG0001105	Pram.g_01720	Pran.g_01055
OG0001106	Pram.g_01716	Pran.g_01057
OG0001107	Pram.g_01715	Pran.g_01058
OG0001108	Pram.g_01714	Pran.g_01059
OG0001109	Pram.g_01727	Pran.g_01062
OG0001110	Pram.g_01729	Pran.g_01064
OG0001111	Pram.g_01730	Pran.g_01065
OG0001112	Pram.g_01731	Pran.g_01066
OG0001113	Pram.g_01732	Pran.g_01067
OG0001114	Pram.g_01733	Pran.g_01069
OG0001115	Pram.g_01734	Pran.g_01070
OG0001116	Pram.g_01735	Pran.g_01071
OG0001117	Pram.g_01736	Pran.g_01072
OG0001118	Pram.g_01737	Pran.g_01073
OG0001119	Pram.g_01738	Pran.g_01074
OG0001120	Pram.g_01739	Pran.g_01075
OG0001121	Pram.g_01740	Pran.g_01076
OG0001122	Pram.g_01741	Pran.g_01077
OG0001123	Pram.g_01742	Pran.g_01078
OG0001124	Pram.g_01743	Pran.g_01079
OG0001125	Pram.g_01744	Pran.g_01080
OG0001126	Pram.g_01745	Pran.g_01081
OG0001127	Pram.g_01746	Pran.g_01082
OG0001128	Pram.g_01747	Pran.g_01083
OG0001129	Pram.g_01748	Pran.g_01084
OG0001130	Pram.g_01749	Pran.g_01085
OG0001131	Pram.g_01750	Pran.g_01086
OG0001132	Pram.g_01751	Pran.g_01087
OG0001133	Pram.g_01752	Pran.g_01088
OG0001134	Pram.g_01753	Pran.g_01089
OG0001135	Pram.g_01754	Pran.g_01090
OG0001136	Pram.g_01755	Pran.g_01091
OG0001137	Pram.g_01756	Pran.g_01092
OG0001138	Pram.g_01757	Pran.g_01093
OG0001139	Pram.g_01758	Pran.g_01094
OG0001140	Pram.g_01759	Pran.g_01095
OG0001141	Pram.g_01761	Pran.g_01097
OG0001142	Pram.g_01762	Pran.g_01098
OG0001143	Pram.g_01763	Pran.g_01099
OG0001144	Pram.g_01765	Pran.g_01101
OG0001145	Pram.g_01767	Pran.g_01103
OG0001146	Pram.g_01768	Pran.g_01104
OG0001147	Pram.g_01771	Pran.g_01106
OG0001148	Pram.g_01772	Pran.g_01107
OG0001149	Pram.g_01773	Pran.g_01108
OG0001150	Pram.g_01776	Pran.g_01111
OG0001151	Pram.g_01777	Pran.g_01112
OG0001152	Pram.g_01778	Pran.g_01113
OG0001153	Pram.g_01779	Pran.g_01114
OG0001154	Pram.g_01780	Pran.g_01115
OG0001155	Pram.g_01781	Pran.g_01116
OG0001156	Pram.g_01782	Pran.g_01117
OG0001157	Pram.g_01784	Pran.g_01119
OG0001158	Pram.g_01786	Pran.g_01120
OG0001159	Pram.g_01787	Pran.g_01121
OG0001160	Pram.g_01788	Pran.g_01122
OG0001161	Pram.g_01793	Pran.g_01125
OG0001162	Pram.g_01794	Pran.g_01126
OG0001163	Pram.g_01795	Pran.g_01127
OG0001164	Pram.g_01796	Pran.g_01128
OG0001165	Pram.g_01797	Pran.g_01129
OG0001166	Pram.g_01798	Pran.g_01130
OG0001167	Pram.g_01799	Pran.g_01131
OG0001168	Pram.g_01801	Pran.g_01133
OG0001169	Pram.g_01802	Pran.g_01134
OG0001170	Pram.g_01806	Pran.g_01136
