Orthogroup	Prar	Prbl
OG0000571	Prar.g_01454	Prbl.g_01619
OG0000572	Prar.g_01455	Prbl.g_01624
OG0000573	Prar.g_01456	Prbl.g_01625
OG0000574	Prar.g_01457	Prbl.g_01626
OG0000575	Prar.g_01458	Prbl.g_01629
OG0000576	Prar.g_01459	Prbl.g_01631
OG0000577	Prar.g_01460	Prbl.g_01632
OG0000578	Prar.g_01461	Prbl.g_01634
OG0000579	Prar.g_01462	Prbl.g_01635
OG0000580	Prar.g_01463	Prbl.g_01636
OG0000581	Prar.g_01464	Prbl.g_01637
OG0000582	Prar.g_01465	Prbl.g_01639
OG0000583	Prar.g_01466	Prbl.g_01640
OG0000584	Prar.g_01468	Prbl.g_01642
OG0000585	Prar.g_01469	Prbl.g_01643
OG0000586	Prar.g_01470	Prbl.g_01645
OG0000587	Prar.g_01471	Prbl.g_01646
OG0000588	Prar.g_01472	Prbl.g_01647
OG0000589	Prar.g_01473	Prbl.g_01655
OG0000590	Prar.g_01474	Prbl.g_01656
OG0000591	Prar.g_01475	Prbl.g_01657
OG0000592	Prar.g_01476	Prbl.g_01658
OG0000593	Prar.g_01477	Prbl.g_01659
OG0000594	Prar.g_01478	Prbl.g_01662
OG0000595	Prar.g_01479	Prbl.g_01663
OG0000596	Prar.g_01480	Prbl.g_01664
OG0000597	Prar.g_01484	Prbl.g_01032
OG0000598	Prar.g_01485	Prbl.g_01031
OG0000599	Prar.g_01486	Prbl.g_01030
OG0000600	Prar.g_01487	Prbl.g_01412
OG0000601	Prar.g_01488	Prbl.g_01411
OG0000602	Prar.g_01489	Prbl.g_01409
OG0000603	Prar.g_01490	Prbl.g_01406
OG0000604	Prar.g_01491	Prbl.g_01405
OG0000605	Prar.g_01492	Prbl.g_01404
OG0000606	Prar.g_01493	Prbl.g_01403
OG0000607	Prar.g_01494	Prbl.g_01401
OG0000608	Prar.g_01495	Prbl.g_01400
OG0000609	Prar.g_01497	Prbl.g_01398
OG0000610	Prar.g_01498	Prbl.g_01397
OG0000611	Prar.g_01500	Prbl.g_01394
OG0000612	Prar.g_01501	Prbl.g_01392
OG0000613	Prar.g_01503	Prbl.g_00891
OG0000614	Prar.g_01509	Prbl.g_01915
OG0000615	Prar.g_01510	Prbl.g_00027
OG0000616	Prar.g_01511	Prbl.g_01242
OG0000617	Prar.g_01513	Prbl.g_02295
OG0000618	Prar.g_01514	Prbl.g_01046
OG0000619	Prar.g_01515	Prbl.g_01869
OG0000620	Prar.g_01517	Prbl.g_01847
OG0000621	Prar.g_01518	Prbl.g_01853
OG0000622	Prar.g_01519	Prbl.g_01857
OG0000623	Prar.g_01520	Prbl.g_01858
OG0000624	Prar.g_01522	Prbl.g_01872
OG0000625	Prar.g_01523	Prbl.g_01873
OG0000626	Prar.g_01524	Prbl.g_01874
OG0000627	Prar.g_01525	Prbl.g_00021
OG0000628	Prar.g_01526	Prbl.g_00022
OG0000629	Prar.g_01527	Prbl.g_00024
OG0000630	Prar.g_01529	Prbl.g_00026
OG0000631	Prar.g_01530	Prbl.g_02373
OG0000632	Prar.g_01534	Prbl.g_02137
OG0000633	Prar.g_01535	Prbl.g_00120
OG0000634	Prar.g_01600	Prbl.g_02565
OG0000635	Prar.g_01602	Prbl.g_02563
OG0000636	Prar.g_01603	Prbl.g_02562
OG0000637	Prar.g_01605	Prbl.g_02561
OG0000638	Prar.g_01606	Prbl.g_02560
OG0000639	Prar.g_01607	Prbl.g_02559
OG0000640	Prar.g_01608	Prbl.g_02558
OG0000641	Prar.g_01609	Prbl.g_02556
OG0000642	Prar.g_01610	Prbl.g_02555
OG0000643	Prar.g_01611	Prbl.g_02554
OG0000644	Prar.g_01613	Prbl.g_02552
OG0000645	Prar.g_01614	Prbl.g_02551
OG0000646	Prar.g_01615	Prbl.g_02550
OG0000647	Prar.g_01616	Prbl.g_02549
OG0000648	Prar.g_01617	Prbl.g_02426
OG0000649	Prar.g_01618	Prbl.g_02427
OG0000650	Prar.g_01619	Prbl.g_02430
OG0000651	Prar.g_01620	Prbl.g_02431
OG0000652	Prar.g_01622	Prbl.g_02434
OG0000653	Prar.g_01636	Prbl.g_02285
OG0000654	Prar.g_01638	Prbl.g_01904
OG0000656	Prar.g_01651	Prbl.g_00534
OG0000657	Prar.g_01652	Prbl.g_02470
OG0000658	Prar.g_01653	Prbl.g_02469
OG0000659	Prar.g_01654	Prbl.g_02468
OG0000660	Prar.g_01661	Prbl.g_01195
OG0000661	Prar.g_01670	Prbl.g_01930
OG0000662	Prar.g_01672	Prbl.g_02435
OG0000663	Prar.g_01675	Prbl.g_02440
OG0000664	Prar.g_01676	Prbl.g_02441
OG0000665	Prar.g_01677	Prbl.g_02442
OG0000666	Prar.g_01678	Prbl.g_02341
OG0000667	Prar.g_01679	Prbl.g_02340
OG0000668	Prar.g_01680	Prbl.g_02339
OG0000669	Prar.g_01681	Prbl.g_02338
OG0000670	Prar.g_01683	Prbl.g_02336
OG0000671	Prar.g_01684	Prbl.g_02335
OG0000672	Prar.g_01685	Prbl.g_02334
OG0000673	Prar.g_01686	Prbl.g_02333
OG0000674	Prar.g_01687	Prbl.g_02332
OG0000675	Prar.g_01688	Prbl.g_02331
OG0000676	Prar.g_01690	Prbl.g_02329
OG0000677	Prar.g_01692	Prbl.g_02327
OG0000678	Prar.g_01693	Prbl.g_02326
OG0000679	Prar.g_01694	Prbl.g_02325
OG0000680	Prar.g_01695	Prbl.g_02324
OG0000681	Prar.g_01696	Prbl.g_02323
OG0000682	Prar.g_01697	Prbl.g_02322
OG0000683	Prar.g_01698	Prbl.g_02320
OG0000684	Prar.g_01699	Prbl.g_02317
OG0000685	Prar.g_01700	Prbl.g_02316
OG0000686	Prar.g_01701	Prbl.g_02315
OG0000687	Prar.g_01702	Prbl.g_02314
OG0000688	Prar.g_01703	Prbl.g_02313
OG0000689	Prar.g_01704	Prbl.g_02312
OG0000690	Prar.g_01705	Prbl.g_02311
OG0000691	Prar.g_01707	Prbl.g_02309
OG0000692	Prar.g_01708	Prbl.g_02308
OG0000693	Prar.g_01709	Prbl.g_02307
OG0000694	Prar.g_01710	Prbl.g_02306
OG0000695	Prar.g_01711	Prbl.g_02305
OG0000696	Prar.g_01712	Prbl.g_02304
OG0000697	Prar.g_01714	Prbl.g_01534
OG0000698	Prar.g_01715	Prbl.g_01535
OG0000699	Prar.g_01718	Prbl.g_01539
OG0000700	Prar.g_01719	Prbl.g_01540
OG0000701	Prar.g_01720	Prbl.g_01542
OG0000702	Prar.g_01721	Prbl.g_01543
OG0000703	Prar.g_01722	Prbl.g_01544
OG0000704	Prar.g_01723	Prbl.g_01545
OG0000705	Prar.g_01725	Prbl.g_01547
OG0000706	Prar.g_01726	Prbl.g_01548
OG0000707	Prar.g_01727	Prbl.g_01549
OG0000708	Prar.g_01728	Prbl.g_01550
OG0000709	Prar.g_01729	Prbl.g_01551
OG0000710	Prar.g_01730	Prbl.g_01552
OG0000711	Prar.g_01731	Prbl.g_01554
OG0000712	Prar.g_01732	Prbl.g_01555
OG0000713	Prar.g_01733	Prbl.g_01556
OG0000714	Prar.g_01735	Prbl.g_01567
OG0000715	Prar.g_01736	Prbl.g_01568
OG0000716	Prar.g_01737	Prbl.g_01571
OG0000717	Prar.g_01738	Prbl.g_01576
OG0000718	Prar.g_01740	Prbl.g_01577
OG0000719	Prar.g_01742	Prbl.g_01579
OG0000720	Prar.g_01744	Prbl.g_02423
OG0000721	Prar.g_01745	Prbl.g_02546
OG0000722	Prar.g_01759	Prbl.g_02530
OG0000723	Prar.g_01764	Prbl.g_01329
OG0000724	Prar.g_01767	Prbl.g_01588
OG0000725	Prar.g_01768	Prbl.g_02414
OG0000726	Prar.g_01769	Prbl.g_01078
OG0000727	Prar.g_01770	Prbl.g_02413
OG0000728	Prar.g_01771	Prbl.g_02412
OG0000729	Prar.g_01773	Prbl.g_02410
OG0000730	Prar.g_01774	Prbl.g_02409
OG0000731	Prar.g_01776	Prbl.g_02407
OG0000732	Prar.g_01777	Prbl.g_02406
OG0000733	Prar.g_01778	Prbl.g_02405
OG0000734	Prar.g_01779	Prbl.g_02404
OG0000735	Prar.g_01780	Prbl.g_02403
OG0000736	Prar.g_01782	Prbl.g_02395
OG0000737	Prar.g_01783	Prbl.g_02393
OG0000738	Prar.g_01785	Prbl.g_02388
OG0000739	Prar.g_01786	Prbl.g_02386
OG0000740	Prar.g_01787	Prbl.g_02383
OG0000741	Prar.g_01789	Prbl.g_02368
OG0000742	Prar.g_01790	Prbl.g_02367
OG0000743	Prar.g_01793	Prbl.g_02364
OG0000744	Prar.g_01794	Prbl.g_02363
OG0000745	Prar.g_01795	Prbl.g_02350
OG0000746	Prar.g_01796	Prbl.g_02351
OG0000747	Prar.g_01797	Prbl.g_02352
OG0000748	Prar.g_01798	Prbl.g_02353
OG0000749	Prar.g_01799	Prbl.g_02354
OG0000750	Prar.g_01800	Prbl.g_02356
OG0000751	Prar.g_01802	Prbl.g_02348
OG0000752	Prar.g_01803	Prbl.g_02347
OG0000753	Prar.g_01804	Prbl.g_02346
OG0000754	Prar.g_01805	Prbl.g_02345
OG0000755	Prar.g_01807	Prbl.g_02344
OG0000756	Prar.g_01808	Prbl.g_02343
OG0000757	Prar.g_01809	Prbl.g_02342
OG0000758	Prar.g_01810	Prbl.g_02443
OG0000759	Prar.g_01811	Prbl.g_02444
OG0000760	Prar.g_01812	Prbl.g_02445
OG0000761	Prar.g_01813	Prbl.g_02447
OG0000762	Prar.g_01815	Prbl.g_02449
OG0000763	Prar.g_01816	Prbl.g_02450
OG0000764	Prar.g_01817	Prbl.g_02452
OG0000765	Prar.g_01818	Prbl.g_02453
OG0000766	Prar.g_01819	Prbl.g_02454
OG0000767	Prar.g_01820	Prbl.g_01688
OG0000768	Prar.g_01821	Prbl.g_02462
OG0000769	Prar.g_01822	Prbl.g_02463
OG0000770	Prar.g_01823	Prbl.g_02465
OG0000771	Prar.g_01824	Prbl.g_02466
OG0000772	Prar.g_01825	Prbl.g_02210
OG0000773	Prar.g_01827	Prbl.g_02471
OG0000774	Prar.g_01828	Prbl.g_02472
OG0000775	Prar.g_01829	Prbl.g_02473
OG0000776	Prar.g_01830	Prbl.g_02475
OG0000777	Prar.g_01831	Prbl.g_02476
OG0000778	Prar.g_01832	Prbl.g_02477
OG0000779	Prar.g_01834	Prbl.g_02482
OG0000780	Prar.g_01835	Prbl.g_02483
OG0000781	Prar.g_01836	Prbl.g_02485
OG0000782	Prar.g_01838	Prbl.g_02487
OG0000783	Prar.g_01839	Prbl.g_02489
OG0000784	Prar.g_01840	Prbl.g_02491
OG0000785	Prar.g_01841	Prbl.g_02492
OG0000786	Prar.g_01842	Prbl.g_02493
OG0000787	Prar.g_01844	Prbl.g_02495
OG0000788	Prar.g_01845	Prbl.g_02496
OG0000789	Prar.g_01846	Prbl.g_02497
OG0000790	Prar.g_01847	Prbl.g_02498
OG0000791	Prar.g_01848	Prbl.g_02499
OG0000792	Prar.g_01849	Prbl.g_02608
OG0000793	Prar.g_01850	Prbl.g_02501
OG0000794	Prar.g_01851	Prbl.g_02503
OG0000795	Prar.g_01852	Prbl.g_02505
OG0000796	Prar.g_01853	Prbl.g_02508
OG0000797	Prar.g_01855	Prbl.g_02509
OG0000798	Prar.g_01856	Prbl.g_02510
OG0000799	Prar.g_01857	Prbl.g_02514
OG0000800	Prar.g_01858	Prbl.g_02515
OG0000801	Prar.g_01859	Prbl.g_02516
OG0000802	Prar.g_01861	Prbl.g_02520
OG0000803	Prar.g_01862	Prbl.g_02521
OG0000804	Prar.g_01873	Prbl.g_02526
OG0000805	Prar.g_01875	Prbl.g_02528
OG0000806	Prar.g_01876	Prbl.g_02529
OG0000807	Prar.g_01877	Prbl.g_02531
OG0000808	Prar.g_01878	Prbl.g_02532
OG0000809	Prar.g_01882	Prbl.g_02538
OG0000810	Prar.g_01883	Prbl.g_02540
OG0000811	Prar.g_01884	Prbl.g_02541
OG0000812	Prar.g_01885	Prbl.g_02209
OG0000813	Prar.g_01886	Prbl.g_02542
OG0000814	Prar.g_01887	Prbl.g_02543
OG0000815	Prar.g_01888	Prbl.g_02544
OG0000816	Prar.g_01890	Prbl.g_02547
OG0000817	Prar.g_01893	Prbl.g_00939
OG0000818	Prar.g_01894	Prbl.g_00938
OG0000819	Prar.g_01896	Prbl.g_00935
OG0000820	Prar.g_01897	Prbl.g_00934
OG0000821	Prar.g_01898	Prbl.g_00933
OG0000822	Prar.g_01899	Prbl.g_00932
OG0000823	Prar.g_01902	Prbl.g_00929
OG0000824	Prar.g_01903	Prbl.g_00928
OG0000825	Prar.g_01905	Prbl.g_00925
OG0000826	Prar.g_01906	Prbl.g_00924
OG0000827	Prar.g_01907	Prbl.g_00923
OG0000828	Prar.g_01909	Prbl.g_00922
OG0000829	Prar.g_01935	Prbl.g_02575
OG0000830	Prar.g_01944	Prbl.g_01603
OG0000831	Prar.g_01947	Prbl.g_00472
OG0000832	Prar.g_01948	Prbl.g_01686
OG0000833	Prar.g_01955	Prbl.g_02062
OG0000834	Prar.g_01324	Prbl.g_01199
OG0000835	Prar.g_01320	Prbl.g_01208
OG0000836	Prar.g_01318	Prbl.g_00687
OG0000837	Prar.g_01309	Prbl.g_01621
OG0000838	Prar.g_01295	Prbl.g_02197
OG0000839	Prar.g_01294	Prbl.g_02203
OG0000840	Prar.g_01289	Prbl.g_01931
OG0000841	Prar.g_01282	Prbl.g_00694
OG0000842	Prar.g_01278	Prbl.g_00545
OG0000843	Prar.g_01276	Prbl.g_02066
OG0000844	Prar.g_01275	Prbl.g_02067
OG0000845	Prar.g_01274	Prbl.g_02068
OG0000846	Prar.g_01273	Prbl.g_02069
OG0000847	Prar.g_01272	Prbl.g_02071
OG0000848	Prar.g_01271	Prbl.g_02072
OG0000849	Prar.g_01270	Prbl.g_02075
OG0000850	Prar.g_01269	Prbl.g_02077
OG0000851	Prar.g_01267	Prbl.g_02081
OG0000852	Prar.g_01264	Prbl.g_02083
OG0000853	Prar.g_01262	Prbl.g_02085
OG0000854	Prar.g_01261	Prbl.g_02086
OG0000855	Prar.g_01260	Prbl.g_02088
OG0000856	Prar.g_01259	Prbl.g_02089
OG0000857	Prar.g_01258	Prbl.g_02090
OG0000858	Prar.g_01256	Prbl.g_02100
OG0000859	Prar.g_01255	Prbl.g_02102
OG0000860	Prar.g_01254	Prbl.g_02103
OG0000861	Prar.g_01253	Prbl.g_02104
OG0000862	Prar.g_01252	Prbl.g_02105
OG0000863	Prar.g_01251	Prbl.g_00178
OG0000864	Prar.g_01250	Prbl.g_00179
OG0000865	Prar.g_01249	Prbl.g_00180
OG0000866	Prar.g_01248	Prbl.g_00181
OG0000867	Prar.g_01245	Prbl.g_00184
OG0000868	Prar.g_01243	Prbl.g_00185
OG0000869	Prar.g_01242	Prbl.g_01379
OG0000870	Prar.g_01241	Prbl.g_01382
OG0000871	Prar.g_01240	Prbl.g_01383
OG0000872	Prar.g_01239	Prbl.g_01120
OG0000873	Prar.g_01238	Prbl.g_01119
OG0000874	Prar.g_01237	Prbl.g_01118
OG0000875	Prar.g_01236	Prbl.g_01116
OG0000876	Prar.g_01234	Prbl.g_01114
OG0000877	Prar.g_01233	Prbl.g_01113
OG0000878	Prar.g_01232	Prbl.g_01112
OG0000879	Prar.g_01231	Prbl.g_01111
OG0000880	Prar.g_01230	Prbl.g_01110
OG0000881	Prar.g_01229	Prbl.g_01109
OG0000882	Prar.g_01228	Prbl.g_01108
OG0000883	Prar.g_01227	Prbl.g_01377
OG0000884	Prar.g_01226	Prbl.g_01376
OG0000885	Prar.g_01225	Prbl.g_01375
OG0000886	Prar.g_01224	Prbl.g_01374
OG0000887	Prar.g_01223	Prbl.g_01372
OG0000888	Prar.g_01222	Prbl.g_02579
OG0000889	Prar.g_01221	Prbl.g_02580
OG0000890	Prar.g_01220	Prbl.g_02582
OG0000891	Prar.g_01219	Prbl.g_02583
OG0000892	Prar.g_01218	Prbl.g_02585
OG0000893	Prar.g_01217	Prbl.g_02586
OG0000894	Prar.g_01215	Prbl.g_02590
OG0000895	Prar.g_01214	Prbl.g_02591
OG0000896	Prar.g_01212	Prbl.g_02593
OG0000897	Prar.g_01211	Prbl.g_02594
OG0000898	Prar.g_01210	Prbl.g_00187
OG0000899	Prar.g_01209	Prbl.g_00186
OG0000900	Prar.g_01207	Prbl.g_01103
OG0000901	Prar.g_00976	Prbl.g_00461
OG0000902	Prar.g_00966	Prbl.g_00115
OG0000903	Prar.g_00965	Prbl.g_00114
OG0000904	Prar.g_00964	Prbl.g_00113
OG0000905	Prar.g_00963	Prbl.g_01711
OG0000906	Prar.g_00962	Prbl.g_01713
OG0000907	Prar.g_00960	Prbl.g_01715
OG0000908	Prar.g_00959	Prbl.g_01716
OG0000909	Prar.g_00958	Prbl.g_01717
OG0000910	Prar.g_00957	Prbl.g_01718
OG0000911	Prar.g_00956	Prbl.g_01719
OG0000912	Prar.g_00953	Prbl.g_01723
OG0000913	Prar.g_00952	Prbl.g_01726
OG0000914	Prar.g_00951	Prbl.g_01727
OG0000915	Prar.g_00949	Prbl.g_01730
OG0000916	Prar.g_00948	Prbl.g_01731
OG0000917	Prar.g_00947	Prbl.g_01732
OG0000918	Prar.g_00946	Prbl.g_01733
OG0000919	Prar.g_00945	Prbl.g_01734
OG0000920	Prar.g_00944	Prbl.g_01735
OG0000921	Prar.g_00942	Prbl.g_01738
OG0000922	Prar.g_00941	Prbl.g_01739
OG0000923	Prar.g_00929	Prbl.g_00722
OG0000924	Prar.g_00928	Prbl.g_00723
OG0000925	Prar.g_00925	Prbl.g_01333
OG0000926	Prar.g_00924	Prbl.g_00658
OG0000927	Prar.g_00923	Prbl.g_01572
OG0000928	Prar.g_00921	Prbl.g_01695
OG0000929	Prar.g_00919	Prbl.g_00926
OG0000930	Prar.g_00917	Prbl.g_02577
OG0000931	Prar.g_00916	Prbl.g_01586
OG0000932	Prar.g_00913	Prbl.g_00409
OG0000933	Prar.g_00909	Prbl.g_00501
OG0000934	Prar.g_00908	Prbl.g_00500
OG0000935	Prar.g_00907	Prbl.g_00499
OG0000936	Prar.g_00906	Prbl.g_00498
OG0000937	Prar.g_00905	Prbl.g_00497
OG0000938	Prar.g_00904	Prbl.g_00496
OG0000939	Prar.g_00903	Prbl.g_00495
OG0000940	Prar.g_00902	Prbl.g_00494
OG0000941	Prar.g_00901	Prbl.g_00492
OG0000942	Prar.g_00900	Prbl.g_00491
OG0000943	Prar.g_00899	Prbl.g_00490
OG0000944	Prar.g_00898	Prbl.g_00489
OG0000945	Prar.g_00897	Prbl.g_00488
OG0000946	Prar.g_00896	Prbl.g_00487
OG0000947	Prar.g_00895	Prbl.g_00486
OG0000948	Prar.g_00894	Prbl.g_00485
OG0000949	Prar.g_00893	Prbl.g_00484
OG0000950	Prar.g_00375	Prbl.g_00843
OG0000951	Prar.g_00357	Prbl.g_00152
OG0000952	Prar.g_00356	Prbl.g_00153
OG0000953	Prar.g_00355	Prbl.g_00154
OG0000954	Prar.g_00354	Prbl.g_00160
OG0000955	Prar.g_00353	Prbl.g_00161
OG0000956	Prar.g_00351	Prbl.g_00257
OG0000957	Prar.g_00350	Prbl.g_00255
OG0000958	Prar.g_00349	Prbl.g_00254
OG0000959	Prar.g_00348	Prbl.g_00253
OG0000960	Prar.g_00347	Prbl.g_00252
OG0000961	Prar.g_00346	Prbl.g_00251
OG0000962	Prar.g_00345	Prbl.g_00249
OG0000963	Prar.g_00344	Prbl.g_00248
OG0000964	Prar.g_00343	Prbl.g_00246
OG0000965	Prar.g_00341	Prbl.g_00244
OG0000966	Prar.g_00340	Prbl.g_00243
OG0000967	Prar.g_00337	Prbl.g_00240
OG0000968	Prar.g_00336	Prbl.g_00231
OG0000969	Prar.g_00335	Prbl.g_00230
OG0000970	Prar.g_00842	Prbl.g_00229
OG0000971	Prar.g_00841	Prbl.g_00228
OG0000972	Prar.g_00840	Prbl.g_00227
OG0000973	Prar.g_00838	Prbl.g_00225
OG0000974	Prar.g_00837	Prbl.g_00224
OG0000975	Prar.g_00836	Prbl.g_00223
OG0000976	Prar.g_00835	Prbl.g_00222
OG0000977	Prar.g_00834	Prbl.g_00221
OG0000978	Prar.g_00833	Prbl.g_00220
OG0000979	Prar.g_00832	Prbl.g_00219
OG0000980	Prar.g_00831	Prbl.g_00218
OG0000981	Prar.g_00830	Prbl.g_00684
OG0000982	Prar.g_00829	Prbl.g_00685
OG0000983	Prar.g_00828	Prbl.g_00686
OG0000984	Prar.g_00824	Prbl.g_00693
OG0000985	Prar.g_00823	Prbl.g_00695
OG0000986	Prar.g_00822	Prbl.g_00696
OG0000987	Prar.g_00820	Prbl.g_00699
OG0000988	Prar.g_00819	Prbl.g_00700
OG0000989	Prar.g_00818	Prbl.g_00701
OG0000990	Prar.g_00817	Prbl.g_00702
OG0000991	Prar.g_00816	Prbl.g_00703
OG0000992	Prar.g_00815	Prbl.g_00704
OG0000993	Prar.g_00814	Prbl.g_00705
OG0000994	Prar.g_00813	Prbl.g_00706
OG0000995	Prar.g_00812	Prbl.g_00707
OG0000996	Prar.g_00811	Prbl.g_00708
OG0000997	Prar.g_00809	Prbl.g_00710
OG0000998	Prar.g_00806	Prbl.g_01086
OG0000999	Prar.g_00804	Prbl.g_00466
OG0001000	Prar.g_00803	Prbl.g_00456
OG0001001	Prar.g_00802	Prbl.g_00454
OG0001002	Prar.g_00800	Prbl.g_00452
OG0001003	Prar.g_00799	Prbl.g_00451
OG0001004	Prar.g_00798	Prbl.g_01604
OG0001005	Prar.g_00797	Prbl.g_00450
OG0001006	Prar.g_00795	Prbl.g_00448
OG0001007	Prar.g_00794	Prbl.g_00447
OG0001008	Prar.g_00793	Prbl.g_00446
OG0001009	Prar.g_00792	Prbl.g_00444
OG0001010	Prar.g_00791	Prbl.g_00443
OG0001011	Prar.g_00790	Prbl.g_00441
OG0001012	Prar.g_00789	Prbl.g_00440
OG0001013	Prar.g_00788	Prbl.g_00439
OG0001014	Prar.g_00787	Prbl.g_00438
OG0001015	Prar.g_00786	Prbl.g_00437
OG0001016	Prar.g_00785	Prbl.g_00436
OG0001017	Prar.g_00784	Prbl.g_00435
OG0001018	Prar.g_00783	Prbl.g_00433
OG0001019	Prar.g_00782	Prbl.g_00432
OG0001020	Prar.g_00781	Prbl.g_00431
OG0001021	Prar.g_00780	Prbl.g_00430
OG0001022	Prar.g_00779	Prbl.g_00429
OG0001023	Prar.g_00778	Prbl.g_00428
OG0001024	Prar.g_00776	Prbl.g_00427
OG0001025	Prar.g_00775	Prbl.g_00423
OG0001026	Prar.g_00774	Prbl.g_00422
OG0001027	Prar.g_00773	Prbl.g_01914
OG0001028	Prar.g_00772	Prbl.g_00420
OG0001029	Prar.g_00771	Prbl.g_00419
OG0001030	Prar.g_00768	Prbl.g_00416
OG0001031	Prar.g_00767	Prbl.g_00415
OG0001032	Prar.g_00760	Prbl.g_01601
OG0001033	Prar.g_00753	Prbl.g_01627
OG0001034	Prar.g_00725	Prbl.g_02318
OG0001035	Prar.g_01149	Prbl.g_00404
OG0001036	Prar.g_01148	Prbl.g_00403
OG0001037	Prar.g_01142	Prbl.g_00393
OG0001038	Prar.g_01141	Prbl.g_00392
OG0001039	Prar.g_01140	Prbl.g_00391
OG0001040	Prar.g_01139	Prbl.g_00389
OG0001041	Prar.g_01137	Prbl.g_00385
OG0001042	Prar.g_01136	Prbl.g_00383
OG0001043	Prar.g_01135	Prbl.g_00382
OG0001044	Prar.g_01134	Prbl.g_00381
OG0001045	Prar.g_01133	Prbl.g_00380
OG0001046	Prar.g_01132	Prbl.g_00378
OG0001047	Prar.g_01131	Prbl.g_00377
OG0001048	Prar.g_01129	Prbl.g_00376
OG0001049	Prar.g_01128	Prbl.g_00375
OG0001050	Prar.g_01127	Prbl.g_00374
OG0001051	Prar.g_01126	Prbl.g_00373
OG0001052	Prar.g_01125	Prbl.g_00372
OG0001053	Prar.g_01124	Prbl.g_00371
OG0001054	Prar.g_01123	Prbl.g_00370
OG0001055	Prar.g_01122	Prbl.g_00369
OG0001056	Prar.g_01121	Prbl.g_00367
OG0001057	Prar.g_01964	Prbl.g_00365
OG0001058	Prar.g_01965	Prbl.g_00364
OG0001059	Prar.g_01966	Prbl.g_00362
OG0001060	Prar.g_01967	Prbl.g_00361
OG0001061	Prar.g_01968	Prbl.g_00360
OG0001062	Prar.g_01969	Prbl.g_00359
OG0001063	Prar.g_01970	Prbl.g_00358
OG0001064	Prar.g_01971	Prbl.g_00356
OG0001065	Prar.g_01963	Prbl.g_00355
OG0001066	Prar.g_01962	Prbl.g_00354
OG0001067	Prar.g_01961	Prbl.g_00353
OG0001068	Prar.g_01960	Prbl.g_00352
OG0001069	Prar.g_01957	Prbl.g_00348
OG0001070	Prar.g_00596	Prbl.g_00346
OG0001071	Prar.g_00597	Prbl.g_00345
OG0001072	Prar.g_00598	Prbl.g_00344
OG0001073	Prar.g_00599	Prbl.g_00343
OG0001074	Prar.g_00600	Prbl.g_00342
OG0001075	Prar.g_00601	Prbl.g_00340
OG0001076	Prar.g_00603	Prbl.g_00338
OG0001077	Prar.g_00604	Prbl.g_00337
OG0001078	Prar.g_00605	Prbl.g_00336
OG0001079	Prar.g_00606	Prbl.g_00335
OG0001080	Prar.g_00607	Prbl.g_00334
OG0001081	Prar.g_00608	Prbl.g_00333
OG0001082	Prar.g_00609	Prbl.g_00332
OG0001083	Prar.g_00610	Prbl.g_00331
OG0001084	Prar.g_00611	Prbl.g_00317
OG0001085	Prar.g_00612	Prbl.g_00316
OG0001086	Prar.g_01114	Prbl.g_02680
OG0001087	Prar.g_01113	Prbl.g_02683
OG0001088	Prar.g_01112	Prbl.g_02684
OG0001089	Prar.g_01110	Prbl.g_01062
OG0001090	Prar.g_01109	Prbl.g_01061
OG0001091	Prar.g_01108	Prbl.g_01060
OG0001092	Prar.g_01107	Prbl.g_01059
OG0001093	Prar.g_01106	Prbl.g_01058
OG0001094	Prar.g_01105	Prbl.g_01057
OG0001095	Prar.g_01104	Prbl.g_01056
OG0001096	Prar.g_01103	Prbl.g_01055
OG0001097	Prar.g_01102	Prbl.g_01054
OG0001098	Prar.g_01101	Prbl.g_01053
OG0001099	Prar.g_01100	Prbl.g_01051
OG0001100	Prar.g_01099	Prbl.g_01050
OG0001101	Prar.g_01098	Prbl.g_01049
OG0001102	Prar.g_01095	Prbl.g_00954
OG0001103	Prar.g_01094	Prbl.g_00953
OG0001104	Prar.g_01093	Prbl.g_00949
OG0001105	Prar.g_01091	Prbl.g_00951
OG0001106	Prar.g_01089	Prbl.g_00948
OG0001107	Prar.g_01088	Prbl.g_00947
OG0001108	Prar.g_01087	Prbl.g_01045
OG0001109	Prar.g_01069	Prbl.g_00956
OG0001110	Prar.g_01067	Prbl.g_00958
OG0001111	Prar.g_01066	Prbl.g_00959
OG0001112	Prar.g_01065	Prbl.g_00960
OG0001113	Prar.g_01064	Prbl.g_00961
OG0001114	Prar.g_01063	Prbl.g_00962
OG0001115	Prar.g_01062	Prbl.g_00963
OG0001116	Prar.g_01061	Prbl.g_00964
OG0001117	Prar.g_01060	Prbl.g_00965
OG0001118	Prar.g_01059	Prbl.g_00966
OG0001119	Prar.g_01058	Prbl.g_00967
OG0001120	Prar.g_01057	Prbl.g_00968
OG0001121	Prar.g_01056	Prbl.g_00969
OG0001122	Prar.g_01055	Prbl.g_00970
OG0001123	Prar.g_01054	Prbl.g_00971
OG0001124	Prar.g_01053	Prbl.g_00972
OG0001125	Prar.g_01052	Prbl.g_00973
OG0001126	Prar.g_01051	Prbl.g_00974
OG0001127	Prar.g_01050	Prbl.g_00975
OG0001128	Prar.g_01049	Prbl.g_00976
OG0001129	Prar.g_01048	Prbl.g_00977
OG0001130	Prar.g_01047	Prbl.g_00978
