Orthogroup	Syai	Prau
OG0000574	Syai.g_00796	Prau.g_00631
OG0000575	Syai.g_00800	Prau.g_00635
OG0000576	Syai.g_00802	Prau.g_00637
OG0000577	Syai.g_00803	Prau.g_00638
OG0000578	Syai.g_00804	Prau.g_00639
OG0000579	Syai.g_00805	Prau.g_00640
OG0000580	Syai.g_00806	Prau.g_00641
OG0000581	Syai.g_00812	Prau.g_00643
OG0000582	Syai.g_01042	Prau.g_00646
OG0000583	Syai.g_01043	Prau.g_00647
OG0000584	Syai.g_01044	Prau.g_00648
OG0000585	Syai.g_01046	Prau.g_00650
OG0000586	Syai.g_01047	Prau.g_00651
OG0000587	Syai.g_01049	Prau.g_00652
OG0000588	Syai.g_01063	Prau.g_00656
OG0000589	Syai.g_01066	Prau.g_00661
OG0000590	Syai.g_01067	Prau.g_00662
OG0000591	Syai.g_01075	Prau.g_00665
OG0000592	Syai.g_01076	Prau.g_00666
OG0000593	Syai.g_01100	Prau.g_00672
OG0000594	Syai.g_01101	Prau.g_00673
OG0000595	Syai.g_01102	Prau.g_00674
OG0000596	Syai.g_01107	Prau.g_00678
OG0000597	Syai.g_01110	Prau.g_00680
OG0000598	Syai.g_01111	Prau.g_00681
OG0000599	Syai.g_01114	Prau.g_00684
OG0000600	Syai.g_01115	Prau.g_00685
OG0000601	Syai.g_01116	Prau.g_00686
OG0000602	Syai.g_01121	Prau.g_00688
OG0000603	Syai.g_01122	Prau.g_00689
OG0000604	Syai.g_01125	Prau.g_00690
OG0000605	Syai.g_01609	Prau.g_00691
OG0000606	Syai.g_01221	Prau.g_00694
OG0000607	Syai.g_01224	Prau.g_00697
OG0000608	Syai.g_01225	Prau.g_00698
OG0000609	Syai.g_01227	Prau.g_00699
OG0000610	Syai.g_01234	Prau.g_00704
OG0000611	Syai.g_01237	Prau.g_00707
OG0000612	Syai.g_01238	Prau.g_00708
OG0000613	Syai.g_00196	Prau.g_00713
OG0000614	Syai.g_01981	Prau.g_00732
OG0000615	Syai.g_01286	Prau.g_00740
OG0000616	Syai.g_02914	Prau.g_00744
OG0000617	Syai.g_01393	Prau.g_00761
OG0000618	Syai.g_01394	Prau.g_00762
OG0000619	Syai.g_01395	Prau.g_00763
OG0000620	Syai.g_01402	Prau.g_00766
OG0000621	Syai.g_01403	Prau.g_00767
OG0000622	Syai.g_01404	Prau.g_00768
OG0000623	Syai.g_01405	Prau.g_00769
OG0000624	Syai.g_01407	Prau.g_00770
OG0000625	Syai.g_01408	Prau.g_00771
OG0000626	Syai.g_01409	Prau.g_00772
OG0000627	Syai.g_01575	Prau.g_00773
OG0000628	Syai.g_01573	Prau.g_00774
OG0000629	Syai.g_01570	Prau.g_00775
OG0000630	Syai.g_01566	Prau.g_00778
OG0000631	Syai.g_01557	Prau.g_00845
OG0000632	Syai.g_01556	Prau.g_00846
OG0000633	Syai.g_01555	Prau.g_00847
OG0000634	Syai.g_01317	Prau.g_00850
OG0000635	Syai.g_01318	Prau.g_00851
OG0000636	Syai.g_01320	Prau.g_00853
OG0000637	Syai.g_01322	Prau.g_00855
OG0000638	Syai.g_01323	Prau.g_00856
OG0000639	Syai.g_01324	Prau.g_00857
OG0000640	Syai.g_01325	Prau.g_00858
OG0000641	Syai.g_01329	Prau.g_00862
OG0000642	Syai.g_01330	Prau.g_00863
OG0000643	Syai.g_01349	Prau.g_00864
OG0000644	Syai.g_01350	Prau.g_00865
OG0000645	Syai.g_01352	Prau.g_00866
OG0000646	Syai.g_01355	Prau.g_00868
OG0000647	Syai.g_01357	Prau.g_00869
OG0000648	Syai.g_01362	Prau.g_00871
OG0000649	Syai.g_01363	Prau.g_00872
OG0000650	Syai.g_01364	Prau.g_00873
OG0000651	Syai.g_01365	Prau.g_00874
OG0000652	Syai.g_01366	Prau.g_00875
OG0000653	Syai.g_01368	Prau.g_00877
OG0000654	Syai.g_01369	Prau.g_00878
OG0000655	Syai.g_01370	Prau.g_00879
OG0000656	Syai.g_01373	Prau.g_00882
OG0000657	Syai.g_02045	Prau.g_00889
OG0000658	Syai.g_02049	Prau.g_00890
OG0000659	Syai.g_02050	Prau.g_00891
OG0000660	Syai.g_02054	Prau.g_00895
OG0000661	Syai.g_02056	Prau.g_00897
OG0000662	Syai.g_02058	Prau.g_00899
OG0000663	Syai.g_02061	Prau.g_00902
OG0000664	Syai.g_02062	Prau.g_00903
OG0000665	Syai.g_02431	Prau.g_00907
OG0000666	Syai.g_01610	Prau.g_00908
OG0000667	Syai.g_01724	Prau.g_00912
OG0000668	Syai.g_01436	Prau.g_00942
OG0000669	Syai.g_01251	Prau.g_00949
OG0000670	Syai.g_00561	Prau.g_00951
OG0000671	Syai.g_01255	Prau.g_00953
OG0000672	Syai.g_01259	Prau.g_00955
OG0000673	Syai.g_01262	Prau.g_00957
OG0000674	Syai.g_01264	Prau.g_00959
OG0000675	Syai.g_01265	Prau.g_00960
OG0000676	Syai.g_01275	Prau.g_00962
OG0000677	Syai.g_01276	Prau.g_00963
OG0000678	Syai.g_01279	Prau.g_00965
OG0000679	Syai.g_01288	Prau.g_00969
OG0000680	Syai.g_01289	Prau.g_00970
OG0000681	Syai.g_01292	Prau.g_00973
OG0000682	Syai.g_01293	Prau.g_00974
OG0000683	Syai.g_01294	Prau.g_00975
OG0000684	Syai.g_01299	Prau.g_00977
OG0000685	Syai.g_01301	Prau.g_00979
OG0000686	Syai.g_01302	Prau.g_00980
OG0000687	Syai.g_01303	Prau.g_00981
OG0000688	Syai.g_01307	Prau.g_00984
OG0000689	Syai.g_01309	Prau.g_00985
OG0000690	Syai.g_01310	Prau.g_00986
OG0000691	Syai.g_01311	Prau.g_00987
OG0000692	Syai.g_01312	Prau.g_00989
OG0000693	Syai.g_01313	Prau.g_00990
OG0000694	Syai.g_01314	Prau.g_00991
OG0000695	Syai.g_01553	Prau.g_00993
OG0000696	Syai.g_01552	Prau.g_00994
OG0000697	Syai.g_01550	Prau.g_00995
OG0000698	Syai.g_01547	Prau.g_00998
OG0000699	Syai.g_01545	Prau.g_00999
OG0000700	Syai.g_01544	Prau.g_01000
OG0000701	Syai.g_01543	Prau.g_01001
OG0000702	Syai.g_01521	Prau.g_01003
OG0000703	Syai.g_01520	Prau.g_01004
OG0000704	Syai.g_01518	Prau.g_01005
OG0000705	Syai.g_01511	Prau.g_01009
OG0000706	Syai.g_01510	Prau.g_01010
OG0000707	Syai.g_01509	Prau.g_01011
OG0000708	Syai.g_01506	Prau.g_01012
OG0000709	Syai.g_01497	Prau.g_01016
OG0000710	Syai.g_01487	Prau.g_01019
OG0000711	Syai.g_01456	Prau.g_01036
OG0000712	Syai.g_01454	Prau.g_01038
OG0000713	Syai.g_01453	Prau.g_01039
OG0000714	Syai.g_01451	Prau.g_01040
OG0000715	Syai.g_01449	Prau.g_01042
OG0000716	Syai.g_01445	Prau.g_01044
OG0000717	Syai.g_01444	Prau.g_01045
OG0000718	Syai.g_01440	Prau.g_01058
OG0000719	Syai.g_01438	Prau.g_01060
OG0000720	Syai.g_01425	Prau.g_01069
OG0000721	Syai.g_01423	Prau.g_01071
OG0000722	Syai.g_01422	Prau.g_01072
OG0000723	Syai.g_01411	Prau.g_01075
OG0000724	Syai.g_02013	Prau.g_01084
OG0000725	Syai.g_02004	Prau.g_01090
OG0000726	Syai.g_02003	Prau.g_01091
OG0000727	Syai.g_02002	Prau.g_01092
OG0000728	Syai.g_02000	Prau.g_01094
OG0000729	Syai.g_00097	Prau.g_01138
OG0000730	Syai.g_00483	Prau.g_01142
OG0000731	Syai.g_00495	Prau.g_01146
OG0000732	Syai.g_00058	Prau.g_01155
OG0000733	Syai.g_02805	Prau.g_01175
OG0000734	Syai.g_02548	Prau.g_01192
OG0000735	Syai.g_02159	Prau.g_01194
OG0000736	Syai.g_02158	Prau.g_01195
OG0000737	Syai.g_02157	Prau.g_01196
OG0000738	Syai.g_02152	Prau.g_01200
OG0000739	Syai.g_02151	Prau.g_01201
OG0000740	Syai.g_02150	Prau.g_01202
OG0000741	Syai.g_02147	Prau.g_01203
OG0000742	Syai.g_02145	Prau.g_01205
OG0000743	Syai.g_02143	Prau.g_01207
OG0000744	Syai.g_02142	Prau.g_01208
OG0000745	Syai.g_02140	Prau.g_01209
OG0000746	Syai.g_02138	Prau.g_01211
OG0000747	Syai.g_02137	Prau.g_01212
OG0000748	Syai.g_02125	Prau.g_01215
OG0000749	Syai.g_02123	Prau.g_01216
OG0000750	Syai.g_02122	Prau.g_01217
OG0000751	Syai.g_02116	Prau.g_01219
OG0000752	Syai.g_02114	Prau.g_01221
OG0000753	Syai.g_02111	Prau.g_01224
OG0000754	Syai.g_01750	Prau.g_01227
OG0000755	Syai.g_01760	Prau.g_01230
OG0000756	Syai.g_01761	Prau.g_01231
OG0000757	Syai.g_01769	Prau.g_01237
OG0000758	Syai.g_01770	Prau.g_01238
OG0000759	Syai.g_01771	Prau.g_01239
OG0000760	Syai.g_01772	Prau.g_01240
OG0000761	Syai.g_01775	Prau.g_01241
OG0000762	Syai.g_01777	Prau.g_01242
OG0000763	Syai.g_01779	Prau.g_01244
OG0000764	Syai.g_01780	Prau.g_01245
OG0000765	Syai.g_01797	Prau.g_01254
OG0000766	Syai.g_01798	Prau.g_01255
OG0000767	Syai.g_01800	Prau.g_01257
OG0000768	Syai.g_01801	Prau.g_01258
OG0000769	Syai.g_01803	Prau.g_01260
OG0000770	Syai.g_01822	Prau.g_01262
OG0000771	Syai.g_02019	Prau.g_01271, Prau.g_01496
OG0000772	Syai.g_01639	Prau.g_01346
OG0000773	Syai.g_02164	Prau.g_01361
OG0000774	Syai.g_02168	Prau.g_01363
OG0000775	Syai.g_02172	Prau.g_01366
OG0000776	Syai.g_02173	Prau.g_01367
OG0000777	Syai.g_02174	Prau.g_01368
OG0000778	Syai.g_02175	Prau.g_01369
OG0000779	Syai.g_02181	Prau.g_01373
OG0000780	Syai.g_02184	Prau.g_01374
OG0000781	Syai.g_02188	Prau.g_01377
OG0000782	Syai.g_02189	Prau.g_01378
OG0000783	Syai.g_02190	Prau.g_01379
OG0000784	Syai.g_02191	Prau.g_01380
OG0000785	Syai.g_02193	Prau.g_01382
OG0000786	Syai.g_00816	Prau.g_01384
OG0000787	Syai.g_00815	Prau.g_01385
OG0000788	Syai.g_01117	Prau.g_01396
OG0000789	Syai.g_01596	Prau.g_01399
OG0000790	Syai.g_00623	Prau.g_01414
OG0000791	Syai.g_00621	Prau.g_01416
OG0000792	Syai.g_00620	Prau.g_01417
OG0000793	Syai.g_00615	Prau.g_01420
OG0000794	Syai.g_00614	Prau.g_01421
OG0000795	Syai.g_00613	Prau.g_01422
OG0000796	Syai.g_00609	Prau.g_01426
OG0000797	Syai.g_00608	Prau.g_01427
OG0000799	Syai.g_00996	Prau.g_01510
OG0000800	Syai.g_00993	Prau.g_01511
OG0000801	Syai.g_00992	Prau.g_01512
OG0000802	Syai.g_00988	Prau.g_01514
OG0000803	Syai.g_00983	Prau.g_01516
OG0000804	Syai.g_00980	Prau.g_01517
OG0000805	Syai.g_00965	Prau.g_01519
OG0000806	Syai.g_00963	Prau.g_01521
OG0000807	Syai.g_00961	Prau.g_01522
OG0000808	Syai.g_00960	Prau.g_01523
OG0000809	Syai.g_00957	Prau.g_01526
OG0000810	Syai.g_00956	Prau.g_01527
OG0000811	Syai.g_00950	Prau.g_01534
OG0000812	Syai.g_00948	Prau.g_01536
OG0000813	Syai.g_00947	Prau.g_01537
OG0000814	Syai.g_00945	Prau.g_01539
OG0000815	Syai.g_00944	Prau.g_01540
OG0000816	Syai.g_00942	Prau.g_01542
OG0000817	Syai.g_00941	Prau.g_01543
OG0000818	Syai.g_00935	Prau.g_01548
OG0000819	Syai.g_00934	Prau.g_01549
OG0000820	Syai.g_00933	Prau.g_01550
OG0000821	Syai.g_00916	Prau.g_01554
OG0000822	Syai.g_00914	Prau.g_01555
OG0000823	Syai.g_00913	Prau.g_01556
OG0000824	Syai.g_00907	Prau.g_01559
OG0000825	Syai.g_00906	Prau.g_01560
OG0000826	Syai.g_00905	Prau.g_01561
OG0000827	Syai.g_00904	Prau.g_01562
OG0000828	Syai.g_00900	Prau.g_01565
OG0000829	Syai.g_00899	Prau.g_01566
OG0000830	Syai.g_00898	Prau.g_01567
OG0000831	Syai.g_00896	Prau.g_01569
OG0000832	Syai.g_02296	Prau.g_01575
OG0000833	Syai.g_02305	Prau.g_01583
OG0000834	Syai.g_02307	Prau.g_01584
OG0000835	Syai.g_02308	Prau.g_01585
OG0000836	Syai.g_02312	Prau.g_01586
OG0000837	Syai.g_02313	Prau.g_01587
OG0000838	Syai.g_02323	Prau.g_01589
OG0000839	Syai.g_02324	Prau.g_01590
OG0000840	Syai.g_02325	Prau.g_01591
OG0000841	Syai.g_02326	Prau.g_01592
OG0000842	Syai.g_02327	Prau.g_01593
OG0000843	Syai.g_02328	Prau.g_01594
OG0000844	Syai.g_02330	Prau.g_01595
OG0000845	Syai.g_02331	Prau.g_01596
OG0000846	Syai.g_02332	Prau.g_01597
OG0000847	Syai.g_02333	Prau.g_01598
OG0000848	Syai.g_02335	Prau.g_01599
OG0000849	Syai.g_02336	Prau.g_01600
OG0000850	Syai.g_02339	Prau.g_01602
OG0000851	Syai.g_02352	Prau.g_01603
OG0000852	Syai.g_02353	Prau.g_01604
OG0000853	Syai.g_02357	Prau.g_01608
OG0000854	Syai.g_02359	Prau.g_01610
OG0000855	Syai.g_02360	Prau.g_01611
OG0000856	Syai.g_01078	Prau.g_01626
OG0000857	Syai.g_01356	Prau.g_01652
OG0000858	Syai.g_02366	Prau.g_01726
OG0000859	Syai.g_02367	Prau.g_01727
OG0000860	Syai.g_02380	Prau.g_01734
OG0000861	Syai.g_02381	Prau.g_01735
OG0000862	Syai.g_02382	Prau.g_01736
OG0000863	Syai.g_02385	Prau.g_01738
OG0000864	Syai.g_02386	Prau.g_01739
OG0000865	Syai.g_02387	Prau.g_01740
OG0000866	Syai.g_02388	Prau.g_01741
OG0000867	Syai.g_02389	Prau.g_01742
OG0000868	Syai.g_02392	Prau.g_01743
OG0000869	Syai.g_02396	Prau.g_01747
OG0000870	Syai.g_02401	Prau.g_01752
OG0000871	Syai.g_02402	Prau.g_01753
OG0000872	Syai.g_02409	Prau.g_01754
OG0000873	Syai.g_02412	Prau.g_01757
OG0000874	Syai.g_02408	Prau.g_01760
OG0000875	Syai.g_02416	Prau.g_01761
OG0000876	Syai.g_02243	Prau.g_01762
OG0000877	Syai.g_02250	Prau.g_01764
OG0000878	Syai.g_02251	Prau.g_01765
OG0000879	Syai.g_02252	Prau.g_01766
OG0000880	Syai.g_02253	Prau.g_01767
OG0000881	Syai.g_02257	Prau.g_01771
OG0000882	Syai.g_02262	Prau.g_01776
OG0000883	Syai.g_02264	Prau.g_01777
OG0000884	Syai.g_02266	Prau.g_01779
OG0000885	Syai.g_02267	Prau.g_01780
OG0000886	Syai.g_02268	Prau.g_01781
OG0000887	Syai.g_02269	Prau.g_01782
OG0000888	Syai.g_02271	Prau.g_01784
OG0000889	Syai.g_02273	Prau.g_01786
OG0000890	Syai.g_02279	Prau.g_01787
OG0000891	Syai.g_02280	Prau.g_01788
OG0000892	Syai.g_02282	Prau.g_01790
OG0000893	Syai.g_00318	Prau.g_01794
OG0000894	Syai.g_00321	Prau.g_01796
OG0000895	Syai.g_00325	Prau.g_01799
OG0000896	Syai.g_00326	Prau.g_01800
OG0000897	Syai.g_00328	Prau.g_01802
OG0000898	Syai.g_00329	Prau.g_01803
OG0000899	Syai.g_00330	Prau.g_01804
OG0000900	Syai.g_00331	Prau.g_01805
OG0000901	Syai.g_00336	Prau.g_01808
OG0000902	Syai.g_00338	Prau.g_01810
OG0000903	Syai.g_00353	Prau.g_01813
OG0000904	Syai.g_00348	Prau.g_01815
OG0000905	Syai.g_00342	Prau.g_01820
OG0000906	Syai.g_00340	Prau.g_01821
OG0000907	Syai.g_00358	Prau.g_01827
OG0000908	Syai.g_00361	Prau.g_01830
OG0000909	Syai.g_00362	Prau.g_01831
OG0000910	Syai.g_00363	Prau.g_01832
OG0000911	Syai.g_00365	Prau.g_01834
OG0000912	Syai.g_00366	Prau.g_01835
OG0000913	Syai.g_00367	Prau.g_01836
OG0000914	Syai.g_00368	Prau.g_01837
OG0000915	Syai.g_00370	Prau.g_01838
OG0000916	Syai.g_00371	Prau.g_01839
OG0000917	Syai.g_00372	Prau.g_01840
OG0000918	Syai.g_00373	Prau.g_01841
OG0000919	Syai.g_00374	Prau.g_01842
OG0000920	Syai.g_00375	Prau.g_01843
OG0000921	Syai.g_00376	Prau.g_01844
OG0000922	Syai.g_00377	Prau.g_01845
OG0000923	Syai.g_00381	Prau.g_01849
OG0000924	Syai.g_00382	Prau.g_01850
OG0000925	Syai.g_00383	Prau.g_01851
OG0000926	Syai.g_00384	Prau.g_01852
OG0000927	Syai.g_00386	Prau.g_01854
OG0000928	Syai.g_00387	Prau.g_01855
OG0000929	Syai.g_00388	Prau.g_01856
OG0000930	Syai.g_00389	Prau.g_01857
OG0000931	Syai.g_00390	Prau.g_01858
OG0000932	Syai.g_00391	Prau.g_01859
OG0000933	Syai.g_00397	Prau.g_01863
OG0000934	Syai.g_00399	Prau.g_01865
OG0000935	Syai.g_00400	Prau.g_01866
OG0000936	Syai.g_00401	Prau.g_01867
OG0000937	Syai.g_00402	Prau.g_01868
OG0000938	Syai.g_00405	Prau.g_01870
OG0000939	Syai.g_00406	Prau.g_01871
OG0000940	Syai.g_00413	Prau.g_01878
OG0000941	Syai.g_00415	Prau.g_01880
OG0000942	Syai.g_00417	Prau.g_01882
OG0000943	Syai.g_00418	Prau.g_01883
OG0000944	Syai.g_00420	Prau.g_01884
OG0000945	Syai.g_00422	Prau.g_01885
OG0000946	Syai.g_00428	Prau.g_01889
OG0000947	Syai.g_00431	Prau.g_01891
OG0000948	Syai.g_00432	Prau.g_01892
OG0000949	Syai.g_00174	Prau.g_01895
OG0000950	Syai.g_00163	Prau.g_01900
OG0000951	Syai.g_00158	Prau.g_01904
OG0000952	Syai.g_00136	Prau.g_01908
OG0000953	Syai.g_00132	Prau.g_01911
OG0000954	Syai.g_00127	Prau.g_01915
OG0000955	Syai.g_00126	Prau.g_01916
OG0000956	Syai.g_00124	Prau.g_01918
OG0000957	Syai.g_00113	Prau.g_01923
OG0000958	Syai.g_00112	Prau.g_01924
OG0000959	Syai.g_00108	Prau.g_01928
OG0000960	Syai.g_00107	Prau.g_01929
OG0000961	Syai.g_00100	Prau.g_01931
OG0000962	Syai.g_00098	Prau.g_01933
OG0000963	Syai.g_00094	Prau.g_01937
OG0000964	Syai.g_00093	Prau.g_01938
OG0000965	Syai.g_00092	Prau.g_01939
OG0000966	Syai.g_00082	Prau.g_01946
OG0000967	Syai.g_00077	Prau.g_01951
OG0000968	Syai.g_00085	Prau.g_01953
OG0000969	Syai.g_00080	Prau.g_01954
OG0000970	Syai.g_00079	Prau.g_01955
OG0000971	Syai.g_00074	Prau.g_01956
OG0000972	Syai.g_00073	Prau.g_01957
OG0000973	Syai.g_00072	Prau.g_01958
OG0000974	Syai.g_00071	Prau.g_01959
OG0000975	Syai.g_00070	Prau.g_01960
OG0000976	Syai.g_00069	Prau.g_01961
OG0000977	Syai.g_00067	Prau.g_01962
OG0000978	Syai.g_00065	Prau.g_01963
OG0000979	Syai.g_00062	Prau.g_01966
OG0000980	Syai.g_00059	Prau.g_01968
OG0000981	Syai.g_00056	Prau.g_01970
OG0000982	Syai.g_02777	Prau.g_01972
OG0000983	Syai.g_02778	Prau.g_01973
OG0000984	Syai.g_02779	Prau.g_01974
OG0000985	Syai.g_02781	Prau.g_01977
OG0000986	Syai.g_02784	Prau.g_01979
OG0000987	Syai.g_02786	Prau.g_01980
OG0000988	Syai.g_02790	Prau.g_01983
OG0000989	Syai.g_02797	Prau.g_01986
OG0000990	Syai.g_02825	Prau.g_01989
OG0000991	Syai.g_02827	Prau.g_01990
OG0000992	Syai.g_02830	Prau.g_01992
OG0000993	Syai.g_02831	Prau.g_01993
OG0000994	Syai.g_02834	Prau.g_01994
OG0000995	Syai.g_02840	Prau.g_01998
OG0000996	Syai.g_02891	Prau.g_01999
OG0000997	Syai.g_02900	Prau.g_02000
OG0000998	Syai.g_02902	Prau.g_02002
OG0000999	Syai.g_02903	Prau.g_02003
OG0001000	Syai.g_02906	Prau.g_02006
OG0001001	Syai.g_02911	Prau.g_02008
OG0001002	Syai.g_02918	Prau.g_02012
OG0001003	Syai.g_02919	Prau.g_02014
OG0001004	Syai.g_02920	Prau.g_02015
OG0001005	Syai.g_02921	Prau.g_02016
OG0001006	Syai.g_02931	Prau.g_02020
OG0001007	Syai.g_02933	Prau.g_02022
OG0001008	Syai.g_02227	Prau.g_00478
OG0001009	Syai.g_00034	Prau.g_00027
OG0001010	Syai.g_00035	Prau.g_00028
OG0001011	Syai.g_00037	Prau.g_00029
OG0001012	Syai.g_02773	Prau.g_00050
OG0001013	Syai.g_02750	Prau.g_00056
OG0001014	Syai.g_02726	Prau.g_00059
OG0001015	Syai.g_02725	Prau.g_00060
OG0001016	Syai.g_02479	Prau.g_00074
OG0001017	Syai.g_02485	Prau.g_00078
OG0001018	Syai.g_02487	Prau.g_00081
OG0001019	Syai.g_02508	Prau.g_00090
OG0001020	Syai.g_02516	Prau.g_00091
OG0001021	Syai.g_02523	Prau.g_00092
OG0001022	Syai.g_02528	Prau.g_00095
OG0001023	Syai.g_02529	Prau.g_00096
OG0001024	Syai.g_02533	Prau.g_00099
OG0001025	Syai.g_02540	Prau.g_00105
OG0001026	Syai.g_02550	Prau.g_00112
OG0001027	Syai.g_02555	Prau.g_00113
OG0001028	Syai.g_02557	Prau.g_00115
OG0001029	Syai.g_02559	Prau.g_00116
OG0001030	Syai.g_02580	Prau.g_00131
OG0001031	Syai.g_02656	Prau.g_00187
OG0001032	Syai.g_02658	Prau.g_00188
OG0001033	Syai.g_02685	Prau.g_00209
OG0001034	Syai.g_00537	Prau.g_00237
OG0001035	Syai.g_00295	Prau.g_00256
OG0001036	Syai.g_00290	Prau.g_00261
OG0001037	Syai.g_00288	Prau.g_00262
OG0001038	Syai.g_00261	Prau.g_00280
OG0001039	Syai.g_00258	Prau.g_00283
OG0001040	Syai.g_00255	Prau.g_00285
OG0001041	Syai.g_00250	Prau.g_00289
OG0001042	Syai.g_00225	Prau.g_00306
OG0001043	Syai.g_00221	Prau.g_00307
OG0001044	Syai.g_00485	Prau.g_00335
OG0001045	Syai.g_00498	Prau.g_00344
OG0001046	Syai.g_01471	Prau.g_00382
OG0001047	Syai.g_02225	Prau.g_00480
OG0001048	Syai.g_02224	Prau.g_00481
OG0001049	Syai.g_02215	Prau.g_00483
OG0001050	Syai.g_02214	Prau.g_00484
OG0001051	Syai.g_02213	Prau.g_00485
OG0001052	Syai.g_00861	Prau.g_00512
OG0001053	Syai.g_00641	Prau.g_00524
OG0001054	Syai.g_00658	Prau.g_00539
OG0001055	Syai.g_00679	Prau.g_00558
OG0001056	Syai.g_00713	Prau.g_00576
OG0001057	Syai.g_00721	Prau.g_00581
OG0001058	Syai.g_00734	Prau.g_00589
OG0001059	Syai.g_00738	Prau.g_00593
OG0001060	Syai.g_00744	Prau.g_00600
OG0001061	Syai.g_00765	Prau.g_00613
OG0001062	Syai.g_00767	Prau.g_00615
OG0001063	Syai.g_00774	Prau.g_00617
OG0001064	Syai.g_00775	Prau.g_00618
OG0001065	Syai.g_00776	Prau.g_00619
OG0001066	Syai.g_00777	Prau.g_00620
OG0001067	Syai.g_00778	Prau.g_00621
OG0001068	Syai.g_00779	Prau.g_00622
OG0001069	Syai.g_00780	Prau.g_00623
OG0001070	Syai.g_00783	Prau.g_00626
OG0001071	Syai.g_00784	Prau.g_00627
OG0001072	Syai.g_00788	Prau.g_00628
OG0001073	Syai.g_00807	Prau.g_00642
OG0001074	Syai.g_01051	Prau.g_00653
OG0001075	Syai.g_01053	Prau.g_00654
OG0001076	Syai.g_01069	Prau.g_00664
OG0001077	Syai.g_01081	Prau.g_00668
OG0001078	Syai.g_01105	Prau.g_00676
OG0001079	Syai.g_01118	Prau.g_00687
OG0001080	Syai.g_01606	Prau.g_00693
OG0001081	Syai.g_01222	Prau.g_00695
OG0001082	Syai.g_01223	Prau.g_00696
OG0001083	Syai.g_01230	Prau.g_00701
OG0001084	Syai.g_01231	Prau.g_00702
OG0001085	Syai.g_01241	Prau.g_00710
OG0001086	Syai.g_01243	Prau.g_00711
OG0001087	Syai.g_01953	Prau.g_00728
OG0001088	Syai.g_01957	Prau.g_00729
OG0001089	Syai.g_01996	Prau.g_00737
OG0001090	Syai.g_01387	Prau.g_00756
OG0001091	Syai.g_01389	Prau.g_00758
OG0001092	Syai.g_01391	Prau.g_00759
OG0001093	Syai.g_01397	Prau.g_00764
OG0001094	Syai.g_01315	Prau.g_00848
OG0001096	Syai.g_01371	Prau.g_00880
OG0001097	Syai.g_02057	Prau.g_00898
OG0001098	Syai.g_01603	Prau.g_00914
OG0001099	Syai.g_02558	Prau.g_00946
OG0001100	Syai.g_01253	Prau.g_00950
OG0001101	Syai.g_01254	Prau.g_00952
OG0001102	Syai.g_01257	Prau.g_00954
OG0001104	Syai.g_01300	Prau.g_00978
OG0001105	Syai.g_01304	Prau.g_00982
OG0001106	Syai.g_01517	Prau.g_01006
OG0001107	Syai.g_01505	Prau.g_01013
OG0001108	Syai.g_01496	Prau.g_01017
OG0001109	Syai.g_01488	Prau.g_01018
OG0001110	Syai.g_01486	Prau.g_01020
OG0001111	Syai.g_01484	Prau.g_01021
OG0001112	Syai.g_01482	Prau.g_01022
OG0001113	Syai.g_01481	Prau.g_01023
OG0001114	Syai.g_01480	Prau.g_01024
OG0001115	Syai.g_01476	Prau.g_01026
OG0001116	Syai.g_01474	Prau.g_01027
OG0001117	Syai.g_01473	Prau.g_01028
OG0001118	Syai.g_01472	Prau.g_01029
OG0001119	Syai.g_01470	Prau.g_01030
OG0001120	Syai.g_01466	Prau.g_01032
OG0001121	Syai.g_01676	Prau.g_01172, Prau.g_01035
OG0001122	Syai.g_01437	Prau.g_01061
OG0001123	Syai.g_01430	Prau.g_01065
OG0001124	Syai.g_01428	Prau.g_01067
OG0001125	Syai.g_01426	Prau.g_01068
OG0001126	Syai.g_02021	Prau.g_01078
OG0001127	Syai.g_02020	Prau.g_01079
OG0001128	Syai.g_02017	Prau.g_01081
OG0001129	Syai.g_02015	Prau.g_01082
OG0001130	Syai.g_02014	Prau.g_01083
OG0001131	Syai.g_01281	Prau.g_01118
OG0001132	Syai.g_01620	Prau.g_01127
OG0001133	Syai.g_01072	Prau.g_01160
OG0001134	Syai.g_01745	Prau.g_01174
OG0001135	Syai.g_01742	Prau.g_01177
OG0001136	Syai.g_02146	Prau.g_01204
OG0001137	Syai.g_02126	Prau.g_01214
OG0001138	Syai.g_01763	Prau.g_01232
OG0001139	Syai.g_01765	Prau.g_01233
OG0001140	Syai.g_01766	Prau.g_01234
OG0001141	Syai.g_01767	Prau.g_01235
OG0001142	Syai.g_01768	Prau.g_01236
OG0001143	Syai.g_01778	Prau.g_01243
OG0001144	Syai.g_01788	Prau.g_01248
OG0001145	Syai.g_02165	Prau.g_01362
OG0001146	Syai.g_02185	Prau.g_01375
OG0001147	Syai.g_00869	Prau.g_01395
OG0001148	Syai.g_00626	Prau.g_01411
OG0001149	Syai.g_00625	Prau.g_01412
OG0001150	Syai.g_00624	Prau.g_01413
OG0001151	Syai.g_00611	Prau.g_01424
OG0001152	Syai.g_00610	Prau.g_01425
OG0001153	Syai.g_00903	Prau.g_01563
OG0001154	Syai.g_00901	Prau.g_01564
OG0001155	Syai.g_02298	Prau.g_01576
OG0001156	Syai.g_02301	Prau.g_01579
OG0001157	Syai.g_02302	Prau.g_01580
