Orthogroup	Species	Pran	Orthologs
OG0000141	Pral	Pran.g_01571	Pral.g_00481
OG0000141	Prat	Pran.g_01571	Prat.g_00570
OG0000141	Prbm	Pran.g_01571	Prbm.g_00638
OG0000141	Praj	Pran.g_01571	Praj.g_00595
OG0000141	Prbb	Pran.g_01571	Prbb.g_00608
OG0000141	Prbc	Pran.g_01571	Prbc.g_01684
OG0000141	Praf	Pran.g_01571	Praf.g_00764
OG0000141	Prbj	Pran.g_01571	Prbj.g_01757
OG0000141	Prbk	Pran.g_01571	Prbk.g_01154
OG0000141	Prbl	Pran.g_01571	Prbl.g_01751
OG0000141	Prah	Pran.g_01571	Prah.g_01393
OG0000141	Syat	Pran.g_01571	Syat.g_03398
OG0000141	Syap	Pran.g_01571	Syap.g_01541, Syap.g_01542, Syap.g_01544
OG0000141	Syas	Pran.g_01571	Syas.g_00875
OG0000141	Syar	Pran.g_01571	Syar.g_02129
OG0000141	Syan	Pran.g_01571	Syan.g_01032
OG0000141	Syao	Pran.g_01571	Syao.g_01202
OG0000141	Syag	Pran.g_01571	Syag.g_00351
OG0000141	Syaq	Pran.g_01571	Syaq.g_02010
OG0000141	Syak	Pran.g_01571	Syak.g_02746
OG0000141	Syab	Pran.g_01571	Syab.g_01931
OG0000141	Syal	Pran.g_01571	Syal.g_02738
OG0000141	Syaa	Pran.g_01571	Syaa.g_01689
OG0000141	Syae	Pran.g_01571	Syae.g_00016
OG0000141	Syac	Pran.g_01571	Syac.g_00934
OG0000141	Syah	Pran.g_01571	Syah.g_01981
OG0000141	Syai	Pran.g_01571	Syai.g_01041
OG0000141	Syaf	Pran.g_01571	Syaf.g_02375
OG0000141	Syam	Pran.g_01571	Syam.g_01514
OG0000141	Syad	Pran.g_01571	Syad.g_02208
OG0000141	Syaj	Pran.g_01571	Syaj.g_01340
OG0000141	Prag	Pran.g_01571	Prag.g_00585
OG0000141	Praw	Pran.g_01571	Praw.g_00143
OG0000141	Prav	Pran.g_01571	Prav.g_01203
OG0000141	Prbd	Pran.g_01571	Prbd.g_00637
OG0000141	Pray	Pran.g_01571	Pray.g_01156
OG0000141	Praz	Pran.g_01571	Praz.g_01723
OG0000141	Prba	Pran.g_01571	Prba.g_01710
OG0000141	Prao	Pran.g_01571	Prao.g_00045
OG0000141	Prax	Pran.g_01571	Prax.g_00066
OG0000141	Prbi	Pran.g_01571	Prbi.g_00609
OG0000141	Prae	Pran.g_01571	Prae.g_00581
OG0000141	Praa	Pran.g_01571	Praa.g_00607
OG0000141	Pras	Pran.g_01571	Pras.g_01483
OG0000141	Prau	Pran.g_01571	Prau.g_00645
OG0000141	Prad	Pran.g_01571	Prad.g_01396
OG0000141	Prac	Pran.g_01571	Prac.g_00764
OG0000141	Praq	Pran.g_01571	Praq.g_00995
OG0000141	Prar	Pran.g_01571	Prar.g_01437
OG0000141	Prai	Pran.g_01571	Prai.g_00635
OG0000141	Prab	Pran.g_01571	Prab.g_00611
OG0000142	Prbm	Pran.g_01543	Prbm.g_00666
OG0000142	Prbc	Pran.g_01543	Prbc.g_01712
OG0000142	Praj	Pran.g_01543	Praj.g_00623
OG0000142	Prbb	Pran.g_01543	Prbb.g_00636
OG0000142	Prak	Pran.g_01543	Prak.g_01108
OG0000142	Prap	Pran.g_01543	Prap.g_00392
OG0000142	Prbe	Pran.g_01543	Prbe.g_01485
OG0000142	Prbf	Pran.g_01543	Prbf.g_00982
OG0000142	Prbg	Pran.g_01543	Prbg.g_01422
OG0000142	Prbn	Pran.g_01543	Prbn.g_00426
OG0000142	Pram	Pran.g_01543	Pram.g_01075
OG0000142	Prbh	Pran.g_01543	Prbh.g_01218
OG0000142	Pral	Pran.g_01543	Pral.g_01436
OG0000142	Prat	Pran.g_01543	Prat.g_01090
OG0000142	Prah	Pran.g_01543	Prah.g_00501
OG0000142	Praf	Pran.g_01543	Praf.g_01692
OG0000142	Prbj	Pran.g_01543	Prbj.g_02573
OG0000142	Prbk	Pran.g_01543	Prbk.g_02631
OG0000142	Prbl	Pran.g_01543	Prbl.g_01639
OG0000142	Syab	Pran.g_01543	Syab.g_01524, Syab.g_01873
OG0000142	Syat	Pran.g_01543	Syat.g_00117
OG0000142	Syar	Pran.g_01543	Syar.g_02418
OG0000142	Syan	Pran.g_01543	Syan.g_00816
OG0000142	Syao	Pran.g_01543	Syao.g_00894
OG0000142	Syas	Pran.g_01543	Syas.g_00746
OG0000142	Syap	Pran.g_01543	Syap.g_00895, Syap.g_00894
OG0000142	Syak	Pran.g_01543	Syak.g_00035
OG0000142	Syal	Pran.g_01543	Syal.g_02636
OG0000142	Syag	Pran.g_01543	Syag.g_00410
OG0000142	Syaq	Pran.g_01543	Syaq.g_02082
OG0000142	Syai	Pran.g_01543	Syai.g_01104
OG0000142	Syaf	Pran.g_01543	Syaf.g_02310
OG0000142	Syam	Pran.g_01543	Syam.g_01468
OG0000142	Syae	Pran.g_01543	Syae.g_00074
OG0000142	Syad	Pran.g_01543	Syad.g_02152
OG0000142	Syaj	Pran.g_01543	Syaj.g_01283
OG0000142	Syaa	Pran.g_01543	Syaa.g_01633
OG0000142	Syac	Pran.g_01543	Syac.g_00979
OG0000142	Syah	Pran.g_01543	Syah.g_01935
OG0000142	Pras	Pran.g_01543	Pras.g_01511
OG0000142	Prau	Pran.g_01543	Prau.g_00675
OG0000142	Prac	Pran.g_01543	Prac.g_00736
OG0000142	Praq	Pran.g_01543	Praq.g_00967
OG0000142	Prar	Pran.g_01543	Prar.g_01465
OG0000142	Prav	Pran.g_01543	Prav.g_01233
OG0000142	Prag	Pran.g_01543	Prag.g_00613
OG0000142	Praw	Pran.g_01543	Praw.g_01887
OG0000142	Pray	Pran.g_01543	Pray.g_01128
OG0000142	Praz	Pran.g_01543	Praz.g_01695
OG0000142	Prba	Pran.g_01543	Prba.g_01682
OG0000142	Prad	Pran.g_01543	Prad.g_01424
OG0000142	Prbd	Pran.g_01543	Prbd.g_00609
OG0000142	Prax	Pran.g_01543	Prax.g_00094
OG0000142	Praa	Pran.g_01543	Praa.g_00635
OG0000142	Prae	Pran.g_01543	Prae.g_00609
OG0000142	Prao	Pran.g_01543	Prao.g_00074
OG0000142	Prbi	Pran.g_01543	Prbi.g_00638
OG0000142	Prai	Pran.g_01543	Prai.g_00664
OG0000142	Prab	Pran.g_01543	Prab.g_00640
OG0000143	Prbm	Pran.g_01539	Prbm.g_00670
OG0000143	Praj	Pran.g_01539	Praj.g_00627
OG0000143	Prbc	Pran.g_01539	Prbc.g_01716
OG0000143	Prbb	Pran.g_01539	Prbb.g_00640
OG0000143	Prak	Pran.g_01539	Prak.g_01104
OG0000143	Prap	Pran.g_01539	Prap.g_00388
OG0000143	Prbe	Pran.g_01539	Prbe.g_01481
OG0000143	Prbf	Pran.g_01539	Prbf.g_00986
OG0000143	Prbg	Pran.g_01539	Prbg.g_01418
OG0000143	Prbn	Pran.g_01539	Prbn.g_00430
OG0000143	Pram	Pran.g_01539	Pram.g_01072
OG0000143	Prbh	Pran.g_01539	Prbh.g_01215
OG0000143	Pral	Pran.g_01539	Pral.g_01440
OG0000143	Prat	Pran.g_01539	Prat.g_01086
OG0000143	Prbj	Pran.g_01539	Prbj.g_02577
OG0000143	Prbk	Pran.g_01539	Prbk.g_02635
OG0000143	Prbl	Pran.g_01539	Prbl.g_01643
OG0000143	Praf	Pran.g_01539	Praf.g_01696
OG0000143	Prah	Pran.g_01539	Prah.g_00497
OG0000143	Syak	Pran.g_01539	Syak.g_00039
OG0000143	Syab	Pran.g_01539	Syab.g_01870
OG0000143	Syal	Pran.g_01539	Syal.g_02632
OG0000143	Syaq	Pran.g_01539	Syaq.g_02086
OG0000143	Syag	Pran.g_01539	Syag.g_00414
OG0000143	Syar	Pran.g_01539	Syar.g_02422
OG0000143	Syan	Pran.g_01539	Syan.g_00812
OG0000143	Syao	Pran.g_01539	Syao.g_00898
OG0000143	Syat	Pran.g_01539	Syat.g_00130
OG0000143	Syas	Pran.g_01539	Syas.g_00742
OG0000143	Syap	Pran.g_01539	Syap.g_00900, Syap.g_00899, Syap.g_00901
OG0000143	Syad	Pran.g_01539	Syad.g_02148
OG0000143	Syaj	Pran.g_01539	Syaj.g_01279
OG0000143	Syac	Pran.g_01539	Syac.g_00983
OG0000143	Syah	Pran.g_01539	Syah.g_01931
OG0000143	Syaf	Pran.g_01539	Syaf.g_02306
OG0000143	Syai	Pran.g_01539	Syai.g_01108
OG0000143	Syam	Pran.g_01539	Syam.g_01464
OG0000143	Syaa	Pran.g_01539	Syaa.g_01629
OG0000143	Syae	Pran.g_01539	Syae.g_00078
OG0000143	Prao	Pran.g_01539	Prao.g_00078
OG0000143	Praa	Pran.g_01539	Praa.g_00639
OG0000143	Prbd	Pran.g_01539	Prbd.g_00605
OG0000143	Prbi	Pran.g_01539	Prbi.g_00642
OG0000143	Pras	Pran.g_01539	Pras.g_01515
OG0000143	Prau	Pran.g_01539	Prau.g_00679
OG0000143	Prae	Pran.g_01539	Prae.g_00613
OG0000143	Prax	Pran.g_01539	Prax.g_00098
OG0000143	Prad	Pran.g_01539	Prad.g_01428
OG0000143	Prag	Pran.g_01539	Prag.g_00617
OG0000143	Praw	Pran.g_01539	Praw.g_01883
OG0000143	Prav	Pran.g_01539	Prav.g_01237
OG0000143	Prac	Pran.g_01539	Prac.g_00732
OG0000143	Praq	Pran.g_01539	Praq.g_00963
OG0000143	Prar	Pran.g_01539	Prar.g_01469
OG0000143	Pray	Pran.g_01539	Pray.g_01124
OG0000143	Praz	Pran.g_01539	Praz.g_01691
OG0000143	Prba	Pran.g_01539	Prba.g_01678
OG0000143	Prai	Pran.g_01539	Prai.g_00668
OG0000143	Prab	Pran.g_01539	Prab.g_00644
OG0000144	Praf	Pran.g_01526	Praf.g_01721
OG0000144	Prah	Pran.g_01526	Prah.g_00473
OG0000144	Prbj	Pran.g_01526	Prbj.g_00793
OG0000144	Prbk	Pran.g_01526	Prbk.g_00739
OG0000144	Prbl	Pran.g_01526	Prbl.g_01042
OG0000144	Syas	Pran.g_01526	Syas.g_00718
OG0000144	Syar	Pran.g_01526	Syar.g_02441
OG0000144	Syat	Pran.g_01526	Syat.g_00369
OG0000144	Syan	Pran.g_01526	Syan.g_00782
OG0000144	Syap	Pran.g_01526	Syap.g_02504, Syap.g_02503, Syap.g_02502, Syap.g_02772
OG0000144	Syaa	Pran.g_01526	Syaa.g_01446
OG0000144	Syac	Pran.g_01526	Syac.g_01090
OG0000144	Syah	Pran.g_01526	Syah.g_01824
OG0000144	Syaf	Pran.g_01526	Syaf.g_01735
OG0000144	Syai	Pran.g_01526	Syai.g_01608
OG0000144	Syam	Pran.g_01526	Syam.g_01032
OG0000144	Syak	Pran.g_01526	Syak.g_00260
OG0000144	Syae	Pran.g_01526	Syae.g_00261
OG0000144	Syad	Pran.g_01526	Syad.g_02024
OG0000144	Syaj	Pran.g_01526	Syaj.g_01151
OG0000144	Syag	Pran.g_01526	Syag.g_00493
OG0000144	Syaq	Pran.g_01526	Syaq.g_02152
OG0000144	Syab	Pran.g_01526	Syab.g_01757
OG0000144	Syal	Pran.g_01526	Syal.g_02515
OG0000144	Prbb	Pran.g_01526	Prbb.g_00653
OG0000144	Praj	Pran.g_01526	Praj.g_00640
OG0000144	Prbc	Pran.g_01526	Prbc.g_01729
OG0000144	Prbm	Pran.g_01526	Prbm.g_00683
OG0000144	Prak	Pran.g_01526	Prak.g_01090
OG0000144	Prap	Pran.g_01526	Prap.g_00374
OG0000144	Prbe	Pran.g_01526	Prbe.g_01467
OG0000144	Prbf	Pran.g_01526	Prbf.g_01000
OG0000144	Prbg	Pran.g_01526	Prbg.g_01404
OG0000144	Prbn	Pran.g_01526	Prbn.g_00444
OG0000144	Pram	Pran.g_01526	Pram.g_01058
OG0000144	Prbh	Pran.g_01526	Prbh.g_01201
OG0000144	Pral	Pran.g_01526	Pral.g_01453
OG0000144	Prat	Pran.g_01526	Prat.g_01072
OG0000144	Prag	Pran.g_01526	Prag.g_00630
OG0000144	Praw	Pran.g_01526	Praw.g_01870
OG0000144	Prav	Pran.g_01526	Prav.g_01250
OG0000144	Prau	Pran.g_01526	Prau.g_00692
OG0000144	Pras	Pran.g_01526	Pras.g_01528
OG0000144	Prac	Pran.g_01526	Prac.g_00719
OG0000144	Praq	Pran.g_01526	Praq.g_00781
OG0000144	Prar	Pran.g_01526	Prar.g_01482
OG0000144	Praa	Pran.g_01526	Praa.g_00652
OG0000144	Prad	Pran.g_01526	Prad.g_01226
OG0000144	Prae	Pran.g_01526	Prae.g_00626
OG0000144	Prbd	Pran.g_01526	Prbd.g_00592
OG0000144	Pray	Pran.g_01526	Pray.g_01111
OG0000144	Praz	Pran.g_01526	Praz.g_01678
OG0000144	Prba	Pran.g_01526	Prba.g_01665
OG0000144	Prax	Pran.g_01526	Prax.g_00111
OG0000144	Prao	Pran.g_01526	Prao.g_00091
OG0000144	Prbi	Pran.g_01526	Prbi.g_00655
OG0000144	Prai	Pran.g_01526	Prai.g_00681
OG0000144	Prab	Pran.g_01526	Prab.g_00657
OG0000145	Syae	Pran.g_01400	Syae.g_02331
OG0000145	Syad	Pran.g_01400	Syad.g_00927
OG0000145	Syaj	Pran.g_01400	Syaj.g_00094
OG0000145	Syaq	Pran.g_01400	Syaq.g_01796
OG0000145	Syan	Pran.g_01400	Syan.g_02740
OG0000145	Syao	Pran.g_01400	Syao.g_00102
OG0000145	Syat	Pran.g_01400	Syat.g_03202
OG0000145	Syap	Pran.g_01400	Syap.g_01860, Syap.g_01859
OG0000145	Syas	Pran.g_01400	Syas.g_00948
OG0000145	Syar	Pran.g_01400	Syar.g_01494, Syar.g_03205
OG0000145	Syag	Pran.g_01400	Syag.g_01504
OG0000145	Syaf	Pran.g_01400	Syaf.g_02699
OG0000145	Syai	Pran.g_01400	Syai.g_00660
OG0000145	Syam	Pran.g_01400	Syam.g_00605
OG0000145	Syaa	Pran.g_01400	Syaa.g_02029
OG0000145	Syac	Pran.g_01400	Syac.g_01882
OG0000145	Syah	Pran.g_01400	Syah.g_01019
OG0000145	Syak	Pran.g_01400	Syak.g_02598
OG0000145	Syab	Pran.g_01400	Syab.g_02120
OG0000145	Syal	Pran.g_01400	Syal.g_02921
OG0000145	Prbj	Pran.g_01400	Prbj.g_01607
OG0000145	Prbk	Pran.g_01400	Prbk.g_01863
OG0000145	Prbl	Pran.g_01400	Prbl.g_00534
OG0000145	Praf	Pran.g_01400	Praf.g_00617
OG0000145	Prah	Pran.g_01400	Prah.g_01543
OG0000145	Pral	Pran.g_01400	Pral.g_01037
OG0000145	Prat	Pran.g_01400	Prat.g_01472
OG0000145	Prak	Pran.g_01400	Prak.g_01261
OG0000145	Prap	Pran.g_01400	Prap.g_00545
OG0000145	Prbe	Pran.g_01400	Prbe.g_00909
OG0000145	Prbf	Pran.g_01400	Prbf.g_00042
OG0000145	Prbg	Pran.g_01400	Prbg.g_00461
OG0000145	Prbn	Pran.g_01400	Prbn.g_01100
OG0000145	Prbm	Pran.g_01400	Prbm.g_01094
OG0000145	Prbc	Pran.g_01400	Prbc.g_02142
OG0000145	Praj	Pran.g_01400	Praj.g_01054
OG0000145	Prbb	Pran.g_01400	Prbb.g_01099
OG0000145	Pram	Pran.g_01400	Pram.g_01534
OG0000145	Prbh	Pran.g_01400	Prbh.g_01880
OG0000145	Prai	Pran.g_01400	Prai.g_00883
OG0000145	Prac	Pran.g_01400	Prac.g_01508
OG0000145	Praq	Pran.g_01400	Praq.g_00637
OG0000145	Prar	Pran.g_01400	Prar.g_01651
OG0000145	Prau	Pran.g_01400	Prau.g_00816
OG0000145	Pras	Pran.g_01400	Pras.g_01664
OG0000145	Prav	Pran.g_01400	Prav.g_00362
OG0000145	Prao	Pran.g_01400	Prao.g_00701
OG0000145	Pray	Pran.g_01400	Pray.g_00306
OG0000145	Praz	Pran.g_01400	Praz.g_01554
OG0000145	Prba	Pran.g_01400	Prba.g_01541
OG0000145	Praa	Pran.g_01400	Praa.g_00764
OG0000145	Prad	Pran.g_01400	Prad.g_01107
OG0000145	Prae	Pran.g_01400	Prae.g_00766
OG0000145	Prag	Pran.g_01400	Prag.g_00758
OG0000145	Praw	Pran.g_01400	Praw.g_01745
OG0000145	Prax	Pran.g_01400	Prax.g_00413
OG0000145	Prbd	Pran.g_01400	Prbd.g_00062
OG0000145	Prbi	Pran.g_01400	Prbi.g_00807
OG0000145	Prab	Pran.g_01400	Prab.g_00783
OG0000146	Prbj	Pran.g_01377	Prbj.g_02277
OG0000146	Prbk	Pran.g_01377	Prbk.g_02333
OG0000146	Prbl	Pran.g_01377	Prbl.g_02469
OG0000146	Praf	Pran.g_01377	Praf.g_01401
OG0000146	Prah	Pran.g_01377	Prah.g_00787
OG0000146	Syaq	Pran.g_01377	Syaq.g_02475
OG0000146	Syak	Pran.g_01377	Syak.g_00514
OG0000146	Syaa	Pran.g_01377	Syaa.g_01367
OG0000146	Syai	Pran.g_01377	Syai.g_01513
OG0000146	Syaf	Pran.g_01377	Syaf.g_01851
OG0000146	Syam	Pran.g_01377	Syam.g_01114
OG0000146	Syae	Pran.g_01377	Syae.g_00350
OG0000146	Syaj	Pran.g_01377	Syaj.g_00908
OG0000146	Syad	Pran.g_01377	Syad.g_01767
OG0000146	Syac	Pran.g_01377	Syac.g_01172
OG0000146	Syah	Pran.g_01377	Syah.g_01612
OG0000146	Syag	Pran.g_01377	Syag.g_00800
OG0000146	Syab	Pran.g_01377	Syab.g_01393
OG0000146	Syal	Pran.g_01377	Syal.g_02001
OG0000146	Syar	Pran.g_01377	Syar.g_02549
OG0000146	Syat	Pran.g_01377	Syat.g_00594
OG0000146	Syap	Pran.g_01377	Syap.g_02024
OG0000146	Syas	Pran.g_01377	Syas.g_00451
OG0000146	Syao	Pran.g_01377	Syao.g_00684, Syao.g_00304
OG0000146	Syan	Pran.g_01377	Syan.g_00555, Syan.g_00253
OG0000146	Pram	Pran.g_01377	Pram.g_00934
OG0000146	Prbh	Pran.g_01377	Prbh.g_01077
OG0000146	Pral	Pran.g_01377	Pral.g_01636
OG0000146	Prat	Pran.g_01377	Prat.g_00887
OG0000146	Prbm	Pran.g_01377	Prbm.g_00979
OG0000146	Praj	Pran.g_01377	Praj.g_00937
OG0000146	Prbb	Pran.g_01377	Prbb.g_00982
OG0000146	Prbc	Pran.g_01377	Prbc.g_02027
OG0000146	Prak	Pran.g_01377	Prak.g_00607
OG0000146	Prap	Pran.g_01377	Prap.g_01122
OG0000146	Prbe	Pran.g_01377	Prbe.g_00488
OG0000146	Prbf	Pran.g_01377	Prbf.g_01928
OG0000146	Prbg	Pran.g_01377	Prbg.g_00365
OG0000146	Prbn	Pran.g_01377	Prbn.g_00469
OG0000146	Prag	Pran.g_01377	Prag.g_00772
OG0000146	Praw	Pran.g_01377	Praw.g_01731
OG0000146	Pras	Pran.g_01377	Pras.g_01666
OG0000146	Prau	Pran.g_01377	Prau.g_00819
OG0000146	Prai	Pran.g_01377	Prai.g_00881
OG0000146	Pray	Pran.g_01377	Pray.g_00314
OG0000146	Praz	Pran.g_01377	Praz.g_01546
OG0000146	Prba	Pran.g_01377	Prba.g_01533
OG0000146	Prac	Pran.g_01377	Prac.g_01506
OG0000146	Praq	Pran.g_01377	Praq.g_00639
OG0000146	Prar	Pran.g_01377	Prar.g_01653
OG0000146	Prao	Pran.g_01377	Prao.g_00705
OG0000146	Prav	Pran.g_01377	Prav.g_00365
OG0000146	Prbi	Pran.g_01377	Prbi.g_00812
OG0000146	Praa	Pran.g_01377	Praa.g_00767
OG0000146	Prad	Pran.g_01377	Prad.g_01110
OG0000146	Prbd	Pran.g_01377	Prbd.g_00067
OG0000146	Prae	Pran.g_01377	Prae.g_00771
OG0000146	Prax	Pran.g_01377	Prax.g_00408
OG0000146	Prab	Pran.g_01377	Prab.g_00805
OG0000147	Pram	Pran.g_01376	Pram.g_00933
OG0000147	Prbh	Pran.g_01376	Prbh.g_01076
OG0000147	Syab	Pran.g_01376	Syab.g_01394
OG0000147	Syal	Pran.g_01376	Syal.g_02002
OG0000147	Syat	Pran.g_01376	Syat.g_00595
OG0000147	Syas	Pran.g_01376	Syas.g_00450
OG0000147	Syap	Pran.g_01376	Syap.g_02025
OG0000147	Syar	Pran.g_01376	Syar.g_02550
OG0000147	Syan	Pran.g_01376	Syan.g_00254, Syan.g_00554
OG0000147	Syao	Pran.g_01376	Syao.g_00305, Syao.g_00685
OG0000147	Syag	Pran.g_01376	Syag.g_00799
OG0000147	Praf	Pran.g_01376	Praf.g_01402
OG0000147	Prbj	Pran.g_01376	Prbj.g_02278
OG0000147	Prbk	Pran.g_01376	Prbk.g_02334
OG0000147	Prbl	Pran.g_01376	Prbl.g_02468
OG0000147	Prah	Pran.g_01376	Prah.g_00786
OG0000147	Syaq	Pran.g_01376	Syaq.g_02474
OG0000147	Syak	Pran.g_01376	Syak.g_00515
OG0000147	Syaf	Pran.g_01376	Syaf.g_01850
OG0000147	Syam	Pran.g_01376	Syam.g_01113
OG0000147	Syai	Pran.g_01376	Syai.g_01514
OG0000147	Syaj	Pran.g_01376	Syaj.g_00909
OG0000147	Syaa	Pran.g_01376	Syaa.g_01368
OG0000147	Syae	Pran.g_01376	Syae.g_00349
OG0000147	Syad	Pran.g_01376	Syad.g_01768
OG0000147	Syac	Pran.g_01376	Syac.g_01171
OG0000147	Syah	Pran.g_01376	Syah.g_01611
OG0000147	Pral	Pran.g_01376	Pral.g_01637
OG0000147	Prat	Pran.g_01376	Prat.g_00886
OG0000147	Prak	Pran.g_01376	Prak.g_00606
OG0000147	Prap	Pran.g_01376	Prap.g_01123
OG0000147	Prbe	Pran.g_01376	Prbe.g_00489
OG0000147	Prbf	Pran.g_01376	Prbf.g_01927
OG0000147	Prbg	Pran.g_01376	Prbg.g_00364
OG0000147	Prbn	Pran.g_01376	Prbn.g_00470
OG0000147	Prbm	Pran.g_01376	Prbm.g_00978
OG0000147	Prbb	Pran.g_01376	Prbb.g_00981
OG0000147	Praj	Pran.g_01376	Praj.g_00936
OG0000147	Prbc	Pran.g_01376	Prbc.g_02026
OG0000147	Prai	Pran.g_01376	Prai.g_00880
OG0000147	Prad	Pran.g_01376	Prad.g_01111
OG0000147	Prag	Pran.g_01376	Prag.g_00773
OG0000147	Praw	Pran.g_01376	Praw.g_01730
OG0000147	Pray	Pran.g_01376	Pray.g_00315
OG0000147	Praz	Pran.g_01376	Praz.g_01545
OG0000147	Prba	Pran.g_01376	Prba.g_01532
OG0000147	Pras	Pran.g_01376	Pras.g_01667
OG0000147	Prau	Pran.g_01376	Prau.g_00820
OG0000147	Prao	Pran.g_01376	Prao.g_00706
OG0000147	Prae	Pran.g_01376	Prae.g_00772
OG0000147	Prbd	Pran.g_01376	Prbd.g_00068
OG0000147	Prav	Pran.g_01376	Prav.g_00366
OG0000147	Prac	Pran.g_01376	Prac.g_01505
OG0000147	Prar	Pran.g_01376	Prar.g_01654
OG0000147	Praq	Pran.g_01376	Praq.g_00640
OG0000147	Prbi	Pran.g_01376	Prbi.g_00813
OG0000147	Praa	Pran.g_01376	Praa.g_00768
OG0000147	Prax	Pran.g_01376	Prax.g_00407
OG0000147	Prab	Pran.g_01376	Prab.g_00806
OG0000148	Pral	Pran.g_01327	Pral.g_01505
OG0000148	Prbj	Pran.g_01327	Prbj.g_02431
OG0000148	Prbk	Pran.g_01327	Prbk.g_02487
OG0000148	Prbl	Pran.g_01327	Prbl.g_02316
OG0000148	Praf	Pran.g_01327	Praf.g_01548
OG0000148	Prah	Pran.g_01327	Prah.g_00649
OG0000148	Prat	Pran.g_01327	Prat.g_01020
OG0000148	Syac	Pran.g_01327	Syac.g_01320
OG0000148	Syah	Pran.g_01327	Syah.g_01758
OG0000148	Syak	Pran.g_01327	Syak.g_00455
OG0000148	Syag	Pran.g_01327	Syag.g_00693
OG0000148	Syaq	Pran.g_01327	Syaq.g_02359
OG0000148	Syab	Pran.g_01327	Syab.g_01682, Syab.g_01683
OG0000148	Syal	Pran.g_01327	Syal.g_02437
OG0000148	Syap	Pran.g_01327	Syap.g_02720
OG0000148	Syat	Pran.g_01327	Syat.g_00503
OG0000148	Syas	Pran.g_01327	Syas.g_00577
OG0000148	Syan	Pran.g_01327	Syan.g_00670
OG0000148	Syao	Pran.g_01327	Syao.g_00776
OG0000148	Syai	Pran.g_01327	Syai.g_01361
OG0000148	Syaf	Pran.g_01327	Syaf.g_02028
OG0000148	Syam	Pran.g_01327	Syam.g_01270
OG0000148	Syae	Pran.g_01327	Syae.g_00500
OG0000148	Syaa	Pran.g_01327	Syaa.g_01190
OG0000148	Syad	Pran.g_01327	Syad.g_01861
OG0000148	Syaj	Pran.g_01327	Syaj.g_01003, Syaj.g_01002
OG0000148	Pram	Pran.g_01327	Pram.g_00826
OG0000148	Prbh	Pran.g_01327	Prbh.g_00970
OG0000148	Prak	Pran.g_01327	Prak.g_00862
OG0000148	Prap	Pran.g_01327	Prap.g_00766
OG0000148	Prbe	Pran.g_01327	Prbe.g_01239
OG0000148	Prbf	Pran.g_01327	Prbf.g_01228
OG0000148	Prbg	Pran.g_01327	Prbg.g_01176
OG0000148	Prbn	Pran.g_01327	Prbn.g_01529
OG0000148	Prbm	Pran.g_01327	Prbm.g_00832
OG0000148	Prbc	Pran.g_01327	Prbc.g_01876
OG0000148	Praj	Pran.g_01327	Praj.g_00787
OG0000148	Prbb	Pran.g_01327	Prbb.g_00801
OG0000148	Syar	Pran.g_01327	Syar.g_02658
OG0000148	Prav	Pran.g_01327	Prav.g_00413
OG0000148	Prac	Pran.g_01327	Prac.g_01459
OG0000148	Praq	Pran.g_01327	Praq.g_01414
OG0000148	Prar	Pran.g_01327	Prar.g_01700
OG0000148	Prag	Pran.g_01327	Prag.g_00822
OG0000148	Praw	Pran.g_01327	Praw.g_01681
OG0000148	Prad	Pran.g_01327	Prad.g_01162
OG0000148	Pras	Pran.g_01327	Pras.g_01717
OG0000148	Prau	Pran.g_01327	Prau.g_00870
OG0000148	Pray	Pran.g_01327	Pray.g_00364
OG0000148	Praz	Pran.g_01327	Praz.g_01496
OG0000148	Prba	Pran.g_01327	Prba.g_01483
OG0000148	Prae	Pran.g_01327	Prae.g_00822
OG0000148	Prbd	Pran.g_01327	Prbd.g_00118
OG0000148	Prax	Pran.g_01327	Prax.g_00357
OG0000148	Prbi	Pran.g_01327	Prbi.g_00863
OG0000148	Praa	Pran.g_01327	Praa.g_00820
OG0000148	Prao	Pran.g_01327	Prao.g_00757
OG0000148	Prai	Pran.g_01327	Prai.g_00831
OG0000148	Prab	Pran.g_01327	Prab.g_00856
OG0000149	Prbc	Pran.g_01297	Prbc.g_01908
OG0000149	Prbm	Pran.g_01297	Prbm.g_00862
OG0000149	Praj	Pran.g_01297	Praj.g_00819
OG0000149	Prbb	Pran.g_01297	Prbb.g_00832
OG0000149	Syak	Pran.g_01297	Syak.g_00596
OG0000149	Syab	Pran.g_01297	Syab.g_01720
OG0000149	Syal	Pran.g_01297	Syal.g_02475
OG0000149	Syae	Pran.g_01297	Syae.g_00847
OG0000149	Syar	Pran.g_01297	Syar.g_01830, Syar.g_03289, Syar.g_03288
OG0000149	Syaa	Pran.g_01297	Syaa.g_00826
OG0000149	Syac	Pran.g_01297	Syac.g_00832
OG0000149	Syah	Pran.g_01297	Syah.g_02096
OG0000149	Syai	Pran.g_01297	Syai.g_02059
OG0000149	Syaf	Pran.g_01297	Syaf.g_01371
OG0000149	Syam	Pran.g_01297	Syam.g_00725
OG0000149	Syad	Pran.g_01297	Syad.g_01221
OG0000149	Syaj	Pran.g_01297	Syaj.g_00369
OG0000149	Syat	Pran.g_01297	Syat.g_00747
OG0000149	Syap	Pran.g_01297	Syap.g_00824
OG0000149	Syas	Pran.g_01297	Syas.g_00282
