Orthogroup	Species	Pran	Orthologs
OG0000647	Syaj	Pran.g_01328	Syaj.g_01004
OG0000647	Syaa	Pran.g_01328	Syaa.g_01189
OG0000647	Syac	Pran.g_01328	Syac.g_01322
OG0000647	Syah	Pran.g_01328	Syah.g_01760
OG0000647	Syaf	Pran.g_01328	Syaf.g_02030
OG0000647	Syai	Pran.g_01328	Syai.g_01357
OG0000647	Syam	Pran.g_01328	Syam.g_01272
OG0000647	Syan	Pran.g_01328	Syan.g_00671
OG0000647	Syao	Pran.g_01328	Syao.g_00775
OG0000647	Syar	Pran.g_01328	Syar.g_02657
OG0000647	Syat	Pran.g_01328	Syat.g_00501
OG0000647	Syap	Pran.g_01328	Syap.g_02721
OG0000647	Syas	Pran.g_01328	Syas.g_00578
OG0000647	Syak	Pran.g_01328	Syak.g_00452
OG0000647	Syag	Pran.g_01328	Syag.g_00685
OG0000647	Syaq	Pran.g_01328	Syaq.g_02358
OG0000647	Syab	Pran.g_01328	Syab.g_01291
OG0000647	Syal	Pran.g_01328	Syal.g_01883
OG0000647	Prbd	Pran.g_01328	Prbd.g_00117
OG0000647	Prad	Pran.g_01328	Prad.g_01161
OG0000647	Pras	Pran.g_01328	Pras.g_01716
OG0000647	Prau	Pran.g_01328	Prau.g_00869
OG0000647	Prac	Pran.g_01328	Prac.g_01460
OG0000647	Praq	Pran.g_01328	Praq.g_01413
OG0000647	Prar	Pran.g_01328	Prar.g_01699
OG0000647	Prag	Pran.g_01328	Prag.g_00821
OG0000647	Praw	Pran.g_01328	Praw.g_01682
OG0000647	Prav	Pran.g_01328	Prav.g_00412
OG0000647	Prbi	Pran.g_01328	Prbi.g_00862
OG0000647	Pray	Pran.g_01328	Pray.g_00363
OG0000647	Praz	Pran.g_01328	Praz.g_01497
OG0000647	Prba	Pran.g_01328	Prba.g_01484
OG0000647	Prao	Pran.g_01328	Prao.g_00756
OG0000647	Prax	Pran.g_01328	Prax.g_00358
OG0000647	Prae	Pran.g_01328	Prae.g_00821
OG0000647	Praa	Pran.g_01328	Praa.g_00819
OG0000647	Prai	Pran.g_01328	Prai.g_00832
OG0000647	Prab	Pran.g_01328	Prab.g_00855
OG0000648	Prbc	Pran.g_01326	Prbc.g_01877
OG0000648	Praj	Pran.g_01326	Praj.g_00788
OG0000648	Prbb	Pran.g_01326	Prbb.g_00802
OG0000648	Prbm	Pran.g_01326	Prbm.g_00833
OG0000648	Prat	Pran.g_01326	Prat.g_01019
OG0000648	Pral	Pran.g_01326	Pral.g_01506
OG0000648	Prak	Pran.g_01326	Prak.g_00863
OG0000648	Prap	Pran.g_01326	Prap.g_00765
OG0000648	Prbe	Pran.g_01326	Prbe.g_01240
OG0000648	Prbf	Pran.g_01326	Prbf.g_01227
OG0000648	Prbg	Pran.g_01326	Prbg.g_01177
OG0000648	Prbn	Pran.g_01326	Prbn.g_01528
OG0000648	Pram	Pran.g_01326	Pram.g_00827
OG0000648	Prbh	Pran.g_01326	Prbh.g_00971
OG0000648	Prah	Pran.g_01326	Prah.g_00648
OG0000648	Praf	Pran.g_01326	Praf.g_01549
OG0000648	Prbj	Pran.g_01326	Prbj.g_02432
OG0000648	Prbk	Pran.g_01326	Prbk.g_02488
OG0000648	Prbl	Pran.g_01326	Prbl.g_02315
OG0000648	Syar	Pran.g_01326	Syar.g_02659
OG0000648	Syat	Pran.g_01326	Syat.g_00504
OG0000648	Syas	Pran.g_01326	Syas.g_00576
OG0000648	Syap	Pran.g_01326	Syap.g_02719
OG0000648	Syan	Pran.g_01326	Syan.g_00669
OG0000648	Syao	Pran.g_01326	Syao.g_00777
OG0000648	Syad	Pran.g_01326	Syad.g_01860
OG0000648	Syaa	Pran.g_01326	Syaa.g_01191
OG0000648	Syac	Pran.g_01326	Syac.g_01319
OG0000648	Syah	Pran.g_01326	Syah.g_01757
OG0000648	Syab	Pran.g_01326	Syab.g_01684
OG0000648	Syal	Pran.g_01326	Syal.g_02438
OG0000648	Syam	Pran.g_01326	Syam.g_01269
OG0000648	Syai	Pran.g_01326	Syai.g_01362
OG0000648	Syag	Pran.g_01326	Syag.g_00694
OG0000648	Syaj	Pran.g_01326	Syaj.g_01001
OG0000648	Syaf	Pran.g_01326	Syaf.g_02027
OG0000648	Syae	Pran.g_01326	Syae.g_00499
OG0000648	Syak	Pran.g_01326	Syak.g_00456
OG0000648	Syaq	Pran.g_01326	Syaq.g_02360
OG0000648	Pras	Pran.g_01326	Pras.g_01718
OG0000648	Prae	Pran.g_01326	Prae.g_00823
OG0000648	Prau	Pran.g_01326	Prau.g_00871
OG0000648	Pray	Pran.g_01326	Pray.g_00365
OG0000648	Praz	Pran.g_01326	Praz.g_01495
OG0000648	Prba	Pran.g_01326	Prba.g_01482
OG0000648	Praa	Pran.g_01326	Praa.g_00821
OG0000648	Prbd	Pran.g_01326	Prbd.g_00119
OG0000648	Prbi	Pran.g_01326	Prbi.g_00864
OG0000648	Prac	Pran.g_01326	Prac.g_01458
OG0000648	Praq	Pran.g_01326	Praq.g_01415
OG0000648	Prar	Pran.g_01326	Prar.g_01701
OG0000648	Prad	Pran.g_01326	Prad.g_01163
OG0000648	Prag	Pran.g_01326	Prag.g_00823
OG0000648	Praw	Pran.g_01326	Praw.g_01680
OG0000648	Prav	Pran.g_01326	Prav.g_00414
OG0000648	Prao	Pran.g_01326	Prao.g_00758
OG0000648	Prax	Pran.g_01326	Prax.g_00356
OG0000648	Prai	Pran.g_01326	Prai.g_00830
OG0000648	Prab	Pran.g_01326	Prab.g_00857
OG0000649	Praf	Pran.g_01325	Praf.g_01550
OG0000649	Prah	Pran.g_01325	Prah.g_00647
OG0000649	Prbj	Pran.g_01325	Prbj.g_02433
OG0000649	Prbk	Pran.g_01325	Prbk.g_02489
OG0000649	Prbl	Pran.g_01325	Prbl.g_02314
OG0000649	Syaa	Pran.g_01325	Syaa.g_01192
OG0000649	Syae	Pran.g_01325	Syae.g_00498
OG0000649	Syad	Pran.g_01325	Syad.g_01859
OG0000649	Syaj	Pran.g_01325	Syaj.g_01000
OG0000649	Syaf	Pran.g_01325	Syaf.g_02026
OG0000649	Syai	Pran.g_01325	Syai.g_01363
OG0000649	Syam	Pran.g_01325	Syam.g_01268
OG0000649	Syac	Pran.g_01325	Syac.g_01318
OG0000649	Syah	Pran.g_01325	Syah.g_01756
OG0000649	Syar	Pran.g_01325	Syar.g_02660
OG0000649	Syan	Pran.g_01325	Syan.g_00668
OG0000649	Syao	Pran.g_01325	Syao.g_00778
OG0000649	Syat	Pran.g_01325	Syat.g_00505
OG0000649	Syap	Pran.g_01325	Syap.g_02718
OG0000649	Syas	Pran.g_01325	Syas.g_00575
OG0000649	Syak	Pran.g_01325	Syak.g_00457
OG0000649	Syaq	Pran.g_01325	Syaq.g_02361
OG0000649	Syag	Pran.g_01325	Syag.g_00695
OG0000649	Syab	Pran.g_01325	Syab.g_01685
OG0000649	Syal	Pran.g_01325	Syal.g_02439
OG0000649	Prbb	Pran.g_01325	Prbb.g_00803
OG0000649	Prbm	Pran.g_01325	Prbm.g_00834
OG0000649	Praj	Pran.g_01325	Praj.g_00789
OG0000649	Prbc	Pran.g_01325	Prbc.g_01878
OG0000649	Pram	Pran.g_01325	Pram.g_00828
OG0000649	Prbh	Pran.g_01325	Prbh.g_00972
OG0000649	Prak	Pran.g_01325	Prak.g_00864
OG0000649	Prap	Pran.g_01325	Prap.g_00764
OG0000649	Prbe	Pran.g_01325	Prbe.g_01241
OG0000649	Prbg	Pran.g_01325	Prbg.g_01178
OG0000649	Prbn	Pran.g_01325	Prbn.g_01527
OG0000649	Prbf	Pran.g_01325	Prbf.g_01226
OG0000649	Pral	Pran.g_01325	Pral.g_01507
OG0000649	Prat	Pran.g_01325	Prat.g_01018
OG0000649	Prac	Pran.g_01325	Prac.g_01457
OG0000649	Praq	Pran.g_01325	Praq.g_01416
OG0000649	Prar	Pran.g_01325	Prar.g_01702
OG0000649	Prav	Pran.g_01325	Prav.g_00415
OG0000649	Prag	Pran.g_01325	Prag.g_00824
OG0000649	Praw	Pran.g_01325	Praw.g_01679
OG0000649	Prad	Pran.g_01325	Prad.g_01164
OG0000649	Pras	Pran.g_01325	Pras.g_01719
OG0000649	Prau	Pran.g_01325	Prau.g_00872
OG0000649	Prae	Pran.g_01325	Prae.g_00824
OG0000649	Prao	Pran.g_01325	Prao.g_00759
OG0000649	Pray	Pran.g_01325	Pray.g_00366
OG0000649	Praz	Pran.g_01325	Praz.g_01494
OG0000649	Prba	Pran.g_01325	Prba.g_01481
OG0000649	Prax	Pran.g_01325	Prax.g_00355
OG0000649	Praa	Pran.g_01325	Praa.g_00822
OG0000649	Prbd	Pran.g_01325	Prbd.g_00120
OG0000649	Prbi	Pran.g_01325	Prbi.g_00865
OG0000649	Prai	Pran.g_01325	Prai.g_00829
OG0000649	Prab	Pran.g_01325	Prab.g_00858
OG0000650	Prbb	Pran.g_01324	Prbb.g_00804
OG0000650	Praj	Pran.g_01324	Praj.g_00790
OG0000650	Prbc	Pran.g_01324	Prbc.g_01879
OG0000650	Prbm	Pran.g_01324	Prbm.g_00835
OG0000650	Praf	Pran.g_01324	Praf.g_01551
OG0000650	Prah	Pran.g_01324	Prah.g_00646
OG0000650	Prbj	Pran.g_01324	Prbj.g_02434
OG0000650	Prbl	Pran.g_01324	Prbl.g_02313
OG0000650	Prbk	Pran.g_01324	Prbk.g_02490
OG0000650	Syan	Pran.g_01324	Syan.g_00667
OG0000650	Syao	Pran.g_01324	Syao.g_00779
OG0000650	Syar	Pran.g_01324	Syar.g_02661
OG0000650	Syat	Pran.g_01324	Syat.g_00506
OG0000650	Syap	Pran.g_01324	Syap.g_02717
OG0000650	Syas	Pran.g_01324	Syas.g_00574
OG0000650	Syad	Pran.g_01324	Syad.g_01858
OG0000650	Syaj	Pran.g_01324	Syaj.g_00999
OG0000650	Syac	Pran.g_01324	Syac.g_01317
OG0000650	Syah	Pran.g_01324	Syah.g_01755
OG0000650	Syaf	Pran.g_01324	Syaf.g_02025
OG0000650	Syai	Pran.g_01324	Syai.g_01364
OG0000650	Syam	Pran.g_01324	Syam.g_01267
OG0000650	Syaa	Pran.g_01324	Syaa.g_01193
OG0000650	Syae	Pran.g_01324	Syae.g_00497
OG0000650	Syag	Pran.g_01324	Syag.g_00696
OG0000650	Syaq	Pran.g_01324	Syaq.g_02362
OG0000650	Syak	Pran.g_01324	Syak.g_00458
OG0000650	Syab	Pran.g_01324	Syab.g_01686
OG0000650	Syal	Pran.g_01324	Syal.g_02440
OG0000650	Prak	Pran.g_01324	Prak.g_00865
OG0000650	Prap	Pran.g_01324	Prap.g_00763
OG0000650	Prbe	Pran.g_01324	Prbe.g_01242
OG0000650	Prbf	Pran.g_01324	Prbf.g_01225
OG0000650	Prbg	Pran.g_01324	Prbg.g_01179
OG0000650	Prbn	Pran.g_01324	Prbn.g_01526
OG0000650	Pram	Pran.g_01324	Pram.g_00829
OG0000650	Prbh	Pran.g_01324	Prbh.g_00973
OG0000650	Pral	Pran.g_01324	Pral.g_01508
OG0000650	Prat	Pran.g_01324	Prat.g_01017
OG0000650	Prac	Pran.g_01324	Prac.g_01456
OG0000650	Praq	Pran.g_01324	Praq.g_01417
OG0000650	Prar	Pran.g_01324	Prar.g_01703
OG0000650	Prav	Pran.g_01324	Prav.g_00416
OG0000650	Prbi	Pran.g_01324	Prbi.g_00866
OG0000650	Prao	Pran.g_01324	Prao.g_00760
OG0000650	Prad	Pran.g_01324	Prad.g_01165
OG0000650	Pras	Pran.g_01324	Pras.g_01720
OG0000650	Prau	Pran.g_01324	Prau.g_00873
OG0000650	Prag	Pran.g_01324	Prag.g_00825
OG0000650	Praw	Pran.g_01324	Praw.g_01678
OG0000650	Praa	Pran.g_01324	Praa.g_00823
OG0000650	Prax	Pran.g_01324	Prax.g_00354
OG0000650	Pray	Pran.g_01324	Pray.g_00367
OG0000650	Praz	Pran.g_01324	Praz.g_01493
OG0000650	Prba	Pran.g_01324	Prba.g_01480
OG0000650	Prae	Pran.g_01324	Prae.g_00825
OG0000650	Prbd	Pran.g_01324	Prbd.g_00121
OG0000650	Prai	Pran.g_01324	Prai.g_00828
OG0000650	Prab	Pran.g_01324	Prab.g_00859
OG0000651	Praj	Pran.g_01323	Praj.g_00791
OG0000651	Prbb	Pran.g_01323	Prbb.g_00805
OG0000651	Prbm	Pran.g_01323	Prbm.g_00836
OG0000651	Prbc	Pran.g_01323	Prbc.g_01880
OG0000651	Syab	Pran.g_01323	Syab.g_01687
OG0000651	Syal	Pran.g_01323	Syal.g_02441
OG0000651	Syag	Pran.g_01323	Syag.g_00697
OG0000651	Syak	Pran.g_01323	Syak.g_00459
OG0000651	Syaq	Pran.g_01323	Syaq.g_02363
OG0000651	Syao	Pran.g_01323	Syao.g_00780
OG0000651	Prbj	Pran.g_01323	Prbj.g_02435
OG0000651	Prbk	Pran.g_01323	Prbk.g_02491
OG0000651	Prbl	Pran.g_01323	Prbl.g_02312
OG0000651	Praf	Pran.g_01323	Praf.g_01552
OG0000651	Prah	Pran.g_01323	Prah.g_00645
OG0000651	Syac	Pran.g_01323	Syac.g_01316
OG0000651	Syah	Pran.g_01323	Syah.g_01754
OG0000651	Syad	Pran.g_01323	Syad.g_01857
OG0000651	Syaj	Pran.g_01323	Syaj.g_00998
OG0000651	Syam	Pran.g_01323	Syam.g_01266
OG0000651	Syaf	Pran.g_01323	Syaf.g_02024
OG0000651	Syai	Pran.g_01323	Syai.g_01365
OG0000651	Syaa	Pran.g_01323	Syaa.g_01194
OG0000651	Syae	Pran.g_01323	Syae.g_00496
OG0000651	Syan	Pran.g_01323	Syan.g_00666
OG0000651	Syar	Pran.g_01323	Syar.g_02662
OG0000651	Syap	Pran.g_01323	Syap.g_02716
OG0000651	Syas	Pran.g_01323	Syas.g_00573
OG0000651	Syat	Pran.g_01323	Syat.g_00507
OG0000651	Prat	Pran.g_01323	Prat.g_01016
OG0000651	Pral	Pran.g_01323	Pral.g_01509
OG0000651	Prak	Pran.g_01323	Prak.g_00866
OG0000651	Prap	Pran.g_01323	Prap.g_00762
OG0000651	Prbe	Pran.g_01323	Prbe.g_01243
OG0000651	Prbf	Pran.g_01323	Prbf.g_01224
OG0000651	Prbg	Pran.g_01323	Prbg.g_01180
OG0000651	Prbn	Pran.g_01323	Prbn.g_01525
OG0000651	Pram	Pran.g_01323	Pram.g_00830
OG0000651	Prbh	Pran.g_01323	Prbh.g_00974
OG0000651	Prac	Pran.g_01323	Prac.g_01455
OG0000651	Praq	Pran.g_01323	Praq.g_01418
OG0000651	Prar	Pran.g_01323	Prar.g_01704
OG0000651	Prav	Pran.g_01323	Prav.g_00417
OG0000651	Pray	Pran.g_01323	Pray.g_00368
OG0000651	Praz	Pran.g_01323	Praz.g_01492
OG0000651	Prba	Pran.g_01323	Prba.g_01479
OG0000651	Prad	Pran.g_01323	Prad.g_01166
OG0000651	Prag	Pran.g_01323	Prag.g_00826
OG0000651	Praw	Pran.g_01323	Praw.g_01677
OG0000651	Prax	Pran.g_01323	Prax.g_00353
OG0000651	Pras	Pran.g_01323	Pras.g_01721
OG0000651	Prau	Pran.g_01323	Prau.g_00874
OG0000651	Prae	Pran.g_01323	Prae.g_00826
OG0000651	Prao	Pran.g_01323	Prao.g_00761
OG0000651	Prbi	Pran.g_01323	Prbi.g_00867
OG0000651	Praa	Pran.g_01323	Praa.g_00824
OG0000651	Prbd	Pran.g_01323	Prbd.g_00122
OG0000651	Prai	Pran.g_01323	Prai.g_00827
OG0000651	Prab	Pran.g_01323	Prab.g_00860
OG0000652	Prbb	Pran.g_01322	Prbb.g_00806
OG0000652	Prbm	Pran.g_01322	Prbm.g_00837
OG0000652	Praj	Pran.g_01322	Praj.g_00792
OG0000652	Prbc	Pran.g_01322	Prbc.g_01881
OG0000652	Pral	Pran.g_01322	Pral.g_01510
OG0000652	Prat	Pran.g_01322	Prat.g_01015
OG0000652	Prak	Pran.g_01322	Prak.g_00867
OG0000652	Prap	Pran.g_01322	Prap.g_00761
OG0000652	Prbe	Pran.g_01322	Prbe.g_01244
OG0000652	Prbf	Pran.g_01322	Prbf.g_01223
OG0000652	Prbg	Pran.g_01322	Prbg.g_01181
OG0000652	Prbn	Pran.g_01322	Prbn.g_01524
OG0000652	Pram	Pran.g_01322	Pram.g_00831
OG0000652	Prbh	Pran.g_01322	Prbh.g_00975
OG0000652	Syao	Pran.g_01322	Syao.g_00781
OG0000652	Prbj	Pran.g_01322	Prbj.g_02436
OG0000652	Prbk	Pran.g_01322	Prbk.g_02492
OG0000652	Prbl	Pran.g_01322	Prbl.g_02311
OG0000652	Praf	Pran.g_01322	Praf.g_01553
OG0000652	Prah	Pran.g_01322	Prah.g_00644
OG0000652	Syan	Pran.g_01322	Syan.g_00665
OG0000652	Syar	Pran.g_01322	Syar.g_02663
OG0000652	Syas	Pran.g_01322	Syas.g_00572
OG0000652	Syap	Pran.g_01322	Syap.g_02715
OG0000652	Syat	Pran.g_01322	Syat.g_00508
OG0000652	Syad	Pran.g_01322	Syad.g_01856
OG0000652	Syaj	Pran.g_01322	Syaj.g_00997
OG0000652	Syaf	Pran.g_01322	Syaf.g_02023
OG0000652	Syai	Pran.g_01322	Syai.g_01366
OG0000652	Syam	Pran.g_01322	Syam.g_01265
OG0000652	Syac	Pran.g_01322	Syac.g_01315
OG0000652	Syah	Pran.g_01322	Syah.g_01753
OG0000652	Syaa	Pran.g_01322	Syaa.g_01195
OG0000652	Syae	Pran.g_01322	Syae.g_00495
OG0000652	Syak	Pran.g_01322	Syak.g_00460
OG0000652	Syab	Pran.g_01322	Syab.g_01688
OG0000652	Syal	Pran.g_01322	Syal.g_02442
OG0000652	Syag	Pran.g_01322	Syag.g_00698
OG0000652	Syaq	Pran.g_01322	Syaq.g_02364
OG0000652	Prac	Pran.g_01322	Prac.g_01454
OG0000652	Prar	Pran.g_01322	Prar.g_01705
OG0000652	Praq	Pran.g_01322	Praq.g_01419
OG0000652	Prav	Pran.g_01322	Prav.g_00418
OG0000652	Prax	Pran.g_01322	Prax.g_00352
OG0000652	Pras	Pran.g_01322	Pras.g_01722
OG0000652	Prau	Pran.g_01322	Prau.g_00875
OG0000652	Prbd	Pran.g_01322	Prbd.g_00123
OG0000652	Praa	Pran.g_01322	Praa.g_00825
OG0000652	Prbi	Pran.g_01322	Prbi.g_00868
OG0000652	Prag	Pran.g_01322	Prag.g_00827
OG0000652	Praw	Pran.g_01322	Praw.g_01676
OG0000652	Prad	Pran.g_01322	Prad.g_01167
OG0000652	Prae	Pran.g_01322	Prae.g_00827
OG0000652	Prao	Pran.g_01322	Prao.g_00762
OG0000652	Pray	Pran.g_01322	Pray.g_00369
OG0000652	Praz	Pran.g_01322	Praz.g_01491
OG0000652	Prba	Pran.g_01322	Prba.g_01478
OG0000652	Prai	Pran.g_01322	Prai.g_00826
OG0000652	Prab	Pran.g_01322	Prab.g_00861
OG0000653	Prbm	Pran.g_01320	Prbm.g_00839
OG0000653	Praj	Pran.g_01320	Praj.g_00794
OG0000653	Prbb	Pran.g_01320	Prbb.g_00808
OG0000653	Prbc	Pran.g_01320	Prbc.g_01883
OG0000653	Prat	Pran.g_01320	Prat.g_01013
OG0000653	Prak	Pran.g_01320	Prak.g_00869
OG0000653	Prap	Pran.g_01320	Prap.g_00759
OG0000653	Prbe	Pran.g_01320	Prbe.g_01246
OG0000653	Prbf	Pran.g_01320	Prbf.g_01221
OG0000653	Prbg	Pran.g_01320	Prbg.g_01183
OG0000653	Prbn	Pran.g_01320	Prbn.g_01522
OG0000653	Pram	Pran.g_01320	Pram.g_00833
OG0000653	Prbh	Pran.g_01320	Prbh.g_00977
OG0000653	Pral	Pran.g_01320	Pral.g_01512
OG0000653	Prah	Pran.g_01320	Prah.g_00640
OG0000653	Praf	Pran.g_01320	Praf.g_01557
OG0000653	Prbj	Pran.g_01320	Prbj.g_02438
OG0000653	Prbk	Pran.g_01320	Prbk.g_02494
OG0000653	Prbl	Pran.g_01320	Prbl.g_02309
OG0000653	Syab	Pran.g_01320	Syab.g_01690
OG0000653	Syal	Pran.g_01320	Syal.g_02444
OG0000653	Syag	Pran.g_01320	Syag.g_00700
OG0000653	Syak	Pran.g_01320	Syak.g_00462
OG0000653	Syaa	Pran.g_01320	Syaa.g_01197
OG0000653	Syae	Pran.g_01320	Syae.g_00493
OG0000653	Syam	Pran.g_01320	Syam.g_01263
OG0000653	Syaf	Pran.g_01320	Syaf.g_02021
OG0000653	Syai	Pran.g_01320	Syai.g_01368
OG0000653	Syad	Pran.g_01320	Syad.g_01850
OG0000653	Syaj	Pran.g_01320	Syaj.g_00991
OG0000653	Syac	Pran.g_01320	Syac.g_01313
OG0000653	Syah	Pran.g_01320	Syah.g_01751
OG0000653	Syap	Pran.g_01320	Syap.g_02713
OG0000653	Syan	Pran.g_01320	Syan.g_00663
OG0000653	Syao	Pran.g_01320	Syao.g_00783
OG0000653	Syar	Pran.g_01320	Syar.g_02665
OG0000653	Syas	Pran.g_01320	Syas.g_00570
OG0000653	Syat	Pran.g_01320	Syat.g_00510
OG0000653	Syaq	Pran.g_01320	Syaq.g_02367
OG0000653	Pras	Pran.g_01320	Pras.g_01724
OG0000653	Prbd	Pran.g_01320	Prbd.g_00125
OG0000653	Prav	Pran.g_01320	Prav.g_00420
OG0000653	Prao	Pran.g_01320	Prao.g_00764
OG0000653	Prag	Pran.g_01320	Prag.g_00829
OG0000653	Praw	Pran.g_01320	Praw.g_01674
OG0000653	Prae	Pran.g_01320	Prae.g_00829
OG0000653	Praa	Pran.g_01320	Praa.g_00827
OG0000653	Prax	Pran.g_01320	Prax.g_00350
OG0000653	Prbi	Pran.g_01320	Prbi.g_00870
OG0000653	Prad	Pran.g_01320	Prad.g_01169
OG0000653	Pray	Pran.g_01320	Pray.g_00371
OG0000653	Praz	Pran.g_01320	Praz.g_01489
OG0000653	Prba	Pran.g_01320	Prba.g_01476
OG0000653	Prac	Pran.g_01320	Prac.g_01452
OG0000653	Praq	Pran.g_01320	Praq.g_01421
OG0000653	Prar	Pran.g_01320	Prar.g_01707
OG0000653	Prau	Pran.g_01320	Prau.g_00877
OG0000653	Prai	Pran.g_01320	Prai.g_00824
OG0000653	Prab	Pran.g_01320	Prab.g_00863
OG0000654	Prak	Pran.g_01319	Prak.g_00870
OG0000654	Prap	Pran.g_01319	Prap.g_00758
OG0000654	Prbe	Pran.g_01319	Prbe.g_01247
OG0000654	Prbf	Pran.g_01319	Prbf.g_01220
OG0000654	Prbg	Pran.g_01319	Prbg.g_01184
OG0000654	Prbn	Pran.g_01319	Prbn.g_01521
OG0000654	Pram	Pran.g_01319	Pram.g_00834
OG0000654	Prbh	Pran.g_01319	Prbh.g_00978
OG0000654	Prbm	Pran.g_01319	Prbm.g_00840
OG0000654	Praj	Pran.g_01319	Praj.g_00795
OG0000654	Prbc	Pran.g_01319	Prbc.g_01884
OG0000654	Prbb	Pran.g_01319	Prbb.g_00809
OG0000654	Prbj	Pran.g_01319	Prbj.g_02439
OG0000654	Prbk	Pran.g_01319	Prbk.g_02495
OG0000654	Prbl	Pran.g_01319	Prbl.g_02308
OG0000654	Praf	Pran.g_01319	Praf.g_01558
OG0000654	Prah	Pran.g_01319	Prah.g_00639
OG0000654	Syap	Pran.g_01319	Syap.g_02711
OG0000654	Syaq	Pran.g_01319	Syaq.g_02368
OG0000654	Syan	Pran.g_01319	Syan.g_00661
OG0000654	Syao	Pran.g_01319	Syao.g_00784
OG0000654	Syas	Pran.g_01319	Syas.g_00569
OG0000654	Syar	Pran.g_01319	Syar.g_02666
OG0000654	Syat	Pran.g_01319	Syat.g_00514
OG0000654	Syac	Pran.g_01319	Syac.g_01312
OG0000654	Syah	Pran.g_01319	Syah.g_01750
OG0000654	Syaa	Pran.g_01319	Syaa.g_01198
OG0000654	Syae	Pran.g_01319	Syae.g_00492
OG0000654	Syaf	Pran.g_01319	Syaf.g_02020
OG0000654	Syai	Pran.g_01319	Syai.g_01369
OG0000654	Syam	Pran.g_01319	Syam.g_01262
OG0000654	Syad	Pran.g_01319	Syad.g_01849
OG0000654	Syaj	Pran.g_01319	Syaj.g_00990
OG0000654	Syab	Pran.g_01319	Syab.g_01691
OG0000654	Syal	Pran.g_01319	Syal.g_02445
OG0000654	Syag	Pran.g_01319	Syag.g_00701
OG0000654	Syak	Pran.g_01319	Syak.g_00625
OG0000654	Pral	Pran.g_01319	Pral.g_01513
OG0000654	Prat	Pran.g_01319	Prat.g_01012
OG0000654	Pras	Pran.g_01319	Pras.g_01725
OG0000654	Prau	Pran.g_01319	Prau.g_00878
OG0000654	Prae	Pran.g_01319	Prae.g_00830
OG0000654	Prad	Pran.g_01319	Prad.g_01170
OG0000654	Prax	Pran.g_01319	Prax.g_00349
OG0000654	Prag	Pran.g_01319	Prag.g_00830
OG0000654	Praw	Pran.g_01319	Praw.g_01673
OG0000654	Prav	Pran.g_01319	Prav.g_00421
OG0000654	Prbd	Pran.g_01319	Prbd.g_00126
OG0000654	Prao	Pran.g_01319	Prao.g_00765
OG0000654	Praa	Pran.g_01319	Praa.g_00828
OG0000654	Pray	Pran.g_01319	Pray.g_00372
OG0000654	Praz	Pran.g_01319	Praz.g_01488
OG0000654	Prba	Pran.g_01319	Prba.g_01475
OG0000654	Prbi	Pran.g_01319	Prbi.g_00871
OG0000654	Prac	Pran.g_01319	Prac.g_01451
OG0000654	Praq	Pran.g_01319	Praq.g_01422
OG0000654	Prar	Pran.g_01319	Prar.g_01708
OG0000654	Prai	Pran.g_01319	Prai.g_00823
OG0000654	Prab	Pran.g_01319	Prab.g_00864
OG0000655	Pral	Pran.g_01318	Pral.g_01514
OG0000655	Prat	Pran.g_01318	Prat.g_01011
OG0000655	Prak	Pran.g_01318	Prak.g_00871
OG0000655	Prap	Pran.g_01318	Prap.g_00757
OG0000655	Prbe	Pran.g_01318	Prbe.g_01248
OG0000655	Prbf	Pran.g_01318	Prbf.g_01219
OG0000655	Prbg	Pran.g_01318	Prbg.g_01185
OG0000655	Prbn	Pran.g_01318	Prbn.g_01520
OG0000655	Pram	Pran.g_01318	Pram.g_00835
OG0000655	Prbh	Pran.g_01318	Prbh.g_00979
OG0000655	Prbm	Pran.g_01318	Prbm.g_00841
OG0000655	Praj	Pran.g_01318	Praj.g_00796
OG0000655	Prbb	Pran.g_01318	Prbb.g_00810
OG0000655	Prbc	Pran.g_01318	Prbc.g_01885
OG0000655	Syag	Pran.g_01318	Syag.g_00702
OG0000655	Syan	Pran.g_01318	Syan.g_00660
OG0000655	Syao	Pran.g_01318	Syao.g_00785
OG0000655	Syar	Pran.g_01318	Syar.g_02667
OG0000655	Syat	Pran.g_01318	Syat.g_00515
OG0000655	Syap	Pran.g_01318	Syap.g_02710
OG0000655	Syas	Pran.g_01318	Syas.g_00568
OG0000655	Syaq	Pran.g_01318	Syaq.g_02369
OG0000655	Syak	Pran.g_01318	Syak.g_00624
OG0000655	Syab	Pran.g_01318	Syab.g_01692
OG0000655	Syal	Pran.g_01318	Syal.g_02446
OG0000655	Syae	Pran.g_01318	Syae.g_00491
OG0000655	Syad	Pran.g_01318	Syad.g_01848
OG0000655	Syaj	Pran.g_01318	Syaj.g_00989
OG0000655	Syac	Pran.g_01318	Syac.g_01311
OG0000655	Syah	Pran.g_01318	Syah.g_01749
OG0000655	Syaa	Pran.g_01318	Syaa.g_01199
OG0000655	Syaf	Pran.g_01318	Syaf.g_02019
OG0000655	Syam	Pran.g_01318	Syam.g_01261
OG0000655	Syai	Pran.g_01318	Syai.g_01370
OG0000655	Prah	Pran.g_01318	Prah.g_00638
OG0000655	Praf	Pran.g_01318	Praf.g_01559
OG0000655	Prbj	Pran.g_01318	Prbj.g_02440
OG0000655	Prbk	Pran.g_01318	Prbk.g_02496
