Orthogroup	Prac	Syas
OG0000587	Prac.g_00757	Syas.g_00865
OG0000588	Prac.g_00753	Syas.g_00960
OG0000589	Prac.g_00750	Syas.g_00121
OG0000590	Prac.g_00749	Syas.g_00120
OG0000591	Prac.g_00746	Syas.g_00106
OG0000592	Prac.g_00745	Syas.g_00105
OG0000593	Prac.g_00739	Syas.g_00750
OG0000594	Prac.g_00738	Syas.g_00749
OG0000595	Prac.g_00737	Syas.g_00748
OG0000596	Prac.g_00733	Syas.g_00743
OG0000597	Prac.g_00731	Syas.g_00740
OG0000598	Prac.g_00730	Syas.g_00739
OG0000599	Prac.g_00727	Syas.g_00732
OG0000600	Prac.g_00726	Syas.g_00731
OG0000601	Prac.g_00725	Syas.g_00730
OG0000602	Prac.g_00723	Syas.g_00725
OG0000603	Prac.g_00722	Syas.g_00724
OG0000604	Prac.g_00721	Syas.g_00721
OG0000605	Prac.g_00720	Syas.g_00719
OG0000606	Prac.g_00717	Syas.g_00716
OG0000607	Prac.g_00714	Syas.g_00713
OG0000608	Prac.g_00713	Syas.g_00712
OG0000609	Prac.g_00712	Syas.g_00710
OG0000610	Prac.g_00707	Syas.g_00702
OG0000611	Prac.g_00704	Syas.g_00699
OG0000612	Prac.g_00703	Syas.g_00698
OG0000613	Prac.g_00698	Syas.g_01825
OG0000614	Prac.g_00679	Syas.g_01044
OG0000615	Prac.g_00671	Syas.g_00650
OG0000616	Prac.g_00667	Syas.g_02011
OG0000617	Prac.g_01554	Syas.g_00180
OG0000618	Prac.g_01553	Syas.g_00181
OG0000619	Prac.g_01552	Syas.g_00182
OG0000620	Prac.g_01549	Syas.g_00188
OG0000621	Prac.g_01548	Syas.g_00189
OG0000622	Prac.g_01547	Syas.g_00190
OG0000623	Prac.g_01546	Syas.g_00191
OG0000624	Prac.g_01545	Syas.g_00192
OG0000625	Prac.g_01544	Syas.g_00193
OG0000626	Prac.g_01543	Syas.g_00194
OG0000627	Prac.g_01542	Syas.g_00372
OG0000628	Prac.g_01541	Syas.g_00373
OG0000629	Prac.g_01540	Syas.g_00376
OG0000630	Prac.g_01537	Syas.g_00397
OG0000631	Prac.g_01484	Syas.g_00405
OG0000632	Prac.g_01483	Syas.g_00406
OG0000633	Prac.g_01482	Syas.g_00407
OG0000634	Prac.g_01479	Syas.g_00600
OG0000635	Prac.g_01478	Syas.g_00599
OG0000636	Prac.g_01476	Syas.g_00597
OG0000637	Prac.g_01474	Syas.g_00595
OG0000638	Prac.g_01473	Syas.g_00594
OG0000639	Prac.g_01472	Syas.g_00593
OG0000640	Prac.g_01471	Syas.g_00592
OG0000641	Prac.g_01467	Syas.g_00587
OG0000642	Prac.g_01466	Syas.g_00586
OG0000643	Prac.g_01465	Syas.g_00585
OG0000644	Prac.g_01464	Syas.g_00584
OG0000645	Prac.g_01463	Syas.g_00583
OG0000646	Prac.g_01461	Syas.g_00580
OG0000647	Prac.g_01460	Syas.g_00578
OG0000648	Prac.g_01458	Syas.g_00576
OG0000649	Prac.g_01457	Syas.g_00575
OG0000650	Prac.g_01456	Syas.g_00574
OG0000651	Prac.g_01455	Syas.g_00573
OG0000652	Prac.g_01454	Syas.g_00572
OG0000653	Prac.g_01452	Syas.g_00570
OG0000654	Prac.g_01451	Syas.g_00569
OG0000655	Prac.g_01450	Syas.g_00568
OG0000656	Prac.g_01447	Syas.g_00565
OG0000657	Prac.g_01440	Syas.g_00232
OG0000658	Prac.g_01439	Syas.g_00235
OG0000659	Prac.g_01438	Syas.g_00236
OG0000660	Prac.g_01434	Syas.g_00240
OG0000661	Prac.g_01432	Syas.g_00242
OG0000662	Prac.g_01430	Syas.g_00281
OG0000663	Prac.g_01428	Syas.g_00284
OG0000664	Prac.g_01427	Syas.g_00287
OG0000665	Prac.g_01423	Syas.g_00385
OG0000666	Prac.g_01422	Syas.g_01362
OG0000667	Prac.g_01418	Syas.g_00088
OG0000668	Prac.g_01401	Syas.g_00221
OG0000669	Prac.g_01393	Syas.g_00684
OG0000670	Prac.g_01391	Syas.g_00681
OG0000671	Prac.g_01389	Syas.g_00679
OG0000672	Prac.g_01386	Syas.g_00676
OG0000673	Prac.g_01383	Syas.g_00673
OG0000674	Prac.g_01381	Syas.g_00671
OG0000675	Prac.g_01380	Syas.g_00670
OG0000676	Prac.g_01378	Syas.g_00668
OG0000677	Prac.g_01377	Syas.g_00667
OG0000678	Prac.g_01375	Syas.g_00660
OG0000679	Prac.g_01371	Syas.g_00629
OG0000680	Prac.g_01370	Syas.g_00628
OG0000681	Prac.g_01368	Syas.g_00625
OG0000682	Prac.g_01367	Syas.g_00624
OG0000683	Prac.g_01366	Syas.g_00623
OG0000684	Prac.g_01365	Syas.g_00621
OG0000685	Prac.g_01363	Syas.g_00187
OG0000686	Prac.g_01362	Syas.g_00619
OG0000687	Prac.g_01361	Syas.g_00618
OG0000688	Prac.g_01358	Syas.g_00612
OG0000689	Prac.g_01357	Syas.g_00610
OG0000690	Prac.g_01356	Syas.g_00609
OG0000691	Prac.g_01355	Syas.g_00608
OG0000692	Prac.g_01353	Syas.g_00606
OG0000693	Prac.g_01352	Syas.g_00604
OG0000694	Prac.g_01351	Syas.g_00603
OG0000695	Prac.g_01349	Syas.g_00410
OG0000696	Prac.g_01348	Syas.g_00411
OG0000697	Prac.g_01347	Syas.g_00413
OG0000698	Prac.g_01344	Syas.g_00417
OG0000699	Prac.g_01343	Syas.g_00419
OG0000700	Prac.g_01342	Syas.g_00420
OG0000701	Prac.g_01341	Syas.g_00421
OG0000702	Prac.g_01339	Syas.g_00437
OG0000703	Prac.g_01338	Syas.g_00438
OG0000704	Prac.g_01337	Syas.g_00446
OG0000705	Prac.g_01333	Syas.g_00453
OG0000706	Prac.g_01332	Syas.g_00454
OG0000707	Prac.g_01331	Syas.g_00455
OG0000708	Prac.g_01330	Syas.g_00458
OG0000709	Prac.g_01326	Syas.g_00466
OG0000710	Prac.g_01323	Syas.g_00497
OG0000711	Prac.g_01307	Syas.g_00546
OG0000712	Prac.g_01305	Syas.g_00548
OG0000713	Prac.g_01304	Syas.g_00549
OG0000714	Prac.g_01303	Syas.g_00551
OG0000715	Prac.g_01301	Syas.g_00553
OG0000716	Prac.g_01299	Syas.g_00556
OG0000717	Prac.g_01298	Syas.g_00557
OG0000718	Prac.g_01287	Syas.g_00561
OG0000719	Prac.g_01285	Syas.g_00223
OG0000720	Prac.g_01276	Syas.g_00209
OG0000721	Prac.g_01274	Syas.g_00207
OG0000722	Prac.g_01273	Syas.g_00206
OG0000723	Prac.g_01270	Syas.g_00196
OG0000724	Prac.g_01261	Syas.g_00999
OG0000725	Prac.g_01255	Syas.g_01024
OG0000726	Prac.g_01254	Syas.g_01025
OG0000727	Prac.g_01253	Syas.g_01026
OG0000728	Prac.g_01251	Syas.g_01028
OG0000729	Prac.g_01205	Syas.g_02145
OG0000730	Prac.g_01046	Syas.g_01544
OG0000731	Prac.g_01042	Syas.g_01532
OG0000732	Prac.g_01036	Syas.g_02086
OG0000733	Prac.g_01017	Syas.g_00096
OG0000734	Prac.g_01000	Syas.g_02414
OG0000735	Prac.g_00998	Syas.g_01201
OG0000736	Prac.g_00997	Syas.g_01200
OG0000737	Prac.g_00996	Syas.g_01199
OG0000738	Prac.g_00992	Syas.g_01193
OG0000739	Prac.g_00991	Syas.g_01192
OG0000740	Prac.g_00990	Syas.g_01191
OG0000741	Prac.g_00989	Syas.g_01188
OG0000742	Prac.g_00986	Syas.g_01185
OG0000743	Prac.g_00984	Syas.g_01182
OG0000744	Prac.g_00983	Syas.g_01181
OG0000745	Prac.g_00982	Syas.g_01178
OG0000746	Prac.g_00980	Syas.g_01176
OG0000747	Prac.g_00979	Syas.g_01174
OG0000748	Prac.g_00976	Syas.g_01146
OG0000749	Prac.g_00975	Syas.g_01144
OG0000750	Prac.g_00974	Syas.g_01143
OG0000751	Prac.g_00972	Syas.g_01138
OG0000752	Prac.g_00970	Syas.g_01136
OG0000753	Prac.g_00967	Syas.g_01133
OG0000754	Prac.g_00964	Syas.g_01128
OG0000755	Prac.g_00961	Syas.g_01117
OG0000756	Prac.g_00960	Syas.g_01116
OG0000757	Prac.g_00954	Syas.g_01108
OG0000758	Prac.g_00953	Syas.g_01107
OG0000759	Prac.g_00952	Syas.g_01106
OG0000760	Prac.g_00951	Syas.g_01105
OG0000761	Prac.g_00950	Syas.g_01104
OG0000762	Prac.g_00949	Syas.g_01102
OG0000763	Prac.g_00947	Syas.g_01091
OG0000764	Prac.g_00946	Syas.g_01090
OG0000765	Prac.g_00937	Syas.g_01076
OG0000766	Prac.g_00936	Syas.g_01075
OG0000767	Prac.g_00934	Syas.g_01073
OG0000768	Prac.g_00933	Syas.g_01072
OG0000769	Prac.g_00931	Syas.g_01070
OG0000770	Prac.g_00929	Syas.g_01067
OG0000771	Prac.g_00448	Syas.g_00993
OG0000772	Prac.g_00154	Syas.g_01461
OG0000773	Prac.g_00166	Syas.g_00002
OG0000774	Prac.g_00168	Syas.g_02862
OG0000775	Prac.g_00170	Syas.g_02860
OG0000776	Prac.g_00171	Syas.g_02859
OG0000777	Prac.g_00172	Syas.g_02858
OG0000778	Prac.g_00173	Syas.g_02857
OG0000779	Prac.g_00177	Syas.g_02852
OG0000780	Prac.g_00178	Syas.g_02847
OG0000781	Prac.g_00181	Syas.g_02842
OG0000782	Prac.g_00182	Syas.g_02841
OG0000783	Prac.g_00183	Syas.g_02840
OG0000784	Prac.g_00184	Syas.g_02839
OG0000785	Prac.g_00186	Syas.g_02837
OG0000786	Prac.g_00188	Syas.g_02833
OG0000787	Prac.g_00189	Syas.g_02832
OG0000788	Prac.g_00204	Syas.g_00782
OG0000789	Prac.g_00207	Syas.g_01507
OG0000790	Prac.g_00222	Syas.g_01266
OG0000791	Prac.g_00224	Syas.g_01268
OG0000792	Prac.g_00225	Syas.g_01269
OG0000793	Prac.g_00228	Syas.g_01359
OG0000794	Prac.g_00229	Syas.g_01361
OG0000795	Prac.g_00230	Syas.g_01363
OG0000796	Prac.g_00234	Syas.g_01368
OG0000797	Prac.g_00235	Syas.g_01369
OG0000798	Prac.g_00262	Syas.g_01750, Syas.g_02134
OG0000799	Prac.g_00429	Syas.g_02789
OG0000800	Prac.g_00428	Syas.g_02790
OG0000801	Prac.g_00427	Syas.g_02791
OG0000802	Prac.g_00425	Syas.g_02797
OG0000803	Prac.g_00423	Syas.g_02800
OG0000804	Prac.g_00422	Syas.g_02803
OG0000805	Prac.g_00420	Syas.g_02805
OG0000806	Prac.g_00418	Syas.g_02807
OG0000807	Prac.g_00417	Syas.g_02808
OG0000808	Prac.g_00416	Syas.g_02809
OG0000809	Prac.g_00413	Syas.g_02811
OG0000810	Prac.g_00412	Syas.g_02813
OG0000811	Prac.g_00408	Syas.g_02822
OG0000812	Prac.g_00406	Syas.g_02824
OG0000813	Prac.g_00405	Syas.g_02825
OG0000814	Prac.g_00403	Syas.g_02827
OG0000815	Prac.g_00402	Syas.g_02829
OG0000816	Prac.g_00400	Syas.g_02831
OG0000817	Prac.g_00399	Syas.g_02753
OG0000818	Prac.g_00394	Syas.g_01282
OG0000819	Prac.g_00393	Syas.g_01283
OG0000820	Prac.g_00392	Syas.g_01284
OG0000821	Prac.g_00388	Syas.g_01289
OG0000822	Prac.g_00387	Syas.g_01291
OG0000823	Prac.g_00386	Syas.g_01292
OG0000824	Prac.g_00383	Syas.g_01297
OG0000825	Prac.g_00382	Syas.g_01298
OG0000826	Prac.g_00381	Syas.g_01299
OG0000827	Prac.g_00380	Syas.g_01300
OG0000828	Prac.g_00377	Syas.g_01303
OG0000829	Prac.g_00376	Syas.g_01304
OG0000830	Prac.g_00375	Syas.g_01305
OG0000831	Prac.g_00373	Syas.g_01308
OG0000832	Prac.g_00367	Syas.g_01476
OG0000833	Prac.g_00359	Syas.g_02738
OG0000834	Prac.g_00358	Syas.g_02737
OG0000835	Prac.g_00357	Syas.g_02736
OG0000836	Prac.g_00356	Syas.g_02732
OG0000837	Prac.g_00355	Syas.g_02731
OG0000838	Prac.g_00353	Syas.g_02727
OG0000839	Prac.g_00352	Syas.g_02726
OG0000840	Prac.g_00351	Syas.g_02725
OG0000841	Prac.g_00350	Syas.g_02724
OG0000842	Prac.g_00349	Syas.g_02723
OG0000843	Prac.g_00348	Syas.g_02722
OG0000844	Prac.g_00347	Syas.g_02720
OG0000845	Prac.g_00346	Syas.g_02719
OG0000846	Prac.g_00345	Syas.g_02718
OG0000847	Prac.g_00344	Syas.g_02717
OG0000848	Prac.g_00343	Syas.g_02715
OG0000849	Prac.g_00342	Syas.g_02714
OG0000850	Prac.g_00340	Syas.g_02711
OG0000851	Prac.g_00339	Syas.g_02708
OG0000852	Prac.g_00338	Syas.g_02707
OG0000853	Prac.g_00334	Syas.g_02703
OG0000854	Prac.g_00332	Syas.g_02701
OG0000855	Prac.g_00331	Syas.g_02700
OG0000856	Prac.g_00317	Syas.g_00103
OG0000857	Prac.g_00288	Syas.g_00579
OG0000858	Prac.g_00631	Syas.g_02693
OG0000859	Prac.g_00630	Syas.g_02692
OG0000860	Prac.g_00623	Syas.g_02679
OG0000861	Prac.g_00622	Syas.g_02678
OG0000862	Prac.g_00621	Syas.g_02677
OG0000863	Prac.g_00619	Syas.g_02675
OG0000864	Prac.g_00618	Syas.g_02674
OG0000865	Prac.g_00617	Syas.g_02673
OG0000866	Prac.g_00616	Syas.g_02672
OG0000867	Prac.g_00615	Syas.g_02671
OG0000868	Prac.g_00614	Syas.g_02667
OG0000869	Prac.g_00610	Syas.g_02662
OG0000870	Prac.g_00605	Syas.g_02657
OG0000871	Prac.g_00604	Syas.g_02656
OG0000872	Prac.g_00603	Syas.g_02650
OG0000873	Prac.g_00600	Syas.g_02647
OG0000874	Prac.g_00597	Syas.g_02645
OG0000875	Prac.g_00596	Syas.g_02644
OG0000876	Prac.g_00595	Syas.g_00280
OG0000877	Prac.g_00593	Syas.g_02603
OG0000878	Prac.g_00592	Syas.g_02602
OG0000879	Prac.g_00591	Syas.g_02601
OG0000880	Prac.g_00590	Syas.g_02600
OG0000881	Prac.g_00586	Syas.g_02596
OG0000882	Prac.g_00581	Syas.g_02591
OG0000883	Prac.g_00580	Syas.g_02586
OG0000884	Prac.g_00578	Syas.g_02584
OG0000885	Prac.g_00577	Syas.g_02583
OG0000886	Prac.g_00576	Syas.g_02582
OG0000887	Prac.g_00575	Syas.g_02581
OG0000888	Prac.g_00573	Syas.g_02579
OG0000889	Prac.g_00571	Syas.g_02577
OG0000890	Prac.g_00570	Syas.g_02574
OG0000891	Prac.g_00569	Syas.g_02573
OG0000892	Prac.g_00471	Syas.g_02571
OG0000893	Prac.g_00476	Syas.g_01677
OG0000894	Prac.g_00478	Syas.g_01667
OG0000895	Prac.g_00481	Syas.g_01663
OG0000896	Prac.g_00482	Syas.g_01662
OG0000897	Prac.g_00484	Syas.g_01660
OG0000898	Prac.g_00485	Syas.g_01659
OG0000899	Prac.g_00486	Syas.g_01658
OG0000900	Prac.g_00487	Syas.g_01657
OG0000901	Prac.g_00490	Syas.g_01652
OG0000902	Prac.g_00492	Syas.g_01651
OG0000903	Prac.g_00495	Syas.g_01637
OG0000904	Prac.g_00497	Syas.g_01642
OG0000905	Prac.g_00502	Syas.g_01647
OG0000906	Prac.g_00503	Syas.g_01649
OG0000907	Prac.g_00506	Syas.g_01635
OG0000908	Prac.g_00509	Syas.g_01632
OG0000909	Prac.g_00510	Syas.g_01631
OG0000910	Prac.g_00511	Syas.g_01630
OG0000911	Prac.g_00513	Syas.g_01628
OG0000912	Prac.g_00514	Syas.g_01627
OG0000913	Prac.g_00515	Syas.g_01626
OG0000914	Prac.g_00516	Syas.g_01625
OG0000915	Prac.g_00517	Syas.g_01623
OG0000916	Prac.g_00518	Syas.g_01622
OG0000917	Prac.g_00519	Syas.g_01621
OG0000918	Prac.g_00520	Syas.g_01620
OG0000919	Prac.g_00521	Syas.g_01619
OG0000920	Prac.g_00522	Syas.g_01618
OG0000921	Prac.g_00523	Syas.g_01617
OG0000922	Prac.g_00524	Syas.g_01616
OG0000923	Prac.g_00528	Syas.g_01612
OG0000924	Prac.g_00529	Syas.g_01611
OG0000925	Prac.g_00530	Syas.g_01610
OG0000926	Prac.g_00531	Syas.g_01609
OG0000927	Prac.g_00533	Syas.g_01607
OG0000928	Prac.g_00534	Syas.g_01606
OG0000929	Prac.g_00535	Syas.g_01605
OG0000930	Prac.g_00536	Syas.g_01604
OG0000931	Prac.g_00537	Syas.g_01603
OG0000932	Prac.g_00538	Syas.g_01602
OG0000933	Prac.g_00542	Syas.g_01596
OG0000934	Prac.g_00544	Syas.g_01594
OG0000935	Prac.g_00545	Syas.g_01593
OG0000936	Prac.g_00546	Syas.g_01592
OG0000937	Prac.g_00547	Syas.g_01591
OG0000938	Prac.g_00549	Syas.g_01588
OG0000939	Prac.g_00550	Syas.g_01587
OG0000940	Prac.g_00556	Syas.g_01580
OG0000941	Prac.g_00558	Syas.g_01578
OG0000942	Prac.g_00560	Syas.g_01576
OG0000943	Prac.g_00561	Syas.g_01575
OG0000944	Prac.g_00562	Syas.g_01573
OG0000945	Prac.g_00563	Syas.g_01572
OG0000946	Prac.g_00005	Syas.g_01565
OG0000947	Prac.g_00007	Syas.g_01562
OG0000948	Prac.g_00008	Syas.g_01561
OG0000949	Prac.g_00011	Syas.g_02213
OG0000950	Prac.g_00016	Syas.g_02197
OG0000951	Prac.g_00020	Syas.g_02190
OG0000952	Prac.g_00024	Syas.g_02186
OG0000953	Prac.g_00027	Syas.g_02182
OG0000954	Prac.g_00031	Syas.g_02174
OG0000955	Prac.g_00032	Syas.g_02173
OG0000956	Prac.g_00034	Syas.g_02171
OG0000957	Prac.g_00039	Syas.g_02158
OG0000958	Prac.g_00040	Syas.g_02157
OG0000959	Prac.g_00044	Syas.g_02154
OG0000960	Prac.g_00045	Syas.g_02153
OG0000961	Prac.g_00047	Syas.g_02345
OG0000962	Prac.g_00049	Syas.g_02146
OG0000963	Prac.g_00052	Syas.g_02143
OG0000964	Prac.g_00053	Syas.g_02142
OG0000965	Prac.g_00054	Syas.g_02141
OG0000966	Prac.g_00061	Syas.g_02112
OG0000967	Prac.g_00065	Syas.g_02108
OG0000968	Prac.g_00067	Syas.g_02106
OG0000969	Prac.g_00068	Syas.g_02104
OG0000970	Prac.g_00069	Syas.g_02103
OG0000971	Prac.g_00070	Syas.g_02101
OG0000972	Prac.g_00071	Syas.g_02100
OG0000973	Prac.g_00072	Syas.g_02099
OG0000974	Prac.g_00073	Syas.g_02098
OG0000975	Prac.g_00074	Syas.g_02097
OG0000976	Prac.g_00075	Syas.g_02096
OG0000977	Prac.g_00076	Syas.g_02094
OG0000978	Prac.g_00077	Syas.g_02093
OG0000979	Prac.g_00080	Syas.g_02090
OG0000980	Prac.g_00082	Syas.g_02087
OG0000981	Prac.g_00084	Syas.g_02084
OG0000982	Prac.g_00086	Syas.g_01882
OG0000983	Prac.g_00087	Syas.g_01883
OG0000984	Prac.g_00088	Syas.g_01884
OG0000985	Prac.g_00091	Syas.g_01888
OG0000986	Prac.g_00093	Syas.g_01891
OG0000987	Prac.g_00094	Syas.g_01897
OG0000988	Prac.g_00097	Syas.g_01902
OG0000989	Prac.g_00100	Syas.g_01908
OG0000990	Prac.g_00103	Syas.g_01937
OG0000991	Prac.g_00104	Syas.g_01939
OG0000992	Prac.g_00106	Syas.g_01943
OG0000993	Prac.g_00107	Syas.g_01945
OG0000994	Prac.g_00108	Syas.g_01948
OG0000995	Prac.g_00112	Syas.g_01955
OG0000996	Prac.g_00113	Syas.g_01977
OG0000997	Prac.g_00114	Syas.g_01993
OG0000998	Prac.g_00116	Syas.g_01995
OG0000999	Prac.g_00117	Syas.g_01996
OG0001000	Prac.g_00120	Syas.g_02000
OG0001001	Prac.g_00122	Syas.g_02006
OG0001002	Prac.g_00126	Syas.g_02014
OG0001003	Prac.g_00127	Syas.g_02016
OG0001004	Prac.g_00128	Syas.g_02017
OG0001005	Prac.g_00129	Syas.g_02018
OG0001006	Prac.g_01949	Syas.g_02032
OG0001007	Prac.g_01947	Syas.g_02034
OG0001008	Prac.g_01110	Syas.g_01496
OG0001009	Prac.g_01920	Syas.g_02065
OG0001010	Prac.g_01919	Syas.g_02066
OG0001011	Prac.g_01918	Syas.g_02068
OG0001012	Prac.g_01889	Syas.g_00152
OG0001013	Prac.g_01883	Syas.g_01866
OG0001014	Prac.g_01880	Syas.g_01857
OG0001015	Prac.g_01879	Syas.g_01856
OG0001016	Prac.g_01858	Syas.g_02517
OG0001017	Prac.g_01854	Syas.g_02511
OG0001018	Prac.g_01851	Syas.g_02509
OG0001019	Prac.g_01842	Syas.g_02469
OG0001020	Prac.g_01841	Syas.g_02443
OG0001021	Prac.g_01840	Syas.g_02437
OG0001022	Prac.g_01837	Syas.g_02434
OG0001023	Prac.g_01836	Syas.g_02433
OG0001024	Prac.g_01833	Syas.g_00135
OG0001025	Prac.g_01827	Syas.g_02424
OG0001026	Prac.g_01820	Syas.g_02412
OG0001027	Prac.g_01819	Syas.g_02408
OG0001028	Prac.g_01817	Syas.g_02405
OG0001029	Prac.g_01816	Syas.g_02403
OG0001030	Prac.g_01801	Syas.g_02384
OG0001031	Prac.g_01744	Syas.g_02293
OG0001032	Prac.g_01743	Syas.g_02290
OG0001033	Prac.g_01722	Syas.g_02239
OG0001034	Prac.g_01694	Syas.g_02556
OG0001035	Prac.g_01677	Syas.g_01704
OG0001036	Prac.g_01672	Syas.g_01709
OG0001037	Prac.g_01671	Syas.g_01711
OG0001038	Prac.g_01653	Syas.g_01751
OG0001039	Prac.g_01650	Syas.g_01754
OG0001041	Prac.g_01644	Syas.g_01761
OG0001042	Prac.g_01627	Syas.g_01821
OG0001043	Prac.g_01626	Syas.g_01817
OG0001044	Prac.g_01201	Syas.g_01542
OG0001045	Prac.g_01192	Syas.g_01529
OG0001046	Prac.g_01154	Syas.g_00532
OG0001047	Prac.g_01108	Syas.g_01494
OG0001048	Prac.g_01107	Syas.g_01493
OG0001049	Prac.g_01105	Syas.g_02742
OG0001050	Prac.g_01104	Syas.g_02743
OG0001051	Prac.g_01103	Syas.g_02744
OG0001052	Prac.g_01073	Syas.g_01337
OG0001053	Prac.g_01061	Syas.g_01250
OG0001054	Prac.g_00873	Syas.g_01231
OG0001055	Prac.g_00855	Syas.g_01210
OG0001056	Prac.g_00836	Syas.g_00068
OG0001057	Prac.g_00831	Syas.g_00763
OG0001058	Prac.g_00823	Syas.g_00787
OG0001059	Prac.g_00819	Syas.g_00791
OG0001060	Prac.g_00812	Syas.g_00797
OG0001061	Prac.g_00799	Syas.g_00816
OG0001062	Prac.g_00797	Syas.g_00819
OG0001063	Prac.g_00795	Syas.g_00830
OG0001064	Prac.g_00794	Syas.g_00831
OG0001065	Prac.g_00793	Syas.g_00832
OG0001066	Prac.g_00792	Syas.g_00833
OG0001067	Prac.g_00791	Syas.g_00834
OG0001068	Prac.g_00790	Syas.g_00835
OG0001069	Prac.g_00789	Syas.g_00836
OG0001070	Prac.g_00786	Syas.g_00840
OG0001071	Prac.g_00785	Syas.g_00841
OG0001072	Prac.g_00783	Syas.g_00844
OG0001073	Prac.g_00767	Syas.g_00855
OG0001074	Prac.g_00756	Syas.g_00157
OG0001075	Prac.g_00755	Syas.g_00163
OG0001076	Prac.g_00747	Syas.g_00113
OG0001077	Prac.g_00743	Syas.g_00101
OG0001078	Prac.g_00735	Syas.g_00745
OG0001079	Prac.g_00724	Syas.g_00729
OG0001080	Prac.g_00718	Syas.g_00717
OG0001081	Prac.g_00716	Syas.g_00715
OG0001082	Prac.g_00715	Syas.g_00714
OG0001083	Prac.g_00710	Syas.g_00707
OG0001084	Prac.g_00709	Syas.g_00706
OG0001085	Prac.g_00701	Syas.g_00693
OG0001086	Prac.g_00700	Syas.g_00691
OG0001087	Prac.g_00683	Syas.g_00071
OG0001088	Prac.g_00682	Syas.g_01060
OG0001089	Prac.g_00674	Syas.g_01039
OG0001090	Prac.g_01559	Syas.g_00980
OG0001091	Prac.g_01557	Syas.g_00979
OG0001092	Prac.g_01556	Syas.g_00178
OG0001093	Prac.g_01551	Syas.g_00184
OG0001095	Prac.g_01462	Syas.g_00582
OG0001097	Prac.g_01431	Syas.g_00243
OG0001098	Prac.g_01416	Syas.g_00880
OG0001099	Prac.g_01396	Syas.g_02404
OG0001100	Prac.g_01392	Syas.g_00682
OG0001101	Prac.g_01390	Syas.g_00680
OG0001102	Prac.g_01387	Syas.g_00677
OG0001103	Prac.g_01385	Syas.g_00675
OG0001104	Prac.g_01364	Syas.g_00620
OG0001105	Prac.g_01360	Syas.g_00617
OG0001106	Prac.g_01336	Syas.g_00447
OG0001107	Prac.g_01329	Syas.g_00459
OG0001108	Prac.g_01325	Syas.g_00494
OG0001109	Prac.g_01324	Syas.g_00496
OG0001110	Prac.g_01322	Syas.g_00498
OG0001111	Prac.g_01321	Syas.g_00500
OG0001112	Prac.g_01320	Syas.g_00503
OG0001113	Prac.g_01319	Syas.g_00504
OG0001114	Prac.g_01318	Syas.g_00505
OG0001115	Prac.g_01316	Syas.g_00527
OG0001116	Prac.g_01315	Syas.g_00529
OG0001117	Prac.g_01314	Syas.g_00530
OG0001118	Prac.g_01313	Syas.g_00531
OG0001119	Prac.g_01312	Syas.g_00533
OG0001120	Prac.g_01310	Syas.g_00539
OG0001122	Prac.g_01284	Syas.g_00222
OG0001123	Prac.g_01280	Syas.g_00214
OG0001124	Prac.g_01278	Syas.g_00212
OG0001125	Prac.g_01277	Syas.g_00210
OG0001126	Prac.g_01267	Syas.g_00991
OG0001127	Prac.g_01266	Syas.g_00992
OG0001128	Prac.g_01264	Syas.g_00995
OG0001129	Prac.g_01263	Syas.g_00997
OG0001130	Prac.g_01262	Syas.g_00998
OG0001131	Prac.g_01225	Syas.g_01401
OG0001132	Prac.g_01216	Syas.g_00525
OG0001133	Prac.g_01031	Syas.g_00109
OG0001136	Prac.g_00988	Syas.g_01187
OG0001138	Prac.g_00959	Syas.g_01114
OG0001139	Prac.g_00958	Syas.g_01112
OG0001140	Prac.g_00957	Syas.g_01111
OG0001141	Prac.g_00956	Syas.g_01110
OG0001142	Prac.g_00955	Syas.g_01109
OG0001143	Prac.g_00948	Syas.g_01092
OG0001144	Prac.g_00943	Syas.g_01084
OG0001145	Prac.g_00167	Syas.g_02867
OG0001146	Prac.g_00179	Syas.g_02846
OG0001147	Prac.g_00203	Syas.g_01329
OG0001148	Prac.g_00219	Syas.g_01263
OG0001149	Prac.g_00220	Syas.g_01264
OG0001150	Prac.g_00221	Syas.g_01265
OG0001151	Prac.g_00232	Syas.g_01366
OG0001152	Prac.g_00233	Syas.g_01367
OG0001153	Prac.g_00379	Syas.g_01301
OG0001154	Prac.g_00378	Syas.g_01302
OG0001155	Prac.g_00366	Syas.g_01478
OG0001156	Prac.g_00363	Syas.g_01489
OG0001157	Prac.g_00362	Syas.g_01490
OG0001158	Prac.g_00361	Syas.g_01491
OG0001159	Prac.g_00360	Syas.g_01492
OG0001160	Prac.g_00336	Syas.g_02705
OG0001161	Prac.g_00324	Syas.g_02030
OG0001162	Prac.g_00313	Syas.g_02473
OG0001163	Prac.g_00633	Syas.g_02697
OG0001164	Prac.g_00629	Syas.g_02691
OG0001165	Prac.g_00626	Syas.g_02686
OG0001166	Prac.g_00606	Syas.g_02658
OG0001167	Prac.g_00589	Syas.g_01046
OG0001168	Prac.g_00587	Syas.g_02597
OG0001169	Prac.g_00585	Syas.g_02595
OG0001170	Prac.g_00583	Syas.g_02593
OG0001171	Prac.g_00574	Syas.g_02580
OG0001172	Prac.g_00479	Syas.g_01665
OG0001173	Prac.g_00480	Syas.g_01664
OG0001174	Prac.g_00488	Syas.g_01656
OG0001175	Prac.g_00489	Syas.g_01655
