Orthogroup	Prac	Praj
OG0000568	Prac.g_00804	Praj.g_00559
OG0000569	Prac.g_00803	Praj.g_00560
OG0000570	Prac.g_00802	Praj.g_00561
OG0000571	Prac.g_00800	Praj.g_00563
OG0000572	Prac.g_00787	Praj.g_00574
OG0000573	Prac.g_00780	Praj.g_00579
OG0000574	Prac.g_00779	Praj.g_00581
OG0000575	Prac.g_00775	Praj.g_00584
OG0000576	Prac.g_00772	Praj.g_00586
OG0000577	Prac.g_00771	Praj.g_00587
OG0000578	Prac.g_00770	Praj.g_00588
OG0000579	Prac.g_00769	Praj.g_00589
OG0000580	Prac.g_00768	Praj.g_00590
OG0000581	Prac.g_00766	Praj.g_00593
OG0000582	Prac.g_00763	Praj.g_00596
OG0000583	Prac.g_00762	Praj.g_00597
OG0000584	Prac.g_00761	Praj.g_00598
OG0000585	Prac.g_00759	Praj.g_00600
OG0000586	Prac.g_00758	Praj.g_00601
OG0000587	Prac.g_00757	Praj.g_00602
OG0000588	Prac.g_00753	Praj.g_00606
OG0000589	Prac.g_00750	Praj.g_00609
OG0000590	Prac.g_00749	Praj.g_00610
OG0000591	Prac.g_00746	Praj.g_00613
OG0000592	Prac.g_00745	Praj.g_00614
OG0000593	Prac.g_00739	Praj.g_00620
OG0000594	Prac.g_00738	Praj.g_00621
OG0000595	Prac.g_00737	Praj.g_00622
OG0000596	Prac.g_00733	Praj.g_00626
OG0000597	Prac.g_00731	Praj.g_00628
OG0000598	Prac.g_00730	Praj.g_00629
OG0000599	Prac.g_00727	Praj.g_00632
OG0000600	Prac.g_00726	Praj.g_00633
OG0000601	Prac.g_00725	Praj.g_00634
OG0000602	Prac.g_00723	Praj.g_00636
OG0000603	Prac.g_00722	Praj.g_00637
OG0000604	Prac.g_00721	Praj.g_00638
OG0000605	Prac.g_00720	Praj.g_00639
OG0000606	Prac.g_00717	Praj.g_00642
OG0000607	Prac.g_00714	Praj.g_00645
OG0000608	Prac.g_00713	Praj.g_00646
OG0000609	Prac.g_00712	Praj.g_00647
OG0000610	Prac.g_00707	Praj.g_00653
OG0000611	Prac.g_00704	Praj.g_00656
OG0000612	Prac.g_00703	Praj.g_00657
OG0000613	Prac.g_00698	Praj.g_00663
OG0000614	Prac.g_00679	Praj.g_00686
OG0000615	Prac.g_00671	Praj.g_00693
OG0000616	Prac.g_00667	Praj.g_02137
OG0000617	Prac.g_01554	Praj.g_00704
OG0000618	Prac.g_01553	Praj.g_00705
OG0000619	Prac.g_01552	Praj.g_00706
OG0000620	Prac.g_01549	Praj.g_00709
OG0000621	Prac.g_01548	Praj.g_00710
OG0000622	Prac.g_01547	Praj.g_00711
OG0000623	Prac.g_01546	Praj.g_00712
OG0000624	Prac.g_01545	Praj.g_00714
OG0000625	Prac.g_01544	Praj.g_00715
OG0000626	Prac.g_01543	Praj.g_00716
OG0000627	Prac.g_01542	Praj.g_00718
OG0000628	Prac.g_01541	Praj.g_00719
OG0000629	Prac.g_01540	Praj.g_00720
OG0000630	Prac.g_01537	Praj.g_00723
OG0000631	Prac.g_01484	Praj.g_00917
OG0000632	Prac.g_01483	Praj.g_00918
OG0000633	Prac.g_01482	Praj.g_00919
OG0000634	Prac.g_01479	Praj.g_00765
OG0000635	Prac.g_01478	Praj.g_00766
OG0000636	Prac.g_01476	Praj.g_00768
OG0000637	Prac.g_01474	Praj.g_00770
OG0000638	Prac.g_01473	Praj.g_00771
OG0000639	Prac.g_01472	Praj.g_00772
OG0000640	Prac.g_01471	Praj.g_00773
OG0000641	Prac.g_01467	Praj.g_00777
OG0000642	Prac.g_01466	Praj.g_00778
OG0000643	Prac.g_01465	Praj.g_00779
OG0000644	Prac.g_01464	Praj.g_00780
OG0000645	Prac.g_01463	Praj.g_00781
OG0000646	Prac.g_01461	Praj.g_00784
OG0000647	Prac.g_01460	Praj.g_00786
OG0000648	Prac.g_01458	Praj.g_00788
OG0000649	Prac.g_01457	Praj.g_00789
OG0000650	Prac.g_01456	Praj.g_00790
OG0000651	Prac.g_01455	Praj.g_00791
OG0000652	Prac.g_01454	Praj.g_00792
OG0000653	Prac.g_01452	Praj.g_00794
OG0000654	Prac.g_01451	Praj.g_00795
OG0000655	Prac.g_01450	Praj.g_00796
OG0000656	Prac.g_01447	Praj.g_00799
OG0000657	Prac.g_01440	Praj.g_00806
OG0000658	Prac.g_01439	Praj.g_00808
OG0000659	Prac.g_01438	Praj.g_00809
OG0000660	Prac.g_01434	Praj.g_00814
OG0000661	Prac.g_01432	Praj.g_00816
OG0000662	Prac.g_01430	Praj.g_00818
OG0000663	Prac.g_01428	Praj.g_00820
OG0000664	Prac.g_01427	Praj.g_00821
OG0000665	Prac.g_01423	Praj.g_00826
OG0000666	Prac.g_01422	Praj.g_00827
OG0000667	Prac.g_01418	Praj.g_00831
OG0000668	Prac.g_01401	Praj.g_00869
OG0000669	Prac.g_01393	Praj.g_00877
OG0000670	Prac.g_01391	Praj.g_00880
OG0000671	Prac.g_01389	Praj.g_00882
OG0000672	Prac.g_01386	Praj.g_00885
OG0000673	Prac.g_01383	Praj.g_00888
OG0000674	Prac.g_01381	Praj.g_00890
OG0000675	Prac.g_01380	Praj.g_00891
OG0000676	Prac.g_01378	Praj.g_00893
OG0000677	Prac.g_01377	Praj.g_00894
OG0000678	Prac.g_01375	Praj.g_00897
OG0000679	Prac.g_01371	Praj.g_00901
OG0000680	Prac.g_01370	Praj.g_00902
OG0000681	Prac.g_01368	Praj.g_00905
OG0000682	Prac.g_01367	Praj.g_00906
OG0000683	Prac.g_01366	Praj.g_00907
OG0000684	Prac.g_01365	Praj.g_00748
OG0000685	Prac.g_01363	Praj.g_00750
OG0000686	Prac.g_01362	Praj.g_00751
OG0000687	Prac.g_01361	Praj.g_00752
OG0000688	Prac.g_01358	Praj.g_00755
OG0000689	Prac.g_01357	Praj.g_00756
OG0000690	Prac.g_01356	Praj.g_00757
OG0000691	Prac.g_01355	Praj.g_00758
OG0000692	Prac.g_01353	Praj.g_00760
OG0000693	Prac.g_01352	Praj.g_00761
OG0000694	Prac.g_01351	Praj.g_00762
OG0000695	Prac.g_01349	Praj.g_00921
OG0000696	Prac.g_01348	Praj.g_00922
OG0000697	Prac.g_01347	Praj.g_00923
OG0000698	Prac.g_01344	Praj.g_00926
OG0000699	Prac.g_01343	Praj.g_00927
OG0000700	Prac.g_01342	Praj.g_00928
OG0000701	Prac.g_01341	Praj.g_00929
OG0000702	Prac.g_01339	Praj.g_00931
OG0000703	Prac.g_01338	Praj.g_00932
OG0000704	Prac.g_01337	Praj.g_00933
OG0000705	Prac.g_01333	Praj.g_00939
OG0000706	Prac.g_01332	Praj.g_00940
OG0000707	Prac.g_01331	Praj.g_00941
OG0000708	Prac.g_01330	Praj.g_00943
OG0000709	Prac.g_01326	Praj.g_00947
OG0000710	Prac.g_01323	Praj.g_00950
OG0000711	Prac.g_01307	Praj.g_00966
OG0000712	Prac.g_01305	Praj.g_00968
OG0000713	Prac.g_01304	Praj.g_00969
OG0000714	Prac.g_01303	Praj.g_00970
OG0000715	Prac.g_01301	Praj.g_00972
OG0000716	Prac.g_01299	Praj.g_00973
OG0000717	Prac.g_01298	Praj.g_00974
OG0000718	Prac.g_01287	Praj.g_00991
OG0000719	Prac.g_01285	Praj.g_00992
OG0000720	Prac.g_01276	Praj.g_01002
OG0000721	Prac.g_01274	Praj.g_01003
OG0000722	Prac.g_01273	Praj.g_01004
OG0000723	Prac.g_01270	Praj.g_01008
OG0000724	Prac.g_01261	Praj.g_01019
OG0000725	Prac.g_01255	Praj.g_00845
OG0000726	Prac.g_01254	Praj.g_00844
OG0000727	Prac.g_01253	Praj.g_00843
OG0000728	Prac.g_01251	Praj.g_00841
OG0000729	Prac.g_01205	Praj.g_02022
OG0000730	Prac.g_01046	Praj.g_00378
OG0000731	Prac.g_01042	Praj.g_00386
OG0000732	Prac.g_01036	Praj.g_02081
OG0000733	Prac.g_01017	Praj.g_01833
OG0000734	Prac.g_01000	Praj.g_01476
OG0000735	Prac.g_00998	Praj.g_01474
OG0000736	Prac.g_00997	Praj.g_01473
OG0000737	Prac.g_00996	Praj.g_01472
OG0000738	Prac.g_00992	Praj.g_01468
OG0000739	Prac.g_00991	Praj.g_01467
OG0000740	Prac.g_00990	Praj.g_01466
OG0000741	Prac.g_00989	Praj.g_01464
OG0000742	Prac.g_00986	Praj.g_01462
OG0000743	Prac.g_00984	Praj.g_01460
OG0000744	Prac.g_00983	Praj.g_01459
OG0000745	Prac.g_00982	Praj.g_01458
OG0000746	Prac.g_00980	Praj.g_01456
OG0000747	Prac.g_00979	Praj.g_01455
OG0000748	Prac.g_00976	Praj.g_01451
OG0000749	Prac.g_00975	Praj.g_01450
OG0000750	Prac.g_00974	Praj.g_01449
OG0000751	Prac.g_00972	Praj.g_01446
OG0000752	Prac.g_00970	Praj.g_01444
OG0000753	Prac.g_00967	Praj.g_01442
OG0000754	Prac.g_00964	Praj.g_01438
OG0000755	Prac.g_00961	Praj.g_01434
OG0000756	Prac.g_00960	Praj.g_01433
OG0000757	Prac.g_00954	Praj.g_01426
OG0000758	Prac.g_00953	Praj.g_01425
OG0000759	Prac.g_00952	Praj.g_01424
OG0000760	Prac.g_00951	Praj.g_01423
OG0000761	Prac.g_00950	Praj.g_01422
OG0000762	Prac.g_00949	Praj.g_01421
OG0000763	Prac.g_00947	Praj.g_01419
OG0000764	Prac.g_00946	Praj.g_01418
OG0000765	Prac.g_00937	Praj.g_01409
OG0000766	Prac.g_00936	Praj.g_01408
OG0000767	Prac.g_00934	Praj.g_01407
OG0000768	Prac.g_00933	Praj.g_01406
OG0000769	Prac.g_00931	Praj.g_01404
OG0000770	Prac.g_00929	Praj.g_01403
OG0000771	Prac.g_00448	Praj.g_01014
OG0000772	Prac.g_00154	Praj.g_01246
OG0000773	Prac.g_00166	Praj.g_01519
OG0000774	Prac.g_00168	Praj.g_01522
OG0000775	Prac.g_00170	Praj.g_01523
OG0000776	Prac.g_00171	Praj.g_01524
OG0000777	Prac.g_00172	Praj.g_01525
OG0000778	Prac.g_00173	Praj.g_01526
OG0000779	Prac.g_00177	Praj.g_01530
OG0000780	Prac.g_00178	Praj.g_01531
OG0000781	Prac.g_00181	Praj.g_01534
OG0000782	Prac.g_00182	Praj.g_01535
OG0000783	Prac.g_00183	Praj.g_01536
OG0000784	Prac.g_00184	Praj.g_01537
OG0000785	Prac.g_00186	Praj.g_01539
OG0000786	Prac.g_00188	Praj.g_01542
OG0000787	Prac.g_00189	Praj.g_01543
OG0000788	Prac.g_00204	Praj.g_00732
OG0000789	Prac.g_00207	Praj.g_01011
OG0000790	Prac.g_00222	Praj.g_01580
OG0000791	Prac.g_00224	Praj.g_01582
OG0000792	Prac.g_00225	Praj.g_01583
OG0000793	Prac.g_00228	Praj.g_01586
OG0000794	Prac.g_00229	Praj.g_01587
OG0000795	Prac.g_00230	Praj.g_01588
OG0000796	Prac.g_00234	Praj.g_01592
OG0000797	Prac.g_00235	Praj.g_01593
OG0000799	Prac.g_00429	Praj.g_01613
OG0000800	Prac.g_00428	Praj.g_01614
OG0000801	Prac.g_00427	Praj.g_01615
OG0000802	Prac.g_00425	Praj.g_01617
OG0000803	Prac.g_00423	Praj.g_01619
OG0000804	Prac.g_00422	Praj.g_01620
OG0000805	Prac.g_00420	Praj.g_01622
OG0000806	Prac.g_00418	Praj.g_01624
OG0000807	Prac.g_00417	Praj.g_01625
OG0000808	Prac.g_00416	Praj.g_01626
OG0000809	Prac.g_00413	Praj.g_01630
OG0000810	Prac.g_00412	Praj.g_01631
OG0000811	Prac.g_00408	Praj.g_01635
OG0000812	Prac.g_00406	Praj.g_01637
OG0000813	Prac.g_00405	Praj.g_01638
OG0000814	Prac.g_00403	Praj.g_01640
OG0000815	Prac.g_00402	Praj.g_01641
OG0000816	Prac.g_00400	Praj.g_01643
OG0000817	Prac.g_00399	Praj.g_01644
OG0000818	Prac.g_00394	Praj.g_01648
OG0000819	Prac.g_00393	Praj.g_01649
OG0000820	Prac.g_00392	Praj.g_01650
OG0000821	Prac.g_00388	Praj.g_01653
OG0000822	Prac.g_00387	Praj.g_01654
OG0000823	Prac.g_00386	Praj.g_01655
OG0000824	Prac.g_00383	Praj.g_01658
OG0000825	Prac.g_00382	Praj.g_01659
OG0000826	Prac.g_00381	Praj.g_01660
OG0000827	Prac.g_00380	Praj.g_01661
OG0000828	Prac.g_00377	Praj.g_01664
OG0000829	Prac.g_00376	Praj.g_01665
OG0000830	Prac.g_00375	Praj.g_01666
OG0000831	Prac.g_00373	Praj.g_01668
OG0000832	Prac.g_00367	Praj.g_01678
OG0000833	Prac.g_00359	Praj.g_01686
OG0000834	Prac.g_00358	Praj.g_01687
OG0000835	Prac.g_00357	Praj.g_01688
OG0000836	Prac.g_00356	Praj.g_01690
OG0000837	Prac.g_00355	Praj.g_01691
OG0000838	Prac.g_00353	Praj.g_01693
OG0000839	Prac.g_00352	Praj.g_01694
OG0000840	Prac.g_00351	Praj.g_01695
OG0000841	Prac.g_00350	Praj.g_01696
OG0000842	Prac.g_00349	Praj.g_01697
OG0000843	Prac.g_00348	Praj.g_01698
OG0000844	Prac.g_00347	Praj.g_01699
OG0000845	Prac.g_00346	Praj.g_01700
OG0000846	Prac.g_00345	Praj.g_01701
OG0000847	Prac.g_00344	Praj.g_01702
OG0000848	Prac.g_00343	Praj.g_01703
OG0000849	Prac.g_00342	Praj.g_01704
OG0000850	Prac.g_00340	Praj.g_01706
OG0000851	Prac.g_00339	Praj.g_01707
OG0000852	Prac.g_00338	Praj.g_01708
OG0000853	Prac.g_00334	Praj.g_01713
OG0000854	Prac.g_00332	Praj.g_01715
OG0000855	Prac.g_00331	Praj.g_01716
OG0000856	Prac.g_00317	Praj.g_01599
OG0000857	Prac.g_00288	Praj.g_00785
OG0000858	Prac.g_00631	Praj.g_01763
OG0000859	Prac.g_00630	Praj.g_01764
OG0000860	Prac.g_00623	Praj.g_01770
OG0000861	Prac.g_00622	Praj.g_01771
OG0000862	Prac.g_00621	Praj.g_01772
OG0000863	Prac.g_00619	Praj.g_01773
OG0000864	Prac.g_00618	Praj.g_01774
OG0000865	Prac.g_00617	Praj.g_01775
OG0000866	Prac.g_00616	Praj.g_01776
OG0000867	Prac.g_00615	Praj.g_01777
OG0000868	Prac.g_00614	Praj.g_01778
OG0000869	Prac.g_00610	Praj.g_01781
OG0000870	Prac.g_00605	Praj.g_01786
OG0000871	Prac.g_00604	Praj.g_01787
OG0000872	Prac.g_00603	Praj.g_01788
OG0000873	Prac.g_00600	Praj.g_01791
OG0000874	Prac.g_00597	Praj.g_01794
OG0000875	Prac.g_00596	Praj.g_01796
OG0000876	Prac.g_00595	Praj.g_01797
OG0000877	Prac.g_00593	Praj.g_01799
OG0000878	Prac.g_00592	Praj.g_01800
OG0000879	Prac.g_00591	Praj.g_01801
OG0000880	Prac.g_00590	Praj.g_01802
OG0000881	Prac.g_00586	Praj.g_01805
OG0000882	Prac.g_00581	Praj.g_01810
OG0000883	Prac.g_00580	Praj.g_01812
OG0000884	Prac.g_00578	Praj.g_01814
OG0000885	Prac.g_00577	Praj.g_01815
OG0000886	Prac.g_00576	Praj.g_01816
OG0000887	Prac.g_00575	Praj.g_01817
OG0000888	Prac.g_00573	Praj.g_01819
OG0000889	Prac.g_00571	Praj.g_01821
OG0000890	Prac.g_00570	Praj.g_01822
OG0000891	Prac.g_00569	Praj.g_01823
OG0000892	Prac.g_00471	Praj.g_01825
OG0000893	Prac.g_00476	Praj.g_01868
OG0000894	Prac.g_00478	Praj.g_01871
OG0000895	Prac.g_00481	Praj.g_01874
OG0000896	Prac.g_00482	Praj.g_01875
OG0000897	Prac.g_00484	Praj.g_01877
OG0000898	Prac.g_00485	Praj.g_01878
OG0000899	Prac.g_00486	Praj.g_01879
OG0000900	Prac.g_00487	Praj.g_01880
OG0000901	Prac.g_00490	Praj.g_01883
OG0000902	Prac.g_00492	Praj.g_01885
OG0000903	Prac.g_00495	Praj.g_01894
OG0000904	Prac.g_00497	Praj.g_01889
OG0000905	Prac.g_00502	Praj.g_01887
OG0000906	Prac.g_00503	Praj.g_01886
OG0000907	Prac.g_00506	Praj.g_01909
OG0000908	Prac.g_00509	Praj.g_01912
OG0000909	Prac.g_00510	Praj.g_01913
OG0000910	Prac.g_00511	Praj.g_01914
OG0000911	Prac.g_00513	Praj.g_01916
OG0000912	Prac.g_00514	Praj.g_01917
OG0000913	Prac.g_00515	Praj.g_01918
OG0000914	Prac.g_00516	Praj.g_01919
OG0000915	Prac.g_00517	Praj.g_01920
OG0000916	Prac.g_00518	Praj.g_01921
OG0000917	Prac.g_00519	Praj.g_01922
OG0000918	Prac.g_00520	Praj.g_01923
OG0000919	Prac.g_00521	Praj.g_01924
OG0000920	Prac.g_00522	Praj.g_01925
OG0000921	Prac.g_00523	Praj.g_01926
OG0000922	Prac.g_00524	Praj.g_01927
OG0000923	Prac.g_00528	Praj.g_01931
OG0000924	Prac.g_00529	Praj.g_01932
OG0000925	Prac.g_00530	Praj.g_01933
OG0000926	Prac.g_00531	Praj.g_01934
OG0000927	Prac.g_00533	Praj.g_01936
OG0000928	Prac.g_00534	Praj.g_01937
OG0000929	Prac.g_00535	Praj.g_01938
OG0000930	Prac.g_00536	Praj.g_01939
OG0000931	Prac.g_00537	Praj.g_01940
OG0000932	Prac.g_00538	Praj.g_01941
OG0000933	Prac.g_00542	Praj.g_01945
OG0000934	Prac.g_00544	Praj.g_01947
OG0000935	Prac.g_00545	Praj.g_01948
OG0000936	Prac.g_00546	Praj.g_01949
OG0000937	Prac.g_00547	Praj.g_01950
OG0000938	Prac.g_00549	Praj.g_01953
OG0000939	Prac.g_00550	Praj.g_01954
OG0000940	Prac.g_00556	Praj.g_01961
OG0000941	Prac.g_00558	Praj.g_01963
OG0000942	Prac.g_00560	Praj.g_01965
OG0000943	Prac.g_00561	Praj.g_01966
OG0000944	Prac.g_00562	Praj.g_01968
OG0000945	Prac.g_00563	Praj.g_01969
OG0000946	Prac.g_00005	Praj.g_01975
OG0000947	Prac.g_00007	Praj.g_01977
OG0000948	Prac.g_00008	Praj.g_01978
OG0000949	Prac.g_00011	Praj.g_01981
OG0000950	Prac.g_00016	Praj.g_01986
OG0000951	Prac.g_00020	Praj.g_01990
OG0000952	Prac.g_00024	Praj.g_01994
OG0000953	Prac.g_00027	Praj.g_01998
OG0000954	Prac.g_00031	Praj.g_02002
OG0000955	Prac.g_00032	Praj.g_02003
OG0000956	Prac.g_00034	Praj.g_02005
OG0000957	Prac.g_00039	Praj.g_02010
OG0000958	Prac.g_00040	Praj.g_02011
OG0000959	Prac.g_00044	Praj.g_02015
OG0000960	Prac.g_00045	Praj.g_02016
OG0000961	Prac.g_00047	Praj.g_02019
OG0000962	Prac.g_00049	Praj.g_02021
OG0000963	Prac.g_00052	Praj.g_02026
OG0000964	Prac.g_00053	Praj.g_02027
OG0000965	Prac.g_00054	Praj.g_02028
OG0000966	Prac.g_00061	Praj.g_02059
OG0000967	Prac.g_00065	Praj.g_02063
OG0000968	Prac.g_00067	Praj.g_02065
OG0000969	Prac.g_00068	Praj.g_02066
OG0000970	Prac.g_00069	Praj.g_02067
OG0000971	Prac.g_00070	Praj.g_02068
OG0000972	Prac.g_00071	Praj.g_02069
OG0000973	Prac.g_00072	Praj.g_02070
OG0000974	Prac.g_00073	Praj.g_02071
OG0000975	Prac.g_00074	Praj.g_02072
OG0000976	Prac.g_00075	Praj.g_02073
OG0000977	Prac.g_00076	Praj.g_02074
OG0000978	Prac.g_00077	Praj.g_02075
OG0000979	Prac.g_00080	Praj.g_02078
OG0000980	Prac.g_00082	Praj.g_02080
OG0000981	Prac.g_00084	Praj.g_02083
OG0000982	Prac.g_00086	Praj.g_02085
OG0000983	Prac.g_00087	Praj.g_02086
OG0000984	Prac.g_00088	Praj.g_02087
OG0000985	Prac.g_00091	Praj.g_02090
OG0000986	Prac.g_00093	Praj.g_02092
OG0000987	Prac.g_00094	Praj.g_02093
OG0000988	Prac.g_00097	Praj.g_02096
OG0000989	Prac.g_00100	Praj.g_02100
OG0000990	Prac.g_00103	Praj.g_02105
OG0000991	Prac.g_00104	Praj.g_02106
OG0000992	Prac.g_00106	Praj.g_02109
OG0000993	Prac.g_00107	Praj.g_02110
OG0000994	Prac.g_00108	Praj.g_02111
OG0000995	Prac.g_00112	Praj.g_02115
OG0000996	Prac.g_00113	Praj.g_02116
OG0000997	Prac.g_00114	Praj.g_02124
OG0000998	Prac.g_00116	Praj.g_02126
OG0000999	Prac.g_00117	Praj.g_02127
OG0001000	Prac.g_00120	Praj.g_02130, Praj.g_02131
OG0001001	Prac.g_00122	Praj.g_02134
OG0001002	Prac.g_00126	Praj.g_02139
OG0001003	Prac.g_00127	Praj.g_02141
OG0001004	Prac.g_00128	Praj.g_02142
OG0001005	Prac.g_00129	Praj.g_02143
OG0001006	Prac.g_01949	Praj.g_02147
OG0001007	Prac.g_01947	Praj.g_02149
OG0001008	Prac.g_01110	Praj.g_00431
OG0001009	Prac.g_01920	Praj.g_00027
OG0001010	Prac.g_01919	Praj.g_00028
OG0001011	Prac.g_01918	Praj.g_00029
OG0001012	Prac.g_01889	Praj.g_00047
OG0001013	Prac.g_01883	Praj.g_00052
OG0001014	Prac.g_01880	Praj.g_00055
OG0001015	Prac.g_01879	Praj.g_00056
OG0001016	Prac.g_01858	Praj.g_00111
OG0001017	Prac.g_01854	Praj.g_00115
OG0001018	Prac.g_01851	Praj.g_00118
OG0001019	Prac.g_01842	Praj.g_00127
OG0001020	Prac.g_01841	Praj.g_00128
OG0001021	Prac.g_01840	Praj.g_00129
OG0001022	Prac.g_01837	Praj.g_00132
OG0001023	Prac.g_01836	Praj.g_00133
OG0001024	Prac.g_01833	Praj.g_00136
OG0001025	Prac.g_01827	Praj.g_00143
OG0001026	Prac.g_01820	Praj.g_00151
OG0001027	Prac.g_01819	Praj.g_00152
OG0001028	Prac.g_01817	Praj.g_00154
OG0001029	Prac.g_01816	Praj.g_00156
OG0001030	Prac.g_01801	Praj.g_00172
OG0001031	Prac.g_01744	Praj.g_00226
OG0001032	Prac.g_01743	Praj.g_00227
OG0001033	Prac.g_01722	Praj.g_00247
OG0001034	Prac.g_01694	Praj.g_00276
OG0001035	Prac.g_01677	Praj.g_00293
OG0001036	Prac.g_01672	Praj.g_00297
OG0001037	Prac.g_01671	Praj.g_00298
OG0001038	Prac.g_01653	Praj.g_00314
OG0001039	Prac.g_01650	Praj.g_00316
OG0001040	Prac.g_01648	Praj.g_00319
OG0001041	Prac.g_01644	Praj.g_00323
OG0001042	Prac.g_01627	Praj.g_00339
OG0001043	Prac.g_01626	Praj.g_00340
OG0001044	Prac.g_01201	Praj.g_00379
OG0001045	Prac.g_01192	Praj.g_00388
OG0001046	Prac.g_01154	Praj.g_01081
OG0001047	Prac.g_01108	Praj.g_00433
OG0001048	Prac.g_01107	Praj.g_00434
OG0001049	Prac.g_01105	Praj.g_00436
OG0001050	Prac.g_01104	Praj.g_00437
OG0001051	Prac.g_01103	Praj.g_00438
OG0001052	Prac.g_01073	Praj.g_00464
OG0001053	Prac.g_01061	Praj.g_00476
OG0001054	Prac.g_00873	Praj.g_00490
OG0001055	Prac.g_00855	Praj.g_00509
OG0001056	Prac.g_00836	Praj.g_00527
OG0001057	Prac.g_00831	Praj.g_00532
OG0001058	Prac.g_00823	Praj.g_00540
OG0001059	Prac.g_00819	Praj.g_00544
OG0001060	Prac.g_00812	Praj.g_00551
OG0001061	Prac.g_00799	Praj.g_00564
OG0001062	Prac.g_00797	Praj.g_00566
OG0001063	Prac.g_00795	Praj.g_00567
OG0001064	Prac.g_00794	Praj.g_00568
OG0001065	Prac.g_00793	Praj.g_00569
OG0001066	Prac.g_00792	Praj.g_00570
OG0001067	Prac.g_00791	Praj.g_00571
OG0001068	Prac.g_00790	Praj.g_00572
OG0001069	Prac.g_00789	Praj.g_00573
OG0001070	Prac.g_00786	Praj.g_00575
OG0001071	Prac.g_00785	Praj.g_00576
OG0001072	Prac.g_00783	Praj.g_00577
OG0001073	Prac.g_00767	Praj.g_00591
OG0001074	Prac.g_00756	Praj.g_00603
OG0001075	Prac.g_00755	Praj.g_00604
OG0001076	Prac.g_00747	Praj.g_00611
OG0001077	Prac.g_00743	Praj.g_00616
OG0001078	Prac.g_00735	Praj.g_00624
OG0001079	Prac.g_00724	Praj.g_00635
OG0001080	Prac.g_00718	Praj.g_00641
OG0001081	Prac.g_00716	Praj.g_00643
OG0001082	Prac.g_00715	Praj.g_00644
OG0001083	Prac.g_00710	Praj.g_00649
OG0001084	Prac.g_00709	Praj.g_00650
OG0001085	Prac.g_00701	Praj.g_00660
OG0001086	Prac.g_00700	Praj.g_00661
OG0001087	Prac.g_00683	Praj.g_00681
OG0001088	Prac.g_00682	Praj.g_00682
OG0001089	Prac.g_00674	Praj.g_00690
OG0001090	Prac.g_01559	Praj.g_00699
OG0001091	Prac.g_01557	Praj.g_00701
OG0001092	Prac.g_01556	Praj.g_00702
OG0001093	Prac.g_01551	Praj.g_00707
OG0001094	Prac.g_01481	Praj.g_00763
OG0001095	Prac.g_01462	Praj.g_00782
OG0001096	Prac.g_01449	Praj.g_00797
OG0001097	Prac.g_01431	Praj.g_00817
OG0001098	Prac.g_01416	Praj.g_00835
OG0001099	Prac.g_01396	Praj.g_00872
OG0001100	Prac.g_01392	Praj.g_00879
OG0001101	Prac.g_01390	Praj.g_00881
OG0001102	Prac.g_01387	Praj.g_00884
OG0001103	Prac.g_01385	Praj.g_00886
OG0001104	Prac.g_01364	Praj.g_00749
OG0001105	Prac.g_01360	Praj.g_00753
OG0001106	Prac.g_01336	Praj.g_00934
OG0001107	Prac.g_01329	Praj.g_00944
OG0001108	Prac.g_01325	Praj.g_00948
OG0001109	Prac.g_01324	Praj.g_00949
OG0001110	Prac.g_01322	Praj.g_00951
OG0001111	Prac.g_01321	Praj.g_00952
OG0001112	Prac.g_01320	Praj.g_00953
OG0001113	Prac.g_01319	Praj.g_00954
OG0001114	Prac.g_01318	Praj.g_00955
OG0001115	Prac.g_01316	Praj.g_00957
OG0001116	Prac.g_01315	Praj.g_00958
OG0001117	Prac.g_01314	Praj.g_00959
OG0001118	Prac.g_01313	Praj.g_00960
OG0001119	Prac.g_01312	Praj.g_00961
OG0001120	Prac.g_01310	Praj.g_00963
OG0001121	Prac.g_01020	Praj.g_01563
OG0001122	Prac.g_01284	Praj.g_00993
OG0001123	Prac.g_01280	Praj.g_00997
OG0001124	Prac.g_01278	Praj.g_00999
OG0001125	Prac.g_01277	Praj.g_01001
OG0001126	Prac.g_01267	Praj.g_01012
OG0001127	Prac.g_01266	Praj.g_01013
OG0001128	Prac.g_01264	Praj.g_01016
OG0001129	Prac.g_01263	Praj.g_01017
OG0001130	Prac.g_01262	Praj.g_01018
OG0001131	Prac.g_01225	Praj.g_00852
OG0001132	Prac.g_01216	Praj.g_01063
OG0001133	Prac.g_01031	Praj.g_01040
OG0001134	Prac.g_01018	Praj.g_01832
OG0001135	Prac.g_01015, Prac.g_01959	Praj.g_01835
OG0001136	Prac.g_00988	Praj.g_01463
OG0001137	Prac.g_00977	Praj.g_01452
OG0001138	Prac.g_00959	Praj.g_01432
OG0001139	Prac.g_00958	Praj.g_01430
OG0001140	Prac.g_00957	Praj.g_01429
OG0001141	Prac.g_00956	Praj.g_01428
OG0001142	Prac.g_00955	Praj.g_01427
OG0001143	Prac.g_00948	Praj.g_01420
OG0001144	Prac.g_00943	Praj.g_01415
OG0001145	Prac.g_00167	Praj.g_01520
OG0001146	Prac.g_00179	Praj.g_01532
OG0001147	Prac.g_00203	Praj.g_01550
OG0001148	Prac.g_00219	Praj.g_01577
OG0001149	Prac.g_00220	Praj.g_01578
